Año	Nº Accidentes	Grupo	Descripción Ocupación	Sexo	Código	Municipio
2019	6	3	Técnicos; profesionales de apoyo	Hombres	50272	Utebo
2019	206	3	Técnicos; profesionales de apoyo	Hombres	50297	Zaragoza
2019	10	3	Técnicos; profesionales de apoyo	Hombres	50298	Zuera
2019	2	3	Técnicos; profesionales de apoyo	Mujeres	22048	Barbastro
2019	1	3	Técnicos; profesionales de apoyo	Mujeres	22125	Huesca
2019	2	3	Técnicos; profesionales de apoyo	Mujeres	22130	Jaca
2019	2	3	Técnicos; profesionales de apoyo	Mujeres	22158	Monzón
2019	2	3	Técnicos; profesionales de apoyo	Mujeres	22199	Sabiñánigo
2019	4	3	Técnicos; profesionales de apoyo	Mujeres	44013	Alcañiz
2019	1	3	Técnicos; profesionales de apoyo	Mujeres	44216	Teruel
2019	3	3	Técnicos; profesionales de apoyo	Mujeres	50008	Alagón
2019	2	3	Técnicos; profesionales de apoyo	Mujeres	50025	Almunia de Doña Godina (La)
2019	2	3	Técnicos; profesionales de apoyo	Mujeres	50067	Calatayud
2019	3	3	Técnicos; profesionales de apoyo	Mujeres	50089	Cuarte de Huerva
2019	2	3	Técnicos; profesionales de apoyo	Mujeres	50182	Muela (La)
2019	2	3	Técnicos; profesionales de apoyo	Mujeres	50219	Puebla de Alfindén (La)
2019	1	3	Técnicos; profesionales de apoyo	Mujeres	50252	Tauste
2019	2	3	Técnicos; profesionales de apoyo	Mujeres	50272	Utebo
2019	67	3	Técnicos; profesionales de apoyo	Mujeres	50297	Zaragoza
2019	1	3	Técnicos; profesionales de apoyo	Mujeres	50298	Zuera
2019	1	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	22048	Barbastro
2019	12	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	22125	Huesca
2019	2	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	22199	Sabiñánigo
2019	1	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	44013	Alcañiz
2019	7	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	44216	Teruel
2019	5	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	50025	Almunia de Doña Godina (La)
2019	3	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	50089	Cuarte de Huerva
2019	1	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	50163	María de Huerva
2019	1	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	50182	Muela (La)
2019	6	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	50219	Puebla de Alfindén (La)
2019	1	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	50251	Tarazona
2019	2	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	50272	Utebo
2019	68	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	50297	Zaragoza
2019	1	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	50298	Zuera
2019	4	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	22048	Barbastro
2019	3	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	22061	Binéfar
2019	2	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	22112	Fraga
2019	11	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	22125	Huesca
2019	2	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	22130	Jaca
2019	5	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	22158	Monzón
2019	2	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	22199	Sabiñánigo
2019	4	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	44013	Alcañiz
2019	1	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	44025	Andorra
2019	11	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	44216	Teruel
2019	2	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	50008	Alagón
2019	3	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	50025	Almunia de Doña Godina (La)
2019	4	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	50067	Calatayud
2019	3	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	50089	Cuarte de Huerva
2019	2	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	50182	Muela (La)
2019	2	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	50219	Puebla de Alfindén (La)
2019	3	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	50251	Tarazona
2019	2	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	50272	Utebo
2019	107	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	50297	Zaragoza
2019	1	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	50298	Zuera
2019	12	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	22048	Barbastro
2019	3	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	22061	Binéfar
2019	6	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	22112	Fraga
2019	60	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	22125	Huesca
2019	19	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	22130	Jaca
2019	15	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	22158	Monzón
2019	8	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	22199	Sabiñánigo
2019	6	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	44013	Alcañiz
2019	1	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	44025	Andorra
2019	24	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	44216	Teruel
2019	6	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	50008	Alagón
2019	4	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	50025	Almunia de Doña Godina (La)
2019	11	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	50067	Calatayud
2019	1	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	50074	Caspe
2019	7	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	50089	Cuarte de Huerva
2019	3	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	50095	Ejea de los Caballeros
2019	5	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	50182	Muela (La)
2019	4	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	50219	Puebla de Alfindén (La)
2019	8	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	50251	Tarazona
2019	5	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	50252	Tauste
2019	11	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	50272	Utebo
2019	503	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	50297	Zaragoza
2019	7	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	50298	Zuera
2019	31	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	22048	Barbastro
2019	13	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	22061	Binéfar
2019	14	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	22112	Fraga
2019	97	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	22125	Huesca
2019	32	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	22130	Jaca
2019	21	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	22158	Monzón
2019	11	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	22199	Sabiñánigo
2019	29	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	44013	Alcañiz
2019	8	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	44025	Andorra
2019	93	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	44216	Teruel
2019	13	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	50008	Alagón
2019	11	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	50025	Almunia de Doña Godina (La)
2019	38	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	50067	Calatayud
2019	9	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	50074	Caspe
2019	20	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	50089	Cuarte de Huerva
2019	13	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	50095	Ejea de los Caballeros
2019	5	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	50163	María de Huerva
2019	4	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	50182	Muela (La)
2019	4	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	50219	Puebla de Alfindén (La)
2019	9	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	50251	Tarazona
2019	4	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	50252	Tauste
2019	28	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	50272	Utebo
2019	1041	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	50297	Zaragoza
2019	9	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	50298	Zuera
2019	7	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	22048	Barbastro
2019	8	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	22061	Binéfar
2019	20	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	22112	Fraga
2019	20	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	22125	Huesca
2019	8	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	22130	Jaca
2019	6	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	22158	Monzón
2019	5	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	44013	Alcañiz
2019	25	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	44216	Teruel
2019	1	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	50008	Alagón
2019	3	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	50025	Almunia de Doña Godina (La)
2019	2	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	50067	Calatayud
2019	8	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	50074	Caspe
2019	1	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	50089	Cuarte de Huerva
2019	14	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	50095	Ejea de los Caballeros
2019	2	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	50163	María de Huerva
2019	2	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	50251	Tarazona
2019	19	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	50252	Tauste
2019	49	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	50297	Zaragoza
2019	3	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	50298	Zuera
2019	1	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Mujeres	22061	Binéfar
2019	1	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Mujeres	22112	Fraga
2019	3	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Mujeres	22125	Huesca
2019	2	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Mujeres	22130	Jaca
2019	3	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Mujeres	22158	Monzón
2019	1	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Mujeres	44216	Teruel
2019	1	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Mujeres	50025	Almunia de Doña Godina (La)
2019	2	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Mujeres	50067	Calatayud
2019	1	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Mujeres	50074	Caspe
2019	4	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Mujeres	50095	Ejea de los Caballeros
2019	12	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Mujeres	50297	Zaragoza
2019	39	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	22048	Barbastro
2019	135	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	22061	Binéfar
2019	61	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	22112	Fraga
2019	209	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	22125	Huesca
2019	30	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	22130	Jaca
2019	130	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	22158	Monzón
2019	34	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	22199	Sabiñánigo
2019	41	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	44013	Alcañiz
2019	7	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	44025	Andorra
2019	124	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	44216	Teruel
2019	10	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	50008	Alagón
2019	28	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	50025	Almunia de Doña Godina (La)
2019	27	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	50067	Calatayud
2019	17	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	50074	Caspe
2019	73	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	50089	Cuarte de Huerva
2019	106	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	50095	Ejea de los Caballeros
2019	13	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	50163	María de Huerva
2019	57	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	50182	Muela (La)
2019	107	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	50219	Puebla de Alfindén (La)
2019	32	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	50251	Tarazona
2019	43	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	50252	Tauste
2019	101	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	50272	Utebo
2019	1360	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	50297	Zaragoza
2019	111	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	50298	Zuera
2019	20	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	22061	Binéfar
2019	8	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	22112	Fraga
2019	6	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	22125	Huesca
2019	3	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	22130	Jaca
2019	1	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	22158	Monzón
2019	1	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	22199	Sabiñánigo
2019	2	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	44013	Alcañiz
2019	5	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	44216	Teruel
2019	2	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	50008	Alagón
2019	12	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	50025	Almunia de Doña Godina (La)
2019	4	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	50067	Calatayud
2019	1	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	50074	Caspe
2019	1	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	50089	Cuarte de Huerva
2019	14	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	50095	Ejea de los Caballeros
2019	4	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	50182	Muela (La)
2019	3	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	50252	Tauste
2019	2	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	50272	Utebo
2019	80	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	50297	Zaragoza
2019	34	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	50298	Zuera
2019	26	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	22048	Barbastro
2019	38	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	22061	Binéfar
2019	38	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	22112	Fraga
2019	92	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	22125	Huesca
2019	5	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	22130	Jaca
2019	51	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	22158	Monzón
2019	13	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	22199	Sabiñánigo
2019	27	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	44013	Alcañiz
2019	8	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	44025	Andorra
2019	67	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	44216	Teruel
2019	11	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	50008	Alagón
2019	20	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	50025	Almunia de Doña Godina (La)
2019	46	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	50067	Calatayud
2019	8	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	50074	Caspe
2019	47	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	50089	Cuarte de Huerva
2019	38	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	50095	Ejea de los Caballeros
2019	4	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	50163	María de Huerva
2019	61	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	50182	Muela (La)
2019	57	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	50219	Puebla de Alfindén (La)
2019	32	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	50251	Tarazona
2019	23	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	50252	Tauste
2019	42	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	50272	Utebo
2019	922	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	50297	Zaragoza
2019	33	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	50298	Zuera
2019	3	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	22061	Binéfar
2019	6	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	22112	Fraga
2019	5	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	22125	Huesca
2019	5	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	22158	Monzón
2019	4	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	22199	Sabiñánigo
2019	4	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	44013	Alcañiz
2019	3	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	44216	Teruel
2019	5	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	50025	Almunia de Doña Godina (La)
2019	11	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	50067	Calatayud
2019	4	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	50089	Cuarte de Huerva
2019	1	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	50095	Ejea de los Caballeros
2019	1	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	50163	María de Huerva
2019	1	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	50182	Muela (La)
