Año	Comarca código	Comarca nombre	Urbano, parcelas	Urbano, superficie	Urbano, bienes inmuebles	Urbano, valor catastral total	Urbano, valor catastral construcción	Urbano, valor catastral suelo
2016	18	Ribera Baja del Ebro	7717	904,31	8637	279499,98	143984,26	135515,72
2016	19	Bajo Aragón-Caspe / Baix Aragó-Casp	10453	495,47	14337	396362,37	218706,55	177655,82
2016	20	Comunidad de Calatayud	34609	1225,54	54798	1370731,82	913249,6	457482,11
2016	21	Campo de Cariñena	9460	744,18	12237	326437,57	192256,94	134180,63
2016	22	Campo de Belchite	6995	226,58	7288	127353,99	78191,34	49162,63
2016	23	Bajo Martín	7200	258,04	8494	186661,33	119494,87	67166,46
2016	24	Campo de Daroca	10959	265,11	12120	217833,71	135717,82	82115,94
2016	25	Jiloca	18847	673,21	22182	412052,26	273301,56	138750,72
2016	26	Cuencas Mineras	10984	287,45	14199	223053,55	148570,97	74482,57
2016	27	Andorra-Sierra de Arcos	7939	371,45	11813	393568,03	222744,37	170823,64
2016	28	Bajo Aragón	16816	1025,56	31624	831559,06	561156,37	270402,71
2016	29	Comunidad de Teruel	23629	1627,23	53701	1833507,45	1238642,56	594864,9
2016	30	Maestrazgo	6253	102,83	7294	118411,54	87046,52	31365,02
2016	31	Sierra de Albarracín	9507	291,13	10823	202999,9	141080,17	61919,68
2016	32	Gúdar-Javalambre	16743	700,91	22551	416391,63	297340,52	119051,15
2016	33	Matarraña / Matarranya	9997	246,42	11488	262751,53	184146,19	78605,33
2015	01	La Jacetania	9843	841,2	46122	2059819,05	879222,07	1180596,99
2015	02	Alto Gállego	7772	1300,21	33866	1224076,05	678648,14	545427,9
2015	03	Sobrarbe	7402	429,66	12238	453496,7	374966,03	78530,63
2015	04	La Ribagorza	13043	772,18	23811	857904,04	481905,48	375998,56
2015	05	Cinco Villas	19330	1906,03	32973	1303277,13	697379,83	605897,25
2015	06	Hoya de Huesca / Plana de Uesca	23921	1771,95	75730	2286380,8	1447451,59	838929,22
2015	07	Somontano de Barbastro	12876	947,4	25080	845182,69	633659,7	211522,99
2015	08	Cinca Medio	10238	889	21445	571682,43	415298,35	156384,08
2015	09	La Litera / La Llitera	10484	565,5	17220	605429,4	414658,96	190770,44
2015	10	Los Monegros	16956	1094,18	19452	540720,09	354473,42	186246,7
2015	11	Bajo Cinca / Baix Cinca	10372	648,62	18889	719186,73	505017,45	214169,31
2015	12	Tarazona y el Moncayo	10048	406,37	18009	350692,37	219739,49	130952,87
2015	13	Campo de Borja	10964	530,51	15398	329962,79	216100,93	113861,84
2015	14	Aranda	7178	234,34	10567	206406,61	110528,82	95877,78
2015	15	Ribera Alta del Ebro	14557	2183,61	22952	1481191,93	844502,43	636689,5
2015	16	Valdejalón	18375	2065,46	28429	1252990,42	594294,98	658695,44
2015	17	D.C. Zaragoza	61897	11367,45	568982	46597632,19	25240724,95	21356907,27
2015	18	Ribera Baja del Ebro	7717	904,31	8637	279499,98	143984,26	135515,72
2015	19	Bajo Aragón-Caspe / Baix Aragó-Casp	10453	495,47	14337	396362,37	218706,55	177655,82
2015	20	Comunidad de Calatayud	34609	1225,54	54798	1370731,82	913249,6	457482,11
2015	21	Campo de Cariñena	9460	744,18	12237	326437,57	192256,94	134180,63
2015	22	Campo de Belchite	6995	226,58	7288	127353,99	78191,34	49162,63
2015	23	Bajo Martín	7200	258,04	8494	186661,33	119494,87	67166,46
2015	24	Campo de Daroca	10959	265,11	12120	217833,71	135717,82	82115,94
2015	25	Jiloca	18847	673,21	22182	412052,26	273301,56	138750,72
2015	26	Cuencas Mineras	10984	287,45	14199	223053,55	148570,97	74482,57
2015	27	Andorra-Sierra de Arcos	7939	371,45	11813	393568,03	222744,37	170823,64
2015	28	Bajo Aragón	16816	1025,56	31624	831559,06	561156,37	270402,71
2015	29	Comunidad de Teruel	23629	1627,23	53701	1833507,45	1238642,56	594864,9
2015	30	Maestrazgo	6253	102,83	7294	118411,54	87046,52	31365,02
2015	31	Sierra de Albarracín	9507	291,13	10823	202999,9	141080,17	61919,68
2015	32	Gúdar-Javalambre	16743	700,91	22551	416391,63	297340,52	119051,15
2015	33	Matarraña / Matarranya	9997	246,42	11488	262751,53	184146,19	78605,33
2014	01	La Jacetania	9838	841,18	46010	2492908,67	1033606,26	1459302,4
2014	02	Alto Gállego	7768	1300,29	33780	1210192,58	668141,6	542050,95
2014	03	Sobrarbe	7383	430,08	12024	436298,14	359673,13	76625
2014	04	La Ribagorza	13027	769,94	23635	838427,57	465378,09	373049,5
2014	05	Cinco Villas	19306	1906,47	33049	1298189,66	693660,31	604529,32
2014	06	Hoya de Huesca / Plana de Uesca	23957	1771,45	75458	2223468,38	1404328,62	819139,78
2014	07	Somontano de Barbastro	12869	944,61	24510	750395,08	561955,95	188439,06
2014	08	Cinca Medio	10250	888,55	21241	511830,52	371544,11	140286,42
2014	09	La Litera / La Llitera	10487	565,68	17136	593342,8	406372,94	186969,85
2014	10	Los Monegros	16997	1097,13	19580	502171,96	328899,79	173272,17
2014	11	Bajo Cinca / Baix Cinca	10373	648,36	18839	709888,1	498220,49	211667,6
2014	12	Tarazona y el Moncayo	10044	405,91	17911	308451,46	192879,98	115571,45
2014	13	Campo de Borja	10989	533,29	15257	297321,79	194825,16	102496,62
2014	14	Aranda	7198	234,43	10442	188240,64	98744,99	89495,66
2014	15	Ribera Alta del Ebro	14561	2183,66	22621	1191813,46	669804,57	522008,89
2014	16	Valdejalón	18378	2065,35	28267	1204247,97	573382,1	630865,85
2014	17	D.C. Zaragoza	61921	11374,05	563494	46496420,53	25163338,03	21333082,5
2014	18	Ribera Baja del Ebro	7697	904,82	8584	289051,39	136586,16	152465,22
2014	19	Bajo Aragón-Caspe / Baix Aragó-Casp	10454	495,84	13794	355477,82	191713,15	163764,67
2014	20	Comunidad de Calatayud	34675	1226,55	54474	1265211,74	841633,65	423578,13
2014	21	Campo de Cariñena	9460	744,69	12125	315552,95	185672,75	129880,21
2014	22	Campo de Belchite	7004	226,68	7229	119626,8	72836,87	46789,94
2014	23	Bajo Martín	7199	257,7	8461	149823,38	96120,61	53702,79
2014	24	Campo de Daroca	10958	265,42	12066	206569,84	128734,97	77834,93
2014	25	Jiloca	18849	674,39	21841	348839,48	233433,68	115405,77
2014	26	Cuencas Mineras	10988	287,45	14115	195384,6	128658,98	66725,66
2014	27	Andorra-Sierra de Arcos	7933	371,48	11735	379595,59	214121,25	165474,35
2014	28	Bajo Aragón	16806	992,92	31501	725451,91	488558,31	236893,62
2014	29	Comunidad de Teruel	23614	1627,26	53265	1664841,18	1124585,82	540255,38
2014	30	Maestrazgo	6245	102,85	7256	105010,82	76197,69	28813,11
2014	31	Sierra de Albarracín	9498	291,12	10762	186463,94	129762,15	56701,81
2014	32	Gúdar-Javalambre	16743	700,77	22377	390742,56	278661,79	112080,79
2014	33	Matarraña / Matarranya	9990	246,24	11393	252999,77	177135,03	75864,78
2013	01	La Jacetania	9824	879,43	45824	2469669,25	1021009,65	1448659,58
2013	02	Alto Gállego	7709	1291,22	33331	1182433,94	649854,91	532579,07
2013	03	Sobrarbe	7284	423,62	11877	418609,17	344169,67	74439,48
2013	04	La Ribagorza	12970	768,55	23462	868674,61	475839,52	392835,09
2013	05	Cinco Villas	19489	1935,61	32697	1288667,72	685911,56	602756,15
2013	06	Hoya de Huesca / Plana de Uesca	23940	1776,8	74112	2176688,42	1373516,45	803171,99
2013	07	Somontano de Barbastro	12507	939,57	24284	679316,43	508609,8	170706,57
2013	08	Cinca Medio	10231	885,05	21027	476170,56	345494,13	130676,4
2013	09	La Litera / La Llitera	10475	565,27	16936	588245,31	402662,21	185583,13
2013	10	Los Monegros	17106	1048,79	20156	462582,91	302955,6	159627,32
2013	11	Bajo Cinca / Baix Cinca	10378	668,73	18579	705918,13	495366,59	210551,57
2013	12	Tarazona y el Moncayo	9960	401,07	17726	282243,6	176575,79	105667,77
2013	13	Campo de Borja	10862	532,05	14999	259803,92	170138,94	89664,96
2013	14	Aranda	7066	231,39	10404	221792,89	112976,54	108816,35
2013	15	Ribera Alta del Ebro	14355	1931,24	22394	1141005,59	633847,6	507157,99
2013	16	Valdejalón	18292	2066,33	27511	1164576,77	558886,99	605689,78
2013	17	D.C. Zaragoza	61453	11373,54	557526	46363350,76	25043092,16	21320258,6
2013	18	Ribera Baja del Ebro	7649	903,77	8543	346438,37	153534,72	192903,63
2013	19	Bajo Aragón-Caspe / Baix Aragó-Casp	9926	479,54	13557	357495,62	188309,18	169186,44
2013	20	Comunidad de Calatayud	34412	1217,54	54266	1189734,9	789997,07	399737,84
2013	21	Campo de Cariñena	9357	741,93	11668	261426,32	154442,63	106983,69
2013	22	Campo de Belchite	6945	228,24	7216	117843,25	71636,47	46206,79
2013	23	Bajo Martín	7189	243,58	8447	136001,48	87262,84	48738,64
2013	24	Campo de Daroca	10914	262,82	11966	203304,79	126675,48	76629,31
2013	25	Jiloca	18540	600,64	21698	329442,3	221203,32	108238,95
2013	26	Cuencas Mineras	10900	272,35	14093	191187,5	125082,13	66105,37
2013	27	Andorra-Sierra de Arcos	7858	368,93	11737	375620,64	211641,63	163978,99
2013	28	Bajo Aragón	16736	997,83	30986	670805,62	448038,62	222767,01
2013	29	Comunidad de Teruel	23575	1624,31	52525	1508881,44	1019013,57	489867,85
2013	30	Maestrazgo	6212	101,71	7172	99043,48	71342,95	27700,54
2013	31	Sierra de Albarracín	9468	275,99	10646	175831,79	122520,8	53310,98
2013	32	Gúdar-Javalambre	16644	684,91	22310	370384,31	263931,28	106453,04
2013	33	Matarraña / Matarranya	9911	243,01	11111	236642,88	165199	71443,87
2012	01	La Jacetania	9820	864,28	45508	2461514,7	1016708,98	1444805,71
2012	02	Alto Gállego	7615	1278,83	33144	1177332,23	646883,71	530448,52
2012	03	Sobrarbe	7203	430,84	11736	323416,58	269450,52	53966,08
2012	04	La Ribagorza	12889	760,99	23254	847528,8	463875,75	383653,04
2012	05	Cinco Villas	19437	1931,7	32519	1283571,44	683172,85	600398,59
2012	06	Hoya de Huesca / Plana de Uesca	23870	1750,74	73096	2123791,3	1339980,3	783811
2012	07	Somontano de Barbastro	12296	910,16	24150	661626,71	495265,64	166361,03
2012	08	Cinca Medio	10358	1063,09	20525	435174,84	315538,28	119636,54
2012	09	La Litera / La Llitera	10332	522,92	17338	429950,15	292769,78	137180,4
2012	10	Los Monegros	17778	992,04	20120	454077,84	297440,74	156637,11
2012	11	Bajo Cinca / Baix Cinca	10300	658,3	20190	441996,38	311847,51	130148,87
2012	12	Tarazona y el Moncayo	9904	398,39	17656	280177,11	175282,72	104894,37
2012	13	Campo de Borja	10692	492,55	14769	230810,2	151177,33	79632,84
2012	14	Aranda	7035	227,08	10387	221677,1	112900,66	108776,44
2012	15	Ribera Alta del Ebro	14265	1914,77	21997	1111064,88	616588,55	494476,34
2012	16	Valdejalón	18099	1989,98	27106	1158136,91	555969,67	602167,23
2012	17	D.C. Zaragoza	61351	11366,33	557708	29210939,79	15738319,63	13472620,17
2012	18	Ribera Baja del Ebro	7637	908,3	8525	345409,16	151268,35	194140,8
2012	19	Bajo Aragón-Caspe / Baix Aragó-Casp	9758	468,69	13414	353775,07	186191,75	167583,31
2012	20	Comunidad de Calatayud	34312	1204,77	53579	1174165,99	779173,8	394992,21
2012	21	Campo de Cariñena	9073	532,67	11564	234198,31	138193,5	96004,78
2012	22	Campo de Belchite	6933	228,02	7202	117696,78	71557,25	46139,55
2012	23	Bajo Martín	7182	243,43	8425	135394,48	86870,28	48524,21
2012	24	Campo de Daroca	10821	255,54	11948	203048,11	126500,46	76547,6
2012	25	Jiloca	18455	592,58	21535	324631,53	217986,77	106644,73
2012	26	Cuencas Mineras	10889	271,8	14063	191246,44	125010,71	66235,73
2012	27	Andorra-Sierra de Arcos	7861	368,78	11530	365883,47	206291,67	159591,8
2012	28	Bajo Aragón	16716	997,44	30735	656753,1	438987,54	217765,55
2012	29	Comunidad de Teruel	23514	1618,73	51799	1475533,35	996602,26	478931,11
2012	30	Maestrazgo	6147	97,87	7105	97509,55	70169,56	27339,97
2012	31	Sierra de Albarracín	9373	276,42	10544	173016,75	120509,53	52507,21
2012	32	Gúdar-Javalambre	16627	694,1	22051	359838,8	256557,8	103281,01
2012	33	Matarraña / Matarranya	9854	241,27	10952	232832,37	162475,12	70357,25
2011	01	La Jacetania	9769	857,95	45059	2408219,28	986440,39	1421778,89
2011	02	Alto Gállego	7584	1275,77	32616	1162933,43	638831,56	524101,88
2011	03	Sobrarbe	7188	464,7	11456	316450,23	263814,29	52635,93
2011	04	La Ribagorza	12804	751,15	22861	837888,53	457792,63	380095,91
2011	05	Cinco Villas	19233	1927,22	31982	1272418,24	677015,58	595402,64
2011	06	Hoya de Huesca / Plana de Uesca	23553	1637,99	72889	2091894,09	1319677,56	772216,62
2011	07	Somontano de Barbastro	12277	901,24	23824	646501,3	483457,5	163043,77
2011	08	Cinca Medio	9688	592,21	20206	426774,41	309324,3	117450,11
2011	09	La Litera / La Llitera	10735	516,36	17106	417773,48	284302,62	133470,88
2011	10	Los Monegros	17734	1000,79	20041	446541,89	292682,39	153859,52
2011	11	Bajo Cinca / Baix Cinca	11523	669,22	19952	430722,06	303970,4	126751,69
2011	12	Tarazona y el Moncayo	9914	398,37	17574	275231,72	171911,11	103320,61
2011	13	Campo de Borja	10561	450,19	14555	226567,18	148375,31	78191,89
2011	14	Aranda	7028	227,08	10314	221636,01	112842,4	108793,63
2011	15	Ribera Alta del Ebro	14183	1901,03	21323	1076127,77	595268,98	480858,78
2011	16	Valdejalón	18057	1982,08	26511	1142324,43	548623,62	593700,82
2011	17	D.C. Zaragoza	66142	14596,18	550790	28553613,39	15378990,59	13174622,8
2011	18	Ribera Baja del Ebro	7640	909,38	8460	344051,6	150422,41	193629,19
2011	19	Bajo Aragón-Caspe / Baix Aragó-Casp	9716	468,89	13315	350146,83	184113,56	166033,26
2011	20	Comunidad de Calatayud	34195	1198,67	52477	1120602,58	743030,69	377571,87
2011	21	Campo de Cariñena	9033	499,33	11419	227074,56	134111,58	92962,95
2011	22	Campo de Belchite	6924	227,79	7184	114792,19	69654,45	45137,73
2011	23	Bajo Martín	7177	243,5	8385	134259,08	86155,55	48103,55
2011	24	Campo de Daroca	10804	255,44	11916	200110,25	124435,01	75675,21
2011	25	Jiloca	18330	581,78	21216	317972,05	213716,71	104255,35
2011	26	Cuencas Mineras	10878	271,47	14025	190965,88	124784,29	66181,61
2011	27	Andorra-Sierra de Arcos	7839	369,42	11376	362894,43	204656,54	158237,89
2011	28	Bajo Aragón	16638	989,75	30336	642328,65	429229,55	213099,1
2011	29	Comunidad de Teruel	23302	1590,22	49953	1400624,2	948533,6	452090,58
2011	30	Maestrazgo	6128	97,3	6889	95017,8	68140,43	26877,39
2011	31	Sierra de Albarracín	9325	276,08	10404	168729,37	117298,61	51430,78
2011	32	Gúdar-Javalambre	16568	687,59	21416	337322,05	241437,79	95884,23
2011	33	Matarraña / Matarranya	9806	239,9	10850	230659,19	160931,47	69727,74
2010	01	La Jacetania	9793	858,83	44483	2391810,17	975449,7	1416360,52
2010	02	Alto Gállego	7411	1259,54	31817	1152900,08	631435,68	521464,39
2010	03	Sobrarbe	7056	468,26	11291	209851,95	172492,67	37359,25
2010	04	La Ribagorza	12732	762,06	22160	789394,79	418549,84	370844,99
2010	05	Cinco Villas	19200	1906,12	31502	1248489	663153,47	585335,48
2010	06	Hoya de Huesca / Plana de Uesca	23573	1619,95	71717	2026542,77	1273246,21	753296,59
2010	07	Somontano de Barbastro	12196	893,07	23519	637306,45	476452,57	160853,86
2010	08	Cinca Medio	9676	592,18	19686	416817,62	302224,65	114592,97
2010	09	La Litera / La Llitera	10734	514,44	18344	411217,32	279164,15	132053,18
2010	10	Los Monegros	17705	997,7	20103	443634,73	290935,75	152698,99
2010	11	Bajo Cinca / Baix Cinca	11490	625,39	19686	421322,09	297405,14	123916,99
2010	12	Tarazona y el Moncayo	9940	397,75	17036	268269,25	167550,58	100718,69
2010	13	Campo de Borja	10554	450,19	14456	223159,74	146091,32	77068,44
2010	14	Aranda	7022	226,95	10387	210970,93	106230,77	104740,17
2010	15	Ribera Alta del Ebro	14015	1872,04	21082	1072174,58	591478,44	480696,13
2010	16	Valdejalón	17934	1987,17	26259	1120462,56	537178,91	583283,65
2010	17	D.C. Zaragoza	66143	14283,76	537931	27851364,06	15000484,03	12850880,06
2010	18	Ribera Baja del Ebro	7606	909,79	8388	353817,91	156998,5	196819,43
2010	19	Bajo Aragón-Caspe / Baix Aragó-Casp	9649	439,44	13071	347327,37	182380,6	164946,78
2010	20	Comunidad de Calatayud	34120	1189,33	51816	1005131,15	671285,24	333845,91
2010	21	Campo de Cariñena	9016	499,08	11297	219957,24	129956,54	90000,72
2010	22	Campo de Belchite	6929	223,91	7179	101921,16	62234,03	39687,12
2010	23	Bajo Martín	7164	243,21	8308	131371,18	84377,28	46993,86
2010	24	Campo de Daroca	10777	253,23	11883	196532,94	121935,96	74596,96
2010	25	Jiloca	18136	575,76	20931	300242,01	201974,99	98267,02
2010	26	Cuencas Mineras	10865	271,49	13979	157030,44	105105,81	51924,63
2010	27	Andorra-Sierra de Arcos	7833	369,03	11104	348755,85	196920,13	151835,7
2010	28	Bajo Aragón	16592	927,58	29441	608098,13	405155,67	202942,44
2010	29	Comunidad de Teruel	22903	1494,31	48561	1372916	929709,11	443206,87
2010	30	Maestrazgo	6087	97,03	6810	95634,49	68468,52	27165,98
2010	31	Sierra de Albarracín	9311	277,72	10112	147495,45	102463,99	45031,44
2010	32	Gúdar-Javalambre	16339	684,56	20648	312417,6	221289,86	91127,73
2010	33	Matarraña / Matarranya	9797	239,82	10649	225785,1	157484,21	68300,92
2009	01	La Jacetania	9760	858,63	43446	2233685,02	904884,73	1328800,27
2009	02	Alto Gállego	7364	1252,9	29873	624310,58	393684,37	230626,23
2009	03	Sobrarbe	7089	459,99	10631	198894,65	161802,9	37091,71
2009	04	La Ribagorza	12681	751,45	21299	522402,3	342877,13	179525,14
2009	05	Cinco Villas	19143	1902,47	30944	1041212,45	554468,67	486743,75
2009	06	Hoya de Huesca / Plana de Uesca	23351	1570,09	69367	1974058,99	1240259,69	733799,32
2009	07	Somontano de Barbastro	12146	887,2	23150	611486,03	457237,43	154248,57
2009	08	Cinca Medio	9625	590,62	19521	407997,78	295465,93	112531,85
2009	09	La Litera / La Llitera	10725	512,74	18199	396263,99	270112,63	126151,37
2009	10	Los Monegros	17682	995,27	20018	445202,57	293138,06	152064,54
2009	11	Bajo Cinca / Baix Cinca	11428	604,27	19150	401103,6	282856,4	118247,2
2009	12	Tarazona y el Moncayo	9919	397,47	16566	251801,33	157686,08	94115,23
2009	13	Campo de Borja	10531	456,21	14219	218114,4	142765,95	75348,44
2009	14	Aranda	7186	228,36	10356	208578,87	104985,25	103593,62
2009	15	Ribera Alta del Ebro	13956	1880,56	20435	1015426,6	541750,53	473676,06
2009	16	Valdejalón	17955	1989,06	24871	1094907,24	522767,11	572140,13
2009	17	D.C. Zaragoza	65098	14115,09	521177	26585967,78	14128170,33	12457797,41
2009	18	Ribera Baja del Ebro	7541	867,46	8348	290829,19	154605,42	136223,78
2009	19	Bajo Aragón-Caspe / Baix Aragó-Casp	9594	440,42	12899	331850,75	173270,18	158580,58
2009	20	Comunidad de Calatayud	34068	1131,11	51336	976816,66	653070,75	323745,96
2009	21	Campo de Cariñena	8997	490,56	11214	212843,06	125500,05	87343,01
2009	22	Campo de Belchite	6920	181,26	7205	79489,99	49125,93	30364,06
2009	23	Bajo Martín	7156	243,14	8221	128421,46	82409,89	46011,57
2009	24	Campo de Daroca	10755	253,7	11811	193559,73	119969,53	73590,27
2009	25	Jiloca	18110	568,15	20825	292235,46	196659,61	95575,85
2009	26	Cuencas Mineras	10919	268,75	13861	153960,04	103376,63	50583,42
2009	27	Andorra-Sierra de Arcos	7812	370,06	11220	233353,55	157668,53	75685,03
2009	28	Bajo Aragón	16486	640,75	28580	580643,25	386038,44	194604,81
2009	29	Comunidad de Teruel	22757	1486,5	46641	1252484,01	849611,33	402872,64
2009	30	Maestrazgo	6052	99,33	6650	70694,92	50391,88	20303,03
2009	31	Sierra de Albarracín	9090	278,38	9979	141823,61	98614,3	43209,28
2009	32	Gúdar-Javalambre	16283	679,26	19464	289157,37	202801,93	86355,42
2009	33	Matarraña / Matarranya	9783	239,96	10589	222347,13	154724,09	67623,04
2008	01	La Jacetania	9808	831,43	42490	1051930,57	625570,59	426359,98
2008	02	Alto Gállego	7323	747,34	27260	577671,3	358120,87	219550,43
2008	03	Sobrarbe	6879	447,39	9799	182287,27	147809,51	34477,75
2008	04	La Ribagorza	12472	779,47	20341	463776,19	307411,05	156365,15
2008	05	Cinco Villas	18799	1313,06	30248	965373,12	514724,38	450648,76
2008	06	Hoya de Huesca / Plana de Uesca	23177	1552,98	66289	1870902,23	1174916,51	695985,73
2008	07	Somontano de Barbastro	12038	880,38	22145	583935,95	431579,81	152356,13
2008	08	Cinca Medio	9617	588,68	18866	385115,71	278336,85	106778,88
2008	09	La Litera / La Llitera	12175	471,56	17693	369878,9	251774,91	118104,02
2008	10	Los Monegros	17768	1029,67	19817	430705,17	283393,71	147311,45
2008	11	Bajo Cinca / Baix Cinca	11219	547,58	18281	363033,78	256170,84	106862,95
2008	12	Tarazona y el Moncayo	9611	394,52	16232	236814,26	147967,1	88847,16
2008	13	Campo de Borja	10448	435,16	13799	203457,65	134218,55	69239,09
2008	14	Aranda	7185	228,3	10301	204468,98	102844,83	101624,17
2008	15	Ribera Alta del Ebro	13833	1793,19	19370	972304,81	518022,27	454282,53
2008	16	Valdejalón	17579	1488,46	22742	745146,15	370503,37	374642,78
2008	17	D.C. Zaragoza	64870	14300,11	504236	24997568,84	13143150,57	11854418,28
2008	18	Ribera Baja del Ebro	7526	868,56	8247	282872,02	150620,5	132251,52
2008	19	Bajo Aragón-Caspe / Baix Aragó-Casp	9501	402,36	12733	318616,11	165794,15	152821,97
2008	20	Comunidad de Calatayud	34049	1116,29	50505	920981,64	615632,99	305348,63
2008	21	Campo de Cariñena	8907	410,38	10842	200024,62	117722,12	82302,5
2008	22	Campo de Belchite	6967	173,95	7213	75359,77	46524,48	28835,33
2008	23	Bajo Martín	7142	241,83	8175	123835,19	79495,92	44339,27
2008	24	Campo de Daroca	10696	251,63	11803	162511,34	115915,11	46596,23
2008	25	Jiloca	17994	530,16	20362	260725,78	174666,42	86059,35
2008	26	Cuencas Mineras	10728	267,71	13747	147920,02	99002,4	48917,63
2008	27	Andorra-Sierra de Arcos	7672	634,43	10883	181022,91	121456,97	59565,94
2008	28	Bajo Aragón	16077	646,8	28013	549240,62	361938,2	187302,41
2008	29	Comunidad de Teruel	22087	1140,88	44865	1123568,73	761359,49	362209,22
2008	30	Maestrazgo	5841	87,43	6561	53267,43	43768,43	9499,02
2008	31	Sierra de Albarracín	8952	273,78	9753	126087,48	86422,02	39665,45
2008	32	Gúdar-Javalambre	15487	639,4	18395	251048,85	176044,6	75004,25
2008	33	Matarraña / Matarranya	9731	236,15	10423	198293,57	137232,8	61060,73
2007	01	La Jacetania	9775	851,24	40891	983048,99	570344,27	412704,7
2007	02	Alto Gállego	7318	748,81	25518	535775,61	322706,92	213068,67
2007	03	Sobrarbe	6842	392,05	9286	157495,95	126549,4	30946,52
2007	04	La Ribagorza	12398	785,2	19704	441190	289187,75	152002,27
2007	05	Cinco Villas	18803	1283,14	29638	879644,6	480097,5	399547,12
