Mes y año	Comarca código	Comarca nombre	Sector de actividad	Afiliaciones en alta	Sexo
Abril 2021	18	Ribera Baja del Ebro	Agricultura, ganadería y pesca	462	Hombres
Abril 2021	18	Ribera Baja del Ebro	Agricultura, ganadería y pesca	156	Mujeres
Abril 2021	18	Ribera Baja del Ebro	Industria y energía	1025	Hombres
Abril 2021	18	Ribera Baja del Ebro	Industria y energía	336	Mujeres
Abril 2021	18	Ribera Baja del Ebro	Construcción	249	Hombres
Abril 2021	18	Ribera Baja del Ebro	Construcción	23	Mujeres
Abril 2021	18	Ribera Baja del Ebro	Servicios	482	Hombres
Abril 2021	18	Ribera Baja del Ebro	Servicios	758	Mujeres
Abril 2021	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Agricultura, ganadería y pesca	2381	Hombres
Abril 2021	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Agricultura, ganadería y pesca	604	Mujeres
Abril 2021	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Industria y energía	278	Hombres
Abril 2021	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Industria y energía	178	Mujeres
Abril 2021	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Construcción	312	Hombres
Abril 2021	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Construcción	32	Mujeres
Abril 2021	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Servicios	916	Hombres
Abril 2021	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Servicios	1412	Mujeres
Abril 2021	20	Comunidad de Calatayud	Agricultura, ganadería y pesca	1129	Hombres
Abril 2021	20	Comunidad de Calatayud	Agricultura, ganadería y pesca	262	Mujeres
Abril 2021	20	Comunidad de Calatayud	Industria y energía	843	Hombres
Abril 2021	20	Comunidad de Calatayud	Industria y energía	429	Mujeres
Abril 2021	20	Comunidad de Calatayud	Construcción	703	Hombres
Abril 2021	20	Comunidad de Calatayud	Construcción	60	Mujeres
Abril 2021	20	Comunidad de Calatayud	Servicios	3006	Hombres
Abril 2021	20	Comunidad de Calatayud	Servicios	4003	Mujeres
Abril 2021	21	Campo de Cariñena	Agricultura, ganadería y pesca	882	Hombres
Abril 2021	21	Campo de Cariñena	Agricultura, ganadería y pesca	259	Mujeres
Abril 2021	21	Campo de Cariñena	Industria y energía	1435	Hombres
Abril 2021	21	Campo de Cariñena	Industria y energía	438	Mujeres
Abril 2021	21	Campo de Cariñena	Construcción	227	Hombres
Abril 2021	21	Campo de Cariñena	Construcción	17	Mujeres
Abril 2021	21	Campo de Cariñena	Servicios	643	Hombres
Abril 2021	21	Campo de Cariñena	Servicios	695	Mujeres
Abril 2021	22	Campo de Belchite	Agricultura, ganadería y pesca	303	Hombres
Abril 2021	22	Campo de Belchite	Agricultura, ganadería y pesca	79	Mujeres
Abril 2021	22	Campo de Belchite	Industria y energía	140	Hombres
Abril 2021	22	Campo de Belchite	Industria y energía	49	Mujeres
Abril 2021	22	Campo de Belchite	Construcción	131	Hombres
Abril 2021	22	Campo de Belchite	Construcción	11	Mujeres
Abril 2021	22	Campo de Belchite	Servicios	249	Hombres
Abril 2021	22	Campo de Belchite	Servicios	323	Mujeres
Abril 2021	23	Bajo Martín	Agricultura, ganadería y pesca	385	Hombres
Abril 2021	23	Bajo Martín	Agricultura, ganadería y pesca	100	Mujeres
Abril 2021	23	Bajo Martín	Industria y energía	768	Hombres
Abril 2021	23	Bajo Martín	Industria y energía	204	Mujeres
Abril 2021	23	Bajo Martín	Construcción	217	Hombres
Abril 2021	23	Bajo Martín	Construcción	22	Mujeres
Abril 2021	23	Bajo Martín	Servicios	700	Hombres
Abril 2021	23	Bajo Martín	Servicios	416	Mujeres
Abril 2021	24	Campo de Daroca	Agricultura, ganadería y pesca	470	Hombres
Abril 2021	24	Campo de Daroca	Agricultura, ganadería y pesca	152	Mujeres
Abril 2021	24	Campo de Daroca	Industria y energía	113	Hombres
Abril 2021	24	Campo de Daroca	Industria y energía	63	Mujeres
Abril 2021	24	Campo de Daroca	Construcción	99	Hombres
Abril 2021	24	Campo de Daroca	Construcción	5	Mujeres
Abril 2021	24	Campo de Daroca	Servicios	619	Hombres
Abril 2021	24	Campo de Daroca	Servicios	458	Mujeres
Abril 2021	25	Jiloca	Agricultura, ganadería y pesca	616	Hombres
Abril 2021	25	Jiloca	Agricultura, ganadería y pesca	197	Mujeres
Abril 2021	25	Jiloca	Industria y energía	704	Hombres
Abril 2021	25	Jiloca	Industria y energía	244	Mujeres
Abril 2021	25	Jiloca	Construcción	333	Hombres
Abril 2021	25	Jiloca	Construcción	20	Mujeres
Abril 2021	25	Jiloca	Servicios	704	Hombres
Abril 2021	25	Jiloca	Servicios	978	Mujeres
Abril 2021	26	Cuencas Mineras	Agricultura, ganadería y pesca	218	Hombres
Abril 2021	26	Cuencas Mineras	Agricultura, ganadería y pesca	65	Mujeres
Abril 2021	26	Cuencas Mineras	Industria y energía	513	Hombres
Abril 2021	26	Cuencas Mineras	Industria y energía	162	Mujeres
Abril 2021	26	Cuencas Mineras	Construcción	203	Hombres
Abril 2021	26	Cuencas Mineras	Construcción	11	Mujeres
Abril 2021	26	Cuencas Mineras	Servicios	416	Hombres
Abril 2021	26	Cuencas Mineras	Servicios	597	Mujeres
Abril 2021	27	Andorra-Sierra de Arcos	Agricultura, ganadería y pesca	145	Hombres
Abril 2021	27	Andorra-Sierra de Arcos	Agricultura, ganadería y pesca	35	Mujeres
Abril 2021	27	Andorra-Sierra de Arcos	Industria y energía	363	Hombres
Abril 2021	27	Andorra-Sierra de Arcos	Industria y energía	86	Mujeres
Abril 2021	27	Andorra-Sierra de Arcos	Construcción	206	Hombres
Abril 2021	27	Andorra-Sierra de Arcos	Construcción	18	Mujeres
Abril 2021	27	Andorra-Sierra de Arcos	Servicios	510	Hombres
Abril 2021	27	Andorra-Sierra de Arcos	Servicios	760	Mujeres
Abril 2021	28	Bajo Aragón	Agricultura, ganadería y pesca	961	Hombres
Abril 2021	28	Bajo Aragón	Agricultura, ganadería y pesca	322	Mujeres
Abril 2021	28	Bajo Aragón	Industria y energía	1149	Hombres
Abril 2021	28	Bajo Aragón	Industria y energía	387	Mujeres
Abril 2021	28	Bajo Aragón	Construcción	989	Hombres
Abril 2021	28	Bajo Aragón	Construcción	97	Mujeres
Abril 2021	28	Bajo Aragón	Servicios	2645	Hombres
Abril 2021	28	Bajo Aragón	Servicios	3687	Mujeres
Abril 2021	29	Comunidad de Teruel	Agricultura, ganadería y pesca	1279	Hombres
Abril 2021	29	Comunidad de Teruel	Agricultura, ganadería y pesca	289	Mujeres
Abril 2021	29	Comunidad de Teruel	Industria y energía	2512	Hombres
Abril 2021	29	Comunidad de Teruel	Industria y energía	576	Mujeres
Abril 2021	29	Comunidad de Teruel	Construcción	1255	Hombres
Abril 2021	29	Comunidad de Teruel	Construcción	117	Mujeres
Abril 2021	29	Comunidad de Teruel	Servicios	7436	Hombres
Abril 2021	29	Comunidad de Teruel	Servicios	10525	Mujeres
Abril 2021	30	Maestrazgo	Agricultura, ganadería y pesca	214	Hombres
Abril 2021	30	Maestrazgo	Agricultura, ganadería y pesca	75	Mujeres
Abril 2021	30	Maestrazgo	Industria y energía	61	Hombres
Abril 2021	30	Maestrazgo	Industria y energía	23	Mujeres
Abril 2021	30	Maestrazgo	Construcción	136	Hombres
Abril 2021	30	Maestrazgo	Construcción	5	Mujeres
Abril 2021	30	Maestrazgo	Servicios	176	Hombres
Abril 2021	30	Maestrazgo	Servicios	273	Mujeres
Abril 2021	31	Sierra de Albarracín	Agricultura, ganadería y pesca	160	Hombres
Abril 2021	31	Sierra de Albarracín	Agricultura, ganadería y pesca	62	Mujeres
Abril 2021	31	Sierra de Albarracín	Industria y energía	130	Hombres
Abril 2021	31	Sierra de Albarracín	Industria y energía	46	Mujeres
Abril 2021	31	Sierra de Albarracín	Construcción	132	Hombres
Abril 2021	31	Sierra de Albarracín	Construcción	7	Mujeres
Abril 2021	31	Sierra de Albarracín	Servicios	282	Hombres
Abril 2021	31	Sierra de Albarracín	Servicios	408	Mujeres
Abril 2021	32	Gúdar-Javalambre	Agricultura, ganadería y pesca	399	Hombres
Abril 2021	32	Gúdar-Javalambre	Agricultura, ganadería y pesca	112	Mujeres
Abril 2021	32	Gúdar-Javalambre	Industria y energía	510	Hombres
Abril 2021	32	Gúdar-Javalambre	Industria y energía	148	Mujeres
Abril 2021	32	Gúdar-Javalambre	Construcción	384	Hombres
Abril 2021	32	Gúdar-Javalambre	Construcción	16	Mujeres
Abril 2021	32	Gúdar-Javalambre	Servicios	560	Hombres
Abril 2021	32	Gúdar-Javalambre	Servicios	791	Mujeres
Abril 2021	33	Matarraña / Matarranya	Agricultura, ganadería y pesca	629	Hombres
Abril 2021	33	Matarraña / Matarranya	Agricultura, ganadería y pesca	242	Mujeres
Abril 2021	33	Matarraña / Matarranya	Industria y energía	439	Hombres
Abril 2021	33	Matarraña / Matarranya	Industria y energía	196	Mujeres
Abril 2021	33	Matarraña / Matarranya	Construcción	272	Hombres
Abril 2021	33	Matarraña / Matarranya	Construcción	20	Mujeres
Abril 2021	33	Matarraña / Matarranya	Servicios	583	Hombres
Abril 2021	33	Matarraña / Matarranya	Servicios	816	Mujeres
Marzo 2021	01	La Jacetania	Agricultura, ganadería y pesca	309	Hombres
Marzo 2021	01	La Jacetania	Agricultura, ganadería y pesca	51	Mujeres
Marzo 2021	01	La Jacetania	Industria y energía	187	Hombres
Marzo 2021	01	La Jacetania	Industria y energía	53	Mujeres
Marzo 2021	01	La Jacetania	Construcción	459	Hombres
Marzo 2021	01	La Jacetania	Construcción	41	Mujeres
Marzo 2021	01	La Jacetania	Servicios	1858	Hombres
Marzo 2021	01	La Jacetania	Servicios	2399	Mujeres
Marzo 2021	02	Alto Gállego	Agricultura, ganadería y pesca	134	Hombres
Marzo 2021	02	Alto Gállego	Agricultura, ganadería y pesca	34	Mujeres
Marzo 2021	02	Alto Gállego	Industria y energía	775	Hombres
Marzo 2021	02	Alto Gállego	Industria y energía	339	Mujeres
Marzo 2021	02	Alto Gállego	Construcción	489	Hombres
Marzo 2021	02	Alto Gállego	Construcción	59	Mujeres
Marzo 2021	02	Alto Gállego	Servicios	1601	Hombres
Marzo 2021	02	Alto Gállego	Servicios	1569	Mujeres
Marzo 2021	03	Sobrarbe	Agricultura, ganadería y pesca	304	Hombres
Marzo 2021	03	Sobrarbe	Agricultura, ganadería y pesca	56	Mujeres
Marzo 2021	03	Sobrarbe	Industria y energía	102	Hombres
Marzo 2021	03	Sobrarbe	Industria y energía	33	Mujeres
Marzo 2021	03	Sobrarbe	Construcción	334	Hombres
Marzo 2021	03	Sobrarbe	Construcción	28	Mujeres
Marzo 2021	03	Sobrarbe	Servicios	750	Hombres
Marzo 2021	03	Sobrarbe	Servicios	995	Mujeres
Marzo 2021	04	La Ribagorza	Agricultura, ganadería y pesca	652	Hombres
Marzo 2021	04	La Ribagorza	Agricultura, ganadería y pesca	145	Mujeres
Marzo 2021	04	La Ribagorza	Industria y energía	242	Hombres
Marzo 2021	04	La Ribagorza	Industria y energía	103	Mujeres
Marzo 2021	04	La Ribagorza	Construcción	471	Hombres
Marzo 2021	04	La Ribagorza	Construcción	48	Mujeres
Marzo 2021	04	La Ribagorza	Servicios	1317	Hombres
Marzo 2021	04	La Ribagorza	Servicios	1657	Mujeres
Marzo 2021	05	Cinco Villas	Agricultura, ganadería y pesca	2356	Hombres
Marzo 2021	05	Cinco Villas	Agricultura, ganadería y pesca	611	Mujeres
Marzo 2021	05	Cinco Villas	Industria y energía	2745	Hombres
Marzo 2021	05	Cinco Villas	Industria y energía	1378	Mujeres
Marzo 2021	05	Cinco Villas	Construcción	884	Hombres
Marzo 2021	05	Cinco Villas	Construcción	99	Mujeres
Marzo 2021	05	Cinco Villas	Servicios	2493	Hombres
Marzo 2021	05	Cinco Villas	Servicios	3016	Mujeres
Marzo 2021	06	Hoya de Huesca / Plana de Uesca	Agricultura, ganadería y pesca	1799	Hombres
Marzo 2021	06	Hoya de Huesca / Plana de Uesca	Agricultura, ganadería y pesca	336	Mujeres
Marzo 2021	06	Hoya de Huesca / Plana de Uesca	Industria y energía	2169	Hombres
Marzo 2021	06	Hoya de Huesca / Plana de Uesca	Industria y energía	532	Mujeres
Marzo 2021	06	Hoya de Huesca / Plana de Uesca	Construcción	2162	Hombres
Marzo 2021	06	Hoya de Huesca / Plana de Uesca	Construcción	251	Mujeres
Marzo 2021	06	Hoya de Huesca / Plana de Uesca	Servicios	10923	Hombres
Marzo 2021	06	Hoya de Huesca / Plana de Uesca	Servicios	16383	Mujeres
Marzo 2021	07	Somontano de Barbastro	Agricultura, ganadería y pesca	953	Hombres
Marzo 2021	07	Somontano de Barbastro	Agricultura, ganadería y pesca	186	Mujeres
Marzo 2021	07	Somontano de Barbastro	Industria y energía	1249	Hombres
Marzo 2021	07	Somontano de Barbastro	Industria y energía	416	Mujeres
Marzo 2021	07	Somontano de Barbastro	Construcción	514	Hombres
Marzo 2021	07	Somontano de Barbastro	Construcción	51	Mujeres
Marzo 2021	07	Somontano de Barbastro	Servicios	2395	Hombres
Marzo 2021	07	Somontano de Barbastro	Servicios	3869	Mujeres
Marzo 2021	08	Cinca Medio	Agricultura, ganadería y pesca	960	Hombres
Marzo 2021	08	Cinca Medio	Agricultura, ganadería y pesca	258	Mujeres
Marzo 2021	08	Cinca Medio	Industria y energía	1899	Hombres
Marzo 2021	08	Cinca Medio	Industria y energía	508	Mujeres
Marzo 2021	08	Cinca Medio	Construcción	778	Hombres
Marzo 2021	08	Cinca Medio	Construcción	73	Mujeres
Marzo 2021	08	Cinca Medio	Servicios	1996	Hombres
Marzo 2021	08	Cinca Medio	Servicios	2420	Mujeres
Marzo 2021	09	La Litera / La Llitera	Agricultura, ganadería y pesca	1500	Hombres
Marzo 2021	09	La Litera / La Llitera	Agricultura, ganadería y pesca	376	Mujeres
Marzo 2021	09	La Litera / La Llitera	Industria y energía	2816	Hombres
Marzo 2021	09	La Litera / La Llitera	Industria y energía	782	Mujeres
Marzo 2021	09	La Litera / La Llitera	Construcción	713	Hombres
Marzo 2021	09	La Litera / La Llitera	Construcción	97	Mujeres
Marzo 2021	09	La Litera / La Llitera	Servicios	1489	Hombres
Marzo 2021	09	La Litera / La Llitera	Servicios	1901	Mujeres
Marzo 2021	10	Los Monegros	Agricultura, ganadería y pesca	2076	Hombres
Marzo 2021	10	Los Monegros	Agricultura, ganadería y pesca	582	Mujeres
Marzo 2021	10	Los Monegros	Industria y energía	532	Hombres
Marzo 2021	10	Los Monegros	Industria y energía	184	Mujeres
Marzo 2021	10	Los Monegros	Construcción	565	Hombres
Marzo 2021	10	Los Monegros	Construcción	45	Mujeres
Marzo 2021	10	Los Monegros	Servicios	1082	Hombres
Marzo 2021	10	Los Monegros	Servicios	1272	Mujeres
Marzo 2021	11	Bajo Cinca / Baix Cinca	Agricultura, ganadería y pesca	2670	Hombres
Marzo 2021	11	Bajo Cinca / Baix Cinca	Agricultura, ganadería y pesca	681	Mujeres
Marzo 2021	11	Bajo Cinca / Baix Cinca	Industria y energía	1471	Hombres
Marzo 2021	11	Bajo Cinca / Baix Cinca	Industria y energía	706	Mujeres
Marzo 2021	11	Bajo Cinca / Baix Cinca	Construcción	622	Hombres
Marzo 2021	11	Bajo Cinca / Baix Cinca	Construcción	75	Mujeres
Marzo 2021	11	Bajo Cinca / Baix Cinca	Servicios	2187	Hombres
Marzo 2021	11	Bajo Cinca / Baix Cinca	Servicios	2776	Mujeres
Marzo 2021	12	Tarazona y el Moncayo	Agricultura, ganadería y pesca	227	Hombres
Marzo 2021	12	Tarazona y el Moncayo	Agricultura, ganadería y pesca	48	Mujeres
Marzo 2021	12	Tarazona y el Moncayo	Industria y energía	1046	Hombres
Marzo 2021	12	Tarazona y el Moncayo	Industria y energía	590	Mujeres
Marzo 2021	12	Tarazona y el Moncayo	Construcción	245	Hombres
Marzo 2021	12	Tarazona y el Moncayo	Construcción	21	Mujeres
Marzo 2021	12	Tarazona y el Moncayo	Servicios	912	Hombres
Marzo 2021	12	Tarazona y el Moncayo	Servicios	1054	Mujeres
Marzo 2021	13	Campo de Borja	Agricultura, ganadería y pesca	691	Hombres
Marzo 2021	13	Campo de Borja	Agricultura, ganadería y pesca	176	Mujeres
Marzo 2021	13	Campo de Borja	Industria y energía	811	Hombres
Marzo 2021	13	Campo de Borja	Industria y energía	577	Mujeres
Marzo 2021	13	Campo de Borja	Construcción	261	Hombres
Marzo 2021	13	Campo de Borja	Construcción	15	Mujeres
Marzo 2021	13	Campo de Borja	Servicios	689	Hombres
Marzo 2021	13	Campo de Borja	Servicios	1164	Mujeres
Marzo 2021	14	Aranda	Agricultura, ganadería y pesca	132	Hombres
Marzo 2021	14	Aranda	Agricultura, ganadería y pesca	23	Mujeres
Marzo 2021	14	Aranda	Industria y energía	294	Hombres
Marzo 2021	14	Aranda	Industria y energía	138	Mujeres
Marzo 2021	14	Aranda	Construcción	117	Hombres
Marzo 2021	14	Aranda	Construcción	8	Mujeres
Marzo 2021	14	Aranda	Servicios	344	Hombres
Marzo 2021	14	Aranda	Servicios	324	Mujeres
Marzo 2021	15	Ribera Alta del Ebro	Agricultura, ganadería y pesca	606	Hombres
Marzo 2021	15	Ribera Alta del Ebro	Agricultura, ganadería y pesca	181	Mujeres
Marzo 2021	15	Ribera Alta del Ebro	Industria y energía	8726	Hombres
Marzo 2021	15	Ribera Alta del Ebro	Industria y energía	2496	Mujeres
Marzo 2021	15	Ribera Alta del Ebro	Construcción	861	Hombres
Marzo 2021	15	Ribera Alta del Ebro	Construcción	82	Mujeres
Marzo 2021	15	Ribera Alta del Ebro	Servicios	3451	Hombres
Marzo 2021	15	Ribera Alta del Ebro	Servicios	2385	Mujeres
Marzo 2021	16	Valdejalón	Agricultura, ganadería y pesca	1700	Hombres
Marzo 2021	16	Valdejalón	Agricultura, ganadería y pesca	512	Mujeres
Marzo 2021	16	Valdejalón	Industria y energía	3557	Hombres
Marzo 2021	16	Valdejalón	Industria y energía	1713	Mujeres
Marzo 2021	16	Valdejalón	Construcción	864	Hombres
Marzo 2021	16	Valdejalón	Construcción	108	Mujeres
Marzo 2021	16	Valdejalón	Servicios	2820	Hombres
Marzo 2021	16	Valdejalón	Servicios	2408	Mujeres
Marzo 2021	17	Central	Agricultura, ganadería y pesca	2423	Hombres
