Año	Residencia CCAA nombre	Relación lugar de residencia y nacimiento	Nacimiento CCAA código	Nacimiento CCAA nombre	Edad (grandes grupos)	Sexo	Personas
1999	Aragón	1- Nacidos en Aragón	02	Aragón	16 a 64	Mujeres	300505
1999	Aragón	1- Nacidos en Aragón	02	Aragón	65 y más	Hombres	89433
1999	Aragón	1- Nacidos en Aragón	02	Aragón	65 y más	Mujeres	114846
1999	Aragón	2- Nacidos en otra CA	01	Andalucía	0 a 15	Hombres	442
1999	Aragón	2- Nacidos en otra CA	01	Andalucía	0 a 15	Mujeres	366
1999	Aragón	2- Nacidos en otra CA	01	Andalucía	16 a 64	Hombres	10265
1999	Aragón	2- Nacidos en otra CA	01	Andalucía	16 a 64	Mujeres	9862
1999	Aragón	2- Nacidos en otra CA	01	Andalucía	65 y más	Hombres	2817
1999	Aragón	2- Nacidos en otra CA	01	Andalucía	65 y más	Mujeres	3443
1999	Aragón	2- Nacidos en otra CA	03	Asturias (Principado de)	0 a 15	Hombres	55
1999	Aragón	2- Nacidos en otra CA	03	Asturias (Principado de)	0 a 15	Mujeres	65
1999	Aragón	2- Nacidos en otra CA	03	Asturias (Principado de)	16 a 64	Hombres	914
1999	Aragón	2- Nacidos en otra CA	03	Asturias (Principado de)	16 a 64	Mujeres	825
1999	Aragón	2- Nacidos en otra CA	03	Asturias (Principado de)	65 y más	Hombres	189
1999	Aragón	2- Nacidos en otra CA	03	Asturias (Principado de)	65 y más	Mujeres	310
1999	Aragón	2- Nacidos en otra CA	04	Balears (Illes)	0 a 15	Hombres	73
1999	Aragón	2- Nacidos en otra CA	04	Balears (Illes)	0 a 15	Mujeres	67
1999	Aragón	2- Nacidos en otra CA	04	Balears (Illes)	16 a 64	Hombres	285
1999	Aragón	2- Nacidos en otra CA	04	Balears (Illes)	16 a 64	Mujeres	302
1999	Aragón	2- Nacidos en otra CA	04	Balears (Illes)	65 y más	Hombres	34
1999	Aragón	2- Nacidos en otra CA	04	Balears (Illes)	65 y más	Mujeres	59
1999	Aragón	2- Nacidos en otra CA	05	Canarias	0 a 15	Hombres	79
1999	Aragón	2- Nacidos en otra CA	05	Canarias	0 a 15	Mujeres	70
1999	Aragón	2- Nacidos en otra CA	05	Canarias	16 a 64	Hombres	345
1999	Aragón	2- Nacidos en otra CA	05	Canarias	16 a 64	Mujeres	400
1999	Aragón	2- Nacidos en otra CA	05	Canarias	65 y más	Hombres	28
1999	Aragón	2- Nacidos en otra CA	05	Canarias	65 y más	Mujeres	64
1999	Aragón	2- Nacidos en otra CA	06	Cantabria	0 a 15	Hombres	55
1999	Aragón	2- Nacidos en otra CA	06	Cantabria	0 a 15	Mujeres	54
1999	Aragón	2- Nacidos en otra CA	06	Cantabria	16 a 64	Hombres	624
1999	Aragón	2- Nacidos en otra CA	06	Cantabria	16 a 64	Mujeres	692
1999	Aragón	2- Nacidos en otra CA	06	Cantabria	65 y más	Hombres	209
1999	Aragón	2- Nacidos en otra CA	06	Cantabria	65 y más	Mujeres	358
1999	Aragón	2- Nacidos en otra CA	07	Castilla y León	0 a 15	Hombres	360
1999	Aragón	2- Nacidos en otra CA	07	Castilla y León	0 a 15	Mujeres	354
1999	Aragón	2- Nacidos en otra CA	07	Castilla y León	16 a 64	Hombres	12782
1999	Aragón	2- Nacidos en otra CA	07	Castilla y León	16 a 64	Mujeres	13283
1999	Aragón	2- Nacidos en otra CA	07	Castilla y León	65 y más	Hombres	4951
1999	Aragón	2- Nacidos en otra CA	07	Castilla y León	65 y más	Mujeres	6740
1999	Aragón	2- Nacidos en otra CA	08	Castilla-La Mancha	0 a 15	Hombres	173
1999	Aragón	2- Nacidos en otra CA	08	Castilla-La Mancha	0 a 15	Mujeres	156
1999	Aragón	2- Nacidos en otra CA	08	Castilla-La Mancha	16 a 64	Hombres	5776
1999	Aragón	2- Nacidos en otra CA	08	Castilla-La Mancha	16 a 64	Mujeres	5771
1999	Aragón	2- Nacidos en otra CA	08	Castilla-La Mancha	65 y más	Hombres	2513
1999	Aragón	2- Nacidos en otra CA	08	Castilla-La Mancha	65 y más	Mujeres	3204
1999	Aragón	2- Nacidos en otra CA	09	Cataluña	0 a 15	Hombres	2082
1999	Aragón	2- Nacidos en otra CA	09	Cataluña	0 a 15	Mujeres	1965
1999	Aragón	2- Nacidos en otra CA	09	Cataluña	16 a 64	Hombres	11758
1999	Aragón	2- Nacidos en otra CA	09	Cataluña	16 a 64	Mujeres	12423
1999	Aragón	2- Nacidos en otra CA	09	Cataluña	65 y más	Hombres	1772
1999	Aragón	2- Nacidos en otra CA	09	Cataluña	65 y más	Mujeres	2412
1999	Aragón	2- Nacidos en otra CA	10	Comunitat Valenciana	0 a 15	Hombres	425
1999	Aragón	2- Nacidos en otra CA	10	Comunitat Valenciana	0 a 15	Mujeres	390
1999	Aragón	2- Nacidos en otra CA	10	Comunitat Valenciana	16 a 64	Hombres	3397
1999	Aragón	2- Nacidos en otra CA	10	Comunitat Valenciana	16 a 64	Mujeres	3460
1999	Aragón	2- Nacidos en otra CA	10	Comunitat Valenciana	65 y más	Hombres	871
1999	Aragón	2- Nacidos en otra CA	10	Comunitat Valenciana	65 y más	Mujeres	1103
1999	Aragón	2- Nacidos en otra CA	11	Extremadura	0 a 15	Hombres	94
1999	Aragón	2- Nacidos en otra CA	11	Extremadura	0 a 15	Mujeres	86
1999	Aragón	2- Nacidos en otra CA	11	Extremadura	16 a 64	Hombres	3323
1999	Aragón	2- Nacidos en otra CA	11	Extremadura	16 a 64	Mujeres	3121
1999	Aragón	2- Nacidos en otra CA	11	Extremadura	65 y más	Hombres	767
1999	Aragón	2- Nacidos en otra CA	11	Extremadura	65 y más	Mujeres	957
1999	Aragón	2- Nacidos en otra CA	12	Galicia	0 a 15	Hombres	114
1999	Aragón	2- Nacidos en otra CA	12	Galicia	0 a 15	Mujeres	122
1999	Aragón	2- Nacidos en otra CA	12	Galicia	16 a 64	Hombres	1749
1999	Aragón	2- Nacidos en otra CA	12	Galicia	16 a 64	Mujeres	1617
1999	Aragón	2- Nacidos en otra CA	12	Galicia	65 y más	Hombres	396
1999	Aragón	2- Nacidos en otra CA	12	Galicia	65 y más	Mujeres	491
1999	Aragón	2- Nacidos en otra CA	13	Madrid (Comunidad de)	0 a 15	Hombres	489
1999	Aragón	2- Nacidos en otra CA	13	Madrid (Comunidad de)	0 a 15	Mujeres	522
1999	Aragón	2- Nacidos en otra CA	13	Madrid (Comunidad de)	16 a 64	Hombres	4640
1999	Aragón	2- Nacidos en otra CA	13	Madrid (Comunidad de)	16 a 64	Mujeres	4499
1999	Aragón	2- Nacidos en otra CA	13	Madrid (Comunidad de)	65 y más	Hombres	758
1999	Aragón	2- Nacidos en otra CA	13	Madrid (Comunidad de)	65 y más	Mujeres	1167
1999	Aragón	2- Nacidos en otra CA	14	Murcia (Región de)	0 a 15	Hombres	79
1999	Aragón	2- Nacidos en otra CA	14	Murcia (Región de)	0 a 15	Mujeres	71
1999	Aragón	2- Nacidos en otra CA	14	Murcia (Región de)	16 a 64	Hombres	723
1999	Aragón	2- Nacidos en otra CA	14	Murcia (Región de)	16 a 64	Mujeres	658
1999	Aragón	2- Nacidos en otra CA	14	Murcia (Región de)	65 y más	Hombres	263
1999	Aragón	2- Nacidos en otra CA	14	Murcia (Región de)	65 y más	Mujeres	276
1999	Aragón	2- Nacidos en otra CA	15	Navarra (Comunidad Foral de)	0 a 15	Hombres	377
1999	Aragón	2- Nacidos en otra CA	15	Navarra (Comunidad Foral de)	0 a 15	Mujeres	373
1999	Aragón	2- Nacidos en otra CA	15	Navarra (Comunidad Foral de)	16 a 64	Hombres	3505
1999	Aragón	2- Nacidos en otra CA	15	Navarra (Comunidad Foral de)	16 a 64	Mujeres	4222
1999	Aragón	2- Nacidos en otra CA	15	Navarra (Comunidad Foral de)	65 y más	Hombres	975
1999	Aragón	2- Nacidos en otra CA	15	Navarra (Comunidad Foral de)	65 y más	Mujeres	2103
1999	Aragón	2- Nacidos en otra CA	16	País Vasco	0 a 15	Hombres	238
1999	Aragón	2- Nacidos en otra CA	16	País Vasco	0 a 15	Mujeres	212
1999	Aragón	2- Nacidos en otra CA	16	País Vasco	16 a 64	Hombres	3035
1999	Aragón	2- Nacidos en otra CA	16	País Vasco	16 a 64	Mujeres	3144
1999	Aragón	2- Nacidos en otra CA	16	País Vasco	65 y más	Hombres	478
1999	Aragón	2- Nacidos en otra CA	16	País Vasco	65 y más	Mujeres	910
1999	Aragón	2- Nacidos en otra CA	17	Rioja (La)	0 a 15	Hombres	96
1999	Aragón	2- Nacidos en otra CA	17	Rioja (La)	0 a 15	Mujeres	85
1999	Aragón	2- Nacidos en otra CA	17	Rioja (La)	16 a 64	Hombres	2050
1999	Aragón	2- Nacidos en otra CA	17	Rioja (La)	16 a 64	Mujeres	2534
1999	Aragón	2- Nacidos en otra CA	17	Rioja (La)	65 y más	Hombres	797
1999	Aragón	2- Nacidos en otra CA	17	Rioja (La)	65 y más	Mujeres	1402
1999	Aragón	2- Nacidos en otra CA	18	Ciudad Autónoma de Ceuta	0 a 15	Hombres	13
1999	Aragón	2- Nacidos en otra CA	18	Ciudad Autónoma de Ceuta	0 a 15	Mujeres	18
1999	Aragón	2- Nacidos en otra CA	18	Ciudad Autónoma de Ceuta	16 a 64	Hombres	240
1999	Aragón	2- Nacidos en otra CA	18	Ciudad Autónoma de Ceuta	16 a 64	Mujeres	257
1999	Aragón	2- Nacidos en otra CA	18	Ciudad Autónoma de Ceuta	65 y más	Hombres	37
1999	Aragón	2- Nacidos en otra CA	18	Ciudad Autónoma de Ceuta	65 y más	Mujeres	68
1999	Aragón	2- Nacidos en otra CA	19	Ciudad Autónoma de Melilla	0 a 15	Hombres	11
1999	Aragón	2- Nacidos en otra CA	19	Ciudad Autónoma de Melilla	0 a 15	Mujeres	18
1999	Aragón	2- Nacidos en otra CA	19	Ciudad Autónoma de Melilla	16 a 64	Hombres	344
1999	Aragón	2- Nacidos en otra CA	19	Ciudad Autónoma de Melilla	16 a 64	Mujeres	337
1999	Aragón	2- Nacidos en otra CA	19	Ciudad Autónoma de Melilla	65 y más	Hombres	90
1999	Aragón	2- Nacidos en otra CA	19	Ciudad Autónoma de Melilla	65 y más	Mujeres	119
1999	Aragón	3- Nacidos en el extranjero	00	No aplicable	0 a 15	Hombres	764
1999	Aragón	3- Nacidos en el extranjero	00	No aplicable	0 a 15	Mujeres	688
1999	Aragón	3- Nacidos en el extranjero	00	No aplicable	16 a 64	Hombres	7520
1999	Aragón	3- Nacidos en el extranjero	00	No aplicable	16 a 64	Mujeres	6924
1999	Aragón	3- Nacidos en el extranjero	00	No aplicable	65 y más	Hombres	668
1999	Aragón	3- Nacidos en el extranjero	00	No aplicable	65 y más	Mujeres	883
2000	Aragón	1- Nacidos en Aragón	02	Aragón	0 a 15	Hombres	76676
2000	Aragón	1- Nacidos en Aragón	02	Aragón	0 a 15	Mujeres	72882
2000	Aragón	1- Nacidos en Aragón	02	Aragón	16 a 64	Hombres	314050
2000	Aragón	1- Nacidos en Aragón	02	Aragón	16 a 64	Mujeres	302347
2000	Aragón	1- Nacidos en Aragón	02	Aragón	65 y más	Hombres	91547
2000	Aragón	1- Nacidos en Aragón	02	Aragón	65 y más	Mujeres	117484
2000	Aragón	2- Nacidos en otra CA	01	Andalucía	0 a 15	Hombres	486
2000	Aragón	2- Nacidos en otra CA	01	Andalucía	0 a 15	Mujeres	399
2000	Aragón	2- Nacidos en otra CA	01	Andalucía	16 a 64	Hombres	10380
2000	Aragón	2- Nacidos en otra CA	01	Andalucía	16 a 64	Mujeres	9903
2000	Aragón	2- Nacidos en otra CA	01	Andalucía	65 y más	Hombres	2954
2000	Aragón	2- Nacidos en otra CA	01	Andalucía	65 y más	Mujeres	3600
2000	Aragón	2- Nacidos en otra CA	03	Asturias (Principado de)	0 a 15	Hombres	48
2000	Aragón	2- Nacidos en otra CA	03	Asturias (Principado de)	0 a 15	Mujeres	67
2000	Aragón	2- Nacidos en otra CA	03	Asturias (Principado de)	16 a 64	Hombres	957
2000	Aragón	2- Nacidos en otra CA	03	Asturias (Principado de)	16 a 64	Mujeres	879
2000	Aragón	2- Nacidos en otra CA	03	Asturias (Principado de)	65 y más	Hombres	199
2000	Aragón	2- Nacidos en otra CA	03	Asturias (Principado de)	65 y más	Mujeres	313
2000	Aragón	2- Nacidos en otra CA	04	Balears (Illes)	0 a 15	Hombres	77
2000	Aragón	2- Nacidos en otra CA	04	Balears (Illes)	0 a 15	Mujeres	77
2000	Aragón	2- Nacidos en otra CA	04	Balears (Illes)	16 a 64	Hombres	302
2000	Aragón	2- Nacidos en otra CA	04	Balears (Illes)	16 a 64	Mujeres	306
2000	Aragón	2- Nacidos en otra CA	04	Balears (Illes)	65 y más	Hombres	40
2000	Aragón	2- Nacidos en otra CA	04	Balears (Illes)	65 y más	Mujeres	58
2000	Aragón	2- Nacidos en otra CA	05	Canarias	0 a 15	Hombres	83
2000	Aragón	2- Nacidos en otra CA	05	Canarias	0 a 15	Mujeres	74
2000	Aragón	2- Nacidos en otra CA	05	Canarias	16 a 64	Hombres	367
2000	Aragón	2- Nacidos en otra CA	05	Canarias	16 a 64	Mujeres	426
2000	Aragón	2- Nacidos en otra CA	05	Canarias	65 y más	Hombres	31
2000	Aragón	2- Nacidos en otra CA	05	Canarias	65 y más	Mujeres	63
2000	Aragón	2- Nacidos en otra CA	06	Cantabria	0 a 15	Hombres	58
2000	Aragón	2- Nacidos en otra CA	06	Cantabria	0 a 15	Mujeres	52
2000	Aragón	2- Nacidos en otra CA	06	Cantabria	16 a 64	Hombres	628
2000	Aragón	2- Nacidos en otra CA	06	Cantabria	16 a 64	Mujeres	694
2000	Aragón	2- Nacidos en otra CA	06	Cantabria	65 y más	Hombres	215
2000	Aragón	2- Nacidos en otra CA	06	Cantabria	65 y más	Mujeres	363
2000	Aragón	2- Nacidos en otra CA	07	Castilla y León	0 a 15	Hombres	368
2000	Aragón	2- Nacidos en otra CA	07	Castilla y León	0 a 15	Mujeres	363
2000	Aragón	2- Nacidos en otra CA	07	Castilla y León	16 a 64	Hombres	12727
2000	Aragón	2- Nacidos en otra CA	07	Castilla y León	16 a 64	Mujeres	13207
2000	Aragón	2- Nacidos en otra CA	07	Castilla y León	65 y más	Hombres	5117
2000	Aragón	2- Nacidos en otra CA	07	Castilla y León	65 y más	Mujeres	6953
2000	Aragón	2- Nacidos en otra CA	08	Castilla-La Mancha	0 a 15	Hombres	184
2000	Aragón	2- Nacidos en otra CA	08	Castilla-La Mancha	0 a 15	Mujeres	158
2000	Aragón	2- Nacidos en otra CA	08	Castilla-La Mancha	16 a 64	Hombres	5796
2000	Aragón	2- Nacidos en otra CA	08	Castilla-La Mancha	16 a 64	Mujeres	5704
2000	Aragón	2- Nacidos en otra CA	08	Castilla-La Mancha	65 y más	Hombres	2583
2000	Aragón	2- Nacidos en otra CA	08	Castilla-La Mancha	65 y más	Mujeres	3294
2000	Aragón	2- Nacidos en otra CA	09	Cataluña	0 a 15	Hombres	2046
2000	Aragón	2- Nacidos en otra CA	09	Cataluña	0 a 15	Mujeres	1876
2000	Aragón	2- Nacidos en otra CA	09	Cataluña	16 a 64	Hombres	12381
2000	Aragón	2- Nacidos en otra CA	09	Cataluña	16 a 64	Mujeres	12975
2000	Aragón	2- Nacidos en otra CA	09	Cataluña	65 y más	Hombres	1858
2000	Aragón	2- Nacidos en otra CA	09	Cataluña	65 y más	Mujeres	2479
2000	Aragón	2- Nacidos en otra CA	10	Comunitat Valenciana	0 a 15	Hombres	426
2000	Aragón	2- Nacidos en otra CA	10	Comunitat Valenciana	0 a 15	Mujeres	403
2000	Aragón	2- Nacidos en otra CA	10	Comunitat Valenciana	16 a 64	Hombres	3603
2000	Aragón	2- Nacidos en otra CA	10	Comunitat Valenciana	16 a 64	Mujeres	3623
2000	Aragón	2- Nacidos en otra CA	10	Comunitat Valenciana	65 y más	Hombres	899
2000	Aragón	2- Nacidos en otra CA	10	Comunitat Valenciana	65 y más	Mujeres	1150
2000	Aragón	2- Nacidos en otra CA	11	Extremadura	0 a 15	Hombres	105
2000	Aragón	2- Nacidos en otra CA	11	Extremadura	0 a 15	Mujeres	91
2000	Aragón	2- Nacidos en otra CA	11	Extremadura	16 a 64	Hombres	3376
2000	Aragón	2- Nacidos en otra CA	11	Extremadura	16 a 64	Mujeres	3138
2000	Aragón	2- Nacidos en otra CA	11	Extremadura	65 y más	Hombres	808
