Año	Residencia comarca código	Residencia comarca nombre	Edad (grupos quinquenales)	Sexo	Extranjeros
1998	06	Hoya de Huesca / Plana de Uesca	10 a 14	Hombres	4
1998	06	Hoya de Huesca / Plana de Uesca	10 a 14	Mujeres	6
1998	06	Hoya de Huesca / Plana de Uesca	15 a 19	Hombres	5
1998	06	Hoya de Huesca / Plana de Uesca	15 a 19	Mujeres	9
1998	06	Hoya de Huesca / Plana de Uesca	20 a 24	Hombres	13
1998	06	Hoya de Huesca / Plana de Uesca	20 a 24	Mujeres	17
1998	06	Hoya de Huesca / Plana de Uesca	25 a 29	Hombres	20
1998	06	Hoya de Huesca / Plana de Uesca	25 a 29	Mujeres	17
1998	06	Hoya de Huesca / Plana de Uesca	30 a 34	Hombres	27
1998	06	Hoya de Huesca / Plana de Uesca	30 a 34	Mujeres	29
1998	06	Hoya de Huesca / Plana de Uesca	35 a 39	Hombres	27
1998	06	Hoya de Huesca / Plana de Uesca	35 a 39	Mujeres	23
1998	06	Hoya de Huesca / Plana de Uesca	40 a 44	Hombres	21
1998	06	Hoya de Huesca / Plana de Uesca	40 a 44	Mujeres	9
1998	06	Hoya de Huesca / Plana de Uesca	45 a 49	Hombres	13
1998	06	Hoya de Huesca / Plana de Uesca	45 a 49	Mujeres	11
1998	06	Hoya de Huesca / Plana de Uesca	50 a 54	Hombres	6
1998	06	Hoya de Huesca / Plana de Uesca	50 a 54	Mujeres	4
1998	06	Hoya de Huesca / Plana de Uesca	55 a 59	Hombres	3
1998	06	Hoya de Huesca / Plana de Uesca	55 a 59	Mujeres	4
1998	06	Hoya de Huesca / Plana de Uesca	60 a 64	Hombres	2
1998	06	Hoya de Huesca / Plana de Uesca	60 a 64	Mujeres	4
1998	06	Hoya de Huesca / Plana de Uesca	65 a 69	Mujeres	2
1998	06	Hoya de Huesca / Plana de Uesca	70 a 74	Hombres	2
1998	06	Hoya de Huesca / Plana de Uesca	70 a 74	Mujeres	2
1998	06	Hoya de Huesca / Plana de Uesca	75 a 79	Hombres	1
1998	06	Hoya de Huesca / Plana de Uesca	75 a 79	Mujeres	1
1998	06	Hoya de Huesca / Plana de Uesca	80 a 84	Mujeres	1
1998	06	Hoya de Huesca / Plana de Uesca	85 a 89	Mujeres	1
1998	07	Somontano de Barbastro	00 a 04	Hombres	7
1998	07	Somontano de Barbastro	00 a 04	Mujeres	11
1998	07	Somontano de Barbastro	05 a 09	Hombres	2
1998	07	Somontano de Barbastro	05 a 09	Mujeres	5
1998	07	Somontano de Barbastro	10 a 14	Hombres	5
1998	07	Somontano de Barbastro	10 a 14	Mujeres	8
1998	07	Somontano de Barbastro	15 a 19	Hombres	6
1998	07	Somontano de Barbastro	15 a 19	Mujeres	4
1998	07	Somontano de Barbastro	20 a 24	Hombres	6
1998	07	Somontano de Barbastro	20 a 24	Mujeres	8
1998	07	Somontano de Barbastro	25 a 29	Hombres	10
1998	07	Somontano de Barbastro	25 a 29	Mujeres	12
1998	07	Somontano de Barbastro	30 a 34	Hombres	11
1998	07	Somontano de Barbastro	30 a 34	Mujeres	18
1998	07	Somontano de Barbastro	35 a 39	Hombres	10
1998	07	Somontano de Barbastro	35 a 39	Mujeres	5
1998	07	Somontano de Barbastro	40 a 44	Hombres	9
1998	07	Somontano de Barbastro	40 a 44	Mujeres	8
1998	07	Somontano de Barbastro	45 a 49	Hombres	6
1998	07	Somontano de Barbastro	45 a 49	Mujeres	2
1998	07	Somontano de Barbastro	50 a 54	Hombres	6
1998	07	Somontano de Barbastro	50 a 54	Mujeres	4
1998	07	Somontano de Barbastro	55 a 59	Hombres	4
1998	07	Somontano de Barbastro	55 a 59	Mujeres	1
1998	07	Somontano de Barbastro	60 a 64	Mujeres	1
1998	07	Somontano de Barbastro	65 a 69	Hombres	4
1998	07	Somontano de Barbastro	65 a 69	Mujeres	1
1998	07	Somontano de Barbastro	70 a 74	Hombres	1
1998	07	Somontano de Barbastro	70 a 74	Mujeres	3
1998	07	Somontano de Barbastro	75 a 79	Hombres	1
1998	07	Somontano de Barbastro	80 a 84	Hombres	1
1998	08	Cinca Medio	00 a 04	Mujeres	2
1998	08	Cinca Medio	05 a 09	Hombres	1
1998	08	Cinca Medio	05 a 09	Mujeres	3
1998	08	Cinca Medio	10 a 14	Hombres	2
1998	08	Cinca Medio	10 a 14	Mujeres	1
1998	08	Cinca Medio	15 a 19	Mujeres	5
1998	08	Cinca Medio	20 a 24	Hombres	8
1998	08	Cinca Medio	20 a 24	Mujeres	4
1998	08	Cinca Medio	25 a 29	Hombres	17
1998	08	Cinca Medio	25 a 29	Mujeres	11
1998	08	Cinca Medio	30 a 34	Hombres	34
1998	08	Cinca Medio	30 a 34	Mujeres	4
1998	08	Cinca Medio	35 a 39	Hombres	11
1998	08	Cinca Medio	35 a 39	Mujeres	8
1998	08	Cinca Medio	40 a 44	Hombres	11
1998	08	Cinca Medio	40 a 44	Mujeres	7
1998	08	Cinca Medio	45 a 49	Hombres	5
1998	08	Cinca Medio	45 a 49	Mujeres	1
1998	08	Cinca Medio	50 a 54	Hombres	3
1998	08	Cinca Medio	50 a 54	Mujeres	1
1998	08	Cinca Medio	55 a 59	Hombres	1
1998	08	Cinca Medio	60 a 64	Hombres	4
1998	08	Cinca Medio	60 a 64	Mujeres	2
1998	08	Cinca Medio	65 a 69	Hombres	1
1998	08	Cinca Medio	65 a 69	Mujeres	2
1998	08	Cinca Medio	70 a 74	Mujeres	1
1998	08	Cinca Medio	75 a 79	Hombres	2
1998	08	Cinca Medio	90 a 94	Hombres	1
1998	09	La Litera / La Llitera	00 a 04	Hombres	5
1998	09	La Litera / La Llitera	00 a 04	Mujeres	4
1998	09	La Litera / La Llitera	05 a 09	Hombres	1
1998	09	La Litera / La Llitera	05 a 09	Mujeres	3
1998	09	La Litera / La Llitera	10 a 14	Hombres	4
1998	09	La Litera / La Llitera	10 a 14	Mujeres	1
1998	09	La Litera / La Llitera	15 a 19	Hombres	3
1998	09	La Litera / La Llitera	15 a 19	Mujeres	3
1998	09	La Litera / La Llitera	20 a 24	Hombres	3
1998	09	La Litera / La Llitera	20 a 24	Mujeres	4
1998	09	La Litera / La Llitera	25 a 29	Hombres	14
1998	09	La Litera / La Llitera	25 a 29	Mujeres	9
1998	09	La Litera / La Llitera	30 a 34	Hombres	23
1998	09	La Litera / La Llitera	30 a 34	Mujeres	14
1998	09	La Litera / La Llitera	35 a 39	Hombres	16
1998	09	La Litera / La Llitera	35 a 39	Mujeres	4
1998	09	La Litera / La Llitera	40 a 44	Hombres	3
1998	09	La Litera / La Llitera	40 a 44	Mujeres	3
1998	09	La Litera / La Llitera	45 a 49	Mujeres	1
1998	09	La Litera / La Llitera	50 a 54	Mujeres	2
1998	09	La Litera / La Llitera	55 a 59	Hombres	2
1998	09	La Litera / La Llitera	55 a 59	Mujeres	3
1998	09	La Litera / La Llitera	60 a 64	Hombres	2
1998	09	La Litera / La Llitera	60 a 64	Mujeres	1
1998	09	La Litera / La Llitera	65 a 69	Mujeres	2
1998	09	La Litera / La Llitera	70 a 74	Hombres	2
1998	09	La Litera / La Llitera	70 a 74	Mujeres	1
1998	10	Los Monegros	00 a 04	Hombres	2
1998	10	Los Monegros	00 a 04	Mujeres	3
1998	10	Los Monegros	05 a 09	Hombres	2
1998	10	Los Monegros	05 a 09	Mujeres	2
1998	10	Los Monegros	10 a 14	Hombres	3
1998	10	Los Monegros	10 a 14	Mujeres	2
1998	10	Los Monegros	15 a 19	Hombres	4
1998	10	Los Monegros	20 a 24	Hombres	4
1998	10	Los Monegros	20 a 24	Mujeres	8
1998	10	Los Monegros	25 a 29	Hombres	6
1998	10	Los Monegros	25 a 29	Mujeres	10
1998	10	Los Monegros	30 a 34	Hombres	8
1998	10	Los Monegros	30 a 34	Mujeres	7
1998	10	Los Monegros	35 a 39	Hombres	10
1998	10	Los Monegros	35 a 39	Mujeres	7
1998	10	Los Monegros	40 a 44	Hombres	3
1998	10	Los Monegros	40 a 44	Mujeres	7
1998	10	Los Monegros	45 a 49	Hombres	3
1998	10	Los Monegros	45 a 49	Mujeres	7
1998	10	Los Monegros	50 a 54	Hombres	6
1998	10	Los Monegros	50 a 54	Mujeres	2
1998	10	Los Monegros	55 a 59	Hombres	1
1998	10	Los Monegros	55 a 59	Mujeres	3
1998	10	Los Monegros	60 a 64	Hombres	1
1998	10	Los Monegros	60 a 64	Mujeres	2
1998	10	Los Monegros	65 a 69	Hombres	1
1998	10	Los Monegros	65 a 69	Mujeres	1
1998	10	Los Monegros	70 a 74	Hombres	2
1998	10	Los Monegros	70 a 74	Mujeres	2
1998	10	Los Monegros	75 a 79	Hombres	2
1998	10	Los Monegros	75 a 79	Mujeres	1
1998	10	Los Monegros	80 a 84	Hombres	2
1998	10	Los Monegros	80 a 84	Mujeres	2
1998	11	Bajo Cinca / Baix Cinca	00 a 04	Mujeres	1
1998	11	Bajo Cinca / Baix Cinca	05 a 09	Mujeres	1
1998	11	Bajo Cinca / Baix Cinca	10 a 14	Hombres	10
1998	11	Bajo Cinca / Baix Cinca	10 a 14	Mujeres	1
1998	11	Bajo Cinca / Baix Cinca	15 a 19	Hombres	4
1998	11	Bajo Cinca / Baix Cinca	20 a 24	Hombres	5
1998	11	Bajo Cinca / Baix Cinca	20 a 24	Mujeres	1
1998	11	Bajo Cinca / Baix Cinca	25 a 29	Hombres	6
1998	11	Bajo Cinca / Baix Cinca	25 a 29	Mujeres	2
1998	11	Bajo Cinca / Baix Cinca	30 a 34	Hombres	7
1998	11	Bajo Cinca / Baix Cinca	30 a 34	Mujeres	5
1998	11	Bajo Cinca / Baix Cinca	35 a 39	Hombres	4
1998	11	Bajo Cinca / Baix Cinca	35 a 39	Mujeres	2
1998	11	Bajo Cinca / Baix Cinca	40 a 44	Hombres	4
1998	11	Bajo Cinca / Baix Cinca	40 a 44	Mujeres	1
1998	11	Bajo Cinca / Baix Cinca	45 a 49	Hombres	7
1998	11	Bajo Cinca / Baix Cinca	45 a 49	Mujeres	1
1998	11	Bajo Cinca / Baix Cinca	50 a 54	Hombres	1
1998	11	Bajo Cinca / Baix Cinca	50 a 54	Mujeres	1
1998	11	Bajo Cinca / Baix Cinca	55 a 59	Hombres	3
1998	11	Bajo Cinca / Baix Cinca	60 a 64	Mujeres	1
1998	11	Bajo Cinca / Baix Cinca	75 a 79	Mujeres	2
1998	11	Bajo Cinca / Baix Cinca	80 a 84	Hombres	3
1998	11	Bajo Cinca / Baix Cinca	80 a 84	Mujeres	1
1998	11	Bajo Cinca / Baix Cinca	85 a 89	Mujeres	1
1998	12	Tarazona y el Moncayo	00 a 04	Hombres	1
1998	12	Tarazona y el Moncayo	10 a 14	Hombres	1
1998	12	Tarazona y el Moncayo	10 a 14	Mujeres	2
1998	12	Tarazona y el Moncayo	15 a 19	Hombres	3
1998	12	Tarazona y el Moncayo	15 a 19	Mujeres	2
1998	12	Tarazona y el Moncayo	20 a 24	Hombres	1
1998	12	Tarazona y el Moncayo	20 a 24	Mujeres	1
1998	12	Tarazona y el Moncayo	25 a 29	Hombres	3
1998	12	Tarazona y el Moncayo	25 a 29	Mujeres	2
1998	12	Tarazona y el Moncayo	30 a 34	Hombres	7
1998	12	Tarazona y el Moncayo	35 a 39	Hombres	2
1998	12	Tarazona y el Moncayo	40 a 44	Hombres	1
1998	12	Tarazona y el Moncayo	40 a 44	Mujeres	3
1998	12	Tarazona y el Moncayo	45 a 49	Hombres	2
1998	12	Tarazona y el Moncayo	50 a 54	Hombres	1
1998	12	Tarazona y el Moncayo	55 a 59	Mujeres	1
1998	12	Tarazona y el Moncayo	75 a 79	Hombres	1
1998	12	Tarazona y el Moncayo	85 a 89	Mujeres	1
1998	13	Campo de Borja	00 a 04	Hombres	1
1998	13	Campo de Borja	00 a 04	Mujeres	2
1998	13	Campo de Borja	05 a 09	Hombres	2
1998	13	Campo de Borja	05 a 09	Mujeres	3
1998	13	Campo de Borja	10 a 14	Hombres	3
1998	13	Campo de Borja	10 a 14	Mujeres	1
1998	13	Campo de Borja	15 a 19	Hombres	2
1998	13	Campo de Borja	15 a 19	Mujeres	1
1998	13	Campo de Borja	20 a 24	Hombres	1
1998	13	Campo de Borja	20 a 24	Mujeres	2
1998	13	Campo de Borja	25 a 29	Hombres	5
1998	13	Campo de Borja	25 a 29	Mujeres	1
1998	13	Campo de Borja	30 a 34	Hombres	6
1998	13	Campo de Borja	30 a 34	Mujeres	8
1998	13	Campo de Borja	35 a 39	Hombres	3
1998	13	Campo de Borja	35 a 39	Mujeres	4
1998	13	Campo de Borja	40 a 44	Hombres	3
1998	13	Campo de Borja	40 a 44	Mujeres	2
1998	13	Campo de Borja	45 a 49	Hombres	1
1998	13	Campo de Borja	50 a 54	Hombres	2
1998	13	Campo de Borja	50 a 54	Mujeres	1
1998	13	Campo de Borja	55 a 59	Hombres	1
1998	13	Campo de Borja	55 a 59	Mujeres	2
1998	13	Campo de Borja	70 a 74	Hombres	1
1998	14	Aranda	10 a 14	Hombres	1
1998	14	Aranda	10 a 14	Mujeres	1
1998	14	Aranda	20 a 24	Hombres	1
1998	14	Aranda	20 a 24	Mujeres	3
1998	14	Aranda	25 a 29	Hombres	10
1998	14	Aranda	25 a 29	Mujeres	2
1998	14	Aranda	30 a 34	Hombres	22
1998	14	Aranda	30 a 34	Mujeres	2
1998	14	Aranda	35 a 39	Hombres	3
1998	14	Aranda	35 a 39	Mujeres	1
1998	14	Aranda	40 a 44	Hombres	5
1998	14	Aranda	40 a 44	Mujeres	2
1998	14	Aranda	45 a 49	Hombres	2
1998	14	Aranda	45 a 49	Mujeres	1
1998	14	Aranda	50 a 54	Mujeres	1
1998	14	Aranda	55 a 59	Hombres	1
1998	14	Aranda	55 a 59	Mujeres	1
1998	15	Ribera Alta del Ebro	00 a 04	Hombres	5
1998	15	Ribera Alta del Ebro	00 a 04	Mujeres	2
1998	15	Ribera Alta del Ebro	05 a 09	Hombres	5
1998	15	Ribera Alta del Ebro	05 a 09	Mujeres	5
1998	15	Ribera Alta del Ebro	10 a 14	Hombres	5
1998	15	Ribera Alta del Ebro	10 a 14	Mujeres	5
1998	15	Ribera Alta del Ebro	15 a 19	Hombres	2
1998	15	Ribera Alta del Ebro	15 a 19	Mujeres	1
1998	15	Ribera Alta del Ebro	20 a 24	Hombres	5
1998	15	Ribera Alta del Ebro	20 a 24	Mujeres	7
1998	15	Ribera Alta del Ebro	25 a 29	Hombres	10
1998	15	Ribera Alta del Ebro	25 a 29	Mujeres	7
1998	15	Ribera Alta del Ebro	30 a 34	Hombres	12
1998	15	Ribera Alta del Ebro	30 a 34	Mujeres	9
1998	15	Ribera Alta del Ebro	35 a 39	Hombres	6
1998	15	Ribera Alta del Ebro	35 a 39	Mujeres	13
1998	15	Ribera Alta del Ebro	40 a 44	Hombres	4
1998	15	Ribera Alta del Ebro	40 a 44	Mujeres	4
1998	15	Ribera Alta del Ebro	45 a 49	Hombres	3
1998	15	Ribera Alta del Ebro	45 a 49	Mujeres	1
1998	15	Ribera Alta del Ebro	50 a 54	Hombres	2
1998	15	Ribera Alta del Ebro	50 a 54	Mujeres	2
1998	15	Ribera Alta del Ebro	60 a 64	Hombres	2
1998	15	Ribera Alta del Ebro	70 a 74	Mujeres	1
1998	16	Valdejalón	00 a 04	Hombres	3
1998	16	Valdejalón	00 a 04	Mujeres	4
1998	16	Valdejalón	05 a 09	Hombres	1
1998	16	Valdejalón	05 a 09	Mujeres	2
1998	16	Valdejalón	10 a 14	Hombres	2
1998	16	Valdejalón	10 a 14	Mujeres	3
1998	16	Valdejalón	15 a 19	Hombres	1
1998	16	Valdejalón	15 a 19	Mujeres	2
1998	16	Valdejalón	20 a 24	Hombres	11
1998	16	Valdejalón	20 a 24	Mujeres	6
1998	16	Valdejalón	25 a 29	Hombres	42
1998	16	Valdejalón	25 a 29	Mujeres	15
1998	16	Valdejalón	30 a 34	Hombres	38
1998	16	Valdejalón	30 a 34	Mujeres	10
1998	16	Valdejalón	35 a 39	Hombres	22
1998	16	Valdejalón	35 a 39	Mujeres	5
1998	16	Valdejalón	40 a 44	Hombres	14
1998	16	Valdejalón	40 a 44	Mujeres	3
1998	16	Valdejalón	45 a 49	Hombres	7
1998	16	Valdejalón	45 a 49	Mujeres	4
1998	16	Valdejalón	50 a 54	Hombres	1
1998	16	Valdejalón	50 a 54	Mujeres	3
1998	16	Valdejalón	55 a 59	Hombres	1
1998	16	Valdejalón	55 a 59	Mujeres	1
1998	16	Valdejalón	60 a 64	Hombres	2
1998	16	Valdejalón	60 a 64	Mujeres	1
1998	16	Valdejalón	65 a 69	Hombres	1
1998	16	Valdejalón	75 a 79	Hombres	1
1998	17	D.C. Zaragoza	00 a 04	Hombres	42
1998	17	D.C. Zaragoza	00 a 04	Mujeres	51
1998	17	D.C. Zaragoza	05 a 09	Hombres	94
1998	17	D.C. Zaragoza	05 a 09	Mujeres	109
1998	17	D.C. Zaragoza	10 a 14	Hombres	142
1998	17	D.C. Zaragoza	10 a 14	Mujeres	134
1998	17	D.C. Zaragoza	15 a 19	Hombres	166
1998	17	D.C. Zaragoza	15 a 19	Mujeres	165
1998	17	D.C. Zaragoza	20 a 24	Hombres	141
1998	17	D.C. Zaragoza	20 a 24	Mujeres	201
1998	17	D.C. Zaragoza	25 a 29	Hombres	312
1998	17	D.C. Zaragoza	25 a 29	Mujeres	342
1998	17	D.C. Zaragoza	30 a 34	Hombres	477
1998	17	D.C. Zaragoza	30 a 34	Mujeres	386
1998	17	D.C. Zaragoza	35 a 39	Hombres	350
1998	17	D.C. Zaragoza	35 a 39	Mujeres	303
1998	17	D.C. Zaragoza	40 a 44	Hombres	234
1998	17	D.C. Zaragoza	40 a 44	Mujeres	243
1998	17	D.C. Zaragoza	45 a 49	Hombres	186
1998	17	D.C. Zaragoza	45 a 49	Mujeres	161
1998	17	D.C. Zaragoza	50 a 54	Hombres	104
1998	17	D.C. Zaragoza	50 a 54	Mujeres	85
1998	17	D.C. Zaragoza	55 a 59	Hombres	74
1998	17	D.C. Zaragoza	55 a 59	Mujeres	52
1998	17	D.C. Zaragoza	60 a 64	Hombres	46
1998	17	D.C. Zaragoza	60 a 64	Mujeres	42
1998	17	D.C. Zaragoza	65 a 69	Hombres	43
1998	17	D.C. Zaragoza	65 a 69	Mujeres	45
1998	17	D.C. Zaragoza	70 a 74	Hombres	21
1998	17	D.C. Zaragoza	70 a 74	Mujeres	47
1998	17	D.C. Zaragoza	75 a 79	Hombres	18
1998	17	D.C. Zaragoza	75 a 79	Mujeres	21
1998	17	D.C. Zaragoza	80 a 84	Hombres	9
1998	17	D.C. Zaragoza	80 a 84	Mujeres	22
1998	17	D.C. Zaragoza	85 a 89	Hombres	5
1998	17	D.C. Zaragoza	85 a 89	Mujeres	12
1998	17	D.C. Zaragoza	90 a 94	Hombres	1
1998	17	D.C. Zaragoza	90 a 94	Mujeres	1
1998	18	Ribera Baja del Ebro	05 a 09	Mujeres	3
1998	18	Ribera Baja del Ebro	10 a 14	Mujeres	1
1998	18	Ribera Baja del Ebro	15 a 19	Hombres	1
1998	18	Ribera Baja del Ebro	15 a 19	Mujeres	1
1998	18	Ribera Baja del Ebro	20 a 24	Hombres	3
1998	18	Ribera Baja del Ebro	20 a 24	Mujeres	3
1998	18	Ribera Baja del Ebro	25 a 29	Hombres	3
1998	18	Ribera Baja del Ebro	25 a 29	Mujeres	1
1998	18	Ribera Baja del Ebro	30 a 34	Hombres	6
1998	18	Ribera Baja del Ebro	30 a 34	Mujeres	2
1998	18	Ribera Baja del Ebro	35 a 39	Hombres	7
1998	18	Ribera Baja del Ebro	35 a 39	Mujeres	2
1998	18	Ribera Baja del Ebro	40 a 44	Hombres	3
1998	18	Ribera Baja del Ebro	45 a 49	Hombres	2
1998	18	Ribera Baja del Ebro	45 a 49	Mujeres	1
1998	18	Ribera Baja del Ebro	50 a 54	Hombres	1
1998	18	Ribera Baja del Ebro	50 a 54	Mujeres	1
1998	18	Ribera Baja del Ebro	55 a 59	Mujeres	1
1998	18	Ribera Baja del Ebro	60 a 64	Hombres	1
1998	18	Ribera Baja del Ebro	60 a 64	Mujeres	1
1998	18	Ribera Baja del Ebro	65 a 69	Mujeres	2
1998	19	Bajo Aragón-Caspe / Baix Aragó-Casp	00 a 04	Hombres	1
1998	19	Bajo Aragón-Caspe / Baix Aragó-Casp	05 a 09	Mujeres	1
