Año	Comarca código	Comarca nombre	Tipo licencias código	Tipo licencias descripción	Licencias
2010	03	Sobrarbe	VTC-N	Transporte de alquiler con conductor nacional	0
2010	03	Sobrarbe	MDLE-N	Transporte mercancías ligeras nacional servicio público autorizado por empresa	7
2010	03	Sobrarbe	MDPE-N	Transporte mercancías pesadas nacinal servicio público autorizado por empresa	19
2010	03	Sobrarbe	MPCE-N	transporte mercancías propias nacional autorizado por empresa	24
2010	03	Sobrarbe	VSPC-N	Transporte privado ambulancias nacional	0
2010	04	La Ribagorza	OT	Operaciones de transporte	3
2010	04	La Ribagorza	VD-N	Transporte de viajeros nacionales servicio público	6
2010	04	La Ribagorza	VS-N	Ambulancias nacionales servicio público	2
2010	04	La Ribagorza	VT-N	Licencias taxi	33
2010	04	La Ribagorza	MDL-N	Transporte mercancías ligeras nacionales servicio público	23
2010	04	La Ribagorza	MDP-N	Transporte mercancías pesadas nacionales servicio público	193
2010	04	La Ribagorza	MPC-N	Transporte mercancías propias nacional	62
2010	04	La Ribagorza	VPC-N	Transporte privado de viajeros nacional	1
2010	04	La Ribagorza	VTC-N	Transporte de alquiler con conductor nacional	0
2010	04	La Ribagorza	MDLE-N	Transporte mercancías ligeras nacional servicio público autorizado por empresa	13
2010	04	La Ribagorza	MDPE-N	Transporte mercancías pesadas nacinal servicio público autorizado por empresa	44
2010	04	La Ribagorza	MPCE-N	transporte mercancías propias nacional autorizado por empresa	39
2010	04	La Ribagorza	VSPC-N	Transporte privado ambulancias nacional	0
2010	05	Cinco Villas	OT	Operaciones de transporte	4
2010	05	Cinco Villas	VD-N	Transporte de viajeros nacionales servicio público	35
2010	05	Cinco Villas	VS-N	Ambulancias nacionales servicio público	2
2010	05	Cinco Villas	VT-N	Licencias taxi	23
2010	05	Cinco Villas	MDL-N	Transporte mercancías ligeras nacionales servicio público	28
2010	05	Cinco Villas	MDP-N	Transporte mercancías pesadas nacionales servicio público	318
2010	05	Cinco Villas	MPC-N	Transporte mercancías propias nacional	154
2010	05	Cinco Villas	VPC-N	Transporte privado de viajeros nacional	0
2010	05	Cinco Villas	VTC-N	Transporte de alquiler con conductor nacional	0
2010	05	Cinco Villas	MDLE-N	Transporte mercancías ligeras nacional servicio público autorizado por empresa	17
2010	05	Cinco Villas	MDPE-N	Transporte mercancías pesadas nacinal servicio público autorizado por empresa	96
2010	05	Cinco Villas	MPCE-N	transporte mercancías propias nacional autorizado por empresa	87
2010	05	Cinco Villas	VSPC-N	Transporte privado ambulancias nacional	0
2010	06	Hoya de Huesca / Plana de Uesca	OT	Operaciones de transporte	7
2010	06	Hoya de Huesca / Plana de Uesca	VD-N	Transporte de viajeros nacionales servicio público	210
2010	06	Hoya de Huesca / Plana de Uesca	VS-N	Ambulancias nacionales servicio público	12
2010	06	Hoya de Huesca / Plana de Uesca	VT-N	Licencias taxi	58
2010	06	Hoya de Huesca / Plana de Uesca	MDL-N	Transporte mercancías ligeras nacionales servicio público	84
2010	06	Hoya de Huesca / Plana de Uesca	MDP-N	Transporte mercancías pesadas nacionales servicio público	445
2010	06	Hoya de Huesca / Plana de Uesca	MPC-N	Transporte mercancías propias nacional	228
2010	06	Hoya de Huesca / Plana de Uesca	VPC-N	Transporte privado de viajeros nacional	5
2010	06	Hoya de Huesca / Plana de Uesca	VTC-N	Transporte de alquiler con conductor nacional	0
2010	06	Hoya de Huesca / Plana de Uesca	MDLE-N	Transporte mercancías ligeras nacional servicio público autorizado por empresa	51
2010	06	Hoya de Huesca / Plana de Uesca	MDPE-N	Transporte mercancías pesadas nacinal servicio público autorizado por empresa	100
2010	06	Hoya de Huesca / Plana de Uesca	MPCE-N	transporte mercancías propias nacional autorizado por empresa	115
2010	06	Hoya de Huesca / Plana de Uesca	VSPC-N	Transporte privado ambulancias nacional	14
2010	07	Somontano de Barbastro	OT	Operaciones de transporte	3
2010	07	Somontano de Barbastro	VD-N	Transporte de viajeros nacionales servicio público	9
2010	07	Somontano de Barbastro	VS-N	Ambulancias nacionales servicio público	11
2010	07	Somontano de Barbastro	VT-N	Licencias taxi	18
2010	07	Somontano de Barbastro	MDL-N	Transporte mercancías ligeras nacionales servicio público	18
2010	07	Somontano de Barbastro	MDP-N	Transporte mercancías pesadas nacionales servicio público	237
2010	07	Somontano de Barbastro	MPC-N	Transporte mercancías propias nacional	90
2010	07	Somontano de Barbastro	VPC-N	Transporte privado de viajeros nacional	0
2010	07	Somontano de Barbastro	VTC-N	Transporte de alquiler con conductor nacional	0
2010	07	Somontano de Barbastro	MDLE-N	Transporte mercancías ligeras nacional servicio público autorizado por empresa	12
2010	07	Somontano de Barbastro	MDPE-N	Transporte mercancías pesadas nacinal servicio público autorizado por empresa	69
2010	07	Somontano de Barbastro	MPCE-N	transporte mercancías propias nacional autorizado por empresa	50
2010	07	Somontano de Barbastro	VSPC-N	Transporte privado ambulancias nacional	0
2010	08	Cinca Medio	OT	Operaciones de transporte	7
2010	08	Cinca Medio	VD-N	Transporte de viajeros nacionales servicio público	8
2010	08	Cinca Medio	VS-N	Ambulancias nacionales servicio público	3
2010	08	Cinca Medio	VT-N	Licencias taxi	13
2010	08	Cinca Medio	MDL-N	Transporte mercancías ligeras nacionales servicio público	15
2010	08	Cinca Medio	MDP-N	Transporte mercancías pesadas nacionales servicio público	543
2010	08	Cinca Medio	MPC-N	Transporte mercancías propias nacional	61
2010	08	Cinca Medio	VPC-N	Transporte privado de viajeros nacional	0
2010	08	Cinca Medio	VTC-N	Transporte de alquiler con conductor nacional	0
2010	08	Cinca Medio	MDLE-N	Transporte mercancías ligeras nacional servicio público autorizado por empresa	12
2010	08	Cinca Medio	MDPE-N	Transporte mercancías pesadas nacinal servicio público autorizado por empresa	90
2010	08	Cinca Medio	MPCE-N	transporte mercancías propias nacional autorizado por empresa	35
2010	08	Cinca Medio	VSPC-N	Transporte privado ambulancias nacional	0
2010	09	La Litera / La Llitera	OT	Operaciones de transporte	1
2010	09	La Litera / La Llitera	VD-N	Transporte de viajeros nacionales servicio público	21
2010	09	La Litera / La Llitera	VS-N	Ambulancias nacionales servicio público	0
2010	09	La Litera / La Llitera	VT-N	Licencias taxi	16
2010	09	La Litera / La Llitera	MDL-N	Transporte mercancías ligeras nacionales servicio público	26
2010	09	La Litera / La Llitera	MDP-N	Transporte mercancías pesadas nacionales servicio público	253
2010	09	La Litera / La Llitera	MPC-N	Transporte mercancías propias nacional	153
2010	09	La Litera / La Llitera	VPC-N	Transporte privado de viajeros nacional	0
2010	09	La Litera / La Llitera	VTC-N	Transporte de alquiler con conductor nacional	0
2010	09	La Litera / La Llitera	MDLE-N	Transporte mercancías ligeras nacional servicio público autorizado por empresa	18
2010	09	La Litera / La Llitera	MDPE-N	Transporte mercancías pesadas nacinal servicio público autorizado por empresa	91
2010	09	La Litera / La Llitera	MPCE-N	transporte mercancías propias nacional autorizado por empresa	85
2010	09	La Litera / La Llitera	VSPC-N	Transporte privado ambulancias nacional	0
2010	10	Los Monegros	OT	Operaciones de transporte	4
2010	10	Los Monegros	VD-N	Transporte de viajeros nacionales servicio público	0
2010	10	Los Monegros	VS-N	Ambulancias nacionales servicio público	0
2010	10	Los Monegros	VT-N	Licencias taxi	16
2010	10	Los Monegros	MDL-N	Transporte mercancías ligeras nacionales servicio público	27
2010	10	Los Monegros	MDP-N	Transporte mercancías pesadas nacionales servicio público	268
2010	10	Los Monegros	MPC-N	Transporte mercancías propias nacional	83
2010	10	Los Monegros	VPC-N	Transporte privado de viajeros nacional	0
2010	10	Los Monegros	VTC-N	Transporte de alquiler con conductor nacional	0
2010	10	Los Monegros	MDLE-N	Transporte mercancías ligeras nacional servicio público autorizado por empresa	17
2010	10	Los Monegros	MDPE-N	Transporte mercancías pesadas nacinal servicio público autorizado por empresa	83
2010	10	Los Monegros	MPCE-N	transporte mercancías propias nacional autorizado por empresa	48
2010	10	Los Monegros	VSPC-N	Transporte privado ambulancias nacional	0
2010	11	Bajo Cinca / Baix Cinca	OT	Operaciones de transporte	4
2010	11	Bajo Cinca / Baix Cinca	VD-N	Transporte de viajeros nacionales servicio público	6
2010	11	Bajo Cinca / Baix Cinca	VS-N	Ambulancias nacionales servicio público	0
2010	11	Bajo Cinca / Baix Cinca	VT-N	Licencias taxi	15
2010	11	Bajo Cinca / Baix Cinca	MDL-N	Transporte mercancías ligeras nacionales servicio público	21
2010	11	Bajo Cinca / Baix Cinca	MDP-N	Transporte mercancías pesadas nacionales servicio público	465
2010	11	Bajo Cinca / Baix Cinca	MPC-N	Transporte mercancías propias nacional	173
2010	11	Bajo Cinca / Baix Cinca	VPC-N	Transporte privado de viajeros nacional	2
2010	11	Bajo Cinca / Baix Cinca	VTC-N	Transporte de alquiler con conductor nacional	3
2010	11	Bajo Cinca / Baix Cinca	MDLE-N	Transporte mercancías ligeras nacional servicio público autorizado por empresa	14
2010	11	Bajo Cinca / Baix Cinca	MDPE-N	Transporte mercancías pesadas nacinal servicio público autorizado por empresa	91
2010	11	Bajo Cinca / Baix Cinca	MPCE-N	transporte mercancías propias nacional autorizado por empresa	109
2010	11	Bajo Cinca / Baix Cinca	VSPC-N	Transporte privado ambulancias nacional	1
2010	12	Tarazona y el Moncayo	OT	Operaciones de transporte	0
2010	12	Tarazona y el Moncayo	VD-N	Transporte de viajeros nacionales servicio público	6
2010	12	Tarazona y el Moncayo	VS-N	Ambulancias nacionales servicio público	0
2010	12	Tarazona y el Moncayo	VT-N	Licencias taxi	10
2010	12	Tarazona y el Moncayo	MDL-N	Transporte mercancías ligeras nacionales servicio público	24
2010	12	Tarazona y el Moncayo	MDP-N	Transporte mercancías pesadas nacionales servicio público	132
2010	12	Tarazona y el Moncayo	MPC-N	Transporte mercancías propias nacional	44
2010	12	Tarazona y el Moncayo	VPC-N	Transporte privado de viajeros nacional	0
2010	12	Tarazona y el Moncayo	VTC-N	Transporte de alquiler con conductor nacional	0
2010	12	Tarazona y el Moncayo	MDLE-N	Transporte mercancías ligeras nacional servicio público autorizado por empresa	10
2010	12	Tarazona y el Moncayo	MDPE-N	Transporte mercancías pesadas nacinal servicio público autorizado por empresa	47
2010	12	Tarazona y el Moncayo	MPCE-N	transporte mercancías propias nacional autorizado por empresa	30
2010	12	Tarazona y el Moncayo	VSPC-N	Transporte privado ambulancias nacional	0
2010	13	Campo de Borja	OT	Operaciones de transporte	1
2010	13	Campo de Borja	VD-N	Transporte de viajeros nacionales servicio público	3
2010	13	Campo de Borja	VS-N	Ambulancias nacionales servicio público	0
2010	13	Campo de Borja	VT-N	Licencias taxi	8
2010	13	Campo de Borja	MDL-N	Transporte mercancías ligeras nacionales servicio público	22
2010	13	Campo de Borja	MDP-N	Transporte mercancías pesadas nacionales servicio público	82
2010	13	Campo de Borja	MPC-N	Transporte mercancías propias nacional	51
2010	13	Campo de Borja	VPC-N	Transporte privado de viajeros nacional	0
2010	13	Campo de Borja	VTC-N	Transporte de alquiler con conductor nacional	0
2010	13	Campo de Borja	MDLE-N	Transporte mercancías ligeras nacional servicio público autorizado por empresa	12
2010	13	Campo de Borja	MDPE-N	Transporte mercancías pesadas nacinal servicio público autorizado por empresa	21
2010	13	Campo de Borja	MPCE-N	transporte mercancías propias nacional autorizado por empresa	31
2010	13	Campo de Borja	VSPC-N	Transporte privado ambulancias nacional	0
2010	14	Aranda	OT	Operaciones de transporte	0
2010	14	Aranda	VD-N	Transporte de viajeros nacionales servicio público	18
2010	14	Aranda	VS-N	Ambulancias nacionales servicio público	0
2010	14	Aranda	VT-N	Licencias taxi	7
2010	14	Aranda	MDL-N	Transporte mercancías ligeras nacionales servicio público	12
2010	14	Aranda	MDP-N	Transporte mercancías pesadas nacionales servicio público	36
2010	14	Aranda	MPC-N	Transporte mercancías propias nacional	11
2010	14	Aranda	VPC-N	Transporte privado de viajeros nacional	0
2010	14	Aranda	VTC-N	Transporte de alquiler con conductor nacional	0
2010	14	Aranda	MDLE-N	Transporte mercancías ligeras nacional servicio público autorizado por empresa	7
2010	14	Aranda	MDPE-N	Transporte mercancías pesadas nacinal servicio público autorizado por empresa	8
2010	14	Aranda	MPCE-N	transporte mercancías propias nacional autorizado por empresa	10
2010	14	Aranda	VSPC-N	Transporte privado ambulancias nacional	0
2010	15	Ribera Alta del Ebro	OT	Operaciones de transporte	15
2010	15	Ribera Alta del Ebro	VD-N	Transporte de viajeros nacionales servicio público	7
2010	15	Ribera Alta del Ebro	VS-N	Ambulancias nacionales servicio público	0
2010	15	Ribera Alta del Ebro	VT-N	Licencias taxi	25
2010	15	Ribera Alta del Ebro	MDL-N	Transporte mercancías ligeras nacionales servicio público	51
2010	15	Ribera Alta del Ebro	MDP-N	Transporte mercancías pesadas nacionales servicio público	1260
2010	15	Ribera Alta del Ebro	MPC-N	Transporte mercancías propias nacional	109
2010	15	Ribera Alta del Ebro	VPC-N	Transporte privado de viajeros nacional	4
2010	15	Ribera Alta del Ebro	VTC-N	Transporte de alquiler con conductor nacional	0
2010	15	Ribera Alta del Ebro	MDLE-N	Transporte mercancías ligeras nacional servicio público autorizado por empresa	35
2010	15	Ribera Alta del Ebro	MDPE-N	Transporte mercancías pesadas nacinal servicio público autorizado por empresa	93
2010	15	Ribera Alta del Ebro	MPCE-N	transporte mercancías propias nacional autorizado por empresa	65
2010	15	Ribera Alta del Ebro	VSPC-N	Transporte privado ambulancias nacional	0
2010	16	Valdejalón	OT	Operaciones de transporte	12
2010	16	Valdejalón	VD-N	Transporte de viajeros nacionales servicio público	0
2010	16	Valdejalón	VS-N	Ambulancias nacionales servicio público	0
2010	16	Valdejalón	VT-N	Licencias taxi	21
2010	16	Valdejalón	MDL-N	Transporte mercancías ligeras nacionales servicio público	31
2010	16	Valdejalón	MDP-N	Transporte mercancías pesadas nacionales servicio público	269
2010	16	Valdejalón	MPC-N	Transporte mercancías propias nacional	171
2010	16	Valdejalón	VPC-N	Transporte privado de viajeros nacional	1
2010	16	Valdejalón	VTC-N	Transporte de alquiler con conductor nacional	0
2010	16	Valdejalón	MDLE-N	Transporte mercancías ligeras nacional servicio público autorizado por empresa	22
2010	16	Valdejalón	MDPE-N	Transporte mercancías pesadas nacinal servicio público autorizado por empresa	57
2010	16	Valdejalón	MPCE-N	transporte mercancías propias nacional autorizado por empresa	116
2010	16	Valdejalón	VSPC-N	Transporte privado ambulancias nacional	0
2010	17	D.C. Zaragoza	OT	Operaciones de transporte	152
2010	17	D.C. Zaragoza	VD-N	Transporte de viajeros nacionales servicio público	529
2010	17	D.C. Zaragoza	VS-N	Ambulancias nacionales servicio público	204
2010	17	D.C. Zaragoza	VT-N	Licencias taxi	1762
2010	17	D.C. Zaragoza	MDL-N	Transporte mercancías ligeras nacionales servicio público	1576
2010	17	D.C. Zaragoza	MDP-N	Transporte mercancías pesadas nacionales servicio público	4408
2010	17	D.C. Zaragoza	MPC-N	Transporte mercancías propias nacional	1307
2010	17	D.C. Zaragoza	VPC-N	Transporte privado de viajeros nacional	14
2010	17	D.C. Zaragoza	VTC-N	Transporte de alquiler con conductor nacional	97
2010	17	D.C. Zaragoza	MDLE-N	Transporte mercancías ligeras nacional servicio público autorizado por empresa	923
2010	17	D.C. Zaragoza	MDPE-N	Transporte mercancías pesadas nacinal servicio público autorizado por empresa	882
2010	17	D.C. Zaragoza	MPCE-N	transporte mercancías propias nacional autorizado por empresa	644
2010	17	D.C. Zaragoza	VSPC-N	Transporte privado ambulancias nacional	24
2010	18	Ribera Baja del Ebro	OT	Operaciones de transporte	1
2010	18	Ribera Baja del Ebro	VD-N	Transporte de viajeros nacionales servicio público	0
2010	18	Ribera Baja del Ebro	VS-N	Ambulancias nacionales servicio público	0
2010	18	Ribera Baja del Ebro	VT-N	Licencias taxi	6
2010	18	Ribera Baja del Ebro	MDL-N	Transporte mercancías ligeras nacionales servicio público	5
2010	18	Ribera Baja del Ebro	MDP-N	Transporte mercancías pesadas nacionales servicio público	77
2010	18	Ribera Baja del Ebro	MPC-N	Transporte mercancías propias nacional	39
2010	18	Ribera Baja del Ebro	VPC-N	Transporte privado de viajeros nacional	0
2010	18	Ribera Baja del Ebro	VTC-N	Transporte de alquiler con conductor nacional	0
2010	18	Ribera Baja del Ebro	MDLE-N	Transporte mercancías ligeras nacional servicio público autorizado por empresa	3
2010	18	Ribera Baja del Ebro	MDPE-N	Transporte mercancías pesadas nacinal servicio público autorizado por empresa	22
2010	18	Ribera Baja del Ebro	MPCE-N	transporte mercancías propias nacional autorizado por empresa	22
2010	18	Ribera Baja del Ebro	VSPC-N	Transporte privado ambulancias nacional	0
2010	19	Bajo Aragón-Caspe / Baix Aragó-Casp	OT	Operaciones de transporte	1
2010	19	Bajo Aragón-Caspe / Baix Aragó-Casp	VD-N	Transporte de viajeros nacionales servicio público	24
2010	19	Bajo Aragón-Caspe / Baix Aragó-Casp	VS-N	Ambulancias nacionales servicio público	4
2010	19	Bajo Aragón-Caspe / Baix Aragó-Casp	VT-N	Licencias taxi	5
2010	19	Bajo Aragón-Caspe / Baix Aragó-Casp	MDL-N	Transporte mercancías ligeras nacionales servicio público	4
2010	19	Bajo Aragón-Caspe / Baix Aragó-Casp	MDP-N	Transporte mercancías pesadas nacionales servicio público	75
2010	19	Bajo Aragón-Caspe / Baix Aragó-Casp	MPC-N	Transporte mercancías propias nacional	55
2010	19	Bajo Aragón-Caspe / Baix Aragó-Casp	VPC-N	Transporte privado de viajeros nacional	0
2010	19	Bajo Aragón-Caspe / Baix Aragó-Casp	VTC-N	Transporte de alquiler con conductor nacional	0
2010	19	Bajo Aragón-Caspe / Baix Aragó-Casp	MDLE-N	Transporte mercancías ligeras nacional servicio público autorizado por empresa	4
2010	19	Bajo Aragón-Caspe / Baix Aragó-Casp	MDPE-N	Transporte mercancías pesadas nacinal servicio público autorizado por empresa	20
2010	19	Bajo Aragón-Caspe / Baix Aragó-Casp	MPCE-N	transporte mercancías propias nacional autorizado por empresa	44
2010	19	Bajo Aragón-Caspe / Baix Aragó-Casp	VSPC-N	Transporte privado ambulancias nacional	0
2010	20	Comunidad de Calatayud	OT	Operaciones de transporte	8
2010	20	Comunidad de Calatayud	VD-N	Transporte de viajeros nacionales servicio público	27
2010	20	Comunidad de Calatayud	VS-N	Ambulancias nacionales servicio público	0
2010	20	Comunidad de Calatayud	VT-N	Licencias taxi	30
2010	20	Comunidad de Calatayud	MDL-N	Transporte mercancías ligeras nacionales servicio público	42
2010	20	Comunidad de Calatayud	MDP-N	Transporte mercancías pesadas nacionales servicio público	471
2010	20	Comunidad de Calatayud	MPC-N	Transporte mercancías propias nacional	123
2010	20	Comunidad de Calatayud	VPC-N	Transporte privado de viajeros nacional	1
2010	20	Comunidad de Calatayud	VTC-N	Transporte de alquiler con conductor nacional	33
2010	20	Comunidad de Calatayud	MDLE-N	Transporte mercancías ligeras nacional servicio público autorizado por empresa	22
2010	20	Comunidad de Calatayud	MDPE-N	Transporte mercancías pesadas nacinal servicio público autorizado por empresa	106
2010	20	Comunidad de Calatayud	MPCE-N	transporte mercancías propias nacional autorizado por empresa	81
2010	20	Comunidad de Calatayud	VSPC-N	Transporte privado ambulancias nacional	1
2010	21	Campo de Cariñena	OT	Operaciones de transporte	2
2010	21	Campo de Cariñena	VD-N	Transporte de viajeros nacionales servicio público	0
2010	21	Campo de Cariñena	VS-N	Ambulancias nacionales servicio público	0
2010	21	Campo de Cariñena	VT-N	Licencias taxi	6
2010	21	Campo de Cariñena	MDL-N	Transporte mercancías ligeras nacionales servicio público	17
2010	21	Campo de Cariñena	MDP-N	Transporte mercancías pesadas nacionales servicio público	49
2010	21	Campo de Cariñena	MPC-N	Transporte mercancías propias nacional	51
2010	21	Campo de Cariñena	VPC-N	Transporte privado de viajeros nacional	0
2010	21	Campo de Cariñena	VTC-N	Transporte de alquiler con conductor nacional	0
2010	21	Campo de Cariñena	MDLE-N	Transporte mercancías ligeras nacional servicio público autorizado por empresa	10
2010	21	Campo de Cariñena	MDPE-N	Transporte mercancías pesadas nacinal servicio público autorizado por empresa	20
2010	21	Campo de Cariñena	MPCE-N	transporte mercancías propias nacional autorizado por empresa	23
2010	21	Campo de Cariñena	VSPC-N	Transporte privado ambulancias nacional	0
2010	22	Campo de Belchite	OT	Operaciones de transporte	0
2010	22	Campo de Belchite	VD-N	Transporte de viajeros nacionales servicio público	6
2010	22	Campo de Belchite	VS-N	Ambulancias nacionales servicio público	0
2010	22	Campo de Belchite	VT-N	Licencias taxi	5
2010	22	Campo de Belchite	MDL-N	Transporte mercancías ligeras nacionales servicio público	17
2010	22	Campo de Belchite	MDP-N	Transporte mercancías pesadas nacionales servicio público	31
2010	22	Campo de Belchite	MPC-N	Transporte mercancías propias nacional	16
2010	22	Campo de Belchite	VPC-N	Transporte privado de viajeros nacional	0
2010	22	Campo de Belchite	VTC-N	Transporte de alquiler con conductor nacional	0
2010	22	Campo de Belchite	MDLE-N	Transporte mercancías ligeras nacional servicio público autorizado por empresa	7
2010	22	Campo de Belchite	MDPE-N	Transporte mercancías pesadas nacinal servicio público autorizado por empresa	13
2010	22	Campo de Belchite	MPCE-N	transporte mercancías propias nacional autorizado por empresa	9
2010	22	Campo de Belchite	VSPC-N	Transporte privado ambulancias nacional	0
2010	23	Bajo Martín	OT	Operaciones de transporte	2
2010	23	Bajo Martín	VD-N	Transporte de viajeros nacionales servicio público	7
2010	23	Bajo Martín	VS-N	Ambulancias nacionales servicio público	0
2010	23	Bajo Martín	VT-N	Licencias taxi	6
2010	23	Bajo Martín	MDL-N	Transporte mercancías ligeras nacionales servicio público	9
2010	23	Bajo Martín	MDP-N	Transporte mercancías pesadas nacionales servicio público	208
2010	23	Bajo Martín	MPC-N	Transporte mercancías propias nacional	27
2010	23	Bajo Martín	VPC-N	Transporte privado de viajeros nacional	0
2010	23	Bajo Martín	VTC-N	Transporte de alquiler con conductor nacional	2
2010	23	Bajo Martín	MDLE-N	Transporte mercancías ligeras nacional servicio público autorizado por empresa	9
2010	23	Bajo Martín	MDPE-N	Transporte mercancías pesadas nacinal servicio público autorizado por empresa	20
2010	23	Bajo Martín	MPCE-N	transporte mercancías propias nacional autorizado por empresa	14
2010	23	Bajo Martín	VSPC-N	Transporte privado ambulancias nacional	0
2010	24	Campo de Daroca	OT	Operaciones de transporte	2
2010	24	Campo de Daroca	VD-N	Transporte de viajeros nacionales servicio público	0
2010	24	Campo de Daroca	VS-N	Ambulancias nacionales servicio público	0
2010	24	Campo de Daroca	VT-N	Licencias taxi	10
2010	24	Campo de Daroca	MDL-N	Transporte mercancías ligeras nacionales servicio público	10
2010	24	Campo de Daroca	MDP-N	Transporte mercancías pesadas nacionales servicio público	65
2010	24	Campo de Daroca	MPC-N	Transporte mercancías propias nacional	30
2010	24	Campo de Daroca	VPC-N	Transporte privado de viajeros nacional	1
2010	24	Campo de Daroca	VTC-N	Transporte de alquiler con conductor nacional	0
2010	24	Campo de Daroca	MDLE-N	Transporte mercancías ligeras nacional servicio público autorizado por empresa	7
2010	24	Campo de Daroca	MDPE-N	Transporte mercancías pesadas nacinal servicio público autorizado por empresa	19
2010	24	Campo de Daroca	MPCE-N	transporte mercancías propias nacional autorizado por empresa	22
2010	24	Campo de Daroca	VSPC-N	Transporte privado ambulancias nacional	0
2010	25	Jiloca	OT	Operaciones de transporte	2
2010	25	Jiloca	VD-N	Transporte de viajeros nacionales servicio público	7
2010	25	Jiloca	VS-N	Ambulancias nacionales servicio público	0
2010	25	Jiloca	VT-N	Licencias taxi	12
2010	25	Jiloca	MDL-N	Transporte mercancías ligeras nacionales servicio público	21
2010	25	Jiloca	MDP-N	Transporte mercancías pesadas nacionales servicio público	107
2010	25	Jiloca	MPC-N	Transporte mercancías propias nacional	81
2010	25	Jiloca	VPC-N	Transporte privado de viajeros nacional	0
2010	25	Jiloca	VTC-N	Transporte de alquiler con conductor nacional	13
2010	25	Jiloca	MDLE-N	Transporte mercancías ligeras nacional servicio público autorizado por empresa	15
2010	25	Jiloca	MDPE-N	Transporte mercancías pesadas nacinal servicio público autorizado por empresa	36
2010	25	Jiloca	MPCE-N	transporte mercancías propias nacional autorizado por empresa	43
2010	25	Jiloca	VSPC-N	Transporte privado ambulancias nacional	0
2010	26	Cuencas Mineras	OT	Operaciones de transporte	0
2010	26	Cuencas Mineras	VD-N	Transporte de viajeros nacionales servicio público	5
2010	26	Cuencas Mineras	VS-N	Ambulancias nacionales servicio público	0
2010	26	Cuencas Mineras	VT-N	Licencias taxi	5
2010	26	Cuencas Mineras	MDL-N	Transporte mercancías ligeras nacionales servicio público	8
2010	26	Cuencas Mineras	MDP-N	Transporte mercancías pesadas nacionales servicio público	48
2010	26	Cuencas Mineras	MPC-N	Transporte mercancías propias nacional	31
2010	26	Cuencas Mineras	VPC-N	Transporte privado de viajeros nacional	2
2010	26	Cuencas Mineras	VTC-N	Transporte de alquiler con conductor nacional	0
2010	26	Cuencas Mineras	MDLE-N	Transporte mercancías ligeras nacional servicio público autorizado por empresa	4
2010	26	Cuencas Mineras	MDPE-N	Transporte mercancías pesadas nacinal servicio público autorizado por empresa	19
2010	26	Cuencas Mineras	MPCE-N	transporte mercancías propias nacional autorizado por empresa	16
2010	26	Cuencas Mineras	VSPC-N	Transporte privado ambulancias nacional	0
