Año	Comarca	Municipio	Entidad singular	Núcleo	Personas
2017	10-Los Monegros	50022-Almolda (La)	500220001 - Almolda (La)	50022000101 - Almolda (La)	562
2017	10-Los Monegros	50059-Bujaraloz	500590001 - Bujaraloz	50059000101 - Bujaraloz	996
2017	10-Los Monegros	50059-Bujaraloz	500590001 - Bujaraloz	50059000199 - *Diseminado*	5
2017	10-Los Monegros	50104-Farlete	501040001 - Farlete	50104000101 - Farlete	391
2017	10-Los Monegros	50137-Leciñena	501370001 - Leciñena	50137000101 - Leciñena	1193
2017	10-Los Monegros	50137-Leciñena	501370001 - Leciñena	50137000199 - *Diseminado*	6
2017	10-Los Monegros	50170-Monegrillo	501700001 - Monegrillo	50170000101 - Monegrillo	415
2017	10-Los Monegros	50170-Monegrillo	501700001 - Monegrillo	50170000199 - *Diseminado*	4
2017	10-Los Monegros	50206-Perdiguera	502060001 - Perdiguera	50206000101 - Perdiguera	596
2017	11-Bajo Cinca / Baix Cinca	22046-Ballobar	220460001 - Ballobar	22046000101 - Ballobar	825
2017	11-Bajo Cinca / Baix Cinca	22046-Ballobar	220460001 - Ballobar	22046000199 - *Diseminado*	5
2017	11-Bajo Cinca / Baix Cinca	22052-Belver de Cinca	220520001 - Belver de Cinca	22052000101 - Belver de Cinca	1258
2017	11-Bajo Cinca / Baix Cinca	22052-Belver de Cinca	220520002 - Monte Julia	22052000201 - Monte Julia	12
2017	11-Bajo Cinca / Baix Cinca	22052-Belver de Cinca	220520003 - San Miguel	22052000301 - San Miguel	6
2017	11-Bajo Cinca / Baix Cinca	22052-Belver de Cinca	220520004 - Valonga	22052000401 - Valonga	5
2017	11-Bajo Cinca / Baix Cinca	22077-Candasnos	220770001 - Candasnos	22077000101 - Candasnos	314
2017	11-Bajo Cinca / Baix Cinca	22077-Candasnos	220770001 - Candasnos	22077000199 - *Diseminado*	1
2017	11-Bajo Cinca / Baix Cinca	22094-Chalamera	220940001 - Chalamera	22094000101 - Chalamera	104
2017	11-Bajo Cinca / Baix Cinca	22094-Chalamera	220940001 - Chalamera	22094000199 - *Diseminado*	7
2017	11-Bajo Cinca / Baix Cinca	22112-Fraga	221120001 - Fraga	22112000101 - Fraga	14220
2017	11-Bajo Cinca / Baix Cinca	22112-Fraga	221120001 - Fraga	22112000199 - *Diseminado*	410
2017	11-Bajo Cinca / Baix Cinca	22112-Fraga	221120002 - Miralsot	22112000201 - Miralsot	254
2017	11-Bajo Cinca / Baix Cinca	22112-Fraga	221120003 - Litera	22112000301 - Litera	10
2017	11-Bajo Cinca / Baix Cinca	22112-Fraga	221120003 - Litera	22112000399 - *Diseminado*	130
2017	11-Bajo Cinca / Baix Cinca	22165-Ontiñena	221650001 - Ontiñena	22165000101 - Ontiñena	537
2017	11-Bajo Cinca / Baix Cinca	22167-Osso de Cinca	221670001 - Almudáfar	22167000101 - Almudáfar	38
2017	11-Bajo Cinca / Baix Cinca	22167-Osso de Cinca	221670001 - Almudáfar	22167000199 - *Diseminado*	13
2017	11-Bajo Cinca / Baix Cinca	22167-Osso de Cinca	221670002 - Osso de Cinca	22167000201 - Osso de Cinca	579
2017	11-Bajo Cinca / Baix Cinca	22167-Osso de Cinca	221670002 - Osso de Cinca	22167000299 - *Diseminado*	61
2017	11-Bajo Cinca / Baix Cinca	22234-Torrente de Cinca	222340001 - Torrente de Cinca	22234000101 - Torrente de Cinca	1042
2017	11-Bajo Cinca / Baix Cinca	22234-Torrente de Cinca	222340001 - Torrente de Cinca	22234000199 - *Diseminado*	90
2017	11-Bajo Cinca / Baix Cinca	22245-Velilla de Cinca	222450001 - Velilla de Cinca	22245000101 - Velilla de Cinca	447
2017	11-Bajo Cinca / Baix Cinca	22245-Velilla de Cinca	222450001 - Velilla de Cinca	22245000199 - *Diseminado*	1
2017	11-Bajo Cinca / Baix Cinca	22254-Zaidín	222540001 - Zaidín	22254000101 - Zaidín	1617
2017	11-Bajo Cinca / Baix Cinca	22254-Zaidín	222540001 - Zaidín	22254000199 - *Diseminado*	155
2017	11-Bajo Cinca / Baix Cinca	50165-Mequinenza	501650001 - Mequinenza	50165000101 - Mequinenza	2270
2017	11-Bajo Cinca / Baix Cinca	50165-Mequinenza	501650001 - Mequinenza	50165000199 - *Diseminado*	59
2017	12-Tarazona y el Moncayo	50014-Alcalá de Moncayo	500140001 - Alcalá de Moncayo	50014000101 - Alcalá de Moncayo	148
2017	12-Tarazona y el Moncayo	50014-Alcalá de Moncayo	500140001 - Alcalá de Moncayo	50014000199 - *Diseminado*	4
2017	12-Tarazona y el Moncayo	50030-Añón de Moncayo	500300001 - Añón de Moncayo	50030000101 - Añón de Moncayo	178
2017	12-Tarazona y el Moncayo	50030-Añón de Moncayo	500300001 - Añón de Moncayo	50030000199 - *Diseminado*	22
2017	12-Tarazona y el Moncayo	50063-Buste (El)	500630001 - Buste (El)	50063000101 - Buste (El)	68
2017	12-Tarazona y el Moncayo	50106-Fayos (Los)	501060001 - Fayos (Los)	50106000101 - Fayos (Los)	136
2017	12-Tarazona y el Moncayo	50122-Grisel	501220001 - Grisel	50122000101 - Grisel	64
2017	12-Tarazona y el Moncayo	50122-Grisel	501220001 - Grisel	50122000199 - *Diseminado*	11
2017	12-Tarazona y el Moncayo	50140-Litago	501400001 - Litago	50140000101 - Litago	168
2017	12-Tarazona y el Moncayo	50140-Litago	501400001 - Litago	50140000199 - *Diseminado*	3
2017	12-Tarazona y el Moncayo	50141-Lituénigo	501410001 - Lituénigo	50141000101 - Lituénigo	119
2017	12-Tarazona y el Moncayo	50157-Malón	501570001 - Malón	50157000101 - Malón	340
2017	12-Tarazona y el Moncayo	50157-Malón	501570001 - Malón	50157000199 - *Diseminado*	9
2017	12-Tarazona y el Moncayo	50190-Novallas	501900001 - Novallas	50190000101 - Novallas	829
2017	12-Tarazona y el Moncayo	50190-Novallas	501900001 - Novallas	50190000199 - *Diseminado*	9
2017	12-Tarazona y el Moncayo	50234-San Martín de la Virgen de Moncayo	502340001 - San Martín de la Virgen de Moncayo	50234000101 - San Martín de la Virgen de Moncayo	277
2017	12-Tarazona y el Moncayo	50234-San Martín de la Virgen de Moncayo	502340001 - San Martín de la Virgen de Moncayo	50234000199 - *Diseminado*	7
2017	12-Tarazona y el Moncayo	50234-San Martín de la Virgen de Moncayo	502340002 - San Martín Urbanizacion	50234000201 - San Martín Urbanizacion	3
2017	12-Tarazona y el Moncayo	50237-Santa Cruz de Moncayo	502370001 - Santa Cruz de Moncayo	50237000101 - Santa Cruz de Moncayo	113
2017	12-Tarazona y el Moncayo	50237-Santa Cruz de Moncayo	502370001 - Santa Cruz de Moncayo	50237000199 - *Diseminado*	8
2017	12-Tarazona y el Moncayo	50251-Tarazona	502510001 - Tarazona	50251000101 - Tarazona	10176
2017	12-Tarazona y el Moncayo	50251-Tarazona	502510001 - Tarazona	50251000199 - *Diseminado*	112
2017	12-Tarazona y el Moncayo	50251-Tarazona	502510002 - Cunchillos	50251000201 - Cunchillos	114
2017	12-Tarazona y el Moncayo	50251-Tarazona	502510003 - Torres de Montecierzo	50251000301 - Torres de Montecierzo	13
2017	12-Tarazona y el Moncayo	50251-Tarazona	502510004 - Tórtoles	50251000401 - Tórtoles	122
2017	12-Tarazona y el Moncayo	50251-Tarazona	502510004 - Tórtoles	50251000499 - *Diseminado*	1
2017	12-Tarazona y el Moncayo	50261-Torrellas	502610001 - Torrellas	50261000101 - Torrellas	232
2017	12-Tarazona y el Moncayo	50261-Torrellas	502610001 - Torrellas	50261000199 - *Diseminado*	22
2017	12-Tarazona y el Moncayo	50265-Trasmoz	502650001 - Trasmoz	50265000101 - Trasmoz	82
2017	12-Tarazona y el Moncayo	50265-Trasmoz	502650001 - Trasmoz	50265000199 - *Diseminado*	4
2017	12-Tarazona y el Moncayo	50280-Vera de Moncayo	502800001 - Vera de Moncayo	50280000101 - Vera de Moncayo	374
2017	12-Tarazona y el Moncayo	50280-Vera de Moncayo	502800001 - Vera de Moncayo	50280000199 - *Diseminado*	1
2017	12-Tarazona y el Moncayo	50281-Vierlas	502810001 - Vierlas	50281000101 - Vierlas	73
2017	13-Campo de Borja	50003-Agón	500030001 - Agón	50003000101 - Agón	146
2017	13-Campo de Borja	50006-Ainzón	500060001 - Ainzón	50006000101 - Ainzón	1074
2017	13-Campo de Borja	50006-Ainzón	500060001 - Ainzón	50006000199 - *Diseminado*	21
2017	13-Campo de Borja	50010-Alberite de San Juan	500100001 - Alberite de San Juan	50010000101 - Alberite de San Juan	77
2017	13-Campo de Borja	50011-Albeta	500110001 - Albeta	50011000101 - Albeta	132
2017	13-Campo de Borja	50011-Albeta	500110001 - Albeta	50011000199 - *Diseminado*	2
2017	13-Campo de Borja	50027-Ambel	500270001 - Ambel	50027000101 - Ambel	248
2017	13-Campo de Borja	50027-Ambel	500270001 - Ambel	50027000199 - *Diseminado*	6
2017	13-Campo de Borja	50052-Bisimbre	500520001 - Bisimbre	50052000101 - Bisimbre	99
2017	13-Campo de Borja	50055-Borja	500550001 - Borja	50055000101 - Borja	4854
2017	13-Campo de Borja	50055-Borja	500550001 - Borja	50055000199 - *Diseminado*	73
2017	13-Campo de Borja	50055-Borja	500550002 - Santuario de Misericordia	50055000201 - Santuario de Misericordia	19
2017	13-Campo de Borja	50060-Bulbuente	500600001 - Bulbuente	50060000101 - Bulbuente	208
2017	13-Campo de Borja	50060-Bulbuente	500600001 - Bulbuente	50060000199 - *Diseminado*	10
2017	13-Campo de Borja	50061-Bureta	500610001 - Bureta	50061000101 - Bureta	222
2017	13-Campo de Borja	50111-Fréscano	501110001 - Fréscano	50111000101 - Fréscano	203
2017	13-Campo de Borja	50113-Fuendejalón	501130001 - Fuendejalón	50113000101 - Fuendejalón	817
2017	13-Campo de Borja	50153-Magallón	501530001 - Magallón	50153000101 - Magallón	1147
2017	13-Campo de Borja	50153-Magallón	501530001 - Magallón	50153000199 - *Diseminado*	3
2017	13-Campo de Borja	50156-Maleján	501560001 - Maleján	50156000101 - Maleján	254
2017	13-Campo de Borja	50160-Mallén	501600001 - Mallén	50160000101 - Mallén	3135
2017	13-Campo de Borja	50160-Mallén	501600001 - Mallén	50160000199 - *Diseminado*	5
2017	13-Campo de Borja	50191-Novillas	501910001 - Novillas	50191000101 - Novillas	546
2017	13-Campo de Borja	50216-Pozuelo de Aragón	502160001 - Pozuelo de Aragón	50216000101 - Pozuelo de Aragón	281
2017	13-Campo de Borja	50249-Tabuenca	502490001 - Tabuenca	50249000101 - Tabuenca	326
2017	13-Campo de Borja	50249-Tabuenca	502490001 - Tabuenca	50249000199 - *Diseminado*	5
2017	13-Campo de Borja	50250-Talamantes	502500001 - Talamantes	50250000101 - Talamantes	52
2017	14-Aranda	50031-Aranda de Moncayo	500310001 - Aranda de Moncayo	50031000101 - Aranda de Moncayo	166
2017	14-Aranda	50031-Aranda de Moncayo	500310001 - Aranda de Moncayo	50031000199 - *Diseminado*	8
2017	14-Aranda	50057-Brea de Aragón	500570001 - Brea de Aragón	50057000101 - Brea de Aragón	1682
2017	14-Aranda	50069-Calcena	500690001 - Calcena	50069000101 - Calcena	75
2017	14-Aranda	50121-Gotor	501210001 - Gotor	50121000101 - Gotor	310
2017	14-Aranda	50121-Gotor	501210001 - Gotor	50121000199 - *Diseminado*	4
2017	14-Aranda	50126-Illueca	501260001 - Illueca	50126000101 - Illueca	3044
2017	14-Aranda	50130-Jarque	501300001 - Jarque	50130000101 - Jarque	448
2017	14-Aranda	50166-Mesones de Isuela	501660001 - Mesones de Isuela	50166000101 - Mesones de Isuela	240
2017	14-Aranda	50166-Mesones de Isuela	501660001 - Mesones de Isuela	50166000199 - *Diseminado*	34
2017	14-Aranda	50198-Oseja	501980001 - Oseja	50198000101 - Oseja	55
2017	14-Aranda	50214-Pomer	502140001 - Pomer	50214000101 - Pomer	27
2017	14-Aranda	50221-Purujosa	502210001 - Purujosa	50221000101 - Purujosa	37
2017	14-Aranda	50243-Sestrica	502430001 - Sestrica	50243000101 - Sestrica	334
2017	14-Aranda	50243-Sestrica	502430002 - Viver de la Sierra	50243000201 - Viver de la Sierra	53
2017	14-Aranda	50254-Tierga	502540001 - Tierga	50254000101 - Tierga	190
2017	14-Aranda	50266-Trasobares	502660001 - Trasobares	50266000101 - Trasobares	118
2017	14-Aranda	50266-Trasobares	502660001 - Trasobares	50266000199 - *Diseminado*	3
2017	15-Ribera Alta del Ebro	50008-Alagón	500080001 - Alagón	50008000101 - Alagón	6850
2017	15-Ribera Alta del Ebro	50008-Alagón	500080001 - Alagón	50008000199 - *Diseminado*	175
2017	15-Ribera Alta del Ebro	50013-Alcalá de Ebro	500130001 - Alcalá de Ebro	50013000101 - Alcalá de Ebro	263
2017	15-Ribera Alta del Ebro	50013-Alcalá de Ebro	500130001 - Alcalá de Ebro	50013000199 - *Diseminado*	7
2017	15-Ribera Alta del Ebro	50043-Bárboles	500430001 - Bárboles	50043000101 - Bárboles	253
2017	15-Ribera Alta del Ebro	50043-Bárboles	500430001 - Bárboles	50043000199 - *Diseminado*	24
2017	15-Ribera Alta del Ebro	50043-Bárboles	500430002 - Oitura	50043000201 - Oitura	26
2017	15-Ribera Alta del Ebro	50043-Bárboles	500430002 - Oitura	50043000299 - *Diseminado*	3
2017	15-Ribera Alta del Ebro	50043-Bárboles	500430003 - Peramán	50043000399 - *Diseminado*	6
2017	15-Ribera Alta del Ebro	50053-Boquiñeni	500530001 - Boquiñeni	50053000101 - Boquiñeni	840
2017	15-Ribera Alta del Ebro	50053-Boquiñeni	500530003 - Calvario (El)	50053000301 - Calvario (El)	4
2017	15-Ribera Alta del Ebro	50064-Cabañas de Ebro	500640001 - Cabañas de Ebro	50064000101 - Cabañas de Ebro	501
2017	15-Ribera Alta del Ebro	50107-Figueruelas	501070001 - Figueruelas	50107000101 - Figueruelas	1223
2017	15-Ribera Alta del Ebro	50107-Figueruelas	501070001 - Figueruelas	50107000199 - *Diseminado*	7
2017	15-Ribera Alta del Ebro	50118-Gallur	501180001 - Gallur	50118000101 - Gallur	2511
2017	15-Ribera Alta del Ebro	50118-Gallur	501180001 - Gallur	50118000199 - *Diseminado*	4
2017	15-Ribera Alta del Ebro	50118-Gallur	501180002 - Urbanización San Antonio	50118000201 - Urbanización San Antonio	128
2017	15-Ribera Alta del Ebro	50123-Grisén	501230001 - Grisén	50123000101 - Grisén	622
2017	15-Ribera Alta del Ebro	50123-Grisén	501230001 - Grisén	50123000199 - *Diseminado*	3
2017	15-Ribera Alta del Ebro	50132-Joyosa (La)	501320001 - Joyosa (La)	50132000101 - Joyosa (La)	442
2017	15-Ribera Alta del Ebro	50132-Joyosa (La)	501320001 - Joyosa (La)	50132000199 - *Diseminado*	5
2017	15-Ribera Alta del Ebro	50132-Joyosa (La)	501320002 - Marlofa	50132000201 - Marlofa	580
2017	15-Ribera Alta del Ebro	50132-Joyosa (La)	501320002 - Marlofa	50132000299 - *Diseminado*	31
2017	15-Ribera Alta del Ebro	50147-Luceni	501470002 - Luceni	50147000201 - Luceni	952
2017	15-Ribera Alta del Ebro	50147-Luceni	501470002 - Luceni	50147000299 - *Diseminado*	19
2017	15-Ribera Alta del Ebro	50204-Pedrola	502040001 - Pedrola	50204000101 - Pedrola	3307
2017	15-Ribera Alta del Ebro	50204-Pedrola	502040001 - Pedrola	50204000199 - *Diseminado*	146
2017	15-Ribera Alta del Ebro	50209-Pinseque	502090001 - Pinseque	50209000101 - Pinseque	2654
2017	15-Ribera Alta del Ebro	50209-Pinseque	502090001 - Pinseque	50209000199 - *Diseminado*	139
2017	15-Ribera Alta del Ebro	50209-Pinseque	502090002 - Urbanización Lago Azul	50209000201 - Urbanización Lago Azul	269
2017	15-Ribera Alta del Ebro	50209-Pinseque	502090003 - Urbanización Prados del Rey	50209000301 - Urbanización Prados del Rey	788
2017	15-Ribera Alta del Ebro	50212-Pleitas	502120001 - Pleitas	50212000101 - Pleitas	41
2017	15-Ribera Alta del Ebro	50217-Pradilla de Ebro	502170001 - Pradilla de Ebro	50217000101 - Pradilla de Ebro	562
2017	15-Ribera Alta del Ebro	50223-Remolinos	502230001 - Remolinos	50223000101 - Remolinos	1085
2017	15-Ribera Alta del Ebro	50223-Remolinos	502230001 - Remolinos	50223000199 - *Diseminado*	3
2017	15-Ribera Alta del Ebro	50247-Sobradiel	502470001 - Sobradiel	50247000101 - Sobradiel	1064
2017	15-Ribera Alta del Ebro	50247-Sobradiel	502470001 - Sobradiel	50247000199 - *Diseminado*	10
2017	15-Ribera Alta del Ebro	50262-Torres de Berrellén	502620001 - Granja de Santa Inés	50262000101 - Granja de Santa Inés	3
2017	15-Ribera Alta del Ebro	50262-Torres de Berrellén	502620002 - Torres de Berrellén	50262000201 - Torres de Berrellén	1452
2017	15-Ribera Alta del Ebro	50262-Torres de Berrellén	502620002 - Torres de Berrellén	50262000299 - *Diseminado*	14
2017	16-Valdejalón	50024-Almonacid de la Sierra	500240001 - Almonacid de la Sierra	50024000101 - Almonacid de la Sierra	695
2017	16-Valdejalón	50024-Almonacid de la Sierra	500240001 - Almonacid de la Sierra	50024000199 - *Diseminado*	6
2017	16-Valdejalón	50025-Almunia de Doña Godina (La)	500250001 - Almunia de Doña Godina (La)	50025000101 - Almunia de Doña Godina (La)	7363
2017	16-Valdejalón	50025-Almunia de Doña Godina (La)	500250001 - Almunia de Doña Godina (La)	50025000199 - *Diseminado*	297
2017	16-Valdejalón	50026-Alpartir	500260001 - Alpartir	50026000101 - Alpartir	544
2017	16-Valdejalón	50026-Alpartir	500260001 - Alpartir	50026000199 - *Diseminado*	2
2017	16-Valdejalón	50044-Bardallur	500440001 - Bardallur	50044000101 - Bardallur	251
2017	16-Valdejalón	50044-Bardallur	500440001 - Bardallur	50044000199 - *Diseminado*	7
2017	16-Valdejalón	50068-Calatorao	500680001 - Calatorao	50068000101 - Calatorao	2792
2017	16-Valdejalón	50068-Calatorao	500680001 - Calatorao	50068000199 - *Diseminado*	53
2017	16-Valdejalón	50093-Chodes	500930001 - Chodes	50093000101 - Chodes	110
2017	16-Valdejalón	50093-Chodes	500930001 - Chodes	50093000199 - *Diseminado*	2
2017	16-Valdejalón	50099-Épila	500990001 - Épila	50099000101 - Épila	4308
2017	16-Valdejalón	50099-Épila	500990001 - Épila	50099000199 - *Diseminado*	17
2017	16-Valdejalón	50099-Épila	500990002 - Fábrica Azucarera	50099000201 - Fábrica Azucarera	88
2017	16-Valdejalón	50146-Lucena de Jalón	501460001 - Berbedel	50146000101 - Berbedel	16
2017	16-Valdejalón	50146-Lucena de Jalón	501460002 - Lucena de Jalón	50146000201 - Lucena de Jalón	221
2017	16-Valdejalón	50150-Lumpiaque	501500001 - Lumpiaque	50150000101 - Lumpiaque	834
2017	16-Valdejalón	50175-Morata de Jalón	501750002 - Morata de Jalón	50175000201 - Morata de Jalón	1146
2017	16-Valdejalón	50182-Muela (La)	501820001 - Alto de la Muela	50182000101 - Alto de la Muela	828
2017	16-Valdejalón	50182-Muela (La)	501820001 - Alto de la Muela	50182000199 - *Diseminado*	1
2017	16-Valdejalón	50182-Muela (La)	501820002 - Muela (La)	50182000201 - Muela (La)	4403
2017	16-Valdejalón	50182-Muela (La)	501820002 - Muela (La)	50182000299 - *Diseminado*	6
2017	16-Valdejalón	50211-Plasencia de Jalón	502110001 - Plasencia de Jalón	50211000101 - Plasencia de Jalón	300
2017	16-Valdejalón	50211-Plasencia de Jalón	502110001 - Plasencia de Jalón	50211000199 - *Diseminado*	2
2017	16-Valdejalón	50211-Plasencia de Jalón	502110002 - Venta (La)	50211000201 - Venta (La)	13
2017	16-Valdejalón	50225-Ricla	502250001 - Ricla	50225000101 - Ricla	2804
2017	16-Valdejalón	50225-Ricla	502250001 - Ricla	50225000102 - El Vergel de la Planilla	42
2017	16-Valdejalón	50225-Ricla	502250001 - Ricla	50225000199 - *Diseminado*	48
2017	16-Valdejalón	50228-Rueda de Jalón	502280001 - Rueda de Jalón	50228000101 - Rueda de Jalón	316
2017	16-Valdejalón	50231-Salillas de Jalón	502310001 - Salillas de Jalón	50231000101 - Salillas de Jalón	304
2017	16-Valdejalón	50231-Salillas de Jalón	502310001 - Salillas de Jalón	50231000199 - *Diseminado*	1
2017	16-Valdejalón	50236-Santa Cruz de Grío	502360002 - Santa Cruz de Grío	50236000201 - Santa Cruz de Grío	111
2017	16-Valdejalón	50236-Santa Cruz de Grío	502360002 - Santa Cruz de Grío	50236000299 - *Diseminado*	7
2017	16-Valdejalón	50269-Urrea de Jalón	502690001 - Urrea de Jalón	50269000101 - Urrea de Jalón	402
2017	17-D.C. Zaragoza	50017-Alfajarín	500170001 - Alfajarín	50017000101 - Alfajarín	2025
2017	17-D.C. Zaragoza	50017-Alfajarín	500170001 - Alfajarín	50017000199 - *Diseminado*	18
2017	17-D.C. Zaragoza	50017-Alfajarín	500170002 - Condado (El)	50017000201 - Condado (El)	167
2017	17-D.C. Zaragoza	50017-Alfajarín	500170002 - Condado (El)	50017000299 - *Diseminado*	2
2017	17-D.C. Zaragoza	50017-Alfajarín	500170003 - Huertos (Los)	50017000301 - Huertos (Los)	76
2017	17-D.C. Zaragoza	50056-Botorrita	500560001 - Botorrita	50056000101 - Botorrita	494
2017	17-D.C. Zaragoza	50056-Botorrita	500560001 - Botorrita	50056000199 - *Diseminado*	12
2017	17-D.C. Zaragoza	50062-Burgo de Ebro (El)	500620001 - Burgo de Ebro (El)	50062000101 - Burgo de Ebro (El)	2054
2017	17-D.C. Zaragoza	50062-Burgo de Ebro (El)	500620001 - Burgo de Ebro (El)	50062000199 - *Diseminado*	100
2017	17-D.C. Zaragoza	50062-Burgo de Ebro (El)	500620002 - Urbanización Virgen de la Columna	50062000201 - Urbanización Virgen de la Columna	258
2017	17-D.C. Zaragoza	50062-Burgo de Ebro (El)	500620003 - Paraje Simón	50062000301 - Paraje Simón	19
2017	17-D.C. Zaragoza	50066-Cadrete	500660001 - Cadrete	50066000101 - Cadrete	2326
2017	17-D.C. Zaragoza	50066-Cadrete	500660001 - Cadrete	50066000199 - *Diseminado*	6
2017	17-D.C. Zaragoza	50066-Cadrete	500660002 - Colinas (Las)	50066000201 - Colinas (Las)	437
2017	17-D.C. Zaragoza	50066-Cadrete	500660003 - Murallas de Santa Fe	50066000301 - Murallas de Santa Fe	148
2017	17-D.C. Zaragoza	50066-Cadrete	500660003 - Murallas de Santa Fe	50066000399 - *Diseminado*	38
2017	17-D.C. Zaragoza	50066-Cadrete	500660004 - Sisallete (El)	50066000401 - Sisallete (El)	578
2017	17-D.C. Zaragoza	50066-Cadrete	500660005 - Olivares (Los)	50066000501 - Olivares (Los)	216
2017	17-D.C. Zaragoza	50089-Cuarte de Huerva	500890001 - Cuarte de Huerva	50089000101 - Cuarte de Huerva	12859
2017	17-D.C. Zaragoza	50089-Cuarte de Huerva	500890001 - Cuarte de Huerva	50089000199 - *Diseminado*	3
2017	17-D.C. Zaragoza	50115-Fuentes de Ebro	501150001 - Fuentes de Ebro	50115000101 - Fuentes de Ebro	4451
2017	17-D.C. Zaragoza	50115-Fuentes de Ebro	501150001 - Fuentes de Ebro	50115000199 - *Diseminado*	72
2017	17-D.C. Zaragoza	50115-Fuentes de Ebro	501150002 - Rodén	50115000201 - Rodén	31
2017	17-D.C. Zaragoza	50131-Jaulín	501310001 - Jaulín	50131000101 - Jaulín	250
2017	17-D.C. Zaragoza	50163-María de Huerva	501630001 - María de Huerva	50163000101 - María de Huerva	5595
2017	17-D.C. Zaragoza	50163-María de Huerva	501630001 - María de Huerva	50163000199 - *Diseminado*	9
2017	17-D.C. Zaragoza	50163-María de Huerva	501630004 - Campo del Niño	50163000401 - Campo del Niño	3
2017	17-D.C. Zaragoza	50163-María de Huerva	501630005 - Monte Pinar	50163000501 - Monte Pinar	2
2017	17-D.C. Zaragoza	50163-María de Huerva	501630006 - Paso de los Carros	50163000601 - Paso de los Carros	9
2017	17-D.C. Zaragoza	50163-María de Huerva	501630007 - Val de Pinar	50163000701 - Val de Pinar	1
2017	17-D.C. Zaragoza	50164-Mediana de Aragón	501640001 - Mediana de Aragón	50164000101 - Mediana de Aragón	452
2017	17-D.C. Zaragoza	50164-Mediana de Aragón	501640001 - Mediana de Aragón	50164000199 - *Diseminado*	16
2017	17-D.C. Zaragoza	50180-Mozota	501800001 - Mozota	50180000101 - Mozota	132
2017	17-D.C. Zaragoza	50180-Mozota	501800001 - Mozota	50180000199 - *Diseminado*	4
2017	17-D.C. Zaragoza	50193-Nuez de Ebro	501930001 - Nuez de Ebro	50193000101 - Nuez de Ebro	832
2017	17-D.C. Zaragoza	50193-Nuez de Ebro	501930001 - Nuez de Ebro	50193000199 - *Diseminado*	6
2017	17-D.C. Zaragoza	50199-Osera de Ebro	501990001 - Aguilar de Ebro	50199000101 - Aguilar de Ebro	7
2017	17-D.C. Zaragoza	50199-Osera de Ebro	501990002 - Osera de Ebro	50199000201 - Osera de Ebro	325
2017	17-D.C. Zaragoza	50199-Osera de Ebro	501990002 - Osera de Ebro	50199000299 - *Diseminado*	10
2017	17-D.C. Zaragoza	50199-Osera de Ebro	501990003 - Urbanización Extramuros	50199000303 - Canteras (Las)	3
2017	17-D.C. Zaragoza	50199-Osera de Ebro	501990003 - Urbanización Extramuros	50199000305 - Galacha (La)	8
2017	17-D.C. Zaragoza	50199-Osera de Ebro	501990003 - Urbanización Extramuros	50199000307 - Mezquita (La)	12
2017	17-D.C. Zaragoza	50199-Osera de Ebro	501990003 - Urbanización Extramuros	50199000308 - Vedadillo	19
2017	17-D.C. Zaragoza	50199-Osera de Ebro	501990003 - Urbanización Extramuros	50199000309 - Vedadillo-Arenales	1
2017	17-D.C. Zaragoza	50199-Osera de Ebro	501990003 - Urbanización Extramuros	50199000310 - Arenales	11
2017	17-D.C. Zaragoza	50203-Pastriz	502030002 - Pastriz	50203000201 - Pastriz	1241
2017	17-D.C. Zaragoza	50203-Pastriz	502030002 - Pastriz	50203000299 - *Diseminado*	73
2017	17-D.C. Zaragoza	50219-Puebla de Alfindén (La)	502190001 - Puebla de Alfindén (La)	50219000101 - Puebla de Alfindén (La)	6109
2017	17-D.C. Zaragoza	50235-San Mateo de Gállego	502350001 - San Mateo de Gállego	50235000101 - San Mateo de Gállego	2314
2017	17-D.C. Zaragoza	50235-San Mateo de Gállego	502350001 - San Mateo de Gállego	50235000102 - Peñetas (Las)	46
2017	17-D.C. Zaragoza	50235-San Mateo de Gállego	502350001 - San Mateo de Gállego	50235000103 - Saso (El)	684
2017	17-D.C. Zaragoza	50235-San Mateo de Gállego	502350001 - San Mateo de Gállego	50235000199 - *Diseminado*	33
2017	17-D.C. Zaragoza	50272-Utebo	502720001 - Utebo	50272000101 - Utebo	18116
2017	17-D.C. Zaragoza	50272-Utebo	502720001 - Utebo	50272000199 - *Diseminado*	217
2017	17-D.C. Zaragoza	50272-Utebo	502720002 - Setabia	50272000201 - Setabia	260
2017	17-D.C. Zaragoza	50285-Villafranca de Ebro	502850001 - Villafranca de Ebro	50285000101 - Villafranca de Ebro	808
2017	17-D.C. Zaragoza	50285-Villafranca de Ebro	502850001 - Villafranca de Ebro	50285000199 - *Diseminado*	13
2017	17-D.C. Zaragoza	50288-Villanueva de Gállego	502880002 - Comercio (El)	50288000201 - Comercio (El)	15
2017	17-D.C. Zaragoza	50288-Villanueva de Gállego	502880002 - Comercio (El)	50288000299 - *Diseminado*	34
2017	17-D.C. Zaragoza	50288-Villanueva de Gállego	502880003 - Villanueva de Gállego	50288000301 - Villanueva de Gállego	4604
2017	17-D.C. Zaragoza	50288-Villanueva de Gállego	502880003 - Villanueva de Gállego	50288000399 - *Diseminado*	3
2017	17-D.C. Zaragoza	50297-Zaragoza	502970001 - Alfocea	50297000101 - Alfocea	101
