Municipio código	Municipio nombre	Año	Población	Censo electoral	Participación	Abstención	Votos nulos	Votos blancos	Votos a candidaturas	% Participación
22021	Almudévar	2011	2554	2094	1509	585	42	47	1420	72,0630372492837
22021	Almudévar	2015	2519	2001	1409	592	15	38	1356	70,4147926036982
22022	Almunia de San Juan	2007	650	576	477	99	2	4	471	82,8125
22022	Almunia de San Juan	2011	664	574	460	114	5	13	442	80,1393728222997
22022	Almunia de San Juan	2015	681	557	426	131	1	12	413	76,4811490125673
22023	Almuniente	2007	559	504	410	94	1	8	401	81,3492063492063
22023	Almuniente	2011	559	479	406	73	4	13	389	84,7599164926931
22023	Almuniente	2015	528	441	390	51	2	2	386	88,4353741496599
22024	Alquézar	2007	313	246	190	56	2	6	182	77,2357723577236
22024	Alquézar	2011	313	226	169	57	5	10	154	74,7787610619469
22024	Alquézar	2015	297	221	169	52	1	4	164	76,4705882352941
22025	Altorricón	2007	1469	1140	849	291	6	16	827	74,4736842105263
22025	Altorricón	2011	1506	1101	822	279	11	44	767	74,6594005449591
22025	Altorricón	2015	1477	1077	774	303	12	22	740	71,866295264624
22027	Angüés	2007	423	356	268	88	6	4	258	75,2808988764045
22027	Angüés	2011	429	359	237	122	7	10	220	66,016713091922
22027	Angüés	2015	404	326	197	129	2	3	192	60,4294478527607
22028	Ansó	2007	509	446	379	67	2	9	368	84,9775784753363
22028	Ansó	2011	491	420	339	81	5	12	322	80,7142857142857
22028	Ansó	2015	436	388	280	108	4	13	263	72,1649484536082
22029	Antillón	2007	165	144	125	19	0	3	122	86,8055555555556
22029	Antillón	2011	150	131	102	29	0	2	100	77,8625954198473
22029	Antillón	2015	153	132	107	25	0	6	101	81,0606060606061
22032	Aragüés del Puerto	2007	137	134	108	26	2	1	105	80,5970149253731
22032	Aragüés del Puerto	2011	128	119	92	27	3	4	85	77,3109243697479
22032	Aragüés del Puerto	2015	123	105	88	17	0	0	88	83,8095238095238
22035	Arén	2007	337	272	206	66	3	5	198	75,7352941176471
22035	Arén	2011	363	265	217	48	6	5	206	81,8867924528302
22035	Arén	2015	314	242	163	79	3	7	153	67,3553719008264
22036	Argavieso	2007	130	115	97	18	0	1	96	84,3478260869565
22036	Argavieso	2011	119	104	85	19	4	1	80	81,7307692307692
22036	Argavieso	2015	107	93	79	14	0	1	78	84,9462365591398
22037	Arguis	2007	82	92	76	16	1	1	74	82,6086956521739
22037	Arguis	2011	118	112	90	22	3	2	85	80,3571428571429
22037	Arguis	2015	125	118	94	24	0	4	90	79,6610169491525
22039	Ayerbe	2007	1112	946	785	161	14	13	758	82,9809725158562
22039	Ayerbe	2011	1119	912	748	164	16	12	720	82,0175438596491
22039	Ayerbe	2015	1097	892	709	183	9	11	689	79,4843049327354
22040	Azanuy-Alins	2007	173	154	137	17	1	0	136	88,961038961039
22040	Azanuy-Alins	2011	174	157	131	26	4	1	126	83,4394904458599
22040	Azanuy-Alins	2015	184	149	129	20	3	2	124	86,5771812080537
22041	Azara	2007	191	173	150	23	0	1	149	86,7052023121387
22041	Azara	2011	200	173	146	27	2	3	141	84,393063583815
22041	Azara	2015	193	166	127	39	0	6	121	76,5060240963855
22042	Azlor	2007	144	130	103	27	2	5	96	79,2307692307692
22042	Azlor	2011	135	114	102	12	1	3	98	89,4736842105263
22042	Azlor	2015	137	116	94	22	1	1	92	81,0344827586207
22043	Baells	2007	125	117	92	25	3	2	87	78,6324786324786
22043	Baells	2011	120	107	77	30	1	2	74	71,9626168224299
22043	Baells	2015	113	93	70	23	0	0	70	75,2688172043011
22044	Bailo	2007	240	265	228	37	0	5	223	86,0377358490566
22044	Bailo	2011	296	278	229	49	0	12	217	82,3741007194245
22044	Bailo	2015	290	260	219	41	3	9	207	84,2307692307692
22045	Baldellou	2007	115	108	96	12	0	4	92	88,8888888888889
22045	Baldellou	2011	117	109	97	12	0	2	95	88,9908256880734
22045	Baldellou	2015	98	93	84	9	0	1	83	90,3225806451613
22046	Ballobar	2007	980	845	717	128	4	13	700	84,8520710059172
22046	Ballobar	2011	981	788	673	115	14	7	652	85,4060913705584
22046	Ballobar	2015	866	744	636	108	10	11	615	85,4838709677419
22047	Banastás	2007	239	193	162	31	0	7	155	83,9378238341969
22047	Banastás	2011	270	223	196	27	3	7	186	87,8923766816143
22047	Banastás	2015	303	248	196	52	2	5	189	79,0322580645161
22048	Barbastro	2007	15880	12092	8246	3846	61	171	8014	68,1938471716838
22048	Barbastro	2011	17080	12421	8470	3951	160	289	8021	68,1909669108767
22048	Barbastro	2015	17109	12628	8328	4300	105	162	8061	65,9486854608806
22049	Barbués	2007	115	101	86	15	1	1	84	85,1485148514851
22049	Barbués	2011	98	90	68	22	2	3	63	75,5555555555556
22049	Barbués	2015	92	80	62	18	1	6	55	77,5
22050	Barbuñales	2007	110	95	86	9	0	0	86	90,5263157894737
22050	Barbuñales	2011	109	101	94	7	0	0	94	93,0693069306931
22050	Barbuñales	2015	100	92	73	19	0	4	69	79,3478260869565
22051	Bárcabo	2007	104	113	99	14	0	1	98	87,6106194690265
22051	Bárcabo	2011	129	111	100	11	0	3	97	90,0900900900901
22051	Bárcabo	2015	117	102	89	13	0	1	88	87,2549019607843
22052	Belver de Cinca	2007	1340	1065	844	221	4	13	827	79,2488262910798
22052	Belver de Cinca	2011	1362	1008	788	220	12	24	752	78,1746031746032
22052	Belver de Cinca	2015	1346	956	744	212	10	13	721	77,8242677824268
22053	Benabarre	2007	1160	896	660	236	8	9	643	73,6607142857143
22053	Benabarre	2011	1177	861	599	262	11	19	569	69,5702671312427
22053	Benabarre	2015	1153	804	562	242	11	12	539	69,9004975124378
22054	Benasque	2007	2045	1568	962	606	9	40	913	61,3520408163265
22054	Benasque	2011	2219	1622	1066	556	16	31	1019	65,7213316892725
22054	Benasque	2015	2149	1564	1111	453	10	55	1046	71,0358056265985
22055	Berbegal	2007	465	378	345	33	6	6	333	91,2698412698413
22055	Berbegal	2011	441	344	315	29	1	8	306	91,5697674418605
22055	Berbegal	2015	391	328	283	45	9	5	269	86,280487804878
22057	Bielsa	2007	506	406	335	71	5	8	322	82,512315270936
22057	Bielsa	2011	511	378	324	54	2	10	312	85,7142857142857
22057	Bielsa	2015	496	374	278	96	6	4	268	74,331550802139
22058	Bierge	2007	239	195	152	43	1	12	139	77,9487179487179
22058	Bierge	2011	258	199	157	42	3	3	151	78,894472361809
22058	Bierge	2015	242	191	154	37	2	3	149	80,6282722513089
22059	Biescas	2007	1513	1170	901	269	7	24	870	77,008547008547
22059	Biescas	2011	1634	1163	876	287	20	31	825	75,3224419604471
22059	Biescas	2015	1535	1151	855	296	12	10	833	74,2832319721981
22060	Binaced	2007	1533	1252	1020	232	8	7	1005	81,4696485623003
22060	Binaced	2011	1494	1186	945	241	14	9	922	79,6795952782462
22060	Binaced	2015	1539	1170	902	268	10	14	878	77,0940170940171
22061	Binéfar	2007	9012	6637	4254	2383	40	89	4125	64,0952237456682
22061	Binéfar	2011	9407	6608	4521	2087	77	123	4321	68,4170702179177
22061	Binéfar	2015	9461	6702	4276	2426	61	80	4135	63,8018501939719
22062	Bisaurri	2007	247	217	154	63	0	2	152	70,9677419354839
22062	Bisaurri	2011	208	194	135	59	2	4	129	69,5876288659794
22062	Bisaurri	2015	179	166	110	56	1	3	106	66,2650602409639
22063	Biscarrués	2007	217	193	150	43	2	2	146	77,720207253886
22063	Biscarrués	2011	228	185	171	14	2	2	167	92,4324324324324
22063	Biscarrués	2015	209	179	136	43	0	2	134	75,9776536312849
22064	Blecua y Torres	2007	195	179	138	41	1	0	137	77,0949720670391
22064	Blecua y Torres	2011	208	182	158	24	1	10	147	86,8131868131868
22064	Blecua y Torres	2015	202	168	126	42	0	3	123	75
22066	Boltaña	2007	924	729	555	174	2	14	539	76,1316872427984
22066	Boltaña	2011	1051	704	551	153	9	13	529	78,2670454545455
22066	Boltaña	2015	1041	719	518	201	6	10	502	72,0445062586926
22067	Bonansa	2007	101	73	53	20	0	0	53	72,6027397260274
22067	Bonansa	2011	102	84	45	39	0	0	45	53,5714285714286
22067	Bonansa	2015	84	67	50	17	1	3	46	74,6268656716418
22068	Borau	2007	72	71	58	13	0	4	54	81,6901408450704
22068	Borau	2011	81	79	56	23	0	3	53	70,8860759493671
22068	Borau	2015	91	85	70	15	0	2	68	82,3529411764706
22069	Broto	2007	520	431	371	60	8	4	359	86,0788863109049
22069	Broto	2011	542	434	388	46	3	14	371	89,4009216589862
22069	Broto	2015	523	432	328	104	4	9	315	75,9259259259259
22072	Caldearenas	2007	244	226	156	70	0	9	147	69,0265486725664
22072	Caldearenas	2011	246	203	154	49	2	10	142	75,8620689655172
22072	Caldearenas	2015	208	190	141	49	5	3	133	74,2105263157895
22074	Campo	2007	287	316	263	53	0	6	257	83,2278481012658
22074	Campo	2011	355	309	251	58	5	7	239	81,2297734627832
22074	Campo	2015	459	319	224	95	2	10	212	70,2194357366771
22075	Camporrells	2007	217	189	141	48	0	0	141	74,6031746031746
22075	Camporrells	2011	193	156	115	41	2	10	103	73,7179487179487
22075	Camporrells	2015	148	129	95	34	3	3	89	73,6434108527132
22076	Canal de Berdún	2007	416	363	301	62	0	5	296	82,9201101928375
22076	Canal de Berdún	2011	396	329	263	66	2	4	257	79,9392097264438
22076	Canal de Berdún	2015	376	309	233	76	2	8	223	75,4045307443366
22077	Candasnos	2007	446	467	403	64	4	1	398	86,2955032119914
22077	Candasnos	2011	409	424	347	77	5	10	332	81,8396226415094
22077	Candasnos	2015	339	389	301	88	8	11	282	77,3778920308483
22078	Canfranc	2007	678	516	343	173	2	19	322	66,4728682170543
22078	Canfranc	2011	624	479	332	147	5	15	312	69,3110647181628
22078	Canfranc	2015	554	460	335	125	2	9	324	72,8260869565217
22079	Capdesaso	2007	161	147	102	45	3	1	98	69,3877551020408
22079	Capdesaso	2011	163	130	106	24	0	3	103	81,5384615384615
22079	Capdesaso	2015	170	122	88	34	7	1	80	72,1311475409836
22080	Capella	2007	404	308	258	50	1	3	254	83,7662337662338
22080	Capella	2011	366	290	248	42	3	7	238	85,5172413793103
22080	Capella	2015	361	280	240	40	1	10	229	85,7142857142857
22081	Casbas de Huesca	2007	293	285	217	68	1	3	213	76,140350877193
22081	Casbas de Huesca	2011	299	271	221	50	6	8	207	81,549815498155
22081	Casbas de Huesca	2015	295	256	213	43	7	4	202	83,203125
22082	Castejón del Puente	2007	433	360	314	46	1	11	302	87,2222222222222
22082	Castejón del Puente	2011	399	323	275	48	3	4	268	85,1393188854489
22082	Castejón del Puente	2015	349	303	240	63	1	4	235	79,2079207920792
22083	Castejón de Monegros	2007	655	578	509	69	5	3	501	88,0622837370242
22083	Castejón de Monegros	2011	661	536	468	68	8	7	453	87,3134328358209
22083	Castejón de Monegros	2015	574	476	416	60	9	3	404	87,3949579831933
22084	Castejón de Sos	2007	733	529	386	143	5	9	372	72,9678638941399
22084	Castejón de Sos	2011	788	522	407	115	12	15	380	77,9693486590038
22084	Castejón de Sos	2015	733	533	417	116	4	9	404	78,2363977485929
22085	Castelflorite	2007	131	125	106	19	0	0	106	84,8
22085	Castelflorite	2011	130	120	100	20	1	0	99	83,3333333333333
22085	Castelflorite	2015	123	110	94	16	0	2	92	85,4545454545455
22086	Castiello de Jaca	2007	230	203	158	45	0	2	156	77,8325123152709
22086	Castiello de Jaca	2011	256	211	152	59	3	8	141	72,0379146919431
22086	Castiello de Jaca	2015	243	216	141	75	1	2	138	65,2777777777778
22087	Castigaleu	2007	118	94	64	30	0	2	62	68,0851063829787
22087	Castigaleu	2011	119	87	58	29	1	2	55	66,6666666666667
22087	Castigaleu	2015	95	75	53	22	1	2	50	70,6666666666667
22088	Castillazuelo	2007	223	193	158	35	0	0	158	81,8652849740933
22088	Castillazuelo	2011	193	171	123	48	0	10	113	71,9298245614035
22088	Castillazuelo	2015	191	159	123	36	2	0	121	77,3584905660377
22089	Castillonroy	2007	391	343	293	50	0	4	289	85,4227405247813
22089	Castillonroy	2011	378	335	285	50	1	6	278	85,0746268656716
22089	Castillonroy	2015	336	314	274	40	0	12	262	87,2611464968153
22090	Colungo	2007	140	132	108	24	0	1	107	81,8181818181818
22090	Colungo	2011	147	117	92	25	0	4	88	78,6324786324786
22090	Colungo	2015	124	101	76	25	2	1	73	75,2475247524752
22094	Chalamera	2007	144	122	89	33	0	1	88	72,9508196721311
22094	Chalamera	2011	128	111	85	26	2	3	80	76,5765765765766
22094	Chalamera	2015	103	100	80	20	1	0	79	80
22095	Chía	2007	113	102	91	11	0	0	91	89,2156862745098
22095	Chía	2011	105	89	77	12	0	6	71	86,5168539325843
22095	Chía	2015	87	76	63	13	0	3	60	82,8947368421053
22096	Chimillas	2007	340	291	233	58	0	9	224	80,0687285223368
22096	Chimillas	2011	359	297	236	61	5	5	226	79,4612794612795
22096	Chimillas	2015	373	298	232	66	1	6	225	77,8523489932886
22099	Esplús	2007	704	590	452	138	0	7	445	76,6101694915254
22099	Esplús	2011	677	531	435	96	4	7	424	81,9209039548023
22099	Esplús	2015	646	490	361	129	6	14	341	73,6734693877551
22102	Estada	2007	231	196	166	30	2	4	160	84,6938775510204
22102	Estada	2011	236	197	165	32	5	3	157	83,756345177665
22102	Estada	2015	215	185	161	24	2	3	156	87,027027027027
22103	Estadilla	2007	877	724	615	109	0	13	602	84,9447513812155
22103	Estadilla	2011	860	700	572	128	4	14	554	81,7142857142857
22103	Estadilla	2015	822	683	545	138	4	10	531	79,7950219619327
22105	Estopiñán del Castillo	2007	199	154	140	14	1	3	136	90,9090909090909
22105	Estopiñán del Castillo	2011	177	139	114	25	1	2	111	82,0143884892086
22105	Estopiñán del Castillo	2015	136	122	104	18	1	2	101	85,2459016393443
22106	Fago	2007	35	26	17	9	0	0	17	65,3846153846154
22106	Fago	2011	26	25	18	7	0	1	17	72
22106	Fago	2015	24	25	14	11	0	1	13	56
22107	Fanlo	2007	170	175	145	30	2	0	143	82,8571428571429
22107	Fanlo	2011	138	136	128	8	6	0	122	94,1176470588235
22107	Fanlo	2015	118	115	98	17	1	0	97	85,2173913043478
22109	Fiscal	2007	300	250	215	35	1	2	212	86
22109	Fiscal	2011	317	244	232	12	2	5	225	95,0819672131148
22109	Fiscal	2015	369	266	220	46	1	6	213	82,7067669172932
22110	Fonz	2007	1040	877	703	174	6	8	689	80,1596351197263
22110	Fonz	2011	1035	835	656	179	4	16	636	78,562874251497
22110	Fonz	2015	960	761	556	205	8	10	538	73,0617608409987
22111	Foradada del Toscar	2007	212	202	182	20	0	3	179	90,0990099009901
22111	Foradada del Toscar	2011	215	185	163	22	1	6	156	88,1081081081081
22111	Foradada del Toscar	2015	192	157	136	21	1	3	132	86,6242038216561
22112	Fraga	2007	13191	9602	6317	3285	38	171	6108	65,7883774213705
22112	Fraga	2011	14539	9627	6276	3351	93	280	5903	65,1916484886257
22112	Fraga	2015	14926	9627	6282	3345	84	167	6031	65,2539732003739
22113	Fueva (La)	2007	621	509	411	98	1	8	402	80,7465618860511
22113	Fueva (La)	2011	619	503	396	107	9	8	379	78,727634194831
22113	Fueva (La)	2015	622	494	386	108	3	13	370	78,1376518218623
22114	Gistaín	2007	158	150	125	25	0	1	124	83,3333333333333
22114	Gistaín	2011	145	139	119	20	1	4	114	85,6115107913669
22114	Gistaín	2015	143	126	93	33	0	2	91	73,8095238095238
22115	Grado (El)	2007	497	445	364	81	3	2	359	81,7977528089888
22115	Grado (El)	2011	493	422	345	77	3	3	339	81,7535545023697
22115	Grado (El)	2015	435	377	278	99	3	6	269	73,7400530503979
22116	Grañén	2007	2009	1623	1224	399	5	23	1196	75,4158964879852
22116	Grañén	2011	1930	1571	1147	424	10	33	1104	73,0108211330363
22116	Grañén	2015	1902	1453	1020	433	14	27	979	70,1995870612526
22117	Graus	2007	3472	2697	2007	690	10	23	1974	74,4160177975528
22117	Graus	2011	3700	2594	1931	663	22	52	1857	74,4410177332305
22117	Graus	2015	3429	2509	1747	762	31	42	1674	69,6293343961738
22119	Gurrea de Gállego	2007	1745	1500	1124	376	6	25	1093	74,9333333333333
22119	Gurrea de Gállego	2011	1664	1431	1102	329	15	28	1059	77,0090845562544
22119	Gurrea de Gállego	2015	1575	1328	998	330	15	28	955	75,1506024096386
22122	Hoz de Jaca	2007	77	73	61	12	0	3	58	83,5616438356164
22122	Hoz de Jaca	2011	71	61	57	4	0	2	55	93,4426229508197
22122	Hoz de Jaca	2015	73	61	51	10	0	7	44	83,6065573770492
22124	Huerto	2007	258	235	195	40	0	2	193	82,9787234042553
22124	Huerto	2011	272	232	188	44	1	7	180	81,0344827586207
22124	Huerto	2015	242	208	140	68	2	1	137	67,3076923076923
22125	Huesca	2007	49312	37520	23170	14350	170	602	22398	61,7537313432836
22125	Huesca	2011	52347	38035	24401	13634	472	964	22965	64,154068621007
22125	Huesca	2015	52555	38764	24812	13952	388	616	23808	64,0078423279331
22126	Ibieca	2007	110	103	82	21	1	3	78	79,6116504854369
22126	Ibieca	2011	108	101	83	18	0	0	83	82,1782178217822
22126	Ibieca	2015	119	91	59	32	1	3	55	64,8351648351648
22127	Igriés	2007	456	381	295	86	1	9	285	77,4278215223097
22127	Igriés	2011	627	484	369	115	1	13	355	76,2396694214876
22127	Igriés	2015	700	497	345	152	0	2	343	69,4164989939638
22128	Ilche	2007	275	235	202	33	0	4	198	85,9574468085106
22128	Ilche	2011	246	206	181	25	4	4	173	87,8640776699029
22128	Ilche	2015	214	188	160	28	2	5	153	85,1063829787234
22129	Isábena	2007	302	202	180	22	4	2	174	89,1089108910891
22129	Isábena	2011	313	191	156	35	1	5	150	81,6753926701571
22129	Isábena	2015	288	184	144	40	2	9	133	78,2608695652174
22130	Jaca	2007	12736	9773	5899	3874	40	124	5735	60,3601759950885
22130	Jaca	2011	13374	10031	6590	3441	119	220	6251	65,6963413418403
22130	Jaca	2015	13121	10183	6439	3744	74	137	6228	63,2328390454679
22131	Jasa	2007	124	109	100	9	0	1	99	91,743119266055
22131	Jasa	2011	116	98	87	11	0	3	84	88,7755102040816
22131	Jasa	2015	111	90	74	16	0	1	73	82,2222222222222
22133	Labuerda	2007	169	140	122	18	1	3	118	87,1428571428571
22133	Labuerda	2011	167	124	104	20	1	8	95	83,8709677419355
22133	Labuerda	2015	155	120	99	21	2	3	94	82,5
22135	Laluenga	2007	244	214	169	45	0	7	162	78,9719626168224
22135	Laluenga	2011	220	198	163	35	1	4	158	82,3232323232323
22135	Laluenga	2015	216	191	132	59	6	2	124	69,1099476439791
22136	Lalueza	2007	1136	981	745	236	7	12	726	75,9429153924567
22136	Lalueza	2011	1101	922	684	238	8	27	649	74,1865509761388
22136	Lalueza	2015	1024	837	598	239	14	9	575	71,4456391875747
22137	Lanaja	2007	1457	1278	970	308	10	25	935	75,8998435054773
22137	Lanaja	2011	1417	1172	897	275	6	22	869	76,5358361774744
22137	Lanaja	2015	1324	1088	700	388	3	6	691	64,3382352941176
22139	Laperdiguera	2007	101	91	77	14	0	4	73	84,6153846153846
22139	Laperdiguera	2011	102	86	78	8	1	5	72	90,6976744186047
22139	Laperdiguera	2015	94	85	68	17	1	3	64	80
22141	Lascellas-Ponzano	2007	162	146	113	33	0	8	105	77,3972602739726
22141	Lascellas-Ponzano	2011	154	130	100	30	0	3	97	76,9230769230769
22141	Lascellas-Ponzano	2015	146	121	96	25	2	1	93	79,3388429752066
22142	Lascuarre	2007	147	121	97	24	1	0	96	80,1652892561983
22142	Lascuarre	2011	157	117	94	23	0	2	92	80,3418803418803
22142	Lascuarre	2015	136	99	83	16	5	2	76	83,8383838383838
22143	Laspaúles	2007	281	251	206	45	0	4	202	82,0717131474104
22143	Laspaúles	2011	297	243	194	49	0	6	188	79,8353909465021
22143	Laspaúles	2015	304	218	170	48	6	3	161	77,9816513761468
22144	Laspuña	2007	298	274	242	32	2	4	236	88,3211678832117
22144	Laspuña	2011	289	262	238	24	3	3	232	90,8396946564885
22144	Laspuña	2015	298	256	226	30	0	5	221	88,28125
22149	Loarre	2007	392	346	287	59	4	4	279	82,9479768786127
22149	Loarre	2011	371	324	268	56	2	10	256	82,716049382716
22149	Loarre	2015	338	305	247	58	4	8	235	80,983606557377
22150	Loporzano	2007	520	475	362	113	0	11	351	76,2105263157895
22150	Loporzano	2011	540	495	347	148	5	12	330	70,1010101010101
22150	Loporzano	2015	535	475	340	135	6	11	323	71,5789473684211
22151	Loscorrales	2007	114	106	83	23	2	1	80	78,3018867924528
22151	Loscorrales	2011	108	98	78	20	0	2	76	79,5918367346939
22151	Loscorrales	2015	107	98	75	23	1	2	72	76,530612244898
22155	Monesma y Cajigar	2007	111	95	75	20	0	2	73	78,9473684210526
22155	Monesma y Cajigar	2011	106	90	81	9	0	3	78	90
22155	Monesma y Cajigar	2015	88	79	70	9	0	1	69	88,6075949367089
22156	Monflorite-Lascasas	2007	240	212	193	19	0	3	190	91,0377358490566
22156	Monflorite-Lascasas	2011	312	249	214	35	3	4	207	85,9437751004016
22156	Monflorite-Lascasas	2015	295	254	201	53	1	5	195	79,1338582677165
22157	Montanuy	2007	311	279	244	35	0	4	240	87,4551971326165
22157	Montanuy	2011	285	259	219	40	1	7	211	84,5559845559846
22157	Montanuy	2015	237	195	159	36	0	4	155	81,5384615384615
22158	Monzón	2007	16200	11991	8075	3916	70	161	7844	67,3421732966391
22158	Monzón	2011	17115	12000	7941	4059	104	251	7586	66,175
22158	Monzón	2015	17176	12059	7848	4211	96	88	7664	65,0800232191724
22160	Naval	2007	296	245	173	72	0	4	169	70,6122448979592
22160	Naval	2011	265	220	176	44	5	5	166	80
22160	Naval	2015	256	206	167	39	2	3	162	81,0679611650485
22162	Novales	2007	179	156	127	29	0	1	126	81,4102564102564
22162	Novales	2011	181	137	104	33	1	4	99	75,9124087591241
22162	Novales	2015	176	132	105	27	2	1	102	79,5454545454545
22163	Nueno	2007	492	429	349	80	0	14	335	81,3519813519814
22163	Nueno	2011	557	430	358	72	2	8	348	83,2558139534884
22163	Nueno	2015	558	423	319	104	6	8	305	75,4137115839243
22164	Olvena	2007	65	70	54	16	0	0	54	77,1428571428571
22164	Olvena	2011	58	46	41	5	0	0	41	89,1304347826087
22164	Olvena	2015	57	37	27	10	0	1	26	72,972972972973
22165	Ontiñena	2007	608	533	483	50	4	8	471	90,6191369606004
22165	Ontiñena	2011	586	522	479	43	7	9	463	91,7624521072797
22165	Ontiñena	2015	570	495	420	75	3	9	408	84,8484848484848
22167	Osso de Cinca	2007	749	534	456	78	4	14	438	85,3932584269663
22167	Osso de Cinca	2011	735	515	442	73	9	13	420	85,8252427184466
22167	Osso de Cinca	2015	771	499	429	70	9	20	400	85,9719438877756
22168	Palo	2007	38	26	22	4	0	0	22	84,6153846153846
22168	Palo	2011	24	23	17	6	0	0	17	73,9130434782609
22168	Palo	2015	22	22	18	4	0	1	17	81,8181818181818
22170	Panticosa	2007	740	609	501	108	1	22	478	82,2660098522167
22170	Panticosa	2011	819	628	520	108	6	4	510	82,8025477707006
22170	Panticosa	2015	757	638	482	156	5	15	462	75,5485893416928
22172	Peñalba	2007	756	635	556	79	6	9	541	87,5590551181102
22172	Peñalba	2011	761	612	515	97	8	10	497	84,1503267973856
22172	Peñalba	2015	691	567	469	98	6	17	446	82,716049382716
22173	Peñas de Riglos (Las)	2007	295	279	197	82	2	1	194	70,6093189964158
22173	Peñas de Riglos (Las)	2011	268	243	182	61	3	9	170	74,8971193415638
22173	Peñas de Riglos (Las)	2015	267	238	168	70	0	4	164	70,5882352941176
22174	Peralta de Alcofea	2007	654	566	471	95	2	8	461	83,2155477031802
22174	Peralta de Alcofea	2011	618	524	441	83	2	10	429	84,1603053435115
22174	Peralta de Alcofea	2015	582	492	407	85	4	8	395	82,7235772357724
22175	Peralta de Calasanz	2007	261	239	203	36	1	3	199	84,9372384937238
