Mes y año	Mes (código)	Mes nombre	Año	Provincia código	Provincia nombre	Sexo	Número de contratos	Número trabajadores (CC)
Agosto 2020	202008	Agosto	2020	50	Zaragoza	Hombres	1800	04 De 50 a 99 trabajadores
Agosto 2020	202008	Agosto	2020	50	Zaragoza	Mujeres	1579	04 De 50 a 99 trabajadores
Agosto 2020	202008	Agosto	2020	50	Zaragoza	Hombres	2152	05 De 100 a 199 trabajadores
Agosto 2020	202008	Agosto	2020	50	Zaragoza	Mujeres	1866	05 De 100 a 199 trabajadores
Agosto 2020	202008	Agosto	2020	50	Zaragoza	Hombres	1385	06 De 200 a 499 trabajadores
Agosto 2020	202008	Agosto	2020	50	Zaragoza	Mujeres	2113	06 De 200 a 499 trabajadores
Agosto 2020	202008	Agosto	2020	50	Zaragoza	Hombres	1462	07 De 500 a 999 trabajadores
Agosto 2020	202008	Agosto	2020	50	Zaragoza	Mujeres	1322	07 De 500 a 999 trabajadores
Agosto 2020	202008	Agosto	2020	50	Zaragoza	Hombres	536	08 De 1.000 a 4.999 trabajadores
Agosto 2020	202008	Agosto	2020	50	Zaragoza	Mujeres	350	08 De 1.000 a 4.999 trabajadores
Agosto 2020	202008	Agosto	2020	50	Zaragoza	Hombres	9	09 De 5.000 o más trabajadores
Agosto 2020	202008	Agosto	2020	50	Zaragoza	Mujeres	2	09 De 5.000 o más trabajadores
Agosto 2020	202008	Agosto	2020	50	Zaragoza	Hombres	165	99 No consta
Agosto 2020	202008	Agosto	2020	50	Zaragoza	Mujeres	150	99 No consta
Julio 2020	202007	Julio	2020	22	Huesca	Hombres	2342	01 De 1 a 9 trabajadores
Julio 2020	202007	Julio	2020	22	Huesca	Mujeres	1619	01 De 1 a 9 trabajadores
Julio 2020	202007	Julio	2020	22	Huesca	Hombres	875	02 De 10 a 19 trabajadores
Julio 2020	202007	Julio	2020	22	Huesca	Mujeres	456	02 De 10 a 19 trabajadores
Julio 2020	202007	Julio	2020	22	Huesca	Hombres	955	03 De 20 a 49 trabajadores
Julio 2020	202007	Julio	2020	22	Huesca	Mujeres	720	03 De 20 a 49 trabajadores
Julio 2020	202007	Julio	2020	22	Huesca	Hombres	562	04 De 50 a 99 trabajadores
Julio 2020	202007	Julio	2020	22	Huesca	Mujeres	551	04 De 50 a 99 trabajadores
Julio 2020	202007	Julio	2020	22	Huesca	Hombres	462	05 De 100 a 199 trabajadores
Julio 2020	202007	Julio	2020	22	Huesca	Mujeres	508	05 De 100 a 199 trabajadores
Julio 2020	202007	Julio	2020	22	Huesca	Hombres	337	06 De 200 a 499 trabajadores
Julio 2020	202007	Julio	2020	22	Huesca	Mujeres	377	06 De 200 a 499 trabajadores
Julio 2020	202007	Julio	2020	22	Huesca	Hombres	98	07 De 500 a 999 trabajadores
Julio 2020	202007	Julio	2020	22	Huesca	Mujeres	78	07 De 500 a 999 trabajadores
Julio 2020	202007	Julio	2020	22	Huesca	Hombres	119	08 De 1.000 a 4.999 trabajadores
Julio 2020	202007	Julio	2020	22	Huesca	Mujeres	31	08 De 1.000 a 4.999 trabajadores
Julio 2020	202007	Julio	2020	22	Huesca	Hombres	37	99 No consta
Julio 2020	202007	Julio	2020	22	Huesca	Mujeres	39	99 No consta
Julio 2020	202007	Julio	2020	44	Teruel	Hombres	883	01 De 1 a 9 trabajadores
Julio 2020	202007	Julio	2020	44	Teruel	Mujeres	732	01 De 1 a 9 trabajadores
Julio 2020	202007	Julio	2020	44	Teruel	Hombres	345	02 De 10 a 19 trabajadores
Julio 2020	202007	Julio	2020	44	Teruel	Mujeres	243	02 De 10 a 19 trabajadores
Julio 2020	202007	Julio	2020	44	Teruel	Hombres	342	03 De 20 a 49 trabajadores
Julio 2020	202007	Julio	2020	44	Teruel	Mujeres	293	03 De 20 a 49 trabajadores
Julio 2020	202007	Julio	2020	44	Teruel	Hombres	230	04 De 50 a 99 trabajadores
Julio 2020	202007	Julio	2020	44	Teruel	Mujeres	194	04 De 50 a 99 trabajadores
Julio 2020	202007	Julio	2020	44	Teruel	Hombres	178	05 De 100 a 199 trabajadores
Julio 2020	202007	Julio	2020	44	Teruel	Mujeres	233	05 De 100 a 199 trabajadores
Julio 2020	202007	Julio	2020	44	Teruel	Hombres	128	06 De 200 a 499 trabajadores
Julio 2020	202007	Julio	2020	44	Teruel	Mujeres	134	06 De 200 a 499 trabajadores
Julio 2020	202007	Julio	2020	44	Teruel	Hombres	315	07 De 500 a 999 trabajadores
Julio 2020	202007	Julio	2020	44	Teruel	Mujeres	76	07 De 500 a 999 trabajadores
Julio 2020	202007	Julio	2020	44	Teruel	Hombres	2	08 De 1.000 a 4.999 trabajadores
Julio 2020	202007	Julio	2020	44	Teruel	Hombres	29	99 No consta
Julio 2020	202007	Julio	2020	44	Teruel	Mujeres	30	99 No consta
Julio 2020	202007	Julio	2020	50	Zaragoza	Hombres	4469	01 De 1 a 9 trabajadores
Julio 2020	202007	Julio	2020	50	Zaragoza	Mujeres	3063	01 De 1 a 9 trabajadores
Julio 2020	202007	Julio	2020	50	Zaragoza	Hombres	2186	02 De 10 a 19 trabajadores
Julio 2020	202007	Julio	2020	50	Zaragoza	Mujeres	1192	02 De 10 a 19 trabajadores
Julio 2020	202007	Julio	2020	50	Zaragoza	Hombres	2855	03 De 20 a 49 trabajadores
Julio 2020	202007	Julio	2020	50	Zaragoza	Mujeres	1720	03 De 20 a 49 trabajadores
Julio 2020	202007	Julio	2020	50	Zaragoza	Hombres	2306	04 De 50 a 99 trabajadores
Julio 2020	202007	Julio	2020	50	Zaragoza	Mujeres	1727	04 De 50 a 99 trabajadores
Julio 2020	202007	Julio	2020	50	Zaragoza	Hombres	2435	05 De 100 a 199 trabajadores
Julio 2020	202007	Julio	2020	50	Zaragoza	Mujeres	2113	05 De 100 a 199 trabajadores
Julio 2020	202007	Julio	2020	50	Zaragoza	Hombres	2007	06 De 200 a 499 trabajadores
Julio 2020	202007	Julio	2020	50	Zaragoza	Mujeres	2423	06 De 200 a 499 trabajadores
Julio 2020	202007	Julio	2020	50	Zaragoza	Hombres	903	07 De 500 a 999 trabajadores
Julio 2020	202007	Julio	2020	50	Zaragoza	Mujeres	748	07 De 500 a 999 trabajadores
Julio 2020	202007	Julio	2020	50	Zaragoza	Hombres	1050	08 De 1.000 a 4.999 trabajadores
Julio 2020	202007	Julio	2020	50	Zaragoza	Mujeres	877	08 De 1.000 a 4.999 trabajadores
Julio 2020	202007	Julio	2020	50	Zaragoza	Hombres	12	09 De 5.000 o más trabajadores
Julio 2020	202007	Julio	2020	50	Zaragoza	Mujeres	3	09 De 5.000 o más trabajadores
Julio 2020	202007	Julio	2020	50	Zaragoza	Hombres	347	99 No consta
Julio 2020	202007	Julio	2020	50	Zaragoza	Mujeres	203	99 No consta
Junio 2020	202006	Junio	2020	22	Huesca	Hombres	1695	01 De 1 a 9 trabajadores
Junio 2020	202006	Junio	2020	22	Huesca	Mujeres	858	01 De 1 a 9 trabajadores
Junio 2020	202006	Junio	2020	22	Huesca	Hombres	701	02 De 10 a 19 trabajadores
Junio 2020	202006	Junio	2020	22	Huesca	Mujeres	275	02 De 10 a 19 trabajadores
Junio 2020	202006	Junio	2020	22	Huesca	Hombres	748	03 De 20 a 49 trabajadores
Junio 2020	202006	Junio	2020	22	Huesca	Mujeres	565	03 De 20 a 49 trabajadores
Junio 2020	202006	Junio	2020	22	Huesca	Hombres	548	04 De 50 a 99 trabajadores
Junio 2020	202006	Junio	2020	22	Huesca	Mujeres	467	04 De 50 a 99 trabajadores
Junio 2020	202006	Junio	2020	22	Huesca	Hombres	499	05 De 100 a 199 trabajadores
Junio 2020	202006	Junio	2020	22	Huesca	Mujeres	420	05 De 100 a 199 trabajadores
Junio 2020	202006	Junio	2020	22	Huesca	Hombres	409	06 De 200 a 499 trabajadores
Junio 2020	202006	Junio	2020	22	Huesca	Mujeres	414	06 De 200 a 499 trabajadores
Junio 2020	202006	Junio	2020	22	Huesca	Hombres	62	07 De 500 a 999 trabajadores
Junio 2020	202006	Junio	2020	22	Huesca	Mujeres	59	07 De 500 a 999 trabajadores
Junio 2020	202006	Junio	2020	22	Huesca	Hombres	132	08 De 1.000 a 4.999 trabajadores
Junio 2020	202006	Junio	2020	22	Huesca	Mujeres	50	08 De 1.000 a 4.999 trabajadores
Junio 2020	202006	Junio	2020	22	Huesca	Hombres	43	99 No consta
Junio 2020	202006	Junio	2020	22	Huesca	Mujeres	39	99 No consta
Junio 2020	202006	Junio	2020	44	Teruel	Hombres	676	01 De 1 a 9 trabajadores
Junio 2020	202006	Junio	2020	44	Teruel	Mujeres	418	01 De 1 a 9 trabajadores
Junio 2020	202006	Junio	2020	44	Teruel	Hombres	207	02 De 10 a 19 trabajadores
Junio 2020	202006	Junio	2020	44	Teruel	Mujeres	73	02 De 10 a 19 trabajadores
Junio 2020	202006	Junio	2020	44	Teruel	Hombres	276	03 De 20 a 49 trabajadores
Junio 2020	202006	Junio	2020	44	Teruel	Mujeres	213	03 De 20 a 49 trabajadores
Junio 2020	202006	Junio	2020	44	Teruel	Hombres	71	04 De 50 a 99 trabajadores
Junio 2020	202006	Junio	2020	44	Teruel	Mujeres	121	04 De 50 a 99 trabajadores
Junio 2020	202006	Junio	2020	44	Teruel	Hombres	88	05 De 100 a 199 trabajadores
Junio 2020	202006	Junio	2020	44	Teruel	Mujeres	79	05 De 100 a 199 trabajadores
Junio 2020	202006	Junio	2020	44	Teruel	Hombres	75	06 De 200 a 499 trabajadores
Junio 2020	202006	Junio	2020	44	Teruel	Mujeres	123	06 De 200 a 499 trabajadores
Junio 2020	202006	Junio	2020	44	Teruel	Hombres	3	07 De 500 a 999 trabajadores
Junio 2020	202006	Junio	2020	44	Teruel	Mujeres	2	07 De 500 a 999 trabajadores
Junio 2020	202006	Junio	2020	44	Teruel	Hombres	4	08 De 1.000 a 4.999 trabajadores
Junio 2020	202006	Junio	2020	44	Teruel	Mujeres	2	08 De 1.000 a 4.999 trabajadores
Junio 2020	202006	Junio	2020	44	Teruel	Hombres	13	99 No consta
Junio 2020	202006	Junio	2020	44	Teruel	Mujeres	9	99 No consta
Junio 2020	202006	Junio	2020	50	Zaragoza	Hombres	4215	01 De 1 a 9 trabajadores
Junio 2020	202006	Junio	2020	50	Zaragoza	Mujeres	2775	01 De 1 a 9 trabajadores
Junio 2020	202006	Junio	2020	50	Zaragoza	Hombres	1926	02 De 10 a 19 trabajadores
Junio 2020	202006	Junio	2020	50	Zaragoza	Mujeres	981	02 De 10 a 19 trabajadores
Junio 2020	202006	Junio	2020	50	Zaragoza	Hombres	2801	03 De 20 a 49 trabajadores
Junio 2020	202006	Junio	2020	50	Zaragoza	Mujeres	1574	03 De 20 a 49 trabajadores
Junio 2020	202006	Junio	2020	50	Zaragoza	Hombres	2103	04 De 50 a 99 trabajadores
Junio 2020	202006	Junio	2020	50	Zaragoza	Mujeres	1407	04 De 50 a 99 trabajadores
Junio 2020	202006	Junio	2020	50	Zaragoza	Hombres	1921	05 De 100 a 199 trabajadores
Junio 2020	202006	Junio	2020	50	Zaragoza	Mujeres	1518	05 De 100 a 199 trabajadores
Junio 2020	202006	Junio	2020	50	Zaragoza	Hombres	1500	06 De 200 a 499 trabajadores
Junio 2020	202006	Junio	2020	50	Zaragoza	Mujeres	1728	06 De 200 a 499 trabajadores
Junio 2020	202006	Junio	2020	50	Zaragoza	Hombres	1448	07 De 500 a 999 trabajadores
Junio 2020	202006	Junio	2020	50	Zaragoza	Mujeres	933	07 De 500 a 999 trabajadores
Junio 2020	202006	Junio	2020	50	Zaragoza	Hombres	627	08 De 1.000 a 4.999 trabajadores
Junio 2020	202006	Junio	2020	50	Zaragoza	Mujeres	409	08 De 1.000 a 4.999 trabajadores
Junio 2020	202006	Junio	2020	50	Zaragoza	Hombres	12	09 De 5.000 o más trabajadores
Junio 2020	202006	Junio	2020	50	Zaragoza	Mujeres	4	09 De 5.000 o más trabajadores
Junio 2020	202006	Junio	2020	50	Zaragoza	Hombres	366	99 No consta
Junio 2020	202006	Junio	2020	50	Zaragoza	Mujeres	188	99 No consta
Mayo 2020	202005	Mayo	2020	22	Huesca	Hombres	1668	01 De 1 a 9 trabajadores
Mayo 2020	202005	Mayo	2020	22	Huesca	Mujeres	522	01 De 1 a 9 trabajadores
Mayo 2020	202005	Mayo	2020	22	Huesca	Hombres	635	02 De 10 a 19 trabajadores
Mayo 2020	202005	Mayo	2020	22	Huesca	Mujeres	218	02 De 10 a 19 trabajadores
Mayo 2020	202005	Mayo	2020	22	Huesca	Hombres	793	03 De 20 a 49 trabajadores
Mayo 2020	202005	Mayo	2020	22	Huesca	Mujeres	508	03 De 20 a 49 trabajadores
Mayo 2020	202005	Mayo	2020	22	Huesca	Hombres	639	04 De 50 a 99 trabajadores
Mayo 2020	202005	Mayo	2020	22	Huesca	Mujeres	292	04 De 50 a 99 trabajadores
Mayo 2020	202005	Mayo	2020	22	Huesca	Hombres	520	05 De 100 a 199 trabajadores
Mayo 2020	202005	Mayo	2020	22	Huesca	Mujeres	211	05 De 100 a 199 trabajadores
Mayo 2020	202005	Mayo	2020	22	Huesca	Hombres	234	06 De 200 a 499 trabajadores
Mayo 2020	202005	Mayo	2020	22	Huesca	Mujeres	179	06 De 200 a 499 trabajadores
Mayo 2020	202005	Mayo	2020	22	Huesca	Hombres	98	07 De 500 a 999 trabajadores
Mayo 2020	202005	Mayo	2020	22	Huesca	Mujeres	94	07 De 500 a 999 trabajadores
Mayo 2020	202005	Mayo	2020	22	Huesca	Hombres	73	08 De 1.000 a 4.999 trabajadores
Mayo 2020	202005	Mayo	2020	22	Huesca	Mujeres	35	08 De 1.000 a 4.999 trabajadores
Mayo 2020	202005	Mayo	2020	22	Huesca	Hombres	38	99 No consta
Mayo 2020	202005	Mayo	2020	22	Huesca	Mujeres	22	99 No consta
Mayo 2020	202005	Mayo	2020	44	Teruel	Hombres	633	01 De 1 a 9 trabajadores
Mayo 2020	202005	Mayo	2020	44	Teruel	Mujeres	259	01 De 1 a 9 trabajadores
Mayo 2020	202005	Mayo	2020	44	Teruel	Hombres	192	02 De 10 a 19 trabajadores
Mayo 2020	202005	Mayo	2020	44	Teruel	Mujeres	87	02 De 10 a 19 trabajadores
Mayo 2020	202005	Mayo	2020	44	Teruel	Hombres	195	03 De 20 a 49 trabajadores
Mayo 2020	202005	Mayo	2020	44	Teruel	Mujeres	142	03 De 20 a 49 trabajadores
Mayo 2020	202005	Mayo	2020	44	Teruel	Hombres	121	04 De 50 a 99 trabajadores
Mayo 2020	202005	Mayo	2020	44	Teruel	Mujeres	75	04 De 50 a 99 trabajadores
Mayo 2020	202005	Mayo	2020	44	Teruel	Hombres	137	05 De 100 a 199 trabajadores
Mayo 2020	202005	Mayo	2020	44	Teruel	Mujeres	96	05 De 100 a 199 trabajadores
Mayo 2020	202005	Mayo	2020	44	Teruel	Hombres	51	06 De 200 a 499 trabajadores
Mayo 2020	202005	Mayo	2020	44	Teruel	Mujeres	63	06 De 200 a 499 trabajadores
Mayo 2020	202005	Mayo	2020	44	Teruel	Mujeres	2	07 De 500 a 999 trabajadores
Mayo 2020	202005	Mayo	2020	44	Teruel	Hombres	1	08 De 1.000 a 4.999 trabajadores
Mayo 2020	202005	Mayo	2020	44	Teruel	Mujeres	2	08 De 1.000 a 4.999 trabajadores
Mayo 2020	202005	Mayo	2020	44	Teruel	Hombres	72	99 No consta
Mayo 2020	202005	Mayo	2020	44	Teruel	Mujeres	12	99 No consta
Mayo 2020	202005	Mayo	2020	50	Zaragoza	Hombres	2939	01 De 1 a 9 trabajadores
Mayo 2020	202005	Mayo	2020	50	Zaragoza	Mujeres	1614	01 De 1 a 9 trabajadores
Mayo 2020	202005	Mayo	2020	50	Zaragoza	Hombres	1637	02 De 10 a 19 trabajadores
Mayo 2020	202005	Mayo	2020	50	Zaragoza	Mujeres	820	02 De 10 a 19 trabajadores
Mayo 2020	202005	Mayo	2020	50	Zaragoza	Hombres	2269	03 De 20 a 49 trabajadores
Mayo 2020	202005	Mayo	2020	50	Zaragoza	Mujeres	1208	03 De 20 a 49 trabajadores
Mayo 2020	202005	Mayo	2020	50	Zaragoza	Hombres	1602	04 De 50 a 99 trabajadores
Mayo 2020	202005	Mayo	2020	50	Zaragoza	Mujeres	1138	04 De 50 a 99 trabajadores
Mayo 2020	202005	Mayo	2020	50	Zaragoza	Hombres	1428	05 De 100 a 199 trabajadores
Mayo 2020	202005	Mayo	2020	50	Zaragoza	Mujeres	804	05 De 100 a 199 trabajadores
Mayo 2020	202005	Mayo	2020	50	Zaragoza	Hombres	1335	06 De 200 a 499 trabajadores
Mayo 2020	202005	Mayo	2020	50	Zaragoza	Mujeres	1423	06 De 200 a 499 trabajadores
Mayo 2020	202005	Mayo	2020	50	Zaragoza	Hombres	868	07 De 500 a 999 trabajadores
Mayo 2020	202005	Mayo	2020	50	Zaragoza	Mujeres	704	07 De 500 a 999 trabajadores
Mayo 2020	202005	Mayo	2020	50	Zaragoza	Hombres	553	08 De 1.000 a 4.999 trabajadores
Mayo 2020	202005	Mayo	2020	50	Zaragoza	Mujeres	453	08 De 1.000 a 4.999 trabajadores
Mayo 2020	202005	Mayo	2020	50	Zaragoza	Hombres	17	09 De 5.000 o más trabajadores
Mayo 2020	202005	Mayo	2020	50	Zaragoza	Mujeres	2	09 De 5.000 o más trabajadores
Mayo 2020	202005	Mayo	2020	50	Zaragoza	Hombres	151	99 No consta
Mayo 2020	202005	Mayo	2020	50	Zaragoza	Mujeres	151	99 No consta
Abril 2020	202004	Abril	2020	22	Huesca	Hombres	1069	01 De 1 a 9 trabajadores
Abril 2020	202004	Abril	2020	22	Huesca	Mujeres	281	01 De 1 a 9 trabajadores
Abril 2020	202004	Abril	2020	22	Huesca	Hombres	416	02 De 10 a 19 trabajadores
Abril 2020	202004	Abril	2020	22	Huesca	Mujeres	120	02 De 10 a 19 trabajadores
Abril 2020	202004	Abril	2020	22	Huesca	Hombres	503	03 De 20 a 49 trabajadores
Abril 2020	202004	Abril	2020	22	Huesca	Mujeres	333	03 De 20 a 49 trabajadores
Abril 2020	202004	Abril	2020	22	Huesca	Hombres	279	04 De 50 a 99 trabajadores
Abril 2020	202004	Abril	2020	22	Huesca	Mujeres	201	04 De 50 a 99 trabajadores
Abril 2020	202004	Abril	2020	22	Huesca	Hombres	167	05 De 100 a 199 trabajadores
Abril 2020	202004	Abril	2020	22	Huesca	Mujeres	182	05 De 100 a 199 trabajadores
Abril 2020	202004	Abril	2020	22	Huesca	Hombres	57	06 De 200 a 499 trabajadores
Abril 2020	202004	Abril	2020	22	Huesca	Mujeres	98	06 De 200 a 499 trabajadores
Abril 2020	202004	Abril	2020	22	Huesca	Hombres	60	07 De 500 a 999 trabajadores
Abril 2020	202004	Abril	2020	22	Huesca	Mujeres	70	07 De 500 a 999 trabajadores
Abril 2020	202004	Abril	2020	22	Huesca	Hombres	94	08 De 1.000 a 4.999 trabajadores
Abril 2020	202004	Abril	2020	22	Huesca	Mujeres	36	08 De 1.000 a 4.999 trabajadores
Abril 2020	202004	Abril	2020	22	Huesca	Hombres	19	99 No consta
Abril 2020	202004	Abril	2020	22	Huesca	Mujeres	16	99 No consta
Abril 2020	202004	Abril	2020	44	Teruel	Hombres	281	01 De 1 a 9 trabajadores
Abril 2020	202004	Abril	2020	44	Teruel	Mujeres	129	01 De 1 a 9 trabajadores
Abril 2020	202004	Abril	2020	44	Teruel	Hombres	83	02 De 10 a 19 trabajadores
Abril 2020	202004	Abril	2020	44	Teruel	Mujeres	80	02 De 10 a 19 trabajadores
Abril 2020	202004	Abril	2020	44	Teruel	Hombres	82	03 De 20 a 49 trabajadores
Abril 2020	202004	Abril	2020	44	Teruel	Mujeres	107	03 De 20 a 49 trabajadores
Abril 2020	202004	Abril	2020	44	Teruel	Hombres	46	04 De 50 a 99 trabajadores
Abril 2020	202004	Abril	2020	44	Teruel	Mujeres	54	04 De 50 a 99 trabajadores
Abril 2020	202004	Abril	2020	44	Teruel	Hombres	75	05 De 100 a 199 trabajadores
Abril 2020	202004	Abril	2020	44	Teruel	Mujeres	153	05 De 100 a 199 trabajadores
Abril 2020	202004	Abril	2020	44	Teruel	Hombres	33	06 De 200 a 499 trabajadores
Abril 2020	202004	Abril	2020	44	Teruel	Mujeres	62	06 De 200 a 499 trabajadores
Abril 2020	202004	Abril	2020	44	Teruel	Hombres	3	07 De 500 a 999 trabajadores
Abril 2020	202004	Abril	2020	44	Teruel	Mujeres	4	07 De 500 a 999 trabajadores
Abril 2020	202004	Abril	2020	44	Teruel	Hombres	2	08 De 1.000 a 4.999 trabajadores
Abril 2020	202004	Abril	2020	44	Teruel	Hombres	7	99 No consta
Abril 2020	202004	Abril	2020	44	Teruel	Mujeres	5	99 No consta
Abril 2020	202004	Abril	2020	50	Zaragoza	Hombres	2411	01 De 1 a 9 trabajadores
Abril 2020	202004	Abril	2020	50	Zaragoza	Mujeres	939	01 De 1 a 9 trabajadores
Abril 2020	202004	Abril	2020	50	Zaragoza	Hombres	977	02 De 10 a 19 trabajadores
Abril 2020	202004	Abril	2020	50	Zaragoza	Mujeres	459	02 De 10 a 19 trabajadores
Abril 2020	202004	Abril	2020	50	Zaragoza	Hombres	1131	03 De 20 a 49 trabajadores
Abril 2020	202004	Abril	2020	50	Zaragoza	Mujeres	626	03 De 20 a 49 trabajadores
Abril 2020	202004	Abril	2020	50	Zaragoza	Hombres	884	04 De 50 a 99 trabajadores
Abril 2020	202004	Abril	2020	50	Zaragoza	Mujeres	603	04 De 50 a 99 trabajadores
Abril 2020	202004	Abril	2020	50	Zaragoza	Hombres	1057	05 De 100 a 199 trabajadores
Abril 2020	202004	Abril	2020	50	Zaragoza	Mujeres	828	05 De 100 a 199 trabajadores
Abril 2020	202004	Abril	2020	50	Zaragoza	Hombres	1073	06 De 200 a 499 trabajadores
Abril 2020	202004	Abril	2020	50	Zaragoza	Mujeres	1191	06 De 200 a 499 trabajadores
Abril 2020	202004	Abril	2020	50	Zaragoza	Hombres	330	07 De 500 a 999 trabajadores
Abril 2020	202004	Abril	2020	50	Zaragoza	Mujeres	454	07 De 500 a 999 trabajadores
Abril 2020	202004	Abril	2020	50	Zaragoza	Hombres	341	08 De 1.000 a 4.999 trabajadores
Abril 2020	202004	Abril	2020	50	Zaragoza	Mujeres	274	08 De 1.000 a 4.999 trabajadores
Abril 2020	202004	Abril	2020	50	Zaragoza	Hombres	15	09 De 5.000 o más trabajadores
Abril 2020	202004	Abril	2020	50	Zaragoza	Mujeres	7	09 De 5.000 o más trabajadores
Abril 2020	202004	Abril	2020	50	Zaragoza	Hombres	93	99 No consta
Abril 2020	202004	Abril	2020	50	Zaragoza	Mujeres	70	99 No consta
Marzo 2020	202003	Marzo	2020	22	Huesca	Hombres	1040	01 De 1 a 9 trabajadores
Marzo 2020	202003	Marzo	2020	22	Huesca	Mujeres	678	01 De 1 a 9 trabajadores
Marzo 2020	202003	Marzo	2020	22	Huesca	Hombres	371	02 De 10 a 19 trabajadores
Marzo 2020	202003	Marzo	2020	22	Huesca	Mujeres	234	02 De 10 a 19 trabajadores
Marzo 2020	202003	Marzo	2020	22	Huesca	Hombres	549	03 De 20 a 49 trabajadores
Marzo 2020	202003	Marzo	2020	22	Huesca	Mujeres	471	03 De 20 a 49 trabajadores
Marzo 2020	202003	Marzo	2020	22	Huesca	Hombres	384	04 De 50 a 99 trabajadores
Marzo 2020	202003	Marzo	2020	22	Huesca	Mujeres	348	04 De 50 a 99 trabajadores
Marzo 2020	202003	Marzo	2020	22	Huesca	Hombres	211	05 De 100 a 199 trabajadores
