Comarca código	Comarca nombre	Superficie (km2)	Población	Densidad de población (hab/km2)	Año
15	Ribera Alta del Ebro	416	21728	52,2307692307692	1981
15	Ribera Alta del Ebro	416	24551	59,0168269230769	1970
15	Ribera Alta del Ebro	416	26437	63,5504807692308	1960
15	Ribera Alta del Ebro	416	25629	61,6081730769231	1950
15	Ribera Alta del Ebro	416	25769	61,9447115384615	1940
15	Ribera Alta del Ebro	416	24628	59,2019230769231	1930
15	Ribera Alta del Ebro	416	22222	53,4182692307692	1920
15	Ribera Alta del Ebro	416	19011	45,6995192307692	1910
15	Ribera Alta del Ebro	416	16964	40,7788461538462	1900
16	Valdejalón	938,77	29671	31,6062507323413	2011
16	Valdejalón	938,77	22865	24,3563386132919	2001
16	Valdejalón	938,77	21354	22,7467856876551	1991
16	Valdejalón	938,77	22715	24,1965550667363	1981
16	Valdejalón	938,77	25268	26,9160710291126	1970
16	Valdejalón	938,77	28960	30,8488767216677	1960
16	Valdejalón	938,77	30702	32,7044963090001	1950
16	Valdejalón	938,77	31209	33,244564696358	1940
16	Valdejalón	938,77	30801	32,8099534497268	1930
16	Valdejalón	938,77	30995	33,0166068366053	1920
16	Valdejalón	938,77	29173	31,0757693577767	1910
16	Valdejalón	938,77	26396	28,1176432992107	1900
17	Central	2288,85	752937	328,958647355659	2011
17	Central	2288,85	656746	286,932739148481	2001
17	Central	2288,85	626447	273,69508705245	1991
17	Central	2288,85	600740	262,463682635385	1981
17	Central	2288,85	496531	216,934705201302	1970
17	Central	2288,85	330140	144,238372982065	1960
17	Central	2288,85	268770	117,425781505996	1950
17	Central	2288,85	228571	99,8628132031369	1940
17	Central	2288,85	185659	81,1145334993556	1930
17	Central	2288,85	163029	71,2274723114228	1920
17	Central	2288,85	131838	57,6001048561505	1910
17	Central	2288,85	118012	51,5595167879066	1900
18	Ribera Baja del Ebro	989,86	9366	9,46194411330895	2011
18	Ribera Baja del Ebro	989,86	9211	9,30535631301396	2001
18	Ribera Baja del Ebro	989,86	10104	10,2075040914877	1991
18	Ribera Baja del Ebro	989,86	10817	10,9278079728446	1981
18	Ribera Baja del Ebro	989,86	12594	12,7230113349363	1970
18	Ribera Baja del Ebro	989,86	14642	14,7919907865759	1960
18	Ribera Baja del Ebro	989,86	14894	15,0465722425393	1950
18	Ribera Baja del Ebro	989,86	14156	14,3010122643606	1940
18	Ribera Baja del Ebro	989,86	15120	15,2748873578082	1930
18	Ribera Baja del Ebro	989,86	15787	15,9487200210131	1920
18	Ribera Baja del Ebro	989,86	15974	16,1376356252399	1910
18	Ribera Baja del Ebro	989,86	15281	15,4375366213404	1900
19	Bajo Aragón-Caspe / Baix Aragó-Casp	997,28	14935	14,9757339964704	2011
19	Bajo Aragón-Caspe / Baix Aragó-Casp	997,28	13005	13,0404700786138	2001
19	Bajo Aragón-Caspe / Baix Aragó-Casp	997,28	13554	13,5909674314134	1991
19	Bajo Aragón-Caspe / Baix Aragó-Casp	997,28	14563	14,6027193967592	1981
19	Bajo Aragón-Caspe / Baix Aragó-Casp	997,28	16119	16,1629632600674	1970
19	Bajo Aragón-Caspe / Baix Aragó-Casp	997,28	18398	18,4481790470079	1960
19	Bajo Aragón-Caspe / Baix Aragó-Casp	997,28	19538	19,5912883041874	1950
19	Bajo Aragón-Caspe / Baix Aragó-Casp	997,28	19633	19,6865474089524	1940
19	Bajo Aragón-Caspe / Baix Aragó-Casp	997,28	20066	20,1207283811969	1930
19	Bajo Aragón-Caspe / Baix Aragó-Casp	997,28	20580	20,6361302743462	1920
19	Bajo Aragón-Caspe / Baix Aragó-Casp	997,28	19588	19,6414246751163	1910
19	Bajo Aragón-Caspe / Baix Aragó-Casp	997,28	17634	17,6820952992139	1900
20	Comunidad de Calatayud	2512,54	40934	16,2918799302698	2011
20	Comunidad de Calatayud	2512,54	39144	15,5794534614374	2001
20	Comunidad de Calatayud	2512,54	41954	16,69784361642	1991
20	Comunidad de Calatayud	2512,54	47355	18,8474611349471	1981
20	Comunidad de Calatayud	2512,54	56851	22,6269034522833	1970
20	Comunidad de Calatayud	2512,54	71999	28,6558621952287	1960
20	Comunidad de Calatayud	2512,54	81981	32,6287342689072	1950
20	Comunidad de Calatayud	2512,54	83848	33,3718070160077	1940
20	Comunidad de Calatayud	2512,54	80262	31,9445660566598	1930
20	Comunidad de Calatayud	2512,54	74364	29,5971407420379	1920
20	Comunidad de Calatayud	2512,54	70740	28,1547756453629	1910
20	Comunidad de Calatayud	2512,54	68998	27,4614533499964	1900
21	Campo de Cariñena	772,02	11053	14,3169866065646	2011
21	Campo de Cariñena	772,02	10243	13,2677909898707	2001
21	Campo de Cariñena	772,02	10173	13,1771197637367	1991
21	Campo de Cariñena	772,02	11362	14,7172353047849	1981
21	Campo de Cariñena	772,02	12731	16,4905054273205	1970
21	Campo de Cariñena	772,02	14705	19,0474340043004	1960
21	Campo de Cariñena	772,02	16903	21,8945105049092	1950
21	Campo de Cariñena	772,02	16937	21,9385508147457	1940
21	Campo de Cariñena	772,02	17238	22,3284370871221	1930
21	Campo de Cariñena	772,02	18129	23,4825522654854	1920
21	Campo de Cariñena	772,02	18228	23,6107872853035	1910
21	Campo de Cariñena	772,02	16997	22,0162690085749	1900
22	Campo de Belchite	1043,73	5198	4,98021518975214	2011
22	Campo de Belchite	1043,73	5530	5,2983051172238	2001
22	Campo de Belchite	1043,73	6147	5,88945416918168	1991
22	Campo de Belchite	1043,73	6982	6,68946949881674	1981
22	Campo de Belchite	1043,73	9254	8,86627767717705	1970
22	Campo de Belchite	1043,73	12827	12,2895768062622	1960
22	Campo de Belchite	1043,73	16197	15,5183811905378	1950
22	Campo de Belchite	1043,73	16103	15,4283195845669	1940
22	Campo de Belchite	1043,73	17557	16,8214001705422	1930
22	Campo de Belchite	1043,73	17361	16,633612141071	1920
22	Campo de Belchite	1043,73	16846	16,1401895126134	1910
22	Campo de Belchite	1043,73	15133	14,4989604591226	1900
23	Bajo Martín	795,19	6932	8,71741344835825	2011
23	Bajo Martín	795,19	7329	9,21666519951207	2001
23	Bajo Martín	795,19	8484	10,6691482538764	1991
23	Bajo Martín	795,19	9665	12,1543278964776	1981
23	Bajo Martín	795,19	11292	14,200379783448	1970
23	Bajo Martín	795,19	14185	17,8385040053321	1960
23	Bajo Martín	795,19	15992	20,1109168877878	1950
23	Bajo Martín	795,19	16362	20,5762144896188	1940
23	Bajo Martín	795,19	17502	22,0098341276928	1930
23	Bajo Martín	795,19	17490	21,9947433946604	1920
23	Bajo Martín	795,19	16979	21,3521296796992	1910
23	Bajo Martín	795,19	15605	19,6242407474943	1900
24	Campo de Daroca	1118,12	6203	5,54770507637821	2011
24	Campo de Daroca	1118,12	6467	5,78381569062355	2001
24	Campo de Daroca	1118,12	7360	6,58247773047616	1991
24	Campo de Daroca	1118,12	8779	7,85157228204486	1981
24	Campo de Daroca	1118,12	11807	10,5596894787679	1970
24	Campo de Daroca	1118,12	17568	15,7120881479627	1960
24	Campo de Daroca	1118,12	21677	19,3870067613494	1950
24	Campo de Daroca	1118,12	21952	19,632955317855	1940
24	Campo de Daroca	1118,12	22479	20,1042821879584	1930
24	Campo de Daroca	1118,12	21779	19,4782313168533	1920
24	Campo de Daroca	1118,12	21181	18,9434050012521	1910
24	Campo de Daroca	1118,12	20409	18,2529603262619	1900
25	Jiloca	1932,34	13590	7,03292381257957	2011
25	Jiloca	1932,34	13653	7,06552677065113	2001
25	Jiloca	1932,34	15640	8,09381371808274	1991
25	Jiloca	1932,34	18470	9,55835929494809	1981
25	Jiloca	1932,34	23700	12,2649223221586	1970
25	Jiloca	1932,34	33548	17,3613339267417	1960
25	Jiloca	1932,34	38857	20,1087800283594	1950
25	Jiloca	1932,34	40089	20,7463489862033	1940
25	Jiloca	1932,34	40709	21,0672034942091	1930
25	Jiloca	1932,34	37440	19,3754722253848	1920
25	Jiloca	1932,34	36532	18,9055756233375	1910
25	Jiloca	1932,34	34372	17,7877599180268	1900
26	Cuencas Mineras	1407,85	8883	6,30962105337927	2011
26	Cuencas Mineras	1407,85	9485	6,7372234257911	2001
26	Cuencas Mineras	1407,85	11226	7,97386085165323	1991
26	Cuencas Mineras	1407,85	14109	10,0216642397983	1981
26	Cuencas Mineras	1407,85	16255	11,5459743580637	1970
26	Cuencas Mineras	1407,85	22222	15,7843520261391	1960
26	Cuencas Mineras	1407,85	22813	16,2041410661647	1950
26	Cuencas Mineras	1407,85	21349	15,1642575558476	1940
26	Cuencas Mineras	1407,85	23197	16,4768973967397	1930
26	Cuencas Mineras	1407,85	23530	16,7134282771602	1920
26	Cuencas Mineras	1407,85	24444	17,3626451681642	1910
26	Cuencas Mineras	1407,85	22525	15,9995738182335	1900
27	Andorra-Sierra de Arcos	675,05	11209	16,6046959484483	2011
27	Andorra-Sierra de Arcos	675,05	11034	16,3454558921561	2001
27	Andorra-Sierra de Arcos	675,05	12606	18,6741722835346	1991
27	Andorra-Sierra de Arcos	675,05	12428	18,4104881119917	1981
27	Andorra-Sierra de Arcos	675,05	12242	18,1349529664469	1970
27	Andorra-Sierra de Arcos	675,05	16918	25,0618472705726	1960
27	Andorra-Sierra de Arcos	675,05	14096	20,8814161913932	1950
27	Andorra-Sierra de Arcos	675,05	12736	18,8667506110658	1940
27	Andorra-Sierra de Arcos	675,05	12963	19,2030219983705	1930
27	Andorra-Sierra de Arcos	675,05	13881	20,5629212650915	1920
27	Andorra-Sierra de Arcos	675,05	14226	21,0739945189245	1910
27	Andorra-Sierra de Arcos	675,05	12756	18,8963780460707	1900
28	Bajo Aragón	1304,18	30037	23,0313300311307	2011
28	Bajo Aragón	1304,18	26516	20,3315493260133	2001
28	Bajo Aragón	1304,18	26195	20,0854176570719	1991
28	Bajo Aragón	1304,18	25597	19,6268919934365	1981
28	Bajo Aragón	1304,18	25837	19,8109156711497	1970
28	Bajo Aragón	1304,18	28383	21,7631001855572	1960
28	Bajo Aragón	1304,18	30401	23,3104326089957	1950
28	Bajo Aragón	1304,18	31451	24,1155361989909	1940
28	Bajo Aragón	1304,18	33259	25,5018479044304	1930
28	Bajo Aragón	1304,18	33795	25,9128341179898	1920
28	Bajo Aragón	1304,18	34396	26,3736600775967	1910
28	Bajo Aragón	1304,18	32459	24,8884356453864	1900
29	Comunidad de Teruel	2791,93	47068	16,8585888614686	2011
29	Comunidad de Teruel	2791,93	42767	15,3180774589621	2001
29	Comunidad de Teruel	2791,93	42243	15,1303936703284	1991
29	Comunidad de Teruel	2791,93	42345	15,1669275375815	1981
29	Comunidad de Teruel	2791,93	42867	15,3538949758769	1970
29	Comunidad de Teruel	2791,93	49979	17,9012367788591	1960
29	Comunidad de Teruel	2791,93	51188	18,3342705583593	1950
29	Comunidad de Teruel	2791,93	47450	16,9954117760832	1940
29	Comunidad de Teruel	2791,93	49102	17,5871171555161	1930
29	Comunidad de Teruel	2791,93	45367	16,2493328987475	1920
29	Comunidad de Teruel	2791,93	44032	15,7711690479346	1910
29	Comunidad de Teruel	2791,93	40244	14,4144015072011	1900
30	Maestrazgo	1204,25	3579	2,97197425783683	2011
30	Maestrazgo	1204,25	3713	3,08324683412913	2001
30	Maestrazgo	1204,25	4184	3,47436163587295	1991
30	Maestrazgo	1204,25	4964	4,12206767697737	1981
30	Maestrazgo	1204,25	7389	6,13576915092381	1970
30	Maestrazgo	1204,25	11350	9,42495329042973	1960
30	Maestrazgo	1204,25	13711	11,3855096533112	1950
30	Maestrazgo	1204,25	15352	12,7481835167116	1940
30	Maestrazgo	1204,25	17415	14,4612829561968	1930
30	Maestrazgo	1204,25	18803	15,6138675524185	1920
30	Maestrazgo	1204,25	20428	16,9632551380527	1910
30	Maestrazgo	1204,25	20648	17,1459414573386	1900
31	Sierra de Albarracín	1414,12	4918	3,47778123497299	2011
31	Sierra de Albarracín	1414,12	4903	3,46717393149096	2001
31	Sierra de Albarracín	1414,12	5417	3,83065086414166	1991
31	Sierra de Albarracín	1414,12	6093	4,30868667439821	1981
31	Sierra de Albarracín	1414,12	8631	6,1034424235567	1970
31	Sierra de Albarracín	1414,12	12132	8,57918705626114	1960
31	Sierra de Albarracín	1414,12	13667	9,66466777925494	1950
31	Sierra de Albarracín	1414,12	14114	9,98076542301926	1940
31	Sierra de Albarracín	1414,12	15776	11,1560546488275	1930
31	Sierra de Albarracín	1414,12	16047	11,3476932650694	1920
31	Sierra de Albarracín	1414,12	16021	11,3293072723673	1910
31	Sierra de Albarracín	1414,12	15793	11,1680762594405	1900
32	Gúdar-Javalambre	2351,58	8278	3,52018642784851	2011
32	Gúdar-Javalambre	2351,58	7742	3,29225456926832	2001
32	Gúdar-Javalambre	2351,58	8082	3,43683821090501	1991
32	Gúdar-Javalambre	2351,58	9139	3,88632323799318	1981
32	Gúdar-Javalambre	2351,58	13173	5,60176562141199	1970
32	Gúdar-Javalambre	2351,58	19827	8,43135253744291	1960
32	Gúdar-Javalambre	2351,58	24264	10,3181690608017	1950
32	Gúdar-Javalambre	2351,58	26937	11,4548516316689	1940
32	Gúdar-Javalambre	2351,58	30816	13,1043808843416	1930
32	Gúdar-Javalambre	2351,58	33292	14,1572899922605	1920
32	Gúdar-Javalambre	2351,58	34809	14,802388181563	1910
32	Gúdar-Javalambre	2351,58	34069	14,4877061380008	1900
33	Matarraña / Matarranya	933,07	8684	9,30691159291371	2011
33	Matarraña / Matarranya	933,07	8716	9,34120698339889	2001
33	Matarraña / Matarranya	933,07	9603	10,2918323384098	1991
33	Matarraña / Matarranya	933,07	10647	11,4107194529885	1981
33	Matarraña / Matarranya	933,07	12475	13,369843634454	1970
33	Matarraña / Matarranya	933,07	15214	16,3053147137942	1960
33	Matarraña / Matarranya	933,07	18280	19,5912418146548	1950
33	Matarraña / Matarranya	933,07	20120	21,5632267675523	1940
33	Matarraña / Matarranya	933,07	22961	24,608014404064	1930
33	Matarraña / Matarranya	933,07	24417	26,1684546711394	1920
33	Matarraña / Matarranya	933,07	24041	25,7654838329386	1910
33	Matarraña / Matarranya	933,07	23523	25,2103271994598	1900
