Año	Residencia continente código	Residencia continente nombre	Residencia área código	Residencia área nombre	Residencia país código	Residencia país nombre	Inscripción comarca código	Inscripción comarca nombre	Sexo	Personas
2009	1	Europa	01	UE-27	110	Francia	03	Sobrarbe	Hombre	99
2009	1	Europa	01	UE-27	110	Francia	04	La Ribagorza	Hombre	89
2009	1	Europa	01	UE-27	110	Francia	05	Cinco Villas	Hombre	131
2009	1	Europa	01	UE-27	110	Francia	06	Hoya de Huesca / Plana de Uesca	Hombre	213
2009	1	Europa	01	UE-27	110	Francia	07	Somontano de Barbastro	Hombre	113
2009	1	Europa	01	UE-27	110	Francia	08	Cinca Medio	Hombre	59
2009	1	Europa	01	UE-27	110	Francia	09	La Litera / La Llitera	Hombre	58
2009	1	Europa	01	UE-27	110	Francia	10	Los Monegros	Hombre	60
2009	1	Europa	01	UE-27	110	Francia	11	Bajo Cinca / Baix Cinca	Hombre	55
2009	1	Europa	01	UE-27	110	Francia	12	Tarazona y el Moncayo	Hombre	11
2009	1	Europa	01	UE-27	110	Francia	13	Campo de Borja	Hombre	39
2009	1	Europa	01	UE-27	110	Francia	14	Aranda	Hombre	1
2009	1	Europa	01	UE-27	110	Francia	15	Ribera Alta del Ebro	Hombre	44
2009	1	Europa	01	UE-27	110	Francia	16	Valdejalón	Hombre	27
2009	1	Europa	01	UE-27	110	Francia	17	Central	Hombre	903
2009	1	Europa	01	UE-27	110	Francia	18	Ribera Baja del Ebro	Hombre	56
2009	1	Europa	01	UE-27	110	Francia	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombre	45
2009	1	Europa	01	UE-27	110	Francia	20	Comunidad de Calatayud	Hombre	74
2009	1	Europa	01	UE-27	110	Francia	21	Campo de Cariñena	Hombre	23
2009	1	Europa	01	UE-27	110	Francia	22	Campo de Belchite	Hombre	43
2009	1	Europa	01	UE-27	110	Francia	23	Bajo Martín	Hombre	34
2009	1	Europa	01	UE-27	110	Francia	24	Campo de Daroca	Hombre	19
2009	1	Europa	01	UE-27	110	Francia	25	Jiloca	Hombre	50
2009	1	Europa	01	UE-27	110	Francia	26	Cuencas Mineras	Hombre	38
2009	1	Europa	01	UE-27	110	Francia	27	Andorra-Sierra de Arcos	Hombre	34
2009	1	Europa	01	UE-27	110	Francia	28	Bajo Aragón	Hombre	105
2009	1	Europa	01	UE-27	110	Francia	29	Comunidad de Teruel	Hombre	167
2009	1	Europa	01	UE-27	110	Francia	30	Maestrazgo	Hombre	22
2009	1	Europa	01	UE-27	110	Francia	31	Sierra de Albarracín	Hombre	30
2009	1	Europa	01	UE-27	110	Francia	32	Gúdar-Javalambre	Hombre	31
2009	1	Europa	01	UE-27	110	Francia	33	Matarraña / Matarranya	Hombre	72
2009	1	Europa	01	UE-27	111	Grecia	05	Cinco Villas	Hombre	1
2009	1	Europa	01	UE-27	111	Grecia	06	Hoya de Huesca / Plana de Uesca	Hombre	2
2009	1	Europa	01	UE-27	111	Grecia	09	La Litera / La Llitera	Hombre	1
2009	1	Europa	01	UE-27	111	Grecia	17	Central	Hombre	10
2009	1	Europa	01	UE-27	111	Grecia	26	Cuencas Mineras	Hombre	1
2009	1	Europa	01	UE-27	111	Grecia	29	Comunidad de Teruel	Hombre	1
2009	1	Europa	01	UE-27	112	Hungría	04	La Ribagorza	Hombre	1
2009	1	Europa	01	UE-27	112	Hungría	17	Central	Hombre	7
2009	1	Europa	01	UE-27	112	Hungría	23	Bajo Martín	Hombre	1
2009	1	Europa	01	UE-27	112	Hungría	33	Matarraña / Matarranya	Hombre	2
2009	1	Europa	01	UE-27	113	Irlanda	01	La Jacetania	Hombre	5
2009	1	Europa	01	UE-27	113	Irlanda	02	Alto Gállego	Hombre	1
2009	1	Europa	01	UE-27	113	Irlanda	05	Cinco Villas	Hombre	2
2009	1	Europa	01	UE-27	113	Irlanda	06	Hoya de Huesca / Plana de Uesca	Hombre	2
2009	1	Europa	01	UE-27	113	Irlanda	07	Somontano de Barbastro	Hombre	2
2009	1	Europa	01	UE-27	113	Irlanda	09	La Litera / La Llitera	Hombre	1
2009	1	Europa	01	UE-27	113	Irlanda	10	Los Monegros	Hombre	1
2009	1	Europa	01	UE-27	113	Irlanda	11	Bajo Cinca / Baix Cinca	Hombre	3
2009	1	Europa	01	UE-27	113	Irlanda	12	Tarazona y el Moncayo	Hombre	1
2009	1	Europa	01	UE-27	113	Irlanda	17	Central	Hombre	27
2009	1	Europa	01	UE-27	113	Irlanda	27	Andorra-Sierra de Arcos	Hombre	1
2009	1	Europa	01	UE-27	113	Irlanda	28	Bajo Aragón	Hombre	1
2009	1	Europa	01	UE-27	115	Italia	01	La Jacetania	Hombre	2
2009	1	Europa	01	UE-27	115	Italia	03	Sobrarbe	Hombre	2
2009	1	Europa	01	UE-27	115	Italia	04	La Ribagorza	Hombre	1
2009	1	Europa	01	UE-27	115	Italia	05	Cinco Villas	Hombre	1
2009	1	Europa	01	UE-27	115	Italia	06	Hoya de Huesca / Plana de Uesca	Hombre	3
2009	1	Europa	01	UE-27	115	Italia	07	Somontano de Barbastro	Hombre	2
2009	1	Europa	01	UE-27	115	Italia	09	La Litera / La Llitera	Hombre	2
2009	1	Europa	01	UE-27	115	Italia	11	Bajo Cinca / Baix Cinca	Hombre	1
2009	1	Europa	01	UE-27	115	Italia	12	Tarazona y el Moncayo	Hombre	1
2009	1	Europa	01	UE-27	115	Italia	13	Campo de Borja	Hombre	1
2009	1	Europa	01	UE-27	115	Italia	16	Valdejalón	Hombre	1
2009	1	Europa	01	UE-27	115	Italia	17	Central	Hombre	70
2009	1	Europa	01	UE-27	115	Italia	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombre	1
2009	1	Europa	01	UE-27	115	Italia	20	Comunidad de Calatayud	Hombre	2
2009	1	Europa	01	UE-27	115	Italia	21	Campo de Cariñena	Hombre	1
2009	1	Europa	01	UE-27	115	Italia	24	Campo de Daroca	Hombre	1
2009	1	Europa	01	UE-27	115	Italia	25	Jiloca	Hombre	1
2009	1	Europa	01	UE-27	115	Italia	27	Andorra-Sierra de Arcos	Hombre	2
2009	1	Europa	01	UE-27	115	Italia	28	Bajo Aragón	Hombre	1
2009	1	Europa	01	UE-27	115	Italia	29	Comunidad de Teruel	Hombre	1
2009	1	Europa	01	UE-27	115	Italia	32	Gúdar-Javalambre	Hombre	1
2009	1	Europa	01	UE-27	117	Luxemburgo	01	La Jacetania	Hombre	1
2009	1	Europa	01	UE-27	117	Luxemburgo	04	La Ribagorza	Hombre	2
2009	1	Europa	01	UE-27	117	Luxemburgo	06	Hoya de Huesca / Plana de Uesca	Hombre	1
2009	1	Europa	01	UE-27	117	Luxemburgo	14	Aranda	Hombre	1
2009	1	Europa	01	UE-27	117	Luxemburgo	15	Ribera Alta del Ebro	Hombre	1
2009	1	Europa	01	UE-27	117	Luxemburgo	16	Valdejalón	Hombre	1
2009	1	Europa	01	UE-27	117	Luxemburgo	17	Central	Hombre	19
2009	1	Europa	01	UE-27	117	Luxemburgo	20	Comunidad de Calatayud	Hombre	2
2009	1	Europa	01	UE-27	117	Luxemburgo	27	Andorra-Sierra de Arcos	Hombre	1
2009	1	Europa	01	UE-27	117	Luxemburgo	29	Comunidad de Teruel	Hombre	1
2009	1	Europa	01	UE-27	118	Malta	29	Comunidad de Teruel	Hombre	1
2009	1	Europa	01	UE-27	121	Países Bajos	02	Alto Gállego	Hombre	3
2009	1	Europa	01	UE-27	121	Países Bajos	03	Sobrarbe	Hombre	2
2009	1	Europa	01	UE-27	121	Países Bajos	05	Cinco Villas	Hombre	3
2009	1	Europa	01	UE-27	121	Países Bajos	06	Hoya de Huesca / Plana de Uesca	Hombre	8
2009	1	Europa	01	UE-27	121	Países Bajos	09	La Litera / La Llitera	Hombre	1
2009	1	Europa	01	UE-27	121	Países Bajos	11	Bajo Cinca / Baix Cinca	Hombre	2
2009	1	Europa	01	UE-27	121	Países Bajos	12	Tarazona y el Moncayo	Hombre	1
2009	1	Europa	01	UE-27	121	Países Bajos	13	Campo de Borja	Hombre	1
2009	1	Europa	01	UE-27	121	Países Bajos	15	Ribera Alta del Ebro	Hombre	1
2009	1	Europa	01	UE-27	121	Países Bajos	17	Central	Hombre	76
2009	1	Europa	01	UE-27	121	Países Bajos	20	Comunidad de Calatayud	Hombre	2
2009	1	Europa	01	UE-27	121	Países Bajos	23	Bajo Martín	Hombre	1
2009	1	Europa	01	UE-27	121	Países Bajos	26	Cuencas Mineras	Hombre	5
2009	1	Europa	01	UE-27	121	Países Bajos	28	Bajo Aragón	Hombre	1
2009	1	Europa	01	UE-27	121	Países Bajos	29	Comunidad de Teruel	Hombre	3
2009	1	Europa	01	UE-27	121	Países Bajos	32	Gúdar-Javalambre	Hombre	1
2009	1	Europa	01	UE-27	122	Polonia	02	Alto Gállego	Hombre	3
2009	1	Europa	01	UE-27	122	Polonia	06	Hoya de Huesca / Plana de Uesca	Hombre	3
2009	1	Europa	01	UE-27	122	Polonia	17	Central	Hombre	6
2009	1	Europa	01	UE-27	122	Polonia	30	Maestrazgo	Hombre	1
2009	1	Europa	01	UE-27	123	Portugal	03	Sobrarbe	Hombre	1
2009	1	Europa	01	UE-27	123	Portugal	05	Cinco Villas	Hombre	1
2009	1	Europa	01	UE-27	123	Portugal	06	Hoya de Huesca / Plana de Uesca	Hombre	1
2009	1	Europa	01	UE-27	123	Portugal	11	Bajo Cinca / Baix Cinca	Hombre	3
2009	1	Europa	01	UE-27	123	Portugal	17	Central	Hombre	53
2009	1	Europa	01	UE-27	123	Portugal	23	Bajo Martín	Hombre	1
2009	1	Europa	01	UE-27	123	Portugal	24	Campo de Daroca	Hombre	2
2009	1	Europa	01	UE-27	123	Portugal	28	Bajo Aragón	Hombre	1
2009	1	Europa	01	UE-27	125	Reino Unido	01	La Jacetania	Hombre	7
2009	1	Europa	01	UE-27	125	Reino Unido	02	Alto Gállego	Hombre	4
2009	1	Europa	01	UE-27	125	Reino Unido	03	Sobrarbe	Hombre	5
2009	1	Europa	01	UE-27	125	Reino Unido	04	La Ribagorza	Hombre	2
2009	1	Europa	01	UE-27	125	Reino Unido	05	Cinco Villas	Hombre	7
2009	1	Europa	01	UE-27	125	Reino Unido	06	Hoya de Huesca / Plana de Uesca	Hombre	33
2009	1	Europa	01	UE-27	125	Reino Unido	07	Somontano de Barbastro	Hombre	4
2009	1	Europa	01	UE-27	125	Reino Unido	08	Cinca Medio	Hombre	1
2009	1	Europa	01	UE-27	125	Reino Unido	09	La Litera / La Llitera	Hombre	4
2009	1	Europa	01	UE-27	125	Reino Unido	10	Los Monegros	Hombre	4
2009	1	Europa	01	UE-27	125	Reino Unido	11	Bajo Cinca / Baix Cinca	Hombre	1
2009	1	Europa	01	UE-27	125	Reino Unido	12	Tarazona y el Moncayo	Hombre	2
2009	1	Europa	01	UE-27	125	Reino Unido	13	Campo de Borja	Hombre	1
2009	1	Europa	01	UE-27	125	Reino Unido	15	Ribera Alta del Ebro	Hombre	4
2009	1	Europa	01	UE-27	125	Reino Unido	16	Valdejalón	Hombre	3
2009	1	Europa	01	UE-27	125	Reino Unido	17	Central	Hombre	321
2009	1	Europa	01	UE-27	125	Reino Unido	18	Ribera Baja del Ebro	Hombre	1
2009	1	Europa	01	UE-27	125	Reino Unido	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombre	3
2009	1	Europa	01	UE-27	125	Reino Unido	20	Comunidad de Calatayud	Hombre	6
2009	1	Europa	01	UE-27	125	Reino Unido	22	Campo de Belchite	Hombre	3
2009	1	Europa	01	UE-27	125	Reino Unido	23	Bajo Martín	Hombre	1
2009	1	Europa	01	UE-27	125	Reino Unido	24	Campo de Daroca	Hombre	2
2009	1	Europa	01	UE-27	125	Reino Unido	25	Jiloca	Hombre	2
2009	1	Europa	01	UE-27	125	Reino Unido	26	Cuencas Mineras	Hombre	9
2009	1	Europa	01	UE-27	125	Reino Unido	27	Andorra-Sierra de Arcos	Hombre	1
2009	1	Europa	01	UE-27	125	Reino Unido	28	Bajo Aragón	Hombre	5
2009	1	Europa	01	UE-27	125	Reino Unido	29	Comunidad de Teruel	Hombre	30
2009	1	Europa	01	UE-27	125	Reino Unido	30	Maestrazgo	Hombre	1
2009	1	Europa	01	UE-27	125	Reino Unido	31	Sierra de Albarracín	Hombre	2
2009	1	Europa	01	UE-27	125	Reino Unido	32	Gúdar-Javalambre	Hombre	4
2009	1	Europa	01	UE-27	125	Reino Unido	33	Matarraña / Matarranya	Hombre	1
2009	1	Europa	01	UE-27	126	Alemania	01	La Jacetania	Hombre	17
2009	1	Europa	01	UE-27	126	Alemania	02	Alto Gállego	Hombre	4
2009	1	Europa	01	UE-27	126	Alemania	03	Sobrarbe	Hombre	2
2009	1	Europa	01	UE-27	126	Alemania	04	La Ribagorza	Hombre	7
2009	1	Europa	01	UE-27	126	Alemania	05	Cinco Villas	Hombre	22
2009	1	Europa	01	UE-27	126	Alemania	06	Hoya de Huesca / Plana de Uesca	Hombre	23
2009	1	Europa	01	UE-27	126	Alemania	07	Somontano de Barbastro	Hombre	9
2009	1	Europa	01	UE-27	126	Alemania	08	Cinca Medio	Hombre	13
2009	1	Europa	01	UE-27	126	Alemania	09	La Litera / La Llitera	Hombre	2
2009	1	Europa	01	UE-27	126	Alemania	10	Los Monegros	Hombre	11
2009	1	Europa	01	UE-27	126	Alemania	11	Bajo Cinca / Baix Cinca	Hombre	7
2009	1	Europa	01	UE-27	126	Alemania	12	Tarazona y el Moncayo	Hombre	12
2009	1	Europa	01	UE-27	126	Alemania	13	Campo de Borja	Hombre	10
2009	1	Europa	01	UE-27	126	Alemania	14	Aranda	Hombre	4
2009	1	Europa	01	UE-27	126	Alemania	15	Ribera Alta del Ebro	Hombre	15
2009	1	Europa	01	UE-27	126	Alemania	16	Valdejalón	Hombre	6
2009	1	Europa	01	UE-27	126	Alemania	17	Central	Hombre	564
2009	1	Europa	01	UE-27	126	Alemania	18	Ribera Baja del Ebro	Hombre	8
2009	1	Europa	01	UE-27	126	Alemania	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombre	3
2009	1	Europa	01	UE-27	126	Alemania	20	Comunidad de Calatayud	Hombre	31
2009	1	Europa	01	UE-27	126	Alemania	21	Campo de Cariñena	Hombre	6
2009	1	Europa	01	UE-27	126	Alemania	22	Campo de Belchite	Hombre	2
2009	1	Europa	01	UE-27	126	Alemania	23	Bajo Martín	Hombre	2
2009	1	Europa	01	UE-27	126	Alemania	24	Campo de Daroca	Hombre	13
2009	1	Europa	01	UE-27	126	Alemania	25	Jiloca	Hombre	8
2009	1	Europa	01	UE-27	126	Alemania	26	Cuencas Mineras	Hombre	1
2009	1	Europa	01	UE-27	126	Alemania	27	Andorra-Sierra de Arcos	Hombre	5
2009	1	Europa	01	UE-27	126	Alemania	28	Bajo Aragón	Hombre	9
2009	1	Europa	01	UE-27	126	Alemania	29	Comunidad de Teruel	Hombre	18
2009	1	Europa	01	UE-27	126	Alemania	30	Maestrazgo	Hombre	2
2009	1	Europa	01	UE-27	126	Alemania	31	Sierra de Albarracín	Hombre	1
2009	1	Europa	01	UE-27	126	Alemania	32	Gúdar-Javalambre	Hombre	2
2009	1	Europa	01	UE-27	128	Rumanía	05	Cinco Villas	Hombre	2
2009	1	Europa	01	UE-27	128	Rumanía	08	Cinca Medio	Hombre	1
2009	1	Europa	01	UE-27	128	Rumanía	10	Los Monegros	Hombre	1
2009	1	Europa	01	UE-27	128	Rumanía	17	Central	Hombre	4
2009	1	Europa	01	UE-27	131	Suecia	02	Alto Gállego	Hombre	1
2009	1	Europa	01	UE-27	131	Suecia	05	Cinco Villas	Hombre	1
2009	1	Europa	01	UE-27	131	Suecia	06	Hoya de Huesca / Plana de Uesca	Hombre	1
2009	1	Europa	01	UE-27	131	Suecia	07	Somontano de Barbastro	Hombre	1
2009	1	Europa	01	UE-27	131	Suecia	08	Cinca Medio	Hombre	1
2009	1	Europa	01	UE-27	131	Suecia	11	Bajo Cinca / Baix Cinca	Hombre	1
2009	1	Europa	01	UE-27	131	Suecia	15	Ribera Alta del Ebro	Hombre	4
2009	1	Europa	01	UE-27	131	Suecia	17	Central	Hombre	23
2009	1	Europa	01	UE-27	131	Suecia	18	Ribera Baja del Ebro	Hombre	4
2009	1	Europa	01	UE-27	131	Suecia	20	Comunidad de Calatayud	Hombre	1
2009	1	Europa	01	UE-27	131	Suecia	23	Bajo Martín	Hombre	3
2009	1	Europa	01	UE-27	131	Suecia	25	Jiloca	Hombre	1
2009	1	Europa	01	UE-27	131	Suecia	27	Andorra-Sierra de Arcos	Hombre	3
2009	1	Europa	01	UE-27	131	Suecia	28	Bajo Aragón	Hombre	1
2009	1	Europa	01	UE-27	131	Suecia	29	Comunidad de Teruel	Hombre	2
2009	1	Europa	01	UE-27	131	Suecia	32	Gúdar-Javalambre	Hombre	1
2009	1	Europa	01	UE-27	141	Estonia	29	Comunidad de Teruel	Hombre	1
2009	1	Europa	01	UE-27	142	Lituania	06	Hoya de Huesca / Plana de Uesca	Hombre	1
2009	1	Europa	01	UE-27	142	Lituania	17	Central	Hombre	2
2009	1	Europa	01	UE-27	143	República Checa	17	Central	Hombre	6
2009	1	Europa	01	UE-27	143	República Checa	20	Comunidad de Calatayud	Hombre	1
2009	1	Europa	01	UE-27	143	República Checa	28	Bajo Aragón	Hombre	1
2009	1	Europa	01	UE-27	144	Eslovaquia	17	Central	Hombre	2
2009	1	Europa	01	UE-27	147	Eslovenia	07	Somontano de Barbastro	Hombre	1
2009	1	Europa	01	UE-27	147	Eslovenia	29	Comunidad de Teruel	Hombre	1
2009	1	Europa	02	Resto de Europa	120	Noruega	12	Tarazona y el Moncayo	Hombre	1
2009	1	Europa	02	Resto de Europa	120	Noruega	13	Campo de Borja	Hombre	1
2009	1	Europa	02	Resto de Europa	120	Noruega	17	Central	Hombre	5
2009	1	Europa	02	Resto de Europa	120	Noruega	21	Campo de Cariñena	Hombre	1
2009	1	Europa	02	Resto de Europa	120	Noruega	29	Comunidad de Teruel	Hombre	2
2009	1	Europa	02	Resto de Europa	124	Andorra	01	La Jacetania	Hombre	6
2009	1	Europa	02	Resto de Europa	124	Andorra	02	Alto Gállego	Hombre	1
2009	1	Europa	02	Resto de Europa	124	Andorra	03	Sobrarbe	Hombre	2
2009	1	Europa	02	Resto de Europa	124	Andorra	04	La Ribagorza	Hombre	12
2009	1	Europa	02	Resto de Europa	124	Andorra	05	Cinco Villas	Hombre	6
2009	1	Europa	02	Resto de Europa	124	Andorra	06	Hoya de Huesca / Plana de Uesca	Hombre	15
2009	1	Europa	02	Resto de Europa	124	Andorra	07	Somontano de Barbastro	Hombre	22
2009	1	Europa	02	Resto de Europa	124	Andorra	08	Cinca Medio	Hombre	14
2009	1	Europa	02	Resto de Europa	124	Andorra	09	La Litera / La Llitera	Hombre	31
2009	1	Europa	02	Resto de Europa	124	Andorra	10	Los Monegros	Hombre	6
2009	1	Europa	02	Resto de Europa	124	Andorra	11	Bajo Cinca / Baix Cinca	Hombre	26
2009	1	Europa	02	Resto de Europa	124	Andorra	12	Tarazona y el Moncayo	Hombre	4
2009	1	Europa	02	Resto de Europa	124	Andorra	14	Aranda	Hombre	3
2009	1	Europa	02	Resto de Europa	124	Andorra	15	Ribera Alta del Ebro	Hombre	2
2009	1	Europa	02	Resto de Europa	124	Andorra	16	Valdejalón	Hombre	4
2009	1	Europa	02	Resto de Europa	124	Andorra	17	Central	Hombre	128
2009	1	Europa	02	Resto de Europa	124	Andorra	18	Ribera Baja del Ebro	Hombre	4
2009	1	Europa	02	Resto de Europa	124	Andorra	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombre	10
2009	1	Europa	02	Resto de Europa	124	Andorra	20	Comunidad de Calatayud	Hombre	11
2009	1	Europa	02	Resto de Europa	124	Andorra	21	Campo de Cariñena	Hombre	1
2009	1	Europa	02	Resto de Europa	124	Andorra	23	Bajo Martín	Hombre	1
2009	1	Europa	02	Resto de Europa	124	Andorra	24	Campo de Daroca	Hombre	1
2009	1	Europa	02	Resto de Europa	124	Andorra	25	Jiloca	Hombre	2
2009	1	Europa	02	Resto de Europa	124	Andorra	26	Cuencas Mineras	Hombre	1
2009	1	Europa	02	Resto de Europa	124	Andorra	27	Andorra-Sierra de Arcos	Hombre	1
2009	1	Europa	02	Resto de Europa	124	Andorra	28	Bajo Aragón	Hombre	14
2009	1	Europa	02	Resto de Europa	124	Andorra	29	Comunidad de Teruel	Hombre	6
2009	1	Europa	02	Resto de Europa	124	Andorra	30	Maestrazgo	Hombre	2
2009	1	Europa	02	Resto de Europa	124	Andorra	33	Matarraña / Matarranya	Hombre	6
2009	1	Europa	02	Resto de Europa	132	Suiza	01	La Jacetania	Hombre	1
2009	1	Europa	02	Resto de Europa	132	Suiza	02	Alto Gállego	Hombre	2
2009	1	Europa	02	Resto de Europa	132	Suiza	03	Sobrarbe	Hombre	4
2009	1	Europa	02	Resto de Europa	132	Suiza	04	La Ribagorza	Hombre	7
2009	1	Europa	02	Resto de Europa	132	Suiza	05	Cinco Villas	Hombre	6
2009	1	Europa	02	Resto de Europa	132	Suiza	06	Hoya de Huesca / Plana de Uesca	Hombre	12
2009	1	Europa	02	Resto de Europa	132	Suiza	07	Somontano de Barbastro	Hombre	6
2009	1	Europa	02	Resto de Europa	132	Suiza	08	Cinca Medio	Hombre	4
2009	1	Europa	02	Resto de Europa	132	Suiza	09	La Litera / La Llitera	Hombre	4
2009	1	Europa	02	Resto de Europa	132	Suiza	10	Los Monegros	Hombre	3
2009	1	Europa	02	Resto de Europa	132	Suiza	11	Bajo Cinca / Baix Cinca	Hombre	3
2009	1	Europa	02	Resto de Europa	132	Suiza	12	Tarazona y el Moncayo	Hombre	2
2009	1	Europa	02	Resto de Europa	132	Suiza	13	Campo de Borja	Hombre	7
2009	1	Europa	02	Resto de Europa	132	Suiza	14	Aranda	Hombre	3
2009	1	Europa	02	Resto de Europa	132	Suiza	15	Ribera Alta del Ebro	Hombre	9
2009	1	Europa	02	Resto de Europa	132	Suiza	16	Valdejalón	Hombre	3
2009	1	Europa	02	Resto de Europa	132	Suiza	17	Central	Hombre	215
2009	1	Europa	02	Resto de Europa	132	Suiza	18	Ribera Baja del Ebro	Hombre	3
2009	1	Europa	02	Resto de Europa	132	Suiza	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombre	5
2009	1	Europa	02	Resto de Europa	132	Suiza	20	Comunidad de Calatayud	Hombre	11
2009	1	Europa	02	Resto de Europa	132	Suiza	21	Campo de Cariñena	Hombre	3
2009	1	Europa	02	Resto de Europa	132	Suiza	22	Campo de Belchite	Hombre	2
2009	1	Europa	02	Resto de Europa	132	Suiza	23	Bajo Martín	Hombre	2
2009	1	Europa	02	Resto de Europa	132	Suiza	24	Campo de Daroca	Hombre	4
2009	1	Europa	02	Resto de Europa	132	Suiza	25	Jiloca	Hombre	10
2009	1	Europa	02	Resto de Europa	132	Suiza	26	Cuencas Mineras	Hombre	5
2009	1	Europa	02	Resto de Europa	132	Suiza	27	Andorra-Sierra de Arcos	Hombre	2
2009	1	Europa	02	Resto de Europa	132	Suiza	28	Bajo Aragón	Hombre	1
2009	1	Europa	02	Resto de Europa	132	Suiza	29	Comunidad de Teruel	Hombre	17
2009	1	Europa	02	Resto de Europa	132	Suiza	30	Maestrazgo	Hombre	1
2009	1	Europa	02	Resto de Europa	132	Suiza	31	Sierra de Albarracín	Hombre	3
2009	1	Europa	02	Resto de Europa	132	Suiza	33	Matarraña / Matarranya	Hombre	5
2009	1	Europa	02	Resto de Europa	135	Ucrania	17	Central	Hombre	2
2009	1	Europa	02	Resto de Europa	145	Bosnia-Herzegovina	17	Central	Hombre	5
2009	1	Europa	02	Resto de Europa	146	Croacia	29	Comunidad de Teruel	Hombre	2
2009	1	Europa	02	Resto de Europa	154	Rusia	01	La Jacetania	Hombre	1
2009	1	Europa	02	Resto de Europa	154	Rusia	02	Alto Gállego	Hombre	1
2009	1	Europa	02	Resto de Europa	154	Rusia	06	Hoya de Huesca / Plana de Uesca	Hombre	1
2009	1	Europa	02	Resto de Europa	154	Rusia	16	Valdejalón	Hombre	1
2009	1	Europa	02	Resto de Europa	154	Rusia	17	Central	Hombre	7
