Año	Inscripción comarca código	Inscripción comarca nombre	Edad (grandes grupos)	Sexo	Personas	Nivel de estudios Código	Nivel de estudios Nombre
2009	06	Hoya de Huesca / Plana de Uesca	16-64	Mujer	80	0	Sin clasificar
2009	06	Hoya de Huesca / Plana de Uesca	16-64	Mujer	16	2	Inferior a graduado escolar o ESO
2009	06	Hoya de Huesca / Plana de Uesca	16-64	Mujer	68	3	Graduado escolar o ESO
2009	06	Hoya de Huesca / Plana de Uesca	16-64	Mujer	177	4	BUP, Bachiller, LOGSE ó superior
2009	06	Hoya de Huesca / Plana de Uesca	65 y más	Hombre	106	0	Sin clasificar
2009	06	Hoya de Huesca / Plana de Uesca	65 y más	Hombre	1	1	No sabe leer ni escribir
2009	06	Hoya de Huesca / Plana de Uesca	65 y más	Hombre	22	2	Inferior a graduado escolar o ESO
2009	06	Hoya de Huesca / Plana de Uesca	65 y más	Hombre	48	3	Graduado escolar o ESO
2009	06	Hoya de Huesca / Plana de Uesca	65 y más	Hombre	35	4	BUP, Bachiller, LOGSE ó superior
2009	06	Hoya de Huesca / Plana de Uesca	65 y más	Mujer	107	0	Sin clasificar
2009	06	Hoya de Huesca / Plana de Uesca	65 y más	Mujer	29	2	Inferior a graduado escolar o ESO
2009	06	Hoya de Huesca / Plana de Uesca	65 y más	Mujer	70	3	Graduado escolar o ESO
2009	06	Hoya de Huesca / Plana de Uesca	65 y más	Mujer	37	4	BUP, Bachiller, LOGSE ó superior
2009	07	Somontano de Barbastro	0-15	Hombre	35	0	Sin clasificar
2009	07	Somontano de Barbastro	0-15	Hombre	1	1	No sabe leer ni escribir
2009	07	Somontano de Barbastro	0-15	Hombre	2	2	Inferior a graduado escolar o ESO
2009	07	Somontano de Barbastro	0-15	Mujer	19	0	Sin clasificar
2009	07	Somontano de Barbastro	0-15	Mujer	1	1	No sabe leer ni escribir
2009	07	Somontano de Barbastro	0-15	Mujer	1	2	Inferior a graduado escolar o ESO
2009	07	Somontano de Barbastro	0-15	Mujer	2	3	Graduado escolar o ESO
2009	07	Somontano de Barbastro	16-64	Hombre	44	0	Sin clasificar
2009	07	Somontano de Barbastro	16-64	Hombre	3	2	Inferior a graduado escolar o ESO
2009	07	Somontano de Barbastro	16-64	Hombre	29	3	Graduado escolar o ESO
2009	07	Somontano de Barbastro	16-64	Hombre	52	4	BUP, Bachiller, LOGSE ó superior
2009	07	Somontano de Barbastro	16-64	Mujer	46	0	Sin clasificar
2009	07	Somontano de Barbastro	16-64	Mujer	6	2	Inferior a graduado escolar o ESO
2009	07	Somontano de Barbastro	16-64	Mujer	28	3	Graduado escolar o ESO
2009	07	Somontano de Barbastro	16-64	Mujer	75	4	BUP, Bachiller, LOGSE ó superior
2009	07	Somontano de Barbastro	65 y más	Hombre	67	0	Sin clasificar
2009	07	Somontano de Barbastro	65 y más	Hombre	2	1	No sabe leer ni escribir
2009	07	Somontano de Barbastro	65 y más	Hombre	24	2	Inferior a graduado escolar o ESO
2009	07	Somontano de Barbastro	65 y más	Hombre	16	3	Graduado escolar o ESO
2009	07	Somontano de Barbastro	65 y más	Hombre	11	4	BUP, Bachiller, LOGSE ó superior
2009	07	Somontano de Barbastro	65 y más	Mujer	45	0	Sin clasificar
2009	07	Somontano de Barbastro	65 y más	Mujer	24	2	Inferior a graduado escolar o ESO
2009	07	Somontano de Barbastro	65 y más	Mujer	30	3	Graduado escolar o ESO
2009	07	Somontano de Barbastro	65 y más	Mujer	14	4	BUP, Bachiller, LOGSE ó superior
2009	08	Cinca Medio	0-15	Hombre	21	0	Sin clasificar
2009	08	Cinca Medio	0-15	Hombre	3	2	Inferior a graduado escolar o ESO
2009	08	Cinca Medio	0-15	Mujer	15	0	Sin clasificar
2009	08	Cinca Medio	0-15	Mujer	1	1	No sabe leer ni escribir
2009	08	Cinca Medio	0-15	Mujer	4	2	Inferior a graduado escolar o ESO
2009	08	Cinca Medio	0-15	Mujer	1	4	BUP, Bachiller, LOGSE ó superior
2009	08	Cinca Medio	16-64	Hombre	25	0	Sin clasificar
2009	08	Cinca Medio	16-64	Hombre	7	2	Inferior a graduado escolar o ESO
2009	08	Cinca Medio	16-64	Hombre	21	3	Graduado escolar o ESO
2009	08	Cinca Medio	16-64	Hombre	31	4	BUP, Bachiller, LOGSE ó superior
2009	08	Cinca Medio	16-64	Mujer	26	0	Sin clasificar
2009	08	Cinca Medio	16-64	Mujer	5	2	Inferior a graduado escolar o ESO
2009	08	Cinca Medio	16-64	Mujer	12	3	Graduado escolar o ESO
2009	08	Cinca Medio	16-64	Mujer	42	4	BUP, Bachiller, LOGSE ó superior
2009	08	Cinca Medio	65 y más	Hombre	35	0	Sin clasificar
2009	08	Cinca Medio	65 y más	Hombre	5	2	Inferior a graduado escolar o ESO
2009	08	Cinca Medio	65 y más	Hombre	14	3	Graduado escolar o ESO
2009	08	Cinca Medio	65 y más	Hombre	11	4	BUP, Bachiller, LOGSE ó superior
2009	08	Cinca Medio	65 y más	Mujer	31	0	Sin clasificar
2009	08	Cinca Medio	65 y más	Mujer	8	2	Inferior a graduado escolar o ESO
2009	08	Cinca Medio	65 y más	Mujer	25	3	Graduado escolar o ESO
2009	08	Cinca Medio	65 y más	Mujer	5	4	BUP, Bachiller, LOGSE ó superior
2009	09	La Litera / La Llitera	0-15	Hombre	6	0	Sin clasificar
2009	09	La Litera / La Llitera	0-15	Hombre	2	2	Inferior a graduado escolar o ESO
2009	09	La Litera / La Llitera	0-15	Mujer	7	0	Sin clasificar
2009	09	La Litera / La Llitera	0-15	Mujer	4	2	Inferior a graduado escolar o ESO
2009	09	La Litera / La Llitera	0-15	Mujer	2	3	Graduado escolar o ESO
2009	09	La Litera / La Llitera	16-64	Hombre	32	0	Sin clasificar
2009	09	La Litera / La Llitera	16-64	Hombre	1	2	Inferior a graduado escolar o ESO
2009	09	La Litera / La Llitera	16-64	Hombre	20	3	Graduado escolar o ESO
2009	09	La Litera / La Llitera	16-64	Hombre	32	4	BUP, Bachiller, LOGSE ó superior
2009	09	La Litera / La Llitera	16-64	Mujer	23	0	Sin clasificar
2009	09	La Litera / La Llitera	16-64	Mujer	1	2	Inferior a graduado escolar o ESO
2009	09	La Litera / La Llitera	16-64	Mujer	16	3	Graduado escolar o ESO
2009	09	La Litera / La Llitera	16-64	Mujer	38	4	BUP, Bachiller, LOGSE ó superior
2009	09	La Litera / La Llitera	65 y más	Hombre	47	0	Sin clasificar
2009	09	La Litera / La Llitera	65 y más	Hombre	8	2	Inferior a graduado escolar o ESO
2009	09	La Litera / La Llitera	65 y más	Hombre	17	3	Graduado escolar o ESO
2009	09	La Litera / La Llitera	65 y más	Hombre	11	4	BUP, Bachiller, LOGSE ó superior
2009	09	La Litera / La Llitera	65 y más	Mujer	32	0	Sin clasificar
2009	09	La Litera / La Llitera	65 y más	Mujer	14	2	Inferior a graduado escolar o ESO
2009	09	La Litera / La Llitera	65 y más	Mujer	14	3	Graduado escolar o ESO
2009	09	La Litera / La Llitera	65 y más	Mujer	9	4	BUP, Bachiller, LOGSE ó superior
2009	10	Los Monegros	0-15	Hombre	11	0	Sin clasificar
2009	10	Los Monegros	0-15	Hombre	2	2	Inferior a graduado escolar o ESO
2009	10	Los Monegros	0-15	Mujer	9	0	Sin clasificar
2009	10	Los Monegros	0-15	Mujer	4	2	Inferior a graduado escolar o ESO
2009	10	Los Monegros	0-15	Mujer	1	4	BUP, Bachiller, LOGSE ó superior
2009	10	Los Monegros	16-64	Hombre	27	0	Sin clasificar
2009	10	Los Monegros	16-64	Hombre	6	2	Inferior a graduado escolar o ESO
2009	10	Los Monegros	16-64	Hombre	21	3	Graduado escolar o ESO
2009	10	Los Monegros	16-64	Hombre	36	4	BUP, Bachiller, LOGSE ó superior
2009	10	Los Monegros	16-64	Mujer	27	0	Sin clasificar
2009	10	Los Monegros	16-64	Mujer	6	2	Inferior a graduado escolar o ESO
2009	10	Los Monegros	16-64	Mujer	35	3	Graduado escolar o ESO
2009	10	Los Monegros	16-64	Mujer	57	4	BUP, Bachiller, LOGSE ó superior
2009	10	Los Monegros	65 y más	Hombre	53	0	Sin clasificar
2009	10	Los Monegros	65 y más	Hombre	11	2	Inferior a graduado escolar o ESO
2009	10	Los Monegros	65 y más	Hombre	16	3	Graduado escolar o ESO
2009	10	Los Monegros	65 y más	Hombre	5	4	BUP, Bachiller, LOGSE ó superior
2009	10	Los Monegros	65 y más	Mujer	39	0	Sin clasificar
2009	10	Los Monegros	65 y más	Mujer	16	2	Inferior a graduado escolar o ESO
2009	10	Los Monegros	65 y más	Mujer	31	3	Graduado escolar o ESO
2009	10	Los Monegros	65 y más	Mujer	12	4	BUP, Bachiller, LOGSE ó superior
2009	11	Bajo Cinca / Baix Cinca	0-15	Hombre	10	0	Sin clasificar
2009	11	Bajo Cinca / Baix Cinca	0-15	Hombre	2	3	Graduado escolar o ESO
2009	11	Bajo Cinca / Baix Cinca	0-15	Mujer	10	0	Sin clasificar
2009	11	Bajo Cinca / Baix Cinca	0-15	Mujer	1	1	No sabe leer ni escribir
2009	11	Bajo Cinca / Baix Cinca	0-15	Mujer	1	2	Inferior a graduado escolar o ESO
2009	11	Bajo Cinca / Baix Cinca	16-64	Hombre	29	0	Sin clasificar
2009	11	Bajo Cinca / Baix Cinca	16-64	Hombre	1	1	No sabe leer ni escribir
2009	11	Bajo Cinca / Baix Cinca	16-64	Hombre	3	2	Inferior a graduado escolar o ESO
2009	11	Bajo Cinca / Baix Cinca	16-64	Hombre	18	3	Graduado escolar o ESO
2009	11	Bajo Cinca / Baix Cinca	16-64	Hombre	35	4	BUP, Bachiller, LOGSE ó superior
2009	11	Bajo Cinca / Baix Cinca	16-64	Mujer	28	0	Sin clasificar
2009	11	Bajo Cinca / Baix Cinca	16-64	Mujer	2	2	Inferior a graduado escolar o ESO
2009	11	Bajo Cinca / Baix Cinca	16-64	Mujer	28	3	Graduado escolar o ESO
2009	11	Bajo Cinca / Baix Cinca	16-64	Mujer	44	4	BUP, Bachiller, LOGSE ó superior
2009	11	Bajo Cinca / Baix Cinca	65 y más	Hombre	37	0	Sin clasificar
2009	11	Bajo Cinca / Baix Cinca	65 y más	Hombre	9	2	Inferior a graduado escolar o ESO
2009	11	Bajo Cinca / Baix Cinca	65 y más	Hombre	17	3	Graduado escolar o ESO
2009	11	Bajo Cinca / Baix Cinca	65 y más	Hombre	5	4	BUP, Bachiller, LOGSE ó superior
2009	11	Bajo Cinca / Baix Cinca	65 y más	Mujer	42	0	Sin clasificar
2009	11	Bajo Cinca / Baix Cinca	65 y más	Mujer	5	2	Inferior a graduado escolar o ESO
2009	11	Bajo Cinca / Baix Cinca	65 y más	Mujer	17	3	Graduado escolar o ESO
2009	11	Bajo Cinca / Baix Cinca	65 y más	Mujer	5	4	BUP, Bachiller, LOGSE ó superior
2009	12	Tarazona y el Moncayo	0-15	Hombre	8	0	Sin clasificar
2009	12	Tarazona y el Moncayo	0-15	Hombre	2	2	Inferior a graduado escolar o ESO
2009	12	Tarazona y el Moncayo	0-15	Hombre	1	3	Graduado escolar o ESO
2009	12	Tarazona y el Moncayo	0-15	Mujer	11	0	Sin clasificar
2009	12	Tarazona y el Moncayo	0-15	Mujer	1	2	Inferior a graduado escolar o ESO
2009	12	Tarazona y el Moncayo	0-15	Mujer	1	3	Graduado escolar o ESO
2009	12	Tarazona y el Moncayo	16-64	Hombre	14	0	Sin clasificar
2009	12	Tarazona y el Moncayo	16-64	Hombre	22	3	Graduado escolar o ESO
2009	12	Tarazona y el Moncayo	16-64	Hombre	26	4	BUP, Bachiller, LOGSE ó superior
2009	12	Tarazona y el Moncayo	16-64	Mujer	23	0	Sin clasificar
2009	12	Tarazona y el Moncayo	16-64	Mujer	1	2	Inferior a graduado escolar o ESO
2009	12	Tarazona y el Moncayo	16-64	Mujer	14	3	Graduado escolar o ESO
2009	12	Tarazona y el Moncayo	16-64	Mujer	25	4	BUP, Bachiller, LOGSE ó superior
2009	12	Tarazona y el Moncayo	65 y más	Hombre	14	0	Sin clasificar
2009	12	Tarazona y el Moncayo	65 y más	Hombre	5	2	Inferior a graduado escolar o ESO
2009	12	Tarazona y el Moncayo	65 y más	Hombre	9	3	Graduado escolar o ESO
2009	12	Tarazona y el Moncayo	65 y más	Hombre	11	4	BUP, Bachiller, LOGSE ó superior
2009	12	Tarazona y el Moncayo	65 y más	Mujer	17	0	Sin clasificar
2009	12	Tarazona y el Moncayo	65 y más	Mujer	4	2	Inferior a graduado escolar o ESO
2009	12	Tarazona y el Moncayo	65 y más	Mujer	15	3	Graduado escolar o ESO
2009	12	Tarazona y el Moncayo	65 y más	Mujer	12	4	BUP, Bachiller, LOGSE ó superior
2009	13	Campo de Borja	0-15	Hombre	9	0	Sin clasificar
2009	13	Campo de Borja	0-15	Hombre	1	1	No sabe leer ni escribir
2009	13	Campo de Borja	0-15	Hombre	3	2	Inferior a graduado escolar o ESO
2009	13	Campo de Borja	0-15	Mujer	4	0	Sin clasificar
2009	13	Campo de Borja	0-15	Mujer	1	2	Inferior a graduado escolar o ESO
2009	13	Campo de Borja	16-64	Hombre	31	0	Sin clasificar
2009	13	Campo de Borja	16-64	Hombre	21	3	Graduado escolar o ESO
2009	13	Campo de Borja	16-64	Hombre	29	4	BUP, Bachiller, LOGSE ó superior
2009	13	Campo de Borja	16-64	Mujer	16	0	Sin clasificar
2009	13	Campo de Borja	16-64	Mujer	2	2	Inferior a graduado escolar o ESO
2009	13	Campo de Borja	16-64	Mujer	22	3	Graduado escolar o ESO
2009	13	Campo de Borja	16-64	Mujer	30	4	BUP, Bachiller, LOGSE ó superior
2009	13	Campo de Borja	65 y más	Hombre	13	0	Sin clasificar
2009	13	Campo de Borja	65 y más	Hombre	5	2	Inferior a graduado escolar o ESO
2009	13	Campo de Borja	65 y más	Hombre	10	3	Graduado escolar o ESO
2009	13	Campo de Borja	65 y más	Hombre	5	4	BUP, Bachiller, LOGSE ó superior
2009	13	Campo de Borja	65 y más	Mujer	23	0	Sin clasificar
2009	13	Campo de Borja	65 y más	Mujer	6	2	Inferior a graduado escolar o ESO
2009	13	Campo de Borja	65 y más	Mujer	20	3	Graduado escolar o ESO
2009	13	Campo de Borja	65 y más	Mujer	8	4	BUP, Bachiller, LOGSE ó superior
2009	14	Aranda	0-15	Hombre	2	0	Sin clasificar
2009	14	Aranda	0-15	Mujer	4	0	Sin clasificar
2009	14	Aranda	16-64	Hombre	2	0	Sin clasificar
2009	14	Aranda	16-64	Hombre	1	2	Inferior a graduado escolar o ESO
2009	14	Aranda	16-64	Hombre	7	3	Graduado escolar o ESO
2009	14	Aranda	16-64	Hombre	7	4	BUP, Bachiller, LOGSE ó superior
2009	14	Aranda	16-64	Mujer	5	0	Sin clasificar
2009	14	Aranda	16-64	Mujer	1	2	Inferior a graduado escolar o ESO
2009	14	Aranda	16-64	Mujer	5	3	Graduado escolar o ESO
2009	14	Aranda	16-64	Mujer	6	4	BUP, Bachiller, LOGSE ó superior
2009	14	Aranda	65 y más	Hombre	6	0	Sin clasificar
2009	14	Aranda	65 y más	Hombre	1	2	Inferior a graduado escolar o ESO
2009	14	Aranda	65 y más	Hombre	2	3	Graduado escolar o ESO
2009	14	Aranda	65 y más	Mujer	5	0	Sin clasificar
2009	14	Aranda	65 y más	Mujer	4	2	Inferior a graduado escolar o ESO
2009	14	Aranda	65 y más	Mujer	6	3	Graduado escolar o ESO
2009	14	Aranda	65 y más	Mujer	4	4	BUP, Bachiller, LOGSE ó superior
2009	15	Ribera Alta del Ebro	0-15	Hombre	16	0	Sin clasificar
2009	15	Ribera Alta del Ebro	0-15	Hombre	1	2	Inferior a graduado escolar o ESO
2009	15	Ribera Alta del Ebro	0-15	Mujer	6	0	Sin clasificar
2009	15	Ribera Alta del Ebro	16-64	Hombre	31	0	Sin clasificar
2009	15	Ribera Alta del Ebro	16-64	Hombre	2	2	Inferior a graduado escolar o ESO
2009	15	Ribera Alta del Ebro	16-64	Hombre	15	3	Graduado escolar o ESO
2009	15	Ribera Alta del Ebro	16-64	Hombre	25	4	BUP, Bachiller, LOGSE ó superior
2009	15	Ribera Alta del Ebro	16-64	Mujer	20	0	Sin clasificar
2009	15	Ribera Alta del Ebro	16-64	Mujer	1	1	No sabe leer ni escribir
2009	15	Ribera Alta del Ebro	16-64	Mujer	2	2	Inferior a graduado escolar o ESO
2009	15	Ribera Alta del Ebro	16-64	Mujer	13	3	Graduado escolar o ESO
2009	15	Ribera Alta del Ebro	16-64	Mujer	29	4	BUP, Bachiller, LOGSE ó superior
2009	15	Ribera Alta del Ebro	65 y más	Hombre	23	0	Sin clasificar
2009	15	Ribera Alta del Ebro	65 y más	Hombre	6	2	Inferior a graduado escolar o ESO
2009	15	Ribera Alta del Ebro	65 y más	Hombre	11	3	Graduado escolar o ESO
2009	15	Ribera Alta del Ebro	65 y más	Hombre	11	4	BUP, Bachiller, LOGSE ó superior
2009	15	Ribera Alta del Ebro	65 y más	Mujer	21	0	Sin clasificar
2009	15	Ribera Alta del Ebro	65 y más	Mujer	7	2	Inferior a graduado escolar o ESO
2009	15	Ribera Alta del Ebro	65 y más	Mujer	21	3	Graduado escolar o ESO
2009	15	Ribera Alta del Ebro	65 y más	Mujer	5	4	BUP, Bachiller, LOGSE ó superior
2009	16	Valdejalón	0-15	Hombre	14	0	Sin clasificar
2009	16	Valdejalón	0-15	Hombre	2	2	Inferior a graduado escolar o ESO
2009	16	Valdejalón	0-15	Hombre	1	3	Graduado escolar o ESO
2009	16	Valdejalón	0-15	Mujer	12	0	Sin clasificar
2009	16	Valdejalón	0-15	Mujer	1	2	Inferior a graduado escolar o ESO
2009	16	Valdejalón	0-15	Mujer	1	3	Graduado escolar o ESO
2009	16	Valdejalón	16-64	Hombre	20	0	Sin clasificar
2009	16	Valdejalón	16-64	Hombre	4	2	Inferior a graduado escolar o ESO
2009	16	Valdejalón	16-64	Hombre	12	3	Graduado escolar o ESO
2009	16	Valdejalón	16-64	Hombre	23	4	BUP, Bachiller, LOGSE ó superior
2009	16	Valdejalón	16-64	Mujer	19	0	Sin clasificar
