Año	Residencia provincia código	Residencia provincia nombre	Nacionalidad área código	Nacionalidad área nombre	Nacionalidad país código	Nacionalidad país nombre	Edad (grandes grupos)	Sexo	Extranjeros
1998	22	Huesca	01	UE-15	125	Reino Unido	0 a 15	Mujeres	1
1998	22	Huesca	01	UE-15	125	Reino Unido	16 a 64	Hombres	14
1998	22	Huesca	01	UE-15	125	Reino Unido	16 a 64	Mujeres	24
1998	22	Huesca	01	UE-15	125	Reino Unido	65 y más	Hombres	3
1998	22	Huesca	01	UE-15	125	Reino Unido	65 y más	Mujeres	2
1998	22	Huesca	01	UE-15	126	Alemania	0 a 15	Hombres	5
1998	22	Huesca	01	UE-15	126	Alemania	0 a 15	Mujeres	1
1998	22	Huesca	01	UE-15	126	Alemania	16 a 64	Hombres	18
1998	22	Huesca	01	UE-15	126	Alemania	16 a 64	Mujeres	18
1998	22	Huesca	02	Resto de Europa	104	Bulgaria	0 a 15	Hombres	1
1998	22	Huesca	02	Resto de Europa	104	Bulgaria	16 a 64	Hombres	3
1998	22	Huesca	02	Resto de Europa	104	Bulgaria	16 a 64	Mujeres	1
1998	22	Huesca	02	Resto de Europa	112	Hungría	16 a 64	Hombres	1
1998	22	Huesca	02	Resto de Europa	112	Hungría	65 y más	Hombres	1
1998	22	Huesca	02	Resto de Europa	114	Islandia	16 a 64	Mujeres	1
1998	22	Huesca	02	Resto de Europa	122	Polonia	0 a 15	Hombres	1
1998	22	Huesca	02	Resto de Europa	122	Polonia	16 a 64	Hombres	3
1998	22	Huesca	02	Resto de Europa	122	Polonia	16 a 64	Mujeres	2
1998	22	Huesca	02	Resto de Europa	128	Rumanía	16 a 64	Hombres	2
1998	22	Huesca	02	Resto de Europa	128	Rumanía	16 a 64	Mujeres	1
1998	22	Huesca	02	Resto de Europa	132	Suiza	0 a 15	Hombres	4
1998	22	Huesca	02	Resto de Europa	132	Suiza	0 a 15	Mujeres	1
1998	22	Huesca	02	Resto de Europa	132	Suiza	16 a 64	Hombres	3
1998	22	Huesca	02	Resto de Europa	132	Suiza	16 a 64	Mujeres	3
1998	22	Huesca	02	Resto de Europa	132	Suiza	65 y más	Hombres	1
1998	22	Huesca	02	Resto de Europa	132	Suiza	65 y más	Mujeres	2
1998	22	Huesca	02	Resto de Europa	154	Rusia	16 a 64	Mujeres	2
1998	22	Huesca	02	Resto de Europa	199	Países sin relaciones diplomáticas	16 a 64	Hombres	1
1998	22	Huesca	02	Resto de Europa	199	Países sin relaciones diplomáticas	16 a 64	Mujeres	1
1998	22	Huesca	03	Magreb	203	Argelia	0 a 15	Mujeres	1
1998	22	Huesca	03	Magreb	203	Argelia	16 a 64	Hombres	55
1998	22	Huesca	03	Magreb	203	Argelia	16 a 64	Mujeres	7
1998	22	Huesca	03	Magreb	224	Libia	16 a 64	Hombres	1
1998	22	Huesca	03	Magreb	228	Marruecos	0 a 15	Hombres	20
1998	22	Huesca	03	Magreb	228	Marruecos	0 a 15	Mujeres	16
1998	22	Huesca	03	Magreb	228	Marruecos	16 a 64	Hombres	103
1998	22	Huesca	03	Magreb	228	Marruecos	16 a 64	Mujeres	31
1998	22	Huesca	03	Magreb	228	Marruecos	65 y más	Hombres	1
1998	22	Huesca	03	Magreb	230	Mauritania	16 a 64	Hombres	1
1998	22	Huesca	03	Magreb	248	Túnez	16 a 64	Hombres	3
1998	22	Huesca	04	Resto de África	207	Cabo Verde	16 a 64	Hombres	2
1998	22	Huesca	04	Resto de África	207	Cabo Verde	16 a 64	Mujeres	1
1998	22	Huesca	04	Resto de África	216	Gambia	0 a 15	Hombres	10
1998	22	Huesca	04	Resto de África	216	Gambia	0 a 15	Mujeres	9
1998	22	Huesca	04	Resto de África	216	Gambia	16 a 64	Hombres	51
1998	22	Huesca	04	Resto de África	216	Gambia	16 a 64	Mujeres	18
1998	22	Huesca	04	Resto de África	217	Ghana	16 a 64	Hombres	5
1998	22	Huesca	04	Resto de África	217	Ghana	16 a 64	Mujeres	2
1998	22	Huesca	04	Resto de África	218	Guinea	16 a 64	Hombres	9
1998	22	Huesca	04	Resto de África	218	Guinea	16 a 64	Mujeres	1
1998	22	Huesca	04	Resto de África	220	Guinea Ecuatorial	16 a 64	Hombres	3
1998	22	Huesca	04	Resto de África	220	Guinea Ecuatorial	16 a 64	Mujeres	3
1998	22	Huesca	04	Resto de África	221	Kenia	16 a 64	Mujeres	4
1998	22	Huesca	04	Resto de África	223	Liberia	16 a 64	Hombres	1
1998	22	Huesca	04	Resto de África	227	Mali	0 a 15	Hombres	2
1998	22	Huesca	04	Resto de África	227	Mali	0 a 15	Mujeres	1
1998	22	Huesca	04	Resto de África	227	Mali	16 a 64	Hombres	6
1998	22	Huesca	04	Resto de África	227	Mali	16 a 64	Mujeres	1
1998	22	Huesca	04	Resto de África	227	Mali	65 y más	Hombres	1
1998	22	Huesca	04	Resto de África	233	Níger	65 y más	Hombres	1
1998	22	Huesca	04	Resto de África	234	Nigeria	65 y más	Mujeres	1
1998	22	Huesca	04	Resto de África	236	Sudáfrica	16 a 64	Hombres	2
1998	22	Huesca	04	Resto de África	239	Senegal	16 a 64	Hombres	14
1998	22	Huesca	04	Resto de África	241	Sierra Leona	16 a 64	Hombres	1
1998	22	Huesca	04	Resto de África	242	Somalia	16 a 64	Hombres	2
1998	22	Huesca	05	América del Norte	301	Canadá	16 a 64	Hombres	3
1998	22	Huesca	05	América del Norte	302	Estados Unidos de América	0 a 15	Hombres	4
1998	22	Huesca	05	América del Norte	302	Estados Unidos de América	0 a 15	Mujeres	6
1998	22	Huesca	05	América del Norte	302	Estados Unidos de América	16 a 64	Hombres	11
1998	22	Huesca	05	América del Norte	302	Estados Unidos de América	16 a 64	Mujeres	10
1998	22	Huesca	05	América del Norte	302	Estados Unidos de América	65 y más	Mujeres	1
1998	22	Huesca	06	Resto de América	303	México	0 a 15	Hombres	2
1998	22	Huesca	06	Resto de América	303	México	0 a 15	Mujeres	2
1998	22	Huesca	06	Resto de América	303	México	16 a 64	Hombres	3
1998	22	Huesca	06	Resto de América	303	México	16 a 64	Mujeres	6
1998	22	Huesca	06	Resto de América	314	Costa Rica	0 a 15	Hombres	1
1998	22	Huesca	06	Resto de América	314	Costa Rica	16 a 64	Mujeres	1
1998	22	Huesca	06	Resto de América	315	Cuba	0 a 15	Hombres	2
1998	22	Huesca	06	Resto de América	315	Cuba	0 a 15	Mujeres	2
1998	22	Huesca	06	Resto de América	315	Cuba	16 a 64	Hombres	4
1998	22	Huesca	06	Resto de América	315	Cuba	16 a 64	Mujeres	20
1998	22	Huesca	06	Resto de América	315	Cuba	65 y más	Hombres	1
1998	22	Huesca	06	Resto de América	315	Cuba	65 y más	Mujeres	1
1998	22	Huesca	06	Resto de América	316	Dominica	0 a 15	Mujeres	1
1998	22	Huesca	06	Resto de América	316	Dominica	16 a 64	Mujeres	6
1998	22	Huesca	06	Resto de América	317	El Salvador	16 a 64	Mujeres	2
1998	22	Huesca	06	Resto de América	318	Granada	16 a 64	Hombres	1
1998	22	Huesca	06	Resto de América	318	Granada	16 a 64	Mujeres	1
1998	22	Huesca	06	Resto de América	319	Guatemala	0 a 15	Hombres	1
1998	22	Huesca	06	Resto de América	319	Guatemala	0 a 15	Mujeres	1
1998	22	Huesca	06	Resto de América	319	Guatemala	16 a 64	Hombres	1
1998	22	Huesca	06	Resto de América	319	Guatemala	16 a 64	Mujeres	1
1998	22	Huesca	06	Resto de América	321	Honduras	0 a 15	Hombres	2
1998	22	Huesca	06	Resto de América	321	Honduras	16 a 64	Mujeres	6
1998	22	Huesca	06	Resto de América	326	República Dominicana	0 a 15	Hombres	6
1998	22	Huesca	06	Resto de América	326	República Dominicana	0 a 15	Mujeres	5
1998	22	Huesca	06	Resto de América	326	República Dominicana	16 a 64	Hombres	4
1998	22	Huesca	06	Resto de América	326	República Dominicana	16 a 64	Mujeres	40
1998	22	Huesca	06	Resto de América	326	República Dominicana	65 y más	Hombres	1
1998	22	Huesca	06	Resto de América	340	Argentina	0 a 15	Hombres	2
1998	22	Huesca	06	Resto de América	340	Argentina	0 a 15	Mujeres	2
1998	22	Huesca	06	Resto de América	340	Argentina	16 a 64	Hombres	19
1998	22	Huesca	06	Resto de América	340	Argentina	16 a 64	Mujeres	15
1998	22	Huesca	06	Resto de América	340	Argentina	65 y más	Hombres	4
1998	22	Huesca	06	Resto de América	340	Argentina	65 y más	Mujeres	4
1998	22	Huesca	06	Resto de América	341	Bolivia	65 y más	Hombres	1
1998	22	Huesca	06	Resto de América	342	Brasil	0 a 15	Hombres	1
1998	22	Huesca	06	Resto de América	342	Brasil	16 a 64	Hombres	2
1998	22	Huesca	06	Resto de América	342	Brasil	16 a 64	Mujeres	4
1998	22	Huesca	06	Resto de América	343	Colombia	16 a 64	Hombres	4
1998	22	Huesca	06	Resto de América	343	Colombia	16 a 64	Mujeres	6
1998	22	Huesca	06	Resto de América	344	Chile	16 a 64	Hombres	1
1998	22	Huesca	06	Resto de América	344	Chile	16 a 64	Mujeres	3
1998	22	Huesca	06	Resto de América	344	Chile	65 y más	Mujeres	1
1998	22	Huesca	06	Resto de América	345	Ecuador	0 a 15	Hombres	1
1998	22	Huesca	06	Resto de América	345	Ecuador	16 a 64	Hombres	1
1998	22	Huesca	06	Resto de América	345	Ecuador	16 a 64	Mujeres	3
1998	22	Huesca	06	Resto de América	347	Paraguay	16 a 64	Hombres	2
1998	22	Huesca	06	Resto de América	348	Perú	0 a 15	Hombres	1
1998	22	Huesca	06	Resto de América	348	Perú	0 a 15	Mujeres	2
1998	22	Huesca	06	Resto de América	348	Perú	16 a 64	Hombres	10
1998	22	Huesca	06	Resto de América	348	Perú	16 a 64	Mujeres	13
1998	22	Huesca	06	Resto de América	348	Perú	65 y más	Mujeres	1
1998	22	Huesca	06	Resto de América	350	Uruguay	16 a 64	Hombres	2
1998	22	Huesca	06	Resto de América	351	Venezuela	0 a 15	Mujeres	4
1998	22	Huesca	06	Resto de América	351	Venezuela	16 a 64	Hombres	1
1998	22	Huesca	06	Resto de América	351	Venezuela	16 a 64	Mujeres	5
1998	22	Huesca	07	Asia	401	Afganistán	16 a 64	Hombres	1
1998	22	Huesca	07	Asia	407	China	0 a 15	Hombres	3
1998	22	Huesca	07	Asia	407	China	0 a 15	Mujeres	2
1998	22	Huesca	07	Asia	407	China	16 a 64	Hombres	12
1998	22	Huesca	07	Asia	407	China	16 a 64	Mujeres	7
1998	22	Huesca	07	Asia	409	Filipinas	16 a 64	Hombres	1
1998	22	Huesca	07	Asia	409	Filipinas	16 a 64	Mujeres	3
1998	22	Huesca	07	Asia	409	Filipinas	65 y más	Hombres	1
1998	22	Huesca	07	Asia	415	Japón	16 a 64	Hombres	1
1998	22	Huesca	07	Asia	416	Jordania	16 a 64	Hombres	1
1998	22	Huesca	07	Asia	419	Laos	16 a 64	Hombres	1
1998	22	Huesca	07	Asia	419	Laos	16 a 64	Mujeres	2
1998	22	Huesca	07	Asia	420	Líbano	16 a 64	Hombres	2
1998	22	Huesca	07	Asia	423	Mongolia	16 a 64	Mujeres	1
1998	22	Huesca	07	Asia	426	Pakistán	16 a 64	Hombres	2
1998	22	Huesca	07	Asia	430	República de Corea	0 a 15	Mujeres	1
1998	22	Huesca	07	Asia	430	República de Corea	16 a 64	Hombres	2
1998	22	Huesca	07	Asia	430	República de Corea	16 a 64	Mujeres	1
1998	22	Huesca	07	Asia	433	Siria	0 a 15	Hombres	1
1998	22	Huesca	07	Asia	433	Siria	16 a 64	Hombres	1
1998	22	Huesca	07	Asia	433	Siria	16 a 64	Mujeres	1
1998	22	Huesca	07	Asia	435	Tailandia	16 a 64	Mujeres	3
1998	22	Huesca	07	Asia	441	Yemen	16 a 64	Mujeres	1
1998	22	Huesca	08	Oceanía	501	Australia	16 a 64	Mujeres	4
1998	22	Huesca	08	Oceanía	511	Micronesia	16 a 64	Hombres	1
1998	22	Huesca	08	Oceanía	512	Tuvalu	16 a 64	Hombres	1
1998	44	Teruel	01	UE-15	102	Austria	65 y más	Hombres	1
1998	44	Teruel	01	UE-15	103	Bélgica	16 a 64	Hombres	5
1998	44	Teruel	01	UE-15	103	Bélgica	16 a 64	Mujeres	4
1998	44	Teruel	01	UE-15	103	Bélgica	65 y más	Mujeres	1
1998	44	Teruel	01	UE-15	110	Francia	0 a 15	Hombres	1
1998	44	Teruel	01	UE-15	110	Francia	0 a 15	Mujeres	3
1998	44	Teruel	01	UE-15	110	Francia	16 a 64	Hombres	18
1998	44	Teruel	01	UE-15	110	Francia	16 a 64	Mujeres	31
1998	44	Teruel	01	UE-15	110	Francia	65 y más	Hombres	10
1998	44	Teruel	01	UE-15	110	Francia	65 y más	Mujeres	7
1998	44	Teruel	01	UE-15	111	Grecia	16 a 64	Hombres	3
1998	44	Teruel	01	UE-15	113	Irlanda	0 a 15	Mujeres	1
1998	44	Teruel	01	UE-15	113	Irlanda	16 a 64	Hombres	1
1998	44	Teruel	01	UE-15	115	Italia	16 a 64	Hombres	10
1998	44	Teruel	01	UE-15	115	Italia	16 a 64	Mujeres	1
1998	44	Teruel	01	UE-15	121	Países Bajos	16 a 64	Hombres	1
1998	44	Teruel	01	UE-15	121	Países Bajos	16 a 64	Mujeres	3
1998	44	Teruel	01	UE-15	123	Portugal	0 a 15	Hombres	7
1998	44	Teruel	01	UE-15	123	Portugal	0 a 15	Mujeres	4
1998	44	Teruel	01	UE-15	123	Portugal	16 a 64	Hombres	16
1998	44	Teruel	01	UE-15	123	Portugal	16 a 64	Mujeres	10
1998	44	Teruel	01	UE-15	123	Portugal	65 y más	Hombres	1
1998	44	Teruel	01	UE-15	125	Reino Unido	0 a 15	Hombres	1
1998	44	Teruel	01	UE-15	125	Reino Unido	16 a 64	Hombres	9
1998	44	Teruel	01	UE-15	125	Reino Unido	16 a 64	Mujeres	9
1998	44	Teruel	01	UE-15	126	Alemania	0 a 15	Mujeres	1
1998	44	Teruel	01	UE-15	126	Alemania	16 a 64	Hombres	7
1998	44	Teruel	01	UE-15	126	Alemania	16 a 64	Mujeres	5
1998	44	Teruel	02	Resto de Europa	101	Albania	16 a 64	Hombres	2
1998	44	Teruel	02	Resto de Europa	120	Noruega	65 y más	Hombres	1
1998	44	Teruel	02	Resto de Europa	122	Polonia	0 a 15	Mujeres	1
1998	44	Teruel	02	Resto de Europa	122	Polonia	16 a 64	Hombres	8
1998	44	Teruel	02	Resto de Europa	122	Polonia	16 a 64	Mujeres	1
1998	44	Teruel	02	Resto de Europa	128	Rumanía	0 a 15	Hombres	1
1998	44	Teruel	02	Resto de Europa	128	Rumanía	0 a 15	Mujeres	1
1998	44	Teruel	02	Resto de Europa	128	Rumanía	16 a 64	Hombres	1
1998	44	Teruel	02	Resto de Europa	128	Rumanía	16 a 64	Mujeres	1
1998	44	Teruel	02	Resto de Europa	132	Suiza	16 a 64	Hombres	1
1998	44	Teruel	02	Resto de Europa	132	Suiza	16 a 64	Mujeres	4
1998	44	Teruel	02	Resto de Europa	155	Yugoslavia	0 a 15	Hombres	3
1998	44	Teruel	02	Resto de Europa	155	Yugoslavia	0 a 15	Mujeres	3
1998	44	Teruel	02	Resto de Europa	155	Yugoslavia	16 a 64	Hombres	8
1998	44	Teruel	02	Resto de Europa	155	Yugoslavia	16 a 64	Mujeres	9
1998	44	Teruel	03	Magreb	203	Argelia	16 a 64	Hombres	12
1998	44	Teruel	03	Magreb	203	Argelia	16 a 64	Mujeres	1
1998	44	Teruel	03	Magreb	228	Marruecos	0 a 15	Hombres	20
1998	44	Teruel	03	Magreb	228	Marruecos	0 a 15	Mujeres	5
1998	44	Teruel	03	Magreb	228	Marruecos	16 a 64	Hombres	85
1998	44	Teruel	03	Magreb	228	Marruecos	16 a 64	Mujeres	18
1998	44	Teruel	04	Resto de África	202	Angola	16 a 64	Mujeres	1
1998	44	Teruel	04	Resto de África	207	Cabo Verde	0 a 15	Hombres	4
1998	44	Teruel	04	Resto de África	207	Cabo Verde	0 a 15	Mujeres	6
1998	44	Teruel	04	Resto de África	207	Cabo Verde	16 a 64	Hombres	21
1998	44	Teruel	04	Resto de África	207	Cabo Verde	16 a 64	Mujeres	20
1998	44	Teruel	04	Resto de África	216	Gambia	16 a 64	Hombres	1
1998	44	Teruel	04	Resto de África	218	Guinea	16 a 64	Hombres	1
1998	44	Teruel	04	Resto de África	234	Nigeria	0 a 15	Mujeres	2
1998	44	Teruel	04	Resto de África	234	Nigeria	16 a 64	Hombres	2
1998	44	Teruel	04	Resto de África	234	Nigeria	16 a 64	Mujeres	1
1998	44	Teruel	04	Resto de África	239	Senegal	16 a 64	Hombres	12
1998	44	Teruel	04	Resto de África	239	Senegal	16 a 64	Mujeres	1
1998	44	Teruel	05	América del Norte	301	Canadá	16 a 64	Hombres	1
1998	44	Teruel	05	América del Norte	302	Estados Unidos de América	0 a 15	Hombres	1
1998	44	Teruel	05	América del Norte	302	Estados Unidos de América	16 a 64	Hombres	2
1998	44	Teruel	05	América del Norte	302	Estados Unidos de América	16 a 64	Mujeres	2
1998	44	Teruel	06	Resto de América	303	México	16 a 64	Mujeres	2
1998	44	Teruel	06	Resto de América	315	Cuba	0 a 15	Hombres	1
1998	44	Teruel	06	Resto de América	315	Cuba	16 a 64	Hombres	1
1998	44	Teruel	06	Resto de América	315	Cuba	16 a 64	Mujeres	10
1998	44	Teruel	06	Resto de América	315	Cuba	65 y más	Mujeres	1
1998	44	Teruel	06	Resto de América	316	Dominica	0 a 15	Hombres	2
1998	44	Teruel	06	Resto de América	316	Dominica	16 a 64	Hombres	1
1998	44	Teruel	06	Resto de América	316	Dominica	16 a 64	Mujeres	1
1998	44	Teruel	06	Resto de América	321	Honduras	0 a 15	Hombres	3
1998	44	Teruel	06	Resto de América	321	Honduras	0 a 15	Mujeres	1
1998	44	Teruel	06	Resto de América	321	Honduras	16 a 64	Mujeres	4
1998	44	Teruel	06	Resto de América	326	República Dominicana	0 a 15	Hombres	1
1998	44	Teruel	06	Resto de América	326	República Dominicana	0 a 15	Mujeres	2
1998	44	Teruel	06	Resto de América	326	República Dominicana	16 a 64	Hombres	1
1998	44	Teruel	06	Resto de América	326	República Dominicana	16 a 64	Mujeres	37
1998	44	Teruel	06	Resto de América	340	Argentina	0 a 15	Hombres	2
1998	44	Teruel	06	Resto de América	340	Argentina	16 a 64	Hombres	4
1998	44	Teruel	06	Resto de América	340	Argentina	16 a 64	Mujeres	6
1998	44	Teruel	06	Resto de América	340	Argentina	65 y más	Hombres	1
1998	44	Teruel	06	Resto de América	342	Brasil	0 a 15	Hombres	2
1998	44	Teruel	06	Resto de América	342	Brasil	0 a 15	Mujeres	3
1998	44	Teruel	06	Resto de América	342	Brasil	16 a 64	Hombres	1
1998	44	Teruel	06	Resto de América	342	Brasil	16 a 64	Mujeres	13
1998	44	Teruel	06	Resto de América	343	Colombia	0 a 15	Hombres	1
1998	44	Teruel	06	Resto de América	343	Colombia	16 a 64	Mujeres	3
1998	44	Teruel	06	Resto de América	343	Colombia	65 y más	Mujeres	1
1998	44	Teruel	06	Resto de América	344	Chile	16 a 64	Hombres	1
1998	44	Teruel	06	Resto de América	344	Chile	16 a 64	Mujeres	1
1998	44	Teruel	06	Resto de América	344	Chile	65 y más	Mujeres	1
1998	44	Teruel	06	Resto de América	345	Ecuador	0 a 15	Hombres	1
1998	44	Teruel	06	Resto de América	345	Ecuador	16 a 64	Mujeres	3
1998	44	Teruel	06	Resto de América	348	Perú	0 a 15	Mujeres	1
1998	44	Teruel	06	Resto de América	348	Perú	16 a 64	Mujeres	4
1998	44	Teruel	06	Resto de América	350	Uruguay	16 a 64	Hombres	2
1998	44	Teruel	06	Resto de América	350	Uruguay	16 a 64	Mujeres	2
1998	44	Teruel	06	Resto de América	351	Venezuela	0 a 15	Mujeres	1
1998	44	Teruel	06	Resto de América	351	Venezuela	16 a 64	Hombres	1
1998	44	Teruel	06	Resto de América	351	Venezuela	16 a 64	Mujeres	3
1998	44	Teruel	06	Resto de América	351	Venezuela	65 y más	Mujeres	1
1998	44	Teruel	07	Asia	407	China	0 a 15	Hombres	3
1998	44	Teruel	07	Asia	407	China	0 a 15	Mujeres	1
1998	44	Teruel	07	Asia	407	China	16 a 64	Hombres	1
1998	44	Teruel	07	Asia	407	China	16 a 64	Mujeres	1
1998	44	Teruel	07	Asia	413	Irán	16 a 64	Hombres	2
1998	44	Teruel	07	Asia	420	Líbano	16 a 64	Hombres	1
1998	44	Teruel	07	Asia	426	Pakistán	0 a 15	Hombres	2
1998	44	Teruel	07	Asia	426	Pakistán	0 a 15	Mujeres	4
1998	44	Teruel	07	Asia	426	Pakistán	16 a 64	Hombres	27
1998	44	Teruel	07	Asia	426	Pakistán	16 a 64	Mujeres	7
1998	50	Zaragoza	01	UE-15	102	Austria	0 a 15	Hombres	2
1998	50	Zaragoza	01	UE-15	102	Austria	16 a 64	Mujeres	5
1998	50	Zaragoza	01	UE-15	103	Bélgica	0 a 15	Hombres	3
1998	50	Zaragoza	01	UE-15	103	Bélgica	0 a 15	Mujeres	2
1998	50	Zaragoza	01	UE-15	103	Bélgica	16 a 64	Hombres	17
1998	50	Zaragoza	01	UE-15	103	Bélgica	16 a 64	Mujeres	11
1998	50	Zaragoza	01	UE-15	103	Bélgica	65 y más	Hombres	1
1998	50	Zaragoza	01	UE-15	103	Bélgica	65 y más	Mujeres	4
1998	50	Zaragoza	01	UE-15	107	Dinamarca	0 a 15	Hombres	1
1998	50	Zaragoza	01	UE-15	107	Dinamarca	16 a 64	Hombres	5
1998	50	Zaragoza	01	UE-15	107	Dinamarca	16 a 64	Mujeres	2
1998	50	Zaragoza	01	UE-15	109	Finlandia	16 a 64	Hombres	1
1998	50	Zaragoza	01	UE-15	109	Finlandia	16 a 64	Mujeres	2
1998	50	Zaragoza	01	UE-15	110	Francia	0 a 15	Hombres	11
1998	50	Zaragoza	01	UE-15	110	Francia	0 a 15	Mujeres	18
1998	50	Zaragoza	01	UE-15	110	Francia	16 a 64	Hombres	161
1998	50	Zaragoza	01	UE-15	110	Francia	16 a 64	Mujeres	240
1998	50	Zaragoza	01	UE-15	110	Francia	65 y más	Hombres	26
1998	50	Zaragoza	01	UE-15	110	Francia	65 y más	Mujeres	52
1998	50	Zaragoza	01	UE-15	111	Grecia	16 a 64	Hombres	1
1998	50	Zaragoza	01	UE-15	111	Grecia	16 a 64	Mujeres	1
1998	50	Zaragoza	01	UE-15	111	Grecia	65 y más	Hombres	1
1998	50	Zaragoza	01	UE-15	113	Irlanda	0 a 15	Mujeres	1
1998	50	Zaragoza	01	UE-15	113	Irlanda	16 a 64	Hombres	7
1998	50	Zaragoza	01	UE-15	113	Irlanda	16 a 64	Mujeres	15
1998	50	Zaragoza	01	UE-15	115	Italia	0 a 15	Hombres	12
1998	50	Zaragoza	01	UE-15	115	Italia	0 a 15	Mujeres	16
1998	50	Zaragoza	01	UE-15	115	Italia	16 a 64	Hombres	101
1998	50	Zaragoza	01	UE-15	115	Italia	16 a 64	Mujeres	31
1998	50	Zaragoza	01	UE-15	115	Italia	65 y más	Hombres	10
1998	50	Zaragoza	01	UE-15	115	Italia	65 y más	Mujeres	11
1998	50	Zaragoza	01	UE-15	117	Luxemburgo	16 a 64	Hombres	1
1998	50	Zaragoza	01	UE-15	117	Luxemburgo	16 a 64	Mujeres	1
1998	50	Zaragoza	01	UE-15	121	Países Bajos	0 a 15	Hombres	2
1998	50	Zaragoza	01	UE-15	121	Países Bajos	0 a 15	Mujeres	3
1998	50	Zaragoza	01	UE-15	121	Países Bajos	16 a 64	Hombres	28
1998	50	Zaragoza	01	UE-15	121	Países Bajos	16 a 64	Mujeres	18
1998	50	Zaragoza	01	UE-15	121	Países Bajos	65 y más	Hombres	1
1998	50	Zaragoza	01	UE-15	121	Países Bajos	65 y más	Mujeres	1
1998	50	Zaragoza	01	UE-15	123	Portugal	0 a 15	Hombres	43
1998	50	Zaragoza	01	UE-15	123	Portugal	0 a 15	Mujeres	34
1998	50	Zaragoza	01	UE-15	123	Portugal	16 a 64	Hombres	156
1998	50	Zaragoza	01	UE-15	123	Portugal	16 a 64	Mujeres	166
1998	50	Zaragoza	01	UE-15	123	Portugal	65 y más	Hombres	9
1998	50	Zaragoza	01	UE-15	123	Portugal	65 y más	Mujeres	8
1998	50	Zaragoza	01	UE-15	125	Reino Unido	0 a 15	Hombres	8
1998	50	Zaragoza	01	UE-15	125	Reino Unido	0 a 15	Mujeres	3
1998	50	Zaragoza	01	UE-15	125	Reino Unido	16 a 64	Hombres	72
1998	50	Zaragoza	01	UE-15	125	Reino Unido	16 a 64	Mujeres	75
1998	50	Zaragoza	01	UE-15	125	Reino Unido	65 y más	Hombres	4
1998	50	Zaragoza	01	UE-15	125	Reino Unido	65 y más	Mujeres	5
1998	50	Zaragoza	01	UE-15	126	Alemania	0 a 15	Hombres	8
1998	50	Zaragoza	01	UE-15	126	Alemania	0 a 15	Mujeres	7
1998	50	Zaragoza	01	UE-15	126	Alemania	16 a 64	Hombres	79
