Comarca código	Comarca nombre	Año	Orden	Votos	Siglas
06	Hoya de Huesca / Plana de Uesca	2011	5	2052	IU
06	Hoya de Huesca / Plana de Uesca	2011	6	793	UPyD
06	Hoya de Huesca / Plana de Uesca	2011	7	685	VERDES ECOLO
06	Hoya de Huesca / Plana de Uesca	2011	8	58	COMPROMISO CON ARAGON
06	Hoya de Huesca / Plana de Uesca	2011	9	111	PACMA
06	Hoya de Huesca / Plana de Uesca	2011	10	23	F.I.A.
06	Hoya de Huesca / Plana de Uesca	2011	11	25	TA
06	Hoya de Huesca / Plana de Uesca	2011	12	37	UCE
06	Hoya de Huesca / Plana de Uesca	2011	13	0	pCUA
06	Hoya de Huesca / Plana de Uesca	2011	14	0	PFyV
06	Hoya de Huesca / Plana de Uesca	2011	15	22	CDL
06	Hoya de Huesca / Plana de Uesca	2011	16	0	PH
06	Hoya de Huesca / Plana de Uesca	2011	17	0	L'VIA
07	Somontano de Barbastro	2011	1	5332	PP
07	Somontano de Barbastro	2011	2	4909	PSOE
07	Somontano de Barbastro	2011	3	1165	PAR
07	Somontano de Barbastro	2011	4	759	CHA
07	Somontano de Barbastro	2011	5	516	IU
07	Somontano de Barbastro	2011	6	134	UPyD
07	Somontano de Barbastro	2011	7	121	VERDES ECOLO
07	Somontano de Barbastro	2011	8	9	COMPROMISO CON ARAGON
07	Somontano de Barbastro	2011	9	37	PACMA
07	Somontano de Barbastro	2011	10	6	F.I.A.
07	Somontano de Barbastro	2011	11	8	TA
07	Somontano de Barbastro	2011	12	12	UCE
07	Somontano de Barbastro	2011	15	1	CDL
08	Cinca Medio	2011	1	4557	PP
08	Cinca Medio	2011	2	4092	PSOE
08	Cinca Medio	2011	3	1473	PAR
08	Cinca Medio	2011	4	633	CHA
08	Cinca Medio	2011	5	847	IU
08	Cinca Medio	2011	6	88	UPyD
08	Cinca Medio	2011	7	48	VERDES ECOLO
08	Cinca Medio	2011	8	6	COMPROMISO CON ARAGON
08	Cinca Medio	2011	9	32	PACMA
08	Cinca Medio	2011	10	92	F.I.A.
08	Cinca Medio	2011	11	5	TA
08	Cinca Medio	2011	12	12	UCE
08	Cinca Medio	2011	15	7	CDL
09	La Litera / La Llitera	2011	1	3780	PP
09	La Litera / La Llitera	2011	2	3880	PSOE
09	La Litera / La Llitera	2011	3	1093	PAR
09	La Litera / La Llitera	2011	4	481	CHA
09	La Litera / La Llitera	2011	5	281	IU
09	La Litera / La Llitera	2011	6	58	UPyD
09	La Litera / La Llitera	2011	7	50	VERDES ECOLO
09	La Litera / La Llitera	2011	8	8	COMPROMISO CON ARAGON
09	La Litera / La Llitera	2011	9	39	PACMA
09	La Litera / La Llitera	2011	10	4	F.I.A.
09	La Litera / La Llitera	2011	11	10	TA
09	La Litera / La Llitera	2011	12	5	UCE
09	La Litera / La Llitera	2011	15	9	CDL
10	Los Monegros	2011	1	4648	PP
10	Los Monegros	2011	2	4645	PSOE
10	Los Monegros	2011	3	2513	PAR
10	Los Monegros	2011	4	631	CHA
10	Los Monegros	2011	5	368	IU
10	Los Monegros	2011	6	81	UPyD
10	Los Monegros	2011	7	27	VERDES ECOLO
10	Los Monegros	2011	8	49	COMPROMISO CON ARAGON
10	Los Monegros	2011	9	12	PACMA
10	Los Monegros	2011	10	9	F.I.A.
10	Los Monegros	2011	11	6	TA
10	Los Monegros	2011	12	9	UCE
10	Los Monegros	2011	13	2	pCUA
10	Los Monegros	2011	14	0	PFyV
10	Los Monegros	2011	15	1	CDL
10	Los Monegros	2011	16	1	PH
10	Los Monegros	2011	17	0	L'VIA
11	Bajo Cinca / Baix Cinca	2011	1	4769	PP
11	Bajo Cinca / Baix Cinca	2011	2	4764	PSOE
11	Bajo Cinca / Baix Cinca	2011	3	1522	PAR
11	Bajo Cinca / Baix Cinca	2011	4	273	CHA
11	Bajo Cinca / Baix Cinca	2011	5	305	IU
11	Bajo Cinca / Baix Cinca	2011	6	55	UPyD
11	Bajo Cinca / Baix Cinca	2011	7	50	VERDES ECOLO
11	Bajo Cinca / Baix Cinca	2011	8	4	COMPROMISO CON ARAGON
11	Bajo Cinca / Baix Cinca	2011	9	33	PACMA
11	Bajo Cinca / Baix Cinca	2011	10	11	F.I.A.
11	Bajo Cinca / Baix Cinca	2011	11	9	TA
11	Bajo Cinca / Baix Cinca	2011	12	15	UCE
11	Bajo Cinca / Baix Cinca	2011	13	1	pCUA
11	Bajo Cinca / Baix Cinca	2011	14	1	PFyV
11	Bajo Cinca / Baix Cinca	2011	15	11	CDL
11	Bajo Cinca / Baix Cinca	2011	16	1	PH
11	Bajo Cinca / Baix Cinca	2011	17	0	L'VIA
12	Tarazona y el Moncayo	2011	1	4250	PP
12	Tarazona y el Moncayo	2011	2	2552	PSOE
12	Tarazona y el Moncayo	2011	3	452	PAR
12	Tarazona y el Moncayo	2011	4	555	CHA
12	Tarazona y el Moncayo	2011	5	527	IU
12	Tarazona y el Moncayo	2011	6	48	UPyD
12	Tarazona y el Moncayo	2011	7	33	VERDES ECOLO
12	Tarazona y el Moncayo	2011	8	30	COMPROMISO CON ARAGON
12	Tarazona y el Moncayo	2011	9	28	PACMA
12	Tarazona y el Moncayo	2011	10	2	F.I.A.
12	Tarazona y el Moncayo	2011	11	6	TA
12	Tarazona y el Moncayo	2011	12	14	UCE
12	Tarazona y el Moncayo	2011	13	2	pCUA
12	Tarazona y el Moncayo	2011	14	3	PFyV
12	Tarazona y el Moncayo	2011	15	1	CDL
12	Tarazona y el Moncayo	2011	16	6	PH
12	Tarazona y el Moncayo	2011	17	1	L'VIA
13	Campo de Borja	2011	1	3049	PP
13	Campo de Borja	2011	2	3719	PSOE
13	Campo de Borja	2011	3	995	PAR
13	Campo de Borja	2011	4	741	CHA
13	Campo de Borja	2011	5	211	IU
13	Campo de Borja	2011	6	41	UPyD
13	Campo de Borja	2011	7	32	VERDES ECOLO
13	Campo de Borja	2011	8	10	COMPROMISO CON ARAGON
13	Campo de Borja	2011	9	12	PACMA
13	Campo de Borja	2011	10	7	F.I.A.
13	Campo de Borja	2011	11	4	TA
13	Campo de Borja	2011	12	7	UCE
13	Campo de Borja	2011	13	1	pCUA
13	Campo de Borja	2011	14	4	PFyV
13	Campo de Borja	2011	15	2	CDL
13	Campo de Borja	2011	16	2	PH
13	Campo de Borja	2011	17	2	L'VIA
14	Aranda	2011	1	1829	PP
14	Aranda	2011	2	1271	PSOE
14	Aranda	2011	3	908	PAR
14	Aranda	2011	4	363	CHA
14	Aranda	2011	5	94	IU
14	Aranda	2011	6	16	UPyD
14	Aranda	2011	7	13	VERDES ECOLO
14	Aranda	2011	8	1	COMPROMISO CON ARAGON
14	Aranda	2011	9	4	PACMA
14	Aranda	2011	10	0	F.I.A.
14	Aranda	2011	11	2	TA
14	Aranda	2011	12	3	UCE
14	Aranda	2011	13	6	pCUA
14	Aranda	2011	14	2	PFyV
14	Aranda	2011	15	3	CDL
14	Aranda	2011	16	1	PH
14	Aranda	2011	17	0	L'VIA
15	Ribera Alta del Ebro	2011	1	4739	PP
15	Ribera Alta del Ebro	2011	2	5573	PSOE
15	Ribera Alta del Ebro	2011	3	1785	PAR
15	Ribera Alta del Ebro	2011	4	1334	CHA
15	Ribera Alta del Ebro	2011	5	765	IU
15	Ribera Alta del Ebro	2011	6	146	UPyD
15	Ribera Alta del Ebro	2011	7	38	VERDES ECOLO
15	Ribera Alta del Ebro	2011	8	3	COMPROMISO CON ARAGON
15	Ribera Alta del Ebro	2011	9	41	PACMA
15	Ribera Alta del Ebro	2011	10	10	F.I.A.
15	Ribera Alta del Ebro	2011	11	13	TA
15	Ribera Alta del Ebro	2011	12	9	UCE
15	Ribera Alta del Ebro	2011	13	8	pCUA
15	Ribera Alta del Ebro	2011	14	10	PFyV
15	Ribera Alta del Ebro	2011	15	8	CDL
15	Ribera Alta del Ebro	2011	16	10	PH
15	Ribera Alta del Ebro	2011	17	7	L'VIA
16	Valdejalón	2011	1	6084	PP
16	Valdejalón	2011	2	4666	PSOE
16	Valdejalón	2011	3	1272	PAR
16	Valdejalón	2011	4	1343	CHA
16	Valdejalón	2011	5	404	IU
16	Valdejalón	2011	6	186	UPyD
16	Valdejalón	2011	7	62	VERDES ECOLO
16	Valdejalón	2011	8	18	COMPROMISO CON ARAGON
16	Valdejalón	2011	9	30	PACMA
16	Valdejalón	2011	10	47	F.I.A.
16	Valdejalón	2011	11	8	TA
16	Valdejalón	2011	12	4	UCE
16	Valdejalón	2011	13	5	pCUA
16	Valdejalón	2011	14	8	PFyV
16	Valdejalón	2011	15	46	CDL
16	Valdejalón	2011	16	8	PH
16	Valdejalón	2011	17	4	L'VIA
17	D.C. Zaragoza	2011	1	147904	PP
17	D.C. Zaragoza	2011	2	90824	PSOE
17	D.C. Zaragoza	2011	3	18983	PAR
17	D.C. Zaragoza	2011	4	35121	CHA
17	D.C. Zaragoza	2011	5	26620	IU
17	D.C. Zaragoza	2011	6	12316	UPyD
17	D.C. Zaragoza	2011	7	2597	VERDES ECOLO
17	D.C. Zaragoza	2011	8	1098	COMPROMISO CON ARAGON
17	D.C. Zaragoza	2011	9	1337	PACMA
17	D.C. Zaragoza	2011	10	597	F.I.A.
17	D.C. Zaragoza	2011	11	611	TA
17	D.C. Zaragoza	2011	12	316	UCE
17	D.C. Zaragoza	2011	13	515	pCUA
17	D.C. Zaragoza	2011	14	462	PFyV
17	D.C. Zaragoza	2011	15	303	CDL
17	D.C. Zaragoza	2011	16	379	PH
17	D.C. Zaragoza	2011	17	222	L'VIA
18	Ribera Baja del Ebro	2011	1	1825	PP
18	Ribera Baja del Ebro	2011	2	2138	PSOE
18	Ribera Baja del Ebro	2011	3	663	PAR
18	Ribera Baja del Ebro	2011	4	563	CHA
18	Ribera Baja del Ebro	2011	5	90	IU
18	Ribera Baja del Ebro	2011	6	48	UPyD
18	Ribera Baja del Ebro	2011	7	17	VERDES ECOLO
18	Ribera Baja del Ebro	2011	8	2	COMPROMISO CON ARAGON
18	Ribera Baja del Ebro	2011	9	4	PACMA
18	Ribera Baja del Ebro	2011	10	0	F.I.A.
18	Ribera Baja del Ebro	2011	11	3	TA
18	Ribera Baja del Ebro	2011	12	5	UCE
18	Ribera Baja del Ebro	2011	13	2	pCUA
18	Ribera Baja del Ebro	2011	14	4	PFyV
18	Ribera Baja del Ebro	2011	15	2	CDL
18	Ribera Baja del Ebro	2011	16	3	PH
18	Ribera Baja del Ebro	2011	17	1	L'VIA
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2011	1	2884	PP
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2011	2	2724	PSOE
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2011	3	970	PAR
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2011	4	629	CHA
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2011	5	142	IU
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2011	6	46	UPyD
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2011	7	21	VERDES ECOLO
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2011	8	29	COMPROMISO CON ARAGON
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2011	9	24	PACMA
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2011	10	3	F.I.A.
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2011	11	6	TA
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2011	12	6	UCE
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2011	13	2	pCUA
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2011	14	5	PFyV
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2011	15	5	CDL
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2011	16	3	PH
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2011	17	1	L'VIA
20	Comunidad de Calatayud	2011	1	9185	PP
20	Comunidad de Calatayud	2011	2	7570	PSOE
20	Comunidad de Calatayud	2011	3	3569	PAR
20	Comunidad de Calatayud	2011	4	1301	CHA
20	Comunidad de Calatayud	2011	5	572	IU
20	Comunidad de Calatayud	2011	6	208	UPyD
20	Comunidad de Calatayud	2011	7	78	VERDES ECOLO
20	Comunidad de Calatayud	2011	8	17	COMPROMISO CON ARAGON
20	Comunidad de Calatayud	2011	9	36	PACMA
20	Comunidad de Calatayud	2011	10	58	F.I.A.
20	Comunidad de Calatayud	2011	11	6	TA
20	Comunidad de Calatayud	2011	12	11	UCE
20	Comunidad de Calatayud	2011	13	12	pCUA
20	Comunidad de Calatayud	2011	14	9	PFyV
20	Comunidad de Calatayud	2011	15	3	CDL
20	Comunidad de Calatayud	2011	16	6	PH
20	Comunidad de Calatayud	2011	17	3	L'VIA
21	Campo de Cariñena	2011	1	2353	PP
21	Campo de Cariñena	2011	2	2347	PSOE
21	Campo de Cariñena	2011	3	647	PAR
21	Campo de Cariñena	2011	4	788	CHA
21	Campo de Cariñena	2011	5	140	IU
21	Campo de Cariñena	2011	6	35	UPyD
21	Campo de Cariñena	2011	7	13	VERDES ECOLO
21	Campo de Cariñena	2011	8	7	COMPROMISO CON ARAGON
21	Campo de Cariñena	2011	9	9	PACMA
21	Campo de Cariñena	2011	10	1	F.I.A.
21	Campo de Cariñena	2011	11	4	TA
21	Campo de Cariñena	2011	12	1	UCE
21	Campo de Cariñena	2011	13	2	pCUA
21	Campo de Cariñena	2011	14	3	PFyV
21	Campo de Cariñena	2011	15	1	CDL
21	Campo de Cariñena	2011	16	6	PH
21	Campo de Cariñena	2011	17	0	L'VIA
22	Campo de Belchite	2011	1	1565	PP
22	Campo de Belchite	2011	2	1275	PSOE
22	Campo de Belchite	2011	3	628	PAR
22	Campo de Belchite	2011	4	138	CHA
22	Campo de Belchite	2011	5	90	IU
22	Campo de Belchite	2011	6	23	UPyD
22	Campo de Belchite	2011	7	10	VERDES ECOLO
22	Campo de Belchite	2011	8	2	COMPROMISO CON ARAGON
22	Campo de Belchite	2011	9	2	PACMA
22	Campo de Belchite	2011	10	1	F.I.A.
22	Campo de Belchite	2011	11	1	TA
22	Campo de Belchite	2011	12	4	UCE
22	Campo de Belchite	2011	13	1	pCUA
22	Campo de Belchite	2011	14	0	PFyV
22	Campo de Belchite	2011	15	1	CDL
22	Campo de Belchite	2011	16	0	PH
22	Campo de Belchite	2011	17	0	L'VIA
23	Bajo Martín	2011	1	1465	PP
23	Bajo Martín	2011	2	1609	PSOE
23	Bajo Martín	2011	3	642	PAR
23	Bajo Martín	2011	4	211	CHA
23	Bajo Martín	2011	5	349	IU
23	Bajo Martín	2011	6	22	UPyD
23	Bajo Martín	2011	7	8	VERDES ECOLO
23	Bajo Martín	2011	8	21	COMPROMISO CON ARAGON
23	Bajo Martín	2011	9	6	PACMA
23	Bajo Martín	2011	10	9	F.I.A.
23	Bajo Martín	2011	11	0	TA
23	Bajo Martín	2011	12	3	UCE
24	Campo de Daroca	2011	1	1729	PP
24	Campo de Daroca	2011	2	1042	PSOE
24	Campo de Daroca	2011	3	1008	PAR
24	Campo de Daroca	2011	4	233	CHA
24	Campo de Daroca	2011	5	76	IU
24	Campo de Daroca	2011	6	39	UPyD
24	Campo de Daroca	2011	7	15	VERDES ECOLO
24	Campo de Daroca	2011	8	12	COMPROMISO CON ARAGON
24	Campo de Daroca	2011	9	9	PACMA
24	Campo de Daroca	2011	10	2	F.I.A.
24	Campo de Daroca	2011	11	7	TA
24	Campo de Daroca	2011	12	0	UCE
24	Campo de Daroca	2011	13	6	pCUA
24	Campo de Daroca	2011	14	0	PFyV
24	Campo de Daroca	2011	15	0	CDL
24	Campo de Daroca	2011	16	2	PH
24	Campo de Daroca	2011	17	0	L'VIA
25	Jiloca	2011	1	3050	PP
25	Jiloca	2011	2	1913	PSOE
25	Jiloca	2011	3	1897	PAR
25	Jiloca	2011	4	461	CHA
25	Jiloca	2011	5	166	IU
25	Jiloca	2011	6	55	UPyD
25	Jiloca	2011	7	24	VERDES ECOLO
25	Jiloca	2011	8	208	COMPROMISO CON ARAGON
25	Jiloca	2011	9	12	PACMA
25	Jiloca	2011	10	25	F.I.A.
25	Jiloca	2011	11	4	TA
25	Jiloca	2011	12	9	UCE
26	Cuencas Mineras	2011	1	1254	PP
26	Cuencas Mineras	2011	2	1902	PSOE
26	Cuencas Mineras	2011	3	541	PAR
26	Cuencas Mineras	2011	4	421	CHA
26	Cuencas Mineras	2011	5	290	IU
26	Cuencas Mineras	2011	6	15	UPyD
26	Cuencas Mineras	2011	7	9	VERDES ECOLO
26	Cuencas Mineras	2011	8	956	COMPROMISO CON ARAGON
26	Cuencas Mineras	2011	9	11	PACMA
26	Cuencas Mineras	2011	10	3	F.I.A.
26	Cuencas Mineras	2011	11	0	TA
26	Cuencas Mineras	2011	12	3	UCE
27	Andorra-Sierra de Arcos	2011	1	1796	PP
27	Andorra-Sierra de Arcos	2011	2	1528	PSOE
27	Andorra-Sierra de Arcos	2011	3	683	PAR
27	Andorra-Sierra de Arcos	2011	4	265	CHA
27	Andorra-Sierra de Arcos	2011	5	1788	IU
27	Andorra-Sierra de Arcos	2011	6	22	UPyD
27	Andorra-Sierra de Arcos	2011	7	18	VERDES ECOLO
27	Andorra-Sierra de Arcos	2011	8	151	COMPROMISO CON ARAGON
27	Andorra-Sierra de Arcos	2011	9	25	PACMA
27	Andorra-Sierra de Arcos	2011	10	1	F.I.A.
27	Andorra-Sierra de Arcos	2011	11	7	TA
27	Andorra-Sierra de Arcos	2011	12	7	UCE
28	Bajo Aragón	2011	1	5079	PP
28	Bajo Aragón	2011	2	4341	PSOE
28	Bajo Aragón	2011	3	3911	PAR
28	Bajo Aragón	2011	4	547	CHA
28	Bajo Aragón	2011	5	1107	IU
28	Bajo Aragón	2011	6	124	UPyD
28	Bajo Aragón	2011	7	55	VERDES ECOLO
28	Bajo Aragón	2011	8	207	COMPROMISO CON ARAGON
28	Bajo Aragón	2011	9	51	PACMA
28	Bajo Aragón	2011	10	8	F.I.A.
28	Bajo Aragón	2011	11	11	TA
28	Bajo Aragón	2011	12	22	UCE
29	Comunidad de Teruel	2011	1	11054	PP
29	Comunidad de Teruel	2011	2	5994	PSOE
29	Comunidad de Teruel	2011	3	2231	PAR
29	Comunidad de Teruel	2011	4	1440	CHA
29	Comunidad de Teruel	2011	5	1112	IU
29	Comunidad de Teruel	2011	6	458	UPyD
29	Comunidad de Teruel	2011	7	134	VERDES ECOLO
29	Comunidad de Teruel	2011	8	642	COMPROMISO CON ARAGON
29	Comunidad de Teruel	2011	9	59	PACMA
29	Comunidad de Teruel	2011	10	17	F.I.A.
29	Comunidad de Teruel	2011	11	17	TA
29	Comunidad de Teruel	2011	12	19	UCE
30	Maestrazgo	2011	1	808	PP
30	Maestrazgo	2011	2	617	PSOE
30	Maestrazgo	2011	3	558	PAR
30	Maestrazgo	2011	4	98	CHA
30	Maestrazgo	2011	5	55	IU
30	Maestrazgo	2011	6	10	UPyD
30	Maestrazgo	2011	7	5	VERDES ECOLO
30	Maestrazgo	2011	8	39	COMPROMISO CON ARAGON
30	Maestrazgo	2011	9	9	PACMA
30	Maestrazgo	2011	10	2	F.I.A.
30	Maestrazgo	2011	11	3	TA
30	Maestrazgo	2011	12	2	UCE
31	Sierra de Albarracín	2011	1	1200	PP
31	Sierra de Albarracín	2011	2	986	PSOE
31	Sierra de Albarracín	2011	3	679	PAR
31	Sierra de Albarracín	2011	4	207	CHA
31	Sierra de Albarracín	2011	5	78	IU
31	Sierra de Albarracín	2011	6	26	UPyD
31	Sierra de Albarracín	2011	7	6	VERDES ECOLO
31	Sierra de Albarracín	2011	8	56	COMPROMISO CON ARAGON
31	Sierra de Albarracín	2011	9	1	PACMA
31	Sierra de Albarracín	2011	10	2	F.I.A.
31	Sierra de Albarracín	2011	11	2	TA
31	Sierra de Albarracín	2011	12	3	UCE
32	Gúdar-Javalambre	2011	1	1893	PP
32	Gúdar-Javalambre	2011	2	1611	PSOE
32	Gúdar-Javalambre	2011	3	891	PAR
32	Gúdar-Javalambre	2011	4	186	CHA
32	Gúdar-Javalambre	2011	5	180	IU
32	Gúdar-Javalambre	2011	6	43	UPyD
32	Gúdar-Javalambre	2011	7	49	VERDES ECOLO
32	Gúdar-Javalambre	2011	8	59	COMPROMISO CON ARAGON
32	Gúdar-Javalambre	2011	9	15	PACMA
32	Gúdar-Javalambre	2011	10	5	F.I.A.
32	Gúdar-Javalambre	2011	11	5	TA
32	Gúdar-Javalambre	2011	12	3	UCE
33	Matarraña / Matarranya	2011	1	2043	PP
33	Matarraña / Matarranya	2011	2	1345	PSOE
33	Matarraña / Matarranya	2011	3	1225	PAR
33	Matarraña / Matarranya	2011	4	217	CHA
33	Matarraña / Matarranya	2011	5	103	IU
33	Matarraña / Matarranya	2011	6	12	UPyD
33	Matarraña / Matarranya	2011	7	26	VERDES ECOLO
33	Matarraña / Matarranya	2011	8	48	COMPROMISO CON ARAGON
33	Matarraña / Matarranya	2011	9	10	PACMA
33	Matarraña / Matarranya	2011	10	2	F.I.A.
33	Matarraña / Matarranya	2011	11	5	TA
33	Matarraña / Matarranya	2011	12	6	UCE
