Año	Residencia comarca código	Residencia comarca nombre	Edad (grandes grupos)	Sexo	Relación lugar de residencia y nacimiento	Personas
1998	02	Alto Gállego	0 a 15	Hombres	4 - Distinta CA	64
1998	02	Alto Gállego	0 a 15	Hombres	5 - Nacidos en el extranjero	3
1998	02	Alto Gállego	0 a 15	Mujeres	1 - Misma CA, misma provincia y mismo municipio	151
1998	02	Alto Gállego	0 a 15	Mujeres	2 - Misma CA, misma provincia y distinto municipio	506
1998	02	Alto Gállego	0 a 15	Mujeres	3 - Misma CA y distinta provincia	79
1998	02	Alto Gállego	0 a 15	Mujeres	4 - Distinta CA	49
1998	02	Alto Gállego	0 a 15	Mujeres	5 - Nacidos en el extranjero	3
1998	02	Alto Gállego	16 a 64	Hombres	1 - Misma CA, misma provincia y mismo municipio	1391
1998	02	Alto Gállego	16 a 64	Hombres	2 - Misma CA, misma provincia y distinto municipio	1740
1998	02	Alto Gállego	16 a 64	Hombres	3 - Misma CA y distinta provincia	363
1998	02	Alto Gállego	16 a 64	Hombres	4 - Distinta CA	563
1998	02	Alto Gállego	16 a 64	Hombres	5 - Nacidos en el extranjero	48
1998	02	Alto Gállego	16 a 64	Mujeres	1 - Misma CA, misma provincia y mismo municipio	1087
1998	02	Alto Gállego	16 a 64	Mujeres	2 - Misma CA, misma provincia y distinto municipio	1783
1998	02	Alto Gállego	16 a 64	Mujeres	3 - Misma CA y distinta provincia	369
1998	02	Alto Gállego	16 a 64	Mujeres	4 - Distinta CA	528
1998	02	Alto Gállego	16 a 64	Mujeres	5 - Nacidos en el extranjero	56
1998	02	Alto Gállego	65 y más	Hombres	1 - Misma CA, misma provincia y mismo municipio	626
1998	02	Alto Gállego	65 y más	Hombres	2 - Misma CA, misma provincia y distinto municipio	443
1998	02	Alto Gállego	65 y más	Hombres	3 - Misma CA y distinta provincia	62
1998	02	Alto Gállego	65 y más	Hombres	4 - Distinta CA	90
1998	02	Alto Gállego	65 y más	Hombres	5 - Nacidos en el extranjero	15
1998	02	Alto Gállego	65 y más	Mujeres	1 - Misma CA, misma provincia y mismo municipio	526
1998	02	Alto Gállego	65 y más	Mujeres	2 - Misma CA, misma provincia y distinto municipio	573
1998	02	Alto Gállego	65 y más	Mujeres	3 - Misma CA y distinta provincia	76
1998	02	Alto Gállego	65 y más	Mujeres	4 - Distinta CA	112
1998	02	Alto Gállego	65 y más	Mujeres	5 - Nacidos en el extranjero	9
1998	03	Sobrarbe	0 a 15	Hombres	1 - Misma CA, misma provincia y mismo municipio	147
1998	03	Sobrarbe	0 a 15	Hombres	2 - Misma CA, misma provincia y distinto municipio	170
1998	03	Sobrarbe	0 a 15	Hombres	3 - Misma CA y distinta provincia	33
1998	03	Sobrarbe	0 a 15	Hombres	4 - Distinta CA	31
1998	03	Sobrarbe	0 a 15	Hombres	5 - Nacidos en el extranjero	6
1998	03	Sobrarbe	0 a 15	Mujeres	1 - Misma CA, misma provincia y mismo municipio	159
1998	03	Sobrarbe	0 a 15	Mujeres	2 - Misma CA, misma provincia y distinto municipio	161
1998	03	Sobrarbe	0 a 15	Mujeres	3 - Misma CA y distinta provincia	30
1998	03	Sobrarbe	0 a 15	Mujeres	4 - Distinta CA	53
1998	03	Sobrarbe	0 a 15	Mujeres	5 - Nacidos en el extranjero	2
1998	03	Sobrarbe	16 a 64	Hombres	1 - Misma CA, misma provincia y mismo municipio	1075
1998	03	Sobrarbe	16 a 64	Hombres	2 - Misma CA, misma provincia y distinto municipio	656
1998	03	Sobrarbe	16 a 64	Hombres	3 - Misma CA y distinta provincia	163
1998	03	Sobrarbe	16 a 64	Hombres	4 - Distinta CA	321
1998	03	Sobrarbe	16 a 64	Hombres	5 - Nacidos en el extranjero	37
1998	03	Sobrarbe	16 a 64	Mujeres	1 - Misma CA, misma provincia y mismo municipio	675
1998	03	Sobrarbe	16 a 64	Mujeres	2 - Misma CA, misma provincia y distinto municipio	655
1998	03	Sobrarbe	16 a 64	Mujeres	3 - Misma CA y distinta provincia	126
1998	03	Sobrarbe	16 a 64	Mujeres	4 - Distinta CA	300
1998	03	Sobrarbe	16 a 64	Mujeres	5 - Nacidos en el extranjero	43
1998	03	Sobrarbe	65 y más	Hombres	1 - Misma CA, misma provincia y mismo municipio	684
1998	03	Sobrarbe	65 y más	Hombres	2 - Misma CA, misma provincia y distinto municipio	152
1998	03	Sobrarbe	65 y más	Hombres	3 - Misma CA y distinta provincia	8
1998	03	Sobrarbe	65 y más	Hombres	4 - Distinta CA	54
1998	03	Sobrarbe	65 y más	Hombres	5 - Nacidos en el extranjero	7
1998	03	Sobrarbe	65 y más	Mujeres	1 - Misma CA, misma provincia y mismo municipio	611
1998	03	Sobrarbe	65 y más	Mujeres	2 - Misma CA, misma provincia y distinto municipio	263
1998	03	Sobrarbe	65 y más	Mujeres	3 - Misma CA y distinta provincia	16
1998	03	Sobrarbe	65 y más	Mujeres	4 - Distinta CA	45
1998	03	Sobrarbe	65 y más	Mujeres	5 - Nacidos en el extranjero	6
1998	04	La Ribagorza	0 a 15	Hombres	1 - Misma CA, misma provincia y mismo municipio	271
1998	04	La Ribagorza	0 a 15	Hombres	2 - Misma CA, misma provincia y distinto municipio	269
1998	04	La Ribagorza	0 a 15	Hombres	3 - Misma CA y distinta provincia	50
1998	04	La Ribagorza	0 a 15	Hombres	4 - Distinta CA	100
1998	04	La Ribagorza	0 a 15	Hombres	5 - Nacidos en el extranjero	9
1998	04	La Ribagorza	0 a 15	Mujeres	1 - Misma CA, misma provincia y mismo municipio	247
1998	04	La Ribagorza	0 a 15	Mujeres	2 - Misma CA, misma provincia y distinto municipio	230
1998	04	La Ribagorza	0 a 15	Mujeres	3 - Misma CA y distinta provincia	44
1998	04	La Ribagorza	0 a 15	Mujeres	4 - Distinta CA	88
1998	04	La Ribagorza	0 a 15	Mujeres	5 - Nacidos en el extranjero	9
1998	04	La Ribagorza	16 a 64	Hombres	1 - Misma CA, misma provincia y mismo municipio	1646
1998	04	La Ribagorza	16 a 64	Hombres	2 - Misma CA, misma provincia y distinto municipio	1042
1998	04	La Ribagorza	16 a 64	Hombres	3 - Misma CA y distinta provincia	160
1998	04	La Ribagorza	16 a 64	Hombres	4 - Distinta CA	690
1998	04	La Ribagorza	16 a 64	Hombres	5 - Nacidos en el extranjero	57
1998	04	La Ribagorza	16 a 64	Mujeres	1 - Misma CA, misma provincia y mismo municipio	1061
1998	04	La Ribagorza	16 a 64	Mujeres	2 - Misma CA, misma provincia y distinto municipio	1225
1998	04	La Ribagorza	16 a 64	Mujeres	3 - Misma CA y distinta provincia	140
1998	04	La Ribagorza	16 a 64	Mujeres	4 - Distinta CA	679
1998	04	La Ribagorza	16 a 64	Mujeres	5 - Nacidos en el extranjero	47
1998	04	La Ribagorza	65 y más	Hombres	1 - Misma CA, misma provincia y mismo municipio	1104
1998	04	La Ribagorza	65 y más	Hombres	2 - Misma CA, misma provincia y distinto municipio	360
1998	04	La Ribagorza	65 y más	Hombres	3 - Misma CA y distinta provincia	9
1998	04	La Ribagorza	65 y más	Hombres	4 - Distinta CA	131
1998	04	La Ribagorza	65 y más	Hombres	5 - Nacidos en el extranjero	14
1998	04	La Ribagorza	65 y más	Mujeres	1 - Misma CA, misma provincia y mismo municipio	1004
1998	04	La Ribagorza	65 y más	Mujeres	2 - Misma CA, misma provincia y distinto municipio	608
1998	04	La Ribagorza	65 y más	Mujeres	3 - Misma CA y distinta provincia	17
1998	04	La Ribagorza	65 y más	Mujeres	4 - Distinta CA	139
1998	04	La Ribagorza	65 y más	Mujeres	5 - Nacidos en el extranjero	18
1998	05	Cinco Villas	0 a 15	Hombres	1 - Misma CA, misma provincia y mismo municipio	324
1998	05	Cinco Villas	0 a 15	Hombres	2 - Misma CA, misma provincia y distinto municipio	1609
1998	05	Cinco Villas	0 a 15	Hombres	3 - Misma CA y distinta provincia	15
1998	05	Cinco Villas	0 a 15	Hombres	4 - Distinta CA	81
1998	05	Cinco Villas	0 a 15	Hombres	5 - Nacidos en el extranjero	16
1998	05	Cinco Villas	0 a 15	Mujeres	1 - Misma CA, misma provincia y mismo municipio	362
1998	05	Cinco Villas	0 a 15	Mujeres	2 - Misma CA, misma provincia y distinto municipio	1620
1998	05	Cinco Villas	0 a 15	Mujeres	3 - Misma CA y distinta provincia	10
1998	05	Cinco Villas	0 a 15	Mujeres	4 - Distinta CA	92
1998	05	Cinco Villas	0 a 15	Mujeres	5 - Nacidos en el extranjero	16
1998	05	Cinco Villas	16 a 64	Hombres	1 - Misma CA, misma provincia y mismo municipio	5337
1998	05	Cinco Villas	16 a 64	Hombres	2 - Misma CA, misma provincia y distinto municipio	3683
1998	05	Cinco Villas	16 a 64	Hombres	3 - Misma CA y distinta provincia	158
1998	05	Cinco Villas	16 a 64	Hombres	4 - Distinta CA	822
1998	05	Cinco Villas	16 a 64	Hombres	5 - Nacidos en el extranjero	92
1998	05	Cinco Villas	16 a 64	Mujeres	1 - Misma CA, misma provincia y mismo municipio	4516
1998	05	Cinco Villas	16 a 64	Mujeres	2 - Misma CA, misma provincia y distinto municipio	3468
1998	05	Cinco Villas	16 a 64	Mujeres	3 - Misma CA y distinta provincia	160
1998	05	Cinco Villas	16 a 64	Mujeres	4 - Distinta CA	845
1998	05	Cinco Villas	16 a 64	Mujeres	5 - Nacidos en el extranjero	73
1998	05	Cinco Villas	65 y más	Hombres	1 - Misma CA, misma provincia y mismo municipio	2244
1998	05	Cinco Villas	65 y más	Hombres	2 - Misma CA, misma provincia y distinto municipio	642
1998	05	Cinco Villas	65 y más	Hombres	3 - Misma CA y distinta provincia	62
1998	05	Cinco Villas	65 y más	Hombres	4 - Distinta CA	235
1998	05	Cinco Villas	65 y más	Hombres	5 - Nacidos en el extranjero	13
1998	05	Cinco Villas	65 y más	Mujeres	1 - Misma CA, misma provincia y mismo municipio	2602
1998	05	Cinco Villas	65 y más	Mujeres	2 - Misma CA, misma provincia y distinto municipio	818
1998	05	Cinco Villas	65 y más	Mujeres	3 - Misma CA y distinta provincia	80
1998	05	Cinco Villas	65 y más	Mujeres	4 - Distinta CA	302
1998	05	Cinco Villas	65 y más	Mujeres	5 - Nacidos en el extranjero	9
1998	06	Hoya de Huesca / Plana de Uesca	0 a 15	Hombres	1 - Misma CA, misma provincia y mismo municipio	3313
1998	06	Hoya de Huesca / Plana de Uesca	0 a 15	Hombres	2 - Misma CA, misma provincia y distinto municipio	458
1998	06	Hoya de Huesca / Plana de Uesca	0 a 15	Hombres	3 - Misma CA y distinta provincia	293
1998	06	Hoya de Huesca / Plana de Uesca	0 a 15	Hombres	4 - Distinta CA	288
1998	06	Hoya de Huesca / Plana de Uesca	0 a 15	Hombres	5 - Nacidos en el extranjero	28
1998	06	Hoya de Huesca / Plana de Uesca	0 a 15	Mujeres	1 - Misma CA, misma provincia y mismo municipio	3106
1998	06	Hoya de Huesca / Plana de Uesca	0 a 15	Mujeres	2 - Misma CA, misma provincia y distinto municipio	423
1998	06	Hoya de Huesca / Plana de Uesca	0 a 15	Mujeres	3 - Misma CA y distinta provincia	262
1998	06	Hoya de Huesca / Plana de Uesca	0 a 15	Mujeres	4 - Distinta CA	260
1998	06	Hoya de Huesca / Plana de Uesca	0 a 15	Mujeres	5 - Nacidos en el extranjero	26
1998	06	Hoya de Huesca / Plana de Uesca	16 a 64	Hombres	1 - Misma CA, misma provincia y mismo municipio	9719
1998	06	Hoya de Huesca / Plana de Uesca	16 a 64	Hombres	2 - Misma CA, misma provincia y distinto municipio	4798
1998	06	Hoya de Huesca / Plana de Uesca	16 a 64	Hombres	3 - Misma CA y distinta provincia	1638
1998	06	Hoya de Huesca / Plana de Uesca	16 a 64	Hombres	4 - Distinta CA	2686
1998	06	Hoya de Huesca / Plana de Uesca	16 a 64	Hombres	5 - Nacidos en el extranjero	276
1998	06	Hoya de Huesca / Plana de Uesca	16 a 64	Mujeres	1 - Misma CA, misma provincia y mismo municipio	8865
1998	06	Hoya de Huesca / Plana de Uesca	16 a 64	Mujeres	2 - Misma CA, misma provincia y distinto municipio	5368
1998	06	Hoya de Huesca / Plana de Uesca	16 a 64	Mujeres	3 - Misma CA y distinta provincia	1710
1998	06	Hoya de Huesca / Plana de Uesca	16 a 64	Mujeres	4 - Distinta CA	2592
1998	06	Hoya de Huesca / Plana de Uesca	16 a 64	Mujeres	5 - Nacidos en el extranjero	300
1998	06	Hoya de Huesca / Plana de Uesca	65 y más	Hombres	1 - Misma CA, misma provincia y mismo municipio	2382
1998	06	Hoya de Huesca / Plana de Uesca	65 y más	Hombres	2 - Misma CA, misma provincia y distinto municipio	2097
1998	06	Hoya de Huesca / Plana de Uesca	65 y más	Hombres	3 - Misma CA y distinta provincia	392
1998	06	Hoya de Huesca / Plana de Uesca	65 y más	Hombres	4 - Distinta CA	598
1998	06	Hoya de Huesca / Plana de Uesca	65 y más	Hombres	5 - Nacidos en el extranjero	35
1998	06	Hoya de Huesca / Plana de Uesca	65 y más	Mujeres	1 - Misma CA, misma provincia y mismo municipio	2404
1998	06	Hoya de Huesca / Plana de Uesca	65 y más	Mujeres	2 - Misma CA, misma provincia y distinto municipio	3303
1998	06	Hoya de Huesca / Plana de Uesca	65 y más	Mujeres	3 - Misma CA y distinta provincia	561
1998	06	Hoya de Huesca / Plana de Uesca	65 y más	Mujeres	4 - Distinta CA	834
1998	06	Hoya de Huesca / Plana de Uesca	65 y más	Mujeres	5 - Nacidos en el extranjero	40
1998	07	Somontano de Barbastro	0 a 15	Hombres	1 - Misma CA, misma provincia y mismo municipio	990
1998	07	Somontano de Barbastro	0 a 15	Hombres	2 - Misma CA, misma provincia y distinto municipio	501
1998	07	Somontano de Barbastro	0 a 15	Hombres	3 - Misma CA y distinta provincia	40
1998	07	Somontano de Barbastro	0 a 15	Hombres	4 - Distinta CA	92
1998	07	Somontano de Barbastro	0 a 15	Hombres	5 - Nacidos en el extranjero	16
1998	07	Somontano de Barbastro	0 a 15	Mujeres	1 - Misma CA, misma provincia y mismo municipio	965
1998	07	Somontano de Barbastro	0 a 15	Mujeres	2 - Misma CA, misma provincia y distinto municipio	471
1998	07	Somontano de Barbastro	0 a 15	Mujeres	3 - Misma CA y distinta provincia	38
1998	07	Somontano de Barbastro	0 a 15	Mujeres	4 - Distinta CA	83
1998	07	Somontano de Barbastro	0 a 15	Mujeres	5 - Nacidos en el extranjero	18
1998	07	Somontano de Barbastro	16 a 64	Hombres	1 - Misma CA, misma provincia y mismo municipio	2864
1998	07	Somontano de Barbastro	16 a 64	Hombres	2 - Misma CA, misma provincia y distinto municipio	2416
1998	07	Somontano de Barbastro	16 a 64	Hombres	3 - Misma CA y distinta provincia	244
1998	07	Somontano de Barbastro	16 a 64	Hombres	4 - Distinta CA	1158
1998	07	Somontano de Barbastro	16 a 64	Hombres	5 - Nacidos en el extranjero	108
1998	07	Somontano de Barbastro	16 a 64	Mujeres	1 - Misma CA, misma provincia y mismo municipio	2443
1998	07	Somontano de Barbastro	16 a 64	Mujeres	2 - Misma CA, misma provincia y distinto municipio	2621
1998	07	Somontano de Barbastro	16 a 64	Mujeres	3 - Misma CA y distinta provincia	225
1998	07	Somontano de Barbastro	16 a 64	Mujeres	4 - Distinta CA	1148
1998	07	Somontano de Barbastro	16 a 64	Mujeres	5 - Nacidos en el extranjero	115
1998	07	Somontano de Barbastro	65 y más	Hombres	1 - Misma CA, misma provincia y mismo municipio	1193
1998	07	Somontano de Barbastro	65 y más	Hombres	2 - Misma CA, misma provincia y distinto municipio	818
1998	07	Somontano de Barbastro	65 y más	Hombres	3 - Misma CA y distinta provincia	45
1998	07	Somontano de Barbastro	65 y más	Hombres	4 - Distinta CA	329
1998	07	Somontano de Barbastro	65 y más	Hombres	5 - Nacidos en el extranjero	24
1998	07	Somontano de Barbastro	65 y más	Mujeres	1 - Misma CA, misma provincia y mismo municipio	1199
1998	07	Somontano de Barbastro	65 y más	Mujeres	2 - Misma CA, misma provincia y distinto municipio	1216
1998	07	Somontano de Barbastro	65 y más	Mujeres	3 - Misma CA y distinta provincia	75
1998	07	Somontano de Barbastro	65 y más	Mujeres	4 - Distinta CA	424
1998	07	Somontano de Barbastro	65 y más	Mujeres	5 - Nacidos en el extranjero	30
1998	08	Cinca Medio	0 a 15	Hombres	1 - Misma CA, misma provincia y mismo municipio	562
1998	08	Cinca Medio	0 a 15	Hombres	2 - Misma CA, misma provincia y distinto municipio	861
1998	08	Cinca Medio	0 a 15	Hombres	3 - Misma CA y distinta provincia	27
1998	08	Cinca Medio	0 a 15	Hombres	4 - Distinta CA	140
1998	08	Cinca Medio	0 a 15	Hombres	5 - Nacidos en el extranjero	5
1998	08	Cinca Medio	0 a 15	Mujeres	1 - Misma CA, misma provincia y mismo municipio	544
1998	08	Cinca Medio	0 a 15	Mujeres	2 - Misma CA, misma provincia y distinto municipio	824
1998	08	Cinca Medio	0 a 15	Mujeres	3 - Misma CA y distinta provincia	27
1998	08	Cinca Medio	0 a 15	Mujeres	4 - Distinta CA	133
1998	08	Cinca Medio	0 a 15	Mujeres	5 - Nacidos en el extranjero	5
1998	08	Cinca Medio	16 a 64	Hombres	1 - Misma CA, misma provincia y mismo municipio	2585
1998	08	Cinca Medio	16 a 64	Hombres	2 - Misma CA, misma provincia y distinto municipio	2710
1998	08	Cinca Medio	16 a 64	Hombres	3 - Misma CA y distinta provincia	316
1998	08	Cinca Medio	16 a 64	Hombres	4 - Distinta CA	1312
1998	08	Cinca Medio	16 a 64	Hombres	5 - Nacidos en el extranjero	141
1998	08	Cinca Medio	16 a 64	Mujeres	1 - Misma CA, misma provincia y mismo municipio	2185
1998	08	Cinca Medio	16 a 64	Mujeres	2 - Misma CA, misma provincia y distinto municipio	2645
1998	08	Cinca Medio	16 a 64	Mujeres	3 - Misma CA y distinta provincia	283
1998	08	Cinca Medio	16 a 64	Mujeres	4 - Distinta CA	1374
1998	08	Cinca Medio	16 a 64	Mujeres	5 - Nacidos en el extranjero	79
1998	08	Cinca Medio	65 y más	Hombres	1 - Misma CA, misma provincia y mismo municipio	989
1998	08	Cinca Medio	65 y más	Hombres	2 - Misma CA, misma provincia y distinto municipio	701
1998	08	Cinca Medio	65 y más	Hombres	3 - Misma CA y distinta provincia	168
1998	08	Cinca Medio	65 y más	Hombres	4 - Distinta CA	395
1998	08	Cinca Medio	65 y más	Hombres	5 - Nacidos en el extranjero	21
1998	08	Cinca Medio	65 y más	Mujeres	1 - Misma CA, misma provincia y mismo municipio	1092
1998	08	Cinca Medio	65 y más	Mujeres	2 - Misma CA, misma provincia y distinto municipio	882
1998	08	Cinca Medio	65 y más	Mujeres	3 - Misma CA y distinta provincia	176
1998	08	Cinca Medio	65 y más	Mujeres	4 - Distinta CA	482
1998	08	Cinca Medio	65 y más	Mujeres	5 - Nacidos en el extranjero	15
1998	09	La Litera / La Llitera	0 a 15	Hombres	1 - Misma CA, misma provincia y mismo municipio	436
1998	09	La Litera / La Llitera	0 a 15	Hombres	2 - Misma CA, misma provincia y distinto municipio	416
1998	09	La Litera / La Llitera	0 a 15	Hombres	3 - Misma CA y distinta provincia	20
1998	09	La Litera / La Llitera	0 a 15	Hombres	4 - Distinta CA	316
1998	09	La Litera / La Llitera	0 a 15	Hombres	5 - Nacidos en el extranjero	8
1998	09	La Litera / La Llitera	0 a 15	Mujeres	1 - Misma CA, misma provincia y mismo municipio	442
1998	09	La Litera / La Llitera	0 a 15	Mujeres	2 - Misma CA, misma provincia y distinto municipio	347
1998	09	La Litera / La Llitera	0 a 15	Mujeres	3 - Misma CA y distinta provincia	17
1998	09	La Litera / La Llitera	0 a 15	Mujeres	4 - Distinta CA	298
1998	09	La Litera / La Llitera	0 a 15	Mujeres	5 - Nacidos en el extranjero	10
1998	09	La Litera / La Llitera	16 a 64	Hombres	1 - Misma CA, misma provincia y mismo municipio	2599
1998	09	La Litera / La Llitera	16 a 64	Hombres	2 - Misma CA, misma provincia y distinto municipio	1370
1998	09	La Litera / La Llitera	16 a 64	Hombres	3 - Misma CA y distinta provincia	244
1998	09	La Litera / La Llitera	16 a 64	Hombres	4 - Distinta CA	1644
1998	09	La Litera / La Llitera	16 a 64	Hombres	5 - Nacidos en el extranjero	101
1998	09	La Litera / La Llitera	16 a 64	Mujeres	1 - Misma CA, misma provincia y mismo municipio	2098
1998	09	La Litera / La Llitera	16 a 64	Mujeres	2 - Misma CA, misma provincia y distinto municipio	1474
1998	09	La Litera / La Llitera	16 a 64	Mujeres	3 - Misma CA y distinta provincia	248
1998	09	La Litera / La Llitera	16 a 64	Mujeres	4 - Distinta CA	1699
1998	09	La Litera / La Llitera	16 a 64	Mujeres	5 - Nacidos en el extranjero	72
1998	09	La Litera / La Llitera	65 y más	Hombres	1 - Misma CA, misma provincia y mismo municipio	1153
1998	09	La Litera / La Llitera	65 y más	Hombres	2 - Misma CA, misma provincia y distinto municipio	560
1998	09	La Litera / La Llitera	65 y más	Hombres	3 - Misma CA y distinta provincia	184
1998	09	La Litera / La Llitera	65 y más	Hombres	4 - Distinta CA	315
1998	09	La Litera / La Llitera	65 y más	Hombres	5 - Nacidos en el extranjero	14
1998	09	La Litera / La Llitera	65 y más	Mujeres	1 - Misma CA, misma provincia y mismo municipio	1246
1998	09	La Litera / La Llitera	65 y más	Mujeres	2 - Misma CA, misma provincia y distinto municipio	747
1998	09	La Litera / La Llitera	65 y más	Mujeres	3 - Misma CA y distinta provincia	198
1998	09	La Litera / La Llitera	65 y más	Mujeres	4 - Distinta CA	413
1998	09	La Litera / La Llitera	65 y más	Mujeres	5 - Nacidos en el extranjero	18
1998	10	Los Monegros	0 a 15	Hombres	1 - Misma CA, misma provincia y mismo municipio	226
1998	10	Los Monegros	0 a 15	Hombres	2 - Misma CA, misma provincia y distinto municipio	936
1998	10	Los Monegros	0 a 15	Hombres	3 - Misma CA y distinta provincia	113
1998	10	Los Monegros	0 a 15	Hombres	4 - Distinta CA	87
1998	10	Los Monegros	0 a 15	Hombres	5 - Nacidos en el extranjero	10
1998	10	Los Monegros	0 a 15	Mujeres	1 - Misma CA, misma provincia y mismo municipio	186
1998	10	Los Monegros	0 a 15	Mujeres	2 - Misma CA, misma provincia y distinto municipio	886
1998	10	Los Monegros	0 a 15	Mujeres	3 - Misma CA y distinta provincia	100
1998	10	Los Monegros	0 a 15	Mujeres	4 - Distinta CA	62
1998	10	Los Monegros	0 a 15	Mujeres	5 - Nacidos en el extranjero	4
1998	10	Los Monegros	16 a 64	Hombres	1 - Misma CA, misma provincia y mismo municipio	2893
1998	10	Los Monegros	16 a 64	Hombres	2 - Misma CA, misma provincia y distinto municipio	2684
1998	10	Los Monegros	16 a 64	Hombres	3 - Misma CA y distinta provincia	628
1998	10	Los Monegros	16 a 64	Hombres	4 - Distinta CA	675
1998	10	Los Monegros	16 a 64	Hombres	5 - Nacidos en el extranjero	55
1998	10	Los Monegros	16 a 64	Mujeres	1 - Misma CA, misma provincia y mismo municipio	2285
1998	10	Los Monegros	16 a 64	Mujeres	2 - Misma CA, misma provincia y distinto municipio	2596
1998	10	Los Monegros	16 a 64	Mujeres	3 - Misma CA y distinta provincia	594
1998	10	Los Monegros	16 a 64	Mujeres	4 - Distinta CA	724
1998	10	Los Monegros	16 a 64	Mujeres	5 - Nacidos en el extranjero	72
1998	10	Los Monegros	65 y más	Hombres	1 - Misma CA, misma provincia y mismo municipio	1811
1998	10	Los Monegros	65 y más	Hombres	2 - Misma CA, misma provincia y distinto municipio	473
1998	10	Los Monegros	65 y más	Hombres	3 - Misma CA y distinta provincia	219
1998	10	Los Monegros	65 y más	Hombres	4 - Distinta CA	192
1998	10	Los Monegros	65 y más	Hombres	5 - Nacidos en el extranjero	7
1998	10	Los Monegros	65 y más	Mujeres	1 - Misma CA, misma provincia y mismo municipio	1886
1998	10	Los Monegros	65 y más	Mujeres	2 - Misma CA, misma provincia y distinto municipio	688
1998	10	Los Monegros	65 y más	Mujeres	3 - Misma CA y distinta provincia	217
1998	10	Los Monegros	65 y más	Mujeres	4 - Distinta CA	228
1998	10	Los Monegros	65 y más	Mujeres	5 - Nacidos en el extranjero	13
1998	11	Bajo Cinca / Baix Cinca	0 a 15	Hombres	1 - Misma CA, misma provincia y mismo municipio	809
1998	11	Bajo Cinca / Baix Cinca	0 a 15	Hombres	2 - Misma CA, misma provincia y distinto municipio	187
1998	11	Bajo Cinca / Baix Cinca	0 a 15	Hombres	3 - Misma CA y distinta provincia	60
1998	11	Bajo Cinca / Baix Cinca	0 a 15	Hombres	4 - Distinta CA	641
1998	11	Bajo Cinca / Baix Cinca	0 a 15	Hombres	5 - Nacidos en el extranjero	18
1998	11	Bajo Cinca / Baix Cinca	0 a 15	Mujeres	1 - Misma CA, misma provincia y mismo municipio	838
1998	11	Bajo Cinca / Baix Cinca	0 a 15	Mujeres	2 - Misma CA, misma provincia y distinto municipio	175
