Municipio código	Municipio nombre	Corine Land Cover 2000 nivel 1 descripción	Superficie (has)	Año
22022	Almunia de San Juan	Zonas forestales con vegetación natural y espacios abiertos	1490,005669	2006
22022	Almunia de San Juan	Zonas húmedas	0	2000
22022	Almunia de San Juan	Zonas húmedas	0	2006
22023	Almuniente	Superficies artificiales	30,91602	2000
22023	Almuniente	Superficies artificiales	0	2006
22023	Almuniente	Superficies de agua	4,297005	2000
22023	Almuniente	Superficies de agua	0	2006
22023	Almuniente	Zonas agrícolas	3518,842859	2000
22023	Almuniente	Zonas agrícolas	3550,106223	2006
22023	Almuniente	Zonas forestales con vegetación natural y espacios abiertos	206,958852	2000
22023	Almuniente	Zonas forestales con vegetación natural y espacios abiertos	206,676414	2006
22023	Almuniente	Zonas húmedas	0	2000
22023	Almuniente	Zonas húmedas	0	2006
22024	Alquézar	Superficies artificiales	6,508775	2000
22024	Alquézar	Superficies artificiales	0	2006
22024	Alquézar	Superficies de agua	0	2000
22024	Alquézar	Superficies de agua	0	2006
22024	Alquézar	Zonas agrícolas	1178,095301	2000
22024	Alquézar	Zonas agrícolas	1181,832818	2006
22024	Alquézar	Zonas forestales con vegetación natural y espacios abiertos	2058,620858	2000
22024	Alquézar	Zonas forestales con vegetación natural y espacios abiertos	2056,394072	2006
22024	Alquézar	Zonas húmedas	0	2000
22024	Alquézar	Zonas húmedas	0	2006
22025	Altorricón	Superficies artificiales	48,949539	2000
22025	Altorricón	Superficies artificiales	39,924592	2006
22025	Altorricón	Superficies de agua	8,166626	2000
22025	Altorricón	Superficies de agua	0	2006
22025	Altorricón	Zonas agrícolas	3183,694347	2000
22025	Altorricón	Zonas agrícolas	3205,046531	2006
22025	Altorricón	Zonas forestales con vegetación natural y espacios abiertos	0	2000
22025	Altorricón	Zonas forestales con vegetación natural y espacios abiertos	0	2006
22025	Altorricón	Zonas húmedas	0	2000
22025	Altorricón	Zonas húmedas	0	2006
22027	Angüés	Superficies artificiales	24,46705	2000
22027	Angüés	Superficies artificiales	0	2006
22027	Angüés	Superficies de agua	0	2000
22027	Angüés	Superficies de agua	0	2006
22027	Angüés	Zonas agrícolas	4365,739591	2000
22027	Angüés	Zonas agrícolas	4382,656176	2006
22027	Angüés	Zonas forestales con vegetación natural y espacios abiertos	1276,408724	2000
22027	Angüés	Zonas forestales con vegetación natural y espacios abiertos	1272,014217	2006
22027	Angüés	Zonas húmedas	0	2000
22027	Angüés	Zonas húmedas	0	2006
22028	Ansó	Superficies artificiales	12,987763	2000
22028	Ansó	Superficies artificiales	0	2006
22028	Ansó	Superficies de agua	29,622983	2000
22028	Ansó	Superficies de agua	29,622509	2006
22028	Ansó	Zonas agrícolas	296,782219	2000
22028	Ansó	Zonas agrícolas	331,927545	2006
22028	Ansó	Zonas forestales con vegetación natural y espacios abiertos	21939,742867	2000
22028	Ansó	Zonas forestales con vegetación natural y espacios abiertos	25717,592348	2006
22028	Ansó	Zonas húmedas	77,22993	2000
22028	Ansó	Zonas húmedas	77,225739	2006
22029	Antillón	Superficies artificiales	11,825795	2000
22029	Antillón	Superficies artificiales	0	2006
22029	Antillón	Superficies de agua	0	2000
22029	Antillón	Superficies de agua	0	2006
22029	Antillón	Zonas agrícolas	2156,781446	2000
22029	Antillón	Zonas agrícolas	2168,149003	2006
22029	Antillón	Zonas forestales con vegetación natural y espacios abiertos	72,643719	2000
22029	Antillón	Zonas forestales con vegetación natural y espacios abiertos	73,782919	2006
22029	Antillón	Zonas húmedas	0	2000
22029	Antillón	Zonas húmedas	0	2006
22032	Aragüés del Puerto	Superficies artificiales	4,837942	2000
22032	Aragüés del Puerto	Superficies artificiales	0	2006
22032	Aragüés del Puerto	Superficies de agua	0	2000
22032	Aragüés del Puerto	Superficies de agua	0	2006
22032	Aragüés del Puerto	Zonas agrícolas	132,405813	2000
22032	Aragüés del Puerto	Zonas agrícolas	137,246421	2006
22032	Aragüés del Puerto	Zonas forestales con vegetación natural y espacios abiertos	6307,581706	2000
22032	Aragüés del Puerto	Zonas forestales con vegetación natural y espacios abiertos	6307,705613	2006
22032	Aragüés del Puerto	Zonas húmedas	0	2000
22032	Aragüés del Puerto	Zonas húmedas	0	2006
22035	Arén	Superficies artificiales	41,735898	2000
22035	Arén	Superficies artificiales	0	2006
22035	Arén	Superficies de agua	0	2000
22035	Arén	Superficies de agua	0	2006
22035	Arén	Zonas agrícolas	2459,993023	2000
22035	Arén	Zonas agrícolas	2489,699283	2006
22035	Arén	Zonas forestales con vegetación natural y espacios abiertos	9446,848659	2000
22035	Arén	Zonas forestales con vegetación natural y espacios abiertos	9459,600355	2006
22035	Arén	Zonas húmedas	0	2000
22035	Arén	Zonas húmedas	0	2006
22036	Argavieso	Superficies artificiales	5,736072	2000
22036	Argavieso	Superficies artificiales	0	2006
22036	Argavieso	Superficies de agua	0	2000
22036	Argavieso	Superficies de agua	0	2006
22036	Argavieso	Zonas agrícolas	867,946518	2000
22036	Argavieso	Zonas agrícolas	875,774907	2006
22036	Argavieso	Zonas forestales con vegetación natural y espacios abiertos	96,228258	2000
22036	Argavieso	Zonas forestales con vegetación natural y espacios abiertos	96,051195	2006
22036	Argavieso	Zonas húmedas	0	2000
22036	Argavieso	Zonas húmedas	0	2006
22037	Arguis	Superficies artificiales	14,250975	2000
22037	Arguis	Superficies artificiales	0	2006
22037	Arguis	Superficies de agua	35,009112	2000
22037	Arguis	Superficies de agua	35,009396	2006
22037	Arguis	Zonas agrícolas	576,597676	2000
22037	Arguis	Zonas agrícolas	590,850287	2006
22037	Arguis	Zonas forestales con vegetación natural y espacios abiertos	5641,119076	2000
22037	Arguis	Zonas forestales con vegetación natural y espacios abiertos	5651,061183	2006
22037	Arguis	Zonas húmedas	0	2000
22037	Arguis	Zonas húmedas	0	2006
22039	Ayerbe	Superficies artificiales	33,909693	2000
22039	Ayerbe	Superficies artificiales	37,353404	2006
22039	Ayerbe	Superficies de agua	0	2000
22039	Ayerbe	Superficies de agua	0,039825	2006
22039	Ayerbe	Zonas agrícolas	4050,378096	2000
22039	Ayerbe	Zonas agrícolas	4044,118599	2006
22039	Ayerbe	Zonas forestales con vegetación natural y espacios abiertos	2303,684499	2000
22039	Ayerbe	Zonas forestales con vegetación natural y espacios abiertos	2308,369597	2006
22039	Ayerbe	Zonas húmedas	0	2000
22039	Ayerbe	Zonas húmedas	0	2006
22040	Azanuy-Alins	Superficies artificiales	16,736291	2000
22040	Azanuy-Alins	Superficies artificiales	0	2006
22040	Azanuy-Alins	Superficies de agua	0	2000
22040	Azanuy-Alins	Superficies de agua	0	2006
22040	Azanuy-Alins	Zonas agrícolas	3254,284989	2000
22040	Azanuy-Alins	Zonas agrícolas	3272,305321	2006
22040	Azanuy-Alins	Zonas forestales con vegetación natural y espacios abiertos	1850,666998	2000
22040	Azanuy-Alins	Zonas forestales con vegetación natural y espacios abiertos	1850,166007	2006
22040	Azanuy-Alins	Zonas húmedas	0	2000
22040	Azanuy-Alins	Zonas húmedas	0	2006
22041	Azara	Superficies artificiales	6,204417	2000
22041	Azara	Superficies artificiales	0	2006
22041	Azara	Superficies de agua	0	2000
22041	Azara	Superficies de agua	0	2006
22041	Azara	Zonas agrícolas	1179,434086	2000
22041	Azara	Zonas agrícolas	1188,965351	2006
22041	Azara	Zonas forestales con vegetación natural y espacios abiertos	262,473109	2000
22041	Azara	Zonas forestales con vegetación natural y espacios abiertos	261,256586	2006
22041	Azara	Zonas húmedas	0	2000
22041	Azara	Zonas húmedas	0	2006
22042	Azlor	Superficies artificiales	7,765856	2000
22042	Azlor	Superficies artificiales	0	2006
22042	Azlor	Superficies de agua	0	2000
22042	Azlor	Superficies de agua	0	2006
22042	Azlor	Zonas agrícolas	1073,763902	2000
22042	Azlor	Zonas agrícolas	1079,694421	2006
22042	Azlor	Zonas forestales con vegetación natural y espacios abiertos	511,872585	2000
22042	Azlor	Zonas forestales con vegetación natural y espacios abiertos	510,119445	2006
22042	Azlor	Zonas húmedas	0	2000
22042	Azlor	Zonas húmedas	0	2006
22043	Baells	Superficies artificiales	9,249164	2000
22043	Baells	Superficies artificiales	0	2006
22043	Baells	Superficies de agua	0	2000
22043	Baells	Superficies de agua	0	2006
22043	Baells	Zonas agrícolas	1875,227169	2000
22043	Baells	Zonas agrícolas	1882,332663	2006
22043	Baells	Zonas forestales con vegetación natural y espacios abiertos	2106,876903	2000
22043	Baells	Zonas forestales con vegetación natural y espacios abiertos	2104,954036	2006
22043	Baells	Zonas húmedas	0	2000
22043	Baells	Zonas húmedas	0	2006
22044	Bailo	Superficies artificiales	21,413375	2000
22044	Bailo	Superficies artificiales	0	2006
22044	Bailo	Superficies de agua	0	2000
22044	Bailo	Superficies de agua	0	2006
22044	Bailo	Zonas agrícolas	3982,402749	2000
22044	Bailo	Zonas agrícolas	4002,212902	2006
22044	Bailo	Zonas forestales con vegetación natural y espacios abiertos	12440,565239	2000
22044	Bailo	Zonas forestales con vegetación natural y espacios abiertos	12440,581061	2006
22044	Bailo	Zonas húmedas	0	2000
22044	Bailo	Zonas húmedas	0	2006
22045	Baldellou	Superficies artificiales	13,210127	2000
22045	Baldellou	Superficies artificiales	0	2006
22045	Baldellou	Superficies de agua	174,628824	2000
22045	Baldellou	Superficies de agua	175,642293	2006
22045	Baldellou	Zonas agrícolas	833,456477	2000
22045	Baldellou	Zonas agrícolas	842,557912	2006
22045	Baldellou	Zonas forestales con vegetación natural y espacios abiertos	2023,227601	2000
22045	Baldellou	Zonas forestales con vegetación natural y espacios abiertos	2028,217275	2006
22045	Baldellou	Zonas húmedas	0	2000
22045	Baldellou	Zonas húmedas	0	2006
22046	Ballobar	Superficies artificiales	154,827946	2000
22046	Ballobar	Superficies artificiales	0	2006
22046	Ballobar	Superficies de agua	134,942471	2000
22046	Ballobar	Superficies de agua	133,564029	2006
22046	Ballobar	Zonas agrícolas	10961,716802	2000
22046	Ballobar	Zonas agrícolas	11103,833684	2006
22046	Ballobar	Zonas forestales con vegetación natural y espacios abiertos	1503,284258	2000
22046	Ballobar	Zonas forestales con vegetación natural y espacios abiertos	1516,212577	2006
22046	Ballobar	Zonas húmedas	30,610711	2000
22046	Ballobar	Zonas húmedas	30,611007	2006
22047	Banastás	Superficies artificiales	12,995046	2000
22047	Banastás	Superficies artificiales	0	2006
22047	Banastás	Superficies de agua	0	2000
22047	Banastás	Superficies de agua	0	2006
22047	Banastás	Zonas agrícolas	450,722795	2000
22047	Banastás	Zonas agrícolas	462,69844	2006
22047	Banastás	Zonas forestales con vegetación natural y espacios abiertos	4,017813	2000
22047	Banastás	Zonas forestales con vegetación natural y espacios abiertos	2,976111	2006
22047	Banastás	Zonas húmedas	0	2000
22047	Banastás	Zonas húmedas	0	2006
22048	Barbastro	Superficies artificiales	424,324111	2000
22048	Barbastro	Superficies artificiales	378,999058	2006
22048	Barbastro	Superficies de agua	14,176707	2000
22048	Barbastro	Superficies de agua	0	2006
22048	Barbastro	Zonas agrícolas	8140,150553	2000
22048	Barbastro	Zonas agrícolas	8248,042711	2006
22048	Barbastro	Zonas forestales con vegetación natural y espacios abiertos	2187,098469	2000
22048	Barbastro	Zonas forestales con vegetación natural y espacios abiertos	2141,809959	2006
22048	Barbastro	Zonas húmedas	0	2000
22048	Barbastro	Zonas húmedas	0	2006
22049	Barbués	Superficies artificiales	17,23207	2000
22049	Barbués	Superficies artificiales	0	2006
22049	Barbués	Superficies de agua	0	2000
22049	Barbués	Superficies de agua	0	2006
22049	Barbués	Zonas agrícolas	1865,791196	2000
22049	Barbués	Zonas agrícolas	1883,453071	2006
22049	Barbués	Zonas forestales con vegetación natural y espacios abiertos	75,937328	2000
22049	Barbués	Zonas forestales con vegetación natural y espacios abiertos	75,913564	2006
22049	Barbués	Zonas húmedas	0	2000
22049	Barbués	Zonas húmedas	0	2006
22050	Barbuñales	Superficies artificiales	5,27671	2000
22050	Barbuñales	Superficies artificiales	0	2006
22050	Barbuñales	Superficies de agua	0	2000
22050	Barbuñales	Superficies de agua	0	2006
22050	Barbuñales	Zonas agrícolas	1194,560742	2000
22050	Barbuñales	Zonas agrícolas	1198,634249	2006
22050	Barbuñales	Zonas forestales con vegetación natural y espacios abiertos	675,336994	2000
22050	Barbuñales	Zonas forestales con vegetación natural y espacios abiertos	677,391453	2006
22050	Barbuñales	Zonas húmedas	0	2000
22050	Barbuñales	Zonas húmedas	0	2006
22051	Bárcabo	Superficies artificiales	14,213069	2000
22051	Bárcabo	Superficies artificiales	0	2006
22051	Bárcabo	Superficies de agua	0	2000
22051	Bárcabo	Superficies de agua	0	2006
22051	Bárcabo	Zonas agrícolas	1259,118282	2000
22051	Bárcabo	Zonas agrícolas	1275,708358	2006
22051	Bárcabo	Zonas forestales con vegetación natural y espacios abiertos	7523,08615	2000
22051	Bárcabo	Zonas forestales con vegetación natural y espacios abiertos	7524,32029	2006
22051	Bárcabo	Zonas húmedas	0	2000
22051	Bárcabo	Zonas húmedas	0	2006
22052	Belver de Cinca	Superficies artificiales	54,07962	2000
22052	Belver de Cinca	Superficies artificiales	35,410731	2006
22052	Belver de Cinca	Superficies de agua	163,625188	2000
22052	Belver de Cinca	Superficies de agua	108,470186	2006
22052	Belver de Cinca	Zonas agrícolas	7501,215004	2000
22052	Belver de Cinca	Zonas agrícolas	7577,061396	2006
22052	Belver de Cinca	Zonas forestales con vegetación natural y espacios abiertos	552,527185	2000
22052	Belver de Cinca	Zonas forestales con vegetación natural y espacios abiertos	550,602463	2006
22052	Belver de Cinca	Zonas húmedas	0	2000
22052	Belver de Cinca	Zonas húmedas	0	2006
22053	Benabarre	Superficies artificiales	91,12094	2000
22053	Benabarre	Superficies artificiales	30,972383	2006
22053	Benabarre	Superficies de agua	22,36595	2000
22053	Benabarre	Superficies de agua	0	2006
22053	Benabarre	Zonas agrícolas	6224,911661	2000
22053	Benabarre	Zonas agrícolas	6224,379761	2006
22053	Benabarre	Zonas forestales con vegetación natural y espacios abiertos	9395,578908	2000
22053	Benabarre	Zonas forestales con vegetación natural y espacios abiertos	9453,480929	2006
22053	Benabarre	Zonas húmedas	0	2000
22053	Benabarre	Zonas húmedas	25,024077	2006
22054	Benasque	Superficies artificiales	120,582194	2000
22054	Benasque	Superficies artificiales	109,15386	2006
22054	Benasque	Superficies de agua	156,200122	2000
22054	Benasque	Superficies de agua	57,214795	2006
22054	Benasque	Zonas agrícolas	753,002921	2000
22054	Benasque	Zonas agrícolas	754,756839	2006
22054	Benasque	Zonas forestales con vegetación natural y espacios abiertos	22279,6552	2000
22054	Benasque	Zonas forestales con vegetación natural y espacios abiertos	22401,279096	2006
22054	Benasque	Zonas húmedas	36,522313	2000
22054	Benasque	Zonas húmedas	36,526779	2006
22055	Berbegal	Superficies artificiales	34,95019	2000
22055	Berbegal	Superficies artificiales	34,950502	2006
22055	Berbegal	Superficies de agua	0	2000
22055	Berbegal	Superficies de agua	0	2006
22055	Berbegal	Zonas agrícolas	4715,208494	2000
22055	Berbegal	Zonas agrícolas	4714,007923	2006
22055	Berbegal	Zonas forestales con vegetación natural y espacios abiertos	158,797401	2000
22055	Berbegal	Zonas forestales con vegetación natural y espacios abiertos	157,708287	2006
22055	Berbegal	Zonas húmedas	0	2000
22055	Berbegal	Zonas húmedas	0	2006
22057	Bielsa	Superficies artificiales	18,351929	2000
22057	Bielsa	Superficies artificiales	0	2006
22057	Bielsa	Superficies de agua	71,045898	2000
22057	Bielsa	Superficies de agua	26,509528	2006
22057	Bielsa	Zonas agrícolas	649,596934	2000
22057	Bielsa	Zonas agrícolas	679,99507	2006
22057	Bielsa	Zonas forestales con vegetación natural y espacios abiertos	19470,560927	2000
22057	Bielsa	Zonas forestales con vegetación natural y espacios abiertos	19552,497201	2006
22057	Bielsa	Zonas húmedas	0	2000
22057	Bielsa	Zonas húmedas	0	2006
22058	Bierge	Superficies artificiales	18,755215	2000
22058	Bierge	Superficies artificiales	0	2006
22058	Bierge	Superficies de agua	0	2000
22058	Bierge	Superficies de agua	0	2006
22058	Bierge	Zonas agrícolas	1929,206998	2000
22058	Bierge	Zonas agrícolas	1941,147091	2006
22058	Bierge	Zonas forestales con vegetación natural y espacios abiertos	12574,785983	2000
22058	Bierge	Zonas forestales con vegetación natural y espacios abiertos	12570,802338	2006
