Año	Sexo	Comarca Código	Comarca Nombre	Nº Accidentes	Grupo Grado Código	Grupo Grado Código
2017	Mujeres	01	La Jacetania	6	Leves	1
2017	Mujeres	02	Alto Gállego	8	Leves	1
2017	Mujeres	03	Sobrarbe	3	Leves	1
2017	Mujeres	04	La Ribagorza	6	Leves	1
2017	Mujeres	05	Cinco Villas	11	Leves	1
2017	Mujeres	06	Hoya de Huesca / Plana de Uesca	41	Leves	1
2017	Mujeres	07	Somontano de Barbastro	16	Leves	1
2017	Mujeres	08	Cinca Medio	9	Leves	1
2017	Mujeres	09	La Litera / La Llitera	4	Leves	1
2017	Mujeres	10	Los Monegros	5	Leves	1
2017	Mujeres	11	Bajo Cinca / Baix Cinca	17	Leves	1
2017	Mujeres	12	Tarazona y el Moncayo	6	Leves	1
2017	Mujeres	13	Campo de Borja	5	Leves	1
2017	Mujeres	14	Aranda	1	Leves	1
2017	Mujeres	15	Ribera Alta del Ebro	29	Leves	1
2017	Mujeres	16	Valdejalón	21	Leves	1
2017	Mujeres	17	Central	922	Leves	1
2017	Mujeres	18	Ribera Baja del Ebro	6	Leves	1
2017	Mujeres	19	Bajo Aragón-Caspe / Baix Aragó-Casp	1	Leves	1
2017	Mujeres	20	Comunidad de Calatayud	12	Leves	1
2017	Mujeres	21	Campo de Cariñena	2	Leves	1
2017	Mujeres	23	Bajo Martín	1	Leves	1
2017	Mujeres	24	Campo de Daroca	2	Leves	1
2017	Mujeres	25	Jiloca	7	Leves	1
2017	Mujeres	26	Cuencas Mineras	5	Leves	1
2017	Mujeres	27	Andorra-Sierra de Arcos	1	Leves	1
2017	Mujeres	28	Bajo Aragón	6	Leves	1
2017	Mujeres	29	Comunidad de Teruel	40	Leves	1
2017	Mujeres	30	Maestrazgo	1	Leves	1
2017	Mujeres	32	Gúdar-Javalambre	5	Leves	1
2017	Mujeres	33	Matarraña / Matarranya	2	Leves	1
2017	Mujeres	NC	Municipio del centro de trabajo fuera de Aragón	3	Leves	1
2016	Hombres	01	La Jacetania	4	Leves	1
2016	Hombres	02	Alto Gállego	8	Leves	1
2016	Hombres	03	Sobrarbe	3	Leves	1
2016	Hombres	04	La Ribagorza	1	Leves	1
2016	Hombres	05	Cinco Villas	11	Leves	1
2016	Hombres	06	Hoya de Huesca / Plana de Uesca	16	Leves	1
2016	Hombres	07	Somontano de Barbastro	2	Leves	1
2016	Hombres	08	Cinca Medio	11	Leves	1
2016	Hombres	09	La Litera / La Llitera	6	Leves	1
2016	Hombres	10	Los Monegros	11	Leves	1
2016	Hombres	11	Bajo Cinca / Baix Cinca	18	Leves	1
2016	Hombres	12	Tarazona y el Moncayo	4	Leves	1
2016	Hombres	13	Campo de Borja	5	Leves	1
2016	Hombres	15	Ribera Alta del Ebro	22	Leves	1
2016	Hombres	16	Valdejalón	19	Leves	1
2016	Hombres	17	Central	479	Leves	1
2016	Hombres	18	Ribera Baja del Ebro	6	Leves	1
2016	Hombres	19	Bajo Aragón-Caspe / Baix Aragó-Casp	4	Leves	1
2016	Hombres	20	Comunidad de Calatayud	7	Leves	1
2016	Hombres	21	Campo de Cariñena	2	Leves	1
2016	Hombres	22	Campo de Belchite	1	Leves	1
2016	Hombres	23	Bajo Martín	2	Leves	1
2016	Hombres	24	Campo de Daroca	1	Leves	1
2016	Hombres	25	Jiloca	3	Leves	1
2016	Hombres	26	Cuencas Mineras	2	Leves	1
2016	Hombres	27	Andorra-Sierra de Arcos	7	Leves	1
2016	Hombres	28	Bajo Aragón	10	Leves	1
2016	Hombres	29	Comunidad de Teruel	17	Leves	1
2016	Hombres	31	Sierra de Albarracín	2	Leves	1
2016	Hombres	32	Gúdar-Javalambre	1	Leves	1
2016	Hombres	33	Matarraña / Matarranya	3	Leves	1
2016	Hombres	NC	Municipio del centro de trabajo fuera de Aragón	1	Leves	1
2016	Mujeres	01	La Jacetania	9	Leves	1
2016	Mujeres	02	Alto Gállego	3	Leves	1
2016	Mujeres	03	Sobrarbe	3	Leves	1
2016	Mujeres	04	La Ribagorza	5	Leves	1
2016	Mujeres	05	Cinco Villas	3	Leves	1
2016	Mujeres	06	Hoya de Huesca / Plana de Uesca	32	Leves	1
2016	Mujeres	07	Somontano de Barbastro	15	Leves	1
2016	Mujeres	08	Cinca Medio	10	Leves	1
2016	Mujeres	09	La Litera / La Llitera	5	Leves	1
2016	Mujeres	10	Los Monegros	4	Leves	1
2016	Mujeres	11	Bajo Cinca / Baix Cinca	5	Leves	1
2016	Mujeres	12	Tarazona y el Moncayo	3	Leves	1
2016	Mujeres	13	Campo de Borja	6	Leves	1
2016	Mujeres	15	Ribera Alta del Ebro	23	Leves	1
2016	Mujeres	16	Valdejalón	19	Leves	1
2016	Mujeres	17	Central	840	Leves	1
2016	Mujeres	18	Ribera Baja del Ebro	8	Leves	1
2016	Mujeres	19	Bajo Aragón-Caspe / Baix Aragó-Casp	5	Leves	1
2016	Mujeres	20	Comunidad de Calatayud	12	Leves	1
2016	Mujeres	21	Campo de Cariñena	3	Leves	1
2016	Mujeres	23	Bajo Martín	3	Leves	1
2016	Mujeres	25	Jiloca	5	Leves	1
2016	Mujeres	26	Cuencas Mineras	3	Leves	1
2016	Mujeres	27	Andorra-Sierra de Arcos	3	Leves	1
2016	Mujeres	28	Bajo Aragón	7	Leves	1
2016	Mujeres	29	Comunidad de Teruel	34	Leves	1
2016	Mujeres	31	Sierra de Albarracín	2	Leves	1
2016	Mujeres	32	Gúdar-Javalambre	1	Leves	1
2016	Mujeres	33	Matarraña / Matarranya	1	Leves	1
2016	Mujeres	NC	Municipio del centro de trabajo fuera de Aragón	1	Leves	1
2015	Hombres	01	La Jacetania	1	Leves	1
2015	Hombres	02	Alto Gállego	2	Leves	1
2015	Hombres	03	Sobrarbe	1	Leves	1
2015	Hombres	04	La Ribagorza	4	Leves	1
2015	Hombres	05	Cinco Villas	15	Leves	1
2015	Hombres	06	Hoya de Huesca / Plana de Uesca	26	Leves	1
2015	Hombres	07	Somontano de Barbastro	5	Leves	1
2015	Hombres	08	Cinca Medio	6	Leves	1
2015	Hombres	09	La Litera / La Llitera	12	Leves	1
2015	Hombres	10	Los Monegros	4	Leves	1
2015	Hombres	11	Bajo Cinca / Baix Cinca	15	Leves	1
2015	Hombres	12	Tarazona y el Moncayo	9	Leves	1
2015	Hombres	13	Campo de Borja	2	Leves	1
2015	Hombres	14	Aranda	1	Leves	1
2015	Hombres	15	Ribera Alta del Ebro	21	Leves	1
2015	Hombres	16	Valdejalón	14	Leves	1
2015	Hombres	17	Central	446	Leves	1
2015	Hombres	18	Ribera Baja del Ebro	3	Leves	1
2015	Hombres	19	Bajo Aragón-Caspe / Baix Aragó-Casp	4	Leves	1
2015	Hombres	20	Comunidad de Calatayud	9	Leves	1
2015	Hombres	21	Campo de Cariñena	7	Leves	1
2015	Hombres	24	Campo de Daroca	1	Leves	1
2015	Hombres	25	Jiloca	2	Leves	1
2015	Hombres	26	Cuencas Mineras	2	Leves	1
2015	Hombres	28	Bajo Aragón	3	Leves	1
2015	Hombres	29	Comunidad de Teruel	13	Leves	1
2015	Hombres	30	Maestrazgo	1	Leves	1
2015	Mujeres	01	La Jacetania	10	Leves	1
2015	Mujeres	02	Alto Gállego	7	Leves	1
2015	Mujeres	03	Sobrarbe	1	Leves	1
2015	Mujeres	04	La Ribagorza	2	Leves	1
2015	Mujeres	05	Cinco Villas	8	Leves	1
2015	Mujeres	06	Hoya de Huesca / Plana de Uesca	40	Leves	1
2015	Mujeres	07	Somontano de Barbastro	15	Leves	1
2015	Mujeres	08	Cinca Medio	7	Leves	1
2015	Mujeres	09	La Litera / La Llitera	6	Leves	1
2015	Mujeres	10	Los Monegros	4	Leves	1
2015	Mujeres	11	Bajo Cinca / Baix Cinca	10	Leves	1
2015	Mujeres	12	Tarazona y el Moncayo	4	Leves	1
2015	Mujeres	13	Campo de Borja	1	Leves	1
2015	Mujeres	14	Aranda	2	Leves	1
2015	Mujeres	15	Ribera Alta del Ebro	17	Leves	1
2015	Mujeres	16	Valdejalón	15	Leves	1
2015	Mujeres	17	Central	760	Leves	1
2015	Mujeres	18	Ribera Baja del Ebro	11	Leves	1
2015	Mujeres	19	Bajo Aragón-Caspe / Baix Aragó-Casp	1	Leves	1
2015	Mujeres	20	Comunidad de Calatayud	13	Leves	1
2015	Mujeres	21	Campo de Cariñena	2	Leves	1
2015	Mujeres	23	Bajo Martín	2	Leves	1
2015	Mujeres	24	Campo de Daroca	1	Leves	1
2015	Mujeres	25	Jiloca	6	Leves	1
2015	Mujeres	26	Cuencas Mineras	2	Leves	1
2015	Mujeres	27	Andorra-Sierra de Arcos	3	Leves	1
2015	Mujeres	28	Bajo Aragón	7	Leves	1
2015	Mujeres	29	Comunidad de Teruel	21	Leves	1
2015	Mujeres	31	Sierra de Albarracín	1	Leves	1
2015	Mujeres	32	Gúdar-Javalambre	1	Leves	1
2015	Mujeres	33	Matarraña / Matarranya	1	Leves	1
2015	Mujeres	NC	Municipio del centro de trabajo fuera de Aragón	1	Leves	1
2014	Hombres	01	La Jacetania	6	Leves	1
2014	Hombres	02	Alto Gállego	2	Leves	1
2014	Hombres	03	Sobrarbe	1	Leves	1
2014	Hombres	04	La Ribagorza	3	Leves	1
2014	Hombres	05	Cinco Villas	6	Leves	1
2014	Hombres	06	Hoya de Huesca / Plana de Uesca	13	Leves	1
2014	Hombres	07	Somontano de Barbastro	6	Leves	1
2014	Hombres	08	Cinca Medio	9	Leves	1
2014	Hombres	09	La Litera / La Llitera	5	Leves	1
2014	Hombres	10	Los Monegros	2	Leves	1
2014	Hombres	11	Bajo Cinca / Baix Cinca	11	Leves	1
2014	Hombres	12	Tarazona y el Moncayo	1	Leves	1
2014	Hombres	13	Campo de Borja	3	Leves	1
2014	Hombres	15	Ribera Alta del Ebro	14	Leves	1
2014	Hombres	16	Valdejalón	17	Leves	1
2014	Hombres	17	Central	419	Leves	1
2014	Hombres	18	Ribera Baja del Ebro	4	Leves	1
2014	Hombres	19	Bajo Aragón-Caspe / Baix Aragó-Casp	2	Leves	1
2014	Hombres	20	Comunidad de Calatayud	8	Leves	1
2014	Hombres	21	Campo de Cariñena	8	Leves	1
2014	Hombres	24	Campo de Daroca	1	Leves	1
2014	Hombres	25	Jiloca	2	Leves	1
2014	Hombres	26	Cuencas Mineras	2	Leves	1
2014	Hombres	27	Andorra-Sierra de Arcos	2	Leves	1
2014	Hombres	28	Bajo Aragón	3	Leves	1
2014	Hombres	29	Comunidad de Teruel	21	Leves	1
2014	Hombres	32	Gúdar-Javalambre	1	Leves	1
2014	Hombres	NC	Municipio del centro de trabajo fuera de Aragón	11	Leves	1
2014	Mujeres	01	La Jacetania	9	Leves	1
2014	Mujeres	02	Alto Gállego	2	Leves	1
2014	Mujeres	03	Sobrarbe	1	Leves	1
2014	Mujeres	04	La Ribagorza	7	Leves	1
2014	Mujeres	05	Cinco Villas	10	Leves	1
2014	Mujeres	06	Hoya de Huesca / Plana de Uesca	37	Leves	1
2014	Mujeres	07	Somontano de Barbastro	9	Leves	1
2014	Mujeres	08	Cinca Medio	6	Leves	1
2014	Mujeres	09	La Litera / La Llitera	6	Leves	1
2014	Mujeres	11	Bajo Cinca / Baix Cinca	9	Leves	1
2014	Mujeres	12	Tarazona y el Moncayo	6	Leves	1
2014	Mujeres	13	Campo de Borja	4	Leves	1
2014	Mujeres	15	Ribera Alta del Ebro	9	Leves	1
2014	Mujeres	16	Valdejalón	12	Leves	1
2014	Mujeres	17	Central	754	Leves	1
2014	Mujeres	18	Ribera Baja del Ebro	2	Leves	1
2014	Mujeres	19	Bajo Aragón-Caspe / Baix Aragó-Casp	2	Leves	1
2014	Mujeres	20	Comunidad de Calatayud	24	Leves	1
2014	Mujeres	21	Campo de Cariñena	1	Leves	1
2014	Mujeres	25	Jiloca	4	Leves	1
2014	Mujeres	28	Bajo Aragón	8	Leves	1
2014	Mujeres	29	Comunidad de Teruel	26	Leves	1
2014	Mujeres	31	Sierra de Albarracín	1	Leves	1
2014	Mujeres	32	Gúdar-Javalambre	1	Leves	1
2014	Mujeres	33	Matarraña / Matarranya	1	Leves	1
2014	Mujeres	NC	Municipio del centro de trabajo fuera de Aragón	3	Leves	1
2013	Hombres	01	La Jacetania	8	Leves	1
2013	Hombres	02	Alto Gállego	4	Leves	1
2013	Hombres	03	Sobrarbe	1	Leves	1
2013	Hombres	04	La Ribagorza	2	Leves	1
2013	Hombres	05	Cinco Villas	5	Leves	1
2013	Hombres	06	Hoya de Huesca / Plana de Uesca	17	Leves	1
2013	Hombres	07	Somontano de Barbastro	3	Leves	1
2013	Hombres	08	Cinca Medio	13	Leves	1
2013	Hombres	09	La Litera / La Llitera	3	Leves	1
2013	Hombres	10	Los Monegros	6	Leves	1
2013	Hombres	11	Bajo Cinca / Baix Cinca	9	Leves	1
2013	Hombres	12	Tarazona y el Moncayo	2	Leves	1
2013	Hombres	13	Campo de Borja	1	Leves	1
2013	Hombres	15	Ribera Alta del Ebro	18	Leves	1
2013	Hombres	16	Valdejalón	11	Leves	1
2013	Hombres	17	Central	461	Leves	1
2013	Hombres	18	Ribera Baja del Ebro	2	Leves	1
2013	Hombres	19	Bajo Aragón-Caspe / Baix Aragó-Casp	6	Leves	1
2013	Hombres	20	Comunidad de Calatayud	15	Leves	1
2013	Hombres	21	Campo de Cariñena	1	Leves	1
2013	Hombres	23	Bajo Martín	1	Leves	1
2013	Hombres	24	Campo de Daroca	2	Leves	1
2013	Hombres	25	Jiloca	1	Leves	1
2013	Hombres	27	Andorra-Sierra de Arcos	1	Leves	1
2013	Hombres	28	Bajo Aragón	5	Leves	1
2013	Hombres	29	Comunidad de Teruel	15	Leves	1
2013	Hombres	31	Sierra de Albarracín	1	Leves	1
2013	Hombres	32	Gúdar-Javalambre	3	Leves	1
2013	Hombres	NC	Municipio del centro de trabajo fuera de Aragón	7	Leves	1
2013	Mujeres	01	La Jacetania	9	Leves	1
2013	Mujeres	02	Alto Gállego	9	Leves	1
2013	Mujeres	03	Sobrarbe	4	Leves	1
2013	Mujeres	04	La Ribagorza	5	Leves	1
2013	Mujeres	05	Cinco Villas	9	Leves	1
2013	Mujeres	06	Hoya de Huesca / Plana de Uesca	29	Leves	1
2013	Mujeres	07	Somontano de Barbastro	12	Leves	1
2013	Mujeres	08	Cinca Medio	10	Leves	1
2013	Mujeres	09	La Litera / La Llitera	4	Leves	1
2013	Mujeres	10	Los Monegros	7	Leves	1
2013	Mujeres	11	Bajo Cinca / Baix Cinca	11	Leves	1
2013	Mujeres	12	Tarazona y el Moncayo	7	Leves	1
2013	Mujeres	14	Aranda	1	Leves	1
2013	Mujeres	15	Ribera Alta del Ebro	13	Leves	1
2013	Mujeres	16	Valdejalón	7	Leves	1
2013	Mujeres	17	Central	743	Leves	1
2013	Mujeres	18	Ribera Baja del Ebro	6	Leves	1
2013	Mujeres	19	Bajo Aragón-Caspe / Baix Aragó-Casp	1	Leves	1
2013	Mujeres	20	Comunidad de Calatayud	13	Leves	1
