Mes y año	Mes (código)	Mes nombre	Año	Sexo	Provincia código	Provincia nombre	Número de contratos	Sector código	Sector descripción
Diciembre 2018	201812	Diciembre	2018	Hombres	22	Huesca	6	1	Agricultura, ganadería y pesca
Diciembre 2018	201812	Diciembre	2018	Hombres	22	Huesca	3	2	Industria y energía
Diciembre 2018	201812	Diciembre	2018	Mujeres	22	Huesca	3	2	Industria y energía
Diciembre 2018	201812	Diciembre	2018	Hombres	22	Huesca	1	3	Construcción
Diciembre 2018	201812	Diciembre	2018	Hombres	22	Huesca	36	4	Servicios
Diciembre 2018	201812	Diciembre	2018	Mujeres	22	Huesca	36	4	Servicios
Diciembre 2018	201812	Diciembre	2018	Hombres	44	Teruel	4	1	Agricultura, ganadería y pesca
Diciembre 2018	201812	Diciembre	2018	Hombres	44	Teruel	4	2	Industria y energía
Diciembre 2018	201812	Diciembre	2018	Mujeres	44	Teruel	3	2	Industria y energía
Diciembre 2018	201812	Diciembre	2018	Mujeres	44	Teruel	1	3	Construcción
Diciembre 2018	201812	Diciembre	2018	Hombres	44	Teruel	18	4	Servicios
Diciembre 2018	201812	Diciembre	2018	Mujeres	44	Teruel	28	4	Servicios
Diciembre 2018	201812	Diciembre	2018	Hombres	50	Zaragoza	4	1	Agricultura, ganadería y pesca
Diciembre 2018	201812	Diciembre	2018	Mujeres	50	Zaragoza	5	1	Agricultura, ganadería y pesca
Diciembre 2018	201812	Diciembre	2018	Hombres	50	Zaragoza	36	2	Industria y energía
Diciembre 2018	201812	Diciembre	2018	Mujeres	50	Zaragoza	31	2	Industria y energía
Diciembre 2018	201812	Diciembre	2018	Hombres	50	Zaragoza	10	3	Construcción
Diciembre 2018	201812	Diciembre	2018	Mujeres	50	Zaragoza	5	3	Construcción
Diciembre 2018	201812	Diciembre	2018	Hombres	50	Zaragoza	129	4	Servicios
Diciembre 2018	201812	Diciembre	2018	Mujeres	50	Zaragoza	197	4	Servicios
Noviembre 2018	201811	Noviembre	2018	Hombres	22	Huesca	11	1	Agricultura, ganadería y pesca
Noviembre 2018	201811	Noviembre	2018	Mujeres	22	Huesca	1	1	Agricultura, ganadería y pesca
Noviembre 2018	201811	Noviembre	2018	Hombres	22	Huesca	10	2	Industria y energía
Noviembre 2018	201811	Noviembre	2018	Mujeres	22	Huesca	13	2	Industria y energía
Noviembre 2018	201811	Noviembre	2018	Hombres	22	Huesca	4	3	Construcción
Noviembre 2018	201811	Noviembre	2018	Mujeres	22	Huesca	2	3	Construcción
Noviembre 2018	201811	Noviembre	2018	Hombres	22	Huesca	48	4	Servicios
Noviembre 2018	201811	Noviembre	2018	Mujeres	22	Huesca	57	4	Servicios
Noviembre 2018	201811	Noviembre	2018	Hombres	44	Teruel	5	1	Agricultura, ganadería y pesca
Noviembre 2018	201811	Noviembre	2018	Mujeres	44	Teruel	1	1	Agricultura, ganadería y pesca
Noviembre 2018	201811	Noviembre	2018	Hombres	44	Teruel	11	2	Industria y energía
Noviembre 2018	201811	Noviembre	2018	Mujeres	44	Teruel	9	2	Industria y energía
Noviembre 2018	201811	Noviembre	2018	Hombres	44	Teruel	24	4	Servicios
Noviembre 2018	201811	Noviembre	2018	Mujeres	44	Teruel	43	4	Servicios
Noviembre 2018	201811	Noviembre	2018	Hombres	50	Zaragoza	2	1	Agricultura, ganadería y pesca
Noviembre 2018	201811	Noviembre	2018	Mujeres	50	Zaragoza	4	1	Agricultura, ganadería y pesca
Noviembre 2018	201811	Noviembre	2018	Hombres	50	Zaragoza	67	2	Industria y energía
Noviembre 2018	201811	Noviembre	2018	Mujeres	50	Zaragoza	28	2	Industria y energía
Noviembre 2018	201811	Noviembre	2018	Hombres	50	Zaragoza	17	3	Construcción
Noviembre 2018	201811	Noviembre	2018	Mujeres	50	Zaragoza	6	3	Construcción
Noviembre 2018	201811	Noviembre	2018	Hombres	50	Zaragoza	158	4	Servicios
Noviembre 2018	201811	Noviembre	2018	Mujeres	50	Zaragoza	278	4	Servicios
Octubre 2018	201810	Octubre	2018	Hombres	22	Huesca	8	1	Agricultura, ganadería y pesca
Octubre 2018	201810	Octubre	2018	Mujeres	22	Huesca	2	1	Agricultura, ganadería y pesca
Octubre 2018	201810	Octubre	2018	Hombres	22	Huesca	10	2	Industria y energía
Octubre 2018	201810	Octubre	2018	Mujeres	22	Huesca	8	2	Industria y energía
Octubre 2018	201810	Octubre	2018	Hombres	22	Huesca	5	3	Construcción
Octubre 2018	201810	Octubre	2018	Mujeres	22	Huesca	1	3	Construcción
Octubre 2018	201810	Octubre	2018	Hombres	22	Huesca	44	4	Servicios
Octubre 2018	201810	Octubre	2018	Mujeres	22	Huesca	89	4	Servicios
Octubre 2018	201810	Octubre	2018	Hombres	44	Teruel	4	1	Agricultura, ganadería y pesca
Octubre 2018	201810	Octubre	2018	Hombres	44	Teruel	17	2	Industria y energía
Octubre 2018	201810	Octubre	2018	Mujeres	44	Teruel	8	2	Industria y energía
Octubre 2018	201810	Octubre	2018	Hombres	44	Teruel	3	3	Construcción
Octubre 2018	201810	Octubre	2018	Hombres	44	Teruel	24	4	Servicios
Octubre 2018	201810	Octubre	2018	Mujeres	44	Teruel	57	4	Servicios
Octubre 2018	201810	Octubre	2018	Hombres	50	Zaragoza	5	1	Agricultura, ganadería y pesca
Octubre 2018	201810	Octubre	2018	Mujeres	50	Zaragoza	4	1	Agricultura, ganadería y pesca
Octubre 2018	201810	Octubre	2018	Hombres	50	Zaragoza	63	2	Industria y energía
Octubre 2018	201810	Octubre	2018	Mujeres	50	Zaragoza	28	2	Industria y energía
Octubre 2018	201810	Octubre	2018	Hombres	50	Zaragoza	17	3	Construcción
Octubre 2018	201810	Octubre	2018	Mujeres	50	Zaragoza	2	3	Construcción
Octubre 2018	201810	Octubre	2018	Hombres	50	Zaragoza	242	4	Servicios
Octubre 2018	201810	Octubre	2018	Mujeres	50	Zaragoza	354	4	Servicios
Septiembre 2018	201809	Septiembre	2018	Hombres	22	Huesca	3	1	Agricultura, ganadería y pesca
Septiembre 2018	201809	Septiembre	2018	Mujeres	22	Huesca	2	1	Agricultura, ganadería y pesca
Septiembre 2018	201809	Septiembre	2018	Hombres	22	Huesca	10	2	Industria y energía
Septiembre 2018	201809	Septiembre	2018	Mujeres	22	Huesca	5	2	Industria y energía
Septiembre 2018	201809	Septiembre	2018	Hombres	22	Huesca	5	3	Construcción
Septiembre 2018	201809	Septiembre	2018	Hombres	22	Huesca	39	4	Servicios
Septiembre 2018	201809	Septiembre	2018	Mujeres	22	Huesca	62	4	Servicios
Septiembre 2018	201809	Septiembre	2018	Hombres	44	Teruel	5	1	Agricultura, ganadería y pesca
Septiembre 2018	201809	Septiembre	2018	Hombres	44	Teruel	3	2	Industria y energía
Septiembre 2018	201809	Septiembre	2018	Mujeres	44	Teruel	5	2	Industria y energía
Septiembre 2018	201809	Septiembre	2018	Hombres	44	Teruel	1	3	Construcción
Septiembre 2018	201809	Septiembre	2018	Mujeres	44	Teruel	2	3	Construcción
Septiembre 2018	201809	Septiembre	2018	Hombres	44	Teruel	25	4	Servicios
Septiembre 2018	201809	Septiembre	2018	Mujeres	44	Teruel	45	4	Servicios
Septiembre 2018	201809	Septiembre	2018	Hombres	50	Zaragoza	5	1	Agricultura, ganadería y pesca
Septiembre 2018	201809	Septiembre	2018	Mujeres	50	Zaragoza	7	1	Agricultura, ganadería y pesca
Septiembre 2018	201809	Septiembre	2018	Hombres	50	Zaragoza	59	2	Industria y energía
Septiembre 2018	201809	Septiembre	2018	Mujeres	50	Zaragoza	44	2	Industria y energía
Septiembre 2018	201809	Septiembre	2018	Hombres	50	Zaragoza	10	3	Construcción
Septiembre 2018	201809	Septiembre	2018	Mujeres	50	Zaragoza	6	3	Construcción
Septiembre 2018	201809	Septiembre	2018	Hombres	50	Zaragoza	199	4	Servicios
Septiembre 2018	201809	Septiembre	2018	Mujeres	50	Zaragoza	359	4	Servicios
Agosto 2018	201808	Agosto	2018	Hombres	22	Huesca	7	1	Agricultura, ganadería y pesca
Agosto 2018	201808	Agosto	2018	Mujeres	22	Huesca	2	1	Agricultura, ganadería y pesca
Agosto 2018	201808	Agosto	2018	Hombres	22	Huesca	6	2	Industria y energía
Agosto 2018	201808	Agosto	2018	Mujeres	22	Huesca	3	2	Industria y energía
Agosto 2018	201808	Agosto	2018	Hombres	22	Huesca	3	3	Construcción
Agosto 2018	201808	Agosto	2018	Mujeres	22	Huesca	1	3	Construcción
Agosto 2018	201808	Agosto	2018	Hombres	22	Huesca	31	4	Servicios
Agosto 2018	201808	Agosto	2018	Mujeres	22	Huesca	48	4	Servicios
Agosto 2018	201808	Agosto	2018	Hombres	44	Teruel	3	1	Agricultura, ganadería y pesca
Agosto 2018	201808	Agosto	2018	Hombres	44	Teruel	10	2	Industria y energía
Agosto 2018	201808	Agosto	2018	Mujeres	44	Teruel	7	2	Industria y energía
Agosto 2018	201808	Agosto	2018	Hombres	44	Teruel	4	3	Construcción
Agosto 2018	201808	Agosto	2018	Mujeres	44	Teruel	1	3	Construcción
Agosto 2018	201808	Agosto	2018	Hombres	44	Teruel	26	4	Servicios
Agosto 2018	201808	Agosto	2018	Mujeres	44	Teruel	38	4	Servicios
Agosto 2018	201808	Agosto	2018	Hombres	50	Zaragoza	6	1	Agricultura, ganadería y pesca
Agosto 2018	201808	Agosto	2018	Mujeres	50	Zaragoza	2	1	Agricultura, ganadería y pesca
Agosto 2018	201808	Agosto	2018	Hombres	50	Zaragoza	47	2	Industria y energía
Agosto 2018	201808	Agosto	2018	Mujeres	50	Zaragoza	28	2	Industria y energía
Agosto 2018	201808	Agosto	2018	Hombres	50	Zaragoza	21	3	Construcción
Agosto 2018	201808	Agosto	2018	Mujeres	50	Zaragoza	6	3	Construcción
Agosto 2018	201808	Agosto	2018	Hombres	50	Zaragoza	200	4	Servicios
Agosto 2018	201808	Agosto	2018	Mujeres	50	Zaragoza	241	4	Servicios
Julio 2018	201807	Julio	2018	Hombres	22	Huesca	5	1	Agricultura, ganadería y pesca
Julio 2018	201807	Julio	2018	Hombres	22	Huesca	7	2	Industria y energía
Julio 2018	201807	Julio	2018	Mujeres	22	Huesca	10	2	Industria y energía
Julio 2018	201807	Julio	2018	Hombres	22	Huesca	9	3	Construcción
Julio 2018	201807	Julio	2018	Mujeres	22	Huesca	3	3	Construcción
Julio 2018	201807	Julio	2018	Hombres	22	Huesca	53	4	Servicios
Julio 2018	201807	Julio	2018	Mujeres	22	Huesca	56	4	Servicios
Julio 2018	201807	Julio	2018	Hombres	44	Teruel	7	1	Agricultura, ganadería y pesca
Julio 2018	201807	Julio	2018	Hombres	44	Teruel	14	2	Industria y energía
Julio 2018	201807	Julio	2018	Mujeres	44	Teruel	2	2	Industria y energía
Julio 2018	201807	Julio	2018	Hombres	44	Teruel	2	3	Construcción
Julio 2018	201807	Julio	2018	Hombres	44	Teruel	34	4	Servicios
Julio 2018	201807	Julio	2018	Mujeres	44	Teruel	36	4	Servicios
Julio 2018	201807	Julio	2018	Hombres	50	Zaragoza	6	1	Agricultura, ganadería y pesca
Julio 2018	201807	Julio	2018	Mujeres	50	Zaragoza	1	1	Agricultura, ganadería y pesca
Julio 2018	201807	Julio	2018	Hombres	50	Zaragoza	76	2	Industria y energía
Julio 2018	201807	Julio	2018	Mujeres	50	Zaragoza	33	2	Industria y energía
Julio 2018	201807	Julio	2018	Hombres	50	Zaragoza	31	3	Construcción
Julio 2018	201807	Julio	2018	Mujeres	50	Zaragoza	5	3	Construcción
Julio 2018	201807	Julio	2018	Hombres	50	Zaragoza	215	4	Servicios
Julio 2018	201807	Julio	2018	Mujeres	50	Zaragoza	318	4	Servicios
Junio 2018	201806	Junio	2018	Hombres	22	Huesca	5	1	Agricultura, ganadería y pesca
Junio 2018	201806	Junio	2018	Mujeres	22	Huesca	4	1	Agricultura, ganadería y pesca
Junio 2018	201806	Junio	2018	Hombres	22	Huesca	14	2	Industria y energía
Junio 2018	201806	Junio	2018	Mujeres	22	Huesca	5	2	Industria y energía
Junio 2018	201806	Junio	2018	Hombres	22	Huesca	11	3	Construcción
Junio 2018	201806	Junio	2018	Mujeres	22	Huesca	1	3	Construcción
Junio 2018	201806	Junio	2018	Hombres	22	Huesca	62	4	Servicios
Junio 2018	201806	Junio	2018	Mujeres	22	Huesca	46	4	Servicios
Junio 2018	201806	Junio	2018	Hombres	44	Teruel	3	1	Agricultura, ganadería y pesca
Junio 2018	201806	Junio	2018	Mujeres	44	Teruel	2	1	Agricultura, ganadería y pesca
Junio 2018	201806	Junio	2018	Hombres	44	Teruel	8	2	Industria y energía
Junio 2018	201806	Junio	2018	Mujeres	44	Teruel	4	2	Industria y energía
Junio 2018	201806	Junio	2018	Hombres	44	Teruel	5	3	Construcción
Junio 2018	201806	Junio	2018	Hombres	44	Teruel	32	4	Servicios
Junio 2018	201806	Junio	2018	Mujeres	44	Teruel	44	4	Servicios
Junio 2018	201806	Junio	2018	Hombres	50	Zaragoza	2	1	Agricultura, ganadería y pesca
Junio 2018	201806	Junio	2018	Mujeres	50	Zaragoza	2	1	Agricultura, ganadería y pesca
Junio 2018	201806	Junio	2018	Hombres	50	Zaragoza	75	2	Industria y energía
Junio 2018	201806	Junio	2018	Mujeres	50	Zaragoza	37	2	Industria y energía
Junio 2018	201806	Junio	2018	Hombres	50	Zaragoza	16	3	Construcción
Junio 2018	201806	Junio	2018	Mujeres	50	Zaragoza	3	3	Construcción
Junio 2018	201806	Junio	2018	Hombres	50	Zaragoza	254	4	Servicios
Junio 2018	201806	Junio	2018	Mujeres	50	Zaragoza	320	4	Servicios
Mayo 2018	201805	Mayo	2018	Hombres	22	Huesca	13	1	Agricultura, ganadería y pesca
Mayo 2018	201805	Mayo	2018	Mujeres	22	Huesca	2	1	Agricultura, ganadería y pesca
Mayo 2018	201805	Mayo	2018	Hombres	22	Huesca	10	2	Industria y energía
Mayo 2018	201805	Mayo	2018	Mujeres	22	Huesca	3	2	Industria y energía
Mayo 2018	201805	Mayo	2018	Hombres	22	Huesca	7	3	Construcción
Mayo 2018	201805	Mayo	2018	Mujeres	22	Huesca	2	3	Construcción
Mayo 2018	201805	Mayo	2018	Hombres	22	Huesca	47	4	Servicios
Mayo 2018	201805	Mayo	2018	Mujeres	22	Huesca	65	4	Servicios
Mayo 2018	201805	Mayo	2018	Hombres	44	Teruel	5	1	Agricultura, ganadería y pesca
Mayo 2018	201805	Mayo	2018	Mujeres	44	Teruel	1	1	Agricultura, ganadería y pesca
Mayo 2018	201805	Mayo	2018	Hombres	44	Teruel	7	2	Industria y energía
Mayo 2018	201805	Mayo	2018	Mujeres	44	Teruel	8	2	Industria y energía
Mayo 2018	201805	Mayo	2018	Hombres	44	Teruel	5	3	Construcción
Mayo 2018	201805	Mayo	2018	Hombres	44	Teruel	38	4	Servicios
Mayo 2018	201805	Mayo	2018	Mujeres	44	Teruel	41	4	Servicios
Mayo 2018	201805	Mayo	2018	Hombres	50	Zaragoza	6	1	Agricultura, ganadería y pesca
Mayo 2018	201805	Mayo	2018	Mujeres	50	Zaragoza	1	1	Agricultura, ganadería y pesca
Mayo 2018	201805	Mayo	2018	Hombres	50	Zaragoza	94	2	Industria y energía
Mayo 2018	201805	Mayo	2018	Mujeres	50	Zaragoza	48	2	Industria y energía
Mayo 2018	201805	Mayo	2018	Hombres	50	Zaragoza	18	3	Construcción
Mayo 2018	201805	Mayo	2018	Mujeres	50	Zaragoza	6	3	Construcción
Mayo 2018	201805	Mayo	2018	Hombres	50	Zaragoza	205	4	Servicios
Mayo 2018	201805	Mayo	2018	Mujeres	50	Zaragoza	356	4	Servicios
Abril 2018	201804	Abril	2018	Hombres	22	Huesca	5	1	Agricultura, ganadería y pesca
Abril 2018	201804	Abril	2018	Mujeres	22	Huesca	3	1	Agricultura, ganadería y pesca
Abril 2018	201804	Abril	2018	Hombres	22	Huesca	14	2	Industria y energía
Abril 2018	201804	Abril	2018	Mujeres	22	Huesca	9	2	Industria y energía
Abril 2018	201804	Abril	2018	Hombres	22	Huesca	4	3	Construcción
Abril 2018	201804	Abril	2018	Mujeres	22	Huesca	4	3	Construcción
Abril 2018	201804	Abril	2018	Hombres	22	Huesca	38	4	Servicios
Abril 2018	201804	Abril	2018	Mujeres	22	Huesca	59	4	Servicios
Abril 2018	201804	Abril	2018	Hombres	44	Teruel	4	1	Agricultura, ganadería y pesca
Abril 2018	201804	Abril	2018	Mujeres	44	Teruel	2	1	Agricultura, ganadería y pesca
Abril 2018	201804	Abril	2018	Hombres	44	Teruel	16	2	Industria y energía
Abril 2018	201804	Abril	2018	Mujeres	44	Teruel	5	2	Industria y energía
Abril 2018	201804	Abril	2018	Hombres	44	Teruel	6	3	Construcción
Abril 2018	201804	Abril	2018	Hombres	44	Teruel	21	4	Servicios
Abril 2018	201804	Abril	2018	Mujeres	44	Teruel	31	4	Servicios
Abril 2018	201804	Abril	2018	Hombres	50	Zaragoza	9	1	Agricultura, ganadería y pesca
Abril 2018	201804	Abril	2018	Mujeres	50	Zaragoza	3	1	Agricultura, ganadería y pesca
Abril 2018	201804	Abril	2018	Hombres	50	Zaragoza	85	2	Industria y energía
Abril 2018	201804	Abril	2018	Mujeres	50	Zaragoza	47	2	Industria y energía
Abril 2018	201804	Abril	2018	Hombres	50	Zaragoza	21	3	Construcción
Abril 2018	201804	Abril	2018	Mujeres	50	Zaragoza	7	3	Construcción
Abril 2018	201804	Abril	2018	Hombres	50	Zaragoza	194	4	Servicios
Abril 2018	201804	Abril	2018	Mujeres	50	Zaragoza	304	4	Servicios
Marzo 2018	201803	Marzo	2018	Hombres	22	Huesca	10	1	Agricultura, ganadería y pesca
Marzo 2018	201803	Marzo	2018	Mujeres	22	Huesca	1	1	Agricultura, ganadería y pesca
Marzo 2018	201803	Marzo	2018	Hombres	22	Huesca	11	2	Industria y energía
Marzo 2018	201803	Marzo	2018	Mujeres	22	Huesca	3	2	Industria y energía
Marzo 2018	201803	Marzo	2018	Hombres	22	Huesca	4	3	Construcción
Marzo 2018	201803	Marzo	2018	Mujeres	22	Huesca	3	3	Construcción
Marzo 2018	201803	Marzo	2018	Hombres	22	Huesca	44	4	Servicios
Marzo 2018	201803	Marzo	2018	Mujeres	22	Huesca	67	4	Servicios
Marzo 2018	201803	Marzo	2018	Hombres	44	Teruel	2	1	Agricultura, ganadería y pesca
