Municipio código	Municipio nombre	Año	Población	Censo electoral	Participación	Abstención	Votos nulos	Votos blancos	Votos a candidaturas	% Participación
22009	Albelda	2011	847	704	488	216	15	15	458	69,3181818181818
22009	Albelda	2015	762	619	463	156	2	5	456	74,7980613893376
22009	Albelda	2016	750	617	444	173	3	6	435	71,9611021069692
22009	Albelda	2019	721	585	439	146	4	4	431	75,042735042735
22011	Albero Alto	2008	120	96	74	22	0	1	73	77,0833333333333
22011	Albero Alto	2011	132	102	78	24	0	3	75	76,4705882352941
22011	Albero Alto	2015	125	89	70	19	0	1	69	78,6516853932584
22011	Albero Alto	2016	124	88	71	17	2	0	69	80,6818181818182
22011	Albero Alto	2019	105	97	78	19	3	2	73	80,4123711340206
22012	Albero Bajo	2008	107	101	85	16	0	1	84	84,1584158415842
22012	Albero Bajo	2011	96	93	74	19	0	5	69	79,5698924731183
22012	Albero Bajo	2015	122	111	85	26	2	1	82	76,5765765765766
22012	Albero Bajo	2016	138	111	87	24	1	3	83	78,3783783783784
22012	Albero Bajo	2019	141	102	81	21	1	1	79	79,4117647058824
22013	Alberuela de Tubo	2008	353	322	272	50	1	2	269	84,472049689441
22013	Alberuela de Tubo	2011	355	304	239	65	3	3	233	78,6184210526316
22013	Alberuela de Tubo	2015	327	295	235	60	2	2	231	79,6610169491525
22013	Alberuela de Tubo	2016	314	288	216	72	6	3	207	75
22013	Alberuela de Tubo	2019	309	275	218	57	1	6	211	79,2727272727273
22014	Alcalá de Gurrea	2008	276	267	224	43	3	1	220	83,8951310861423
22014	Alcalá de Gurrea	2011	278	265	192	73	1	1	190	72,4528301886792
22014	Alcalá de Gurrea	2015	277	245	184	61	1	2	181	75,1020408163265
22014	Alcalá de Gurrea	2016	273	243	192	51	4	3	185	79,0123456790123
22014	Alcalá de Gurrea	2019	246	233	185	48	3	3	179	79,3991416309013
22015	Alcalá del Obispo	2008	367	341	267	74	3	4	260	78,2991202346041
22015	Alcalá del Obispo	2011	491	336	237	99	2	11	224	70,5357142857143
22015	Alcalá del Obispo	2015	349	324	238	86	2	3	233	73,4567901234568
22015	Alcalá del Obispo	2016	342	319	234	85	6	3	225	73,3542319749216
22015	Alcalá del Obispo	2019	325	300	232	68	6	5	221	77,3333333333333
22016	Alcampell	2008	821	709	534	175	0	12	522	75,3173483779972
22016	Alcampell	2011	782	654	476	178	12	10	454	72,782874617737
22016	Alcampell	2015	707	613	447	166	3	8	436	72,9200652528548
22016	Alcampell	2016	697	601	413	188	2	6	405	68,7188019966722
22016	Alcampell	2019	652	566	423	143	3	4	416	74,7349823321555
22017	Alcolea de Cinca	2008	1168	940	741	199	9	6	726	78,8297872340426
22017	Alcolea de Cinca	2011	1164	917	677	240	16	8	653	73,8276990185387
22017	Alcolea de Cinca	2015	1136	864	658	206	7	7	644	76,1574074074074
22017	Alcolea de Cinca	2016	1125	866	650	216	8	5	637	75,0577367205543
22017	Alcolea de Cinca	2019	1160	822	664	158	4	5	655	80,7785888077859
22018	Alcubierre	2008	446	380	318	62	0	5	313	83,6842105263158
22018	Alcubierre	2011	433	357	272	85	1	4	267	76,1904761904762
22018	Alcubierre	2015	401	332	243	89	1	3	239	73,1927710843373
22018	Alcubierre	2016	399	327	245	82	1	3	241	74,9235474006116
22018	Alcubierre	2019	363	308	234	74	2	2	230	75,974025974026
22019	Alerre	2008	224	188	161	27	0	3	158	85,6382978723404
22019	Alerre	2011	223	190	141	49	3	4	134	74,2105263157895
22019	Alerre	2015	213	180	156	24	1	0	155	86,6666666666667
22019	Alerre	2016	209	180	151	29	1	2	148	83,8888888888889
22019	Alerre	2019	201	175	151	24	0	0	151	86,2857142857143
22020	Alfántega	2008	120	96	80	16	2	2	76	83,3333333333333
22020	Alfántega	2011	125	110	81	29	2	3	76	73,6363636363636
22020	Alfántega	2015	136	114	90	24	0	2	88	78,9473684210526
22020	Alfántega	2016	128	115	86	29	0	1	85	74,7826086956522
22020	Alfántega	2019	127	119	91	28	4	1	86	76,4705882352941
22021	Almudévar	2008	2389	2029	1631	398	6	14	1611	80,3844258255298
22021	Almudévar	2011	2554	2080	1524	556	19	31	1474	73,2692307692308
22021	Almudévar	2015	2519	1970	1485	485	16	14	1455	75,3807106598985
22021	Almudévar	2016	2501	1971	1414	557	16	17	1381	71,740233384069
22021	Almudévar	2019	2394	1884	1465	419	15	13	1437	77,76008492569
22022	Almunia de San Juan	2008	658	582	465	117	3	13	449	79,8969072164948
22022	Almunia de San Juan	2011	664	582	448	134	10	12	426	76,9759450171821
22022	Almunia de San Juan	2015	681	558	432	126	4	2	426	77,4193548387097
22022	Almunia de San Juan	2016	679	552	414	138	6	6	402	75
22022	Almunia de San Juan	2019	654	543	441	102	8	4	429	81,2154696132597
22023	Almuniente	2008	567	501	424	77	3	6	415	84,6307385229541
22023	Almuniente	2011	559	474	382	92	2	4	376	80,5907172995781
22023	Almuniente	2015	528	430	329	101	0	2	327	76,5116279069767
22023	Almuniente	2016	522	421	313	108	4	6	303	74,3467933491686
22023	Almuniente	2019	471	389	313	76	8	6	299	80,4627249357326
22024	Alquézar	2008	312	246	186	60	0	1	185	75,609756097561
22024	Alquézar	2011	313	222	144	78	5	3	136	64,8648648648649
22024	Alquézar	2015	297	225	174	51	1	0	173	77,3333333333333
22024	Alquézar	2016	297	226	174	52	3	3	168	76,9911504424779
22024	Alquézar	2019	296	222	179	43	2	1	176	80,6306306306306
22025	Altorricón	2008	1457	1124	845	279	12	15	818	75,1779359430605
22025	Altorricón	2011	1506	1104	790	314	23	27	740	71,5579710144928
22025	Altorricón	2015	1477	1071	726	345	14	13	699	67,7871148459384
22025	Altorricón	2016	1469	1071	676	395	7	18	651	63,1185807656396
22025	Altorricón	2019	1409	1035	764	271	9	24	731	73,8164251207729
22027	Angüés	2008	422	360	274	86	2	3	269	76,1111111111111
22027	Angüés	2011	429	351	251	100	1	8	242	71,5099715099715
22027	Angüés	2015	404	325	218	107	4	0	214	67,0769230769231
22027	Angüés	2016	391	329	221	108	3	0	218	67,1732522796353
22027	Angüés	2019	367	306	230	76	5	3	222	75,1633986928105
22028	Ansó	2008	500	448	365	83	6	5	354	81,4732142857143
22028	Ansó	2011	491	424	311	113	1	3	307	73,3490566037736
22028	Ansó	2015	436	379	297	82	4	1	292	78,3641160949868
22028	Ansó	2016	426	371	282	89	2	3	277	76,010781671159
22028	Ansó	2019	431	362	284	78	2	5	277	78,4530386740331
22029	Antillón	2008	164	143	120	23	0	3	117	83,9160839160839
22029	Antillón	2011	150	130	99	31	1	6	92	76,1538461538462
22029	Antillón	2015	153	127	101	26	1	2	98	79,5275590551181
22029	Antillón	2016	159	127	100	27	0	0	100	78,740157480315
22029	Antillón	2019	149	119	103	16	0	0	103	86,5546218487395
22032	Aragüés del Puerto	2008	136	131	95	36	0	0	95	72,5190839694656
22032	Aragüés del Puerto	2011	128	120	78	42	5	5	68	65
22032	Aragüés del Puerto	2015	123	107	74	33	3	0	71	69,1588785046729
22032	Aragüés del Puerto	2016	119	110	76	34	2	0	74	69,0909090909091
22032	Aragüés del Puerto	2019	116	107	74	33	0	2	72	69,1588785046729
22035	Arén	2008	322	274	199	75	1	4	194	72,6277372262774
22035	Arén	2011	363	261	179	82	3	3	173	68,5823754789272
22035	Arén	2015	314	244	171	73	3	3	165	70,0819672131148
22035	Arén	2016	328	234	165	69	6	3	156	70,5128205128205
22035	Arén	2019	318	226	174	52	0	0	174	76,9911504424779
22036	Argavieso	2008	135	113	103	10	0	1	102	91,1504424778761
22036	Argavieso	2011	119	101	82	19	0	1	81	81,1881188118812
22036	Argavieso	2015	107	91	82	9	0	0	82	90,1098901098901
22036	Argavieso	2016	105	92	77	15	0	0	77	83,695652173913
22036	Argavieso	2019	96	88	76	12	1	0	75	86,3636363636364
22037	Arguis	2008	97	97	80	17	0	1	79	82,4742268041237
22037	Arguis	2011	118	115	87	28	8	0	79	75,6521739130435
22037	Arguis	2015	125	116	95	21	1	1	93	81,8965517241379
22037	Arguis	2016	126	115	86	29	0	0	86	74,7826086956522
22037	Arguis	2019	129	112	96	16	0	0	96	85,7142857142857
22039	Ayerbe	2008	1111	933	750	183	3	9	738	80,3858520900322
22039	Ayerbe	2011	1119	920	721	199	11	12	698	78,3695652173913
22039	Ayerbe	2015	1097	869	683	186	1	5	677	78,596087456847
22039	Ayerbe	2016	1116	863	671	192	4	4	663	77,7520278099652
22039	Ayerbe	2019	1041	805	667	138	5	5	657	82,8571428571429
22040	Azanuy-Alins	2008	178	162	141	21	1	2	138	87,037037037037
22040	Azanuy-Alins	2011	174	155	129	26	2	3	124	83,2258064516129
22040	Azanuy-Alins	2015	184	148	123	25	2	2	119	83,1081081081081
22040	Azanuy-Alins	2016	173	144	117	27	2	1	114	81,25
22040	Azanuy-Alins	2019	176	144	124	20	4	1	119	86,1111111111111
22041	Azara	2008	193	172	148	24	0	2	146	86,046511627907
22041	Azara	2011	200	175	138	37	0	1	137	78,8571428571429
22041	Azara	2015	193	163	127	36	1	4	122	77,9141104294479
22041	Azara	2016	189	163	134	29	0	1	133	82,2085889570552
22041	Azara	2019	174	152	121	31	2	2	117	79,6052631578947
22042	Azlor	2008	142	127	102	25	2	1	99	80,3149606299213
22042	Azlor	2011	135	115	93	22	2	1	90	80,8695652173913
22042	Azlor	2015	137	118	102	16	2	1	99	86,4406779661017
22042	Azlor	2016	141	117	95	22	3	0	92	81,1965811965812
22042	Azlor	2019	153	117	96	21	1	1	94	82,0512820512821
22043	Baells	2008	129	114	75	39	2	2	71	65,7894736842105
22043	Baells	2011	120	112	72	40	1	2	69	64,2857142857143
22043	Baells	2015	113	94	71	23	1	0	70	75,531914893617
22043	Baells	2016	106	93	66	27	1	0	65	70,9677419354839
22043	Baells	2019	104	93	68	25	1	1	66	73,1182795698925
22044	Bailo	2008	229	261	195	66	2	0	193	74,7126436781609
22044	Bailo	2011	296	278	195	83	4	7	184	70,1438848920863
22044	Bailo	2015	290	254	191	63	3	3	185	75,1968503937008
22044	Bailo	2016	288	252	198	54	1	0	197	78,5714285714286
22044	Bailo	2019	279	234	184	50	1	3	180	78,6324786324786
22045	Baldellou	2008	117	107	90	17	3	2	85	84,1121495327103
22045	Baldellou	2011	117	104	83	21	3	2	78	79,8076923076923
22045	Baldellou	2015	98	89	66	23	0	0	66	74,1573033707865
22045	Baldellou	2016	102	82	65	17	1	1	63	79,2682926829268
22045	Baldellou	2019	77	73	57	16	1	0	56	78,0821917808219
22046	Ballobar	2008	997	830	678	152	6	3	669	81,6867469879518
22046	Ballobar	2011	981	784	618	166	19	15	584	78,8265306122449
22046	Ballobar	2015	866	740	578	162	8	6	564	78,1081081081081
22046	Ballobar	2016	838	728	566	162	5	5	556	77,7472527472527
22046	Ballobar	2019	823	714	592	122	5	13	574	82,9131652661064
22047	Banastás	2008	249	204	183	21	0	3	180	89,7058823529412
22047	Banastás	2011	270	228	200	28	0	5	195	87,719298245614
22047	Banastás	2015	303	247	213	34	1	2	210	86,2348178137652
22047	Banastás	2016	305	243	205	38	2	2	201	84,3621399176955
22047	Banastás	2019	292	241	213	28	1	2	210	88,3817427385892
22048	Barbastro	2008	16025	12171	9433	2738	70	113	9250	77,5039027195793
22048	Barbastro	2011	17080	12485	9146	3339	118	237	8791	73,2559070885062
22048	Barbastro	2015	17109	12633	9242	3391	74	90	9078	73,1576031029842
22048	Barbastro	2016	17020	12598	8790	3808	59	91	8640	69,7729798380695
22048	Barbastro	2019	16944	12593	9614	2979	86	82	9446	76,3440006352736
22049	Barbués	2008	110	99	91	8	2	0	89	91,9191919191919
22049	Barbués	2011	98	88	70	18	1	5	64	79,5454545454545
22049	Barbués	2015	92	78	61	17	0	1	60	78,2051282051282
22049	Barbués	2016	87	78	64	14	0	0	64	82,0512820512821
22049	Barbués	2019	77	74	63	11	0	0	63	85,1351351351351
22050	Barbuñales	2008	107	94	80	14	0	1	79	85,1063829787234
22050	Barbuñales	2011	109	100	84	16	1	0	83	84
22050	Barbuñales	2015	100	89	78	11	0	0	78	87,6404494382022
22050	Barbuñales	2016	99	88	77	11	0	0	77	87,5
22050	Barbuñales	2019	95	93	79	14	0	2	77	84,9462365591398
22051	Bárcabo	2008	123	111	95	16	1	1	93	85,5855855855856
22051	Bárcabo	2011	129	108	86	22	2	2	82	79,6296296296296
22051	Bárcabo	2015	117	101	84	17	0	1	83	83,1683168316832
22051	Bárcabo	2016	117	100	81	19	0	0	81	81
22051	Bárcabo	2019	105	91	78	13	0	1	77	85,7142857142857
22052	Belver de Cinca	2008	1319	1054	876	178	2	10	864	83,111954459203
22052	Belver de Cinca	2011	1362	997	776	221	7	15	754	77,8335005015045
22052	Belver de Cinca	2015	1346	942	743	199	2	9	732	78,8747346072187
22052	Belver de Cinca	2016	1312	925	712	213	2	8	702	76,972972972973
22052	Belver de Cinca	2019	1292	885	708	177	6	6	696	80
22053	Benabarre	2008	1167	896	634	262	3	9	622	70,7589285714286
22053	Benabarre	2011	1177	867	567	300	13	13	541	65,3979238754325
22053	Benabarre	2015	1153	787	541	246	6	12	523	68,7420584498094
22053	Benabarre	2016	1127	789	520	269	7	9	504	65,9062103929024
22053	Benabarre	2019	1107	786	573	213	6	3	564	72,9007633587786
22054	Benasque	2008	2080	1577	1014	563	12	22	980	64,2993024730501
22054	Benasque	2011	2219	1602	1040	562	58	42	940	64,9188514357054
22054	Benasque	2015	2149	1542	1126	416	20	20	1086	73,0220492866407
22054	Benasque	2016	2090	1542	1091	451	14	13	1064	70,7522697795071
22054	Benasque	2019	2157	1617	1196	421	13	15	1168	73,9641311069882
22055	Berbegal	2008	481	367	314	53	2	5	307	85,558583106267
22055	Berbegal	2011	441	347	291	56	2	5	284	83,8616714697406
22055	Berbegal	2015	391	325	252	73	7	5	240	77,5384615384615
22055	Berbegal	2016	378	320	243	77	5	2	236	75,9375
22055	Berbegal	2019	345	310	258	52	3	2	253	83,2258064516129
22057	Bielsa	2008	524	396	311	85	0	4	307	78,5353535353535
22057	Bielsa	2011	511	377	283	94	5	3	275	75,0663129973475
22057	Bielsa	2015	496	364	260	104	1	1	258	71,4285714285714
22057	Bielsa	2016	488	370	271	99	1	3	267	73,2432432432432
22057	Bielsa	2019	476	364	286	78	2	3	281	78,5714285714286
22058	Bierge	2008	235	197	153	44	5	6	142	77,6649746192893
22058	Bierge	2011	258	194	138	56	1	5	132	71,1340206185567
22058	Bierge	2015	242	190	152	38	1	2	149	80
22058	Bierge	2016	244	194	164	30	2	1	161	84,5360824742268
22058	Bierge	2019	231	191	157	34	0	3	154	82,1989528795812
22059	Biescas	2008	1549	1193	900	293	3	12	885	75,4400670578374
22059	Biescas	2011	1634	1149	792	357	28	23	741	68,9295039164491
22059	Biescas	2015	1535	1137	841	296	11	7	823	73,9665787159191
22059	Biescas	2016	1487	1149	807	342	7	3	797	70,2349869451697
22059	Biescas	2019	1479	1139	867	272	12	10	845	76,1194029850746
22060	Binaced	2008	1530	1239	1022	217	6	9	1007	82,4858757062147
22060	Binaced	2011	1494	1180	909	271	18	13	878	77,0338983050847
22060	Binaced	2015	1539	1165	886	279	6	3	877	76,0515021459227
22060	Binaced	2016	1507	1164	858	306	8	3	847	73,7113402061856
22060	Binaced	2019	1555	1172	906	266	5	13	888	77,3037542662116
22061	Binéfar	2008	9048	6612	4998	1614	35	59	4904	75,5898366606171
22061	Binéfar	2011	9407	6611	4789	1822	91	110	4588	72,439872939041
22061	Binéfar	2015	9461	6685	4811	1874	56	38	4717	71,9670905011219
22061	Binéfar	2016	9439	6630	4555	2075	29	40	4486	68,7028657616893
22061	Binéfar	2019	9435	6583	5027	1556	54	51	4922	76,3633601701352
22062	Bisaurri	2008	239	210	147	63	0	4	143	70
22062	Bisaurri	2011	208	189	126	63	1	2	123	66,6666666666667
22062	Bisaurri	2015	179	162	113	49	0	3	110	69,7530864197531
22062	Bisaurri	2016	176	167	116	51	0	1	115	69,4610778443114
22062	Bisaurri	2019	181	154	115	39	0	1	114	74,6753246753247
22063	Biscarrués	2008	221	189	155	34	2	0	153	82,010582010582
22063	Biscarrués	2011	228	184	142	42	2	2	138	77,1739130434783
22063	Biscarrués	2015	209	175	140	35	0	2	138	80
22063	Biscarrués	2016	202	169	133	36	4	1	128	78,698224852071
22063	Biscarrués	2019	189	159	133	26	1	2	130	83,6477987421384
22064	Blecua y Torres	2008	201	173	139	34	1	0	138	80,3468208092486
22064	Blecua y Torres	2011	208	184	139	45	2	3	134	75,5434782608696
22064	Blecua y Torres	2015	202	165	115	50	0	1	114	69,6969696969697
22064	Blecua y Torres	2016	200	166	122	44	1	1	120	73,4939759036145
22064	Blecua y Torres	2019	183	162	121	41	0	0	121	74,6913580246914
22066	Boltaña	2008	977	723	541	182	1	6	534	74,8271092669433
22066	Boltaña	2011	1051	699	479	220	15	8	456	68,5264663805436
22066	Boltaña	2015	1041	707	512	195	4	8	500	72,4186704384724
22066	Boltaña	2016	981	702	502	200	4	7	491	71,5099715099715
22066	Boltaña	2019	986	748	576	172	9	6	561	77,0053475935829
22067	Bonansa	2008	97	70	53	17	2	1	50	75,7142857142857
22067	Bonansa	2011	102	82	54	28	5	3	46	65,8536585365854
22067	Bonansa	2015	84	65	45	20	0	1	44	69,2307692307692
22067	Bonansa	2016	81	65	50	15	0	1	49	76,9230769230769
22067	Bonansa	2019	86	71	52	19	0	0	52	73,2394366197183
22068	Borau	2008	72	67	52	15	0	4	48	77,6119402985075
22068	Borau	2011	81	79	51	28	0	2	49	64,5569620253165
22068	Borau	2015	91	82	65	17	0	3	62	79,2682926829268
22068	Borau	2016	95	79	60	19	0	0	60	75,9493670886076
22068	Borau	2019	80	65	46	19	2	1	43	70,7692307692308
22069	Broto	2008	533	426	313	113	2	2	309	73,4741784037559
22069	Broto	2011	542	436	317	119	2	5	310	72,7064220183486
22069	Broto	2015	523	435	340	95	2	3	335	78,1609195402299
22069	Broto	2016	532	429	333	96	2	2	329	77,6223776223776
22069	Broto	2019	531	418	337	81	3	5	329	80,622009569378
22072	Caldearenas	2008	250	208	136	72	0	3	133	65,3846153846154
22072	Caldearenas	2011	246	209	130	79	2	2	126	62,200956937799
22072	Caldearenas	2015	208	192	148	44	1	1	146	77,0833333333333
22072	Caldearenas	2016	210	191	136	55	1	0	135	71,2041884816754
22072	Caldearenas	2019	218	194	141	53	1	0	140	72,680412371134
22074	Campo	2008	279	297	231	66	1	6	224	77,7777777777778
22074	Campo	2011	355	311	227	84	8	5	214	72,9903536977492
22074	Campo	2015	459	315	229	86	3	3	223	72,6984126984127
22074	Campo	2016	437	313	228	85	3	4	221	72,8434504792332
22074	Campo	2019	323	275	223	52	2	10	211	81,0909090909091
22075	Camporrells	2008	219	178	138	40	0	1	137	77,5280898876404
22075	Camporrells	2011	193	150	103	47	2	7	94	68,6666666666667
22075	Camporrells	2015	148	126	82	44	1	2	79	65,0793650793651
22075	Camporrells	2016	138	125	83	42	0	1	82	66,4
22075	Camporrells	2019	137	119	87	32	0	1	86	73,109243697479
22076	Canal de Berdún	2008	417	354	277	77	6	2	269	78,2485875706215
22076	Canal de Berdún	2011	396	331	241	90	6	3	232	72,809667673716
22076	Canal de Berdún	2015	376	305	224	81	1	0	223	73,4426229508197
22076	Canal de Berdún	2016	367	311	201	110	2	0	199	64,6302250803859
22076	Canal de Berdún	2019	321	288	228	60	2	1	225	79,1666666666667
22077	Candasnos	2008	439	458	379	79	1	5	373	82,7510917030568
22077	Candasnos	2011	409	421	327	94	4	14	309	77,6722090261283
22077	Candasnos	2015	339	381	295	86	2	5	288	77,4278215223097
22077	Candasnos	2016	330	379	279	100	6	2	271	73,6147757255937
22077	Candasnos	2019	317	362	301	61	8	3	290	83,1491712707182
22078	Canfranc	2008	672	511	358	153	2	9	347	70,0587084148728
22078	Canfranc	2011	624	468	302	166	1	8	293	64,5299145299145
22078	Canfranc	2015	554	453	323	130	4	6	313	71,3024282560706
22078	Canfranc	2016	560	438	319	119	3	3	313	72,8310502283105
22078	Canfranc	2019	532	438	326	112	3	3	320	74,4292237442922
22079	Capdesaso	2008	167	145	111	34	0	2	109	76,551724137931
22079	Capdesaso	2011	163	126	97	29	0	4	93	76,984126984127
22079	Capdesaso	2015	170	118	86	32	0	2	84	72,8813559322034
22079	Capdesaso	2016	172	118	83	35	0	1	82	70,3389830508475
22079	Capdesaso	2019	174	114	89	25	1	1	87	78,0701754385965
22080	Capella	2008	387	302	239	63	1	6	232	79,1390728476821
22080	Capella	2011	366	288	217	71	0	4	213	75,3472222222222
22080	Capella	2015	361	283	217	66	2	6	209	76,678445229682
22080	Capella	2016	361	280	197	83	3	6	188	70,3571428571429
22080	Capella	2019	354	264	208	56	6	2	200	78,7878787878788
22081	Casbas de Huesca	2008	308	282	214	68	0	0	214	75,886524822695
22081	Casbas de Huesca	2011	299	268	197	71	1	4	192	73,5074626865672
22081	Casbas de Huesca	2015	295	252	179	73	2	1	176	71,031746031746
22081	Casbas de Huesca	2016	291	254	181	73	0	0	181	71,259842519685
22081	Casbas de Huesca	2019	269	243	187	56	1	0	186	76,9547325102881
22082	Castejón del Puente	2008	439	351	275	76	1	2	272	78,3475783475783
22082	Castejón del Puente	2011	399	320	231	89	2	1	228	72,1875
22082	Castejón del Puente	2015	349	298	222	76	2	2	218	74,496644295302
22082	Castejón del Puente	2016	340	291	213	78	1	1	211	73,1958762886598
22082	Castejón del Puente	2019	315	285	230	55	4	2	224	80,7017543859649
22083	Castejón de Monegros	2008	646	573	507	66	4	0	503	88,4816753926702
22083	Castejón de Monegros	2011	661	522	437	85	9	4	424	83,7164750957854
22083	Castejón de Monegros	2015	574	474	400	74	4	1	395	84,3881856540084
22083	Castejón de Monegros	2016	568	463	394	69	4	5	385	85,097192224622
22083	Castejón de Monegros	2019	531	445	379	66	7	5	367	85,1685393258427
22084	Castejón de Sos	2008	738	532	387	145	6	5	376	72,7443609022556
22084	Castejón de Sos	2011	788	524	362	162	8	11	343	69,0839694656489
22084	Castejón de Sos	2015	733	534	413	121	2	3	408	77,3408239700375
22084	Castejón de Sos	2016	740	535	403	132	4	4	395	75,3271028037383
22084	Castejón de Sos	2019	753	555	438	117	5	5	428	78,9189189189189
22085	Castelflorite	2008	128	126	108	18	0	0	108	85,7142857142857
22085	Castelflorite	2011	130	119	97	22	3	0	94	81,5126050420168
22085	Castelflorite	2015	123	107	92	15	2	2	88	85,981308411215
22085	Castelflorite	2016	120	104	86	18	0	0	86	82,6923076923077
22085	Castelflorite	2019	108	96	82	14	1	0	81	85,4166666666667
22086	Castiello de Jaca	2008	249	206	139	67	1	0	138	67,4757281553398
22086	Castiello de Jaca	2011	256	207	149	58	2	1	146	71,9806763285024
22086	Castiello de Jaca	2015	243	215	162	53	0	4	158	75,3488372093023
22086	Castiello de Jaca	2016	251	215	161	54	2	1	158	74,8837209302326
22086	Castiello de Jaca	2019	267	209	157	52	2	1	154	75,1196172248804
22087	Castigaleu	2008	119	93	66	27	0	0	66	70,9677419354839
22087	Castigaleu	2011	119	85	56	29	1	4	51	65,8823529411765
22087	Castigaleu	2015	95	72	48	24	0	1	47	66,6666666666667
22087	Castigaleu	2016	94	67	45	22	0	2	43	67,1641791044776
22087	Castigaleu	2019	86	58	47	11	0	0	47	81,0344827586207
22088	Castillazuelo	2008	225	194	164	30	2	1	161	84,5360824742268
22088	Castillazuelo	2011	193	171	133	38	5	5	123	77,7777777777778
22088	Castillazuelo	2015	191	157	116	41	0	1	115	73,8853503184713
22088	Castillazuelo	2016	181	153	110	43	0	2	108	71,8954248366013
22088	Castillazuelo	2019	169	143	111	32	0	1	110	77,6223776223776
22089	Castillonroy	2008	382	344	271	73	6	5	260	78,7790697674419
22089	Castillonroy	2011	378	329	246	83	9	8	229	74,7720364741641
22089	Castillonroy	2015	336	315	227	88	5	6	216	72,0634920634921
22089	Castillonroy	2016	343	302	225	77	2	0	223	74,5033112582781
22089	Castillonroy	2019	312	276	216	60	0	2	214	78,2608695652174
22090	Colungo	2008	148	132	107	25	1	0	106	81,0606060606061
22090	Colungo	2011	147	115	82	33	0	5	77	71,304347826087
22090	Colungo	2015	124	102	75	27	0	0	75	73,5294117647059
22090	Colungo	2016	126	99	71	28	0	0	71	71,7171717171717
22090	Colungo	2019	114	85	66	19	0	1	65	77,6470588235294
22094	Chalamera	2008	143	119	87	32	1	2	84	73,109243697479
22094	Chalamera	2011	128	109	76	33	2	5	69	69,7247706422018
22094	Chalamera	2015	103	101	77	24	0	1	76	76,2376237623762
22094	Chalamera	2016	111	101	74	27	0	1	73	73,2673267326733
22094	Chalamera	2019	108	98	72	26	1	2	69	73,469387755102
22095	Chía	2008	114	103	79	24	0	4	75	76,6990291262136
22095	Chía	2011	105	87	61	26	0	1	60	70,1149425287356
22095	Chía	2015	87	73	51	22	0	1	50	69,8630136986301
22095	Chía	2016	90	72	58	14	0	1	57	80,5555555555556
22095	Chía	2019	86	65	57	8	1	1	55	87,6923076923077
22096	Chimillas	2008	359	290	249	41	2	2	245	85,8620689655172
22096	Chimillas	2011	359	301	239	62	2	8	229	79,4019933554817
22096	Chimillas	2015	373	297	249	48	1	2	246	83,8383838383838
22096	Chimillas	2016	358	301	240	61	0	0	240	79,734219269103
22096	Chimillas	2019	391	320	274	46	2	2	270	85,625
