Mes y año	Mes (código)	Mes nombre	Año	Provincia código	Provincia nombre	Sexo	Temporalidad	Días duración contrato	Número de contratos	Duración contrato	Duración contrato * 1.00 / Número de contratos
Diciembre 2019	201912	Diciembre	2019	50	Zaragoza	Hombres	Temporal	0	4134	0	0
Diciembre 2019	201912	Diciembre	2019	50	Zaragoza	Hombres	Temporal	1	10556	374400	35,4679802955665
Diciembre 2019	201912	Diciembre	2019	50	Zaragoza	Mujeres	Temporal	0	3727	0	0
Diciembre 2019	201912	Diciembre	2019	50	Zaragoza	Mujeres	Temporal	1	11020	382389	34,6995462794918
Noviembre 2019	201911	Noviembre	2019	22	Huesca	Hombres	Temporal	0	1512	0	0
Noviembre 2019	201911	Noviembre	2019	22	Huesca	Hombres	Temporal	1	1820	142533	78,3148351648352
Noviembre 2019	201911	Noviembre	2019	22	Huesca	Mujeres	Temporal	0	909	0	0
Noviembre 2019	201911	Noviembre	2019	22	Huesca	Mujeres	Temporal	1	1780	91376	51,3348314606742
Noviembre 2019	201911	Noviembre	2019	44	Teruel	Hombres	Temporal	0	468	0	0
Noviembre 2019	201911	Noviembre	2019	44	Teruel	Hombres	Temporal	1	1471	50510	34,3371855880354
Noviembre 2019	201911	Noviembre	2019	44	Teruel	Mujeres	Temporal	0	343	0	0
Noviembre 2019	201911	Noviembre	2019	44	Teruel	Mujeres	Temporal	1	1094	39281	35,9058500914077
Noviembre 2019	201911	Noviembre	2019	50	Zaragoza	Hombres	Temporal	0	5832	0	0
Noviembre 2019	201911	Noviembre	2019	50	Zaragoza	Hombres	Temporal	1	10926	468087	42,8415705656233
Noviembre 2019	201911	Noviembre	2019	50	Zaragoza	Mujeres	Temporal	0	4860	0	0
Noviembre 2019	201911	Noviembre	2019	50	Zaragoza	Mujeres	Temporal	1	11150	416733	37,3751569506726
Octubre 2019	201910	Octubre	2019	22	Huesca	Hombres	Temporal	0	1486	0	0
Octubre 2019	201910	Octubre	2019	22	Huesca	Hombres	Temporal	1	2343	166688	71,1429790866411
Octubre 2019	201910	Octubre	2019	22	Huesca	Mujeres	Temporal	0	1165	0	0
Octubre 2019	201910	Octubre	2019	22	Huesca	Mujeres	Temporal	1	2267	118066	52,0802823114248
Octubre 2019	201910	Octubre	2019	44	Teruel	Hombres	Temporal	0	751	0	0
Octubre 2019	201910	Octubre	2019	44	Teruel	Hombres	Temporal	1	1658	92336	55,6911942098914
Octubre 2019	201910	Octubre	2019	44	Teruel	Mujeres	Temporal	0	549	0	0
Octubre 2019	201910	Octubre	2019	44	Teruel	Mujeres	Temporal	1	1445	67774	46,9024221453287
Octubre 2019	201910	Octubre	2019	50	Zaragoza	Hombres	Temporal	0	8050	0	0
Octubre 2019	201910	Octubre	2019	50	Zaragoza	Hombres	Temporal	1	14401	731657	50,8059856954378
Octubre 2019	201910	Octubre	2019	50	Zaragoza	Mujeres	Temporal	0	7250	0	0
Octubre 2019	201910	Octubre	2019	50	Zaragoza	Mujeres	Temporal	1	13720	648511	47,2675655976676
Septiembre 2019	201909	Septiembre	2019	22	Huesca	Hombres	Temporal	0	1687	0	0
Septiembre 2019	201909	Septiembre	2019	22	Huesca	Hombres	Temporal	1	2436	137414	56,4096880131363
Septiembre 2019	201909	Septiembre	2019	22	Huesca	Mujeres	Temporal	0	1169	0	0
Septiembre 2019	201909	Septiembre	2019	22	Huesca	Mujeres	Temporal	1	2316	104538	45,1373056994819
Septiembre 2019	201909	Septiembre	2019	44	Teruel	Hombres	Temporal	0	701	0	0
Septiembre 2019	201909	Septiembre	2019	44	Teruel	Hombres	Temporal	1	2095	64259	30,672553699284
Septiembre 2019	201909	Septiembre	2019	44	Teruel	Mujeres	Temporal	0	527	0	0
Septiembre 2019	201909	Septiembre	2019	44	Teruel	Mujeres	Temporal	1	1584	57481	36,2885101010101
Septiembre 2019	201909	Septiembre	2019	50	Zaragoza	Hombres	Temporal	0	9360	0	0
Septiembre 2019	201909	Septiembre	2019	50	Zaragoza	Hombres	Temporal	1	13243	671380	50,6969719851997
Septiembre 2019	201909	Septiembre	2019	50	Zaragoza	Mujeres	Temporal	0	6984	0	0
Septiembre 2019	201909	Septiembre	2019	50	Zaragoza	Mujeres	Temporal	1	12400	612416	49,3883870967742
Agosto 2019	201908	Agosto	2019	22	Huesca	Hombres	Temporal	0	2381	0	0
Agosto 2019	201908	Agosto	2019	22	Huesca	Hombres	Temporal	1	2766	146696	53,0354302241504
Agosto 2019	201908	Agosto	2019	22	Huesca	Mujeres	Temporal	0	1133	0	0
Agosto 2019	201908	Agosto	2019	22	Huesca	Mujeres	Temporal	1	2305	78788	34,1813449023861
Agosto 2019	201908	Agosto	2019	44	Teruel	Hombres	Temporal	0	565	0	0
Agosto 2019	201908	Agosto	2019	44	Teruel	Hombres	Temporal	1	1375	53944	39,232
Agosto 2019	201908	Agosto	2019	44	Teruel	Mujeres	Temporal	0	452	0	0
Agosto 2019	201908	Agosto	2019	44	Teruel	Mujeres	Temporal	1	1338	45773	34,2100149476831
Agosto 2019	201908	Agosto	2019	50	Zaragoza	Hombres	Temporal	0	7068	0	0
Agosto 2019	201908	Agosto	2019	50	Zaragoza	Hombres	Temporal	1	10488	395213	37,6823989321129
Agosto 2019	201908	Agosto	2019	50	Zaragoza	Mujeres	Temporal	0	4593	0	0
Agosto 2019	201908	Agosto	2019	50	Zaragoza	Mujeres	Temporal	1	9054	362036	39,9863043958471
Julio 2019	201907	Julio	2019	22	Huesca	Hombres	Temporal	0	3916	0	0
Julio 2019	201907	Julio	2019	22	Huesca	Hombres	Temporal	1	3433	164076	47,7937663850859
Julio 2019	201907	Julio	2019	22	Huesca	Mujeres	Temporal	0	2502	0	0
Julio 2019	201907	Julio	2019	22	Huesca	Mujeres	Temporal	1	3127	132303	42,3098816757275
Julio 2019	201907	Julio	2019	44	Teruel	Hombres	Temporal	0	854	0	0
Julio 2019	201907	Julio	2019	44	Teruel	Hombres	Temporal	1	2224	71045	31,9446942446043
Julio 2019	201907	Julio	2019	44	Teruel	Mujeres	Temporal	0	603	0	0
Julio 2019	201907	Julio	2019	44	Teruel	Mujeres	Temporal	1	1672	60109	35,9503588516746
Julio 2019	201907	Julio	2019	50	Zaragoza	Hombres	Temporal	0	8385	0	0
Julio 2019	201907	Julio	2019	50	Zaragoza	Hombres	Temporal	1	14711	626762	42,6049894636666
Julio 2019	201907	Julio	2019	50	Zaragoza	Mujeres	Temporal	0	5928	0	0
Julio 2019	201907	Julio	2019	50	Zaragoza	Mujeres	Temporal	1	13170	509468	38,6839787395596
Junio 2019	201906	Junio	2019	22	Huesca	Hombres	Temporal	0	3562	0	0
Junio 2019	201906	Junio	2019	22	Huesca	Hombres	Temporal	1	2716	133791	49,2603092783505
Junio 2019	201906	Junio	2019	22	Huesca	Mujeres	Temporal	0	2111	0	0
Junio 2019	201906	Junio	2019	22	Huesca	Mujeres	Temporal	1	2516	114185	45,3835453100159
Junio 2019	201906	Junio	2019	44	Teruel	Hombres	Temporal	0	829	0	0
Junio 2019	201906	Junio	2019	44	Teruel	Hombres	Temporal	1	1782	72680	40,7856341189675
Junio 2019	201906	Junio	2019	44	Teruel	Mujeres	Temporal	0	486	0	0
Junio 2019	201906	Junio	2019	44	Teruel	Mujeres	Temporal	1	1412	51088	36,1813031161473
Junio 2019	201906	Junio	2019	50	Zaragoza	Hombres	Temporal	0	9160	0	0
Junio 2019	201906	Junio	2019	50	Zaragoza	Hombres	Temporal	1	13974	593247	42,4536281665951
Junio 2019	201906	Junio	2019	50	Zaragoza	Mujeres	Temporal	0	5987	0	0
Junio 2019	201906	Junio	2019	50	Zaragoza	Mujeres	Temporal	1	12847	499718	38,8976414727174
Mayo 2019	201905	Mayo	2019	22	Huesca	Hombres	Temporal	0	4607	0	0
Mayo 2019	201905	Mayo	2019	22	Huesca	Hombres	Temporal	1	2429	116097	47,7962124331
Mayo 2019	201905	Mayo	2019	22	Huesca	Mujeres	Temporal	0	1980	0	0
Mayo 2019	201905	Mayo	2019	22	Huesca	Mujeres	Temporal	1	2173	87536	40,2834790612057
Mayo 2019	201905	Mayo	2019	44	Teruel	Hombres	Temporal	0	869	0	0
Mayo 2019	201905	Mayo	2019	44	Teruel	Hombres	Temporal	1	1947	58733	30,165896250642
Mayo 2019	201905	Mayo	2019	44	Teruel	Mujeres	Temporal	0	560	0	0
Mayo 2019	201905	Mayo	2019	44	Teruel	Mujeres	Temporal	1	1215	38526	31,7086419753086
Mayo 2019	201905	Mayo	2019	50	Zaragoza	Hombres	Temporal	0	10350	0	0
Mayo 2019	201905	Mayo	2019	50	Zaragoza	Hombres	Temporal	1	14083	622289	44,1872470354328
Mayo 2019	201905	Mayo	2019	50	Zaragoza	Mujeres	Temporal	0	6986	0	0
Mayo 2019	201905	Mayo	2019	50	Zaragoza	Mujeres	Temporal	1	12811	459575	35,8734681133401
Abril 2019	201904	Abril	2019	22	Huesca	Hombres	Temporal	0	1956	0	0
Abril 2019	201904	Abril	2019	22	Huesca	Hombres	Temporal	1	2147	106914	49,7969259431765
Abril 2019	201904	Abril	2019	22	Huesca	Mujeres	Temporal	0	1163	0	0
Abril 2019	201904	Abril	2019	22	Huesca	Mujeres	Temporal	1	2024	71137	35,1467391304348
Abril 2019	201904	Abril	2019	44	Teruel	Hombres	Temporal	0	604	0	0
Abril 2019	201904	Abril	2019	44	Teruel	Hombres	Temporal	1	1676	54905	32,7595465393795
Abril 2019	201904	Abril	2019	44	Teruel	Mujeres	Temporal	0	411	0	0
Abril 2019	201904	Abril	2019	44	Teruel	Mujeres	Temporal	1	1288	43706	33,9332298136646
Abril 2019	201904	Abril	2019	50	Zaragoza	Hombres	Temporal	0	5723	0	0
Abril 2019	201904	Abril	2019	50	Zaragoza	Hombres	Temporal	1	10862	485611	44,7073283004971
Abril 2019	201904	Abril	2019	50	Zaragoza	Mujeres	Temporal	0	4355	0	0
Abril 2019	201904	Abril	2019	50	Zaragoza	Mujeres	Temporal	1	9899	399309	40,3383170017173
Marzo 2019	201903	Marzo	2019	22	Huesca	Hombres	Temporal	0	1513	0	0
Marzo 2019	201903	Marzo	2019	22	Huesca	Hombres	Temporal	1	2330	118838	51,0034334763948
Marzo 2019	201903	Marzo	2019	22	Huesca	Mujeres	Temporal	0	952	0	0
Marzo 2019	201903	Marzo	2019	22	Huesca	Mujeres	Temporal	1	1973	76654	38,8514951849975
Marzo 2019	201903	Marzo	2019	44	Teruel	Hombres	Temporal	0	568	0	0
Marzo 2019	201903	Marzo	2019	44	Teruel	Hombres	Temporal	1	1580	54896	34,7443037974684
Marzo 2019	201903	Marzo	2019	44	Teruel	Mujeres	Temporal	0	402	0	0
Marzo 2019	201903	Marzo	2019	44	Teruel	Mujeres	Temporal	1	1218	39413	32,3587848932677
Marzo 2019	201903	Marzo	2019	50	Zaragoza	Hombres	Temporal	0	5482	0	0
Marzo 2019	201903	Marzo	2019	50	Zaragoza	Hombres	Temporal	1	10281	445442	43,3267191907402
Marzo 2019	201903	Marzo	2019	50	Zaragoza	Mujeres	Temporal	0	4506	0	0
Marzo 2019	201903	Marzo	2019	50	Zaragoza	Mujeres	Temporal	1	9785	383838	39,2271844660194
Febrero 2019	201902	Febrero	2019	22	Huesca	Hombres	Temporal	0	1379	0	0
Febrero 2019	201902	Febrero	2019	22	Huesca	Hombres	Temporal	1	1732	109960	63,4872979214781
Febrero 2019	201902	Febrero	2019	22	Huesca	Mujeres	Temporal	0	875	0	0
Febrero 2019	201902	Febrero	2019	22	Huesca	Mujeres	Temporal	1	1567	101826	64,981493299298
Febrero 2019	201902	Febrero	2019	44	Teruel	Hombres	Temporal	0	472	0	0
Febrero 2019	201902	Febrero	2019	44	Teruel	Hombres	Temporal	1	1416	66040	46,638418079096
Febrero 2019	201902	Febrero	2019	44	Teruel	Mujeres	Temporal	0	379	0	0
Febrero 2019	201902	Febrero	2019	44	Teruel	Mujeres	Temporal	1	1101	45944	41,7293369663942
Febrero 2019	201902	Febrero	2019	50	Zaragoza	Hombres	Temporal	0	5451	0	0
Febrero 2019	201902	Febrero	2019	50	Zaragoza	Hombres	Temporal	1	9487	483274	50,9406556340255
Febrero 2019	201902	Febrero	2019	50	Zaragoza	Mujeres	Temporal	0	4240	0	0
Febrero 2019	201902	Febrero	2019	50	Zaragoza	Mujeres	Temporal	1	9235	434700	47,0709258256632
Enero 2019	201901	Enero	2019	22	Huesca	Hombres	Temporal	0	1512	0	0
Enero 2019	201901	Enero	2019	22	Huesca	Hombres	Temporal	1	1702	121730	71,5217391304348
Enero 2019	201901	Enero	2019	22	Huesca	Mujeres	Temporal	0	932	0	0
Enero 2019	201901	Enero	2019	22	Huesca	Mujeres	Temporal	1	1721	92139	53,5380592678675
Enero 2019	201901	Enero	2019	44	Teruel	Hombres	Temporal	0	570	0	0
Enero 2019	201901	Enero	2019	44	Teruel	Hombres	Temporal	1	1558	51408	32,9961489088575
Enero 2019	201901	Enero	2019	44	Teruel	Mujeres	Temporal	0	371	0	0
Enero 2019	201901	Enero	2019	44	Teruel	Mujeres	Temporal	1	1156	43435	37,5735294117647
Enero 2019	201901	Enero	2019	50	Zaragoza	Hombres	Temporal	0	6042	0	0
Enero 2019	201901	Enero	2019	50	Zaragoza	Hombres	Temporal	1	11576	595423	51,4359882515549
Enero 2019	201901	Enero	2019	50	Zaragoza	Mujeres	Temporal	0	4949	0	0
Enero 2019	201901	Enero	2019	50	Zaragoza	Mujeres	Temporal	1	10822	445779	41,1919238588061
Diciembre 2018	201812	Diciembre	2018	22	Huesca	Hombres	Temporal	0	1258	0	0
Diciembre 2018	201812	Diciembre	2018	22	Huesca	Hombres	Temporal	1	1652	113541	68,7294188861985
Diciembre 2018	201812	Diciembre	2018	22	Huesca	Mujeres	Temporal	0	956	0	0
Diciembre 2018	201812	Diciembre	2018	22	Huesca	Mujeres	Temporal	1	1863	96847	51,9844337090714
Diciembre 2018	201812	Diciembre	2018	44	Teruel	Hombres	Temporal	0	380	0	0
Diciembre 2018	201812	Diciembre	2018	44	Teruel	Hombres	Temporal	1	1221	53915	44,1564291564292
Diciembre 2018	201812	Diciembre	2018	44	Teruel	Mujeres	Temporal	0	296	0	0
Diciembre 2018	201812	Diciembre	2018	44	Teruel	Mujeres	Temporal	1	1080	39984	37,0222222222222
Diciembre 2018	201812	Diciembre	2018	50	Zaragoza	Hombres	Temporal	0	4154	0	0
Diciembre 2018	201812	Diciembre	2018	50	Zaragoza	Hombres	Temporal	1	10057	484143	48,139902555434
Diciembre 2018	201812	Diciembre	2018	50	Zaragoza	Mujeres	Temporal	0	3513	0	0
Diciembre 2018	201812	Diciembre	2018	50	Zaragoza	Mujeres	Temporal	1	10859	397857	36,6384565797956
Noviembre 2018	201811	Noviembre	2018	22	Huesca	Hombres	Temporal	0	1420	0	0
Noviembre 2018	201811	Noviembre	2018	22	Huesca	Hombres	Temporal	1	1644	121766	74,0669099756691
Noviembre 2018	201811	Noviembre	2018	22	Huesca	Mujeres	Temporal	0	802	0	0
Noviembre 2018	201811	Noviembre	2018	22	Huesca	Mujeres	Temporal	1	1618	91737	56,6977750309023
Noviembre 2018	201811	Noviembre	2018	44	Teruel	Hombres	Temporal	0	582	0	0
Noviembre 2018	201811	Noviembre	2018	44	Teruel	Hombres	Temporal	1	1616	70584	43,6782178217822
Noviembre 2018	201811	Noviembre	2018	44	Teruel	Mujeres	Temporal	0	410	0	0
Noviembre 2018	201811	Noviembre	2018	44	Teruel	Mujeres	Temporal	1	1312	58273	44,4153963414634
Noviembre 2018	201811	Noviembre	2018	50	Zaragoza	Hombres	Temporal	0	5731	0	0
Noviembre 2018	201811	Noviembre	2018	50	Zaragoza	Hombres	Temporal	1	11437	536980	46,9511235463845
Noviembre 2018	201811	Noviembre	2018	50	Zaragoza	Mujeres	Temporal	0	4602	0	0
Noviembre 2018	201811	Noviembre	2018	50	Zaragoza	Mujeres	Temporal	1	11646	476607	40,924523441525
Octubre 2018	201810	Octubre	2018	22	Huesca	Hombres	Temporal	0	1495	0	0
Octubre 2018	201810	Octubre	2018	22	Huesca	Hombres	Temporal	1	2168	153077	70,6074723247232
Octubre 2018	201810	Octubre	2018	22	Huesca	Mujeres	Temporal	0	1129	0	0
Octubre 2018	201810	Octubre	2018	22	Huesca	Mujeres	Temporal	1	2198	115888	52,7242948134668
Octubre 2018	201810	Octubre	2018	44	Teruel	Hombres	Temporal	0	936	0	0
Octubre 2018	201810	Octubre	2018	44	Teruel	Hombres	Temporal	1	1639	78761	48,0543014032947
Octubre 2018	201810	Octubre	2018	44	Teruel	Mujeres	Temporal	0	613	0	0
Octubre 2018	201810	Octubre	2018	44	Teruel	Mujeres	Temporal	1	1352	61726	45,655325443787
Octubre 2018	201810	Octubre	2018	50	Zaragoza	Hombres	Temporal	0	8296	0	0
Octubre 2018	201810	Octubre	2018	50	Zaragoza	Hombres	Temporal	1	15467	781922	50,5542121937027
Octubre 2018	201810	Octubre	2018	50	Zaragoza	Mujeres	Temporal	0	6648	0	0
Octubre 2018	201810	Octubre	2018	50	Zaragoza	Mujeres	Temporal	1	14968	657298	43,9135489043292
Septiembre 2018	201809	Septiembre	2018	22	Huesca	Hombres	Temporal	0	1784	0	0
Septiembre 2018	201809	Septiembre	2018	22	Huesca	Hombres	Temporal	1	2236	141026	63,0706618962433
Septiembre 2018	201809	Septiembre	2018	22	Huesca	Mujeres	Temporal	0	1130	0	0
Septiembre 2018	201809	Septiembre	2018	22	Huesca	Mujeres	Temporal	1	2030	112098	55,2206896551724
Septiembre 2018	201809	Septiembre	2018	44	Teruel	Hombres	Temporal	0	718	0	0
Septiembre 2018	201809	Septiembre	2018	44	Teruel	Hombres	Temporal	1	1711	78002	45,5885447106955
Septiembre 2018	201809	Septiembre	2018	44	Teruel	Mujeres	Temporal	0	616	0	0
Septiembre 2018	201809	Septiembre	2018	44	Teruel	Mujeres	Temporal	1	1547	74350	48,0607627666451
Septiembre 2018	201809	Septiembre	2018	50	Zaragoza	Hombres	Temporal	0	8470	0	0
Septiembre 2018	201809	Septiembre	2018	50	Zaragoza	Hombres	Temporal	1	13509	726062	53,7465393441409
Septiembre 2018	201809	Septiembre	2018	50	Zaragoza	Mujeres	Temporal	0	6324	0	0
Septiembre 2018	201809	Septiembre	2018	50	Zaragoza	Mujeres	Temporal	1	12381	693097	55,9806962280914
Agosto 2018	201808	Agosto	2018	22	Huesca	Hombres	Temporal	0	2331	0	0
Agosto 2018	201808	Agosto	2018	22	Huesca	Hombres	Temporal	1	2406	107260	44,5802161263508
Agosto 2018	201808	Agosto	2018	22	Huesca	Mujeres	Temporal	0	1261	0	0
Agosto 2018	201808	Agosto	2018	22	Huesca	Mujeres	Temporal	1	2036	69020	33,8998035363458
Agosto 2018	201808	Agosto	2018	44	Teruel	Hombres	Temporal	0	552	0	0
Agosto 2018	201808	Agosto	2018	44	Teruel	Hombres	Temporal	1	1381	56994	41,270094134685
Agosto 2018	201808	Agosto	2018	44	Teruel	Mujeres	Temporal	0	481	0	0
Agosto 2018	201808	Agosto	2018	44	Teruel	Mujeres	Temporal	1	1081	38900	35,9851988899167
Agosto 2018	201808	Agosto	2018	50	Zaragoza	Hombres	Temporal	0	7934	0	0
Agosto 2018	201808	Agosto	2018	50	Zaragoza	Hombres	Temporal	1	12238	472094	38,5760745219807
Agosto 2018	201808	Agosto	2018	50	Zaragoza	Mujeres	Temporal	0	5065	0	0
Agosto 2018	201808	Agosto	2018	50	Zaragoza	Mujeres	Temporal	1	10832	408592	37,7208271787297
Julio 2018	201807	Julio	2018	22	Huesca	Hombres	Temporal	0	3550	0	0
Julio 2018	201807	Julio	2018	22	Huesca	Hombres	Temporal	1	2737	156388	57,1384727804165
Julio 2018	201807	Julio	2018	22	Huesca	Mujeres	Temporal	0	2234	0	0
Julio 2018	201807	Julio	2018	22	Huesca	Mujeres	Temporal	1	2682	118783	44,2889634601044
Julio 2018	201807	Julio	2018	44	Teruel	Hombres	Temporal	0	808	0	0
Julio 2018	201807	Julio	2018	44	Teruel	Hombres	Temporal	1	1956	88781	45,3890593047035
Julio 2018	201807	Julio	2018	44	Teruel	Mujeres	Temporal	0	593	0	0
Julio 2018	201807	Julio	2018	44	Teruel	Mujeres	Temporal	1	1509	64098	42,4771371769384
Julio 2018	201807	Julio	2018	50	Zaragoza	Hombres	Temporal	0	8604	0	0
Julio 2018	201807	Julio	2018	50	Zaragoza	Hombres	Temporal	1	15407	684063	44,3994937366132
Julio 2018	201807	Julio	2018	50	Zaragoza	Mujeres	Temporal	0	5812	0	0
Julio 2018	201807	Julio	2018	50	Zaragoza	Mujeres	Temporal	1	12909	534092	41,3736153071501
Junio 2018	201806	Junio	2018	22	Huesca	Hombres	Temporal	0	3392	0	0
Junio 2018	201806	Junio	2018	22	Huesca	Hombres	Temporal	1	2423	140537	58,001238134544
Junio 2018	201806	Junio	2018	22	Huesca	Mujeres	Temporal	0	2434	0	0
Junio 2018	201806	Junio	2018	22	Huesca	Mujeres	Temporal	1	2179	104781	48,0867370353373
Junio 2018	201806	Junio	2018	44	Teruel	Hombres	Temporal	0	841	0	0
Junio 2018	201806	Junio	2018	44	Teruel	Hombres	Temporal	1	1744	83270	47,7465596330275
Junio 2018	201806	Junio	2018	44	Teruel	Mujeres	Temporal	0	539	0	0
Junio 2018	201806	Junio	2018	44	Teruel	Mujeres	Temporal	1	1390	51333	36,9302158273381
Junio 2018	201806	Junio	2018	50	Zaragoza	Hombres	Temporal	0	10523	0	0
Junio 2018	201806	Junio	2018	50	Zaragoza	Hombres	Temporal	1	15264	652159	42,7253013626834
Junio 2018	201806	Junio	2018	50	Zaragoza	Mujeres	Temporal	0	6244	0	0
Junio 2018	201806	Junio	2018	50	Zaragoza	Mujeres	Temporal	1	13253	483147	36,4556704142458
Mayo 2018	201805	Mayo	2018	22	Huesca	Hombres	Temporal	0	4566	0	0
Mayo 2018	201805	Mayo	2018	22	Huesca	Hombres	Temporal	1	2239	132232	59,0585082626172
Mayo 2018	201805	Mayo	2018	22	Huesca	Mujeres	Temporal	0	1944	0	0
Mayo 2018	201805	Mayo	2018	22	Huesca	Mujeres	Temporal	1	1939	88237	45,5064466219701
Mayo 2018	201805	Mayo	2018	44	Teruel	Hombres	Temporal	0	871	0	0
Mayo 2018	201805	Mayo	2018	44	Teruel	Hombres	Temporal	1	1601	73371	45,8282323547783
Mayo 2018	201805	Mayo	2018	44	Teruel	Mujeres	Temporal	0	604	0	0
Mayo 2018	201805	Mayo	2018	44	Teruel	Mujeres	Temporal	1	1139	46351	40,694468832309
Mayo 2018	201805	Mayo	2018	50	Zaragoza	Hombres	Temporal	0	10340	0	0
Mayo 2018	201805	Mayo	2018	50	Zaragoza	Hombres	Temporal	1	14090	557607	39,5746628814762
Mayo 2018	201805	Mayo	2018	50	Zaragoza	Mujeres	Temporal	0	6738	0	0
Mayo 2018	201805	Mayo	2018	50	Zaragoza	Mujeres	Temporal	1	12811	459544	35,8710483178518
Abril 2018	201804	Abril	2018	22	Huesca	Hombres	Temporal	0	1520	0	0
Abril 2018	201804	Abril	2018	22	Huesca	Hombres	Temporal	1	1869	118637	63,4761904761905
Abril 2018	201804	Abril	2018	22	Huesca	Mujeres	Temporal	0	875	0	0
Abril 2018	201804	Abril	2018	22	Huesca	Mujeres	Temporal	1	1800	78005	43,3361111111111
Abril 2018	201804	Abril	2018	44	Teruel	Hombres	Temporal	0	558	0	0
Abril 2018	201804	Abril	2018	44	Teruel	Hombres	Temporal	1	1736	73463	42,3173963133641
Abril 2018	201804	Abril	2018	44	Teruel	Mujeres	Temporal	0	406	0	0
Abril 2018	201804	Abril	2018	44	Teruel	Mujeres	Temporal	1	1196	50882	42,5434782608696
Abril 2018	201804	Abril	2018	50	Zaragoza	Hombres	Temporal	0	5348	0	0
Abril 2018	201804	Abril	2018	50	Zaragoza	Hombres	Temporal	1	11085	473650	42,7289129454217
Abril 2018	201804	Abril	2018	50	Zaragoza	Mujeres	Temporal	0	4771	0	0
Abril 2018	201804	Abril	2018	50	Zaragoza	Mujeres	Temporal	1	10469	438308	41,8672270512943
Marzo 2018	201803	Marzo	2018	22	Huesca	Hombres	Temporal	0	1191	0	0
Marzo 2018	201803	Marzo	2018	22	Huesca	Hombres	Temporal	1	1855	125101	67,4398921832884
Marzo 2018	201803	Marzo	2018	22	Huesca	Mujeres	Temporal	0	861	0	0
Marzo 2018	201803	Marzo	2018	22	Huesca	Mujeres	Temporal	1	1695	92236	54,4165191740413
