Año	Residencia	Residencia provincia código	Residencia provincia nombre	Sexo	Edad	Personas
1998	02	22	Huesca	Mujeres	89	299
1998	02	22	Huesca	Mujeres	90	253
1998	02	22	Huesca	Mujeres	91	220
1998	02	22	Huesca	Mujeres	92	187
1998	02	22	Huesca	Mujeres	93	134
1998	02	22	Huesca	Mujeres	94	108
1998	02	22	Huesca	Mujeres	95 y más	194
1998	02	44	Teruel	Mujeres	00	469
1998	02	44	Teruel	Mujeres	01	481
1998	02	44	Teruel	Mujeres	02	518
1998	02	44	Teruel	Mujeres	03	576
1998	02	44	Teruel	Mujeres	04	553
1998	02	44	Teruel	Mujeres	05	585
1998	02	44	Teruel	Mujeres	06	605
1998	02	44	Teruel	Mujeres	07	614
1998	02	44	Teruel	Mujeres	08	598
1998	02	44	Teruel	Mujeres	09	673
1998	02	44	Teruel	Mujeres	10	644
1998	02	44	Teruel	Mujeres	11	680
1998	02	44	Teruel	Mujeres	12	640
1998	02	44	Teruel	Mujeres	13	680
1998	02	44	Teruel	Mujeres	14	696
1998	02	44	Teruel	Mujeres	15	731
1998	02	44	Teruel	Mujeres	16	718
1998	02	44	Teruel	Mujeres	17	758
1998	02	44	Teruel	Mujeres	18	755
1998	02	44	Teruel	Mujeres	19	769
1998	02	44	Teruel	Mujeres	20	774
1998	02	44	Teruel	Mujeres	21	725
1998	02	44	Teruel	Mujeres	22	811
1998	02	44	Teruel	Mujeres	23	827
1998	02	44	Teruel	Mujeres	24	780
1998	02	44	Teruel	Mujeres	25	785
1998	02	44	Teruel	Mujeres	26	801
1998	02	44	Teruel	Mujeres	27	815
1998	02	44	Teruel	Mujeres	28	837
1998	02	44	Teruel	Mujeres	29	923
1998	02	44	Teruel	Mujeres	30	954
1998	02	44	Teruel	Mujeres	31	940
1998	02	44	Teruel	Mujeres	32	931
1998	02	44	Teruel	Mujeres	33	989
1998	02	44	Teruel	Mujeres	34	938
1998	02	44	Teruel	Mujeres	35	916
1998	02	44	Teruel	Mujeres	36	997
1998	02	44	Teruel	Mujeres	37	906
1998	02	44	Teruel	Mujeres	38	891
1998	02	44	Teruel	Mujeres	39	877
1998	02	44	Teruel	Mujeres	40	846
1998	02	44	Teruel	Mujeres	41	797
1998	02	44	Teruel	Mujeres	42	819
1998	02	44	Teruel	Mujeres	43	657
1998	02	44	Teruel	Mujeres	44	752
1998	02	44	Teruel	Mujeres	45	730
1998	02	44	Teruel	Mujeres	46	656
1998	02	44	Teruel	Mujeres	47	684
1998	02	44	Teruel	Mujeres	48	665
1998	02	44	Teruel	Mujeres	49	652
1998	02	44	Teruel	Mujeres	50	659
1998	02	44	Teruel	Mujeres	51	649
1998	02	44	Teruel	Mujeres	52	668
1998	02	44	Teruel	Mujeres	53	715
1998	02	44	Teruel	Mujeres	54	651
1998	02	44	Teruel	Mujeres	55	616
1998	02	44	Teruel	Mujeres	56	590
1998	02	44	Teruel	Mujeres	57	779
1998	02	44	Teruel	Mujeres	58	457
1998	02	44	Teruel	Mujeres	59	585
1998	02	44	Teruel	Mujeres	60	828
1998	02	44	Teruel	Mujeres	61	882
1998	02	44	Teruel	Mujeres	62	982
1998	02	44	Teruel	Mujeres	63	922
1998	02	44	Teruel	Mujeres	64	1052
1998	02	44	Teruel	Mujeres	65	1024
1998	02	44	Teruel	Mujeres	66	1027
1998	02	44	Teruel	Mujeres	67	1048
1998	02	44	Teruel	Mujeres	68	1039
1998	02	44	Teruel	Mujeres	69	1029
1998	02	44	Teruel	Mujeres	70	948
1998	02	44	Teruel	Mujeres	71	954
1998	02	44	Teruel	Mujeres	72	918
1998	02	44	Teruel	Mujeres	73	976
1998	02	44	Teruel	Mujeres	74	960
1998	02	44	Teruel	Mujeres	75	902
1998	02	44	Teruel	Mujeres	76	829
1998	02	44	Teruel	Mujeres	77	772
1998	02	44	Teruel	Mujeres	78	735
1998	02	44	Teruel	Mujeres	79	660
1998	02	44	Teruel	Mujeres	80	542
1998	02	44	Teruel	Mujeres	81	559
1998	02	44	Teruel	Mujeres	82	582
1998	02	44	Teruel	Mujeres	83	574
1998	02	44	Teruel	Mujeres	84	473
1998	02	44	Teruel	Mujeres	85	485
1998	02	44	Teruel	Mujeres	86	438
1998	02	44	Teruel	Mujeres	87	373
1998	02	44	Teruel	Mujeres	88	309
1998	02	44	Teruel	Mujeres	89	233
1998	02	44	Teruel	Mujeres	90	230
1998	02	44	Teruel	Mujeres	91	190
1998	02	44	Teruel	Mujeres	92	158
1998	02	44	Teruel	Mujeres	93	116
1998	02	44	Teruel	Mujeres	94	79
1998	02	44	Teruel	Mujeres	95 y más	194
1998	02	50	Zaragoza	Mujeres	00	2944
1998	02	50	Zaragoza	Mujeres	01	3026
1998	02	50	Zaragoza	Mujeres	02	3173
1998	02	50	Zaragoza	Mujeres	03	3243
1998	02	50	Zaragoza	Mujeres	04	3229
1998	02	50	Zaragoza	Mujeres	05	3409
1998	02	50	Zaragoza	Mujeres	06	3380
1998	02	50	Zaragoza	Mujeres	07	3235
1998	02	50	Zaragoza	Mujeres	08	3510
1998	02	50	Zaragoza	Mujeres	09	3609
1998	02	50	Zaragoza	Mujeres	10	3603
1998	02	50	Zaragoza	Mujeres	11	3772
1998	02	50	Zaragoza	Mujeres	12	3928
1998	02	50	Zaragoza	Mujeres	13	4080
1998	02	50	Zaragoza	Mujeres	14	4195
1998	02	50	Zaragoza	Mujeres	15	4606
1998	02	50	Zaragoza	Mujeres	16	4819
1998	02	50	Zaragoza	Mujeres	17	5168
1998	02	50	Zaragoza	Mujeres	18	5511
1998	02	50	Zaragoza	Mujeres	19	5784
1998	02	50	Zaragoza	Mujeres	20	6189
1998	02	50	Zaragoza	Mujeres	21	6368
1998	02	50	Zaragoza	Mujeres	22	6399
1998	02	50	Zaragoza	Mujeres	23	6287
1998	02	50	Zaragoza	Mujeres	24	6330
1998	02	50	Zaragoza	Mujeres	25	6419
1998	02	50	Zaragoza	Mujeres	26	6386
1998	02	50	Zaragoza	Mujeres	27	6203
1998	02	50	Zaragoza	Mujeres	28	5964
1998	02	50	Zaragoza	Mujeres	29	6047
1998	02	50	Zaragoza	Mujeres	30	6226
1998	02	50	Zaragoza	Mujeres	31	6246
1998	02	50	Zaragoza	Mujeres	32	6167
1998	02	50	Zaragoza	Mujeres	33	6372
1998	02	50	Zaragoza	Mujeres	34	6111
1998	02	50	Zaragoza	Mujeres	35	6090
1998	02	50	Zaragoza	Mujeres	36	6076
1998	02	50	Zaragoza	Mujeres	37	6284
1998	02	50	Zaragoza	Mujeres	38	6033
1998	02	50	Zaragoza	Mujeres	39	6051
1998	02	50	Zaragoza	Mujeres	40	5987
1998	02	50	Zaragoza	Mujeres	41	5767
1998	02	50	Zaragoza	Mujeres	42	5601
1998	02	50	Zaragoza	Mujeres	43	5331
1998	02	50	Zaragoza	Mujeres	44	5502
1998	02	50	Zaragoza	Mujeres	45	5603
1998	02	50	Zaragoza	Mujeres	46	5217
1998	02	50	Zaragoza	Mujeres	47	5157
1998	02	50	Zaragoza	Mujeres	48	5470
1998	02	50	Zaragoza	Mujeres	49	5738
1998	02	50	Zaragoza	Mujeres	50	5275
1998	02	50	Zaragoza	Mujeres	51	5284
1998	02	50	Zaragoza	Mujeres	52	5412
1998	02	50	Zaragoza	Mujeres	53	5029
1998	02	50	Zaragoza	Mujeres	54	5059
1998	02	50	Zaragoza	Mujeres	55	4586
1998	02	50	Zaragoza	Mujeres	56	4235
1998	02	50	Zaragoza	Mujeres	57	4821
1998	02	50	Zaragoza	Mujeres	58	3615
1998	02	50	Zaragoza	Mujeres	59	3641
1998	02	50	Zaragoza	Mujeres	60	4222
1998	02	50	Zaragoza	Mujeres	61	5193
1998	02	50	Zaragoza	Mujeres	62	4874
1998	02	50	Zaragoza	Mujeres	63	5113
1998	02	50	Zaragoza	Mujeres	64	5288
1998	02	50	Zaragoza	Mujeres	65	5303
1998	02	50	Zaragoza	Mujeres	66	5043
1998	02	50	Zaragoza	Mujeres	67	5195
1998	02	50	Zaragoza	Mujeres	68	5076
1998	02	50	Zaragoza	Mujeres	69	4992
1998	02	50	Zaragoza	Mujeres	70	4682
1998	02	50	Zaragoza	Mujeres	71	4747
1998	02	50	Zaragoza	Mujeres	72	4548
1998	02	50	Zaragoza	Mujeres	73	4552
1998	02	50	Zaragoza	Mujeres	74	4463
1998	02	50	Zaragoza	Mujeres	75	4477
1998	02	50	Zaragoza	Mujeres	76	4104
1998	02	50	Zaragoza	Mujeres	77	3899
1998	02	50	Zaragoza	Mujeres	78	3258
1998	02	50	Zaragoza	Mujeres	79	3234
1998	02	50	Zaragoza	Mujeres	80	2845
1998	02	50	Zaragoza	Mujeres	81	2673
1998	02	50	Zaragoza	Mujeres	82	2443
1998	02	50	Zaragoza	Mujeres	83	2398
1998	02	50	Zaragoza	Mujeres	84	2176
1998	02	50	Zaragoza	Mujeres	85	1954
1998	02	50	Zaragoza	Mujeres	86	1655
1998	02	50	Zaragoza	Mujeres	87	1527
1998	02	50	Zaragoza	Mujeres	88	1224
1998	02	50	Zaragoza	Mujeres	89	1067
1998	02	50	Zaragoza	Mujeres	90	799
1998	02	50	Zaragoza	Mujeres	91	681
1998	02	50	Zaragoza	Mujeres	92	544
1998	02	50	Zaragoza	Mujeres	93	430
1998	02	50	Zaragoza	Mujeres	94	314
1998	02	50	Zaragoza	Mujeres	95 y más	699
1999	02	22	Huesca	Mujeres	00	654
1999	02	22	Huesca	Mujeres	01	749
1999	02	22	Huesca	Mujeres	02	744
1999	02	22	Huesca	Mujeres	03	723
1999	02	22	Huesca	Mujeres	04	779
1999	02	22	Huesca	Mujeres	05	723
1999	02	22	Huesca	Mujeres	06	865
1999	02	22	Huesca	Mujeres	07	818
1999	02	22	Huesca	Mujeres	08	800
1999	02	22	Huesca	Mujeres	09	787
1999	02	22	Huesca	Mujeres	10	820
1999	02	22	Huesca	Mujeres	11	927
1999	02	22	Huesca	Mujeres	12	964
1999	02	22	Huesca	Mujeres	13	906
1999	02	22	Huesca	Mujeres	14	977
1999	02	22	Huesca	Mujeres	15	1002
1999	02	22	Huesca	Mujeres	16	1104
1999	02	22	Huesca	Mujeres	17	1157
1999	02	22	Huesca	Mujeres	18	1179
1999	02	22	Huesca	Mujeres	19	1200
1999	02	22	Huesca	Mujeres	20	1297
1999	02	22	Huesca	Mujeres	21	1288
1999	02	22	Huesca	Mujeres	22	1378
1999	02	22	Huesca	Mujeres	23	1324
1999	02	22	Huesca	Mujeres	24	1288
1999	02	22	Huesca	Mujeres	25	1348
1999	02	22	Huesca	Mujeres	26	1385
1999	02	22	Huesca	Mujeres	27	1303
1999	02	22	Huesca	Mujeres	28	1303
1999	02	22	Huesca	Mujeres	29	1392
1999	02	22	Huesca	Mujeres	30	1417
1999	02	22	Huesca	Mujeres	31	1418
1999	02	22	Huesca	Mujeres	32	1396
1999	02	22	Huesca	Mujeres	33	1488
1999	02	22	Huesca	Mujeres	34	1442
1999	02	22	Huesca	Mujeres	35	1541
1999	02	22	Huesca	Mujeres	36	1457
1999	02	22	Huesca	Mujeres	37	1408
1999	02	22	Huesca	Mujeres	38	1530
1999	02	22	Huesca	Mujeres	39	1453
1999	02	22	Huesca	Mujeres	40	1388
1999	02	22	Huesca	Mujeres	41	1416
1999	02	22	Huesca	Mujeres	42	1313
1999	02	22	Huesca	Mujeres	43	1282
1999	02	22	Huesca	Mujeres	44	1260
1999	02	22	Huesca	Mujeres	45	1205
1999	02	22	Huesca	Mujeres	46	1231
1999	02	22	Huesca	Mujeres	47	1124
1999	02	22	Huesca	Mujeres	48	1027
1999	02	22	Huesca	Mujeres	49	1175
1999	02	22	Huesca	Mujeres	50	1248
1999	02	22	Huesca	Mujeres	51	1046
1999	02	22	Huesca	Mujeres	52	1102
1999	02	22	Huesca	Mujeres	53	1184
1999	02	22	Huesca	Mujeres	54	1153
1999	02	22	Huesca	Mujeres	55	1131
1999	02	22	Huesca	Mujeres	56	1014
1999	02	22	Huesca	Mujeres	57	908
1999	02	22	Huesca	Mujeres	58	1024
1999	02	22	Huesca	Mujeres	59	739
1999	02	22	Huesca	Mujeres	60	879
1999	02	22	Huesca	Mujeres	61	1094
1999	02	22	Huesca	Mujeres	62	1296
1999	02	22	Huesca	Mujeres	63	1208
1999	02	22	Huesca	Mujeres	64	1264
1999	02	22	Huesca	Mujeres	65	1363
1999	02	22	Huesca	Mujeres	66	1402
1999	02	22	Huesca	Mujeres	67	1282
1999	02	22	Huesca	Mujeres	68	1415
1999	02	22	Huesca	Mujeres	69	1361
1999	02	22	Huesca	Mujeres	70	1395
1999	02	22	Huesca	Mujeres	71	1288
1999	02	22	Huesca	Mujeres	72	1295
1999	02	22	Huesca	Mujeres	73	1263
1999	02	22	Huesca	Mujeres	74	1260
1999	02	22	Huesca	Mujeres	75	1226
1999	02	22	Huesca	Mujeres	76	1241
1999	02	22	Huesca	Mujeres	77	1104
1999	02	22	Huesca	Mujeres	78	1103
1999	02	22	Huesca	Mujeres	79	890
1999	02	22	Huesca	Mujeres	80	867
1999	02	22	Huesca	Mujeres	81	822
1999	02	22	Huesca	Mujeres	82	721
1999	02	22	Huesca	Mujeres	83	756
1999	02	22	Huesca	Mujeres	84	720
1999	02	22	Huesca	Mujeres	85	632
1999	02	22	Huesca	Mujeres	86	578
1999	02	22	Huesca	Mujeres	87	462
1999	02	22	Huesca	Mujeres	88	414
1999	02	22	Huesca	Mujeres	89	326
1999	02	22	Huesca	Mujeres	90	258
1999	02	22	Huesca	Mujeres	91	210
1999	02	22	Huesca	Mujeres	92	181
1999	02	22	Huesca	Mujeres	93	148
1999	02	22	Huesca	Mujeres	94	107
1999	02	22	Huesca	Mujeres	95 y más	221
1999	02	44	Teruel	Mujeres	00	424
1999	02	44	Teruel	Mujeres	01	481
1999	02	44	Teruel	Mujeres	02	472
1999	02	44	Teruel	Mujeres	03	512
1999	02	44	Teruel	Mujeres	04	565
1999	02	44	Teruel	Mujeres	05	546
1999	02	44	Teruel	Mujeres	06	585
1999	02	44	Teruel	Mujeres	07	601
1999	02	44	Teruel	Mujeres	08	609
1999	02	44	Teruel	Mujeres	09	596
1999	02	44	Teruel	Mujeres	10	670
1999	02	44	Teruel	Mujeres	11	639
1999	02	44	Teruel	Mujeres	12	681
1999	02	44	Teruel	Mujeres	13	650
1999	02	44	Teruel	Mujeres	14	657
1999	02	44	Teruel	Mujeres	15	687
1999	02	44	Teruel	Mujeres	16	711
1999	02	44	Teruel	Mujeres	17	699
1999	02	44	Teruel	Mujeres	18	734
1999	02	44	Teruel	Mujeres	19	739
1999	02	44	Teruel	Mujeres	20	764
1999	02	44	Teruel	Mujeres	21	770
1999	02	44	Teruel	Mujeres	22	714
1999	02	44	Teruel	Mujeres	23	811
1999	02	44	Teruel	Mujeres	24	810
1999	02	44	Teruel	Mujeres	25	777
1999	02	44	Teruel	Mujeres	26	774
1999	02	44	Teruel	Mujeres	27	782
1999	02	44	Teruel	Mujeres	28	802
1999	02	44	Teruel	Mujeres	29	828
1999	02	44	Teruel	Mujeres	30	908
1999	02	44	Teruel	Mujeres	31	928
1999	02	44	Teruel	Mujeres	32	923
1999	02	44	Teruel	Mujeres	33	906
1999	02	44	Teruel	Mujeres	34	975
1999	02	44	Teruel	Mujeres	35	932
1999	02	44	Teruel	Mujeres	36	906
1999	02	44	Teruel	Mujeres	37	985
1999	02	44	Teruel	Mujeres	38	890
1999	02	44	Teruel	Mujeres	39	876
1999	02	44	Teruel	Mujeres	40	864
1999	02	44	Teruel	Mujeres	41	832
1999	02	44	Teruel	Mujeres	42	789
1999	02	44	Teruel	Mujeres	43	808
1999	02	44	Teruel	Mujeres	44	650
1999	02	44	Teruel	Mujeres	45	738
1999	02	44	Teruel	Mujeres	46	725
1999	02	44	Teruel	Mujeres	47	647
1999	02	44	Teruel	Mujeres	48	684
1999	02	44	Teruel	Mujeres	49	652
1999	02	44	Teruel	Mujeres	50	648
1999	02	44	Teruel	Mujeres	51	655
1999	02	44	Teruel	Mujeres	52	645
1999	02	44	Teruel	Mujeres	53	670
1999	02	44	Teruel	Mujeres	54	705
1999	02	44	Teruel	Mujeres	55	643
1999	02	44	Teruel	Mujeres	56	617
1999	02	44	Teruel	Mujeres	57	602
1999	02	44	Teruel	Mujeres	58	769
1999	02	44	Teruel	Mujeres	59	457
1999	02	44	Teruel	Mujeres	60	573
1999	02	44	Teruel	Mujeres	61	828
1999	02	44	Teruel	Mujeres	62	882
1999	02	44	Teruel	Mujeres	63	980
1999	02	44	Teruel	Mujeres	64	905
1999	02	44	Teruel	Mujeres	65	1039
1999	02	44	Teruel	Mujeres	66	1011
1999	02	44	Teruel	Mujeres	67	1010
1999	02	44	Teruel	Mujeres	68	1041
1999	02	44	Teruel	Mujeres	69	1022
1999	02	44	Teruel	Mujeres	70	1010
1999	02	44	Teruel	Mujeres	71	936
1999	02	44	Teruel	Mujeres	72	938
1999	02	44	Teruel	Mujeres	73	907
1999	02	44	Teruel	Mujeres	74	965
1999	02	44	Teruel	Mujeres	75	940
1999	02	44	Teruel	Mujeres	76	879
1999	02	44	Teruel	Mujeres	77	803
1999	02	44	Teruel	Mujeres	78	744
1999	02	44	Teruel	Mujeres	79	710
1999	02	44	Teruel	Mujeres	80	627
1999	02	44	Teruel	Mujeres	81	519
1999	02	44	Teruel	Mujeres	82	535
1999	02	44	Teruel	Mujeres	83	541
1999	02	44	Teruel	Mujeres	84	532
1999	02	44	Teruel	Mujeres	85	441
1999	02	44	Teruel	Mujeres	86	448
1999	02	44	Teruel	Mujeres	87	390
1999	02	44	Teruel	Mujeres	88	327
1999	02	44	Teruel	Mujeres	89	274
1999	02	44	Teruel	Mujeres	90	195
1999	02	44	Teruel	Mujeres	91	200
1999	02	44	Teruel	Mujeres	92	158
1999	02	44	Teruel	Mujeres	93	128
1999	02	44	Teruel	Mujeres	94	89
1999	02	44	Teruel	Mujeres	95 y más	193
1999	02	50	Zaragoza	Mujeres	00	2188
1999	02	50	Zaragoza	Mujeres	01	3054
1999	02	50	Zaragoza	Mujeres	02	3110
1999	02	50	Zaragoza	Mujeres	03	3217
1999	02	50	Zaragoza	Mujeres	04	3305
1999	02	50	Zaragoza	Mujeres	05	3308
1999	02	50	Zaragoza	Mujeres	06	3503
1999	02	50	Zaragoza	Mujeres	07	3423
1999	02	50	Zaragoza	Mujeres	08	3319
1999	02	50	Zaragoza	Mujeres	09	3568
1999	02	50	Zaragoza	Mujeres	10	3687
1999	02	50	Zaragoza	Mujeres	11	3720
1999	02	50	Zaragoza	Mujeres	12	3872
1999	02	50	Zaragoza	Mujeres	13	4095
1999	02	50	Zaragoza	Mujeres	14	4153
1999	02	50	Zaragoza	Mujeres	15	4283
1999	02	50	Zaragoza	Mujeres	16	4677
1999	02	50	Zaragoza	Mujeres	17	4927
1999	02	50	Zaragoza	Mujeres	18	5265
1999	02	50	Zaragoza	Mujeres	19	5596
1999	02	50	Zaragoza	Mujeres	20	5881
1999	02	50	Zaragoza	Mujeres	21	6276
1999	02	50	Zaragoza	Mujeres	22	6467
1999	02	50	Zaragoza	Mujeres	23	6512
1999	02	50	Zaragoza	Mujeres	24	6334
1999	02	50	Zaragoza	Mujeres	25	6391
1999	02	50	Zaragoza	Mujeres	26	6472
1999	02	50	Zaragoza	Mujeres	27	6440
1999	02	50	Zaragoza	Mujeres	28	6259
1999	02	50	Zaragoza	Mujeres	29	6040
1999	02	50	Zaragoza	Mujeres	30	6108
1999	02	50	Zaragoza	Mujeres	31	6288
1999	02	50	Zaragoza	Mujeres	32	6372
1999	02	50	Zaragoza	Mujeres	33	6262
1999	02	50	Zaragoza	Mujeres	34	6437
1999	02	50	Zaragoza	Mujeres	35	6192
1999	02	50	Zaragoza	Mujeres	36	6201
1999	02	50	Zaragoza	Mujeres	37	6165
1999	02	50	Zaragoza	Mujeres	38	6395
1999	02	50	Zaragoza	Mujeres	39	6139
1999	02	50	Zaragoza	Mujeres	40	6156
1999	02	50	Zaragoza	Mujeres	41	6084
1999	02	50	Zaragoza	Mujeres	42	5865
1999	02	50	Zaragoza	Mujeres	43	5687
1999	02	50	Zaragoza	Mujeres	44	5429
1999	02	50	Zaragoza	Mujeres	45	5555
1999	02	50	Zaragoza	Mujeres	46	5645
1999	02	50	Zaragoza	Mujeres	47	5307
1999	02	50	Zaragoza	Mujeres	48	5257
1999	02	50	Zaragoza	Mujeres	49	5558
1999	02	50	Zaragoza	Mujeres	50	5798
1999	02	50	Zaragoza	Mujeres	51	5358
1999	02	50	Zaragoza	Mujeres	52	5353
1999	02	50	Zaragoza	Mujeres	53	5466
1999	02	50	Zaragoza	Mujeres	54	5111
1999	02	50	Zaragoza	Mujeres	55	5127
1999	02	50	Zaragoza	Mujeres	56	4632
1999	02	50	Zaragoza	Mujeres	57	4294
1999	02	50	Zaragoza	Mujeres	58	4892
1999	02	50	Zaragoza	Mujeres	59	3658
1999	02	50	Zaragoza	Mujeres	60	3688
1999	02	50	Zaragoza	Mujeres	61	4273
1999	02	50	Zaragoza	Mujeres	62	5289
1999	02	50	Zaragoza	Mujeres	63	4947
1999	02	50	Zaragoza	Mujeres	64	5192
1999	02	50	Zaragoza	Mujeres	65	5369
1999	02	50	Zaragoza	Mujeres	66	5382
1999	02	50	Zaragoza	Mujeres	67	5120
1999	02	50	Zaragoza	Mujeres	68	5262
1999	02	50	Zaragoza	Mujeres	69	5137
1999	02	50	Zaragoza	Mujeres	70	5039
1999	02	50	Zaragoza	Mujeres	71	4732
1999	02	50	Zaragoza	Mujeres	72	4778
1999	02	50	Zaragoza	Mujeres	73	4579
1999	02	50	Zaragoza	Mujeres	74	4581
1999	02	50	Zaragoza	Mujeres	75	4502
1999	02	50	Zaragoza	Mujeres	76	4495
1999	02	50	Zaragoza	Mujeres	77	4083
1999	02	50	Zaragoza	Mujeres	78	3891
1999	02	50	Zaragoza	Mujeres	79	3227
1999	02	50	Zaragoza	Mujeres	80	3173
1999	02	50	Zaragoza	Mujeres	81	2810
1999	02	50	Zaragoza	Mujeres	82	2589
1999	02	50	Zaragoza	Mujeres	83	2365
1999	02	50	Zaragoza	Mujeres	84	2262
1999	02	50	Zaragoza	Mujeres	85	2051
1999	02	50	Zaragoza	Mujeres	86	1850
1999	02	50	Zaragoza	Mujeres	87	1525
1999	02	50	Zaragoza	Mujeres	88	1383
1999	02	50	Zaragoza	Mujeres	89	1096
1999	02	50	Zaragoza	Mujeres	90	944
1999	02	50	Zaragoza	Mujeres	91	709
1999	02	50	Zaragoza	Mujeres	92	559
1999	02	50	Zaragoza	Mujeres	93	456
1999	02	50	Zaragoza	Mujeres	94	327
1999	02	50	Zaragoza	Mujeres	95 y más	776
2000	02	22	Huesca	Mujeres	00	709
2000	02	22	Huesca	Mujeres	01	675
2000	02	22	Huesca	Mujeres	02	761
2000	02	22	Huesca	Mujeres	03	787
2000	02	22	Huesca	Mujeres	04	748
2000	02	22	Huesca	Mujeres	05	803
2000	02	22	Huesca	Mujeres	06	729
2000	02	22	Huesca	Mujeres	07	888
2000	02	22	Huesca	Mujeres	08	833
2000	02	22	Huesca	Mujeres	09	813
2000	02	22	Huesca	Mujeres	10	793
2000	02	22	Huesca	Mujeres	11	833
2000	02	22	Huesca	Mujeres	12	934
2000	02	22	Huesca	Mujeres	13	988
2000	02	22	Huesca	Mujeres	14	918
2000	02	22	Huesca	Mujeres	15	996
2000	02	22	Huesca	Mujeres	16	1017
2000	02	22	Huesca	Mujeres	17	1101
2000	02	22	Huesca	Mujeres	18	1130
2000	02	22	Huesca	Mujeres	19	1183
2000	02	22	Huesca	Mujeres	20	1214
2000	02	22	Huesca	Mujeres	21	1323
2000	02	22	Huesca	Mujeres	22	1326
