Año	Nº Accidentes	Grupo	Descripción Ocupación	Sexo	Comarca Código	Comarca Nombre
2010	3	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	11	Bajo Cinca / Baix Cinca
2010	6	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	11	Bajo Cinca / Baix Cinca
2010	4	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	12	Tarazona y el Moncayo
2010	10	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	12	Tarazona y el Moncayo
2010	4	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	13	Campo de Borja
2010	23	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	13	Campo de Borja
2010	2	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	14	Aranda
2010	2	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	14	Aranda
2010	4	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	15	Ribera Alta del Ebro
2010	14	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	15	Ribera Alta del Ebro
2010	5	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	16	Valdejalón
2010	28	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	16	Valdejalón
2010	421	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	17	Central
2010	1086	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	17	Central
2010	1	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	18	Ribera Baja del Ebro
2010	5	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	18	Ribera Baja del Ebro
2010	4	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2010	13	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2010	12	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	20	Comunidad de Calatayud
2010	33	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	20	Comunidad de Calatayud
2010	1	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	21	Campo de Cariñena
2010	8	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	21	Campo de Cariñena
2010	4	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	22	Campo de Belchite
2010	4	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	23	Bajo Martín
2010	5	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	24	Campo de Daroca
2010	1	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	25	Jiloca
2010	12	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	25	Jiloca
2010	1	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	26	Cuencas Mineras
2010	2	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	26	Cuencas Mineras
2010	1	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	27	Andorra-Sierra de Arcos
2010	12	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	27	Andorra-Sierra de Arcos
2010	6	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	28	Bajo Aragón
2010	21	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	28	Bajo Aragón
2010	19	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	29	Comunidad de Teruel
2010	62	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	29	Comunidad de Teruel
2010	1	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	30	Maestrazgo
2010	2	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	30	Maestrazgo
2010	3	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	31	Sierra de Albarracín
2010	5	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	32	Gúdar-Javalambre
2010	7	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	32	Gúdar-Javalambre
2010	2	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	33	Matarraña / Matarranya
2010	5	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	NC	Municipio del centro de trabajo fuera de Aragón
2010	8	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	NC	Municipio del centro de trabajo fuera de Aragón
2010	8	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	01	La Jacetania
2010	4	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	02	Alto Gállego
2010	3	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	03	Sobrarbe
2010	8	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	04	La Ribagorza
2010	38	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	05	Cinco Villas
2010	3	6	Trabajadores cualificados en la agricultura y en la pesca	Mujeres	05	Cinco Villas
2010	14	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	06	Hoya de Huesca / Plana de Uesca
2010	1	6	Trabajadores cualificados en la agricultura y en la pesca	Mujeres	06	Hoya de Huesca / Plana de Uesca
2010	7	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	07	Somontano de Barbastro
2010	2	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	08	Cinca Medio
2010	2	6	Trabajadores cualificados en la agricultura y en la pesca	Mujeres	08	Cinca Medio
2010	12	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	09	La Litera / La Llitera
2010	17	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	10	Los Monegros
2010	2	6	Trabajadores cualificados en la agricultura y en la pesca	Mujeres	10	Los Monegros
2010	13	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	11	Bajo Cinca / Baix Cinca
2010	2	6	Trabajadores cualificados en la agricultura y en la pesca	Mujeres	11	Bajo Cinca / Baix Cinca
2010	10	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	12	Tarazona y el Moncayo
2010	11	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	13	Campo de Borja
2010	1	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	14	Aranda
2010	12	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	15	Ribera Alta del Ebro
2010	1	6	Trabajadores cualificados en la agricultura y en la pesca	Mujeres	15	Ribera Alta del Ebro
2010	20	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	16	Valdejalón
2010	2	6	Trabajadores cualificados en la agricultura y en la pesca	Mujeres	16	Valdejalón
2010	61	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	17	Central
2010	8	6	Trabajadores cualificados en la agricultura y en la pesca	Mujeres	17	Central
2010	8	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	18	Ribera Baja del Ebro
2010	9	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2010	13	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	20	Comunidad de Calatayud
2010	1	6	Trabajadores cualificados en la agricultura y en la pesca	Mujeres	20	Comunidad de Calatayud
2010	14	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	21	Campo de Cariñena
2010	1	6	Trabajadores cualificados en la agricultura y en la pesca	Mujeres	21	Campo de Cariñena
2010	3	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	22	Campo de Belchite
2010	6	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	23	Bajo Martín
2010	1	6	Trabajadores cualificados en la agricultura y en la pesca	Mujeres	23	Bajo Martín
2010	7	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	24	Campo de Daroca
2010	9	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	25	Jiloca
2010	1	6	Trabajadores cualificados en la agricultura y en la pesca	Mujeres	25	Jiloca
2010	3	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	26	Cuencas Mineras
2010	1	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	27	Andorra-Sierra de Arcos
2010	1	6	Trabajadores cualificados en la agricultura y en la pesca	Mujeres	27	Andorra-Sierra de Arcos
2010	11	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	28	Bajo Aragón
2010	3	6	Trabajadores cualificados en la agricultura y en la pesca	Mujeres	28	Bajo Aragón
2010	14	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	29	Comunidad de Teruel
2010	2	6	Trabajadores cualificados en la agricultura y en la pesca	Mujeres	29	Comunidad de Teruel
2010	1	6	Trabajadores cualificados en la agricultura y en la pesca	Mujeres	30	Maestrazgo
2010	2	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	31	Sierra de Albarracín
2010	2	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	32	Gúdar-Javalambre
2010	6	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	33	Matarraña / Matarranya
2010	4	6	Trabajadores cualificados en la agricultura y en la pesca	Mujeres	33	Matarraña / Matarranya
2010	6	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	NC	Municipio del centro de trabajo fuera de Aragón
2010	40	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Hombres	01	La Jacetania
2010	1	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Mujeres	01	La Jacetania
2010	47	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Hombres	02	Alto Gállego
2010	20	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Hombres	03	Sobrarbe
2010	32	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Hombres	04	La Ribagorza
2010	4	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Mujeres	04	La Ribagorza
2010	111	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Hombres	05	Cinco Villas
2010	6	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Mujeres	05	Cinco Villas
2010	237	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Hombres	06	Hoya de Huesca / Plana de Uesca
2010	7	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Mujeres	06	Hoya de Huesca / Plana de Uesca
2010	60	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Hombres	07	Somontano de Barbastro
2010	2	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Mujeres	07	Somontano de Barbastro
2010	126	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Hombres	08	Cinca Medio
2010	3	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Mujeres	08	Cinca Medio
2010	95	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Hombres	09	La Litera / La Llitera
2010	6	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Mujeres	09	La Litera / La Llitera
2010	37	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Hombres	10	Los Monegros
2010	1	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Mujeres	10	Los Monegros
2010	55	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Hombres	11	Bajo Cinca / Baix Cinca
2010	1	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Mujeres	11	Bajo Cinca / Baix Cinca
2010	52	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Hombres	12	Tarazona y el Moncayo
2010	2	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Mujeres	12	Tarazona y el Moncayo
2010	49	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Hombres	13	Campo de Borja
2010	11	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Mujeres	13	Campo de Borja
