Comarca código	Comarca nombre	Año	Orden	Votos	Siglas
17	Central	2011	8	1479	PCPE
17	Central	2011	9	2416	PUM+J
17	Central	2011	11	627	UCE
17	Central	2011	12	1593	DeC
17	Central	2011	13	1031	PH
17	Central	2011	14	850	P-LIB
17	Central	2011	15	0	SXT
18	Ribera Baja del Ebro	2011	1	6644	PP-PAR
18	Ribera Baja del Ebro	2011	2	5864	PSOE
18	Ribera Baja del Ebro	2011	3	927	CHA-IU
18	Ribera Baja del Ebro	2011	4	173	UPyD
18	Ribera Baja del Ebro	2011	5	35	EQUO
18	Ribera Baja del Ebro	2011	6	73	PACMA
18	Ribera Baja del Ebro	2011	7	43	Eb
18	Ribera Baja del Ebro	2011	8	16	PCPE
18	Ribera Baja del Ebro	2011	9	17	PUM+J
18	Ribera Baja del Ebro	2011	11	5	UCE
18	Ribera Baja del Ebro	2011	12	8	DeC
18	Ribera Baja del Ebro	2011	13	9	PH
18	Ribera Baja del Ebro	2011	14	4	P-LIB
18	Ribera Baja del Ebro	2011	15	0	SXT
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2011	1	9619	PP-PAR
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2011	2	7572	PSOE
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2011	3	1157	CHA-IU
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2011	4	233	UPyD
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2011	5	93	EQUO
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2011	6	99	PACMA
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2011	7	95	Eb
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2011	8	18	PCPE
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2011	9	31	PUM+J
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2011	11	7	UCE
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2011	12	31	DeC
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2011	13	12	PH
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2011	14	13	P-LIB
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2011	15	0	SXT
20	Comunidad de Calatayud	2011	1	31610	PP-PAR
20	Comunidad de Calatayud	2011	2	21037	PSOE
20	Comunidad de Calatayud	2011	3	3253	CHA-IU
20	Comunidad de Calatayud	2011	4	722	UPyD
20	Comunidad de Calatayud	2011	5	230	EQUO
20	Comunidad de Calatayud	2011	6	265	PACMA
20	Comunidad de Calatayud	2011	7	264	Eb
20	Comunidad de Calatayud	2011	8	71	PCPE
20	Comunidad de Calatayud	2011	9	71	PUM+J
20	Comunidad de Calatayud	2011	11	36	UCE
20	Comunidad de Calatayud	2011	12	52	DeC
20	Comunidad de Calatayud	2011	13	36	PH
20	Comunidad de Calatayud	2011	14	34	P-LIB
20	Comunidad de Calatayud	2011	15	0	SXT
21	Campo de Cariñena	2011	1	8215	PP-PAR
21	Campo de Cariñena	2011	2	6255	PSOE
21	Campo de Cariñena	2011	3	1149	CHA-IU
21	Campo de Cariñena	2011	4	139	UPyD
21	Campo de Cariñena	2011	5	55	EQUO
21	Campo de Cariñena	2011	6	45	PACMA
21	Campo de Cariñena	2011	7	47	Eb
21	Campo de Cariñena	2011	8	13	PCPE
21	Campo de Cariñena	2011	9	14	PUM+J
21	Campo de Cariñena	2011	11	6	UCE
21	Campo de Cariñena	2011	12	9	DeC
21	Campo de Cariñena	2011	13	5	PH
21	Campo de Cariñena	2011	14	5	P-LIB
21	Campo de Cariñena	2011	15	0	SXT
22	Campo de Belchite	2011	1	5715	PP-PAR
22	Campo de Belchite	2011	2	3032	PSOE
22	Campo de Belchite	2011	3	464	CHA-IU
22	Campo de Belchite	2011	4	84	UPyD
22	Campo de Belchite	2011	5	30	EQUO
22	Campo de Belchite	2011	6	28	PACMA
22	Campo de Belchite	2011	7	40	Eb
22	Campo de Belchite	2011	8	3	PCPE
22	Campo de Belchite	2011	9	9	PUM+J
22	Campo de Belchite	2011	11	3	UCE
22	Campo de Belchite	2011	12	12	DeC
22	Campo de Belchite	2011	13	1	PH
22	Campo de Belchite	2011	14	2	P-LIB
22	Campo de Belchite	2011	15	0	SXT
23	Bajo Martín	2011	1	5509	PP-PAR
23	Bajo Martín	2011	2	4609	PSOE
23	Bajo Martín	2011	3	832	CHA-IU
23	Bajo Martín	2011	4	65	UPyD
23	Bajo Martín	2011	5	0	EQUO
23	Bajo Martín	2011	6	16	PACMA
23	Bajo Martín	2011	7	29	Eb
23	Bajo Martín	2011	8	0	PCPE
23	Bajo Martín	2011	9	17	PUM+J
23	Bajo Martín	2011	11	7	UCE
23	Bajo Martín	2011	12	0	DeC
23	Bajo Martín	2011	13	0	PH
23	Bajo Martín	2011	14	0	P-LIB
23	Bajo Martín	2011	15	33	SXT
24	Campo de Daroca	2011	1	6623	PP-PAR
24	Campo de Daroca	2011	2	2681	PSOE
24	Campo de Daroca	2011	3	499	CHA-IU
24	Campo de Daroca	2011	4	127	UPyD
24	Campo de Daroca	2011	5	51	EQUO
24	Campo de Daroca	2011	6	24	PACMA
24	Campo de Daroca	2011	7	57	Eb
24	Campo de Daroca	2011	8	15	PCPE
24	Campo de Daroca	2011	9	20	PUM+J
24	Campo de Daroca	2011	11	6	UCE
24	Campo de Daroca	2011	12	10	DeC
24	Campo de Daroca	2011	13	7	PH
24	Campo de Daroca	2011	14	5	P-LIB
24	Campo de Daroca	2011	15	0	SXT
25	Jiloca	2011	1	12487	PP-PAR
25	Jiloca	2011	2	5840	PSOE
25	Jiloca	2011	3	1045	CHA-IU
25	Jiloca	2011	4	226	UPyD
25	Jiloca	2011	5	0	EQUO
25	Jiloca	2011	6	43	PACMA
25	Jiloca	2011	7	83	Eb
25	Jiloca	2011	8	0	PCPE
25	Jiloca	2011	9	27	PUM+J
25	Jiloca	2011	11	15	UCE
25	Jiloca	2011	12	0	DeC
25	Jiloca	2011	13	0	PH
25	Jiloca	2011	14	0	P-LIB
25	Jiloca	2011	15	15	SXT
26	Cuencas Mineras	2011	1	5554	PP-PAR
26	Cuencas Mineras	2011	2	6520	PSOE
26	Cuencas Mineras	2011	3	933	CHA-IU
26	Cuencas Mineras	2011	4	113	UPyD
26	Cuencas Mineras	2011	5	0	EQUO
26	Cuencas Mineras	2011	6	26	PACMA
26	Cuencas Mineras	2011	7	77	Eb
26	Cuencas Mineras	2011	8	0	PCPE
26	Cuencas Mineras	2011	9	22	PUM+J
26	Cuencas Mineras	2011	11	6	UCE
26	Cuencas Mineras	2011	12	0	DeC
26	Cuencas Mineras	2011	13	0	PH
26	Cuencas Mineras	2011	14	0	P-LIB
26	Cuencas Mineras	2011	15	11	SXT
27	Andorra-Sierra de Arcos	2011	1	7217	PP-PAR
27	Andorra-Sierra de Arcos	2011	2	6177	PSOE
27	Andorra-Sierra de Arcos	2011	3	2002	CHA-IU
27	Andorra-Sierra de Arcos	2011	4	125	UPyD
27	Andorra-Sierra de Arcos	2011	5	0	EQUO
27	Andorra-Sierra de Arcos	2011	6	62	PACMA
27	Andorra-Sierra de Arcos	2011	7	63	Eb
27	Andorra-Sierra de Arcos	2011	8	0	PCPE
27	Andorra-Sierra de Arcos	2011	9	39	PUM+J
27	Andorra-Sierra de Arcos	2011	11	17	UCE
27	Andorra-Sierra de Arcos	2011	12	0	DeC
27	Andorra-Sierra de Arcos	2011	13	0	PH
27	Andorra-Sierra de Arcos	2011	14	0	P-LIB
27	Andorra-Sierra de Arcos	2011	15	16	SXT
28	Bajo Aragón	2011	1	21106	PP-PAR
28	Bajo Aragón	2011	2	13216	PSOE
28	Bajo Aragón	2011	3	2667	CHA-IU
28	Bajo Aragón	2011	4	609	UPyD
28	Bajo Aragón	2011	5	0	EQUO
28	Bajo Aragón	2011	6	174	PACMA
28	Bajo Aragón	2011	7	270	Eb
28	Bajo Aragón	2011	8	0	PCPE
28	Bajo Aragón	2011	9	113	PUM+J
28	Bajo Aragón	2011	11	51	UCE
28	Bajo Aragón	2011	12	0	DeC
28	Bajo Aragón	2011	13	0	PH
28	Bajo Aragón	2011	14	0	P-LIB
28	Bajo Aragón	2011	15	212	SXT
29	Comunidad de Teruel	2011	1	37484	PP-PAR
29	Comunidad de Teruel	2011	2	19670	PSOE
29	Comunidad de Teruel	2011	3	4608	CHA-IU
29	Comunidad de Teruel	2011	4	1267	UPyD
29	Comunidad de Teruel	2011	5	0	EQUO
29	Comunidad de Teruel	2011	6	257	PACMA
29	Comunidad de Teruel	2011	7	479	Eb
29	Comunidad de Teruel	2011	8	0	PCPE
29	Comunidad de Teruel	2011	9	188	PUM+J
29	Comunidad de Teruel	2011	11	70	UCE
29	Comunidad de Teruel	2011	12	0	DeC
29	Comunidad de Teruel	2011	13	0	PH
29	Comunidad de Teruel	2011	14	0	P-LIB
29	Comunidad de Teruel	2011	15	95	SXT
30	Maestrazgo	2011	1	3171	PP-PAR
30	Maestrazgo	2011	2	1796	PSOE
30	Maestrazgo	2011	3	315	CHA-IU
30	Maestrazgo	2011	4	43	UPyD
30	Maestrazgo	2011	5	0	EQUO
30	Maestrazgo	2011	6	6	PACMA
30	Maestrazgo	2011	7	35	Eb
30	Maestrazgo	2011	8	0	PCPE
30	Maestrazgo	2011	9	10	PUM+J
30	Maestrazgo	2011	11	10	UCE
30	Maestrazgo	2011	12	0	DeC
30	Maestrazgo	2011	13	0	PH
30	Maestrazgo	2011	14	0	P-LIB
30	Maestrazgo	2011	15	7	SXT
31	Sierra de Albarracín	2011	1	4114	PP-PAR
31	Sierra de Albarracín	2011	2	2839	PSOE
31	Sierra de Albarracín	2011	3	511	CHA-IU
31	Sierra de Albarracín	2011	4	75	UPyD
31	Sierra de Albarracín	2011	5	0	EQUO
31	Sierra de Albarracín	2011	6	25	PACMA
31	Sierra de Albarracín	2011	7	44	Eb
31	Sierra de Albarracín	2011	8	0	PCPE
31	Sierra de Albarracín	2011	9	19	PUM+J
31	Sierra de Albarracín	2011	11	8	UCE
31	Sierra de Albarracín	2011	12	0	DeC
31	Sierra de Albarracín	2011	13	0	PH
31	Sierra de Albarracín	2011	14	0	P-LIB
31	Sierra de Albarracín	2011	15	5	SXT
32	Gúdar-Javalambre	2011	1	6666	PP-PAR
32	Gúdar-Javalambre	2011	2	4550	PSOE
32	Gúdar-Javalambre	2011	3	749	CHA-IU
32	Gúdar-Javalambre	2011	4	145	UPyD
32	Gúdar-Javalambre	2011	5	0	EQUO
32	Gúdar-Javalambre	2011	6	23	PACMA
32	Gúdar-Javalambre	2011	7	54	Eb
32	Gúdar-Javalambre	2011	8	0	PCPE
32	Gúdar-Javalambre	2011	9	20	PUM+J
32	Gúdar-Javalambre	2011	11	23	UCE
32	Gúdar-Javalambre	2011	12	0	DeC
32	Gúdar-Javalambre	2011	13	0	PH
32	Gúdar-Javalambre	2011	14	0	P-LIB
32	Gúdar-Javalambre	2011	15	15	SXT
33	Matarraña / Matarranya	2011	1	7156	PP-PAR
33	Matarraña / Matarranya	2011	2	4202	PSOE
33	Matarraña / Matarranya	2011	3	624	CHA-IU
33	Matarraña / Matarranya	2011	4	83	UPyD
33	Matarraña / Matarranya	2011	5	0	EQUO
33	Matarraña / Matarranya	2011	6	34	PACMA
33	Matarraña / Matarranya	2011	7	88	Eb
33	Matarraña / Matarranya	2011	8	0	PCPE
33	Matarraña / Matarranya	2011	9	39	PUM+J
33	Matarraña / Matarranya	2011	11	14	UCE
33	Matarraña / Matarranya	2011	12	0	DeC
33	Matarraña / Matarranya	2011	13	0	PH
33	Matarraña / Matarranya	2011	14	0	P-LIB
33	Matarraña / Matarranya	2011	15	28	SXT
