Municipio código	Municipio nombre	Año	Población	Censo electoral	Participación	Abstención	Votos nulos	Votos blancos	Votos a candidaturas	% Participación
22022	Almunia de San Juan	2016	679	552	412	140	12	9	391	74,6376811594203
22023	Almuniente	2008	567	501	421	80	11	9	401	84,0319361277445
22023	Almuniente	2011	559	474	381	93	21	5	355	80,379746835443
22023	Almuniente	2015	528	430	326	104	6	12	308	75,8139534883721
22023	Almuniente	2016	522	421	308	113	14	6	288	73,1591448931116
22024	Alquézar	2008	312	246	185	61	9	2	174	75,2032520325203
22024	Alquézar	2011	313	222	144	78	10	9	125	64,8648648648649
22024	Alquézar	2015	297	225	173	52	3	15	155	76,8888888888889
22024	Alquézar	2016	297	226	170	56	7	7	156	75,2212389380531
22025	Altorricón	2008	1457	1124	845	279	37	19	789	75,1779359430605
22025	Altorricón	2011	1506	1104	786	318	36	59	691	71,195652173913
22025	Altorricón	2015	1477	1071	709	362	31	36	642	66,1998132586368
22025	Altorricón	2016	1469	1071	668	403	32	26	610	62,3716153127918
22027	Angüés	2008	422	360	275	85	5	12	258	76,3888888888889
22027	Angüés	2011	429	351	251	100	9	14	228	71,5099715099715
22027	Angüés	2015	404	325	214	111	10	2	202	65,8461538461538
22027	Angüés	2016	391	329	217	112	3	3	211	65,9574468085106
22028	Ansó	2008	500	448	365	83	6	6	353	81,4732142857143
22028	Ansó	2011	491	424	305	119	12	22	271	71,9339622641509
22028	Ansó	2015	436	379	291	88	13	17	261	76,7810026385224
22028	Ansó	2016	426	371	272	99	13	12	247	73,3153638814016
22029	Antillón	2008	164	143	119	24	3	3	113	83,2167832167832
22029	Antillón	2011	150	130	100	30	1	12	87	76,9230769230769
22029	Antillón	2015	153	127	101	26	1	5	95	79,5275590551181
22029	Antillón	2016	159	127	100	27	0	2	98	78,740157480315
22032	Aragüés del Puerto	2008	136	131	95	36	3	1	91	72,5190839694656
22032	Aragüés del Puerto	2011	128	120	77	43	7	5	65	64,1666666666667
22032	Aragüés del Puerto	2015	123	107	71	36	3	5	63	66,3551401869159
22032	Aragüés del Puerto	2016	119	110	67	43	3	2	62	60,9090909090909
22035	Arén	2008	322	274	197	77	3	6	188	71,8978102189781
22035	Arén	2011	363	261	179	82	6	12	161	68,5823754789272
22035	Arén	2015	314	244	169	75	4	10	155	69,2622950819672
22035	Arén	2016	328	234	164	70	8	5	151	70,0854700854701
22036	Argavieso	2008	135	113	113	0	0	1	112	100
22036	Argavieso	2011	119	101	81	20	0	3	78	80,1980198019802
22036	Argavieso	2015	107	91	79	12	2	0	77	86,8131868131868
22036	Argavieso	2016	105	92	76	16	0	2	74	82,6086956521739
22037	Arguis	2008	97	97	80	17	0	1	79	82,4742268041237
22037	Arguis	2011	118	115	85	30	6	7	72	73,9130434782609
22037	Arguis	2015	125	116	95	21	3	5	87	81,8965517241379
22037	Arguis	2016	126	115	83	32	1	0	82	72,1739130434783
22039	Ayerbe	2008	1111	933	750	183	21	13	716	80,3858520900322
22039	Ayerbe	2011	1119	920	709	211	26	40	643	77,0652173913043
22039	Ayerbe	2015	1097	869	672	197	26	33	613	77,3302646720368
22039	Ayerbe	2016	1116	863	669	194	21	20	628	77,5202780996524
22040	Azanuy-Alins	2008	178	162	141	21	2	1	138	87,037037037037
22040	Azanuy-Alins	2011	174	155	125	30	3	8	114	80,6451612903226
22040	Azanuy-Alins	2015	184	148	123	25	4	5	114	83,1081081081081
22040	Azanuy-Alins	2016	173	144	117	27	1	3	113	81,25
22041	Azara	2008	193	172	148	24	1	4	143	86,046511627907
22041	Azara	2011	200	175	138	37	3	8	127	78,8571428571429
22041	Azara	2015	193	163	126	37	5	9	112	77,3006134969325
22041	Azara	2016	189	163	132	31	3	1	128	80,9815950920245
22042	Azlor	2008	142	127	102	25	2	1	99	80,3149606299213
22042	Azlor	2011	135	115	93	22	2	8	83	80,8695652173913
22042	Azlor	2015	137	118	102	16	6	1	95	86,4406779661017
22042	Azlor	2016	141	117	95	22	4	1	90	81,1965811965812
22043	Baells	2008	129	114	75	39	1	2	72	65,7894736842105
22043	Baells	2011	120	112	72	40	1	2	69	64,2857142857143
22043	Baells	2015	113	94	71	23	1	1	69	75,531914893617
22043	Baells	2016	106	93	64	29	1	1	62	68,8172043010753
22044	Bailo	2008	229	261	194	67	7	1	186	74,3295019157088
22044	Bailo	2011	296	278	193	85	6	20	167	69,4244604316547
22044	Bailo	2015	290	254	183	71	8	16	159	72,0472440944882
22044	Bailo	2016	288	252	195	57	7	7	181	77,3809523809524
22045	Baldellou	2008	117	107	90	17	2	2	86	84,1121495327103
22045	Baldellou	2011	117	104	83	21	3	3	77	79,8076923076923
22045	Baldellou	2015	98	89	66	23	2	1	63	74,1573033707865
22045	Baldellou	2016	102	82	65	17	2	3	60	79,2682926829268
22046	Ballobar	2008	997	830	677	153	19	12	646	81,566265060241
22046	Ballobar	2011	981	784	614	170	35	32	547	78,3163265306122
22046	Ballobar	2015	866	740	566	174	22	15	529	76,4864864864865
22046	Ballobar	2016	838	728	557	171	15	0	542	76,510989010989
22047	Banastás	2008	249	204	183	21	3	6	174	89,7058823529412
22047	Banastás	2011	270	228	198	30	5	14	179	86,8421052631579
22047	Banastás	2015	303	247	210	37	3	8	199	85,0202429149798
22047	Banastás	2016	305	243	199	44	3	5	191	81,8930041152263
22048	Barbastro	2008	16025	12171	9408	2763	220	179	9009	77,2984964259305
22048	Barbastro	2011	17080	12485	9049	3436	374	728	7947	72,4789747697237
22048	Barbastro	2015	17109	12633	9133	3500	316	530	8287	72,2947835035225
22048	Barbastro	2016	17020	12598	8682	3916	221	358	8103	68,9157009049055
22049	Barbués	2008	110	99	91	8	3	0	88	91,9191919191919
22049	Barbués	2011	98	88	70	18	1	6	63	79,5454545454545
22049	Barbués	2015	92	78	60	18	2	6	52	76,9230769230769
22049	Barbués	2016	87	78	63	15	1	1	61	80,7692307692308
22050	Barbuñales	2008	107	94	79	15	0	1	78	84,0425531914894
22050	Barbuñales	2011	109	100	84	16	0	3	81	84
22050	Barbuñales	2015	100	89	75	14	1	2	72	84,2696629213483
22050	Barbuñales	2016	99	88	75	13	0	1	74	85,2272727272727
22051	Bárcabo	2008	123	111	111	0	1	2	108	100
22051	Bárcabo	2011	129	108	85	23	1	3	81	78,7037037037037
22051	Bárcabo	2015	117	101	84	17	1	2	81	83,1683168316832
22051	Bárcabo	2016	117	100	81	19	0	2	79	81
22052	Belver de Cinca	2008	1319	1054	939	115	55	15	869	89,0891840607211
22052	Belver de Cinca	2011	1362	997	774	223	40	26	708	77,6328986960883
22052	Belver de Cinca	2015	1346	942	735	207	19	21	695	78,0254777070064
22052	Belver de Cinca	2016	1312	925	710	215	17	26	667	76,7567567567568
22053	Benabarre	2008	1167	896	633	263	13	15	605	70,6473214285714
22053	Benabarre	2011	1177	867	557	310	32	29	496	64,2445213379469
22053	Benabarre	2015	1153	787	526	261	16	33	477	66,8360864040661
22053	Benabarre	2016	1127	789	514	275	15	30	469	65,1457541191381
22054	Benasque	2008	2080	1577	1012	565	24	40	948	64,1724793912492
22054	Benasque	2011	2219	1602	1032	570	110	125	797	64,4194756554307
22054	Benasque	2015	2149	1542	1098	444	52	73	973	71,2062256809339
22054	Benasque	2016	2090	1542	1075	467	27	45	1003	69,7146562905318
22055	Berbegal	2008	481	367	367	0	4	10	353	100
22055	Berbegal	2011	441	347	291	56	8	13	270	83,8616714697406
22055	Berbegal	2015	391	325	252	73	6	13	233	77,5384615384615
22055	Berbegal	2016	378	320	243	77	11	6	226	75,9375
22057	Bielsa	2008	524	396	311	85	7	5	299	78,5353535353535
22057	Bielsa	2011	511	377	277	100	12	18	247	73,474801061008
22057	Bielsa	2015	496	364	252	112	8	3	241	69,2307692307692
22057	Bielsa	2016	488	370	271	99	8	6	257	73,2432432432432
22058	Bierge	2008	235	197	152	45	2	9	141	77,1573604060914
22058	Bierge	2011	258	194	137	57	2	17	118	70,6185567010309
22058	Bierge	2015	242	190	149	41	5	8	136	78,4210526315789
22058	Bierge	2016	244	194	159	35	3	12	144	81,9587628865979
22059	Biescas	2008	1549	1193	1038	155	17	13	1008	87,0075440067058
22059	Biescas	2011	1634	1149	787	362	38	67	682	68,4943429068755
22059	Biescas	2015	1535	1137	828	309	40	37	751	72,8232189973615
22059	Biescas	2016	1487	1149	796	353	16	23	757	69,2776327241079
22060	Binaced	2008	1530	1239	1022	217	15	12	995	82,4858757062147
22060	Binaced	2011	1494	1180	902	278	29	32	841	76,4406779661017
22060	Binaced	2015	1539	1165	880	285	28	27	825	75,5364806866953
22060	Binaced	2016	1507	1164	844	320	26	12	806	72,5085910652921
22061	Binéfar	2008	9048	6612	4988	1624	151	92	4745	75,4385964912281
22061	Binéfar	2011	9407	6611	4766	1845	200	263	4303	72,0919679322342
22061	Binéfar	2015	9461	6685	4754	1931	170	200	4384	71,114435302917
22061	Binéfar	2016	9439	6630	4516	2114	103	118	4295	68,1146304675716
22062	Bisaurri	2008	239	210	147	63	2	6	139	70
22062	Bisaurri	2011	208	189	126	63	4	10	112	66,6666666666667
22062	Bisaurri	2015	179	162	113	49	2	10	101	69,7530864197531
22062	Bisaurri	2016	176	167	113	54	1	6	106	67,6646706586826
22063	Biscarrués	2008	221	189	189	0	4	2	183	100
22063	Biscarrués	2011	228	184	142	42	4	3	135	77,1739130434783
22063	Biscarrués	2015	209	175	137	38	4	7	126	78,2857142857143
22063	Biscarrués	2016	202	169	133	36	4	3	126	78,698224852071
22064	Blecua y Torres	2008	201	173	139	34	1	0	138	80,3468208092486
22064	Blecua y Torres	2011	208	184	134	50	4	12	118	72,8260869565217
22064	Blecua y Torres	2015	202	165	113	52	0	4	109	68,4848484848485
22064	Blecua y Torres	2016	200	166	121	45	1	2	118	72,8915662650602
22066	Boltaña	2008	977	723	541	182	5	8	528	74,8271092669433
22066	Boltaña	2011	1051	699	467	232	19	30	418	66,8097281831187
22066	Boltaña	2015	1041	707	495	212	16	25	454	70,01414427157
22066	Boltaña	2016	981	702	485	217	9	10	466	69,0883190883191
22067	Bonansa	2008	97	70	53	17	1	2	50	75,7142857142857
22067	Bonansa	2011	102	82	54	28	5	4	45	65,8536585365854
22067	Bonansa	2015	84	65	45	20	0	6	39	69,2307692307692
22067	Bonansa	2016	81	65	50	15	0	3	47	76,9230769230769
22068	Borau	2008	72	67	52	15	2	7	43	77,6119402985075
22068	Borau	2011	81	79	51	28	1	14	36	64,5569620253165
22068	Borau	2015	91	82	64	18	2	7	55	78,0487804878049
22068	Borau	2016	95	79	60	19	2	3	55	75,9493670886076
22069	Broto	2008	533	426	312	114	13	5	294	73,2394366197183
22069	Broto	2011	542	436	317	119	7	24	286	72,7064220183486
22069	Broto	2015	523	435	330	105	4	24	302	75,8620689655172
22069	Broto	2016	532	429	328	101	7	9	312	76,4568764568765
22072	Caldearenas	2008	250	208	136	72	1	4	131	65,3846153846154
22072	Caldearenas	2011	246	209	124	85	8	15	101	59,3301435406699
22072	Caldearenas	2015	208	192	148	44	3	10	135	77,0833333333333
22072	Caldearenas	2016	210	191	136	55	5	3	128	71,2041884816754
22074	Campo	2008	279	297	231	66	2	6	223	77,7777777777778
22074	Campo	2011	355	311	224	87	15	21	188	72,0257234726688
22074	Campo	2015	459	315	224	91	12	15	197	71,1111111111111
22074	Campo	2016	437	313	224	89	10	11	203	71,5654952076677
22075	Camporrells	2008	219	178	138	40	1	2	135	77,5280898876404
22075	Camporrells	2011	193	150	103	47	3	4	96	68,6666666666667
22075	Camporrells	2015	148	126	82	44	2	3	77	65,0793650793651
22075	Camporrells	2016	138	125	82	43	6	2	74	65,6
22076	Canal de Berdún	2008	417	354	276	78	8	3	265	77,9661016949153
22076	Canal de Berdún	2011	396	331	233	98	13	14	206	70,392749244713
22076	Canal de Berdún	2015	376	305	218	87	12	4	202	71,4754098360656
22076	Canal de Berdún	2016	367	311	197	114	5	6	186	63,3440514469453
22077	Candasnos	2008	439	458	380	78	6	8	366	82,9694323144105
22077	Candasnos	2011	409	421	327	94	9	19	299	77,6722090261283
22077	Candasnos	2015	339	381	294	87	9	13	272	77,1653543307087
22077	Candasnos	2016	330	379	276	103	4	7	265	72,8232189973615
22078	Canfranc	2008	672	511	351	160	13	14	324	68,6888454011742
22078	Canfranc	2011	624	468	299	169	32	17	250	63,8888888888889
22078	Canfranc	2015	554	453	312	141	5	20	287	68,8741721854305
22078	Canfranc	2016	560	438	313	125	11	14	288	71,4611872146119
22079	Capdesaso	2008	167	145	110	35	6	5	99	75,8620689655172
22079	Capdesaso	2011	163	126	96	30	2	5	89	76,1904761904762
22079	Capdesaso	2015	170	118	86	32	1	5	80	72,8813559322034
22079	Capdesaso	2016	172	118	83	35	1	3	79	70,3389830508475
22080	Capella	2008	387	302	237	65	8	10	219	78,476821192053
22080	Capella	2011	366	288	216	72	1	13	202	75
22080	Capella	2015	361	283	209	74	8	18	183	73,8515901060071
22080	Capella	2016	361	280	192	88	8	17	167	68,5714285714286
22081	Casbas de Huesca	2008	308	282	282	0	3	2	277	100
22081	Casbas de Huesca	2011	299	268	193	75	7	22	164	72,0149253731343
22081	Casbas de Huesca	2015	295	252	177	75	7	5	165	70,2380952380952
22081	Casbas de Huesca	2016	291	254	178	76	4	11	163	70,0787401574803
22082	Castejón del Puente	2008	439	351	274	77	7	3	264	78,0626780626781
22082	Castejón del Puente	2011	399	320	227	93	2	7	218	70,9375
22082	Castejón del Puente	2015	349	298	220	78	7	11	202	73,8255033557047
22082	Castejón del Puente	2016	340	291	211	80	4	5	202	72,5085910652921
22083	Castejón de Monegros	2008	646	573	506	67	7	2	497	88,3071553228621
22083	Castejón de Monegros	2011	661	522	437	85	14	19	404	83,7164750957854
22083	Castejón de Monegros	2015	574	474	398	76	13	10	375	83,9662447257384
22083	Castejón de Monegros	2016	568	463	392	71	15	8	369	84,6652267818575
22084	Castejón de Sos	2008	738	532	387	145	13	11	363	72,7443609022556
22084	Castejón de Sos	2011	788	524	354	170	26	31	297	67,5572519083969
22084	Castejón de Sos	2015	733	534	411	123	7	29	375	76,9662921348315
22084	Castejón de Sos	2016	740	535	396	139	15	15	366	74,018691588785
22085	Castelflorite	2008	128	126	108	18	2	1	105	85,7142857142857
22085	Castelflorite	2011	130	119	97	22	6	7	84	81,5126050420168
22085	Castelflorite	2015	123	107	92	15	5	7	80	85,981308411215
22085	Castelflorite	2016	120	104	85	19	4	5	76	81,7307692307692
22086	Castiello de Jaca	2008	249	206	139	67	4	2	133	67,4757281553398
22086	Castiello de Jaca	2011	256	207	150	57	11	11	128	72,463768115942
22086	Castiello de Jaca	2015	243	215	160	55	4	8	148	74,4186046511628
22086	Castiello de Jaca	2016	251	215	160	55	1	5	154	74,4186046511628
22087	Castigaleu	2008	119	93	66	27	0	0	66	70,9677419354839
22087	Castigaleu	2011	119	85	57	28	0	11	46	67,0588235294118
22087	Castigaleu	2015	95	72	48	24	1	5	42	66,6666666666667
22087	Castigaleu	2016	94	67	45	22	5	2	38	67,1641791044776
22088	Castillazuelo	2008	225	194	164	30	4	1	159	84,5360824742268
22088	Castillazuelo	2011	193	171	129	42	11	6	112	75,4385964912281
22088	Castillazuelo	2015	191	157	116	41	0	5	111	73,8853503184713
22088	Castillazuelo	2016	181	153	106	47	2	7	97	69,281045751634
22089	Castillonroy	2008	382	344	271	73	15	7	249	78,7790697674419
22089	Castillonroy	2011	378	329	247	82	11	7	229	75,0759878419453
22089	Castillonroy	2015	336	315	222	93	8	8	206	70,4761904761905
22089	Castillonroy	2016	343	302	221	81	9	5	207	73,1788079470199
22090	Colungo	2008	148	132	107	25	0	1	106	81,0606060606061
22090	Colungo	2011	147	115	80	35	2	8	70	69,5652173913043
22090	Colungo	2015	124	102	74	28	0	4	70	72,5490196078431
22090	Colungo	2016	126	99	71	28	0	4	67	71,7171717171717
22094	Chalamera	2008	143	119	87	32	3	2	82	73,109243697479
22094	Chalamera	2011	128	109	76	33	6	6	64	69,7247706422018
22094	Chalamera	2015	103	101	76	25	0	1	75	75,2475247524752
22094	Chalamera	2016	111	101	71	30	2	1	68	70,2970297029703
22095	Chía	2008	114	103	78	25	1	2	75	75,7281553398058
22095	Chía	2011	105	87	61	26	2	4	55	70,1149425287356
22095	Chía	2015	87	73	51	22	0	4	47	69,8630136986301
22095	Chía	2016	90	72	58	14	0	4	54	80,5555555555556
22096	Chimillas	2008	359	290	249	41	5	4	240	85,8620689655172
22096	Chimillas	2011	359	301	236	65	9	28	199	78,4053156146179
22096	Chimillas	2015	373	297	241	56	9	23	209	81,1447811447811
22096	Chimillas	2016	358	301	234	67	2	10	222	77,7408637873754
22099	Esplús	2008	731	584	452	132	6	11	435	77,3972602739726
22099	Esplús	2011	677	532	408	124	12	17	379	76,6917293233083
22099	Esplús	2015	646	490	372	118	12	19	341	75,9183673469388
22099	Esplús	2016	619	483	376	107	6	11	359	77,8467908902692
22102	Estada	2008	224	196	157	39	5	3	149	80,1020408163265
22102	Estada	2011	236	194	194	0	5	7	182	100
22102	Estada	2015	215	184	158	26	5	7	146	85,8695652173913
22102	Estada	2016	210	179	140	39	3	2	135	78,2122905027933
22103	Estadilla	2008	864	731	577	154	20	13	544	78,9329685362517
22103	Estadilla	2011	860	697	524	173	24	34	466	75,1793400286944
22103	Estadilla	2015	822	680	510	170	16	28	466	75
22103	Estadilla	2016	819	682	491	191	11	17	463	71,9941348973607
22105	Estopiñán del Castillo	2008	198	155	120	35	4	5	111	77,4193548387097
22105	Estopiñán del Castillo	2011	177	132	132	0	4	6	122	100
22105	Estopiñán del Castillo	2015	136	118	85	33	1	4	80	72,0338983050847
22105	Estopiñán del Castillo	2016	147	114	77	37	4	4	69	67,5438596491228
22106	Fago	2008	31	28	20	8	0	2	18	71,4285714285714
22106	Fago	2011	26	25	17	8	0	0	17	68
22106	Fago	2015	24	24	17	7	0	1	16	70,8333333333333
22106	Fago	2016	25	22	14	8	0	0	14	63,6363636363636
22107	Fanlo	2008	171	164	110	54	0	2	108	67,0731707317073
22107	Fanlo	2011	138	131	131	0	5	4	122	100
22107	Fanlo	2015	118	123	74	49	3	8	63	60,1626016260163
22107	Fanlo	2016	112	112	112	0	1	4	107	100
22109	Fiscal	2008	296	245	183	62	4	1	178	74,6938775510204
22109	Fiscal	2011	317	243	169	74	7	10	152	69,5473251028807
22109	Fiscal	2015	369	265	201	64	2	7	192	75,8490566037736
22109	Fiscal	2016	361	261	183	78	4	5	174	70,1149425287356
22110	Fonz	2008	1034	866	688	178	23	14	651	79,445727482679
22110	Fonz	2011	1035	822	598	224	36	11	551	72,7493917274939
22110	Fonz	2015	960	751	557	194	22	13	522	74,167776298269
22110	Fonz	2016	944	738	531	207	26	12	493	71,9512195121951
22111	Foradada del Toscar	2008	231	200	144	56	3	2	139	72
22111	Foradada del Toscar	2011	215	180	125	55	4	6	115	69,4444444444444
22111	Foradada del Toscar	2015	192	152	114	38	0	6	108	75
22111	Foradada del Toscar	2016	187	154	101	53	2	2	97	65,5844155844156
22112	Fraga	2008	13592	9623	7088	2535	181	187	6720	73,656863763899
22112	Fraga	2011	14539	9619	6616	3003	262	471	5883	68,7805385175174
22112	Fraga	2015	14926	9592	6828	2764	210	311	6307	71,1843202668891
22112	Fraga	2016	14921	9566	6301	3265	176	192	5933	65,868701651683
22113	Fueva (La)	2008	625	519	405	114	5	9	391	78,0346820809249
22113	Fueva (La)	2011	619	512	357	155	14	19	324	69,7265625
22113	Fueva (La)	2015	622	494	358	136	12	11	335	72,4696356275304
22113	Fueva (La)	2016	622	495	365	130	16	14	335	73,7373737373737
22114	Gistaín	2008	155	151	108	43	2	1	105	71,523178807947
22114	Gistaín	2011	145	137	94	43	1	7	86	68,6131386861314
22114	Gistaín	2015	143	123	80	43	1	3	76	65,0406504065041
22114	Gistaín	2016	138	123	81	42	0	2	79	65,8536585365854
22115	Grado (El)	2008	509	434	434	0	5	3	426	100
22115	Grado (El)	2011	493	415	306	109	9	13	284	73,7349397590361
22115	Grado (El)	2015	435	364	270	94	8	13	249	74,1758241758242
22115	Grado (El)	2016	433	360	256	104	6	7	243	71,1111111111111
22116	Grañén	2008	1992	1649	1267	382	24	36	1207	76,8344451182535
22116	Grañén	2011	1930	1571	1118	453	27	66	1025	71,164863144494
22116	Grañén	2015	1902	1443	1043	400	24	56	963	72,2799722799723
22116	Grañén	2016	1859	1430	1001	429	24	25	952	70
22117	Graus	2008	3472	2661	2030	631	39	45	1946	76,2871101089816
22117	Graus	2011	3700	2585	1870	715	87	143	1640	72,3404255319149
22117	Graus	2015	3429	2497	1763	734	59	94	1610	70,604725670805
22117	Graus	2016	3371	2478	1695	783	57	60	1578	68,4019370460048
22119	Gurrea de Gállego	2008	1721	1495	1116	379	26	13	1077	74,6488294314381
22119	Gurrea de Gállego	2011	1664	1433	990	443	33	36	921	69,0858339148639
22119	Gurrea de Gállego	2015	1575	1296	941	355	22	29	890	72,608024691358
22119	Gurrea de Gállego	2016	1545	1291	937	354	20	23	894	72,579395817196
22122	Hoz de Jaca	2008	78	70	59	11	2	3	54	84,2857142857143
22122	Hoz de Jaca	2011	71	62	55	7	2	5	48	88,7096774193548
22122	Hoz de Jaca	2015	73	62	49	13	0	5	44	79,0322580645161
22122	Hoz de Jaca	2016	68	64	56	8	0	4	52	87,5
22124	Huerto	2008	257	240	188	52	5	4	179	78,3333333333333
22124	Huerto	2011	272	229	170	59	2	11	157	74,235807860262
22124	Huerto	2015	242	204	140	64	6	5	129	68,6274509803922
22124	Huerto	2016	238	201	136	65	3	4	129	67,6616915422886
22125	Huesca	2008	49819	37721	28681	9040	631	619	27431	76,0345696031388
22125	Huesca	2011	52347	38141	26645	11496	1354	2074	23217	69,8592066280381
22125	Huesca	2015	52555	38845	27978	10867	980	1374	25624	72,0247136053546
22125	Huesca	2016	52239	38773	26696	12077	748	873	25075	68,8520362107652
22126	Ibieca	2008	116	105	88	17	0	0	88	83,8095238095238
22126	Ibieca	2011	108	100	81	19	1	3	77	81
22126	Ibieca	2015	119	91	63	28	2	2	59	69,2307692307692
22126	Ibieca	2016	110	88	62	26	0	2	60	70,4545454545455
