Municipio código	Municipio nombre	Provincia código	Provincia nombre	Población	Superficie (km2)	Densidad de población (hab/km2)	Año
22006	Aísa	22	Huesca	468	80,97	5,77991848832901	1950
22006	Aísa	22	Huesca	552	80,97	6,81733975546499	1940
22006	Aísa	22	Huesca	631	80,97	7,79300975670001	1930
22006	Aísa	22	Huesca	814	80,97	10,0531060886748	1920
22006	Aísa	22	Huesca	787	80,97	9,71964925280968	1910
22006	Aísa	22	Huesca	733	80,97	9,05273558107941	1900
22007	Albalate de Cinca	22	Huesca	1245	44,23	28,1483156228804	2011
22007	Albalate de Cinca	22	Huesca	1203	44,23	27,1987338910242	2001
22007	Albalate de Cinca	22	Huesca	1149	44,23	25,9778430929234	1991
22007	Albalate de Cinca	22	Huesca	1238	44,23	27,9900520009044	1981
22007	Albalate de Cinca	22	Huesca	1262	44,23	28,5326701333936	1970
22007	Albalate de Cinca	22	Huesca	1388	44,23	31,3814153289622	1960
22007	Albalate de Cinca	22	Huesca	1398	44,23	31,6075062174994	1950
22007	Albalate de Cinca	22	Huesca	1616	44,23	36,5362875876102	1940
22007	Albalate de Cinca	22	Huesca	1588	44,23	35,9032330997061	1930
22007	Albalate de Cinca	22	Huesca	1590	44,23	35,9484512774135	1920
22007	Albalate de Cinca	22	Huesca	1636	44,23	36,9884693646846	1910
22007	Albalate de Cinca	22	Huesca	1519	44,23	34,3432059687995	1900
22008	Albalatillo	22	Huesca	221	9,15	24,1530054644809	2011
22008	Albalatillo	22	Huesca	259	9,15	28,3060109289617	2001
22008	Albalatillo	22	Huesca	279	9,15	30,4918032786885	1991
22008	Albalatillo	22	Huesca	308	9,15	33,6612021857923	1981
22008	Albalatillo	22	Huesca	362	9,15	39,5628415300546	1970
22008	Albalatillo	22	Huesca	453	9,15	49,5081967213115	1960
22008	Albalatillo	22	Huesca	486	9,15	53,1147540983607	1950
22008	Albalatillo	22	Huesca	556	9,15	60,7650273224044	1940
22008	Albalatillo	22	Huesca	564	9,15	61,6393442622951	1930
22008	Albalatillo	22	Huesca	549	9,15	60	1920
22008	Albalatillo	22	Huesca	497	9,15	54,3169398907104	1910
22008	Albalatillo	22	Huesca	464	9,15	50,7103825136612	1900
22009	Albelda	22	Huesca	816	51,92	15,7164869029276	2011
22009	Albelda	22	Huesca	926	51,92	17,8351309707242	2001
22009	Albelda	22	Huesca	1023	51,92	19,7033898305085	1991
22009	Albelda	22	Huesca	1160	51,92	22,3420647149461	1981
22009	Albelda	22	Huesca	1271	51,92	24,479969183359	1970
22009	Albelda	22	Huesca	1432	51,92	27,5808936825886	1960
22009	Albelda	22	Huesca	1471	51,92	28,3320493066256	1950
22009	Albelda	22	Huesca	1410	51,92	27,1571648690293	1940
22009	Albelda	22	Huesca	1271	51,92	24,479969183359	1930
22009	Albelda	22	Huesca	1481	51,92	28,5246533127889	1920
22009	Albelda	22	Huesca	1357	51,92	26,1363636363636	1910
22009	Albelda	22	Huesca	1213	51,92	23,3628659476117	1900
22011	Albero Alto	22	Huesca	128	19,28	6,63900414937759	2011
22011	Albero Alto	22	Huesca	108	19,28	5,60165975103734	2001
22011	Albero Alto	22	Huesca	109	19,28	5,65352697095436	1991
22011	Albero Alto	22	Huesca	131	19,28	6,79460580912863	1981
22011	Albero Alto	22	Huesca	170	19,28	8,81742738589212	1970
22011	Albero Alto	22	Huesca	185	19,28	9,5954356846473	1960
22011	Albero Alto	22	Huesca	244	19,28	12,655601659751	1950
22011	Albero Alto	22	Huesca	271	19,28	14,0560165975104	1940
22011	Albero Alto	22	Huesca	298	19,28	15,4564315352697	1930
22011	Albero Alto	22	Huesca	321	19,28	16,649377593361	1920
22011	Albero Alto	22	Huesca	383	19,28	19,8651452282158	1910
22011	Albero Alto	22	Huesca	360	19,28	18,6721991701245	1900
22012	Albero Bajo	22	Huesca	113	22,22	5,08550855085509	2011
22012	Albero Bajo	22	Huesca	106	22,22	4,77047704770477	2001
22012	Albero Bajo	22	Huesca	123	22,22	5,53555355535554	1991
22012	Albero Bajo	22	Huesca	163	22,22	7,33573357335734	1981
22012	Albero Bajo	22	Huesca	180	22,22	8,1008100810081	1970
22012	Albero Bajo	22	Huesca	212	22,22	9,54095409540954	1960
22012	Albero Bajo	22	Huesca	233	22,22	10,4860486048605	1950
22012	Albero Bajo	22	Huesca	241	22,22	10,8460846084608	1940
22012	Albero Bajo	22	Huesca	209	22,22	9,40594059405941	1930
22012	Albero Bajo	22	Huesca	208	22,22	9,36093609360936	1920
22012	Albero Bajo	22	Huesca	214	22,22	9,63096309630963	1910
22012	Albero Bajo	22	Huesca	205	22,22	9,22592259225923	1900
22013	Alberuela de Tubo	22	Huesca	346	20,79	16,6426166426166	2011
22013	Alberuela de Tubo	22	Huesca	364	20,79	17,5084175084175	2001
22013	Alberuela de Tubo	22	Huesca	439	20,79	21,1159211159211	1991
22013	Alberuela de Tubo	22	Huesca	465	20,79	22,3665223665224	1981
22013	Alberuela de Tubo	22	Huesca	535	20,79	25,7335257335257	1970
22013	Alberuela de Tubo	22	Huesca	267	20,79	12,8427128427128	1960
22013	Alberuela de Tubo	22	Huesca	262	20,79	12,6022126022126	1950
22013	Alberuela de Tubo	22	Huesca	249	20,79	11,976911976912	1940
22013	Alberuela de Tubo	22	Huesca	232	20,79	11,1592111592112	1930
22013	Alberuela de Tubo	22	Huesca	244	20,79	11,7364117364117	1920
22013	Alberuela de Tubo	22	Huesca	219	20,79	10,5339105339105	1910
22013	Alberuela de Tubo	22	Huesca	238	20,79	11,4478114478114	1900
22014	Alcalá de Gurrea	22	Huesca	288	71,42	4,03248389806777	2011
22014	Alcalá de Gurrea	22	Huesca	315	71,42	4,41052926351162	2001
22014	Alcalá de Gurrea	22	Huesca	404	71,42	5,65667880145617	1991
22014	Alcalá de Gurrea	22	Huesca	523	71,42	7,32287874544945	1981
22014	Alcalá de Gurrea	22	Huesca	764	71,42	10,6972836740409	1970
22014	Alcalá de Gurrea	22	Huesca	1125	71,42	15,7518902268272	1960
22014	Alcalá de Gurrea	22	Huesca	1342	71,42	18,7902548305797	1950
22014	Alcalá de Gurrea	22	Huesca	1522	71,42	21,310557266872	1940
22014	Alcalá de Gurrea	22	Huesca	1733	71,42	24,2649117894147	1930
22014	Alcalá de Gurrea	22	Huesca	883	71,42	12,3634836180342	1920
22014	Alcalá de Gurrea	22	Huesca	679	71,42	9,50714085690283	1910
22014	Alcalá de Gurrea	22	Huesca	638	71,42	8,93307196863624	1900
22015	Alcalá del Obispo	22	Huesca	369	47,85	7,7115987460815	2011
22015	Alcalá del Obispo	22	Huesca	369	47,85	7,7115987460815	2001
22015	Alcalá del Obispo	22	Huesca	344	47,85	7,18913270637409	1991
22015	Alcalá del Obispo	22	Huesca	446	47,85	9,32079414838036	1981
22015	Alcalá del Obispo	22	Huesca	577	47,85	12,0585161964472	1970
22015	Alcalá del Obispo	22	Huesca	914	47,85	19,1013584117032	1960
22015	Alcalá del Obispo	22	Huesca	1176	47,85	24,576802507837	1950
22015	Alcalá del Obispo	22	Huesca	1179	47,85	24,6394984326019	1940
22015	Alcalá del Obispo	22	Huesca	1290	47,85	26,9592476489028	1930
22015	Alcalá del Obispo	22	Huesca	1332	47,85	27,8369905956113	1920
22015	Alcalá del Obispo	22	Huesca	1428	47,85	29,8432601880878	1910
22015	Alcalá del Obispo	22	Huesca	1328	47,85	27,7533960292581	1900
22016	Alcampell	22	Huesca	747	58	12,8793103448276	2011
22016	Alcampell	22	Huesca	873	58	15,051724137931	2001
22016	Alcampell	22	Huesca	1075	58	18,5344827586207	1991
22016	Alcampell	22	Huesca	1269	58	21,8793103448276	1981
22016	Alcampell	22	Huesca	1524	58	26,2758620689655	1970
22016	Alcampell	22	Huesca	1709	58	29,4655172413793	1960
22016	Alcampell	22	Huesca	1971	58	33,9827586206897	1950
22016	Alcampell	22	Huesca	2166	58	37,3448275862069	1940
22016	Alcampell	22	Huesca	2250	58	38,7931034482759	1930
22016	Alcampell	22	Huesca	2467	58	42,5344827586207	1920
22016	Alcampell	22	Huesca	2388	58	41,1724137931034	1910
22016	Alcampell	22	Huesca	1983	58	34,1896551724138	1900
22017	Alcolea de Cinca	22	Huesca	1130	83,24	13,5752042287362	2011
22017	Alcolea de Cinca	22	Huesca	1250	83,24	15,0168188370975	2001
22017	Alcolea de Cinca	22	Huesca	1240	83,24	14,8966842864008	1991
22017	Alcolea de Cinca	22	Huesca	1317	83,24	15,821720326766	1981
22017	Alcolea de Cinca	22	Huesca	1591	83,24	19,1134070158578	1970
22017	Alcolea de Cinca	22	Huesca	1552	83,24	18,6448822681403	1960
22017	Alcolea de Cinca	22	Huesca	1748	83,24	20,9995194617972	1950
22017	Alcolea de Cinca	22	Huesca	2016	83,24	24,2191254204709	1940
22017	Alcolea de Cinca	22	Huesca	2173	83,24	26,1052378664104	1930
22017	Alcolea de Cinca	22	Huesca	2647	83,24	31,7996155694378	1920
22017	Alcolea de Cinca	22	Huesca	2504	83,24	30,0816914944738	1910
22017	Alcolea de Cinca	22	Huesca	2409	83,24	28,9404132628544	1900
22018	Alcubierre	22	Huesca	423	115,32	3,66805411030177	2011
22018	Alcubierre	22	Huesca	449	115,32	3,8935137010059	2001
22018	Alcubierre	22	Huesca	514	115,32	4,45716267776622	1991
22018	Alcubierre	22	Huesca	676	115,32	5,86194935830732	1981
22018	Alcubierre	22	Huesca	788	115,32	6,83315990287895	1970
22018	Alcubierre	22	Huesca	1003	115,32	8,69753728754769	1960
22018	Alcubierre	22	Huesca	1121	115,32	9,72077696843566	1950
22018	Alcubierre	22	Huesca	1208	115,32	10,4751994450225	1940
22018	Alcubierre	22	Huesca	1298	115,32	11,2556364897676	1930
22018	Alcubierre	22	Huesca	1422	115,32	12,3309053069719	1920
22018	Alcubierre	22	Huesca	1500	115,32	13,0072840790843	1910
22018	Alcubierre	22	Huesca	1530	115,32	13,267429760666	1900
22019	Alerre	22	Huesca	214	8,94	23,9373601789709	2011
22019	Alerre	22	Huesca	205	8,94	22,9306487695749	2001
22019	Alerre	22	Huesca	155	8,94	17,337807606264	1991
22019	Alerre	22	Huesca	128	8,94	14,3176733780761	1981
22019	Alerre	22	Huesca	115	8,94	12,8635346756152	1970
22019	Alerre	22	Huesca	144	8,94	16,1073825503356	1960
22019	Alerre	22	Huesca	144	8,94	16,1073825503356	1950
22019	Alerre	22	Huesca	180	8,94	20,1342281879195	1940
22019	Alerre	22	Huesca	208	8,94	23,2662192393736	1930
22019	Alerre	22	Huesca	222	8,94	24,8322147651007	1920
22019	Alerre	22	Huesca	225	8,94	25,1677852348993	1910
22019	Alerre	22	Huesca	227	8,94	25,3914988814318	1900
22020	Alfántega	22	Huesca	138	8,76	15,7534246575342	2011
22020	Alfántega	22	Huesca	115	8,76	13,1278538812785	2001
22020	Alfántega	22	Huesca	138	8,76	15,7534246575342	1991
22020	Alfántega	22	Huesca	143	8,76	16,324200913242	1981
22020	Alfántega	22	Huesca	163	8,76	18,6073059360731	1970
22020	Alfántega	22	Huesca	208	8,76	23,7442922374429	1960
22020	Alfántega	22	Huesca	246	8,76	28,0821917808219	1950
22020	Alfántega	22	Huesca	224	8,76	25,5707762557078	1940
22020	Alfántega	22	Huesca	270	8,76	30,8219178082192	1930
22020	Alfántega	22	Huesca	279	8,76	31,8493150684932	1920
22020	Alfántega	22	Huesca	322	8,76	36,7579908675799	1910
22020	Alfántega	22	Huesca	309	8,76	35,2739726027397	1900
22021	Almudévar	22	Huesca	2538	201,49	12,5961586182937	2011
22021	Almudévar	22	Huesca	2280	201,49	11,315698049531	2001
22021	Almudévar	22	Huesca	2435	201,49	12,0849669958807	1991
22021	Almudévar	22	Huesca	2683	201,49	13,3157973100402	1981
22021	Almudévar	22	Huesca	3049	201,49	15,1322646285175	1970
22021	Almudévar	22	Huesca	3373	201,49	16,7402848776614	1960
22021	Almudévar	22	Huesca	3265	201,49	16,2042781279468	1950
22021	Almudévar	22	Huesca	3205	201,49	15,9064966003276	1940
22021	Almudévar	22	Huesca	3700	201,49	18,3631942031863	1930
22021	Almudévar	22	Huesca	3215	201,49	15,9561268549308	1920
22021	Almudévar	22	Huesca	3163	201,49	15,6980495309941	1910
22021	Almudévar	22	Huesca	2983	201,49	14,8047049481364	1900
22022	Almunia de San Juan	22	Huesca	664	35,66	18,6203028603477	2011
22022	Almunia de San Juan	22	Huesca	678	35,66	19,0128996074033	2001
22022	Almunia de San Juan	22	Huesca	778	35,66	21,8171620863713	1991
22022	Almunia de San Juan	22	Huesca	809	35,66	22,6864834548514	1981
22022	Almunia de San Juan	22	Huesca	994	35,66	27,8743690409422	1970
22022	Almunia de San Juan	22	Huesca	1157	35,66	32,4453168816601	1960
22022	Almunia de San Juan	22	Huesca	1206	35,66	33,8194054963545	1950
22022	Almunia de San Juan	22	Huesca	1203	35,66	33,7352776219854	1940
22022	Almunia de San Juan	22	Huesca	1240	35,66	34,7728547392036	1930
22022	Almunia de San Juan	22	Huesca	1213	35,66	34,0157038698822	1920
22022	Almunia de San Juan	22	Huesca	1190	35,66	33,3707234997196	1910
22022	Almunia de San Juan	22	Huesca	954	35,66	26,752664049355	1900
22023	Almuniente	22	Huesca	558	37,56	14,8562300319489	2011
22023	Almuniente	22	Huesca	587	37,56	15,6283280085197	2001
22023	Almuniente	22	Huesca	674	37,56	17,9446219382322	1991
22023	Almuniente	22	Huesca	703	37,56	18,716719914803	1981
22023	Almuniente	22	Huesca	799	37,56	21,272630457934	1970
22023	Almuniente	22	Huesca	960	37,56	25,5591054313099	1960
22023	Almuniente	22	Huesca	531	37,56	14,1373801916933	1950
22023	Almuniente	22	Huesca	553	37,56	14,7231096911608	1940
22023	Almuniente	22	Huesca	581	37,56	15,468583599574	1930
22023	Almuniente	22	Huesca	626	37,56	16,6666666666667	1920
22023	Almuniente	22	Huesca	573	37,56	15,2555910543131	1910
22023	Almuniente	22	Huesca	512	37,56	13,6315228966986	1900
22024	Alquézar	22	Huesca	293	32,36	9,05438813349815	2011
22024	Alquézar	22	Huesca	290	32,36	8,96168108776267	2001
22024	Alquézar	22	Huesca	263	32,36	8,12731767614339	1991
22024	Alquézar	22	Huesca	306	32,36	9,45611866501854	1981
22024	Alquézar	22	Huesca	402	32,36	12,4227441285538	1970
22024	Alquézar	22	Huesca	609	32,36	18,8195302843016	1960
22024	Alquézar	22	Huesca	705	32,36	21,7861557478368	1950
22024	Alquézar	22	Huesca	904	32,36	27,9357231149567	1940
22024	Alquézar	22	Huesca	1038	32,36	32,0766378244747	1930
22024	Alquézar	22	Huesca	1171	32,36	36,1866501854141	1920
22024	Alquézar	22	Huesca	1356	32,36	41,9035846724351	1910
22024	Alquézar	22	Huesca	1313	32,36	40,57478368356	1900
22025	Altorricón	22	Huesca	1477	32,41	45,5723542116631	2011
22025	Altorricón	22	Huesca	1457	32,41	44,9552607219994	2001
22025	Altorricón	22	Huesca	1529	32,41	47,1767972847886	1991
22025	Altorricón	22	Huesca	1653	32,41	51,0027769207035	1981
22025	Altorricón	22	Huesca	1699	32,41	52,42209194693	1970
22025	Altorricón	22	Huesca	1730	32,41	53,3785868559087	1960
22025	Altorricón	22	Huesca	1587	32,41	48,9663684048133	1950
22025	Altorricón	22	Huesca	1214	32,41	37,4575748225856	1940
22025	Altorricón	22	Huesca	921	32,41	28,4171551990127	1930
22025	Altorricón	22	Huesca	856	32,41	26,4116013576057	1920
22025	Altorricón	22	Huesca	621	32,41	19,1607528540574	1910
22025	Altorricón	22	Huesca	532	32,41	16,414686825054	1900
22027	Angüés	22	Huesca	415	56,52	7,34253361641897	2011
22027	Angüés	22	Huesca	430	56,52	7,60792639773531	2001
22027	Angüés	22	Huesca	521	56,52	9,21797593772116	1991
22027	Angüés	22	Huesca	678	56,52	11,9957537154989	1981
22027	Angüés	22	Huesca	825	56,52	14,5966029723992	1970
22027	Angüés	22	Huesca	1068	56,52	18,895966029724	1960
22027	Angüés	22	Huesca	1320	56,52	23,3545647558386	1950
22027	Angüés	22	Huesca	1445	56,52	25,5661712668082	1940
22027	Angüés	22	Huesca	1649	56,52	29,1755130927105	1930
22027	Angüés	22	Huesca	1826	56,52	32,3071479122435	1920
22027	Angüés	22	Huesca	1983	56,52	35,0849256900212	1910
22027	Angüés	22	Huesca	1912	56,52	33,8287331917905	1900
22028	Ansó	22	Huesca	470	201,47	2,33285352657964	2011
22028	Ansó	22	Huesca	523	201,47	2,59591998808756	2001
22028	Ansó	22	Huesca	479	201,47	2,37752518985457	1991
22028	Ansó	22	Huesca	548	201,47	2,72000794162903	1981
22028	Ansó	22	Huesca	707	201,47	3,50920732615278	1970
22028	Ansó	22	Huesca	835	201,47	4,1445376482851	1960
22028	Ansó	22	Huesca	1010	201,47	5,0131533230754	1950
22028	Ansó	22	Huesca	1202	201,47	5,96614880627389	1940
22028	Ansó	22	Huesca	1240	201,47	6,15476249565692	1930
22028	Ansó	22	Huesca	1226	201,47	6,0852732416737	1920
22028	Ansó	22	Huesca	1474	201,47	7,31622574080508	1910
22028	Ansó	22	Huesca	1549	201,47	7,68848960142949	1900
22029	Antillón	22	Huesca	147	22,41	6,55957161981258	2011
22029	Antillón	22	Huesca	160	22,41	7,1396697902722	2001
22029	Antillón	22	Huesca	175	22,41	7,80901383311022	1991
22029	Antillón	22	Huesca	191	22,41	8,52298081213744	1981
22029	Antillón	22	Huesca	224	22,41	9,99553770638108	1970
22029	Antillón	22	Huesca	298	22,41	13,297634984382	1960
22029	Antillón	22	Huesca	359	22,41	16,0196340919232	1950
22029	Antillón	22	Huesca	400	22,41	17,8491744756805	1940
22029	Antillón	22	Huesca	418	22,41	18,6523873270861	1930
22029	Antillón	22	Huesca	422	22,41	18,8308790718429	1920
22029	Antillón	22	Huesca	408	22,41	18,2061579651941	1910
22029	Antillón	22	Huesca	393	22,41	17,5368139223561	1900
22032	Aragüés del Puerto	22	Huesca	129	64,44	2,00186219739292	2011
22032	Aragüés del Puerto	22	Huesca	148	64,44	2,29671011793917	2001
22032	Aragüés del Puerto	22	Huesca	123	64,44	1,90875232774674	1991
22032	Aragüés del Puerto	22	Huesca	168	64,44	2,60707635009311	1981
22032	Aragüés del Puerto	22	Huesca	217	64,44	3,36747361887027	1970
22032	Aragüés del Puerto	22	Huesca	309	64,44	4,7951582867784	1960
22032	Aragüés del Puerto	22	Huesca	501	64,44	7,77467411545624	1950
22032	Aragüés del Puerto	22	Huesca	503	64,44	7,80571073867163	1940
22032	Aragüés del Puerto	22	Huesca	535	64,44	8,30229671011794	1930
22032	Aragüés del Puerto	22	Huesca	519	64,44	8,05400372439479	1920
22032	Aragüés del Puerto	22	Huesca	542	64,44	8,41092489137182	1910
22032	Aragüés del Puerto	22	Huesca	546	64,44	8,47299813780261	1900
22035	Arén	22	Huesca	339	119,32	2,84109956419712	2011
22035	Arén	22	Huesca	366	119,32	3,06738183037211	2001
22035	Arén	22	Huesca	439	119,32	3,6791820315119	1991
22035	Arén	22	Huesca	504	119,32	4,22393563526651	1981
22035	Arén	22	Huesca	1209	119,32	10,1324170298357	1970
22035	Arén	22	Huesca	1314	119,32	11,0124036205163	1960
22035	Arén	22	Huesca	1534	119,32	12,8561850486088	1950
22035	Arén	22	Huesca	1735	119,32	14,5407308079115	1940
22035	Arén	22	Huesca	1883	119,32	15,7810928595374	1930
22035	Arén	22	Huesca	1933	119,32	16,2001340931948	1920
22035	Arén	22	Huesca	2085	119,32	17,4740194435132	1910
22035	Arén	22	Huesca	2119	119,32	17,7589674824003	1900
22036	Argavieso	22	Huesca	117	9,71	12,0494335736354	2011
22036	Argavieso	22	Huesca	123	9,71	12,6673532440783	2001
22036	Argavieso	22	Huesca	117	9,71	12,0494335736354	1991
22036	Argavieso	22	Huesca	134	9,71	13,8002059732235	1981
22036	Argavieso	22	Huesca	174	9,71	17,9196704428424	1970
22036	Argavieso	22	Huesca	237	9,71	24,4078269824923	1960
22036	Argavieso	22	Huesca	304	9,71	31,307929969104	1950
22036	Argavieso	22	Huesca	306	9,71	31,513903192585	1940
22036	Argavieso	22	Huesca	309	9,71	31,8228630278064	1930
22036	Argavieso	22	Huesca	331	9,71	34,0885684860968	1920
22036	Argavieso	22	Huesca	324	9,71	33,3676622039135	1910
22036	Argavieso	22	Huesca	322	9,71	33,1616889804325	1900
22037	Arguis	22	Huesca	127	62,75	2,02390438247012	2011
22037	Arguis	22	Huesca	67	62,75	1,06772908366534	2001
22037	Arguis	22	Huesca	58	62,75	0,924302788844622	1991
22037	Arguis	22	Huesca	52	62,75	0,828685258964143	1981
22037	Arguis	22	Huesca	89	62,75	1,41832669322709	1970
22037	Arguis	22	Huesca	245	62,75	3,90438247011952	1960
22037	Arguis	22	Huesca	362	62,75	5,76892430278884	1950
22037	Arguis	22	Huesca	415	62,75	6,61354581673307	1940
22037	Arguis	22	Huesca	518	62,75	8,25498007968127	1930
22037	Arguis	22	Huesca	548	62,75	8,73306772908367	1920
22037	Arguis	22	Huesca	580	62,75	9,24302788844622	1910
22037	Arguis	22	Huesca	570	62,75	9,08366533864542	1900
22039	Ayerbe	22	Huesca	1114	63,89	17,4362185005478	2011
22039	Ayerbe	22	Huesca	1110	63,89	17,3736108937236	2001
22039	Ayerbe	22	Huesca	1209	63,89	18,9231491626233	1991
22039	Ayerbe	22	Huesca	1484	63,89	23,227422131789	1981
22039	Ayerbe	22	Huesca	1893	63,89	29,6290499295664	1970
22039	Ayerbe	22	Huesca	2256	63,89	35,3106902488652	1960
22039	Ayerbe	22	Huesca	2506	63,89	39,2236656753796	1950
22039	Ayerbe	22	Huesca	2615	63,89	40,9297229613398	1940
22039	Ayerbe	22	Huesca	2625	63,89	41,0862419784004	1930
22039	Ayerbe	22	Huesca	2716	63,89	42,5105650336516	1920
22039	Ayerbe	22	Huesca	2727	63,89	42,6827359524182	1910
22039	Ayerbe	22	Huesca	2609	63,89	40,8358115511035	1900
22040	Azanuy-Alins	22	Huesca	175	51,17	3,41997264021888	2011
22040	Azanuy-Alins	22	Huesca	177	51,17	3,45905804182138	2001
22040	Azanuy-Alins	22	Huesca	239	51,17	4,67070549149893	1991
22040	Azanuy-Alins	22	Huesca	308	51,17	6,01915184678523	1981
22040	Azanuy-Alins	22	Huesca	426	51,17	8,32519054133281	1970
22040	Azanuy-Alins	22	Huesca	612	51,17	11,9601328903654	1960
22040	Azanuy-Alins	22	Huesca	770	51,17	15,0478796169631	1950
22040	Azanuy-Alins	22	Huesca	926	51,17	18,0965409419582	1940
22040	Azanuy-Alins	22	Huesca	1034	51,17	20,2071526284933	1930
22040	Azanuy-Alins	22	Huesca	1203	51,17	23,5098690639046	1920
22040	Azanuy-Alins	22	Huesca	1243	51,17	24,2915770959547	1910
22040	Azanuy-Alins	22	Huesca	1221	51,17	23,8616376783271	1900
22041	Azara	22	Huesca	201	14,49	13,871635610766	2011
22041	Azara	22	Huesca	219	14,49	15,1138716356108	2001
22041	Azara	22	Huesca	228	14,49	15,7349896480331	1991
22041	Azara	22	Huesca	269	14,49	18,5645272601794	1981
22041	Azara	22	Huesca	312	14,49	21,5320910973085	1970
22041	Azara	22	Huesca	365	14,49	25,1897860593513	1960
22041	Azara	22	Huesca	371	14,49	25,6038647342995	1950
22041	Azara	22	Huesca	442	14,49	30,503795721187	1940
22041	Azara	22	Huesca	487	14,49	33,6093857832988	1930
22041	Azara	22	Huesca	458	14,49	31,608005521049	1920
22041	Azara	22	Huesca	490	14,49	33,8164251207729	1910
22041	Azara	22	Huesca	513	14,49	35,4037267080745	1900
22042	Azlor	22	Huesca	132	15,89	8,30711139081183	2011
22042	Azlor	22	Huesca	164	15,89	10,3209565764632	2001
22042	Azlor	22	Huesca	189	15,89	11,8942731277533	1991
22042	Azlor	22	Huesca	229	15,89	14,4115796098175	1981
22042	Azlor	22	Huesca	291	15,89	18,313404657017	1970
22042	Azlor	22	Huesca	352	15,89	22,1522970421649	1960
22042	Azlor	22	Huesca	398	15,89	25,0471994965387	1950
22042	Azlor	22	Huesca	483	15,89	30,3964757709251	1940
22042	Azlor	22	Huesca	501	15,89	31,529263687854	1930
22042	Azlor	22	Huesca	552	15,89	34,7388294524858	1920
22042	Azlor	22	Huesca	576	15,89	36,2492133417244	1910
