Comarca código	Comarca nombre	Corine Land Cover 2000 nivel 3 descripción	Superficie (has)	Año
01	La Jacetania	Zonas verdes urbanas	0	2006
02	Alto Gállego	Aeropuertos	0	2000
02	Alto Gállego	Aeropuertos	0	2006
02	Alto Gállego	Arrozales	0	2000
02	Alto Gállego	Arrozales	0	2006
02	Alto Gállego	Bosque mixto	6998,972158	2000
02	Alto Gállego	Bosque mixto	6953,272468	2006
02	Alto Gállego	Bosques de coníferas	38820,016398	2000
02	Alto Gállego	Bosques de coníferas	39047,589284	2006
02	Alto Gállego	Bosques de frondosas	7677,076982	2000
02	Alto Gállego	Bosques de frondosas	7570,875966	2006
02	Alto Gállego	Cursos de agua	226,292686	2000
02	Alto Gállego	Cursos de agua	226,075744	2006
02	Alto Gállego	Escombreras y vertederos	6,383577	2000
02	Alto Gállego	Escombreras y vertederos	0	2006
02	Alto Gállego	Espacios con vegetación escasa	7150,324685	2000
02	Alto Gállego	Espacios con vegetación escasa	7058,440563	2006
02	Alto Gállego	Frutales	0	2000
02	Alto Gállego	Frutales	0	2006
02	Alto Gállego	Glaciares y nieves permanentes	35,493879	2000
02	Alto Gállego	Glaciares y nieves permanentes	1,721189	2006
02	Alto Gállego	Humedales y zonas pantanosas	0	2000
02	Alto Gállego	Humedales y zonas pantanosas	0	2006
02	Alto Gállego	Instalaciones deportivas y recreativas	71,097501	2000
02	Alto Gállego	Instalaciones deportivas y recreativas	154,994167	2006
02	Alto Gállego	Landas y matorrales mesófilos	3321,069835	2000
02	Alto Gállego	Landas y matorrales mesófilos	2534,421913	2006
02	Alto Gállego	Láminas de agua	754,117121	2000
02	Alto Gállego	Láminas de agua	592,373679	2006
02	Alto Gállego	Matorral boscoso de transición	17955,009504	2000
02	Alto Gállego	Matorral boscoso de transición	22269,880066	2006
02	Alto Gállego	Mosaico de cultivos	164,640938	2000
02	Alto Gállego	Mosaico de cultivos	165,214965	2006
02	Alto Gállego	Olivares	0	2000
02	Alto Gállego	Olivares	0	2006
02	Alto Gállego	Pastizales naturales	14723,7188	2000
02	Alto Gállego	Pastizales naturales	14047,883342	2006
02	Alto Gállego	Playas, dunas y arenales	686,417727	2000
02	Alto Gállego	Playas, dunas y arenales	629,292209	2006
02	Alto Gállego	Prados y praderas	2864,9385	2000
02	Alto Gállego	Prados y praderas	2901,122861	2006
02	Alto Gállego	Redes viarias, ferroviarias y terrenos asociados	148,409613	2000
02	Alto Gállego	Redes viarias, ferroviarias y terrenos asociados	99,142272	2006
02	Alto Gállego	Roquedo	8995,70682	2000
02	Alto Gállego	Roquedo	9135,318262	2006
02	Alto Gállego	Tejido urbano continuo	231,42675	2000
02	Alto Gállego	Tejido urbano continuo	168,825638	2006
02	Alto Gállego	Tejido urbano discontinuo	201,449691	2000
02	Alto Gállego	Tejido urbano discontinuo	74,423926	2006
02	Alto Gállego	Terrenos principalmente agrícolas, pero con importantes espacios de vegetación natural	1511,546652	2000
02	Alto Gállego	Terrenos principalmente agrícolas, pero con importantes espacios de vegetación natural	1547,194019	2006
02	Alto Gállego	Terrenos regados permanentemente	183,751008	2000
02	Alto Gállego	Terrenos regados permanentemente	182,636467	2006
02	Alto Gállego	Tierras de labor en secano	8461,464717	2000
02	Alto Gállego	Tierras de labor en secano	8524,458402	2006
02	Alto Gállego	Turberas y prados turbosos	73,876793	2000
02	Alto Gállego	Turberas y prados turbosos	77,751675	2006
02	Alto Gállego	Vegetación esclerófila	14646,402809	2000
02	Alto Gállego	Vegetación esclerófila	11855,572765	2006
02	Alto Gállego	Viñedos	0	2000
02	Alto Gállego	Viñedos	0	2006
02	Alto Gállego	Zonas de extracción minera	35,613319	2000
02	Alto Gállego	Zonas de extracción minera	0	2006
02	Alto Gállego	Zonas en construcción	0	2000
02	Alto Gállego	Zonas en construcción	41,550505	2006
02	Alto Gállego	Zonas industriales, comerciales y de transporte	94,903038	2000
02	Alto Gállego	Zonas industriales, comerciales y de transporte	85,702582	2006
02	Alto Gállego	Zonas quemadas	0	2000
02	Alto Gállego	Zonas quemadas	89,250727	2006
02	Alto Gállego	Zonas verdes urbanas	0	2000
02	Alto Gállego	Zonas verdes urbanas	0	2006
03	Sobrarbe	Aeropuertos	0	2000
03	Sobrarbe	Aeropuertos	0	2006
03	Sobrarbe	Arrozales	0	2000
03	Sobrarbe	Arrozales	0	2006
03	Sobrarbe	Bosque mixto	15533,64101	2000
03	Sobrarbe	Bosque mixto	15666,441527	2006
03	Sobrarbe	Bosques de coníferas	56958,196159	2000
03	Sobrarbe	Bosques de coníferas	57119,316622	2006
03	Sobrarbe	Bosques de frondosas	19266,795208	2000
03	Sobrarbe	Bosques de frondosas	19246,102043	2006
03	Sobrarbe	Cursos de agua	0	2000
03	Sobrarbe	Cursos de agua	0	2006
03	Sobrarbe	Escombreras y vertederos	0	2000
03	Sobrarbe	Escombreras y vertederos	0	2006
03	Sobrarbe	Espacios con vegetación escasa	13582,953357	2000
03	Sobrarbe	Espacios con vegetación escasa	13553,643751	2006
03	Sobrarbe	Frutales	73,748166	2000
03	Sobrarbe	Frutales	73,747318	2006
03	Sobrarbe	Glaciares y nieves permanentes	186,449387	2000
03	Sobrarbe	Glaciares y nieves permanentes	129,005051	2006
03	Sobrarbe	Humedales y zonas pantanosas	0	2000
03	Sobrarbe	Humedales y zonas pantanosas	0	2006
03	Sobrarbe	Instalaciones deportivas y recreativas	0	2000
03	Sobrarbe	Instalaciones deportivas y recreativas	0	2006
03	Sobrarbe	Landas y matorrales mesófilos	9092,592282	2000
03	Sobrarbe	Landas y matorrales mesófilos	8612,107988	2006
03	Sobrarbe	Láminas de agua	1962,693525	2000
03	Sobrarbe	Láminas de agua	1818,414651	2006
03	Sobrarbe	Matorral boscoso de transición	26401,87355	2000
03	Sobrarbe	Matorral boscoso de transición	27438,546957	2006
03	Sobrarbe	Mosaico de cultivos	2942,292291	2000
03	Sobrarbe	Mosaico de cultivos	2969,438818	2006
03	Sobrarbe	Olivares	59,903798	2000
03	Sobrarbe	Olivares	60,662104	2006
03	Sobrarbe	Pastizales naturales	22237,524717	2000
03	Sobrarbe	Pastizales naturales	21985,944607	2006
03	Sobrarbe	Playas, dunas y arenales	2249,642068	2000
03	Sobrarbe	Playas, dunas y arenales	2217,800421	2006
03	Sobrarbe	Prados y praderas	4967,714679	2000
03	Sobrarbe	Prados y praderas	5051,496766	2006
03	Sobrarbe	Redes viarias, ferroviarias y terrenos asociados	0	2000
03	Sobrarbe	Redes viarias, ferroviarias y terrenos asociados	56,112875	2006
03	Sobrarbe	Roquedo	18440,940171	2000
03	Sobrarbe	Roquedo	18773,856397	2006
03	Sobrarbe	Tejido urbano continuo	133,177044	2000
03	Sobrarbe	Tejido urbano continuo	63,785596	2006
03	Sobrarbe	Tejido urbano discontinuo	316,987806	2000
03	Sobrarbe	Tejido urbano discontinuo	29,465649	2006
03	Sobrarbe	Terrenos principalmente agrícolas, pero con importantes espacios de vegetación natural	1358,493608	2000
03	Sobrarbe	Terrenos principalmente agrícolas, pero con importantes espacios de vegetación natural	1380,200063	2006
03	Sobrarbe	Terrenos regados permanentemente	405,451555	2000
03	Sobrarbe	Terrenos regados permanentemente	494,076347	2006
03	Sobrarbe	Tierras de labor en secano	10150,021664	2000
03	Sobrarbe	Tierras de labor en secano	10188,33569	2006
03	Sobrarbe	Turberas y prados turbosos	0	2000
03	Sobrarbe	Turberas y prados turbosos	0	2006
03	Sobrarbe	Vegetación esclerófila	14002,22345	2000
03	Sobrarbe	Vegetación esclerófila	13466,07518	2006
03	Sobrarbe	Viñedos	0	2000
03	Sobrarbe	Viñedos	0	2006
03	Sobrarbe	Zonas de extracción minera	2,591506	2000
03	Sobrarbe	Zonas de extracción minera	0	2006
03	Sobrarbe	Zonas en construcción	0	2000
03	Sobrarbe	Zonas en construcción	0	2006
03	Sobrarbe	Zonas industriales, comerciales y de transporte	0	2000
03	Sobrarbe	Zonas industriales, comerciales y de transporte	0	2006
03	Sobrarbe	Zonas quemadas	0	2000
03	Sobrarbe	Zonas quemadas	2,773525	2006
03	Sobrarbe	Zonas verdes urbanas	0	2000
03	Sobrarbe	Zonas verdes urbanas	0	2006
04	La Ribagorza	Aeropuertos	10,946286	2000
04	La Ribagorza	Aeropuertos	0	2006
04	La Ribagorza	Arrozales	0	2000
04	La Ribagorza	Arrozales	0	2006
04	La Ribagorza	Bosque mixto	14375,755626	2000
04	La Ribagorza	Bosque mixto	14382,000908	2006
04	La Ribagorza	Bosques de coníferas	39094,407499	2000
04	La Ribagorza	Bosques de coníferas	39213,041449	2006
04	La Ribagorza	Bosques de frondosas	27867,410203	2000
04	La Ribagorza	Bosques de frondosas	27809,430784	2006
04	La Ribagorza	Cursos de agua	0	2000
04	La Ribagorza	Cursos de agua	0	2006
04	La Ribagorza	Escombreras y vertederos	0	2000
04	La Ribagorza	Escombreras y vertederos	0	2006
04	La Ribagorza	Espacios con vegetación escasa	11434,743908	2000
04	La Ribagorza	Espacios con vegetación escasa	11525,096789	2006
04	La Ribagorza	Frutales	25,040079	2000
04	La Ribagorza	Frutales	25,040163	2006
04	La Ribagorza	Glaciares y nieves permanentes	279,068658	2000
04	La Ribagorza	Glaciares y nieves permanentes	175,05782	2006
04	La Ribagorza	Humedales y zonas pantanosas	0	2000
04	La Ribagorza	Humedales y zonas pantanosas	26,735156	2006
04	La Ribagorza	Instalaciones deportivas y recreativas	37,477242	2000
04	La Ribagorza	Instalaciones deportivas y recreativas	28,641599	2006
04	La Ribagorza	Landas y matorrales mesófilos	12742,995854	2000
04	La Ribagorza	Landas y matorrales mesófilos	14136,98402	2006
04	La Ribagorza	Láminas de agua	2396,356207	2000
04	La Ribagorza	Láminas de agua	2144,743735	2006
04	La Ribagorza	Matorral boscoso de transición	34909,867739	2000
04	La Ribagorza	Matorral boscoso de transición	35904,989815	2006
04	La Ribagorza	Mosaico de cultivos	4815,306321	2000
04	La Ribagorza	Mosaico de cultivos	4842,841113	2006
04	La Ribagorza	Olivares	270,86211	2000
04	La Ribagorza	Olivares	273,741493	2006
04	La Ribagorza	Pastizales naturales	18550,496567	2000
04	La Ribagorza	Pastizales naturales	18697,591155	2006
04	La Ribagorza	Playas, dunas y arenales	1094,019662	2000
04	La Ribagorza	Playas, dunas y arenales	1109,675044	2006
04	La Ribagorza	Prados y praderas	9712,667423	2000
04	La Ribagorza	Prados y praderas	9886,601873	2006
04	La Ribagorza	Redes viarias, ferroviarias y terrenos asociados	0	2000
04	La Ribagorza	Redes viarias, ferroviarias y terrenos asociados	0	2006
04	La Ribagorza	Roquedo	13529,406619	2000
04	La Ribagorza	Roquedo	13742,854438	2006
04	La Ribagorza	Tejido urbano continuo	334,142793	2000
04	La Ribagorza	Tejido urbano continuo	150,696739	2006
04	La Ribagorza	Tejido urbano discontinuo	367,761321	2000
04	La Ribagorza	Tejido urbano discontinuo	63,608639	2006
04	La Ribagorza	Terrenos principalmente agrícolas, pero con importantes espacios de vegetación natural	4357,721281	2000
04	La Ribagorza	Terrenos principalmente agrícolas, pero con importantes espacios de vegetación natural	4330,059827	2006
04	La Ribagorza	Terrenos regados permanentemente	1143,248414	2000
04	La Ribagorza	Terrenos regados permanentemente	1167,777291	2006
04	La Ribagorza	Tierras de labor en secano	24770,961553	2000
04	La Ribagorza	Tierras de labor en secano	25026,483197	2006
04	La Ribagorza	Turberas y prados turbosos	36,522313	2000
04	La Ribagorza	Turberas y prados turbosos	36,526779	2006
04	La Ribagorza	Vegetación esclerófila	23955,343576	2000
04	La Ribagorza	Vegetación esclerófila	21365,865805	2006
04	La Ribagorza	Viñedos	0	2000
04	La Ribagorza	Viñedos	7,212095	2006
04	La Ribagorza	Zonas de extracción minera	92,962165	2000
04	La Ribagorza	Zonas de extracción minera	60,342525	2006
04	La Ribagorza	Zonas en construcción	43,347487	2000
04	La Ribagorza	Zonas en construcción	0	2006
04	La Ribagorza	Zonas industriales, comerciales y de transporte	20,217369	2000
04	La Ribagorza	Zonas industriales, comerciales y de transporte	0	2006
04	La Ribagorza	Zonas quemadas	0	2000
04	La Ribagorza	Zonas quemadas	212,915363	2006
04	La Ribagorza	Zonas verdes urbanas	0	2000
04	La Ribagorza	Zonas verdes urbanas	0	2006
05	Cinco Villas	Aeropuertos	0	2000
05	Cinco Villas	Aeropuertos	0	2006
05	Cinco Villas	Arrozales	4680,077918	2000
05	Cinco Villas	Arrozales	7921,582258	2006
05	Cinco Villas	Bosque mixto	8242,999112	2000
05	Cinco Villas	Bosque mixto	8069,817258	2006
05	Cinco Villas	Bosques de coníferas	31216,410926	2000
05	Cinco Villas	Bosques de coníferas	30271,87934	2006
05	Cinco Villas	Bosques de frondosas	10191,369271	2000
05	Cinco Villas	Bosques de frondosas	9834,216594	2006
05	Cinco Villas	Cursos de agua	277,322327	2000
05	Cinco Villas	Cursos de agua	270,343721	2006
05	Cinco Villas	Escombreras y vertederos	0	2000
05	Cinco Villas	Escombreras y vertederos	0	2006
05	Cinco Villas	Espacios con vegetación escasa	2481,653221	2000
05	Cinco Villas	Espacios con vegetación escasa	2423,106061	2006
05	Cinco Villas	Frutales	145,159294	2000
05	Cinco Villas	Frutales	119,016693	2006
05	Cinco Villas	Glaciares y nieves permanentes	0	2000
05	Cinco Villas	Glaciares y nieves permanentes	0	2006
05	Cinco Villas	Humedales y zonas pantanosas	566,389408	2000
05	Cinco Villas	Humedales y zonas pantanosas	414,203221	2006
05	Cinco Villas	Instalaciones deportivas y recreativas	64,644475	2000
05	Cinco Villas	Instalaciones deportivas y recreativas	58,921096	2006
05	Cinco Villas	Landas y matorrales mesófilos	0	2000
05	Cinco Villas	Landas y matorrales mesófilos	0	2006
05	Cinco Villas	Láminas de agua	1243,290532	2000
05	Cinco Villas	Láminas de agua	1306,640222	2006
05	Cinco Villas	Matorral boscoso de transición	22808,397934	2000
05	Cinco Villas	Matorral boscoso de transición	23858,135877	2006
05	Cinco Villas	Mosaico de cultivos	1060,791065	2000
05	Cinco Villas	Mosaico de cultivos	1859,26626	2006
05	Cinco Villas	Olivares	0	2000
05	Cinco Villas	Olivares	0	2006
05	Cinco Villas	Pastizales naturales	176,653179	2000
05	Cinco Villas	Pastizales naturales	219,52663	2006
05	Cinco Villas	Playas, dunas y arenales	244,588258	2000
05	Cinco Villas	Playas, dunas y arenales	244,557791	2006
05	Cinco Villas	Prados y praderas	0	2000
05	Cinco Villas	Prados y praderas	0	2006
05	Cinco Villas	Redes viarias, ferroviarias y terrenos asociados	0	2000
05	Cinco Villas	Redes viarias, ferroviarias y terrenos asociados	0	2006
05	Cinco Villas	Roquedo	315,030594	2000
05	Cinco Villas	Roquedo	315,012843	2006
05	Cinco Villas	Tejido urbano continuo	880,365325	2000
05	Cinco Villas	Tejido urbano continuo	655,53076	2006
05	Cinco Villas	Tejido urbano discontinuo	53,889939	2000
05	Cinco Villas	Tejido urbano discontinuo	149,238563	2006
05	Cinco Villas	Terrenos principalmente agrícolas, pero con importantes espacios de vegetación natural	25812,80747	2000
05	Cinco Villas	Terrenos principalmente agrícolas, pero con importantes espacios de vegetación natural	25702,316617	2006
05	Cinco Villas	Terrenos regados permanentemente	59179,186834	2000
05	Cinco Villas	Terrenos regados permanentemente	60503,909342	2006
05	Cinco Villas	Tierras de labor en secano	100225,06175	2000
05	Cinco Villas	Tierras de labor en secano	95477,595153	2006
05	Cinco Villas	Turberas y prados turbosos	0	2000
05	Cinco Villas	Turberas y prados turbosos	0	2006
05	Cinco Villas	Vegetación esclerófila	35921,468568	2000
05	Cinco Villas	Vegetación esclerófila	35778,217717	2006
05	Cinco Villas	Viñedos	0	2000
05	Cinco Villas	Viñedos	0	2006
05	Cinco Villas	Zonas de extracción minera	6,52585	2000
05	Cinco Villas	Zonas de extracción minera	35,918876	2006
05	Cinco Villas	Zonas en construcción	0	2000
05	Cinco Villas	Zonas en construcción	91,804822	2006
05	Cinco Villas	Zonas industriales, comerciales y de transporte	333,459358	2000
05	Cinco Villas	Zonas industriales, comerciales y de transporte	206,639945	2006
05	Cinco Villas	Zonas quemadas	0	2000
05	Cinco Villas	Zonas quemadas	397,901272	2006
05	Cinco Villas	Zonas verdes urbanas	15,490281	2000
05	Cinco Villas	Zonas verdes urbanas	0	2006
06	Hoya de Huesca / Plana de Uesca	Aeropuertos	0	2000
06	Hoya de Huesca / Plana de Uesca	Aeropuertos	126,279473	2006
06	Hoya de Huesca / Plana de Uesca	Arrozales	310,344701	2000
06	Hoya de Huesca / Plana de Uesca	Arrozales	447,259992	2006
06	Hoya de Huesca / Plana de Uesca	Bosque mixto	9046,05935	2000
06	Hoya de Huesca / Plana de Uesca	Bosque mixto	8943,64105	2006
06	Hoya de Huesca / Plana de Uesca	Bosques de coníferas	21018,401954	2000
06	Hoya de Huesca / Plana de Uesca	Bosques de coníferas	19759,363659	2006
06	Hoya de Huesca / Plana de Uesca	Bosques de frondosas	12526,802899	2000
06	Hoya de Huesca / Plana de Uesca	Bosques de frondosas	12426,73685	2006
06	Hoya de Huesca / Plana de Uesca	Cursos de agua	1010,909495	2000
06	Hoya de Huesca / Plana de Uesca	Cursos de agua	787,512454	2006
06	Hoya de Huesca / Plana de Uesca	Escombreras y vertederos	0	2000
06	Hoya de Huesca / Plana de Uesca	Escombreras y vertederos	0	2006
06	Hoya de Huesca / Plana de Uesca	Espacios con vegetación escasa	413,061666	2000
06	Hoya de Huesca / Plana de Uesca	Espacios con vegetación escasa	502,594114	2006
06	Hoya de Huesca / Plana de Uesca	Frutales	1240,835108	2000
06	Hoya de Huesca / Plana de Uesca	Frutales	1297,100312	2006
06	Hoya de Huesca / Plana de Uesca	Glaciares y nieves permanentes	0	2000
06	Hoya de Huesca / Plana de Uesca	Glaciares y nieves permanentes	0	2006
06	Hoya de Huesca / Plana de Uesca	Humedales y zonas pantanosas	142,309557	2000
06	Hoya de Huesca / Plana de Uesca	Humedales y zonas pantanosas	141,652627	2006
06	Hoya de Huesca / Plana de Uesca	Instalaciones deportivas y recreativas	54,863118	2000
06	Hoya de Huesca / Plana de Uesca	Instalaciones deportivas y recreativas	27,167225	2006
06	Hoya de Huesca / Plana de Uesca	Landas y matorrales mesófilos	0	2000
06	Hoya de Huesca / Plana de Uesca	Landas y matorrales mesófilos	0	2006
06	Hoya de Huesca / Plana de Uesca	Láminas de agua	1844,435102	2000
06	Hoya de Huesca / Plana de Uesca	Láminas de agua	2087,259699	2006
06	Hoya de Huesca / Plana de Uesca	Matorral boscoso de transición	16604,498774	2000
06	Hoya de Huesca / Plana de Uesca	Matorral boscoso de transición	26772,238192	2006
06	Hoya de Huesca / Plana de Uesca	Mosaico de cultivos	5341,749432	2000
06	Hoya de Huesca / Plana de Uesca	Mosaico de cultivos	7243,877626	2006
06	Hoya de Huesca / Plana de Uesca	Olivares	0	2000
06	Hoya de Huesca / Plana de Uesca	Olivares	180,008988	2006
06	Hoya de Huesca / Plana de Uesca	Pastizales naturales	1637,967694	2000
06	Hoya de Huesca / Plana de Uesca	Pastizales naturales	1456,664067	2006
06	Hoya de Huesca / Plana de Uesca	Playas, dunas y arenales	0	2000
06	Hoya de Huesca / Plana de Uesca	Playas, dunas y arenales	0	2006
06	Hoya de Huesca / Plana de Uesca	Prados y praderas	0	2000
06	Hoya de Huesca / Plana de Uesca	Prados y praderas	0	2006
06	Hoya de Huesca / Plana de Uesca	Redes viarias, ferroviarias y terrenos asociados	683,701049	2000
06	Hoya de Huesca / Plana de Uesca	Redes viarias, ferroviarias y terrenos asociados	0	2006
06	Hoya de Huesca / Plana de Uesca	Roquedo	1524,780296	2000
06	Hoya de Huesca / Plana de Uesca	Roquedo	764,797109	2006
06	Hoya de Huesca / Plana de Uesca	Tejido urbano continuo	890,426829	2000
06	Hoya de Huesca / Plana de Uesca	Tejido urbano continuo	163,738171	2006
06	Hoya de Huesca / Plana de Uesca	Tejido urbano discontinuo	295,410946	2000
06	Hoya de Huesca / Plana de Uesca	Tejido urbano discontinuo	411,830997	2006
06	Hoya de Huesca / Plana de Uesca	Terrenos principalmente agrícolas, pero con importantes espacios de vegetación natural	12580,625026	2000
06	Hoya de Huesca / Plana de Uesca	Terrenos principalmente agrícolas, pero con importantes espacios de vegetación natural	12764,958833	2006
06	Hoya de Huesca / Plana de Uesca	Terrenos regados permanentemente	21520,981863	2000
06	Hoya de Huesca / Plana de Uesca	Terrenos regados permanentemente	18980,677864	2006
06	Hoya de Huesca / Plana de Uesca	Tierras de labor en secano	107523,131389	2000
06	Hoya de Huesca / Plana de Uesca	Tierras de labor en secano	108878,145818	2006
06	Hoya de Huesca / Plana de Uesca	Turberas y prados turbosos	0	2000
06	Hoya de Huesca / Plana de Uesca	Turberas y prados turbosos	0	2006
06	Hoya de Huesca / Plana de Uesca	Vegetación esclerófila	36015,445987	2000
06	Hoya de Huesca / Plana de Uesca	Vegetación esclerófila	27653,560075	2006
06	Hoya de Huesca / Plana de Uesca	Viñedos	31,293962	2000
06	Hoya de Huesca / Plana de Uesca	Viñedos	240,941812	2006
06	Hoya de Huesca / Plana de Uesca	Zonas de extracción minera	28,65787	2000
06	Hoya de Huesca / Plana de Uesca	Zonas de extracción minera	55,39269	2006
06	Hoya de Huesca / Plana de Uesca	Zonas en construcción	0	2000
06	Hoya de Huesca / Plana de Uesca	Zonas en construcción	174,965511	2006
06	Hoya de Huesca / Plana de Uesca	Zonas industriales, comerciales y de transporte	295,306893	2000
06	Hoya de Huesca / Plana de Uesca	Zonas industriales, comerciales y de transporte	309,156431	2006
06	Hoya de Huesca / Plana de Uesca	Zonas quemadas	0	2000
06	Hoya de Huesca / Plana de Uesca	Zonas quemadas	25,445488	2006
06	Hoya de Huesca / Plana de Uesca	Zonas verdes urbanas	28,249601	2000
06	Hoya de Huesca / Plana de Uesca	Zonas verdes urbanas	0	2006
07	Somontano de Barbastro	Aeropuertos	0	2000
07	Somontano de Barbastro	Aeropuertos	0	2006
07	Somontano de Barbastro	Arrozales	59,178116	2000
07	Somontano de Barbastro	Arrozales	54,315795	2006
07	Somontano de Barbastro	Bosque mixto	1231,669144	2000
07	Somontano de Barbastro	Bosque mixto	1231,751523	2006
07	Somontano de Barbastro	Bosques de coníferas	5627,462054	2000
07	Somontano de Barbastro	Bosques de coníferas	5624,865112	2006
07	Somontano de Barbastro	Bosques de frondosas	10100,583532	2000
07	Somontano de Barbastro	Bosques de frondosas	10119,98499	2006
07	Somontano de Barbastro	Cursos de agua	0	2000
07	Somontano de Barbastro	Cursos de agua	0	2006
07	Somontano de Barbastro	Escombreras y vertederos	0	2000
07	Somontano de Barbastro	Escombreras y vertederos	0	2006
07	Somontano de Barbastro	Espacios con vegetación escasa	119,461694	2000
07	Somontano de Barbastro	Espacios con vegetación escasa	119,461951	2006
07	Somontano de Barbastro	Frutales	169,055432	2000
07	Somontano de Barbastro	Frutales	25,416639	2006
07	Somontano de Barbastro	Glaciares y nieves permanentes	0	2000
07	Somontano de Barbastro	Glaciares y nieves permanentes	0	2006
07	Somontano de Barbastro	Humedales y zonas pantanosas	0	2000
07	Somontano de Barbastro	Humedales y zonas pantanosas	0	2006
07	Somontano de Barbastro	Instalaciones deportivas y recreativas	10,105191	2000
07	Somontano de Barbastro	Instalaciones deportivas y recreativas	0	2006
07	Somontano de Barbastro	Landas y matorrales mesófilos	0	2000
07	Somontano de Barbastro	Landas y matorrales mesófilos	0	2006
07	Somontano de Barbastro	Láminas de agua	412,824527	2000
07	Somontano de Barbastro	Láminas de agua	385,794408	2006
07	Somontano de Barbastro	Matorral boscoso de transición	11827,755072	2000
07	Somontano de Barbastro	Matorral boscoso de transición	11774,170303	2006
07	Somontano de Barbastro	Mosaico de cultivos	15494,218637	2000
07	Somontano de Barbastro	Mosaico de cultivos	19795,010885	2006
07	Somontano de Barbastro	Olivares	707,947791	2000
07	Somontano de Barbastro	Olivares	901,050007	2006
07	Somontano de Barbastro	Pastizales naturales	299,054662	2000
