Año	Inscripción comarca código	Inscripción comarca nombre	Edad (grandes grupos)	Sexo	Personas
2010	04	La Ribagorza	0-15	Mujer	22
2010	04	La Ribagorza	16-64	Hombre	121
2010	04	La Ribagorza	16-64	Mujer	129
2010	04	La Ribagorza	65 y más	Hombre	93
2010	04	La Ribagorza	65 y más	Mujer	100
2010	05	Cinco Villas	0-15	Hombre	42
2010	05	Cinco Villas	0-15	Mujer	35
2010	05	Cinco Villas	16-64	Hombre	236
2010	05	Cinco Villas	16-64	Mujer	295
2010	05	Cinco Villas	65 y más	Hombre	170
2010	05	Cinco Villas	65 y más	Mujer	198
2010	06	Hoya de Huesca / Plana de Uesca	0-15	Hombre	105
2010	06	Hoya de Huesca / Plana de Uesca	0-15	Mujer	111
2010	06	Hoya de Huesca / Plana de Uesca	16-64	Hombre	406
2010	06	Hoya de Huesca / Plana de Uesca	16-64	Mujer	362
2010	06	Hoya de Huesca / Plana de Uesca	65 y más	Hombre	214
2010	06	Hoya de Huesca / Plana de Uesca	65 y más	Mujer	248
2010	07	Somontano de Barbastro	0-15	Hombre	38
2010	07	Somontano de Barbastro	0-15	Mujer	26
2010	07	Somontano de Barbastro	16-64	Hombre	129
2010	07	Somontano de Barbastro	16-64	Mujer	170
2010	07	Somontano de Barbastro	65 y más	Hombre	124
2010	07	Somontano de Barbastro	65 y más	Mujer	108
2010	08	Cinca Medio	0-15	Hombre	23
2010	08	Cinca Medio	0-15	Mujer	23
2010	08	Cinca Medio	16-64	Hombre	90
2010	08	Cinca Medio	16-64	Mujer	91
2010	08	Cinca Medio	65 y más	Hombre	69
2010	08	Cinca Medio	65 y más	Mujer	75
2010	09	La Litera / La Llitera	0-15	Hombre	14
2010	09	La Litera / La Llitera	0-15	Mujer	13
2010	09	La Litera / La Llitera	16-64	Hombre	90
2010	09	La Litera / La Llitera	16-64	Mujer	79
2010	09	La Litera / La Llitera	65 y más	Hombre	88
2010	09	La Litera / La Llitera	65 y más	Mujer	68
2010	10	Los Monegros	0-15	Hombre	15
2010	10	Los Monegros	0-15	Mujer	13
2010	10	Los Monegros	16-64	Hombre	91
2010	10	Los Monegros	16-64	Mujer	141
2010	10	Los Monegros	65 y más	Hombre	87
2010	10	Los Monegros	65 y más	Mujer	94
2010	11	Bajo Cinca / Baix Cinca	0-15	Hombre	13
2010	11	Bajo Cinca / Baix Cinca	0-15	Mujer	15
2010	11	Bajo Cinca / Baix Cinca	16-64	Hombre	90
2010	11	Bajo Cinca / Baix Cinca	16-64	Mujer	110
2010	11	Bajo Cinca / Baix Cinca	65 y más	Hombre	65
2010	11	Bajo Cinca / Baix Cinca	65 y más	Mujer	64
2010	12	Tarazona y el Moncayo	0-15	Hombre	11
2010	12	Tarazona y el Moncayo	0-15	Mujer	13
2010	12	Tarazona y el Moncayo	16-64	Hombre	68
2010	12	Tarazona y el Moncayo	16-64	Mujer	75
2010	12	Tarazona y el Moncayo	65 y más	Hombre	37
2010	12	Tarazona y el Moncayo	65 y más	Mujer	46
2010	13	Campo de Borja	0-15	Hombre	14
2010	13	Campo de Borja	0-15	Mujer	10
2010	13	Campo de Borja	16-64	Hombre	80
2010	13	Campo de Borja	16-64	Mujer	72
2010	13	Campo de Borja	65 y más	Hombre	33
2010	13	Campo de Borja	65 y más	Mujer	56
2010	14	Aranda	0-15	Hombre	2
2010	14	Aranda	0-15	Mujer	4
2010	14	Aranda	16-64	Hombre	16
2010	14	Aranda	16-64	Mujer	15
2010	14	Aranda	65 y más	Hombre	11
2010	14	Aranda	65 y más	Mujer	20
2010	15	Ribera Alta del Ebro	0-15	Hombre	18
2010	15	Ribera Alta del Ebro	0-15	Mujer	7
2010	15	Ribera Alta del Ebro	16-64	Hombre	74
2010	15	Ribera Alta del Ebro	16-64	Mujer	65
2010	15	Ribera Alta del Ebro	65 y más	Hombre	55
2010	15	Ribera Alta del Ebro	65 y más	Mujer	56
2010	16	Valdejalón	0-15	Hombre	19
2010	16	Valdejalón	0-15	Mujer	13
2010	16	Valdejalón	16-64	Hombre	60
2010	16	Valdejalón	16-64	Mujer	66
2010	16	Valdejalón	65 y más	Hombre	43
2010	16	Valdejalón	65 y más	Mujer	56
2010	17	Central	0-15	Hombre	1304
2010	17	Central	0-15	Mujer	1177
2010	17	Central	16-64	Hombre	3910
2010	17	Central	16-64	Mujer	4520
2010	17	Central	65 y más	Hombre	1059
2010	17	Central	65 y más	Mujer	1368
2010	18	Ribera Baja del Ebro	0-15	Hombre	11
2010	18	Ribera Baja del Ebro	0-15	Mujer	6
2010	18	Ribera Baja del Ebro	16-64	Hombre	63
2010	18	Ribera Baja del Ebro	16-64	Mujer	53
2010	18	Ribera Baja del Ebro	65 y más	Hombre	55
2010	18	Ribera Baja del Ebro	65 y más	Mujer	59
2010	19	Bajo Aragón-Caspe / Baix Aragó-Casp	0-15	Hombre	6
2010	19	Bajo Aragón-Caspe / Baix Aragó-Casp	0-15	Mujer	10
2010	19	Bajo Aragón-Caspe / Baix Aragó-Casp	16-64	Hombre	60
2010	19	Bajo Aragón-Caspe / Baix Aragó-Casp	16-64	Mujer	57
2010	19	Bajo Aragón-Caspe / Baix Aragó-Casp	65 y más	Hombre	45
2010	19	Bajo Aragón-Caspe / Baix Aragó-Casp	65 y más	Mujer	55
2010	20	Comunidad de Calatayud	0-15	Hombre	47
2010	20	Comunidad de Calatayud	0-15	Mujer	50
2010	20	Comunidad de Calatayud	16-64	Hombre	203
2010	20	Comunidad de Calatayud	16-64	Mujer	189
2010	20	Comunidad de Calatayud	65 y más	Hombre	107
2010	20	Comunidad de Calatayud	65 y más	Mujer	155
2010	21	Campo de Cariñena	0-15	Hombre	2
2010	21	Campo de Cariñena	0-15	Mujer	8
2010	21	Campo de Cariñena	16-64	Hombre	41
2010	21	Campo de Cariñena	16-64	Mujer	48
2010	21	Campo de Cariñena	65 y más	Hombre	34
2010	21	Campo de Cariñena	65 y más	Mujer	40
2010	22	Campo de Belchite	0-15	Hombre	6
2010	22	Campo de Belchite	0-15	Mujer	4
2010	22	Campo de Belchite	16-64	Hombre	37
2010	22	Campo de Belchite	16-64	Mujer	56
2010	22	Campo de Belchite	65 y más	Hombre	53
2010	22	Campo de Belchite	65 y más	Mujer	38
2010	23	Bajo Martín	0-15	Hombre	3
2010	23	Bajo Martín	0-15	Mujer	7
2010	23	Bajo Martín	16-64	Hombre	26
2010	23	Bajo Martín	16-64	Mujer	29
2010	23	Bajo Martín	65 y más	Hombre	48
2010	23	Bajo Martín	65 y más	Mujer	43
2010	24	Campo de Daroca	0-15	Hombre	12
2010	24	Campo de Daroca	0-15	Mujer	6
2010	24	Campo de Daroca	16-64	Hombre	42
2010	24	Campo de Daroca	16-64	Mujer	52
2010	24	Campo de Daroca	65 y más	Hombre	33
2010	24	Campo de Daroca	65 y más	Mujer	32
2010	25	Jiloca	0-15	Hombre	8
2010	25	Jiloca	0-15	Mujer	11
2010	25	Jiloca	16-64	Hombre	61
2010	25	Jiloca	16-64	Mujer	67
2010	25	Jiloca	65 y más	Hombre	62
2010	25	Jiloca	65 y más	Mujer	47
2010	26	Cuencas Mineras	0-15	Hombre	9
2010	26	Cuencas Mineras	0-15	Mujer	11
2010	26	Cuencas Mineras	16-64	Hombre	92
2010	26	Cuencas Mineras	16-64	Mujer	80
2010	26	Cuencas Mineras	65 y más	Hombre	69
2010	26	Cuencas Mineras	65 y más	Mujer	79
2010	27	Andorra-Sierra de Arcos	0-15	Hombre	11
2010	27	Andorra-Sierra de Arcos	0-15	Mujer	11
2010	27	Andorra-Sierra de Arcos	16-64	Hombre	76
2010	27	Andorra-Sierra de Arcos	16-64	Mujer	73
2010	27	Andorra-Sierra de Arcos	65 y más	Hombre	39
2010	27	Andorra-Sierra de Arcos	65 y más	Mujer	46
2010	28	Bajo Aragón	0-15	Hombre	20
2010	28	Bajo Aragón	0-15	Mujer	22
2010	28	Bajo Aragón	16-64	Hombre	159
2010	28	Bajo Aragón	16-64	Mujer	174
2010	28	Bajo Aragón	65 y más	Hombre	142
2010	28	Bajo Aragón	65 y más	Mujer	167
2010	29	Comunidad de Teruel	0-15	Hombre	82
2010	29	Comunidad de Teruel	0-15	Mujer	70
2010	29	Comunidad de Teruel	16-64	Hombre	350
2010	29	Comunidad de Teruel	16-64	Mujer	348
2010	29	Comunidad de Teruel	65 y más	Hombre	196
2010	29	Comunidad de Teruel	65 y más	Mujer	187
2010	30	Maestrazgo	0-15	Hombre	4
2010	30	Maestrazgo	0-15	Mujer	6
2010	30	Maestrazgo	16-64	Hombre	40
2010	30	Maestrazgo	16-64	Mujer	58
2010	30	Maestrazgo	65 y más	Hombre	44
2010	30	Maestrazgo	65 y más	Mujer	54
2010	31	Sierra de Albarracín	0-15	Hombre	3
2010	31	Sierra de Albarracín	0-15	Mujer	8
2010	31	Sierra de Albarracín	16-64	Hombre	45
2010	31	Sierra de Albarracín	16-64	Mujer	21
2010	31	Sierra de Albarracín	65 y más	Hombre	43
2010	31	Sierra de Albarracín	65 y más	Mujer	37
2010	32	Gúdar-Javalambre	0-15	Hombre	4
2010	32	Gúdar-Javalambre	0-15	Mujer	6
2010	32	Gúdar-Javalambre	16-64	Hombre	46
2010	32	Gúdar-Javalambre	16-64	Mujer	46
2010	32	Gúdar-Javalambre	65 y más	Hombre	51
2010	32	Gúdar-Javalambre	65 y más	Mujer	53
2010	33	Matarraña / Matarranya	0-15	Hombre	10
2010	33	Matarraña / Matarranya	0-15	Mujer	6
2010	33	Matarraña / Matarranya	16-64	Hombre	62
2010	33	Matarraña / Matarranya	16-64	Mujer	56
2010	33	Matarraña / Matarranya	65 y más	Hombre	72
2010	33	Matarraña / Matarranya	65 y más	Mujer	90
2011	01	La Jacetania	0-15	Hombre	53
2011	01	La Jacetania	0-15	Mujer	64
2011	01	La Jacetania	16-64	Hombre	269
2011	01	La Jacetania	16-64	Mujer	279
2011	01	La Jacetania	65 y más	Hombre	154
2011	01	La Jacetania	65 y más	Mujer	204
2011	02	Alto Gállego	0-15	Hombre	17
2011	02	Alto Gállego	0-15	Mujer	18
2011	02	Alto Gállego	16-64	Hombre	96
2011	02	Alto Gállego	16-64	Mujer	105
2011	02	Alto Gállego	65 y más	Hombre	52
2011	02	Alto Gállego	65 y más	Mujer	47
2011	03	Sobrarbe	0-15	Hombre	25
2011	03	Sobrarbe	0-15	Mujer	24
2011	03	Sobrarbe	16-64	Hombre	138
2011	03	Sobrarbe	16-64	Mujer	145
2011	03	Sobrarbe	65 y más	Hombre	116
2011	03	Sobrarbe	65 y más	Mujer	147
2011	04	La Ribagorza	0-15	Hombre	18
2011	04	La Ribagorza	0-15	Mujer	25
2011	04	La Ribagorza	16-64	Hombre	126
2011	04	La Ribagorza	16-64	Mujer	142
2011	04	La Ribagorza	65 y más	Hombre	101
2011	04	La Ribagorza	65 y más	Mujer	105
2011	05	Cinco Villas	0-15	Hombre	42
2011	05	Cinco Villas	0-15	Mujer	36
2011	05	Cinco Villas	16-64	Hombre	286
2011	05	Cinco Villas	16-64	Mujer	339
2011	05	Cinco Villas	65 y más	Hombre	186
2011	05	Cinco Villas	65 y más	Mujer	213
2011	06	Hoya de Huesca / Plana de Uesca	0-15	Hombre	126
2011	06	Hoya de Huesca / Plana de Uesca	0-15	Mujer	117
2011	06	Hoya de Huesca / Plana de Uesca	16-64	Hombre	453
2011	06	Hoya de Huesca / Plana de Uesca	16-64	Mujer	421
2011	06	Hoya de Huesca / Plana de Uesca	65 y más	Hombre	220
2011	06	Hoya de Huesca / Plana de Uesca	65 y más	Mujer	252
2011	07	Somontano de Barbastro	0-15	Hombre	41
2011	07	Somontano de Barbastro	0-15	Mujer	27
2011	07	Somontano de Barbastro	16-64	Hombre	154
2011	07	Somontano de Barbastro	16-64	Mujer	180
2011	07	Somontano de Barbastro	65 y más	Hombre	123
2011	07	Somontano de Barbastro	65 y más	Mujer	113
2011	08	Cinca Medio	0-15	Hombre	25
2011	08	Cinca Medio	0-15	Mujer	22
2011	08	Cinca Medio	16-64	Hombre	94
2011	08	Cinca Medio	16-64	Mujer	99
2011	08	Cinca Medio	65 y más	Hombre	74
2011	08	Cinca Medio	65 y más	Mujer	76
2011	09	La Litera / La Llitera	0-15	Hombre	18
2011	09	La Litera / La Llitera	0-15	Mujer	13
2011	09	La Litera / La Llitera	16-64	Hombre	103
2011	09	La Litera / La Llitera	16-64	Mujer	86
2011	09	La Litera / La Llitera	65 y más	Hombre	89
2011	09	La Litera / La Llitera	65 y más	Mujer	71
2011	10	Los Monegros	0-15	Hombre	14
2011	10	Los Monegros	0-15	Mujer	12
2011	10	Los Monegros	16-64	Hombre	100
2011	10	Los Monegros	16-64	Mujer	151
2011	10	Los Monegros	65 y más	Hombre	91
2011	10	Los Monegros	65 y más	Mujer	100
2011	11	Bajo Cinca / Baix Cinca	0-15	Hombre	18
2011	11	Bajo Cinca / Baix Cinca	0-15	Mujer	20
2011	11	Bajo Cinca / Baix Cinca	16-64	Hombre	108
2011	11	Bajo Cinca / Baix Cinca	16-64	Mujer	118
2011	11	Bajo Cinca / Baix Cinca	65 y más	Hombre	64
2011	11	Bajo Cinca / Baix Cinca	65 y más	Mujer	66
2011	12	Tarazona y el Moncayo	0-15	Hombre	13
2011	12	Tarazona y el Moncayo	0-15	Mujer	16
2011	12	Tarazona y el Moncayo	16-64	Hombre	80
2011	12	Tarazona y el Moncayo	16-64	Mujer	86
2011	12	Tarazona y el Moncayo	65 y más	Hombre	39
2011	12	Tarazona y el Moncayo	65 y más	Mujer	46
2011	13	Campo de Borja	0-15	Hombre	11
2011	13	Campo de Borja	0-15	Mujer	10
2011	13	Campo de Borja	16-64	Hombre	81
2011	13	Campo de Borja	16-64	Mujer	72
2011	13	Campo de Borja	65 y más	Hombre	41
2011	13	Campo de Borja	65 y más	Mujer	61
2011	14	Aranda	0-15	Hombre	2
2011	14	Aranda	0-15	Mujer	4
2011	14	Aranda	16-64	Hombre	18
2011	14	Aranda	16-64	Mujer	17
2011	14	Aranda	65 y más	Hombre	12
2011	14	Aranda	65 y más	Mujer	23
2011	15	Ribera Alta del Ebro	0-15	Hombre	18
2011	15	Ribera Alta del Ebro	0-15	Mujer	10
2011	15	Ribera Alta del Ebro	16-64	Hombre	84
2011	15	Ribera Alta del Ebro	16-64	Mujer	69
2011	15	Ribera Alta del Ebro	65 y más	Hombre	55
2011	15	Ribera Alta del Ebro	65 y más	Mujer	55
2011	16	Valdejalón	0-15	Hombre	19
2011	16	Valdejalón	0-15	Mujer	11
2011	16	Valdejalón	16-64	Hombre	67
2011	16	Valdejalón	16-64	Mujer	72
2011	16	Valdejalón	65 y más	Hombre	46
2011	16	Valdejalón	65 y más	Mujer	55
2011	17	Central	0-15	Hombre	1377
2011	17	Central	0-15	Mujer	1310
2011	17	Central	16-64	Hombre	4287
2011	17	Central	16-64	Mujer	4875
2011	17	Central	65 y más	Hombre	1109
2011	17	Central	65 y más	Mujer	1400
2011	18	Ribera Baja del Ebro	0-15	Hombre	11
2011	18	Ribera Baja del Ebro	0-15	Mujer	7
2011	18	Ribera Baja del Ebro	16-64	Hombre	69
2011	18	Ribera Baja del Ebro	16-64	Mujer	56
2011	18	Ribera Baja del Ebro	65 y más	Hombre	53
2011	18	Ribera Baja del Ebro	65 y más	Mujer	62
2011	19	Bajo Aragón-Caspe / Baix Aragó-Casp	0-15	Hombre	7
2011	19	Bajo Aragón-Caspe / Baix Aragó-Casp	0-15	Mujer	12
2011	19	Bajo Aragón-Caspe / Baix Aragó-Casp	16-64	Hombre	70
2011	19	Bajo Aragón-Caspe / Baix Aragó-Casp	16-64	Mujer	66
2011	19	Bajo Aragón-Caspe / Baix Aragó-Casp	65 y más	Hombre	46
2011	19	Bajo Aragón-Caspe / Baix Aragó-Casp	65 y más	Mujer	51
2011	20	Comunidad de Calatayud	0-15	Hombre	45
2011	20	Comunidad de Calatayud	0-15	Mujer	49
2011	20	Comunidad de Calatayud	16-64	Hombre	217
2011	20	Comunidad de Calatayud	16-64	Mujer	205
2011	20	Comunidad de Calatayud	65 y más	Hombre	108
2011	20	Comunidad de Calatayud	65 y más	Mujer	154
2011	21	Campo de Cariñena	0-15	Hombre	2
2011	21	Campo de Cariñena	0-15	Mujer	11
2011	21	Campo de Cariñena	16-64	Hombre	47
