Comarca código	Comarca nombre	Año	Orden	Votos	Siglas
05	Cinco Villas	2015	12	16	Independientes-FIA
05	Cinco Villas	2015	12	5794	F.I.A.
05	Cinco Villas	2015	13	5942	ALTOARAGONenCOMUN
05	Cinco Villas	2015	14	2405	PCTE
05	Cinco Villas	2015	16	1957	TA
06	Hoya de Huesca / Plana de Uesca	2015	5	2342	IU-CHA-UPeC
06	Hoya de Huesca / Plana de Uesca	2015	6	336	UPYD
06	Hoya de Huesca / Plana de Uesca	2015	7	245	PACMA
06	Hoya de Huesca / Plana de Uesca	2015	8	189	EB
06	Hoya de Huesca / Plana de Uesca	2015	9	0	VOX
06	Hoya de Huesca / Plana de Uesca	2015	10	108	RECORTES CERO-GRUPO VERDE
06	Hoya de Huesca / Plana de Uesca	2015	11	82	PCPE
06	Hoya de Huesca / Plana de Uesca	2015	12	19	Independientes-FIA
06	Hoya de Huesca / Plana de Uesca	2015	12	11713	F.I.A.
06	Hoya de Huesca / Plana de Uesca	2015	13	8466	ALTOARAGONenCOMUN
06	Hoya de Huesca / Plana de Uesca	2015	14	62	PCTE
06	Hoya de Huesca / Plana de Uesca	2015	15	7092	MAS
06	Hoya de Huesca / Plana de Uesca	2015	16	6634	TA
07	Somontano de Barbastro	2015	5	620	IU-CHA-UPeC
07	Somontano de Barbastro	2015	6	112	UPYD
07	Somontano de Barbastro	2015	7	108	PACMA
07	Somontano de Barbastro	2015	8	52	EB
07	Somontano de Barbastro	2015	10	26	RECORTES CERO-GRUPO VERDE
07	Somontano de Barbastro	2015	11	18	PCPE
07	Somontano de Barbastro	2015	12	30	Independientes-FIA
07	Somontano de Barbastro	2015	12	4789	F.I.A.
07	Somontano de Barbastro	2015	13	3385	ALTOARAGONenCOMUN
07	Somontano de Barbastro	2015	15	2080	MAS
07	Somontano de Barbastro	2015	16	2290	TA
08	Cinca Medio	2015	5	695	IU-CHA-UPeC
08	Cinca Medio	2015	6	72	UPYD
08	Cinca Medio	2015	7	86	PACMA
08	Cinca Medio	2015	8	75	EB
08	Cinca Medio	2015	10	29	RECORTES CERO-GRUPO VERDE
08	Cinca Medio	2015	11	34	PCPE
08	Cinca Medio	2015	12	3846	F.I.A.
08	Cinca Medio	2015	12	10	Independientes-FIA
08	Cinca Medio	2015	13	3411	ALTOARAGONenCOMUN
08	Cinca Medio	2015	15	2188	MAS
08	Cinca Medio	2015	16	2000	TA
09	La Litera / La Llitera	2015	5	367	IU-CHA-UPeC
09	La Litera / La Llitera	2015	6	47	UPYD
09	La Litera / La Llitera	2015	7	71	PACMA
09	La Litera / La Llitera	2015	8	32	EB
09	La Litera / La Llitera	2015	10	13	RECORTES CERO-GRUPO VERDE
09	La Litera / La Llitera	2015	11	32	PCPE
09	La Litera / La Llitera	2015	12	11	Independientes-FIA
09	La Litera / La Llitera	2015	12	3407	F.I.A.
09	La Litera / La Llitera	2015	13	2503	ALTOARAGONenCOMUN
09	La Litera / La Llitera	2015	15	1748	MAS
09	La Litera / La Llitera	2015	16	1497	TA
10	Los Monegros	2015	5	475	IU-CHA-UPeC
10	Los Monegros	2015	6	54	UPYD
10	Los Monegros	2015	7	33	PACMA
10	Los Monegros	2015	8	50	EB
10	Los Monegros	2015	9	6	VOX
10	Los Monegros	2015	10	9	RECORTES CERO-GRUPO VERDE
10	Los Monegros	2015	11	20	PCPE
10	Los Monegros	2015	12	4539	F.I.A.
10	Los Monegros	2015	12	8	Independientes-FIA
10	Los Monegros	2015	13	3521	ALTOARAGONenCOMUN
10	Los Monegros	2015	14	257	PCTE
10	Los Monegros	2015	15	1051	MAS
10	Los Monegros	2015	16	1481	TA
11	Bajo Cinca / Baix Cinca	2015	5	375	IU-CHA-UPeC
11	Bajo Cinca / Baix Cinca	2015	6	59	UPYD
11	Bajo Cinca / Baix Cinca	2015	7	74	PACMA
11	Bajo Cinca / Baix Cinca	2015	8	48	EB
11	Bajo Cinca / Baix Cinca	2015	9	3	VOX
11	Bajo Cinca / Baix Cinca	2015	10	24	RECORTES CERO-GRUPO VERDE
11	Bajo Cinca / Baix Cinca	2015	11	28	PCPE
11	Bajo Cinca / Baix Cinca	2015	12	4163	F.I.A.
11	Bajo Cinca / Baix Cinca	2015	12	5	Independientes-FIA
11	Bajo Cinca / Baix Cinca	2015	13	3274	ALTOARAGONenCOMUN
11	Bajo Cinca / Baix Cinca	2015	14	312	PCTE
11	Bajo Cinca / Baix Cinca	2015	15	1683	MAS
11	Bajo Cinca / Baix Cinca	2015	16	2030	TA
12	Tarazona y el Moncayo	2015	5	537	IU-CHA-UPeC
12	Tarazona y el Moncayo	2015	6	40	UPYD
12	Tarazona y el Moncayo	2015	7	41	PACMA
12	Tarazona y el Moncayo	2015	8	34	EB
12	Tarazona y el Moncayo	2015	9	9	VOX
12	Tarazona y el Moncayo	2015	10	15	RECORTES CERO-GRUPO VERDE
12	Tarazona y el Moncayo	2015	11	21	PCPE
12	Tarazona y el Moncayo	2015	12	9	Independientes-FIA
12	Tarazona y el Moncayo	2015	12	2928	F.I.A.
12	Tarazona y el Moncayo	2015	13	1979	ALTOARAGONenCOMUN
12	Tarazona y el Moncayo	2015	14	1423	PCTE
12	Tarazona y el Moncayo	2015	16	1236	TA
13	Campo de Borja	2015	5	379	IU-CHA-UPeC
13	Campo de Borja	2015	6	35	UPYD
13	Campo de Borja	2015	7	33	PACMA
13	Campo de Borja	2015	8	30	EB
13	Campo de Borja	2015	9	10	VOX
13	Campo de Borja	2015	10	13	RECORTES CERO-GRUPO VERDE
13	Campo de Borja	2015	11	4	PCPE
13	Campo de Borja	2015	12	5	Independientes-FIA
13	Campo de Borja	2015	12	2665	F.I.A.
13	Campo de Borja	2015	13	2479	ALTOARAGONenCOMUN
13	Campo de Borja	2015	14	1255	PCTE
13	Campo de Borja	2015	16	986	TA
14	Aranda	2015	5	165	IU-CHA-UPeC
14	Aranda	2015	6	19	UPYD
14	Aranda	2015	7	8	PACMA
14	Aranda	2015	8	20	EB
14	Aranda	2015	9	4	VOX
14	Aranda	2015	10	5	RECORTES CERO-GRUPO VERDE
14	Aranda	2015	11	4	PCPE
14	Aranda	2015	12	8	Independientes-FIA
14	Aranda	2015	12	1690	F.I.A.
14	Aranda	2015	13	1126	ALTOARAGONenCOMUN
14	Aranda	2015	14	361	PCTE
14	Aranda	2015	16	567	TA
15	Ribera Alta del Ebro	2015	5	918	IU-CHA-UPeC
15	Ribera Alta del Ebro	2015	6	88	UPYD
15	Ribera Alta del Ebro	2015	7	97	PACMA
15	Ribera Alta del Ebro	2015	8	48	EB
15	Ribera Alta del Ebro	2015	9	34	VOX
15	Ribera Alta del Ebro	2015	10	23	RECORTES CERO-GRUPO VERDE
15	Ribera Alta del Ebro	2015	11	15	PCPE
15	Ribera Alta del Ebro	2015	12	4210	F.I.A.
15	Ribera Alta del Ebro	2015	12	11	Independientes-FIA
15	Ribera Alta del Ebro	2015	13	4883	ALTOARAGONenCOMUN
15	Ribera Alta del Ebro	2015	14	2477	PCTE
15	Ribera Alta del Ebro	2015	16	1926	TA
16	Valdejalón	2015	5	654	IU-CHA-UPeC
16	Valdejalón	2015	6	82	UPYD
16	Valdejalón	2015	7	62	PACMA
16	Valdejalón	2015	8	42	EB
16	Valdejalón	2015	9	34	VOX
16	Valdejalón	2015	10	14	RECORTES CERO-GRUPO VERDE
16	Valdejalón	2015	11	13	PCPE
16	Valdejalón	2015	12	7	Independientes-FIA
16	Valdejalón	2015	12	4829	F.I.A.
16	Valdejalón	2015	13	3766	ALTOARAGONenCOMUN
16	Valdejalón	2015	14	1793	PCTE
16	Valdejalón	2015	16	2043	TA
17	Central	2015	5	28908	IU-CHA-UPeC
17	Central	2015	6	3914	UPYD
17	Central	2015	7	3534	PACMA
17	Central	2015	8	2551	EB
17	Central	2015	9	1603	VOX
17	Central	2015	10	914	RECORTES CERO-GRUPO VERDE
17	Central	2015	11	714	PCPE
17	Central	2015	12	121118	F.I.A.
17	Central	2015	12	465	Independientes-FIA
17	Central	2015	13	84245	ALTOARAGONenCOMUN
17	Central	2015	14	85705	PCTE
17	Central	2015	16	79544	TA
18	Ribera Baja del Ebro	2015	5	278	IU-CHA-UPeC
18	Ribera Baja del Ebro	2015	6	28	UPYD
18	Ribera Baja del Ebro	2015	7	18	PACMA
18	Ribera Baja del Ebro	2015	8	21	EB
18	Ribera Baja del Ebro	2015	9	11	VOX
18	Ribera Baja del Ebro	2015	10	7	RECORTES CERO-GRUPO VERDE
18	Ribera Baja del Ebro	2015	11	9	PCPE
18	Ribera Baja del Ebro	2015	12	6	Independientes-FIA
18	Ribera Baja del Ebro	2015	12	1607	F.I.A.
18	Ribera Baja del Ebro	2015	13	1742	ALTOARAGONenCOMUN
18	Ribera Baja del Ebro	2015	14	692	PCTE
18	Ribera Baja del Ebro	2015	16	652	TA
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2015	5	316	IU-CHA-UPeC
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2015	6	28	UPYD
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2015	7	36	PACMA
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2015	8	34	EB
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2015	9	17	VOX
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2015	10	12	RECORTES CERO-GRUPO VERDE
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2015	11	11	PCPE
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2015	12	10	Independientes-FIA
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2015	12	2178	F.I.A.
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2015	13	2082	ALTOARAGONenCOMUN
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2015	14	1187	PCTE
19	Bajo Aragón-Caspe / Baix Aragó-Casp	2015	16	1142	TA
20	Comunidad de Calatayud	2015	5	1025	IU-CHA-UPeC
20	Comunidad de Calatayud	2015	6	100	UPYD
20	Comunidad de Calatayud	2015	7	95	PACMA
20	Comunidad de Calatayud	2015	8	82	EB
20	Comunidad de Calatayud	2015	9	45	VOX
20	Comunidad de Calatayud	2015	10	28	RECORTES CERO-GRUPO VERDE
20	Comunidad de Calatayud	2015	11	21	PCPE
20	Comunidad de Calatayud	2015	12	15	Independientes-FIA
20	Comunidad de Calatayud	2015	12	7667	F.I.A.
20	Comunidad de Calatayud	2015	13	5834	ALTOARAGONenCOMUN
20	Comunidad de Calatayud	2015	14	2811	PCTE
20	Comunidad de Calatayud	2015	16	2870	TA
21	Campo de Cariñena	2015	5	308	IU-CHA-UPeC
21	Campo de Cariñena	2015	6	17	UPYD
21	Campo de Cariñena	2015	7	23	PACMA
21	Campo de Cariñena	2015	8	21	EB
21	Campo de Cariñena	2015	9	16	VOX
21	Campo de Cariñena	2015	10	9	RECORTES CERO-GRUPO VERDE
21	Campo de Cariñena	2015	11	9	PCPE
21	Campo de Cariñena	2015	12	1	Independientes-FIA
21	Campo de Cariñena	2015	12	2021	F.I.A.
21	Campo de Cariñena	2015	13	1721	ALTOARAGONenCOMUN
21	Campo de Cariñena	2015	14	658	PCTE
21	Campo de Cariñena	2015	16	632	TA
22	Campo de Belchite	2015	5	91	IU-CHA-UPeC
22	Campo de Belchite	2015	6	17	UPYD
22	Campo de Belchite	2015	7	11	PACMA
22	Campo de Belchite	2015	8	9	EB
22	Campo de Belchite	2015	9	7	VOX
22	Campo de Belchite	2015	10	5	RECORTES CERO-GRUPO VERDE
22	Campo de Belchite	2015	11	5	PCPE
22	Campo de Belchite	2015	12	1	Independientes-FIA
22	Campo de Belchite	2015	12	1418	F.I.A.
22	Campo de Belchite	2015	13	823	ALTOARAGONenCOMUN
22	Campo de Belchite	2015	14	359	PCTE
22	Campo de Belchite	2015	16	307	TA
23	Bajo Martín	2015	5	258	IU-CHA-UPeC
23	Bajo Martín	2015	6	11	UPYD
23	Bajo Martín	2015	7	7	PACMA
23	Bajo Martín	2015	8	9	EB
23	Bajo Martín	2015	10	6	RECORTES CERO-GRUPO VERDE
23	Bajo Martín	2015	11	3	PCPE
23	Bajo Martín	2015	12	1381	F.I.A.
23	Bajo Martín	2015	13	1168	ALTOARAGONenCOMUN
23	Bajo Martín	2015	14	508	PCTE
23	Bajo Martín	2015	16	474	TA
24	Campo de Daroca	2015	5	135	IU-CHA-UPeC
24	Campo de Daroca	2015	6	19	UPYD
24	Campo de Daroca	2015	7	12	PACMA
24	Campo de Daroca	2015	8	40	EB
24	Campo de Daroca	2015	9	3	VOX
24	Campo de Daroca	2015	10	6	RECORTES CERO-GRUPO VERDE
24	Campo de Daroca	2015	11	5	PCPE
24	Campo de Daroca	2015	12	1667	F.I.A.
24	Campo de Daroca	2015	12	3	Independientes-FIA
24	Campo de Daroca	2015	13	805	ALTOARAGONenCOMUN
24	Campo de Daroca	2015	14	352	PCTE
24	Campo de Daroca	2015	16	374	TA
25	Jiloca	2015	5	235	IU-CHA-UPeC
25	Jiloca	2015	6	46	UPYD
25	Jiloca	2015	7	18	PACMA
25	Jiloca	2015	8	25	EB
25	Jiloca	2015	10	21	RECORTES CERO-GRUPO VERDE
25	Jiloca	2015	11	11	PCPE
25	Jiloca	2015	12	3042	F.I.A.
25	Jiloca	2015	13	1678	ALTOARAGONenCOMUN
25	Jiloca	2015	14	773	PCTE
25	Jiloca	2015	16	927	TA
26	Cuencas Mineras	2015	5	296	IU-CHA-UPeC
26	Cuencas Mineras	2015	6	18	UPYD
26	Cuencas Mineras	2015	7	37	PACMA
26	Cuencas Mineras	2015	8	21	EB
26	Cuencas Mineras	2015	10	4	RECORTES CERO-GRUPO VERDE
26	Cuencas Mineras	2015	11	12	PCPE
26	Cuencas Mineras	2015	12	1397	F.I.A.
26	Cuencas Mineras	2015	13	1916	ALTOARAGONenCOMUN
26	Cuencas Mineras	2015	14	740	PCTE
26	Cuencas Mineras	2015	16	501	TA
27	Andorra-Sierra de Arcos	2015	5	547	IU-CHA-UPeC
27	Andorra-Sierra de Arcos	2015	6	30	UPYD
27	Andorra-Sierra de Arcos	2015	7	28	PACMA
27	Andorra-Sierra de Arcos	2015	8	21	EB
27	Andorra-Sierra de Arcos	2015	10	5	RECORTES CERO-GRUPO VERDE
27	Andorra-Sierra de Arcos	2015	11	9	PCPE
27	Andorra-Sierra de Arcos	2015	12	1680	F.I.A.
27	Andorra-Sierra de Arcos	2015	13	1767	ALTOARAGONenCOMUN
27	Andorra-Sierra de Arcos	2015	14	1129	PCTE
27	Andorra-Sierra de Arcos	2015	16	725	TA
28	Bajo Aragón	2015	5	728	IU-CHA-UPeC
28	Bajo Aragón	2015	6	111	UPYD
28	Bajo Aragón	2015	7	115	PACMA
28	Bajo Aragón	2015	8	41	EB
28	Bajo Aragón	2015	10	20	RECORTES CERO-GRUPO VERDE
28	Bajo Aragón	2015	11	27	PCPE
28	Bajo Aragón	2015	12	5485	F.I.A.
28	Bajo Aragón	2015	13	3986	ALTOARAGONenCOMUN
28	Bajo Aragón	2015	14	2697	PCTE
28	Bajo Aragón	2015	16	2427	TA
29	Comunidad de Teruel	2015	5	1247	IU-CHA-UPeC
29	Comunidad de Teruel	2015	6	166	UPYD
29	Comunidad de Teruel	2015	7	132	PACMA
29	Comunidad de Teruel	2015	8	165	EB
29	Comunidad de Teruel	2015	10	59	RECORTES CERO-GRUPO VERDE
29	Comunidad de Teruel	2015	11	27	PCPE
29	Comunidad de Teruel	2015	12	9798	F.I.A.
29	Comunidad de Teruel	2015	13	5838	ALTOARAGONenCOMUN
29	Comunidad de Teruel	2015	14	3813	PCTE
29	Comunidad de Teruel	2015	16	4514	TA
30	Maestrazgo	2015	5	70	IU-CHA-UPeC
30	Maestrazgo	2015	6	12	UPYD
30	Maestrazgo	2015	7	7	PACMA
30	Maestrazgo	2015	8	4	EB
30	Maestrazgo	2015	10	7	RECORTES CERO-GRUPO VERDE
30	Maestrazgo	2015	11	1	PCPE
30	Maestrazgo	2015	12	851	F.I.A.
30	Maestrazgo	2015	13	433	ALTOARAGONenCOMUN
30	Maestrazgo	2015	14	289	PCTE
30	Maestrazgo	2015	16	241	TA
31	Sierra de Albarracín	2015	5	132	IU-CHA-UPeC
31	Sierra de Albarracín	2015	6	16	UPYD
31	Sierra de Albarracín	2015	7	6	PACMA
31	Sierra de Albarracín	2015	8	5	EB
31	Sierra de Albarracín	2015	10	3	RECORTES CERO-GRUPO VERDE
31	Sierra de Albarracín	2015	11	5	PCPE
31	Sierra de Albarracín	2015	12	1062	F.I.A.
31	Sierra de Albarracín	2015	13	817	ALTOARAGONenCOMUN
31	Sierra de Albarracín	2015	14	382	PCTE
31	Sierra de Albarracín	2015	16	375	TA
32	Gúdar-Javalambre	2015	5	183	IU-CHA-UPeC
32	Gúdar-Javalambre	2015	6	24	UPYD
32	Gúdar-Javalambre	2015	7	12	PACMA
32	Gúdar-Javalambre	2015	8	10	EB
32	Gúdar-Javalambre	2015	10	6	RECORTES CERO-GRUPO VERDE
32	Gúdar-Javalambre	2015	11	7	PCPE
32	Gúdar-Javalambre	2015	12	1757	F.I.A.
32	Gúdar-Javalambre	2015	13	1208	ALTOARAGONenCOMUN
32	Gúdar-Javalambre	2015	14	640	PCTE
32	Gúdar-Javalambre	2015	16	596	TA
33	Matarraña / Matarranya	2015	5	177	IU-CHA-UPeC
33	Matarraña / Matarranya	2015	6	15	UPYD
33	Matarraña / Matarranya	2015	7	13	PACMA
33	Matarraña / Matarranya	2015	8	16	EB
33	Matarraña / Matarranya	2015	10	4	RECORTES CERO-GRUPO VERDE
33	Matarraña / Matarranya	2015	11	3	PCPE
33	Matarraña / Matarranya	2015	12	1771	F.I.A.
33	Matarraña / Matarranya	2015	13	1043	ALTOARAGONenCOMUN
33	Matarraña / Matarranya	2015	14	835	PCTE
33	Matarraña / Matarranya	2015	16	620	TA
