Mes (código)	Mes y año	Provincia código	Provincia nombre	Edad (Grupos Quinquenales 2010)	Sexo	Afiliaciones en alta
201812	Diciembre 2018	50	Zaragoza	25-29	Mujeres	16918
201812	Diciembre 2018	50	Zaragoza	30-34	Hombres	21535
201812	Diciembre 2018	50	Zaragoza	30-34	Mujeres	20344
201812	Diciembre 2018	50	Zaragoza	35-39	Hombres	27912
201812	Diciembre 2018	50	Zaragoza	35-39	Mujeres	25342
201812	Diciembre 2018	50	Zaragoza	40-44	Hombres	35066
201812	Diciembre 2018	50	Zaragoza	40-44	Mujeres	30774
201812	Diciembre 2018	50	Zaragoza	45-49	Hombres	33169
201812	Diciembre 2018	50	Zaragoza	45-49	Mujeres	29300
201812	Diciembre 2018	50	Zaragoza	50-54	Hombres	29954
201812	Diciembre 2018	50	Zaragoza	50-54	Mujeres	26745
201812	Diciembre 2018	50	Zaragoza	55-59	Hombres	25243
201812	Diciembre 2018	50	Zaragoza	55-59	Mujeres	21225
201812	Diciembre 2018	50	Zaragoza	60-64	Hombres	15950
201812	Diciembre 2018	50	Zaragoza	60-64	Mujeres	13363
201812	Diciembre 2018	50	Zaragoza	65-69	Hombres	1560
201812	Diciembre 2018	50	Zaragoza	65-69	Mujeres	1446
201812	Diciembre 2018	50	Zaragoza	Más de 69	Hombres	590
201812	Diciembre 2018	50	Zaragoza	Más de 69	Mujeres	377
201812	Diciembre 2018	50	Zaragoza	Sin clasificar	Mujeres	4
201809	Septiembre 2018	22	Huesca	16-19	Hombres	490
201809	Septiembre 2018	22	Huesca	16-19	Mujeres	258
201809	Septiembre 2018	22	Huesca	20-24	Hombres	2540
201809	Septiembre 2018	22	Huesca	20-24	Mujeres	1503
201809	Septiembre 2018	22	Huesca	25-29	Hombres	4036
201809	Septiembre 2018	22	Huesca	25-29	Mujeres	3160
201809	Septiembre 2018	22	Huesca	30-34	Hombres	5209
201809	Septiembre 2018	22	Huesca	30-34	Mujeres	4251
201809	Septiembre 2018	22	Huesca	35-39	Hombres	7028
201809	Septiembre 2018	22	Huesca	35-39	Mujeres	5454
201809	Septiembre 2018	22	Huesca	40-44	Hombres	8211
201809	Septiembre 2018	22	Huesca	40-44	Mujeres	6554
201809	Septiembre 2018	22	Huesca	45-49	Hombres	7680
201809	Septiembre 2018	22	Huesca	45-49	Mujeres	6325
201809	Septiembre 2018	22	Huesca	50-54	Hombres	7309
201809	Septiembre 2018	22	Huesca	50-54	Mujeres	6021
201809	Septiembre 2018	22	Huesca	55-59	Hombres	6455
201809	Septiembre 2018	22	Huesca	55-59	Mujeres	5072
201809	Septiembre 2018	22	Huesca	60-64	Hombres	4218
201809	Septiembre 2018	22	Huesca	60-64	Mujeres	3214
201809	Septiembre 2018	22	Huesca	65-69	Hombres	677
201809	Septiembre 2018	22	Huesca	65-69	Mujeres	460
201809	Septiembre 2018	22	Huesca	Más de 69	Hombres	262
201809	Septiembre 2018	22	Huesca	Más de 69	Mujeres	134
201809	Septiembre 2018	22	Huesca	Sin clasificar	Hombres	1
201809	Septiembre 2018	44	Teruel	16-19	Hombres	234
201809	Septiembre 2018	44	Teruel	16-19	Mujeres	116
201809	Septiembre 2018	44	Teruel	20-24	Hombres	1435
201809	Septiembre 2018	44	Teruel	20-24	Mujeres	840
201809	Septiembre 2018	44	Teruel	25-29	Hombres	2363
201809	Septiembre 2018	44	Teruel	25-29	Mujeres	1912
201809	Septiembre 2018	44	Teruel	30-34	Hombres	3178
201809	Septiembre 2018	44	Teruel	30-34	Mujeres	2582
201809	Septiembre 2018	44	Teruel	35-39	Hombres	4096
201809	Septiembre 2018	44	Teruel	35-39	Mujeres	3102
201809	Septiembre 2018	44	Teruel	40-44	Hombres	4599
201809	Septiembre 2018	44	Teruel	40-44	Mujeres	3492
201809	Septiembre 2018	44	Teruel	45-49	Hombres	4341
201809	Septiembre 2018	44	Teruel	45-49	Mujeres	3536
201809	Septiembre 2018	44	Teruel	50-54	Hombres	4581
201809	Septiembre 2018	44	Teruel	50-54	Mujeres	3545
201809	Septiembre 2018	44	Teruel	55-59	Hombres	3894
201809	Septiembre 2018	44	Teruel	55-59	Mujeres	3006
201809	Septiembre 2018	44	Teruel	60-64	Hombres	2309
201809	Septiembre 2018	44	Teruel	60-64	Mujeres	1779
201809	Septiembre 2018	44	Teruel	65-69	Hombres	202
201809	Septiembre 2018	44	Teruel	65-69	Mujeres	233
201809	Septiembre 2018	44	Teruel	Más de 69	Hombres	51
201809	Septiembre 2018	44	Teruel	Más de 69	Mujeres	31
201809	Septiembre 2018	50	Zaragoza	16-19	Hombres	1845
201809	Septiembre 2018	50	Zaragoza	16-19	Mujeres	1102
201809	Septiembre 2018	50	Zaragoza	20-24	Hombres	11057
201809	Septiembre 2018	50	Zaragoza	20-24	Mujeres	8593
201809	Septiembre 2018	50	Zaragoza	25-29	Hombres	17963
201809	Septiembre 2018	50	Zaragoza	25-29	Mujeres	16754
201809	Septiembre 2018	50	Zaragoza	30-34	Hombres	22399
201809	Septiembre 2018	50	Zaragoza	30-34	Mujeres	20686
201809	Septiembre 2018	50	Zaragoza	35-39	Hombres	29099
201809	Septiembre 2018	50	Zaragoza	35-39	Mujeres	25735
201809	Septiembre 2018	50	Zaragoza	40-44	Hombres	35988
201809	Septiembre 2018	50	Zaragoza	40-44	Mujeres	30826
201809	Septiembre 2018	50	Zaragoza	45-49	Hombres	33844
201809	Septiembre 2018	50	Zaragoza	45-49	Mujeres	29333
201809	Septiembre 2018	50	Zaragoza	50-54	Hombres	30444
201809	Septiembre 2018	50	Zaragoza	50-54	Mujeres	26726
201809	Septiembre 2018	50	Zaragoza	55-59	Hombres	25561
201809	Septiembre 2018	50	Zaragoza	55-59	Mujeres	21114
201809	Septiembre 2018	50	Zaragoza	60-64	Hombres	15804
201809	Septiembre 2018	50	Zaragoza	60-64	Mujeres	13086
201809	Septiembre 2018	50	Zaragoza	65-69	Hombres	1551
201809	Septiembre 2018	50	Zaragoza	65-69	Mujeres	1480
201809	Septiembre 2018	50	Zaragoza	Más de 69	Hombres	561
201809	Septiembre 2018	50	Zaragoza	Más de 69	Mujeres	368
201809	Septiembre 2018	50	Zaragoza	Sin clasificar	Mujeres	4
201806	Junio 2018	22	Huesca	16-19	Hombres	949
201806	Junio 2018	22	Huesca	16-19	Mujeres	505
201806	Junio 2018	22	Huesca	20-24	Hombres	3132
201806	Junio 2018	22	Huesca	20-24	Mujeres	1832
201806	Junio 2018	22	Huesca	25-29	Hombres	4481
201806	Junio 2018	22	Huesca	25-29	Mujeres	3427
201806	Junio 2018	22	Huesca	30-34	Hombres	5762
201806	Junio 2018	22	Huesca	30-34	Mujeres	4517
201806	Junio 2018	22	Huesca	35-39	Hombres	7787
201806	Junio 2018	22	Huesca	35-39	Mujeres	5778
201806	Junio 2018	22	Huesca	40-44	Hombres	8923
201806	Junio 2018	22	Huesca	40-44	Mujeres	6806
201806	Junio 2018	22	Huesca	45-49	Hombres	8252
201806	Junio 2018	22	Huesca	45-49	Mujeres	6474
201806	Junio 2018	22	Huesca	50-54	Hombres	7680
201806	Junio 2018	22	Huesca	50-54	Mujeres	6096
201806	Junio 2018	22	Huesca	55-59	Hombres	6581
201806	Junio 2018	22	Huesca	55-59	Mujeres	4987
201806	Junio 2018	22	Huesca	60-64	Hombres	4244
201806	Junio 2018	22	Huesca	60-64	Mujeres	3128
201806	Junio 2018	22	Huesca	65-69	Hombres	657
201806	Junio 2018	22	Huesca	65-69	Mujeres	469
201806	Junio 2018	22	Huesca	Más de 69	Hombres	253
201806	Junio 2018	22	Huesca	Más de 69	Mujeres	123
201806	Junio 2018	44	Teruel	16-19	Hombres	326
201806	Junio 2018	44	Teruel	16-19	Mujeres	187
201806	Junio 2018	44	Teruel	20-24	Hombres	1529
201806	Junio 2018	44	Teruel	20-24	Mujeres	884
201806	Junio 2018	44	Teruel	25-29	Hombres	2413
201806	Junio 2018	44	Teruel	25-29	Mujeres	1934
201806	Junio 2018	44	Teruel	30-34	Hombres	3287
201806	Junio 2018	44	Teruel	30-34	Mujeres	2609
201806	Junio 2018	44	Teruel	35-39	Hombres	4163
201806	Junio 2018	44	Teruel	35-39	Mujeres	3108
201806	Junio 2018	44	Teruel	40-44	Hombres	4612
201806	Junio 2018	44	Teruel	40-44	Mujeres	3514
201806	Junio 2018	44	Teruel	45-49	Hombres	4402
201806	Junio 2018	44	Teruel	45-49	Mujeres	3533
201806	Junio 2018	44	Teruel	50-54	Hombres	4561
201806	Junio 2018	44	Teruel	50-54	Mujeres	3477
201806	Junio 2018	44	Teruel	55-59	Hombres	3799
201806	Junio 2018	44	Teruel	55-59	Mujeres	2938
201806	Junio 2018	44	Teruel	60-64	Hombres	2243
201806	Junio 2018	44	Teruel	60-64	Mujeres	1722
201806	Junio 2018	44	Teruel	65-69	Hombres	203
201806	Junio 2018	44	Teruel	65-69	Mujeres	212
201806	Junio 2018	44	Teruel	Más de 69	Hombres	54
201806	Junio 2018	44	Teruel	Más de 69	Mujeres	27
201806	Junio 2018	50	Zaragoza	16-19	Hombres	2444
201806	Junio 2018	50	Zaragoza	16-19	Mujeres	1319
201806	Junio 2018	50	Zaragoza	20-24	Hombres	11633
201806	Junio 2018	50	Zaragoza	20-24	Mujeres	9062
201806	Junio 2018	50	Zaragoza	25-29	Hombres	18337
201806	Junio 2018	50	Zaragoza	25-29	Mujeres	16733
201806	Junio 2018	50	Zaragoza	30-34	Hombres	22993
201806	Junio 2018	50	Zaragoza	30-34	Mujeres	20876
201806	Junio 2018	50	Zaragoza	35-39	Hombres	30025
201806	Junio 2018	50	Zaragoza	35-39	Mujeres	26014
201806	Junio 2018	50	Zaragoza	40-44	Hombres	36544
201806	Junio 2018	50	Zaragoza	40-44	Mujeres	30690
201806	Junio 2018	50	Zaragoza	45-49	Hombres	34204
201806	Junio 2018	50	Zaragoza	45-49	Mujeres	28969
201806	Junio 2018	50	Zaragoza	50-54	Hombres	30681
201806	Junio 2018	50	Zaragoza	50-54	Mujeres	25906
201806	Junio 2018	50	Zaragoza	55-59	Hombres	25560
201806	Junio 2018	50	Zaragoza	55-59	Mujeres	20320
201806	Junio 2018	50	Zaragoza	60-64	Hombres	15770
201806	Junio 2018	50	Zaragoza	60-64	Mujeres	12491
201806	Junio 2018	50	Zaragoza	65-69	Hombres	1539
201806	Junio 2018	50	Zaragoza	65-69	Mujeres	1460
201806	Junio 2018	50	Zaragoza	Más de 69	Hombres	547
201806	Junio 2018	50	Zaragoza	Más de 69	Mujeres	364
201806	Junio 2018	50	Zaragoza	Sin clasificar	Mujeres	4
201803	Marzo 2018	22	Huesca	16-19	Hombres	454
201803	Marzo 2018	22	Huesca	16-19	Mujeres	246
201803	Marzo 2018	22	Huesca	20-24	Hombres	2506
201803	Marzo 2018	22	Huesca	20-24	Mujeres	1499
201803	Marzo 2018	22	Huesca	25-29	Hombres	4179
201803	Marzo 2018	22	Huesca	25-29	Mujeres	3255
201803	Marzo 2018	22	Huesca	30-34	Hombres	5242
201803	Marzo 2018	22	Huesca	30-34	Mujeres	4339
201803	Marzo 2018	22	Huesca	35-39	Hombres	7164
201803	Marzo 2018	22	Huesca	35-39	Mujeres	5534
201803	Marzo 2018	22	Huesca	40-44	Hombres	8023
201803	Marzo 2018	22	Huesca	40-44	Mujeres	6522
201803	Marzo 2018	22	Huesca	45-49	Hombres	7560
201803	Marzo 2018	22	Huesca	45-49	Mujeres	6175
201803	Marzo 2018	22	Huesca	50-54	Hombres	7291
201803	Marzo 2018	22	Huesca	50-54	Mujeres	5898
201803	Marzo 2018	22	Huesca	55-59	Hombres	6314
201803	Marzo 2018	22	Huesca	55-59	Mujeres	4954
201803	Marzo 2018	22	Huesca	60-64	Hombres	4090
201803	Marzo 2018	22	Huesca	60-64	Mujeres	3039
201803	Marzo 2018	22	Huesca	65-69	Hombres	622
201803	Marzo 2018	22	Huesca	65-69	Mujeres	471
201803	Marzo 2018	22	Huesca	Más de 69	Hombres	240
201803	Marzo 2018	22	Huesca	Más de 69	Mujeres	118
201803	Marzo 2018	44	Teruel	16-19	Hombres	195
201803	Marzo 2018	44	Teruel	16-19	Mujeres	105
201803	Marzo 2018	44	Teruel	20-24	Hombres	1321
201803	Marzo 2018	44	Teruel	20-24	Mujeres	778
201803	Marzo 2018	44	Teruel	25-29	Hombres	2385
201803	Marzo 2018	44	Teruel	25-29	Mujeres	1897
201803	Marzo 2018	44	Teruel	30-34	Hombres	3181
201803	Marzo 2018	44	Teruel	30-34	Mujeres	2586
201803	Marzo 2018	44	Teruel	35-39	Hombres	4047
201803	Marzo 2018	44	Teruel	35-39	Mujeres	3007
201803	Marzo 2018	44	Teruel	40-44	Hombres	4460
201803	Marzo 2018	44	Teruel	40-44	Mujeres	3433
201803	Marzo 2018	44	Teruel	45-49	Hombres	4265
201803	Marzo 2018	44	Teruel	45-49	Mujeres	3373
201803	Marzo 2018	44	Teruel	50-54	Hombres	4491
201803	Marzo 2018	44	Teruel	50-54	Mujeres	3396
201803	Marzo 2018	44	Teruel	55-59	Hombres	3680
201803	Marzo 2018	44	Teruel	55-59	Mujeres	2901
201803	Marzo 2018	44	Teruel	60-64	Hombres	2162
201803	Marzo 2018	44	Teruel	60-64	Mujeres	1696
201803	Marzo 2018	44	Teruel	65-69	Hombres	193
201803	Marzo 2018	44	Teruel	65-69	Mujeres	210
201803	Marzo 2018	44	Teruel	Más de 69	Hombres	47
201803	Marzo 2018	44	Teruel	Más de 69	Mujeres	29
201803	Marzo 2018	50	Zaragoza	16-19	Hombres	1463
201803	Marzo 2018	50	Zaragoza	16-19	Mujeres	874
201803	Marzo 2018	50	Zaragoza	20-24	Hombres	10229
201803	Marzo 2018	50	Zaragoza	20-24	Mujeres	8365
201803	Marzo 2018	50	Zaragoza	25-29	Hombres	17315
201803	Marzo 2018	50	Zaragoza	25-29	Mujeres	16567
201803	Marzo 2018	50	Zaragoza	30-34	Hombres	22013
201803	Marzo 2018	50	Zaragoza	30-34	Mujeres	20524
201803	Marzo 2018	50	Zaragoza	35-39	Hombres	28956
201803	Marzo 2018	50	Zaragoza	35-39	Mujeres	25834
201803	Marzo 2018	50	Zaragoza	40-44	Hombres	34937
201803	Marzo 2018	50	Zaragoza	40-44	Mujeres	30004
201803	Marzo 2018	50	Zaragoza	45-49	Hombres	32472
201803	Marzo 2018	50	Zaragoza	45-49	Mujeres	28224
201803	Marzo 2018	50	Zaragoza	50-54	Hombres	29337
201803	Marzo 2018	50	Zaragoza	50-54	Mujeres	25662
201803	Marzo 2018	50	Zaragoza	55-59	Hombres	24644
201803	Marzo 2018	50	Zaragoza	55-59	Mujeres	20339
201803	Marzo 2018	50	Zaragoza	60-64	Hombres	15083
201803	Marzo 2018	50	Zaragoza	60-64	Mujeres	12487
201803	Marzo 2018	50	Zaragoza	65-69	Hombres	1471
201803	Marzo 2018	50	Zaragoza	65-69	Mujeres	1390
201803	Marzo 2018	50	Zaragoza	Más de 69	Hombres	513
201803	Marzo 2018	50	Zaragoza	Más de 69	Mujeres	353
201803	Marzo 2018	50	Zaragoza	Sin clasificar	Mujeres	4
201712	Diciembre 2017	22	Huesca	16-19	Hombres	450
201712	Diciembre 2017	22	Huesca	16-19	Mujeres	257
201712	Diciembre 2017	22	Huesca	20-24	Hombres	2467
201712	Diciembre 2017	22	Huesca	20-24	Mujeres	1538
201712	Diciembre 2017	22	Huesca	25-29	Hombres	4147
201712	Diciembre 2017	22	Huesca	25-29	Mujeres	3232
201712	Diciembre 2017	22	Huesca	30-34	Hombres	5158
201712	Diciembre 2017	22	Huesca	30-34	Mujeres	4282
201712	Diciembre 2017	22	Huesca	35-39	Hombres	7211
201712	Diciembre 2017	22	Huesca	35-39	Mujeres	5557
201712	Diciembre 2017	22	Huesca	40-44	Hombres	7922
201712	Diciembre 2017	22	Huesca	40-44	Mujeres	6379
201712	Diciembre 2017	22	Huesca	45-49	Hombres	7520
201712	Diciembre 2017	22	Huesca	45-49	Mujeres	6195
201712	Diciembre 2017	22	Huesca	50-54	Hombres	7196
201712	Diciembre 2017	22	Huesca	50-54	Mujeres	5805
201712	Diciembre 2017	22	Huesca	55-59	Hombres	6252
201712	Diciembre 2017	22	Huesca	55-59	Mujeres	4864
201712	Diciembre 2017	22	Huesca	60-64	Hombres	3975
201712	Diciembre 2017	22	Huesca	60-64	Mujeres	2960
201712	Diciembre 2017	22	Huesca	65-69	Hombres	603
201712	Diciembre 2017	22	Huesca	65-69	Mujeres	455
201712	Diciembre 2017	22	Huesca	Más de 69	Hombres	237
201712	Diciembre 2017	22	Huesca	Más de 69	Mujeres	111
201712	Diciembre 2017	44	Teruel	16-19	Hombres	205
201712	Diciembre 2017	44	Teruel	16-19	Mujeres	111
201712	Diciembre 2017	44	Teruel	20-24	Hombres	1293
201712	Diciembre 2017	44	Teruel	20-24	Mujeres	806
201712	Diciembre 2017	44	Teruel	25-29	Hombres	2326
201712	Diciembre 2017	44	Teruel	25-29	Mujeres	1912
201712	Diciembre 2017	44	Teruel	30-34	Hombres	3149
201712	Diciembre 2017	44	Teruel	30-34	Mujeres	2559
201712	Diciembre 2017	44	Teruel	35-39	Hombres	4043
201712	Diciembre 2017	44	Teruel	35-39	Mujeres	2976
201712	Diciembre 2017	44	Teruel	40-44	Hombres	4398
201712	Diciembre 2017	44	Teruel	40-44	Mujeres	3385
201712	Diciembre 2017	44	Teruel	45-49	Hombres	4217
201712	Diciembre 2017	44	Teruel	45-49	Mujeres	3314
201712	Diciembre 2017	44	Teruel	50-54	Hombres	4477
201712	Diciembre 2017	44	Teruel	50-54	Mujeres	3384
201712	Diciembre 2017	44	Teruel	55-59	Hombres	3637
201712	Diciembre 2017	44	Teruel	55-59	Mujeres	2820
201712	Diciembre 2017	44	Teruel	60-64	Hombres	2078
201712	Diciembre 2017	44	Teruel	60-64	Mujeres	1668
201712	Diciembre 2017	44	Teruel	65-69	Hombres	181
201712	Diciembre 2017	44	Teruel	65-69	Mujeres	208
201712	Diciembre 2017	44	Teruel	Más de 69	Hombres	47
201712	Diciembre 2017	44	Teruel	Más de 69	Mujeres	27
201712	Diciembre 2017	50	Zaragoza	16-19	Hombres	1516
201712	Diciembre 2017	50	Zaragoza	16-19	Mujeres	950
201712	Diciembre 2017	50	Zaragoza	20-24	Hombres	9968
201712	Diciembre 2017	50	Zaragoza	20-24	Mujeres	8806
201712	Diciembre 2017	50	Zaragoza	25-29	Hombres	16958
201712	Diciembre 2017	50	Zaragoza	25-29	Mujeres	16949
201712	Diciembre 2017	50	Zaragoza	30-34	Hombres	21621
201712	Diciembre 2017	50	Zaragoza	30-34	Mujeres	20409
201712	Diciembre 2017	50	Zaragoza	35-39	Hombres	28871
201712	Diciembre 2017	50	Zaragoza	35-39	Mujeres	25987
201712	Diciembre 2017	50	Zaragoza	40-44	Hombres	34488
201712	Diciembre 2017	50	Zaragoza	40-44	Mujeres	29896
201712	Diciembre 2017	50	Zaragoza	45-49	Hombres	32003
201712	Diciembre 2017	50	Zaragoza	45-49	Mujeres	28097
201712	Diciembre 2017	50	Zaragoza	50-54	Hombres	29003
201712	Diciembre 2017	50	Zaragoza	50-54	Mujeres	25533
201712	Diciembre 2017	50	Zaragoza	55-59	Hombres	24128
201712	Diciembre 2017	50	Zaragoza	55-59	Mujeres	20218
201712	Diciembre 2017	50	Zaragoza	60-64	Hombres	14858
201712	Diciembre 2017	50	Zaragoza	60-64	Mujeres	12242
201712	Diciembre 2017	50	Zaragoza	65-69	Hombres	1460
201712	Diciembre 2017	50	Zaragoza	65-69	Mujeres	1286
201712	Diciembre 2017	50	Zaragoza	Más de 69	Hombres	503
201712	Diciembre 2017	50	Zaragoza	Más de 69	Mujeres	347
