Año	Nº Accidentes	Grupo	Descripción Ocupación	Sexo	Comarca Código	Comarca Nombre
2018	1	3	Técnicos; profesionales de apoyo	Hombres	06	Hoya de Huesca / Plana de Uesca
2018	1	3	Técnicos; profesionales de apoyo	Mujeres	06	Hoya de Huesca / Plana de Uesca
2018	2	3	Técnicos; profesionales de apoyo	Mujeres	07	Somontano de Barbastro
2018	1	3	Técnicos; profesionales de apoyo	Mujeres	09	La Litera / La Llitera
2018	1	3	Técnicos; profesionales de apoyo	Mujeres	10	Los Monegros
2018	2	3	Técnicos; profesionales de apoyo	Hombres	11	Bajo Cinca / Baix Cinca
2018	1	3	Técnicos; profesionales de apoyo	Mujeres	11	Bajo Cinca / Baix Cinca
2018	1	3	Técnicos; profesionales de apoyo	Mujeres	13	Campo de Borja
2018	3	3	Técnicos; profesionales de apoyo	Hombres	15	Ribera Alta del Ebro
2018	2	3	Técnicos; profesionales de apoyo	Mujeres	15	Ribera Alta del Ebro
2018	1	3	Técnicos; profesionales de apoyo	Hombres	16	Valdejalón
2018	33	3	Técnicos; profesionales de apoyo	Hombres	17	D.C. Zaragoza
2018	54	3	Técnicos; profesionales de apoyo	Mujeres	17	D.C. Zaragoza
2018	1	3	Técnicos; profesionales de apoyo	Mujeres	18	Ribera Baja del Ebro
2018	1	3	Técnicos; profesionales de apoyo	Hombres	28	Bajo Aragón
2018	2	3	Técnicos; profesionales de apoyo	Hombres	29	Comunidad de Teruel
2018	1	3	Técnicos; profesionales de apoyo	Mujeres	29	Comunidad de Teruel
2018	1	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	01	La Jacetania
2018	2	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	02	Alto Gállego
2018	2	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	04	La Ribagorza
2018	1	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	05	Cinco Villas
2018	3	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	06	Hoya de Huesca / Plana de Uesca
2018	11	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	06	Hoya de Huesca / Plana de Uesca
2018	3	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	07	Somontano de Barbastro
2018	1	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	10	Los Monegros
2018	1	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	11	Bajo Cinca / Baix Cinca
2018	1	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	12	Tarazona y el Moncayo
2018	1	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	14	Aranda
2018	1	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	15	Ribera Alta del Ebro
2018	4	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	15	Ribera Alta del Ebro
2018	2	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	16	Valdejalón
2018	46	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	17	D.C. Zaragoza
2018	151	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	17	D.C. Zaragoza
2018	1	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	20	Comunidad de Calatayud
2018	1	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	20	Comunidad de Calatayud
2018	3	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	21	Campo de Cariñena
2018	1	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	22	Campo de Belchite
2018	1	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	28	Bajo Aragón
2018	3	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	29	Comunidad de Teruel
2018	9	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	29	Comunidad de Teruel
2018	1	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	31	Sierra de Albarracín
2018	1	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	01	La Jacetania
2018	7	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	01	La Jacetania
2018	4	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	02	Alto Gállego
2018	1	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	03	Sobrarbe
2018	4	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	04	La Ribagorza
2018	4	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	05	Cinco Villas
2018	6	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	06	Hoya de Huesca / Plana de Uesca
2018	14	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	06	Hoya de Huesca / Plana de Uesca
2018	2	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	07	Somontano de Barbastro
2018	3	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	07	Somontano de Barbastro
2018	1	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	08	Cinca Medio
2018	1	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	08	Cinca Medio
2018	1	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	09	La Litera / La Llitera
2018	2	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	10	Los Monegros
2018	3	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	10	Los Monegros
2018	2	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	11	Bajo Cinca / Baix Cinca
2018	5	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	12	Tarazona y el Moncayo
2018	1	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	13	Campo de Borja
2018	2	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	13	Campo de Borja
2018	1	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	14	Aranda
2018	5	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	15	Ribera Alta del Ebro
2018	1	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	16	Valdejalón
2018	121	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	17	D.C. Zaragoza
2018	366	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	17	D.C. Zaragoza
2018	2	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	18	Ribera Baja del Ebro
2018	1	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2018	6	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	20	Comunidad de Calatayud
2018	1	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	21	Campo de Cariñena
2018	1	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	24	Campo de Daroca
2018	2	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	25	Jiloca
2018	1	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	25	Jiloca
2018	1	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	27	Andorra-Sierra de Arcos
2018	1	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	28	Bajo Aragón
2018	5	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	28	Bajo Aragón
2018	4	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	29	Comunidad de Teruel
2018	11	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	29	Comunidad de Teruel
2018	2	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	31	Sierra de Albarracín
2018	1	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Mujeres	05	Cinco Villas
2018	1	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	06	Hoya de Huesca / Plana de Uesca
2018	2	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	08	Cinca Medio
2018	1	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	09	La Litera / La Llitera
2018	1	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	10	Los Monegros
2018	4	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	11	Bajo Cinca / Baix Cinca
2018	3	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	17	D.C. Zaragoza
2018	1	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	21	Campo de Cariñena
2018	1	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	28	Bajo Aragón
2018	1	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	33	Matarraña / Matarranya
2018	1	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	01	La Jacetania
2018	1	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	02	Alto Gállego
2018	3	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	05	Cinco Villas
2018	7	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	06	Hoya de Huesca / Plana de Uesca
2018	1	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	06	Hoya de Huesca / Plana de Uesca
2018	3	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	07	Somontano de Barbastro
2018	5	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	08	Cinca Medio
2018	2	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	09	La Litera / La Llitera
2018	2	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	11	Bajo Cinca / Baix Cinca
2018	1	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	11	Bajo Cinca / Baix Cinca
2018	1	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	12	Tarazona y el Moncayo
2018	2	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	13	Campo de Borja
2018	2	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	14	Aranda
2018	10	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	15	Ribera Alta del Ebro
2018	1	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	15	Ribera Alta del Ebro
2018	8	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	16	Valdejalón
2018	2	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	16	Valdejalón
2018	103	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	17	D.C. Zaragoza
2018	20	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	17	D.C. Zaragoza
2018	1	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	18	Ribera Baja del Ebro
2018	2	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	18	Ribera Baja del Ebro
2018	1	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	20	Comunidad de Calatayud
2018	3	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	21	Campo de Cariñena
2018	3	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	21	Campo de Cariñena
2018	3	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	28	Bajo Aragón
2018	1	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	28	Bajo Aragón
2018	10	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	29	Comunidad de Teruel
2018	2	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	31	Sierra de Albarracín
2018	4	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	33	Matarraña / Matarranya
2018	2	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	NC	Municipio del centro de trabajo fuera de Aragón
2018	1	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	01	La Jacetania
2018	1	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	01	La Jacetania
2018	5	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	06	Hoya de Huesca / Plana de Uesca
2018	1	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	06	Hoya de Huesca / Plana de Uesca
2018	1	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	07	Somontano de Barbastro
2018	1	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	07	Somontano de Barbastro
2018	4	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	08	Cinca Medio
2018	1	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	08	Cinca Medio
2018	5	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	11	Bajo Cinca / Baix Cinca
2018	3	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	11	Bajo Cinca / Baix Cinca
2018	2	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	12	Tarazona y el Moncayo
2018	24	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	15	Ribera Alta del Ebro
2018	8	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	15	Ribera Alta del Ebro
2018	8	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	16	Valdejalón
2018	1	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	16	Valdejalón
2018	92	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	17	D.C. Zaragoza
2018	22	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	17	D.C. Zaragoza
2018	1	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	18	Ribera Baja del Ebro
2018	2	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2018	1	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	20	Comunidad de Calatayud
2018	1	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	21	Campo de Cariñena
2018	1	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	22	Campo de Belchite
2018	2	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	27	Andorra-Sierra de Arcos
2018	4	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	28	Bajo Aragón
2018	2	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	29	Comunidad de Teruel
2018	3	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	NC	Municipio del centro de trabajo fuera de Aragón
2018	1	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	NC	Municipio del centro de trabajo fuera de Aragón
2018	5	9	Ocupaciones elementales	Mujeres	01	La Jacetania
2018	2	9	Ocupaciones elementales	Mujeres	02	Alto Gállego
2018	1	9	Ocupaciones elementales	Hombres	03	Sobrarbe
2018	6	9	Ocupaciones elementales	Hombres	05	Cinco Villas
2018	2	9	Ocupaciones elementales	Mujeres	05	Cinco Villas
2018	5	9	Ocupaciones elementales	Hombres	06	Hoya de Huesca / Plana de Uesca
2018	7	9	Ocupaciones elementales	Mujeres	06	Hoya de Huesca / Plana de Uesca
2018	2	9	Ocupaciones elementales	Hombres	07	Somontano de Barbastro
2018	7	9	Ocupaciones elementales	Hombres	08	Cinca Medio
2018	2	9	Ocupaciones elementales	Mujeres	08	Cinca Medio
2018	6	9	Ocupaciones elementales	Hombres	09	La Litera / La Llitera
2018	2	9	Ocupaciones elementales	Mujeres	09	La Litera / La Llitera
2018	1	9	Ocupaciones elementales	Hombres	10	Los Monegros
2018	1	9	Ocupaciones elementales	Mujeres	10	Los Monegros
2018	11	9	Ocupaciones elementales	Hombres	11	Bajo Cinca / Baix Cinca
2018	7	9	Ocupaciones elementales	Mujeres	11	Bajo Cinca / Baix Cinca
2018	3	9	Ocupaciones elementales	Hombres	12	Tarazona y el Moncayo
2018	1	9	Ocupaciones elementales	Mujeres	12	Tarazona y el Moncayo
2018	4	9	Ocupaciones elementales	Hombres	13	Campo de Borja
2018	1	9	Ocupaciones elementales	Mujeres	13	Campo de Borja
2018	18	9	Ocupaciones elementales	Hombres	15	Ribera Alta del Ebro
2018	13	9	Ocupaciones elementales	Mujeres	15	Ribera Alta del Ebro
2018	10	9	Ocupaciones elementales	Hombres	16	Valdejalón
2018	12	9	Ocupaciones elementales	Mujeres	16	Valdejalón
2018	130	9	Ocupaciones elementales	Hombres	17	D.C. Zaragoza
2018	186	9	Ocupaciones elementales	Mujeres	17	D.C. Zaragoza
2018	1	9	Ocupaciones elementales	Mujeres	18	Ribera Baja del Ebro
2018	3	9	Ocupaciones elementales	Hombres	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2018	2	9	Ocupaciones elementales	Mujeres	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2018	2	9	Ocupaciones elementales	Hombres	20	Comunidad de Calatayud
2018	5	9	Ocupaciones elementales	Mujeres	20	Comunidad de Calatayud
2018	4	9	Ocupaciones elementales	Hombres	21	Campo de Cariñena
2018	1	9	Ocupaciones elementales	Mujeres	23	Bajo Martín
2018	2	9	Ocupaciones elementales	Hombres	25	Jiloca
2018	2	9	Ocupaciones elementales	Mujeres	25	Jiloca
2018	1	9	Ocupaciones elementales	Hombres	28	Bajo Aragón
2018	3	9	Ocupaciones elementales	Mujeres	28	Bajo Aragón
2018	1	9	Ocupaciones elementales	Hombres	29	Comunidad de Teruel
2018	7	9	Ocupaciones elementales	Mujeres	29	Comunidad de Teruel
2018	1	9	Ocupaciones elementales	Mujeres	32	Gúdar-Javalambre
2018	2	9	Ocupaciones elementales	Hombres	NC	Municipio del centro de trabajo fuera de Aragón
2018	4	9	Ocupaciones elementales	Mujeres	NC	Municipio del centro de trabajo fuera de Aragón
2017	1	1	Directores y gerentes	Hombres	01	La Jacetania
2017	1	1	Directores y gerentes	Mujeres	06	Hoya de Huesca / Plana de Uesca
2017	1	1	Directores y gerentes	Hombres	08	Cinca Medio
2017	1	1	Directores y gerentes	Mujeres	08	Cinca Medio
2017	9	1	Directores y gerentes	Hombres	17	D.C. Zaragoza
2017	4	1	Directores y gerentes	Mujeres	17	D.C. Zaragoza
2017	1	1	Directores y gerentes	Mujeres	26	Cuencas Mineras
2017	1	2	Técnicos y profesionales científicos e intelectuales	Hombres	02	Alto Gállego
2017	1	2	Técnicos y profesionales científicos e intelectuales	Mujeres	02	Alto Gállego
2017	1	2	Técnicos y profesionales científicos e intelectuales	Hombres	03	Sobrarbe
2017	1	2	Técnicos y profesionales científicos e intelectuales	Mujeres	03	Sobrarbe
2017	1	2	Técnicos y profesionales científicos e intelectuales	Mujeres	04	La Ribagorza
2017	3	2	Técnicos y profesionales científicos e intelectuales	Mujeres	05	Cinco Villas
2017	2	2	Técnicos y profesionales científicos e intelectuales	Hombres	06	Hoya de Huesca / Plana de Uesca
2017	8	2	Técnicos y profesionales científicos e intelectuales	Mujeres	06	Hoya de Huesca / Plana de Uesca
2017	2	2	Técnicos y profesionales científicos e intelectuales	Hombres	07	Somontano de Barbastro
2017	5	2	Técnicos y profesionales científicos e intelectuales	Mujeres	07	Somontano de Barbastro
2017	1	2	Técnicos y profesionales científicos e intelectuales	Hombres	08	Cinca Medio
2017	2	2	Técnicos y profesionales científicos e intelectuales	Mujeres	08	Cinca Medio
2017	2	2	Técnicos y profesionales científicos e intelectuales	Mujeres	09	La Litera / La Llitera
2017	1	2	Técnicos y profesionales científicos e intelectuales	Mujeres	10	Los Monegros
2017	3	2	Técnicos y profesionales científicos e intelectuales	Mujeres	11	Bajo Cinca / Baix Cinca
2017	1	2	Técnicos y profesionales científicos e intelectuales	Mujeres	13	Campo de Borja
2017	1	2	Técnicos y profesionales científicos e intelectuales	Hombres	14	Aranda
2017	2	2	Técnicos y profesionales científicos e intelectuales	Hombres	15	Ribera Alta del Ebro
2017	5	2	Técnicos y profesionales científicos e intelectuales	Mujeres	15	Ribera Alta del Ebro
2017	1	2	Técnicos y profesionales científicos e intelectuales	Mujeres	16	Valdejalón
2017	37	2	Técnicos y profesionales científicos e intelectuales	Hombres	17	D.C. Zaragoza
2017	144	2	Técnicos y profesionales científicos e intelectuales	Mujeres	17	D.C. Zaragoza
2017	3	2	Técnicos y profesionales científicos e intelectuales	Mujeres	18	Ribera Baja del Ebro
2017	2	2	Técnicos y profesionales científicos e intelectuales	Mujeres	20	Comunidad de Calatayud
2017	1	2	Técnicos y profesionales científicos e intelectuales	Mujeres	23	Bajo Martín
2017	1	2	Técnicos y profesionales científicos e intelectuales	Mujeres	26	Cuencas Mineras
2017	1	2	Técnicos y profesionales científicos e intelectuales	Hombres	27	Andorra-Sierra de Arcos
2017	1	2	Técnicos y profesionales científicos e intelectuales	Mujeres	27	Andorra-Sierra de Arcos
2017	1	2	Técnicos y profesionales científicos e intelectuales	Hombres	28	Bajo Aragón
2017	2	2	Técnicos y profesionales científicos e intelectuales	Mujeres	28	Bajo Aragón
2017	2	2	Técnicos y profesionales científicos e intelectuales	Hombres	29	Comunidad de Teruel
2017	7	2	Técnicos y profesionales científicos e intelectuales	Mujeres	29	Comunidad de Teruel
2017	2	2	Técnicos y profesionales científicos e intelectuales	Mujeres	32	Gúdar-Javalambre
2017	1	3	Técnicos; profesionales de apoyo	Hombres	01	La Jacetania
2017	1	3	Técnicos; profesionales de apoyo	Hombres	02	Alto Gállego
2017	1	3	Técnicos; profesionales de apoyo	Mujeres	05	Cinco Villas
2017	1	3	Técnicos; profesionales de apoyo	Hombres	06	Hoya de Huesca / Plana de Uesca
2017	2	3	Técnicos; profesionales de apoyo	Mujeres	06	Hoya de Huesca / Plana de Uesca
2017	1	3	Técnicos; profesionales de apoyo	Hombres	07	Somontano de Barbastro
2017	3	3	Técnicos; profesionales de apoyo	Mujeres	07	Somontano de Barbastro
2017	1	3	Técnicos; profesionales de apoyo	Mujeres	10	Los Monegros
2017	1	3	Técnicos; profesionales de apoyo	Hombres	11	Bajo Cinca / Baix Cinca
2017	3	3	Técnicos; profesionales de apoyo	Hombres	15	Ribera Alta del Ebro
2017	1	3	Técnicos; profesionales de apoyo	Hombres	16	Valdejalón
2017	43	3	Técnicos; profesionales de apoyo	Hombres	17	D.C. Zaragoza
2017	51	3	Técnicos; profesionales de apoyo	Mujeres	17	D.C. Zaragoza
2017	2	3	Técnicos; profesionales de apoyo	Hombres	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2017	1	3	Técnicos; profesionales de apoyo	Mujeres	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2017	1	3	Técnicos; profesionales de apoyo	Mujeres	25	Jiloca
2017	1	3	Técnicos; profesionales de apoyo	Hombres	29	Comunidad de Teruel
2017	2	3	Técnicos; profesionales de apoyo	Mujeres	29	Comunidad de Teruel
2017	1	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	01	La Jacetania
2017	4	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	01	La Jacetania
2017	2	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	02	Alto Gállego
2017	1	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	03	Sobrarbe
2017	1	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	04	La Ribagorza
2017	1	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	05	Cinco Villas
2017	2	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	06	Hoya de Huesca / Plana de Uesca
