Comarca código	Comarca nombre	Tipo variación	Nacionalidad Continente codigo	Nacionalidad Continente	Sexo	Año	Variaciones
05	Cinco Villas	Interna	3	América	Hombres	2016	3
05	Cinco Villas	Interna	3	América	Mujeres	2016	12
05	Cinco Villas	Interna	4	Asia	Mujeres	2016	1
06	Hoya de Huesca / Plana de Uesca	Externa	1	Europa	Hombres	2016	382
06	Hoya de Huesca / Plana de Uesca	Externa	1	Europa	Mujeres	2016	366
06	Hoya de Huesca / Plana de Uesca	Externa	2	África	Hombres	2016	77
06	Hoya de Huesca / Plana de Uesca	Externa	2	África	Mujeres	2016	50
06	Hoya de Huesca / Plana de Uesca	Externa	3	América	Hombres	2016	108
06	Hoya de Huesca / Plana de Uesca	Externa	3	América	Mujeres	2016	147
06	Hoya de Huesca / Plana de Uesca	Externa	4	Asia	Hombres	2016	36
06	Hoya de Huesca / Plana de Uesca	Externa	4	Asia	Mujeres	2016	21
06	Hoya de Huesca / Plana de Uesca	Interna	1	Europa	Hombres	2016	588
06	Hoya de Huesca / Plana de Uesca	Interna	1	Europa	Mujeres	2016	596
06	Hoya de Huesca / Plana de Uesca	Interna	2	África	Hombres	2016	38
06	Hoya de Huesca / Plana de Uesca	Interna	2	África	Mujeres	2016	23
06	Hoya de Huesca / Plana de Uesca	Interna	3	América	Hombres	2016	15
06	Hoya de Huesca / Plana de Uesca	Interna	3	América	Mujeres	2016	25
06	Hoya de Huesca / Plana de Uesca	Interna	4	Asia	Hombres	2016	9
06	Hoya de Huesca / Plana de Uesca	Interna	4	Asia	Mujeres	2016	8
07	Somontano de Barbastro	Externa	1	Europa	Hombres	2016	122
07	Somontano de Barbastro	Externa	1	Europa	Mujeres	2016	169
07	Somontano de Barbastro	Externa	2	África	Hombres	2016	25
07	Somontano de Barbastro	Externa	2	África	Mujeres	2016	15
07	Somontano de Barbastro	Externa	3	América	Hombres	2016	14
07	Somontano de Barbastro	Externa	3	América	Mujeres	2016	32
07	Somontano de Barbastro	Externa	4	Asia	Hombres	2016	8
07	Somontano de Barbastro	Externa	4	Asia	Mujeres	2016	11
07	Somontano de Barbastro	Interna	1	Europa	Hombres	2016	176
07	Somontano de Barbastro	Interna	1	Europa	Mujeres	2016	171
07	Somontano de Barbastro	Interna	2	África	Hombres	2016	15
07	Somontano de Barbastro	Interna	2	África	Mujeres	2016	10
07	Somontano de Barbastro	Interna	3	América	Hombres	2016	2
07	Somontano de Barbastro	Interna	3	América	Mujeres	2016	21
07	Somontano de Barbastro	Interna	4	Asia	Hombres	2016	2
07	Somontano de Barbastro	Interna	4	Asia	Mujeres	2016	1
08	Cinca Medio	Externa	1	Europa	Hombres	2016	196
08	Cinca Medio	Externa	1	Europa	Mujeres	2016	148
08	Cinca Medio	Externa	2	África	Hombres	2016	74
08	Cinca Medio	Externa	2	África	Mujeres	2016	32
08	Cinca Medio	Externa	3	América	Hombres	2016	12
08	Cinca Medio	Externa	3	América	Mujeres	2016	36
08	Cinca Medio	Externa	4	Asia	Hombres	2016	6
08	Cinca Medio	Externa	4	Asia	Mujeres	2016	2
08	Cinca Medio	Interna	1	Europa	Hombres	2016	151
08	Cinca Medio	Interna	1	Europa	Mujeres	2016	137
08	Cinca Medio	Interna	2	África	Hombres	2016	19
08	Cinca Medio	Interna	2	África	Mujeres	2016	6
08	Cinca Medio	Interna	3	América	Hombres	2016	5
08	Cinca Medio	Interna	3	América	Mujeres	2016	10
09	La Litera / La Llitera	Externa	1	Europa	Hombres	2016	145
09	La Litera / La Llitera	Externa	1	Europa	Mujeres	2016	124
09	La Litera / La Llitera	Externa	2	África	Hombres	2016	127
09	La Litera / La Llitera	Externa	2	África	Mujeres	2016	23
09	La Litera / La Llitera	Externa	3	América	Hombres	2016	25
09	La Litera / La Llitera	Externa	3	América	Mujeres	2016	26
09	La Litera / La Llitera	Externa	4	Asia	Hombres	2016	1
09	La Litera / La Llitera	Externa	4	Asia	Mujeres	2016	3
09	La Litera / La Llitera	Externa	5	Otros continentes	Mujeres	2016	1
09	La Litera / La Llitera	Interna	1	Europa	Hombres	2016	80
09	La Litera / La Llitera	Interna	1	Europa	Mujeres	2016	84
09	La Litera / La Llitera	Interna	2	África	Hombres	2016	17
09	La Litera / La Llitera	Interna	2	África	Mujeres	2016	4
09	La Litera / La Llitera	Interna	3	América	Hombres	2016	5
09	La Litera / La Llitera	Interna	3	América	Mujeres	2016	12
09	La Litera / La Llitera	Interna	4	Asia	Hombres	2016	4
09	La Litera / La Llitera	Interna	4	Asia	Mujeres	2016	3
10	Los Monegros	Externa	1	Europa	Hombres	2016	94
10	Los Monegros	Externa	1	Europa	Mujeres	2016	90
10	Los Monegros	Externa	2	África	Hombres	2016	37
10	Los Monegros	Externa	2	África	Mujeres	2016	25
10	Los Monegros	Externa	3	América	Hombres	2016	7
10	Los Monegros	Externa	3	América	Mujeres	2016	15
10	Los Monegros	Externa	4	Asia	Hombres	2016	2
10	Los Monegros	Externa	4	Asia	Mujeres	2016	2
10	Los Monegros	Externa	5	Otros continentes	Hombres	2016	2
10	Los Monegros	Interna	1	Europa	Hombres	2016	138
10	Los Monegros	Interna	1	Europa	Mujeres	2016	160
10	Los Monegros	Interna	2	África	Hombres	2016	9
10	Los Monegros	Interna	2	África	Mujeres	2016	4
10	Los Monegros	Interna	3	América	Hombres	2016	3
10	Los Monegros	Interna	3	América	Mujeres	2016	14
10	Los Monegros	Interna	4	Asia	Hombres	2016	1
10	Los Monegros	Interna	4	Asia	Mujeres	2016	1
11	Bajo Cinca / Baix Cinca	Externa	1	Europa	Hombres	2016	356
11	Bajo Cinca / Baix Cinca	Externa	1	Europa	Mujeres	2016	325
11	Bajo Cinca / Baix Cinca	Externa	2	África	Hombres	2016	142
11	Bajo Cinca / Baix Cinca	Externa	2	África	Mujeres	2016	50
11	Bajo Cinca / Baix Cinca	Externa	3	América	Hombres	2016	14
11	Bajo Cinca / Baix Cinca	Externa	3	América	Mujeres	2016	19
11	Bajo Cinca / Baix Cinca	Externa	4	Asia	Hombres	2016	15
11	Bajo Cinca / Baix Cinca	Externa	4	Asia	Mujeres	2016	7
11	Bajo Cinca / Baix Cinca	Interna	1	Europa	Hombres	2016	78
11	Bajo Cinca / Baix Cinca	Interna	1	Europa	Mujeres	2016	75
11	Bajo Cinca / Baix Cinca	Interna	2	África	Hombres	2016	33
11	Bajo Cinca / Baix Cinca	Interna	2	África	Mujeres	2016	9
11	Bajo Cinca / Baix Cinca	Interna	3	América	Hombres	2016	3
11	Bajo Cinca / Baix Cinca	Interna	3	América	Mujeres	2016	4
11	Bajo Cinca / Baix Cinca	Interna	4	Asia	Hombres	2016	7
11	Bajo Cinca / Baix Cinca	Interna	4	Asia	Mujeres	2016	1
12	Tarazona y el Moncayo	Externa	1	Europa	Hombres	2016	92
12	Tarazona y el Moncayo	Externa	1	Europa	Mujeres	2016	95
12	Tarazona y el Moncayo	Externa	2	África	Hombres	2016	6
12	Tarazona y el Moncayo	Externa	2	África	Mujeres	2016	1
12	Tarazona y el Moncayo	Externa	3	América	Hombres	2016	13
12	Tarazona y el Moncayo	Externa	3	América	Mujeres	2016	18
12	Tarazona y el Moncayo	Interna	1	Europa	Hombres	2016	81
12	Tarazona y el Moncayo	Interna	1	Europa	Mujeres	2016	99
12	Tarazona y el Moncayo	Interna	2	África	Hombres	2016	1
12	Tarazona y el Moncayo	Interna	3	América	Hombres	2016	2
12	Tarazona y el Moncayo	Interna	3	América	Mujeres	2016	4
13	Campo de Borja	Externa	1	Europa	Hombres	2016	86
13	Campo de Borja	Externa	1	Europa	Mujeres	2016	94
13	Campo de Borja	Externa	2	África	Hombres	2016	20
13	Campo de Borja	Externa	2	África	Mujeres	2016	6
13	Campo de Borja	Externa	3	América	Hombres	2016	5
13	Campo de Borja	Externa	3	América	Mujeres	2016	6
13	Campo de Borja	Externa	4	Asia	Hombres	2016	1
13	Campo de Borja	Externa	4	Asia	Mujeres	2016	2
13	Campo de Borja	Interna	1	Europa	Hombres	2016	106
13	Campo de Borja	Interna	1	Europa	Mujeres	2016	100
13	Campo de Borja	Interna	2	África	Hombres	2016	21
13	Campo de Borja	Interna	2	África	Mujeres	2016	10
13	Campo de Borja	Interna	3	América	Mujeres	2016	5
14	Aranda	Externa	1	Europa	Hombres	2016	22
14	Aranda	Externa	1	Europa	Mujeres	2016	15
14	Aranda	Externa	2	África	Hombres	2016	5
14	Aranda	Externa	2	África	Mujeres	2016	5
14	Aranda	Externa	3	América	Hombres	2016	1
14	Aranda	Externa	3	América	Mujeres	2016	3
14	Aranda	Interna	1	Europa	Hombres	2016	48
14	Aranda	Interna	1	Europa	Mujeres	2016	54
14	Aranda	Interna	2	África	Hombres	2016	1
14	Aranda	Interna	2	África	Mujeres	2016	4
14	Aranda	Interna	3	América	Hombres	2016	1
15	Ribera Alta del Ebro	Externa	1	Europa	Hombres	2016	155
15	Ribera Alta del Ebro	Externa	1	Europa	Mujeres	2016	175
15	Ribera Alta del Ebro	Externa	2	África	Hombres	2016	24
15	Ribera Alta del Ebro	Externa	2	África	Mujeres	2016	11
15	Ribera Alta del Ebro	Externa	3	América	Hombres	2016	25
15	Ribera Alta del Ebro	Externa	3	América	Mujeres	2016	36
15	Ribera Alta del Ebro	Externa	4	Asia	Hombres	2016	5
15	Ribera Alta del Ebro	Externa	4	Asia	Mujeres	2016	2
15	Ribera Alta del Ebro	Interna	1	Europa	Hombres	2016	375
15	Ribera Alta del Ebro	Interna	1	Europa	Mujeres	2016	411
15	Ribera Alta del Ebro	Interna	2	África	Hombres	2016	19
15	Ribera Alta del Ebro	Interna	2	África	Mujeres	2016	17
15	Ribera Alta del Ebro	Interna	3	América	Hombres	2016	12
15	Ribera Alta del Ebro	Interna	3	América	Mujeres	2016	29
15	Ribera Alta del Ebro	Interna	4	Asia	Hombres	2016	1
15	Ribera Alta del Ebro	Interna	4	Asia	Mujeres	2016	1
16	Valdejalón	Externa	1	Europa	Hombres	2016	290
16	Valdejalón	Externa	1	Europa	Mujeres	2016	252
16	Valdejalón	Externa	2	África	Hombres	2016	114
16	Valdejalón	Externa	2	África	Mujeres	2016	42
16	Valdejalón	Externa	3	América	Hombres	2016	13
16	Valdejalón	Externa	3	América	Mujeres	2016	22
16	Valdejalón	Externa	4	Asia	Hombres	2016	13
16	Valdejalón	Externa	4	Asia	Mujeres	2016	6
16	Valdejalón	Externa	5	Otros continentes	Hombres	2016	1
16	Valdejalón	Interna	1	Europa	Hombres	2016	333
16	Valdejalón	Interna	1	Europa	Mujeres	2016	296
16	Valdejalón	Interna	2	África	Hombres	2016	44
16	Valdejalón	Interna	2	África	Mujeres	2016	27
16	Valdejalón	Interna	3	América	Hombres	2016	12
16	Valdejalón	Interna	3	América	Mujeres	2016	23
16	Valdejalón	Interna	4	Asia	Hombres	2016	2
16	Valdejalón	Interna	4	Asia	Mujeres	2016	2
17	D.C. Zaragoza	Externa	1	Europa	Hombres	2016	4509
17	D.C. Zaragoza	Externa	1	Europa	Mujeres	2016	4388
17	D.C. Zaragoza	Externa	2	África	Hombres	2016	1164
17	D.C. Zaragoza	Externa	2	África	Mujeres	2016	640
17	D.C. Zaragoza	Externa	3	América	Hombres	2016	1140
17	D.C. Zaragoza	Externa	3	América	Mujeres	2016	1915
17	D.C. Zaragoza	Externa	4	Asia	Hombres	2016	726
17	D.C. Zaragoza	Externa	4	Asia	Mujeres	2016	325
17	D.C. Zaragoza	Externa	5	Otros continentes	Hombres	2016	6
17	D.C. Zaragoza	Externa	5	Otros continentes	Mujeres	2016	1
17	D.C. Zaragoza	Interna	1	Europa	Hombres	2016	3979
17	D.C. Zaragoza	Interna	1	Europa	Mujeres	2016	4250
17	D.C. Zaragoza	Interna	2	África	Hombres	2016	192
17	D.C. Zaragoza	Interna	2	África	Mujeres	2016	109
17	D.C. Zaragoza	Interna	3	América	Hombres	2016	131
17	D.C. Zaragoza	Interna	3	América	Mujeres	2016	285
17	D.C. Zaragoza	Interna	4	Asia	Hombres	2016	46
17	D.C. Zaragoza	Interna	4	Asia	Mujeres	2016	20
18	Ribera Baja del Ebro	Externa	1	Europa	Hombres	2016	34
18	Ribera Baja del Ebro	Externa	1	Europa	Mujeres	2016	35
18	Ribera Baja del Ebro	Externa	2	África	Hombres	2016	12
18	Ribera Baja del Ebro	Externa	2	África	Mujeres	2016	2
18	Ribera Baja del Ebro	Externa	3	América	Hombres	2016	6
18	Ribera Baja del Ebro	Externa	3	América	Mujeres	2016	11
18	Ribera Baja del Ebro	Externa	4	Asia	Hombres	2016	2
18	Ribera Baja del Ebro	Externa	4	Asia	Mujeres	2016	1
18	Ribera Baja del Ebro	Interna	1	Europa	Hombres	2016	72
18	Ribera Baja del Ebro	Interna	1	Europa	Mujeres	2016	71
18	Ribera Baja del Ebro	Interna	2	África	Hombres	2016	2
18	Ribera Baja del Ebro	Interna	2	África	Mujeres	2016	5
18	Ribera Baja del Ebro	Interna	3	América	Mujeres	2016	7
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Externa	1	Europa	Hombres	2016	111
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Externa	1	Europa	Mujeres	2016	118
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Externa	2	África	Hombres	2016	78
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Externa	2	África	Mujeres	2016	40
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Externa	3	América	Hombres	2016	6
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Externa	3	América	Mujeres	2016	7
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Externa	4	Asia	Hombres	2016	128
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Externa	4	Asia	Mujeres	2016	39
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Interna	1	Europa	Hombres	2016	40
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Interna	1	Europa	Mujeres	2016	35
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Interna	2	África	Hombres	2016	29
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Interna	2	África	Mujeres	2016	7
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Interna	3	América	Hombres	2016	1
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Interna	3	América	Mujeres	2016	1
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Interna	4	Asia	Hombres	2016	13
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Interna	4	Asia	Mujeres	2016	3
20	Comunidad de Calatayud	Externa	1	Europa	Hombres	2016	572
20	Comunidad de Calatayud	Externa	1	Europa	Mujeres	2016	392
20	Comunidad de Calatayud	Externa	2	África	Hombres	2016	53
20	Comunidad de Calatayud	Externa	2	África	Mujeres	2016	35
20	Comunidad de Calatayud	Externa	3	América	Hombres	2016	19
20	Comunidad de Calatayud	Externa	3	América	Mujeres	2016	38
20	Comunidad de Calatayud	Externa	4	Asia	Hombres	2016	16
20	Comunidad de Calatayud	Externa	4	Asia	Mujeres	2016	7
20	Comunidad de Calatayud	Interna	1	Europa	Hombres	2016	354
20	Comunidad de Calatayud	Interna	1	Europa	Mujeres	2016	325
20	Comunidad de Calatayud	Interna	2	África	Hombres	2016	31
20	Comunidad de Calatayud	Interna	2	África	Mujeres	2016	12
20	Comunidad de Calatayud	Interna	3	América	Hombres	2016	8
20	Comunidad de Calatayud	Interna	3	América	Mujeres	2016	21
20	Comunidad de Calatayud	Interna	4	Asia	Hombres	2016	8
20	Comunidad de Calatayud	Interna	4	Asia	Mujeres	2016	3
21	Campo de Cariñena	Externa	1	Europa	Hombres	2016	63
21	Campo de Cariñena	Externa	1	Europa	Mujeres	2016	75
21	Campo de Cariñena	Externa	2	África	Hombres	2016	21
21	Campo de Cariñena	Externa	2	África	Mujeres	2016	11
21	Campo de Cariñena	Externa	3	América	Hombres	2016	4
21	Campo de Cariñena	Externa	3	América	Mujeres	2016	11
21	Campo de Cariñena	Externa	4	Asia	Hombres	2016	1
21	Campo de Cariñena	Interna	1	Europa	Hombres	2016	99
21	Campo de Cariñena	Interna	1	Europa	Mujeres	2016	92
21	Campo de Cariñena	Interna	2	África	Hombres	2016	7
21	Campo de Cariñena	Interna	2	África	Mujeres	2016	1
21	Campo de Cariñena	Interna	3	América	Hombres	2016	4
21	Campo de Cariñena	Interna	3	América	Mujeres	2016	3
22	Campo de Belchite	Externa	1	Europa	Hombres	2016	10
22	Campo de Belchite	Externa	1	Europa	Mujeres	2016	15
22	Campo de Belchite	Externa	2	África	Hombres	2016	6
22	Campo de Belchite	Externa	2	África	Mujeres	2016	3
22	Campo de Belchite	Externa	3	América	Mujeres	2016	1
22	Campo de Belchite	Interna	1	Europa	Hombres	2016	75
22	Campo de Belchite	Interna	1	Europa	Mujeres	2016	45
22	Campo de Belchite	Interna	2	África	Hombres	2016	4
22	Campo de Belchite	Interna	2	África	Mujeres	2016	4
22	Campo de Belchite	Interna	3	América	Hombres	2016	1
22	Campo de Belchite	Interna	3	América	Mujeres	2016	4
23	Bajo Martín	Externa	1	Europa	Hombres	2016	29
23	Bajo Martín	Externa	1	Europa	Mujeres	2016	25
23	Bajo Martín	Externa	2	África	Hombres	2016	20
23	Bajo Martín	Externa	2	África	Mujeres	2016	13
23	Bajo Martín	Externa	3	América	Hombres	2016	1
23	Bajo Martín	Externa	3	América	Mujeres	2016	6
23	Bajo Martín	Externa	5	Otros continentes	Hombres	2016	1
23	Bajo Martín	Interna	1	Europa	Hombres	2016	45
23	Bajo Martín	Interna	1	Europa	Mujeres	2016	41
23	Bajo Martín	Interna	2	África	Hombres	2016	21
23	Bajo Martín	Interna	2	África	Mujeres	2016	11
23	Bajo Martín	Interna	3	América	Hombres	2016	1
23	Bajo Martín	Interna	3	América	Mujeres	2016	1
24	Campo de Daroca	Externa	1	Europa	Hombres	2016	34
24	Campo de Daroca	Externa	1	Europa	Mujeres	2016	32
24	Campo de Daroca	Externa	2	África	Hombres	2016	10
24	Campo de Daroca	Externa	2	África	Mujeres	2016	8
24	Campo de Daroca	Externa	3	América	Hombres	2016	1
24	Campo de Daroca	Externa	3	América	Mujeres	2016	5
24	Campo de Daroca	Interna	1	Europa	Hombres	2016	68
24	Campo de Daroca	Interna	1	Europa	Mujeres	2016	53
24	Campo de Daroca	Interna	2	África	Hombres	2016	15
24	Campo de Daroca	Interna	2	África	Mujeres	2016	10
24	Campo de Daroca	Interna	3	América	Hombres	2016	4
24	Campo de Daroca	Interna	3	América	Mujeres	2016	4
25	Jiloca	Externa	1	Europa	Hombres	2016	74
25	Jiloca	Externa	1	Europa	Mujeres	2016	48
25	Jiloca	Externa	2	África	Hombres	2016	22
25	Jiloca	Externa	2	África	Mujeres	2016	5
25	Jiloca	Externa	3	América	Hombres	2016	11
25	Jiloca	Externa	3	América	Mujeres	2016	15
25	Jiloca	Interna	1	Europa	Hombres	2016	121
25	Jiloca	Interna	1	Europa	Mujeres	2016	101
25	Jiloca	Interna	2	África	Hombres	2016	17
25	Jiloca	Interna	2	África	Mujeres	2016	11
25	Jiloca	Interna	3	América	Hombres	2016	4
25	Jiloca	Interna	3	América	Mujeres	2016	9
25	Jiloca	Interna	4	Asia	Hombres	2016	1
26	Cuencas Mineras	Externa	1	Europa	Hombres	2016	38
26	Cuencas Mineras	Externa	1	Europa	Mujeres	2016	31
26	Cuencas Mineras	Externa	2	África	Hombres	2016	18
26	Cuencas Mineras	Externa	2	África	Mujeres	2016	15
26	Cuencas Mineras	Externa	3	América	Hombres	2016	3
26	Cuencas Mineras	Externa	4	Asia	Hombres	2016	1
26	Cuencas Mineras	Externa	4	Asia	Mujeres	2016	1
26	Cuencas Mineras	Interna	1	Europa	Hombres	2016	59
26	Cuencas Mineras	Interna	1	Europa	Mujeres	2016	54
26	Cuencas Mineras	Interna	2	África	Hombres	2016	28
26	Cuencas Mineras	Interna	2	África	Mujeres	2016	15
26	Cuencas Mineras	Interna	3	América	Mujeres	2016	3
26	Cuencas Mineras	Interna	4	Asia	Hombres	2016	1
26	Cuencas Mineras	Interna	4	Asia	Mujeres	2016	2
27	Andorra-Sierra de Arcos	Externa	1	Europa	Hombres	2016	51
27	Andorra-Sierra de Arcos	Externa	1	Europa	Mujeres	2016	53
27	Andorra-Sierra de Arcos	Externa	2	África	Hombres	2016	13
27	Andorra-Sierra de Arcos	Externa	2	África	Mujeres	2016	15
27	Andorra-Sierra de Arcos	Externa	3	América	Hombres	2016	5
27	Andorra-Sierra de Arcos	Externa	3	América	Mujeres	2016	8
27	Andorra-Sierra de Arcos	Externa	4	Asia	Hombres	2016	7
27	Andorra-Sierra de Arcos	Externa	4	Asia	Mujeres	2016	7
27	Andorra-Sierra de Arcos	Interna	1	Europa	Hombres	2016	44
27	Andorra-Sierra de Arcos	Interna	1	Europa	Mujeres	2016	53
27	Andorra-Sierra de Arcos	Interna	2	África	Hombres	2016	27
27	Andorra-Sierra de Arcos	Interna	2	África	Mujeres	2016	16
27	Andorra-Sierra de Arcos	Interna	3	América	Hombres	2016	3
27	Andorra-Sierra de Arcos	Interna	3	América	Mujeres	2016	1
27	Andorra-Sierra de Arcos	Interna	4	Asia	Hombres	2016	3
28	Bajo Aragón	Externa	1	Europa	Hombres	2016	155
28	Bajo Aragón	Externa	1	Europa	Mujeres	2016	177
28	Bajo Aragón	Externa	2	África	Hombres	2016	99
28	Bajo Aragón	Externa	2	África	Mujeres	2016	53
28	Bajo Aragón	Externa	3	América	Hombres	2016	9
28	Bajo Aragón	Externa	3	América	Mujeres	2016	12
28	Bajo Aragón	Externa	4	Asia	Hombres	2016	8
28	Bajo Aragón	Externa	4	Asia	Mujeres	2016	5
28	Bajo Aragón	Interna	1	Europa	Hombres	2016	199
28	Bajo Aragón	Interna	1	Europa	Mujeres	2016	181
28	Bajo Aragón	Interna	2	África	Hombres	2016	27
28	Bajo Aragón	Interna	2	África	Mujeres	2016	22
28	Bajo Aragón	Interna	3	América	Hombres	2016	4
28	Bajo Aragón	Interna	3	América	Mujeres	2016	10
28	Bajo Aragón	Interna	4	Asia	Hombres	2016	3
28	Bajo Aragón	Interna	4	Asia	Mujeres	2016	5
29	Comunidad de Teruel	Externa	1	Europa	Hombres	2016	273
29	Comunidad de Teruel	Externa	1	Europa	Mujeres	2016	270
29	Comunidad de Teruel	Externa	2	África	Hombres	2016	37
29	Comunidad de Teruel	Externa	2	África	Mujeres	2016	38
29	Comunidad de Teruel	Externa	3	América	Hombres	2016	66
29	Comunidad de Teruel	Externa	3	América	Mujeres	2016	78
29	Comunidad de Teruel	Externa	4	Asia	Hombres	2016	24
29	Comunidad de Teruel	Externa	4	Asia	Mujeres	2016	14
29	Comunidad de Teruel	Interna	1	Europa	Hombres	2016	330
29	Comunidad de Teruel	Interna	1	Europa	Mujeres	2016	334
29	Comunidad de Teruel	Interna	2	África	Hombres	2016	44
29	Comunidad de Teruel	Interna	2	África	Mujeres	2016	34
29	Comunidad de Teruel	Interna	3	América	Hombres	2016	13
29	Comunidad de Teruel	Interna	3	América	Mujeres	2016	21
29	Comunidad de Teruel	Interna	4	Asia	Hombres	2016	9
29	Comunidad de Teruel	Interna	4	Asia	Mujeres	2016	7
30	Maestrazgo	Externa	1	Europa	Hombres	2016	29
30	Maestrazgo	Externa	1	Europa	Mujeres	2016	27
30	Maestrazgo	Externa	2	África	Hombres	2016	3
30	Maestrazgo	Externa	2	África	Mujeres	2016	5
30	Maestrazgo	Externa	3	América	Hombres	2016	2
30	Maestrazgo	Externa	3	América	Mujeres	2016	2
30	Maestrazgo	Externa	4	Asia	Hombres	2016	2
