Año	Nº Accidentes	Grupo	Descripción Ocupación	Sexo	Comarca Código	Comarca Nombre
2017	1	2	Técnicos y profesionales científicos e intelectuales	Hombres	15	Ribera Alta del Ebro
2017	2	2	Técnicos y profesionales científicos e intelectuales	Mujeres	15	Ribera Alta del Ebro
2017	2	2	Técnicos y profesionales científicos e intelectuales	Hombres	16	Valdejalón
2017	5	2	Técnicos y profesionales científicos e intelectuales	Mujeres	16	Valdejalón
2017	84	2	Técnicos y profesionales científicos e intelectuales	Hombres	17	D.C. Zaragoza
2017	191	2	Técnicos y profesionales científicos e intelectuales	Mujeres	17	D.C. Zaragoza
2017	3	2	Técnicos y profesionales científicos e intelectuales	Mujeres	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2017	5	2	Técnicos y profesionales científicos e intelectuales	Mujeres	20	Comunidad de Calatayud
2017	1	2	Técnicos y profesionales científicos e intelectuales	Hombres	21	Campo de Cariñena
2017	1	2	Técnicos y profesionales científicos e intelectuales	Mujeres	23	Bajo Martín
2017	1	2	Técnicos y profesionales científicos e intelectuales	Hombres	24	Campo de Daroca
2017	1	2	Técnicos y profesionales científicos e intelectuales	Hombres	25	Jiloca
2017	1	2	Técnicos y profesionales científicos e intelectuales	Mujeres	26	Cuencas Mineras
2017	1	2	Técnicos y profesionales científicos e intelectuales	Mujeres	27	Andorra-Sierra de Arcos
2017	2	2	Técnicos y profesionales científicos e intelectuales	Hombres	28	Bajo Aragón
2017	4	2	Técnicos y profesionales científicos e intelectuales	Mujeres	28	Bajo Aragón
2017	3	2	Técnicos y profesionales científicos e intelectuales	Hombres	29	Comunidad de Teruel
2017	5	2	Técnicos y profesionales científicos e intelectuales	Mujeres	29	Comunidad de Teruel
2017	1	2	Técnicos y profesionales científicos e intelectuales	Hombres	31	Sierra de Albarracín
2017	1	2	Técnicos y profesionales científicos e intelectuales	Mujeres	32	Gúdar-Javalambre
2017	1	2	Técnicos y profesionales científicos e intelectuales	Hombres	33	Matarraña / Matarranya
2017	1	2	Técnicos y profesionales científicos e intelectuales	Mujeres	33	Matarraña / Matarranya
2017	2	2	Técnicos y profesionales científicos e intelectuales	Hombres	NC	Municipio del centro de trabajo fuera de Aragón
2017	1	2	Técnicos y profesionales científicos e intelectuales	Mujeres	NC	Municipio del centro de trabajo fuera de Aragón
2017	4	3	Técnicos; profesionales de apoyo	Hombres	01	La Jacetania
2017	3	3	Técnicos; profesionales de apoyo	Mujeres	01	La Jacetania
2017	7	3	Técnicos; profesionales de apoyo	Hombres	02	Alto Gállego
2017	3	3	Técnicos; profesionales de apoyo	Mujeres	02	Alto Gállego
2017	4	3	Técnicos; profesionales de apoyo	Hombres	04	La Ribagorza
2017	5	3	Técnicos; profesionales de apoyo	Mujeres	04	La Ribagorza
2017	1	3	Técnicos; profesionales de apoyo	Hombres	05	Cinco Villas
2017	24	3	Técnicos; profesionales de apoyo	Hombres	06	Hoya de Huesca / Plana de Uesca
2017	8	3	Técnicos; profesionales de apoyo	Mujeres	06	Hoya de Huesca / Plana de Uesca
2017	6	3	Técnicos; profesionales de apoyo	Hombres	07	Somontano de Barbastro
2017	5	3	Técnicos; profesionales de apoyo	Mujeres	07	Somontano de Barbastro
2017	4	3	Técnicos; profesionales de apoyo	Hombres	08	Cinca Medio
2017	3	3	Técnicos; profesionales de apoyo	Hombres	09	La Litera / La Llitera
2017	7	3	Técnicos; profesionales de apoyo	Hombres	11	Bajo Cinca / Baix Cinca
2017	1	3	Técnicos; profesionales de apoyo	Mujeres	11	Bajo Cinca / Baix Cinca
2017	2	3	Técnicos; profesionales de apoyo	Hombres	12	Tarazona y el Moncayo
2017	1	3	Técnicos; profesionales de apoyo	Mujeres	12	Tarazona y el Moncayo
2017	3	3	Técnicos; profesionales de apoyo	Hombres	13	Campo de Borja
2017	9	3	Técnicos; profesionales de apoyo	Hombres	15	Ribera Alta del Ebro
2017	5	3	Técnicos; profesionales de apoyo	Mujeres	15	Ribera Alta del Ebro
2017	9	3	Técnicos; profesionales de apoyo	Hombres	16	Valdejalón
2017	200	3	Técnicos; profesionales de apoyo	Hombres	17	D.C. Zaragoza
2017	76	3	Técnicos; profesionales de apoyo	Mujeres	17	D.C. Zaragoza
2017	1	3	Técnicos; profesionales de apoyo	Hombres	18	Ribera Baja del Ebro
2017	2	3	Técnicos; profesionales de apoyo	Hombres	20	Comunidad de Calatayud
2017	3	3	Técnicos; profesionales de apoyo	Mujeres	20	Comunidad de Calatayud
2017	1	3	Técnicos; profesionales de apoyo	Hombres	23	Bajo Martín
2017	1	3	Técnicos; profesionales de apoyo	Hombres	25	Jiloca
2017	3	3	Técnicos; profesionales de apoyo	Hombres	26	Cuencas Mineras
2017	3	3	Técnicos; profesionales de apoyo	Hombres	27	Andorra-Sierra de Arcos
2017	9	3	Técnicos; profesionales de apoyo	Hombres	29	Comunidad de Teruel
2017	2	3	Técnicos; profesionales de apoyo	Mujeres	29	Comunidad de Teruel
2017	1	3	Técnicos; profesionales de apoyo	Mujeres	30	Maestrazgo
2017	1	3	Técnicos; profesionales de apoyo	Hombres	32	Gúdar-Javalambre
2017	1	3	Técnicos; profesionales de apoyo	Mujeres	32	Gúdar-Javalambre
2017	1	3	Técnicos; profesionales de apoyo	Hombres	33	Matarraña / Matarranya
2017	4	3	Técnicos; profesionales de apoyo	Hombres	NC	Municipio del centro de trabajo fuera de Aragón
2017	3	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	01	La Jacetania
2017	1	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	01	La Jacetania
2017	1	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	02	Alto Gállego
2017	2	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	02	Alto Gállego
2017	1	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	03	Sobrarbe
2017	1	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	03	Sobrarbe
2017	2	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	04	La Ribagorza
2017	1	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	05	Cinco Villas
2017	2	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	05	Cinco Villas
2017	8	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	06	Hoya de Huesca / Plana de Uesca
2017	9	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	06	Hoya de Huesca / Plana de Uesca
2017	4	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	07	Somontano de Barbastro
2017	2	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	07	Somontano de Barbastro
2017	3	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	08	Cinca Medio
2017	1	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	09	La Litera / La Llitera
2017	1	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	09	La Litera / La Llitera
2017	2	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	11	Bajo Cinca / Baix Cinca
2017	2	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	13	Campo de Borja
2017	1	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	14	Aranda
2017	5	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	15	Ribera Alta del Ebro
2017	2	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	15	Ribera Alta del Ebro
2017	2	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	16	Valdejalón
2017	1	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	16	Valdejalón
2017	66	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	17	D.C. Zaragoza
2017	156	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	17	D.C. Zaragoza
2017	2	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	18	Ribera Baja del Ebro
2017	2	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	24	Campo de Daroca
2017	1	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	25	Jiloca
2017	2	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	26	Cuencas Mineras
2017	3	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	28	Bajo Aragón
2017	1	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	28	Bajo Aragón
2017	5	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	29	Comunidad de Teruel
2017	8	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	29	Comunidad de Teruel
2017	1	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	31	Sierra de Albarracín
2017	1	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	32	Gúdar-Javalambre
2017	14	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	01	La Jacetania
2017	25	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	01	La Jacetania
2017	23	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	02	Alto Gállego
2017	18	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	02	Alto Gállego
2017	9	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	03	Sobrarbe
2017	7	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	03	Sobrarbe
2017	13	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	04	La Ribagorza
2017	19	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	04	La Ribagorza
2017	11	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	05	Cinco Villas
2017	21	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	05	Cinco Villas
2017	56	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	06	Hoya de Huesca / Plana de Uesca
2017	100	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	06	Hoya de Huesca / Plana de Uesca
2017	14	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	07	Somontano de Barbastro
2017	38	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	07	Somontano de Barbastro
2017	11	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	08	Cinca Medio
2017	24	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	08	Cinca Medio
2017	5	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	09	La Litera / La Llitera
2017	30	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	09	La Litera / La Llitera
2017	2	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	10	Los Monegros
2017	11	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	10	Los Monegros
2017	7	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	11	Bajo Cinca / Baix Cinca
2017	18	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	11	Bajo Cinca / Baix Cinca
2017	3	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	12	Tarazona y el Moncayo
2017	7	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	12	Tarazona y el Moncayo
2017	2	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	13	Campo de Borja
2017	10	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	13	Campo de Borja
2017	1	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	14	Aranda
2017	2	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	14	Aranda
2017	2	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	15	Ribera Alta del Ebro
2017	26	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	15	Ribera Alta del Ebro
2017	8	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	16	Valdejalón
2017	32	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	16	Valdejalón
2017	614	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	17	D.C. Zaragoza
2017	1156	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	17	D.C. Zaragoza
2017	1	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	18	Ribera Baja del Ebro
2017	4	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	18	Ribera Baja del Ebro
2017	3	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2017	6	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2017	11	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	20	Comunidad de Calatayud
2017	26	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	20	Comunidad de Calatayud
2017	2	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	21	Campo de Cariñena
2017	6	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	21	Campo de Cariñena
2017	1	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	22	Campo de Belchite
2017	4	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	23	Bajo Martín
2017	2	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	24	Campo de Daroca
2017	6	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	24	Campo de Daroca
2017	1	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	25	Jiloca
2017	7	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	25	Jiloca
2017	5	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	26	Cuencas Mineras
2017	3	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	27	Andorra-Sierra de Arcos
2017	19	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	27	Andorra-Sierra de Arcos
2017	8	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	28	Bajo Aragón
2017	28	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	28	Bajo Aragón
2017	29	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	29	Comunidad de Teruel
2017	64	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	29	Comunidad de Teruel
2017	4	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	31	Sierra de Albarracín
2017	9	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	31	Sierra de Albarracín
2017	2	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	32	Gúdar-Javalambre
2017	6	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	32	Gúdar-Javalambre
2017	5	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	33	Matarraña / Matarranya
2017	1	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	NC	Municipio del centro de trabajo fuera de Aragón
2017	10	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	01	La Jacetania
2017	4	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	02	Alto Gállego
2017	3	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	03	Sobrarbe
2017	11	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	04	La Ribagorza
2017	40	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	05	Cinco Villas
2017	8	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Mujeres	05	Cinco Villas
2017	37	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	06	Hoya de Huesca / Plana de Uesca
2017	1	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Mujeres	06	Hoya de Huesca / Plana de Uesca
2017	16	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	07	Somontano de Barbastro
2017	20	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	08	Cinca Medio
2017	26	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	09	La Litera / La Llitera
2017	5	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Mujeres	09	La Litera / La Llitera
2017	16	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	10	Los Monegros
2017	39	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	11	Bajo Cinca / Baix Cinca
2017	8	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Mujeres	11	Bajo Cinca / Baix Cinca
2017	5	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	12	Tarazona y el Moncayo
2017	1	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Mujeres	12	Tarazona y el Moncayo
2017	10	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	13	Campo de Borja
2017	3	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	14	Aranda
2017	7	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	15	Ribera Alta del Ebro
2017	18	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	16	Valdejalón
2017	4	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Mujeres	16	Valdejalón
2017	50	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	17	D.C. Zaragoza
2017	7	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Mujeres	17	D.C. Zaragoza
2017	5	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	18	Ribera Baja del Ebro
2017	1	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Mujeres	18	Ribera Baja del Ebro
2017	10	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2017	2	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Mujeres	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2017	7	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	20	Comunidad de Calatayud
2017	3	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Mujeres	20	Comunidad de Calatayud
2017	12	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	21	Campo de Cariñena
2017	2	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Mujeres	21	Campo de Cariñena
2017	2	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	22	Campo de Belchite
2017	3	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	23	Bajo Martín
2017	5	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	24	Campo de Daroca
2017	5	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	25	Jiloca
2017	4	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	26	Cuencas Mineras
2017	1	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Mujeres	26	Cuencas Mineras
2017	1	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	27	Andorra-Sierra de Arcos
2017	14	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	28	Bajo Aragón
2017	4	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Mujeres	28	Bajo Aragón
2017	30	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	29	Comunidad de Teruel
2017	3	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Mujeres	29	Comunidad de Teruel
2017	1	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Mujeres	30	Maestrazgo
2017	4	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	31	Sierra de Albarracín
2017	4	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	32	Gúdar-Javalambre
2017	1	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Mujeres	32	Gúdar-Javalambre
2017	7	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	33	Matarraña / Matarranya
2017	1	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	NC	Municipio del centro de trabajo fuera de Aragón
2017	33	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	01	La Jacetania
2017	28	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	02	Alto Gállego
2017	6	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	02	Alto Gállego
2017	7	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	03	Sobrarbe
2017	24	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	04	La Ribagorza
2017	135	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	05	Cinco Villas
2017	5	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	05	Cinco Villas
2017	204	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	06	Hoya de Huesca / Plana de Uesca
2017	4	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	06	Hoya de Huesca / Plana de Uesca
2017	45	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	07	Somontano de Barbastro
2017	123	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	08	Cinca Medio
2017	95	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	09	La Litera / La Llitera
2017	2	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	09	La Litera / La Llitera
2017	47	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	10	Los Monegros
2017	4	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	10	Los Monegros
2017	60	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	11	Bajo Cinca / Baix Cinca
2017	11	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	11	Bajo Cinca / Baix Cinca
2017	22	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	12	Tarazona y el Moncayo
2017	2	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	12	Tarazona y el Moncayo
2017	43	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	13	Campo de Borja
2017	3	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	13	Campo de Borja
2017	12	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	14	Aranda
2017	1	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	14	Aranda
