Año	Comarca código	Comarca nombre	Total ingresos	Impuestos directos	Impuestos indirectos	Tasas y otros ingresos	Transferencias corrientes	Ingresos patrimoniales	Enajenación inversiones reales	Transferencias de capital	Activos financieros	Pasivos financieros	Tipo de presupuesto	Estado de la información
2013	25	Jiloca	3065590,78	0	0	601544,88	2313353,59	1923,45	0	148768,86	0	0	Liquidaciones	Consolidada
2013	26	Cuencas Mineras	2106678,2	0	0	148962,54	1905918,5	2594,09	0	49203,07	0	0	Liquidaciones	Consolidada
2013	27	Andorra-Sierra de Arcos	2363370,53	0	0	550524,49	1810773,4	2072,64	0	0	0	0	Liquidaciones	Consolidada
2013	28	Bajo Aragón	3759404,48	0	0	174552,59	3563103,74	1097,96	0	20650,19	0	0	Liquidaciones	Consolidada
2013	29	Comunidad de Teruel	4044480,31	0	0	197612,49	3844900,29	1967,53	0	0	0	0	Liquidaciones	Consolidada
2013	30	Maestrazgo	1893342,48	0	0	150479,84	1742831,47	31,17	0	0	0	0	Liquidaciones	Consolidada
2013	31	Sierra de Albarracín	2321249,97	0	0	167894,69	1430245,79	20339,47	0	702770,02	0	0	Liquidaciones	Consolidada
2013	32	Gúdar-Javalambre	2506211,63	0	0	564589,56	1941067,31	554,76	0	0	0	0	Liquidaciones	Consolidada
2013	33	Matarraña / Matarranya	2445766,66	0	0	129011,74	1851150,71	38410,04	0	427194,17	0	0	Liquidaciones	Consolidada
2014	01	La Jacetania	4874952,77	0	0	821648,39	3744705,52	8016,73	0	300582,13	0	0	Liquidaciones	Consolidada
2014	02	Alto Gállego	4821949,58	0	0	385015,69	4432611,9	4321,99	0	0	0	0	Liquidaciones	Consolidada
2014	03	Sobrarbe	5089124,9	0	0	883506,98	3806544,24	46970,74	0	352102,94	0	0	Liquidaciones	Consolidada
2014	04	La Ribagorza	5863007,27	0	0	1572007,44	4255754,07	2175,94	0	33069,82	0	0	Liquidaciones	Consolidada
2014	05	Cinco Villas	3545344,57	0	0	1008510,19	2312656,8	1975,38	0	222202,2	0	0	Liquidaciones	Consolidada
2014	06	Hoya de Huesca / Plana de Uesca	6830846,65	0	0	1424102,34	4912856,86	930,13	0	492957,32	0	0	Liquidaciones	Consolidada
2014	07	Somontano de Barbastro	5207947,34	0	0	587816,87	4227460,91	6509,77	0	384359,79	1800	0	Liquidaciones	Consolidada
2014	08	Cinca Medio	3337177,14	0	0	324155,21	2943727,14	144,11	0	69150,68	0	0	Liquidaciones	Consolidada
2014	09	La Litera / La Llitera	5811409,57	0	0	1847339,07	2974911,41	78270,42	0	610888,67	0	300000	Liquidaciones	Consolidada
2014	10	Los Monegros	4637855,2	0	0	1311861,61	3071448,83	0	3060,01	251484,75	0	0	Liquidaciones	Consolidada
2014	11	Bajo Cinca / Baix Cinca	4618128,29	0	0	405278,12	4121471,28	91378,89	0	0	0	0	Liquidaciones	Consolidada
2014	12	Tarazona y el Moncayo	3209716,24	0	0	69468,59	2385046,73	7999,81	0	747201,11	0	0	Liquidaciones	Consolidada
2014	13	Campo de Borja	2703867,41	0	0	189339,07	2392723,7	6282,01	0	115522,63	0	0	Liquidaciones	Consolidada
2014	14	Aranda	2100569,75	0	0	196593,51	1855388,89	7478,13	0	41109,22	0	0	Liquidaciones	Consolidada
2014	15	Ribera Alta del Ebro	4510757,17	0	0	84577,49	3851123,56	17208,86	0	557847,26	0	0	Liquidaciones	Consolidada
2014	16	Valdejalón	4133933,55	0	0	247246,5	3875255,6	11431,45	0	0	0	0	Liquidaciones	Consolidada
2014	18	Ribera Baja del Ebro	2495887,66	0	0	148025,71	2347765,3	96,65	0	0	0	0	Liquidaciones	Consolidada
2014	19	Bajo Aragón-Caspe / Baix Aragó-Casp	2182308,32	0	0	69236,8	2104052,78	9018,74	0	0	0	0	Liquidaciones	Consolidada
2014	20	Comunidad de Calatayud	4342288,79	0	0	232603,09	3772354,73	172,46	0	335858,55	1299,96	0	Liquidaciones	Consolidada
2014	21	Campo de Cariñena	2565327,98	0	0	133139,45	2027705,95	2227,56	0	402255,02	0	0	Liquidaciones	Consolidada
2014	22	Campo de Belchite	1619569,18	0	0	1395,46	1328039,41	168,85	0	289965,46	0	0	Liquidaciones	Consolidada
2014	23	Bajo Martín	2153732,76	0	0	308360,87	1828085,65	1786,24	0	15500	0	0	Liquidaciones	Consolidada
2014	24	Campo de Daroca	2628978,75	0	0	82561,84	2156828,16	129,59	0	389459,16	0	0	Liquidaciones	Consolidada
2014	25	Jiloca	3592259,75	0	0	621414,68	2315429,21	2395,78	50200	602820,08	0	0	Liquidaciones	Consolidada
2014	26	Cuencas Mineras	2358574,66	0	0	99400,81	1792541,73	1993,79	0	464638,33	0	0	Liquidaciones	Consolidada
2014	27	Andorra-Sierra de Arcos	2654636,77	0	0	590770,62	1910069,82	2008,79	0	151787,54	0	0	Liquidaciones	Consolidada
2014	28	Bajo Aragón	3419471,49	0	0	137870,11	3280162,71	1438,67	0	0	0	0	Liquidaciones	Consolidada
2014	29	Comunidad de Teruel	4163865,55	0	0	202228,05	3677181,55	795,04	15548,51	268112,4	0	0	Liquidaciones	Consolidada
2014	30	Maestrazgo	2745477,39	0	0	90703,21	1661290,1	83,76	0	993400,32	0	0	Liquidaciones	Consolidada
2014	31	Sierra de Albarracín	1923149,33	0	0	200230,15	1177227,8	11197,3	0	534494,08	0	0	Liquidaciones	Consolidada
2014	32	Gúdar-Javalambre	2686492,49	0	0	554187,31	1812480,13	523,16	0	319301,89	0	0	Liquidaciones	Consolidada
2014	33	Matarraña / Matarranya	2667546,17	0	0	166102,64	1809009,53	22753,1	0	669680,9	0	0	Liquidaciones	Consolidada
