Año	Municipio código	Municipio nombre	Tipo de presupuesto	Estado de la información	Total gastos	Gastos de personal	Gastos en bienes corrientes y servicios	Gastos financieros	Transferencias corrientes	Inversiones reales	Transferencias de capital	Activos financieros	Pasivos financieros	Gastos, fondo de contingencia
2006	50159	Maluenda	Presupuestos	Sin información										
2006	50160	Mallén	Presupuestos	Consolidada	2869603,28	640039,5	779260	17698,4	167548,73	1137143,44	95104,62	0	32808,59	
2006	50161	Manchones	Presupuestos	Consolidada	226479	38321	58489	1310	5800	120054	0	0	2505	
2006	50162	Mara	Presupuestos	Consolidada	388500	45000	94100	4470	7430	230800	0	0	6700	
2006	50163	María de Huerva	Presupuestos	Consolidada	2810000	460900	1039000	100	269000	1013000	18000	10000	0	
2006	50164	Mediana de Aragón	Presupuestos	Consolidada	611913	93815,75	192624	2800	10780	307585,25	0	0	4308	
2006	50165	Mequinenza	Presupuestos	Consolidada	5042688,59	617066,39	915847,35	19200	154448,58	3302877,22	0	0	33249,05	
2006	50166	Mesones de Isuela	Presupuestos	Consolidada	432100	56600	114500	0	5000	256000	0	0	0	
2006	50167	Mezalocha	Presupuestos	Consolidada	478315	45950	95500	8400	24600	291865	0	0	12000	
2006	50168	Mianos	Presupuestos	Sin información										
2006	50169	Miedes de Aragón	Presupuestos	Consolidada	724750	138400	193850	5400	26700	345400	0	0	15000	
2006	50170	Monegrillo	Presupuestos	Consolidada	770300	127000	271000	600	63500	304000	0	0	4200	
2006	50171	Moneva	Presupuestos	Consolidada	289752	25979,79	42262,21	1500	10	220000	0	0	0	
2006	50172	Monreal de Ariza	Presupuestos	Sin información										
2006	50173	Monterde	Presupuestos	Consolidada	785755	74606	170857	3150	7900	521742	0	0	7500	
2006	50174	Montón	Presupuestos	Consolidada	210430	21399	21300	200	46000	121026	505	0	0	
2006	50175	Morata de Jalón	Presupuestos	Consolidada	2782090,2	402000	600900	7000	90360	1669830,2	0	0	12000	
2006	50176	Morata de Jiloca	Presupuestos	Sin información										
2006	50177	Morés	Presupuestos	Sin información										
2006	50178	Moros	Presupuestos	Sin información										
2006	50179	Moyuela	Presupuestos	Consolidada	354328	57692,52	115745,61	750,5	18727,2	161412,17	0	0	0	
2006	50180	Mozota	Presupuestos	Consolidada	419700	18000	59200	3500	11300	317700	0	0	10000	
2006	50181	Muel	Presupuestos	Consolidada	5283500	330780	705460	13720	118400	4108200	0	0	6940	
2006	50182	Muela (La)	Presupuestos	Consolidada	7234406,06	2209868,68	1553004	26000	2426348,66	989184,72	30000	0	0	
2006	50183	Munébrega	Presupuestos	Consolidada	700000	105500	157500	1500	9400	418700	0	0	7400	
2006	50184	Murero	Presupuestos	Consolidada	344896	14628	52820	1767	3000	266670	0	0	6011	
2006	50185	Murillo de Gállego	Presupuestos	Sin información										
2006	50186	Navardún	Presupuestos	Consolidada	151093,23	2300	31978,7	1450	11880,52	103484,01	0	0	0	
2006	50187	Nigüella	Presupuestos	Consolidada	195100	18900	44200	0	2000	130000	0	0	0	
2006	50188	Nombrevilla	Presupuestos	Consolidada	81216	7328	24134	0	4205	44347	0	0	1202	
2006	50189	Nonaspe	Presupuestos	Consolidada	1538600	235780	256200	18000	132000	831520	2000	0	63100	
2006	50190	Novallas	Presupuestos	Consolidada	1988478	188268	219600	7470	116000	1429600	0	0	27540	
2006	50191	Novillas	Presupuestos	Consolidada	534158,66	118910	178546,64	0	25500	210000	0	0	1202,02	
2006	50192	Nuévalos	Presupuestos	Consolidada	1035245	70132	244401	53871	7070	412195	0	0	247576	
2006	50193	Nuez de Ebro	Presupuestos	Consolidada	1073201	130126	396118	2900	42050	487700	0	0	14307	
2006	50194	Olvés	Presupuestos	Sin información										
2006	50195	Orcajo	Presupuestos	Sin información										
2006	50196	Orera	Presupuestos	Consolidada	218153,17	12660	57120	350	7600	140423,17	0	0	0	
2006	50197	Orés	Presupuestos	Consolidada	294000	94000	51400	1000	1600	146000	0	0	0	
2006	50198	Oseja	Presupuestos	Consolidada	160560	2900	27910	1250	0	128500	0	0	0	
2006	50199	Osera de Ebro	Presupuestos	Consolidada	973511,75	114000	297300	9000	30100	498528,26	22583,49	0	2000	
2006	50200	Paniza	Presupuestos	Consolidada	793715	158000	273900	5600	13500	325118	1000	0	16597	
2006	50201	Paracuellos de Jiloca	Presupuestos	Consolidada	471550	160000	129500	450	0	176000	2300	0	3300	
2006	50202	Paracuellos de la Ribera	Presupuestos	Consolidada	327392	47995	113508	2808	6427	148616	0	0	8038	
2006	50203	Pastriz	Presupuestos	Consolidada	1142189,81	220412,71	425813	0	48114,82	443844,22	1000	0	3005,06	
2006	50204	Pedrola	Presupuestos	Consolidada	5073235,98	1052637,02	1729203	2600,04	144151,05	2142199,46	1	1	2443,41	
2006	50205	Pedrosas (Las)	Presupuestos	Consolidada	444330	35600	35200	200	23000	300330	0	0	50000	
2006	50206	Perdiguera	Presupuestos	Consolidada	534400	126600	213500	0	29000	161700	0	0	3600	
2006	50207	Piedratajada	Presupuestos	Consolidada	873855,74	71900	90200	4500	17700	689555,74	0	0	0	
2006	50208	Pina de Ebro	Presupuestos	Consolidada	4604836,3	502215,07	1382472,92	7249,44	111312,77	2027857,3	0	3700	570028,8	
2006	50209	Pinseque	Presupuestos	Consolidada	4016479	852316	709600	1001	193100	2260461	0	1	0	
2006	50210	Pintanos (Los)	Presupuestos	Consolidada	363852,95	5000	70248,4	1560,1	17220,94	263325,37	0	0	6498,14	
2006	50211	Plasencia de Jalón	Presupuestos	Consolidada	639452,89	81033,6	175383,99	1803,03	31021,67	346460,6	0	0	3750	
2006	50212	Pleitas	Presupuestos	Consolidada	200000	17000	33000	3000	17000	130000	0	0	0	
2006	50213	Plenas	Presupuestos	Consolidada	203700	44288,89	43800	0	4500	111111,11	0	0	0	
2006	50214	Pomer	Presupuestos	Sin información										
2006	50215	Pozuel de Ariza	Presupuestos	Sin información										
2006	50216	Pozuelo de Aragón	Presupuestos	Consolidada	323582,13	62882,13	118500	6000	9200	127000	0	0	0	
2006	50217	Pradilla de Ebro	Presupuestos	Consolidada	664630	148400	189550	300	72500	245115	0	0	8765	
2006	50218	Puebla de Albortón	Presupuestos	Consolidada	498300	56300	67400	1300	10500	357100	0	0	5700	
2006	50219	Puebla de Alfindén (La)	Presupuestos	Consolidada	6157000	1114980,83	1593474,57	8193,03	303411,21	3000244,54	0	0	136695,82	
2006	50220	Puendeluna	Presupuestos	Consolidada	189500	30000	40000	1000	7500	111000	0	0	0	
2006	50221	Purujosa	Presupuestos	Consolidada	158100	10800	36800	2000	2500	106000	0	0	0	
2006	50222	Quinto	Presupuestos	Consolidada	2100250	439570	792530	1300	45100	821750	0	0	0	
2006	50223	Remolinos	Presupuestos	Consolidada	1330281	205500	305700	8000	96000	685292	0	0	29789	
2006	50224	Retascón	Presupuestos	Consolidada	120904	11327	30837	0	5538	72000	0	0	1202	
2006	50225	Ricla	Presupuestos	Consolidada	3272491,47	454148,61	514908,24	11407	119559,89	2046467,73	30000	0	96000	
2006	50227	Romanos	Presupuestos	Consolidada	241284	10338	78911	0	8035	144000	0	0	0	
2006	50228	Rueda de Jalón	Presupuestos	Consolidada	384719,11	80746,04	152507,07	8100	17366	117000	0	0	9000	
2006	50229	Ruesca	Presupuestos	Consolidada	204100	8250	38610	250	4950	151306	0	0	734	
2006	50230	Sádaba	Presupuestos	Consolidada	2437510	553350	486710	51000	328300	951145	0	0	67005	
2006	50231	Salillas de Jalón	Presupuestos	Consolidada	656990	68506	102518	5000	11000	456360	0	0	13606	
2006	50232	Salvatierra de Esca	Presupuestos	Consolidada	486700	54100	54200	601	24500	350399	0	0	2900	
2006	50233	Samper del Salz	Presupuestos	Consolidada	217950	46000	15800	500	2520	146530	0	0	6600	
2006	50234	San Martín de la Virgen de Moncayo	Presupuestos	Sin información										
2006	50235	San Mateo de Gállego	Presupuestos	Consolidada	13647483,14	611774,05	1270050	18509,09	199150	11445000	65000	0	38000	
2006	50236	Santa Cruz de Grío	Presupuestos	Consolidada	385090	46816	128600	8400	38500	154876	0	0	7898	
2006	50237	Santa Cruz de Moncayo	Presupuestos	Sin información										
2006	50238	Santa Eulalia de Gállego	Presupuestos	Sin información										
2006	50239	Santed	Presupuestos	Sin información										
2006	50240	Sástago	Presupuestos	Sin información										
2006	50241	Saviñán	Presupuestos	Prorrogado	787901,96	238453,44	173888	3000	47000	301560,52	0	0	24000	
2006	50242	Sediles	Presupuestos	Consolidada	360075	24105	169731	370	3200	162404	0	0	265	
2006	50243	Sestrica	Presupuestos	Consolidada	726501,46	89301,46	160000	11000	1500	415700	0	0	49000	
2006	50244	Sierra de Luna	Presupuestos	Consolidada	612850	93600	87000	2850	37400	320000	0	0	72000	
2006	50245	Sigüés	Presupuestos	Consolidada	636687,72	201324,29	250814,33	1650	20807,63	70189,62	826,38	0	91075,47	
2006	50246	Sisamón	Presupuestos	Sin información										
2006	50247	Sobradiel	Presupuestos	Consolidada	1176116,75	155867,84	288735,4	4600	60146,34	663267,17	3500	0	0	
2006	50248	Sos del Rey Católico	Presupuestos	Consolidada	5028826,21	318275,79	238151,04	38500	85302,91	1582400,22	0	0	2766196,25	
2006	50249	Tabuenca	Presupuestos	Consolidada	588504,06	85944,06	147500	5000	10060	340000	0	0	0	
2006	50250	Talamantes	Presupuestos	Consolidada	145000	22100	39600	300	3000	80000	0	0	0	
2006	50251	Tarazona	Presupuestos	Consolidada	13432231,25	4072515,24	2192798,99	403672,07	434868,47	4767807	507758,53	0	1052810,95	
2006	50252	Tauste	Presupuestos	Consolidada	8622163,24	2173823,59	2529040,22	171966,65	279443,54	2803391,86	10779,19	3000	650718,19	
2006	50253	Terrer	Presupuestos	Consolidada	552599,65	95574	126020	1000	36424	293581,65	0	0	0	
2006	50254	Tierga	Presupuestos	Consolidada	370924	45881	147685	7212	19005	140721	0	0	10420	
2006	50255	Tobed	Presupuestos	Consolidada	945000	159235	210840	2150	17660	554915	0	0	200	
2006	50256	Torralba de los Frailes	Presupuestos	Sin información										
2006	50257	Torralba de Ribota	Presupuestos	Consolidada	415624	34945,2	72920,2	2400	19000	277090,98	0	0	9267,62	
2006	50258	Torralbilla	Presupuestos	Consolidada	138280,57	14648,04	39450	0	4185,6	79996,93	0	0	0	
2006	50259	Torrehermosa	Presupuestos	Sin información										
2006	50260	Torrelapaja	Presupuestos	Consolidada	137630	9130	21800	600	0	106100	0	0	0	
2006	50261	Torrellas	Presupuestos	Consolidada	1103638	132500	136600	1200	13800	814338	0	0	5200	
2006	50262	Torres de Berrellén	Presupuestos	Consolidada	1229060,49	349870,5	321721,68	5900	90000	461468,31	0	0	100	
2006	50263	Torrijo de la Cañada	Presupuestos	Consolidada	988964,15	93741,32	102675,62	4200	7000	701421,92	74175,29	0	5750	
2006	50264	Tosos	Presupuestos	Consolidada	326259,27	45916,24	105620	4000	24525,45	135591,51	0	0	10606,07	
2006	50265	Trasmoz	Presupuestos	Sin información										
2006	50266	Trasobares	Presupuestos	Consolidada	246390	54000	58790	600	0	133000	0	0	0	
2006	50267	Uncastillo	Presupuestos	Sin información										
2006	50268	Undués de Lerda	Presupuestos	Consolidada	306699,37	25316,93	63647,24	950	10553,26	206231,94	0	0	0	
2006	50269	Urrea de Jalón	Presupuestos	Consolidada	389762,08	87272,87	151089,21	6300	22100	120000	0	0	3000	
2006	50270	Urriés	Presupuestos	Consolidada	272203,61	2600	41798,4	850	13132,54	213822,67	0	0	0	
2006	50271	Used	Presupuestos	Sin información										
2006	50272	Utebo	Presupuestos	Consolidada	11789040,11	4009005,06	5171795,79	130236,44	192120,01	1336101,52	96574,87	74000	779206,42	
2006	50273	Valdehorna	Presupuestos	Sin información										
2006	50274	Val de San Martín	Presupuestos	Consolidada	196668	5422	85919	1803	2504	95010	0	0	6010	
2006	50275	Valmadrid	Presupuestos	Consolidada	561600	41800	90300	2800	9000	417700	0	0	0	
2006	50276	Valpalmas	Presupuestos	Consolidada	425956,2	46000	61500	0	28500	289956,2	0	0	0	
2006	50277	Valtorres	Presupuestos	Consolidada	202000	27600	52700	0	2000	119700	0	0	0	
2006	50278	Velilla de Ebro	Presupuestos	Consolidada	455700	81310,45	126480,79	6045	2108,76	226000	0	0	13755	
2006	50279	Velilla de Jiloca	Presupuestos	Sin información										
2006	50280	Vera de Moncayo	Presupuestos	Consolidada	692750	64250	94500	9400	25000	489700	0	0	9900	
2006	50281	Vierlas	Presupuestos	Consolidada	510740	15400	46750	0	4800	443790	0	0	0	
2006	50282	Vilueña (La)	Presupuestos	Consolidada	213000	14900	53100	0	2000	143000	0	0	0	
2006	50283	Villadoz	Presupuestos	Consolidada	144141,64	11826,61	80419,35	2154,52	2292,74	46185,74	0	0	1262,68	
2006	50284	Villafeliche	Presupuestos	Consolidada	290270	34738	61700	400	15500	177432	500	0	0	
2006	50285	Villafranca de Ebro	Presupuestos	Consolidada	1051000	126800	220200	8500	20500	650000	0	0	25000	
2006	50286	Villalba de Perejil	Presupuestos	Consolidada	215000	19000	30700	300	6000	159000	0	0	0	
2006	50287	Villalengua	Presupuestos	Consolidada	546198,7	62602,96	96193,74	2200	7800	327402	50000	0	0	
2006	50288	Villanueva de Gállego	Presupuestos	Consolidada	11118258,61	1482630,56	1734000	44500	298800	6336317,92	993552	0	228458,13	
2006	50289	Villanueva de Jiloca	Presupuestos	Sin información										
2006	50290	Villanueva de Huerva	Presupuestos	Consolidada	493769,15	135472,64	176134,5	4000	39400,51	126000	0	0	12761,5	
2006	50291	Villar de los Navarros	Presupuestos	Consolidada	318750	19400	82200	3150	12000	190000	0	0	12000	
2006	50292	Villarreal de Huerva	Presupuestos	Consolidada	269093,71	39836,63	98226,78	667,7	5992,26	124370,34	0	0	0	
2006	50293	Villarroya de la Sierra	Presupuestos	Consolidada	862196	138072,75	158165	210,52	77941	412197,51	73205,18	0	2404,04	
2006	50294	Villarroya del Campo	Presupuestos	Consolidada	95040,24	10317,79	41802,28	27,95	7942,46	34949,76	0	0	0	
2006	50295	Vistabella	Presupuestos	Consolidada	129213	8800	19611	202	1000	90100	9500	0	0	
2006	50296	Zaida (La)	Presupuestos	Consolidada	778664,68	96446,7	246800	300	72165,73	360968,91	0	0	1983,34	
2006	50297	Zaragoza	Presupuestos	Consolidada	670007280	218746000	208589225	20347800	29743227	148932540	20443543	11347545	11857400	
2006	50298	Zuera	Presupuestos	Consolidada	19769971,94	3135371,23	2092191,36	70932,25	638209,94	13400635,03	37643,06	0	394989,07	
2006	50901	Biel	Presupuestos	Sin información										
2006	50902	Marracos	Presupuestos	Consolidada	352544,26	24800	62900	6000	13000	228844,26	0	0	17000	
2006	50903	Villamayor de Gállego	Presupuestos	Consolidada	2415350,95	249592,83	1463918,52	24000	115150	562689,6	0	0	0	
2007	22001	Abiego	Presupuestos	Consolidada	407134,77	44972	146299,76	4300	9000	190542,77	0	0	12020,24	
2007	22002	Abizanda	Presupuestos	Consolidada	601402	82000	167752	2200	12300	337150	0	0	0	
2007	22003	Adahuesca	Presupuestos	Sin información										
2007	22004	Agüero	Presupuestos	Consolidada	523000	180002	133822	6760	2200	185516	0	0	14700	
2007	22006	Aísa	Presupuestos	Consolidada	1044669,08	210000	666992,69	12000	13480	117196,39	0	0	25000	
2007	22007	Albalate de Cinca	Presupuestos	Consolidada	766054,46	176847,06	293876,43	21161,19	25900	204514,26	0	0	43755,52	
2007	22008	Albalatillo	Presupuestos	Consolidada	239595	22105	61685	1850	14300	134155	0	0	5500	
2007	22009	Albelda	Presupuestos	Consolidada	1026750	375850	299780	13500	30000	254620	0	0	53000	
2007	22011	Albero Alto	Presupuestos	Consolidada	262739,61	27520,83	32012,68	300,51	2903,04	200002,55	0	0	0	
2007	22012	Albero Bajo	Presupuestos	Consolidada	141860	20300	60240	1300	8520	51500	0	0	0	
2007	22013	Alberuela de Tubo	Presupuestos	Consolidada	461298	58259	205098	4000	15300	172641	0	0	6000	
2007	22014	Alcalá de Gurrea	Presupuestos	Consolidada	766980	122813	254017	1000	19550	369600	0	0	0	
2007	22015	Alcalá del Obispo	Presupuestos	Sin información										
2007	22016	Alcampell	Presupuestos	Sin información										
2007	22017	Alcolea de Cinca	Presupuestos	Consolidada	1801482,67	205869,01	436101	11600	38800,5	1085112,16	0	0	24000	
2007	22018	Alcubierre	Presupuestos	Consolidada	440538,19	135701,14	155621	7702	19389,48	83585,08	9120	0	29419,49	
2007	22019	Alerre	Presupuestos	Sin información										
2007	22020	Alfántega	Presupuestos	Sin información										
2007	22021	Almudévar	Presupuestos	Consolidada	2740700	633951,17	940310	62600	166500	835800	5500	0	96038,83	
2007	22022	Almunia de San Juan	Presupuestos	Sin información										
2007	22023	Almuniente	Presupuestos	Sin información										
2007	22024	Alquézar	Presupuestos	Consolidada	857899,43	81280	338094,43	1500	8700	428325	0	0	0	
2007	22025	Altorricón	Presupuestos	Consolidada	1206000	375600	349800	15000	77000	323500	0	0	65100	
2007	22027	Angüés	Presupuestos	Consolidada	488832,88	67693,88	110137,43	1900	44500	264601,57	0	0	0	
2007	22028	Ansó	Presupuestos	Consolidada	666520	124030	311150	8790	70750	136800	0	0	15000	
2007	22029	Antillón	Presupuestos	Consolidada	197882	37200	39775	4117	8790	108000	0	0	0	
2007	22032	Aragüés del Puerto	Presupuestos	Consolidada	318535	33700	75185	3000	3000	203650	0	0	0	
2007	22035	Arén	Presupuestos	Sin información										
2007	22036	Argavieso	Presupuestos	Sin información										
2007	22037	Arguis	Presupuestos	Consolidada	156600	15200	85360	500	3000	52540	0	0	0	
2007	22039	Ayerbe	Presupuestos	Consolidada	1423491,4	371405	398235	20673,4	18100	568100	400	0	46578	
2007	22040	Azanuy-Alins	Presupuestos	Consolidada	391549	33715	62549	2000	10840	276666	0	0	5779	
2007	22041	Azara	Presupuestos	Consolidada	234565	29200	65350	0	8200	131815	0	0	0	
2007	22042	Azlor	Presupuestos	Consolidada	501669	12800	46974	2700	9400	423695	0	0	6100	
2007	22043	Baells	Presupuestos	Sin información										
2007	22044	Bailo	Presupuestos	Sin información										
2007	22045	Baldellou	Presupuestos	Sin información										
2007	22046	Ballobar	Presupuestos	Sin información										
2007	22047	Banastás	Presupuestos	Sin información										
2007	22048	Barbastro	Presupuestos	Consolidada	17958806,15	4248466,57	4446819,76	551225,38	1916328,02	5288207,3	448310,46	0	1059448,66	
2007	22049	Barbués	Presupuestos	Sin información										
2007	22050	Barbuñales	Presupuestos	Consolidada	144988,2	10015	28527,84	985,25	8125,51	96347,6	0	0	987	
2007	22051	Bárcabo	Presupuestos	Consolidada	167570,07	2	44562,48	1900	15060	102249,59	0	0	3796	
2007	22052	Belver de Cinca	Presupuestos	Sin información										
2007	22053	Benabarre	Presupuestos	Consolidada	3516044,2	723231,36	674205	37400	36900	1645030,64	307977,2	0	91300	
2007	22054	Benasque	Presupuestos	Consolidada	5729382,51	1330391,25	1130850	148600	330400	2166670,36	419834	11000	191636,9	
2007	22055	Berbegal	Presupuestos	Consolidada	556595,72	74767,81	143850,22	2625	54150	273387,69	0	0	7815	
2007	22057	Bielsa	Presupuestos	Consolidada	1357900	143800	448450	20000	87650	614000	0	0	44000	
2007	22058	Bierge	Presupuestos	Consolidada	716358,25	69759	173550	3000	25000	395049,25	0	0	50000	
2007	22059	Biescas	Presupuestos	Consolidada	3562000	1065631,13	919671,93	60250	243502	1059780	7000	0	206164,94	
2007	22060	Binaced	Presupuestos	Consolidada	1085412,58	308419,92	464700	4698,98	49225	233415,37	0	0	24953,31	
2007	22061	Binéfar	Presupuestos	Consolidada	9517898,51	2785347,24	2407749,05	87580	320670,81	3435715,15	61501,26	0	419335	
2007	22062	Bisaurri	Presupuestos	Sin información										
2007	22063	Biscarrués	Presupuestos	Consolidada	158889,9	18106,9	64763	1750	28270	34000	0	0	12000	
2007	22064	Blecua y Torres	Presupuestos	Consolidada	569807	40600	48762	7303	203600	257000	0	0	12542	
2007	22066	Boltaña	Presupuestos	Consolidada	1744509,93	397139,03	506495,02	7387,05	101385,02	727896,81	0	0	4207	
2007	22067	Bonansa	Presupuestos	Sin información										
2007	22068	Borau	Presupuestos	Sin información										
2007	22069	Broto	Presupuestos	Consolidada	1075340,97	104700	292771,52	12106	43820	478066,07	27750	0	116127,38	
2007	22072	Caldearenas	Presupuestos	Sin información										
2007	22074	Campo	Presupuestos	Sin información										
2007	22075	Camporrells	Presupuestos	Sin información										
2007	22076	Canal de Berdún	Presupuestos	Consolidada	908000	99983	276517	1500	24700	505000	0	0	300	
2007	22077	Candasnos	Presupuestos	Sin información										
2007	22078	Canfranc	Presupuestos	Consolidada	1600000	437740	718600	16500	110300	305000	0	0	11860	
2007	22079	Capdesaso	Presupuestos	Consolidada	189362,49	18739,96	107930,73	2982,14	6297,89	53411,77	0	0	0	
2007	22080	Capella	Presupuestos	Consolidada	273700	68514	116586	2800	20000	56500	0	0	9300	
2007	22081	Casbas de Huesca	Presupuestos	Consolidada	376269,13	53220,94	99727,32	4000	42950	170866,87	0	0	5504	
2007	22082	Castejón del Puente	Presupuestos	Consolidada	659761,04	95540,03	174236,48	1018,13	12006,81	360027,17	12210,43	0	4721,99	
2007	22083	Castejón de Monegros	Presupuestos	Sin información										
2007	22084	Castejón de Sos	Presupuestos	Consolidada	2575203	789041	605810	5860	121766	1045226	0	0	7500	
2007	22085	Castelflorite	Presupuestos	Consolidada	225663	19143	45010	945	15370	142490	0	0	2705	
2007	22086	Castiello de Jaca	Presupuestos	Consolidada	519548,34	123829,38	179026,96	300	15800	200592	0	0	0	
2007	22087	Castigaleu	Presupuestos	Consolidada	122000	24493	54707	0	4000	38800	0	0	0	
2007	22088	Castillazuelo	Presupuestos	Consolidada	323591,75	33227,98	53075	35	16037,87	217609,83	0	0	3606,07	
2007	22089	Castillonroy	Presupuestos	Sin información										
2007	22090	Colungo	Presupuestos	Consolidada	279481,81	501	39884,31	450	23400	215246,5	0	0	0	
2007	22094	Chalamera	Presupuestos	Sin información										
2007	22095	Chía	Presupuestos	Consolidada	132729	25520	79609	1650	16800	2660	0	0	6490	
2007	22096	Chimillas	Presupuestos	Sin información										
2007	22099	Esplús	Presupuestos	Consolidada	626135	191572	257263	2000	41000	104300	0	0	30000	
2007	22102	Estada	Presupuestos	Consolidada	264667,44	35237,54	64258,19	0	13000	152171,71	0	0	0	
2007	22103	Estadilla	Presupuestos	Consolidada	2605313,38	252754,35	1379025,55	11174,49	39220,08	870940,1	29227,91	300	22670,9	
2007	22105	Estopiñán del Castillo	Presupuestos	Consolidada	441260,18	79500	141000	9000	28125,12	161635,06	0	0	22000	
2007	22106	Fago	Presupuestos	Consolidada	64730	2000	35600	400	13930	6800	0	0	6000	
2007	22107	Fanlo	Presupuestos	Consolidada	717350	28000	67800	0	3700	617850	0	0	0	
2007	22109	Fiscal	Presupuestos	Sin información										
2007	22110	Fonz	Presupuestos	Consolidada	1133446	201950	413152	11700	0	450500	12500	0	43644	
2007	22111	Foradada del Toscar	Presupuestos	Consolidada	229900	63000	63800	200	21500	81400	0	0	0	
2007	22112	Fraga	Presupuestos	Consolidada	17786000	5134500	3543821,5	259732	856740	7290000	60000	0	641206,5	
2007	22113	Fueva (La)	Presupuestos	Consolidada	1833038,18	49465,18	416900	28500	107450	793300	3420	0	434003	
2007	22114	Gistaín	Presupuestos	Sin información										
2007	22115	Grado (El)	Presupuestos	Consolidada	846240	184100	267100	22090	52800	257000	2000	0	61150	
2007	22116	Grañén	Presupuestos	Consolidada	4099252	382050	455017	62999,48	162806	2795229,52	25400	0	215750	
2007	22117	Graus	Presupuestos	Consolidada	7639621	1524007	1579845	85411	332658	3561438	3444	375000	177818	
2007	22119	Gurrea de Gállego	Presupuestos	Consolidada	1440082	290300	361200	35900	398750	258632	0	0	95300	
2007	22122	Hoz de Jaca	Presupuestos	Consolidada	324387	40912	97900	0	910	184665	0	0	0	
2007	22124	Huerto	Presupuestos	Consolidada	347517	72729	130132	6480	9350	115210	0	0	13616	
2007	22125	Huesca	Presupuestos	Consolidada	61219256,63	17454647,91	15973152	592134,12	2315020,48	22145591,38	368904,6	50000	2319806,14	
2007	22126	Ibieca	Presupuestos	Sin información										
2007	22127	Igriés	Presupuestos	Consolidada	337059	93259	172200	600	5000	66000	0	0	0	
2007	22128	Ilche	Presupuestos	Consolidada	222053	44577	80585	2400	30921	56800	0	0	6770	
2007	22129	Isábena	Presupuestos	Consolidada	246643,65	81607,51	60694,44	1291,87	5800	88213,17	0	0	9036,66	
2007	22130	Jaca	Presupuestos	Consolidada	29519208	6909737	6137954	543363	1068412	13241265	321217	0	1297260	
2007	22131	Jasa	Presupuestos	Consolidada	420000	30800	91300	1000	4000	292900	0	0	0	
2007	22133	Labuerda	Presupuestos	Sin información										
2007	22135	Laluenga	Presupuestos	Consolidada	567847,5	45198	89910	8021	16210	391777,5	0	0	16731	
2007	22136	Lalueza	Presupuestos	Consolidada	1375847,68	205153,16	236205	29500	118470,83	765488,35	0	0	21030,34	
2007	22137	Lanaja	Presupuestos	Sin información										
2007	22139	Laperdiguera	Presupuestos	Consolidada	291411	11950	48560	901	8000	219000	0	0	3000	
2007	22141	Lascellas-Ponzano	Presupuestos	Consolidada	872785,81	22290	93300	3900	8210	635187,05	0	0	109898,76	
2007	22142	Lascuarre	Presupuestos	Consolidada	253200	36328	84872	1000	6000	120000	0	0	5000	
2007	22143	Laspaúles	Presupuestos	Consolidada	690450	156000	82250	3600	37600	394500	0	0	16500	
2007	22144	Laspuña	Presupuestos	Consolidada	530920	100000	240920	6000	21000	145000	0	0	18000	
2007	22149	Loarre	Presupuestos	Consolidada	360769,16	83692,86	73497,39	2800	21000	162778,91	0	0	17000	
2007	22150	Loporzano	Presupuestos	Consolidada	1115041,27	96161,83	175695,23	3580	22800	813804,21	0	0	3000	
2007	22151	Loscorrales	Presupuestos	Consolidada	138475	13725	46450	3320	6500	66375	0	0	2105	
2007	22155	Monesma y Cajigar	Presupuestos	Consolidada	95000	23305	35295	1000	3000	29400	0	0	3000	
2007	22156	Monflorite-Lascasas	Presupuestos	Consolidada	225270	29940	64705	1000	39955	82270	0	0	7400	
2007	22157	Montanuy	Presupuestos	Sin información										
2007	22158	Monzón	Presupuestos	Consolidada	18549746,41	6010326,56	4134899,18	452475	368847	6442503,67	130000	0	1010695	
2007	22160	Naval	Presupuestos	Consolidada	600000	90100	141900	7200	32900	317100	0	0	10800	
2007	22162	Novales	Presupuestos	Consolidada	259235,01	55786,07	74521,72	3000,51	6427,17	115899,54	0	0	3600	
2007	22163	Nueno	Presupuestos	Sin información										
2007	22164	Olvena	Presupuestos	Consolidada	129903,78	4650	38258	100	8500	78395,78	0	0	0	
2007	22165	Ontiñena	Presupuestos	Consolidada	424178,6	104430	149882,32	7450	24001,02	130296,26	300	0	7819	
2007	22167	Osso de Cinca	Presupuestos	Consolidada	773877,49	110267,62	253762,68	9700	28465,16	344241,52	14440,12	0	13000,39	
2007	22168	Palo	Presupuestos	Sin información										
2007	22170	Panticosa	Presupuestos	Consolidada	4149607	543546	694112	1	66700	2845247	0	0	1	
2007	22172	Peñalba	Presupuestos	Consolidada	938739,16	140005,43	294640,04	150	99586,99	404356,7	0	0	0	
2007	22173	Peñas de Riglos (Las)	Presupuestos	Consolidada	299997	9750	102443	100	28501	159203	0	0	0	
2007	22174	Peralta de Alcofea	Presupuestos	Consolidada	618412,11	143890,43	245364,73	7500	38660,32	165396,63	0	0	17600	
2007	22175	Peralta de Calasanz	Presupuestos	Consolidada	303150	78644	81518	2041	19138	111275	0	0	10534	
2007	22176	Peraltilla	Presupuestos	Consolidada	299914	24300	41740	1500	7010	216864	0	0	8500	
2007	22177	Perarrúa	Presupuestos	Consolidada	361294,98	0	88250	800	16000	250666,32	0	0	5578,66	
