Año	Municipio código	Municipio nombre	Residencial	BI Almacén, estacionamiento	BI Comercial	BI Ocio, hostelería	BI Industrial	BI Cultural	BI Deportivo	BI Oficinas	BI Edificios singulares	BI Religioso	BI Espectáculos	BI Sin definir	BI Suelo vacante	BI Sanidad, benefic	Total
2007	44138	Loscos	267	0	0	0	288	0	0	0	1	2	0	319	28	0	586
2007	44141	Lledó	163	8	0	1	13	1	0	0	1	1	0	66	41	0	229
2007	44142	Maicas	79	0	0	0	30	0	0	0	1	1	0	55	23	0	134
2007	44143	Manzanera	874	33	9	4	415	1	3	0	2	6	0	869	395	1	1743
2007	44144	Martín del Río	330	27	1	0	120	2	2	0	2	4	0	302	144	0	632
2007	44145	Mas de las Matas	1074	58	8	0	50	2	4	2	2	2	1	417	285	3	1491
2007	44146	Mata de los Olmos (La)	143	2	1	0	88	1	2	0	0	3	0	128	31	0	271
2007	44147	Mazaleón	539	13	1	0	30	2	1	0	1	2	0	144	94	0	683
2007	44148	Mezquita de Jarque	71	0	0	1	41	0	2	0	1	1	0	73	27	0	144
2007	44149	Mirambel	139	3	1	0	101	1	0	0	1	7	1	134	19	0	273
2007	44150	Miravete de la Sierra	79	0	0	0	45	0	0	0	0	2	0	52	5	0	131
2007	44151	Molinos	281	2	3	1	186	0	0	0	1	3	0	223	27	0	504
2007	44152	Monforte de Moyuela	118	0	0	0	103	0	1	0	1	2	0	132	25	0	250
2007	44153	Monreal del Campo	1511	69	5	3	167	3	0	2	1	3	0	683	430	0	2194
2007	44154	Monroyo	208	5	4	0	98	2	1	0	1	1	0	133	21	0	341
2007	44155	Montalbán	1038	108	19	1	617	1	0	6	1	3	0	1013	257	0	2051
2007	44156	Monteagudo del Castillo	139	0	0	0	7	1	0	0	1	2	0	41	30	0	180
2007	44157	Monterde de Albarracín	214	5	0	1	1	2	0	0	0	1	0	73	63	0	287
2007	44158	Mora de Rubielos	1299	145	14	6	472	1	4	4	1	7	1	1169	513	1	2468
2007	44159	Moscardón	138	0	0	0	3	0	0	0	1	1	0	40	35	0	178
2007	44160	Mosqueruela	580	11	0	3	17	3	1	1	3	4	0	107	64	0	687
2007	44161	Muniesa	736	20	0	2	53	1	4	1	2	3	0	194	108	0	930
2007	44163	Noguera de Albarracín	233	2	0	0	2	1	0	0	1	1	0	44	37	0	277
2007	44164	Nogueras	94	0	0	1	74	0	0	0	1	1	0	95	18	0	189
2007	44165	Nogueruelas	328	17	0	1	12	1	0	0	1	1	0	69	35	1	397
2007	44167	Obón	275	0	0	0	51	0	0	0	0	1	0	67	15	0	342
2007	44168	Odón	283	2	1	0	2	0	0	0	1	1	0	81	74	0	364
2007	44169	Ojos Negros	584	26	1	4	191	0	4	1	1	6	0	322	87	1	906
2007	44171	Olba	677	17	0	0	20	1	3	0	2	1	0	246	201	1	923
2007	44172	Oliete	774	21	0	0	3	1	0	0	1	5	0	87	56	0	861
2007	44173	Olmos (Los)	127	1	0	0	119	1	0	0	1	1	0	139	16	0	266
2007	44174	Orihuela del Tremedal	652	7	3	1	11	1	3	0	0	1	1	228	196	4	880
2007	44175	Orrios	118	0	0	0	58	1	0	0	1	1	0	95	33	1	213
2007	44176	Palomar de Arroyos	181	6	0	1	78	1	0	0	1	1	0	114	26	0	295
2007	44177	Pancrudo	189	0	0	0	146	1	0	0	2	4	0	198	45	0	387
2007	44178	Parras de Castellote (Las)	172	3	0	0	129	2	0	0	1	2	0	196	58	1	368
2007	44179	Peñarroya de Tastavins	451	8	1	2	10	2	2	0	1	3	0	69	40	0	520
2007	44180	Peracense	163	0	0	0	0	1	0	0	1	1	0	30	27	0	193
2007	44181	Peralejos	96	5	0	0	5	1	1	0	2	2	0	30	14	0	126
2007	44182	Perales del Alfambra	230	4	0	1	70	0	0	0	2	3	0	121	41	0	351
2007	44183	Pitarque	152	1	0	0	77	1	0	0	1	1	0	111	30	0	263
2007	44184	Plou	84	0	0	0	73	1	0	0	1	1	0	96	20	0	180
2007	44185	Pobo (El)	170	1	2	0	6	1	0	0	1	2	0	25	12	0	195
2007	44187	Portellada (La)	204	3	1	0	93	2	1	0	1	2	0	150	47	0	354
2007	44189	Pozondón	190	8	0	0	1	0	0	0	0	1	0	26	16	0	216
2007	44190	Pozuel del Campo	160	5	0	0	101	0	0	0	1	4	0	159	48	0	319
2007	44191	Puebla de Híjar (La)	902	31	5	1	96	1	3	0	2	3	0	304	162	0	1206
2007	44192	Puebla de Valverde (La)	408	6	2	3	167	1	0	0	1	2	0	314	131	1	722
2007	44193	Puertomingalvo	228	38	1	2	25	0	1	0	1	1	0	107	37	1	335
2007	44194	Ráfales	168	8	0	1	110	1	3	0	0	2	0	169	43	1	337
2007	44195	Rillo	119	0	0	0	54	0	0	1	1	2	0	76	18	0	195
2007	44196	Riodeva	213	1	0	0	90	0	1	0	0	1	0	438	345	0	651
2007	44197	Ródenas	199	0	0	1	2	0	0	0	1	1	0	37	32	0	236
2007	44198	Royuela	374	3	0	0	0	0	0	0	1	1	0	92	87	0	466
2007	44199	Rubiales	64	1	0	0	14	0	0	0	1	1	0	56	39	0	120
2007	44200	Rubielos de la Cérida	68	0	0	0	74	0	0	1	1	1	0	106	29	0	174
2007	44201	Rubielos de Mora	669	48	5	2	123	1	1	3	3	11	0	609	411	1	1278
2007	44203	Salcedillo	21	0	0	1	21	0	1	0	1	1	0	44	19	0	65
2007	44204	Saldón	180	0	0	0	1	0	0	0	1	2	0	27	23	0	207
2007	44205	Samper de Calanda	822	13	7	0	61	4	2	1	2	5	1	181	85	0	1003
2007	44206	San Agustín	346	9	0	0	13	2	0	0	3	3	0	82	52	0	428
2007	44207	San Martín del Río	515	0	1	0	1	0	0	0	0	1	0	119	116	0	634
2007	44208	Santa Cruz de Nogueras	50	0	0	1	52	0	0	0	0	2	0	88	33	0	138
2007	44209	Santa Eulalia	768	5	7	2	103	3	2	4	0	0	1	407	275	5	1175
2007	44210	Sarrión	1213	48	5	4	274	3	6	2	2	4	0	693	345	0	1906
2007	44211	Segura de los Baños	123	0	0	0	64	0	0	0	0	1	0	107	42	0	230
2007	44212	Seno	74	4	0	0	41	0	0	0	2	1	0	78	30	0	152
2007	44213	Singra	93	0	0	0	86	1	0	0	1	3	0	112	21	0	205
2007	44215	Terriente	247	1	0	0	3	0	2	0	0	3	0	27	18	0	274
2007	44216	Teruel	15922	7298	651	29	1991	45	17	176	39	45	1	11869	1560	17	27791
2007	44217	Toril y Masegoso	89	2	0	0	0	0	0	0	1	2	0	10	5	0	99
2007	44218	Tormón	67	1	0	0	21	0	1	0	1	1	0	50	25	0	117
2007	44219	Tornos	408	0	0	0	2	0	0	0	1	1	0	116	112	0	524
2007	44220	Torralba de los Sisones	154	9	0	0	93	1	0	0	0	2	0	127	22	0	281
2007	44221	Torrecilla de Alcañiz	297	0	4	0	123	1	1	0	1	1	0	185	54	0	482
2007	44222	Torrecilla del Rebollar	194	0	0	0	78	0	1	0	1	2	0	119	36	1	313
2007	44223	Torre de Arcas	88	1	0	0	61	2	0	0	1	1	0	72	5	1	160
2007	44224	Torre de las Arcas	77	4	0	0	46	0	0	0	1	2	0	83	30	0	160
2007	44225	Torre del Compte	266	14	0	1	14	3	1	0	1	3	0	97	60	0	363
2007	44226	Torrelacárcel	225	9	0	0	47	0	1	3	0	2	0	285	223	0	510
2007	44227	Torre los Negros	123	0	0	0	72	0	1	0	0	1	0	90	15	1	213
2007	44228	Torremocha de Jiloca	116	9	0	0	24	0	1	1	0	1	0	128	91	1	244
2007	44229	Torres de Albarracín	271	1	0	0	1	0	0	0	1	1	0	66	61	1	337
2007	44230	Torrevelilla	201	1	0	0	58	0	0	0	2	3	0	91	27	0	292
2007	44231	Torrijas	200	6	2	0	99	1	0	0	2	1	0	173	62	0	373
2007	44232	Torrijo del Campo	470	2	1	0	33	1	0	0	0	2	0	83	43	1	553
2007	44234	Tramacastiel	144	13	0	0	92	1	0	0	0	1	0	216	109	0	360
2007	44235	Tramacastilla	141	90	0	2	22	1	0	2	1	1	0	224	105	0	365
2007	44236	Tronchón	156	2	0	0	79	1	0	0	3	5	0	105	15	0	261
2007	44237	Urrea de Gaén	423	21	1	1	37	1	0	1	1	3	0	243	174	3	666
2007	44238	Utrillas	1562	469	69	5	330	6	5	8	0	5	0	1200	298	5	2762
2007	44239	Valacloche	59	0	0	0	10	1	0	0	0	0	0	23	12	0	82
2007	44240	Valbona	164	91	2	1	220	1	2	2	0	3	0	454	131	1	618
2007	44241	Valdealgorfa	426	9	1	1	254	1	3	0	2	3	0	397	123	0	823
2007	44243	Valdecuenca	78	2	0	0	31	0	0	0	1	1	0	107	72	0	185
2007	44244	Valdelinares	193	5	0	0	5	0	0	0	1	1	0	21	9	0	214
2007	44245	Valdeltormo	262	5	0	0	158	0	1	0	2	1	0	232	64	1	494
2007	44246	Valderrobres	1165	93	17	7	247	3	3	7	3	2	2	674	287	3	1839
2007	44247	Valjunquera	399	5	0	0	10	2	1	0	0	2	0	79	59	0	478
2007	44249	Vallecillo (El)	129	6	0	0	4	0	0	0	0	1	0	22	11	0	151
2007	44250	Veguillas de la Sierra	42	0	0	0	16	0	0	0	0	1	0	49	32	0	91
2007	44251	Villafranca del Campo	253	5	1	1	31	0	1	0	1	2	0	234	192	0	487
2007	44252	Villahermosa del Campo	76	0	0	1	38	1	0	0	0	1	0	53	12	0	129
2007	44256	Villanueva del Rebollar de la Sierra	56	0	0	0	58	0	0	0	1	2	0	76	15	0	132
2007	44257	Villar del Cobo	283	2	0	1	25	1	1	0	0	2	1	93	60	0	376
2007	44258	Villar del Salz	154	0	0	1	0	0	0	0	0	1	0	25	23	0	179
2007	44260	Villarluengo	202	5	0	2	133	1	0	0	5	4	0	218	67	1	420
2007	44261	Villarquemado	481	6	5	1	66	0	1	1	1	0	0	346	265	0	827
2007	44262	Villarroya de los Pinares	188	4	1	0	92	1	0	1	1	4	0	128	24	0	316
2007	44263	Villastar	215	6	0	0	85	1	0	0	0	2	0	207	113	0	422
2007	44264	Villel	313	8	0	1	87	0	0	0	1	2	0	283	184	0	596
2007	44265	Vinaceite	243	4	1	0	27	0	1	1	1	1	0	55	19	0	298
2007	44266	Visiedo	142	0	1	0	75	0	0	0	2	2	0	113	33	0	255
2007	44267	Vivel del Río Martín	171	1	0	0	101	0	0	0	1	4	0	165	58	0	336
2007	44268	Zoma (La)	30	0	0	0	44	0	0	0	1	1	0	59	13	0	89
2007	50001	Abanto	148	0	0	1	135	1	0	0	0	3	0	159	19	0	307
2007	50002	Acered	186	0	0	0	156	1	0	0	1	3	0	195	34	0	381
2007	50003	Agón	127	0	0	0	40	1	5	1	0	1	0	58	10	0	185
2007	50004	Aguarón	524	4	5	0	270	0	0	0	0	2	2	378	95	0	902
2007	50005	Aguilón	482	0	0	0	12	0	1	0	1	2	0	46	30	0	528
2007	50006	Ainzón	803	6	3	1	94	1	1	0	0	2	1	235	123	3	1038
2007	50007	Aladrén	56	0	0	0	132	0	0	0	0	3	0	148	13	0	204
2007	50008	Alagón	2682	492	71	6	251	5	4	9	1	4	0	1147	301	3	3829
2007	50009	Alarba	208	0	0	0	0	0	2	0	0	2	0	22	18	0	230
2007	50010	Alberite de San Juan	54	0	0	1	46	0	0	0	0	1	1	55	6	0	109
2007	50011	Albeta	93	0	1	3	62	2	0	0	0	1	0	101	32	0	194
2007	50012	Alborge	111	0	0	0	56	0	2	0	0	1	0	81	21	1	192
2007	50013	Alcalá de Ebro	171	0	1	2	51	1	0	1	0	1	0	96	39	0	267
2007	50014	Alcalá de Moncayo	165	0	0	1	122	1	0	0	0	1	0	147	22	0	312
2007	50015	Alconchel de Ariza	186	0	0	1	252	0	1	0	1	4	0	314	55	0	500
2007	50016	Aldehuela de Liestos	143	1	0	0	0	0	0	0	0	2	0	20	17	0	163
2007	50017	Alfajarín	1045	7	3	2	215	1	7	12	1	1	1	529	278	1	1574
2007	50018	Alfamén	580	0	4	2	230	3	2	1	0	1	2	409	164	0	989
2007	50019	Alforque	98	0	0	0	55	0	3	0	0	1	0	75	16	0	173
2007	50020	Alhama de Aragón	831	61	18	11	322	3	5	1	0	4	0	571	145	1	1402
2007	50021	Almochuel	29	0	0	0	70	1	1	0	0	1	0	74	1	0	103
2007	50022	Almolda (La)	314	1	3	2	179	1	0	0	1	6	1	238	43	1	552
2007	50023	Almonacid de la Cuba	269	0	0	0	158	1	1	1	1	2	0	187	22	1	456
2007	50024	Almonacid de la Sierra	554	6	5	0	513	1	3	3	2	3	0	669	133	0	1223
2007	50025	Almunia de Doña Godina (La)	2817	363	114	15	723	7	5	17	2	3	1	1566	312	4	4383
2007	50026	Alpartir	366	0	2	0	218	1	0	1	0	1	0	270	46	1	636
2007	50027	Ambel	424	0	1	0	73	1	0	1	0	3	0	145	66	0	569
2007	50028	Anento	168	1	0	2	5	1	0	0	2	2	0	33	20	0	201
2007	50029	Aniñón	804	32	5	0	65	1	1	2	1	4	0	185	74	0	989
2007	50030	Añón de Moncayo	441	0	1	0	241	1	2	1	0	1	0	353	106	0	794
2007	50031	Aranda de Moncayo	357	0	1	0	270	1	2	0	0	1	0	327	52	0	684
2007	50032	Arándiga	623	0	1	0	24	1	1	0	0	3	0	61	31	0	684
2007	50033	Ardisa	91	0	0	0	54	1	2	0	1	2	0	72	12	0	163
2007	50034	Ariza	833	38	24	3	518	1	2	2	0	3	1	734	142	0	1567
2007	50035	Artieda	103	2	0	0	31	0	0	0	0	2	0	50	15	0	153
2007	50036	Asín	168	0	0	0	3	1	1	0	0	1	0	15	9	0	183
2007	50037	Atea	536	0	1	0	13	0	2	0	2	3	0	42	21	0	578
2007	50038	Ateca	1488	100	13	0	68	3	1	5	1	6	2	338	137	2	1826
2007	50039	Azuara	1090	1	1	0	55	0	1	0	3	2	0	152	89	0	1242
2007	50040	Badules	98	0	0	0	63	4	0	0	0	1	0	79	11	0	177
2007	50041	Bagüés	32	0	0	0	13	0	0	0	1	3	0	50	33	0	82
2007	50042	Balconchán	32	0	0	1	47	1	0	0	0	1	0	56	6	0	88
2007	50043	Bárboles	245	1	0	1	119	2	0	1	1	3	1	168	39	0	413
2007	50044	Bardallur	234	0	1	0	88	1	0	2	0	3	0	139	44	0	373
2007	50045	Belchite	995	2	12	1	95	1	0	4	2	1	2	217	96	1	1212
2007	50046	Belmonte de Gracián	197	0	0	2	119	1	1	2	0	3	0	170	41	1	367
2007	50047	Berdejo	124	0	0	0	1	0	0	0	1	2	0	45	41	0	169
2007	50048	Berrueco	73	0	0	1	3	1	1	0	0	1	0	20	13	0	93
2007	50050	Bijuesca	348	0	0	0	2	0	1	0	0	2	0	33	28	0	381
2007	50051	Biota	707	2	3	0	221	2	0	0	3	4	0	306	71	0	1013
2007	50052	Bisimbre	76	0	0	1	44	0	0	0	0	1	0	49	3	0	125
2007	50053	Boquiñeni	419	0	0	0	188	1	1	2	0	2	0	318	124	0	737
2007	50054	Bordalba	98	0	1	0	165	1	0	0	0	5	0	201	29	0	299
2007	50055	Borja	2766	285	91	7	742	5	10	16	2	8	2	1547	375	4	4313
2007	50056	Botorrita	346	0	1	0	24	1	0	0	2	1	1	62	32	0	408
2007	50057	Brea de Aragón	955	44	28	3	529	2	3	7	1	4	0	719	97	1	1674
2007	50058	Bubierca	103	0	0	1	160	1	0	0	0	3	0	205	40	0	308
2007	50059	Bujaraloz	402	3	8	3	222	3	0	1	1	6	1	331	81	2	733
2007	50060	Bulbuente	297	8	0	3	61	1	0	0	0	1	0	114	40	0	411
2007	50061	Bureta	182	0	0	0	86	0	0	0	1	1	0	116	28	0	298
2007	50062	Burgo de Ebro (El)	1125	45	7	1	217	1	12	14	1	3	2	517	213	1	1642
2007	50063	Buste (El)	127	0	0	0	62	1	1	1	0	1	0	78	12	0	205
2007	50064	Cabañas de Ebro	254	0	18	0	72	1	0	1	1	1	0	218	123	1	472
2007	50065	Cabolafuente	101	0	0	0	136	1	0	0	1	2	0	194	54	0	295
2007	50066	Cadrete	1344	42	8	0	570	0	5	2	2	1	0	1233	602	1	2577
2007	50067	Calatayud	9902	4113	689	12	961	24	13	66	12	28	4	6918	982	14	16820
2007	50068	Calatorao	1358	41	18	4	330	3	3	6	0	3	1	602	193	0	1960
2007	50069	Calcena	138	15	0	0	40	1	1	0	1	1	0	67	7	1	205
2007	50070	Calmarza	200	0	1	0	4	0	0	0	0	4	0	48	39	0	248
2007	50071	Campillo de Aragón	299	0	0	1	1	1	0	0	0	1	0	22	18	0	321
2007	50072	Carenas	535	0	1	0	5	2	0	0	1	2	0	95	84	0	630
2007	50073	Cariñena	1686	203	38	3	115	3	4	11	4	6	1	594	205	1	2280
2007	50074	Caspe	4502	661	166	9	1364	15	17	8	5	13	4	2856	583	11	7358
2007	50075	Castejón de Alarba	88	0	0	0	101	1	0	0	0	2	0	122	18	0	210
2007	50076	Castejón de las Armas	116	0	1	0	114	0	0	0	0	2	0	135	18	0	251
2007	50077	Castejón de Valdejasa	402	1	0	0	3	1	0	0	1	1	0	33	26	0	435
2007	50078	Castiliscar	379	1	1	1	4	2	2	0	2	1	0	74	60	0	453
2007	50079	Cervera de la Cañada	418	0	0	0	18	1	1	1	1	5	0	90	62	1	508
2007	50080	Cerveruela	45	2	0	0	192	1	0	0	0	1	0	211	15	0	256
2007	50081	Cetina	772	4	1	0	13	1	0	0	1	4	1	166	141	0	938
2007	50082	Cimballa	313	0	0	0	6	0	0	0	1	2	0	39	30	0	352
2007	50083	Cinco Olivas	120	2	0	0	64	1	2	0	1	1	0	84	13	0	204
2007	50084	Clarés de Ribota	321	0	0	0	2	0	0	0	0	2	0	23	19	0	344
2007	50085	Codo	325	0	0	0	23	1	0	0	2	1	0	55	28	0	380
2007	50086	Codos	306	0	1	0	252	1	1	1	0	1	0	274	16	1	580
2007	50087	Contamina	51	0	1	1	60	1	0	0	0	1	0	83	19	0	134
2007	50088	Cosuenda	380	0	0	0	229	2	0	2	1	1	1	318	82	0	698
2007	50089	Cuarte de Huerva	1825	616	36	6	1116	2	13	39	3	2	0	2445	610	2	4270
2007	50090	Cubel	301	2	0	0	45	2	1	0	2	2	0	90	36	0	391
2007	50091	Cuerlas (Las)	211	0	0	1	1	1	0	0	1	3	0	28	21	0	239
2007	50092	Chiprana	361	1	2	0	209	0	0	1	0	2	0	258	43	0	619
2007	50093	Chodes	190	0	0	0	12	0	0	0	1	1	0	36	22	0	226
2007	50094	Daroca	1409	141	42	48	406	11	5	9	4	9	0	1041	360	6	2450
2007	50095	Ejea de los Caballeros	8266	2532	380	10	887	30	26	51	11	23	16	4974	1001	7	13240
2007	50096	Embid de Ariza	108	0	0	0	111	1	0	0	0	3	0	126	11	0	234
2007	50098	Encinacorba	273	0	1	0	152	5	0	1	0	1	0	193	33	0	466
2007	50099	Épila	2170	26	28	9	759	3	2	3	0	3	3	1181	343	2	3351
2007	50100	Erla	268	2	0	0	136	1	1	0	0	2	1	193	50	0	461
2007	50101	Escatrón	1040	47	4	5	305	1	2	0	1	4	0	496	125	2	1536
2007	50102	Fabara	622	0	0	2	363	1	0	2	2	1	1	502	130	0	1124
2007	50104	Farlete	281	0	0	0	9	1	0	1	0	3	0	87	73	0	368
2007	50105	Fayón	289	9	2	0	36	1	1	3	0	3	0	68	12	1	357
2007	50106	Fayos (Los)	151	1	2	0	99	2	0	1	0	2	0	116	9	0	267
2007	50107	Figueruelas	471	44	15	2	129	2	2	4	0	1	0	426	226	1	897
2007	50108	Fombuena	100	0	0	0	1	0	0	0	0	2	0	35	32	0	135
2007	50109	Frago (El)	188	0	0	0	0	0	0	0	3	2	0	14	9	0	202
2007	50110	Frasno (El)	775	15	1	0	15	1	1	0	4	6	0	198	155	0	973
2007	50111	Fréscano	160	0	0	2	51	1	1	1	1	2	0	83	24	0	243
2007	50113	Fuendejalón	588	0	2	1	126	1	1	0	1	2	1	225	90	0	813
2007	50114	Fuendetodos	218	0	1	0	13	3	1	0	2	2	0	30	8	0	248
2007	50115	Fuentes de Ebro	1708	32	10	1	373	2	2	4	0	5	1	979	547	2	2687
2007	50116	Fuentes de Jiloca	419	0	1	0	9	0	2	0	0	2	1	71	56	0	490
2007	50117	Gallocanta	242	0	1	1	17	0	1	0	2	2	0	44	20	0	286
2007	50118	Gallur	1743	54	59	1	127	1	2	6	5	4	0	485	223	3	2228
2007	50119	Gelsa	650	18	3	1	94	1	3	4	2	3	0	281	152	0	931
2007	50120	Godojos	89	0	2	0	76	0	1	0	0	3	0	136	53	1	225
2007	50121	Gotor	379	0	0	0	11	0	0	0	1	2	0	28	14	0	407
2007	50122	Grisel	88	0	0	0	57	0	0	0	0	1	0	133	75	0	221
2007	50123	Grisén	257	0	0	3	68	2	1	0	0	2	0	162	86	0	419
2007	50124	Herrera de los Navarros	961	2	1	0	61	1	1	0	2	2	0	209	139	0	1170
2007	50125	Ibdes	538	1	2	0	213	1	0	0	1	1	0	321	102	0	859
2007	50126	Illueca	1673	373	95	2	840	4	4	14	1	3	0	1522	183	3	3195
2007	50128	Isuerre	88	0	0	0	0	0	0	0	2	1	0	13	10	0	101
2007	50129	Jaraba	288	1	1	0	115	1	3	0	0	2	0	269	142	4	557
2007	50130	Jarque de Moncayo	479	0	2	0	408	1	1	0	0	4	0	584	168	0	1063
2007	50131	Jaulín	282	1	0	0	22	0	0	0	1	2	0	53	27	0	335
2007	50132	Joyosa (La)	391	2	1	0	13	1	3	1	0	1	0	237	213	2	628
2007	50133	Lagata	140	0	0	0	99	1	0	0	0	2	1	119	16	0	259
2007	50134	Langa del Castillo	371	0	0	0	8	1	0	1	1	3	0	40	26	0	411
2007	50135	Layana	146	0	0	1	3	0	0	0	2	1	0	15	8	0	161
2007	50136	Lécera	574	0	3	1	255	1	1	0	4	1	0	326	60	0	900
2007	50137	Leciñena	614	5	2	0	135	2	4	3	2	2	1	272	116	0	886
2007	50138	Lechón	65	0	0	0	2	0	0	0	1	2	0	10	5	0	75
2007	50139	Letux	505	0	1	0	12	0	2	1	2	2	0	65	44	1	570
2007	50140	Litago	198	0	0	0	165	0	0	0	0	0	0	202	37	0	400
2007	50141	Lituénigo	133	0	0	1	209	1	0	0	0	2	0	239	26	0	372
2007	50142	Lobera de Onsella	104	1	0	0	77	1	0	0	0	2	0	87	6	0	191
2007	50143	Longares	460	22	1	4	207	1	2	1	0	1	1	315	74	1	775
2007	50144	Longás	44	0	0	1	48	0	0	0	0	3	0	87	35	0	131
2007	50146	Lucena de Jalón	195	0	2	0	152	1	1	3	0	2	0	181	19	1	376
2007	50147	Luceni	572	0	1	1	152	2	2	0	0	1	1	262	102	0	834
2007	50148	Luesia	372	6	1	0	103	0	0	1	1	4	0	152	36	0	524
2007	50149	Luesma	157	0	0	0	2	0	0	0	0	1	0	32	29	0	189
2007	50150	Lumpiaque	654	2	0	0	176	1	1	2	1	1	0	247	63	0	901
2007	50151	Luna	810	6	2	0	62	5	1	0	1	4	0	180	98	1	990
2007	50152	Maella	1097	4	9	6	318	2	4	1	1	2	0	443	96	0	1540
2007	50153	Magallón	712	15	7	0	223	2	1	0	2	3	1	346	92	0	1058
2007	50154	Mainar	127	0	0	0	59	1	0	0	0	1	0	68	7	0	195
2007	50155	Malanquilla	296	0	0	0	2	0	0	0	0	1	0	16	13	0	312
2007	50156	Maleján	246	2	1	2	1	1	0	0	1	0	0	29	20	1	275
2007	50157	Malón	304	0	1	2	90	1	0	0	0	1	0	152	57	0	456
2007	50159	Maluenda	696	33	1	0	51	0	1	1	2	4	0	122	28	1	818
2007	50160	Mallén	1439	39	13	3	319	1	5	6	1	2	1	568	177	1	2007
2007	50161	Manchones	149	0	0	0	112	1	0	0	0	3	0	146	30	0	295
2007	50162	Mara	195	0	1	1	116	0	2	0	0	2	0	154	32	0	349
2007	50163	María de Huerva	1498	251	12	0	191	2	3	1	1	2	0	647	182	2	2145
2007	50164	Mediana de Aragón	262	0	0	0	62	1	1	1	1	2	0	79	11	0	341
2007	50165	Mequinenza	1350	104	12	2	348	7	6	14	1	3	2	536	33	4	1886
2007	50166	Mesones de Isuela	442	0	0	0	30	1	1	0	1	4	0	90	53	0	532
2007	50167	Mezalocha	267	0	1	0	2	1	2	0	1	1	0	74	66	0	341
2007	50168	Mianos	34	0	0	0	9	0	0	0	1	2	0	26	14	0	60
2007	50169	Miedes de Aragón	490	0	0	0	4	1	3	1	0	2	0	124	113	0	614
2007	50170	Monegrillo	298	0	0	0	33	1	1	0	0	4	0	71	31	1	369
2007	50171	Moneva	253	0	0	0	8	0	0	0	2	2	0	42	30	0	295
2007	50172	Monreal de Ariza	220	0	0	1	154	1	1	0	0	3	0	184	24	0	404
2007	50173	Monterde	245	2	0	0	236	2	0	0	0	4	0	304	60	0	549
2007	50174	Montón	138	3	0	0	57	1	0	0	0	4	0	80	15	0	218
2007	50175	Morata de Jalón	1296	19	5	0	37	1	2	2	1	2	0	211	141	1	1507
2007	50176	Morata de Jiloca	279	0	0	0	174	0	0	0	0	4	0	221	43	0	500
2007	50177	Morés	400	1	1	1	297	0	1	3	2	4	1	418	107	0	818
2007	50178	Moros	715	5	0	0	1	2	0	0	2	1	0	98	87	0	813
2007	50179	Moyuela	480	1	0	0	43	1	0	0	1	4	0	92	42	0	572
2007	50180	Mozota	166	0	0	0	48	0	1	2	0	1	0	64	12	0	230
2007	50181	Muel	773	5	4	5	316	2	4	0	1	1	0	538	200	0	1311
2007	50182	Muela (La)	1408	2	3	4	507	2	21	14	4	3	1	1410	848	1	2818
2007	50183	Munébrega	475	15	0	1	4	1	5	0	1	1	0	107	79	0	582
2007	50184	Murero	249	0	1	0	3	1	1	0	0	1	0	34	27	0	283
2007	50185	Murillo de Gállego	233	2	0	0	112	0	1	0	0	2	0	209	92	0	442
2007	50186	Navardún	71	0	0	2	54	0	3	0	0	3	0	82	20	0	153
2007	50187	Nigüella	207	0	0	0	9	0	0	0	0	3	0	20	8	0	227
2007	50188	Nombrevilla	98	0	0	0	0	0	1	0	1	1	0	29	26	0	127
2007	50189	Nonaspe	920	1	6	0	34	1	1	0	1	2	0	228	182	0	1148
2007	50190	Novallas	495	0	3	1	149	2	0	1	0	0	0	210	54	0	705
2007	50191	Novillas	306	1	0	0	118	1	2	0	0	1	0	160	36	1	466
2007	50192	Nuévalos	254	0	4	2	116	1	1	0	1	5	0	340	210	0	594
2007	50193	Nuez de Ebro	510	2	0	0	31	1	2	0	0	1	0	171	134	0	681
2007	50194	Olvés	154	0	0	0	91	0	1	1	0	2	0	139	44	0	293
2007	50195	Orcajo	76	0	0	0	94	1	0	0	0	2	0	141	44	0	217
2007	50196	Orera	160	0	1	0	1	1	0	0	1	2	0	15	9	0	175
2007	50197	Orés	92	1	0	0	156	1	0	0	0	2	0	181	21	0	273
2007	50198	Oseja	45	0	0	0	52	0	0	0	0	1	0	69	16	0	114
2007	50199	Osera de Ebro	408	0	0	1	5	1	0	0	2	1	0	53	40	3	461
2007	50200	Paniza	436	3	2	0	227	1	1	0	0	5	2	378	137	0	814
2007	50201	Paracuellos de Jiloca	336	1	1	3	148	1	3	1	0	4	0	258	95	1	594
2007	50202	Paracuellos de la Ribera	268	1	0	0	97	0	0	0	0	1	0	122	23	0	390
2007	50203	Pastriz	723	10	4	1	112	0	5	0	1	2	0	246	110	1	969
2007	50204	Pedrola	1461	157	36	2	294	3	3	2	4	3	1	777	269	3	2238
2007	50205	Pedrosas (Las)	79	0	0	1	68	1	2	0	0	1	0	96	23	0	175
2007	50206	Perdiguera	406	8	0	0	13	1	1	0	1	2	0	99	72	1	505
2007	50207	Piedratajada	92	0	0	0	57	1	0	0	0	1	0	79	20	0	171
2007	50208	Pina de Ebro	1183	9	21	9	103	2	3	7	2	3	0	300	141	0	1483
2007	50209	Pinseque	1359	79	4	3	405	3	8	37	1	2	1	1052	504	5	2411
