Mes y año	Mes (código)	Sección (1 letra) código	Sección (1 letra) descripción	Sexo	Número de contratos	Provincia código	Provincia nombre	Clasificación
Junio 2016	201606	D	Suministro de energía eléctrica, gas, vapor y aire acondicionado	Hombres	1	44	Teruel	CNAE - 2009
Junio 2016	201606	E	Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación	Hombres	16	44	Teruel	CNAE - 2009
Junio 2016	201606	E	Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación	Mujeres	1	44	Teruel	CNAE - 2009
Junio 2016	201606	F	Construcción	Hombres	237	44	Teruel	CNAE - 2009
Junio 2016	201606	F	Construcción	Mujeres	15	44	Teruel	CNAE - 2009
Junio 2016	201606	G	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Hombres	156	44	Teruel	CNAE - 2009
Junio 2016	201606	G	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Mujeres	186	44	Teruel	CNAE - 2009
Junio 2016	201606	H	Transporte y almacenamiento	Hombres	88	44	Teruel	CNAE - 2009
Junio 2016	201606	H	Transporte y almacenamiento	Mujeres	11	44	Teruel	CNAE - 2009
Junio 2016	201606	I	Hostelería	Hombres	320	44	Teruel	CNAE - 2009
Junio 2016	201606	I	Hostelería	Mujeres	483	44	Teruel	CNAE - 2009
Junio 2016	201606	J	Información y comunicaciones	Hombres	8	44	Teruel	CNAE - 2009
Junio 2016	201606	J	Información y comunicaciones	Mujeres	5	44	Teruel	CNAE - 2009
Junio 2016	201606	K	Actividades financieras y de seguros	Hombres	5	44	Teruel	CNAE - 2009
Junio 2016	201606	K	Actividades financieras y de seguros	Mujeres	6	44	Teruel	CNAE - 2009
Junio 2016	201606	L	Actividades inmobiliarias	Mujeres	2	44	Teruel	CNAE - 2009
Junio 2016	201606	M	Actividades profesionales, científicas y técnicas	Hombres	14	44	Teruel	CNAE - 2009
Junio 2016	201606	M	Actividades profesionales, científicas y técnicas	Mujeres	31	44	Teruel	CNAE - 2009
Junio 2016	201606	N	Actividades administrativas y servicios auxiliares	Hombres	84	44	Teruel	CNAE - 2009
Junio 2016	201606	N	Actividades administrativas y servicios auxiliares	Mujeres	87	44	Teruel	CNAE - 2009
Junio 2016	201606	O	Administración Pública y defensa; Seguridad Social obligatoria	Hombres	148	44	Teruel	CNAE - 2009
Junio 2016	201606	O	Administración Pública y defensa; Seguridad Social obligatoria	Mujeres	129	44	Teruel	CNAE - 2009
Junio 2016	201606	P	Educación	Hombres	12	44	Teruel	CNAE - 2009
Junio 2016	201606	P	Educación	Mujeres	15	44	Teruel	CNAE - 2009
Junio 2016	201606	Q	Actividades sanitarias y de servicios sociales	Hombres	22	44	Teruel	CNAE - 2009
Junio 2016	201606	Q	Actividades sanitarias y de servicios sociales	Mujeres	170	44	Teruel	CNAE - 2009
Junio 2016	201606	R	Actividades artísticas, recreativas y de entretenimiento	Hombres	97	44	Teruel	CNAE - 2009
Junio 2016	201606	R	Actividades artísticas, recreativas y de entretenimiento	Mujeres	100	44	Teruel	CNAE - 2009
Junio 2016	201606	S	Otros servicios	Hombres	16	44	Teruel	CNAE - 2009
Junio 2016	201606	S	Otros servicios	Mujeres	48	44	Teruel	CNAE - 2009
Junio 2016	201606	T	Actividades de los hogares como empleadores de personal doméstico; actividades de los hogares como productores de bienes y servicios para uso propio	Hombres	2	44	Teruel	CNAE - 2009
Junio 2016	201606	T	Actividades de los hogares como empleadores de personal doméstico; actividades de los hogares como productores de bienes y servicios para uso propio	Mujeres	35	44	Teruel	CNAE - 2009
Junio 2016	201606	A	Agricultura, ganadería, silvicultura y pesca	Hombres	6610	50	Zaragoza	CNAE - 2009
Junio 2016	201606	A	Agricultura, ganadería, silvicultura y pesca	Mujeres	1989	50	Zaragoza	CNAE - 2009
Junio 2016	201606	B	Industrias extractivas	Hombres	13	50	Zaragoza	CNAE - 2009
Junio 2016	201606	B	Industrias extractivas	Mujeres	5	50	Zaragoza	CNAE - 2009
Junio 2016	201606	C	Industria manufacturera	Hombres	5193	50	Zaragoza	CNAE - 2009
Junio 2016	201606	C	Industria manufacturera	Mujeres	2245	50	Zaragoza	CNAE - 2009
Junio 2016	201606	D	Suministro de energía eléctrica, gas, vapor y aire acondicionado	Hombres	6	50	Zaragoza	CNAE - 2009
Junio 2016	201606	E	Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación	Hombres	116	50	Zaragoza	CNAE - 2009
Junio 2016	201606	E	Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación	Mujeres	36	50	Zaragoza	CNAE - 2009
Junio 2016	201606	F	Construcción	Hombres	1513	50	Zaragoza	CNAE - 2009
Junio 2016	201606	F	Construcción	Mujeres	76	50	Zaragoza	CNAE - 2009
Junio 2016	201606	G	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Hombres	2155	50	Zaragoza	CNAE - 2009
Junio 2016	201606	G	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Mujeres	2518	50	Zaragoza	CNAE - 2009
Junio 2016	201606	H	Transporte y almacenamiento	Hombres	1787	50	Zaragoza	CNAE - 2009
Junio 2016	201606	H	Transporte y almacenamiento	Mujeres	429	50	Zaragoza	CNAE - 2009
Junio 2016	201606	I	Hostelería	Hombres	3164	50	Zaragoza	CNAE - 2009
Junio 2016	201606	I	Hostelería	Mujeres	3552	50	Zaragoza	CNAE - 2009
Junio 2016	201606	J	Información y comunicaciones	Hombres	394	50	Zaragoza	CNAE - 2009
Junio 2016	201606	J	Información y comunicaciones	Mujeres	355	50	Zaragoza	CNAE - 2009
Junio 2016	201606	K	Actividades financieras y de seguros	Hombres	54	50	Zaragoza	CNAE - 2009
Junio 2016	201606	K	Actividades financieras y de seguros	Mujeres	83	50	Zaragoza	CNAE - 2009
Junio 2016	201606	L	Actividades inmobiliarias	Hombres	15	50	Zaragoza	CNAE - 2009
Junio 2016	201606	L	Actividades inmobiliarias	Mujeres	25	50	Zaragoza	CNAE - 2009
Junio 2016	201606	M	Actividades profesionales, científicas y técnicas	Hombres	539	50	Zaragoza	CNAE - 2009
Junio 2016	201606	M	Actividades profesionales, científicas y técnicas	Mujeres	635	50	Zaragoza	CNAE - 2009
Junio 2016	201606	N	Actividades administrativas y servicios auxiliares	Hombres	2132	50	Zaragoza	CNAE - 2009
Junio 2016	201606	N	Actividades administrativas y servicios auxiliares	Mujeres	2719	50	Zaragoza	CNAE - 2009
Junio 2016	201606	O	Administración Pública y defensa; Seguridad Social obligatoria	Hombres	292	50	Zaragoza	CNAE - 2009
Junio 2016	201606	O	Administración Pública y defensa; Seguridad Social obligatoria	Mujeres	337	50	Zaragoza	CNAE - 2009
Junio 2016	201606	P	Educación	Hombres	392	50	Zaragoza	CNAE - 2009
Junio 2016	201606	P	Educación	Mujeres	596	50	Zaragoza	CNAE - 2009
Junio 2016	201606	Q	Actividades sanitarias y de servicios sociales	Hombres	332	50	Zaragoza	CNAE - 2009
Junio 2016	201606	Q	Actividades sanitarias y de servicios sociales	Mujeres	1654	50	Zaragoza	CNAE - 2009
Junio 2016	201606	R	Actividades artísticas, recreativas y de entretenimiento	Hombres	1291	50	Zaragoza	CNAE - 2009
Junio 2016	201606	R	Actividades artísticas, recreativas y de entretenimiento	Mujeres	694	50	Zaragoza	CNAE - 2009
Junio 2016	201606	S	Otros servicios	Hombres	260	50	Zaragoza	CNAE - 2009
Junio 2016	201606	S	Otros servicios	Mujeres	587	50	Zaragoza	CNAE - 2009
Junio 2016	201606	T	Actividades de los hogares como empleadores de personal doméstico; actividades de los hogares como productores de bienes y servicios para uso propio	Hombres	74	50	Zaragoza	CNAE - 2009
Junio 2016	201606	T	Actividades de los hogares como empleadores de personal doméstico; actividades de los hogares como productores de bienes y servicios para uso propio	Mujeres	358	50	Zaragoza	CNAE - 2009
Junio 2016	201606	U	Actividades de organizaciones y organismos extraterritoriales	Mujeres	1	50	Zaragoza	CNAE - 2009
Mayo 2016	201605	A	Agricultura, ganadería, silvicultura y pesca	Hombres	3825	22	Huesca	CNAE - 2009
Mayo 2016	201605	A	Agricultura, ganadería, silvicultura y pesca	Mujeres	927	22	Huesca	CNAE - 2009
Mayo 2016	201605	B	Industrias extractivas	Hombres	3	22	Huesca	CNAE - 2009
Mayo 2016	201605	C	Industria manufacturera	Hombres	342	22	Huesca	CNAE - 2009
Mayo 2016	201605	C	Industria manufacturera	Mujeres	88	22	Huesca	CNAE - 2009
Mayo 2016	201605	D	Suministro de energía eléctrica, gas, vapor y aire acondicionado	Hombres	5	22	Huesca	CNAE - 2009
Mayo 2016	201605	E	Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación	Hombres	20	22	Huesca	CNAE - 2009
Mayo 2016	201605	E	Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación	Mujeres	7	22	Huesca	CNAE - 2009
Mayo 2016	201605	F	Construcción	Hombres	354	22	Huesca	CNAE - 2009
Mayo 2016	201605	F	Construcción	Mujeres	17	22	Huesca	CNAE - 2009
Mayo 2016	201605	G	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Hombres	388	22	Huesca	CNAE - 2009
Mayo 2016	201605	G	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Mujeres	581	22	Huesca	CNAE - 2009
Mayo 2016	201605	H	Transporte y almacenamiento	Hombres	166	22	Huesca	CNAE - 2009
Mayo 2016	201605	H	Transporte y almacenamiento	Mujeres	56	22	Huesca	CNAE - 2009
Mayo 2016	201605	I	Hostelería	Hombres	1003	22	Huesca	CNAE - 2009
Mayo 2016	201605	I	Hostelería	Mujeres	1350	22	Huesca	CNAE - 2009
Mayo 2016	201605	J	Información y comunicaciones	Hombres	14	22	Huesca	CNAE - 2009
Mayo 2016	201605	J	Información y comunicaciones	Mujeres	6	22	Huesca	CNAE - 2009
Mayo 2016	201605	K	Actividades financieras y de seguros	Hombres	8	22	Huesca	CNAE - 2009
Mayo 2016	201605	K	Actividades financieras y de seguros	Mujeres	12	22	Huesca	CNAE - 2009
Mayo 2016	201605	L	Actividades inmobiliarias	Hombres	2	22	Huesca	CNAE - 2009
Mayo 2016	201605	L	Actividades inmobiliarias	Mujeres	4	22	Huesca	CNAE - 2009
Mayo 2016	201605	M	Actividades profesionales, científicas y técnicas	Hombres	56	22	Huesca	CNAE - 2009
Mayo 2016	201605	M	Actividades profesionales, científicas y técnicas	Mujeres	77	22	Huesca	CNAE - 2009
Mayo 2016	201605	N	Actividades administrativas y servicios auxiliares	Hombres	238	22	Huesca	CNAE - 2009
Mayo 2016	201605	N	Actividades administrativas y servicios auxiliares	Mujeres	323	22	Huesca	CNAE - 2009
Mayo 2016	201605	O	Administración Pública y defensa; Seguridad Social obligatoria	Hombres	81	22	Huesca	CNAE - 2009
Mayo 2016	201605	O	Administración Pública y defensa; Seguridad Social obligatoria	Mujeres	67	22	Huesca	CNAE - 2009
Mayo 2016	201605	P	Educación	Hombres	37	22	Huesca	CNAE - 2009
Mayo 2016	201605	P	Educación	Mujeres	61	22	Huesca	CNAE - 2009
Mayo 2016	201605	Q	Actividades sanitarias y de servicios sociales	Hombres	49	22	Huesca	CNAE - 2009
Mayo 2016	201605	Q	Actividades sanitarias y de servicios sociales	Mujeres	258	22	Huesca	CNAE - 2009
Mayo 2016	201605	R	Actividades artísticas, recreativas y de entretenimiento	Hombres	362	22	Huesca	CNAE - 2009
Mayo 2016	201605	R	Actividades artísticas, recreativas y de entretenimiento	Mujeres	193	22	Huesca	CNAE - 2009
Mayo 2016	201605	S	Otros servicios	Hombres	19	22	Huesca	CNAE - 2009
Mayo 2016	201605	S	Otros servicios	Mujeres	60	22	Huesca	CNAE - 2009
Mayo 2016	201605	T	Actividades de los hogares como empleadores de personal doméstico; actividades de los hogares como productores de bienes y servicios para uso propio	Hombres	6	22	Huesca	CNAE - 2009
Mayo 2016	201605	T	Actividades de los hogares como empleadores de personal doméstico; actividades de los hogares como productores de bienes y servicios para uso propio	Mujeres	85	22	Huesca	CNAE - 2009
Mayo 2016	201605	A	Agricultura, ganadería, silvicultura y pesca	Hombres	452	44	Teruel	CNAE - 2009
Mayo 2016	201605	A	Agricultura, ganadería, silvicultura y pesca	Mujeres	288	44	Teruel	CNAE - 2009
Mayo 2016	201605	B	Industrias extractivas	Hombres	13	44	Teruel	CNAE - 2009
Mayo 2016	201605	C	Industria manufacturera	Hombres	669	44	Teruel	CNAE - 2009
Mayo 2016	201605	C	Industria manufacturera	Mujeres	127	44	Teruel	CNAE - 2009
Mayo 2016	201605	E	Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación	Hombres	14	44	Teruel	CNAE - 2009
Mayo 2016	201605	E	Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación	Mujeres	1	44	Teruel	CNAE - 2009
Mayo 2016	201605	F	Construcción	Hombres	235	44	Teruel	CNAE - 2009
Mayo 2016	201605	F	Construcción	Mujeres	10	44	Teruel	CNAE - 2009
Mayo 2016	201605	G	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Hombres	107	44	Teruel	CNAE - 2009
Mayo 2016	201605	G	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Mujeres	149	44	Teruel	CNAE - 2009
Mayo 2016	201605	H	Transporte y almacenamiento	Hombres	131	44	Teruel	CNAE - 2009
Mayo 2016	201605	H	Transporte y almacenamiento	Mujeres	82	44	Teruel	CNAE - 2009
Mayo 2016	201605	I	Hostelería	Hombres	314	44	Teruel	CNAE - 2009
Mayo 2016	201605	I	Hostelería	Mujeres	551	44	Teruel	CNAE - 2009
Mayo 2016	201605	J	Información y comunicaciones	Mujeres	4	44	Teruel	CNAE - 2009
Mayo 2016	201605	K	Actividades financieras y de seguros	Hombres	1	44	Teruel	CNAE - 2009
Mayo 2016	201605	K	Actividades financieras y de seguros	Mujeres	9	44	Teruel	CNAE - 2009
Mayo 2016	201605	L	Actividades inmobiliarias	Hombres	1	44	Teruel	CNAE - 2009
Mayo 2016	201605	M	Actividades profesionales, científicas y técnicas	Hombres	21	44	Teruel	CNAE - 2009
Mayo 2016	201605	M	Actividades profesionales, científicas y técnicas	Mujeres	23	44	Teruel	CNAE - 2009
Mayo 2016	201605	N	Actividades administrativas y servicios auxiliares	Hombres	88	44	Teruel	CNAE - 2009
Mayo 2016	201605	N	Actividades administrativas y servicios auxiliares	Mujeres	67	44	Teruel	CNAE - 2009
Mayo 2016	201605	O	Administración Pública y defensa; Seguridad Social obligatoria	Hombres	67	44	Teruel	CNAE - 2009
Mayo 2016	201605	O	Administración Pública y defensa; Seguridad Social obligatoria	Mujeres	85	44	Teruel	CNAE - 2009
Mayo 2016	201605	P	Educación	Hombres	8	44	Teruel	CNAE - 2009
Mayo 2016	201605	P	Educación	Mujeres	16	44	Teruel	CNAE - 2009
Mayo 2016	201605	Q	Actividades sanitarias y de servicios sociales	Hombres	16	44	Teruel	CNAE - 2009
Mayo 2016	201605	Q	Actividades sanitarias y de servicios sociales	Mujeres	148	44	Teruel	CNAE - 2009
Mayo 2016	201605	R	Actividades artísticas, recreativas y de entretenimiento	Hombres	135	44	Teruel	CNAE - 2009
Mayo 2016	201605	R	Actividades artísticas, recreativas y de entretenimiento	Mujeres	90	44	Teruel	CNAE - 2009
Mayo 2016	201605	S	Otros servicios	Hombres	12	44	Teruel	CNAE - 2009
Mayo 2016	201605	S	Otros servicios	Mujeres	38	44	Teruel	CNAE - 2009
Mayo 2016	201605	T	Actividades de los hogares como empleadores de personal doméstico; actividades de los hogares como productores de bienes y servicios para uso propio	Hombres	1	44	Teruel	CNAE - 2009
Mayo 2016	201605	T	Actividades de los hogares como empleadores de personal doméstico; actividades de los hogares como productores de bienes y servicios para uso propio	Mujeres	42	44	Teruel	CNAE - 2009
Mayo 2016	201605	A	Agricultura, ganadería, silvicultura y pesca	Hombres	5148	50	Zaragoza	CNAE - 2009
Mayo 2016	201605	A	Agricultura, ganadería, silvicultura y pesca	Mujeres	1613	50	Zaragoza	CNAE - 2009
Mayo 2016	201605	B	Industrias extractivas	Hombres	6	50	Zaragoza	CNAE - 2009
Mayo 2016	201605	B	Industrias extractivas	Mujeres	1	50	Zaragoza	CNAE - 2009
Mayo 2016	201605	C	Industria manufacturera	Hombres	4799	50	Zaragoza	CNAE - 2009
Mayo 2016	201605	C	Industria manufacturera	Mujeres	2200	50	Zaragoza	CNAE - 2009
Mayo 2016	201605	D	Suministro de energía eléctrica, gas, vapor y aire acondicionado	Hombres	1	50	Zaragoza	CNAE - 2009
Mayo 2016	201605	D	Suministro de energía eléctrica, gas, vapor y aire acondicionado	Mujeres	2	50	Zaragoza	CNAE - 2009
Mayo 2016	201605	E	Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación	Hombres	100	50	Zaragoza	CNAE - 2009
Mayo 2016	201605	E	Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación	Mujeres	28	50	Zaragoza	CNAE - 2009
Mayo 2016	201605	F	Construcción	Hombres	1330	50	Zaragoza	CNAE - 2009
Mayo 2016	201605	F	Construcción	Mujeres	102	50	Zaragoza	CNAE - 2009
Mayo 2016	201605	G	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Hombres	2007	50	Zaragoza	CNAE - 2009
Mayo 2016	201605	G	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Mujeres	2364	50	Zaragoza	CNAE - 2009
Mayo 2016	201605	H	Transporte y almacenamiento	Hombres	1738	50	Zaragoza	CNAE - 2009
Mayo 2016	201605	H	Transporte y almacenamiento	Mujeres	565	50	Zaragoza	CNAE - 2009
Mayo 2016	201605	I	Hostelería	Hombres	3408	50	Zaragoza	CNAE - 2009
Mayo 2016	201605	I	Hostelería	Mujeres	4037	50	Zaragoza	CNAE - 2009
Mayo 2016	201605	J	Información y comunicaciones	Hombres	334	50	Zaragoza	CNAE - 2009
Mayo 2016	201605	J	Información y comunicaciones	Mujeres	305	50	Zaragoza	CNAE - 2009
Mayo 2016	201605	K	Actividades financieras y de seguros	Hombres	20	50	Zaragoza	CNAE - 2009
Mayo 2016	201605	K	Actividades financieras y de seguros	Mujeres	64	50	Zaragoza	CNAE - 2009
Mayo 2016	201605	L	Actividades inmobiliarias	Hombres	27	50	Zaragoza	CNAE - 2009
Mayo 2016	201605	L	Actividades inmobiliarias	Mujeres	16	50	Zaragoza	CNAE - 2009
Mayo 2016	201605	M	Actividades profesionales, científicas y técnicas	Hombres	440	50	Zaragoza	CNAE - 2009
Mayo 2016	201605	M	Actividades profesionales, científicas y técnicas	Mujeres	529	50	Zaragoza	CNAE - 2009
Mayo 2016	201605	N	Actividades administrativas y servicios auxiliares	Hombres	1912	50	Zaragoza	CNAE - 2009
Mayo 2016	201605	N	Actividades administrativas y servicios auxiliares	Mujeres	2707	50	Zaragoza	CNAE - 2009
Mayo 2016	201605	O	Administración Pública y defensa; Seguridad Social obligatoria	Hombres	95	50	Zaragoza	CNAE - 2009
Mayo 2016	201605	O	Administración Pública y defensa; Seguridad Social obligatoria	Mujeres	165	50	Zaragoza	CNAE - 2009
Mayo 2016	201605	P	Educación	Hombres	403	50	Zaragoza	CNAE - 2009
Mayo 2016	201605	P	Educación	Mujeres	516	50	Zaragoza	CNAE - 2009
Mayo 2016	201605	Q	Actividades sanitarias y de servicios sociales	Hombres	271	50	Zaragoza	CNAE - 2009
Mayo 2016	201605	Q	Actividades sanitarias y de servicios sociales	Mujeres	1424	50	Zaragoza	CNAE - 2009
Mayo 2016	201605	R	Actividades artísticas, recreativas y de entretenimiento	Hombres	1222	50	Zaragoza	CNAE - 2009
Mayo 2016	201605	R	Actividades artísticas, recreativas y de entretenimiento	Mujeres	506	50	Zaragoza	CNAE - 2009
Mayo 2016	201605	S	Otros servicios	Hombres	238	50	Zaragoza	CNAE - 2009
Mayo 2016	201605	S	Otros servicios	Mujeres	572	50	Zaragoza	CNAE - 2009
Mayo 2016	201605	T	Actividades de los hogares como empleadores de personal doméstico; actividades de los hogares como productores de bienes y servicios para uso propio	Hombres	56	50	Zaragoza	CNAE - 2009
Mayo 2016	201605	T	Actividades de los hogares como empleadores de personal doméstico; actividades de los hogares como productores de bienes y servicios para uso propio	Mujeres	407	50	Zaragoza	CNAE - 2009
Abril 2016	201604	A	Agricultura, ganadería, silvicultura y pesca	Hombres	1174	22	Huesca	CNAE - 2009
Abril 2016	201604	A	Agricultura, ganadería, silvicultura y pesca	Mujeres	240	22	Huesca	CNAE - 2009
Abril 2016	201604	C	Industria manufacturera	Hombres	328	22	Huesca	CNAE - 2009
Abril 2016	201604	C	Industria manufacturera	Mujeres	118	22	Huesca	CNAE - 2009
Abril 2016	201604	D	Suministro de energía eléctrica, gas, vapor y aire acondicionado	Hombres	17	22	Huesca	CNAE - 2009
Abril 2016	201604	D	Suministro de energía eléctrica, gas, vapor y aire acondicionado	Mujeres	1	22	Huesca	CNAE - 2009
Abril 2016	201604	E	Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación	Hombres	34	22	Huesca	CNAE - 2009
Abril 2016	201604	E	Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación	Mujeres	4	22	Huesca	CNAE - 2009
Abril 2016	201604	F	Construcción	Hombres	318	22	Huesca	CNAE - 2009
Abril 2016	201604	F	Construcción	Mujeres	13	22	Huesca	CNAE - 2009
Abril 2016	201604	G	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Hombres	233	22	Huesca	CNAE - 2009
Abril 2016	201604	G	Comercio al por mayor y al por menor; reparación de vehículos de motor y motocicletas	Mujeres	271	22	Huesca	CNAE - 2009
Abril 2016	201604	H	Transporte y almacenamiento	Hombres	180	22	Huesca	CNAE - 2009
Abril 2016	201604	H	Transporte y almacenamiento	Mujeres	91	22	Huesca	CNAE - 2009
Abril 2016	201604	I	Hostelería	Hombres	731	22	Huesca	CNAE - 2009
Abril 2016	201604	I	Hostelería	Mujeres	1047	22	Huesca	CNAE - 2009
Abril 2016	201604	J	Información y comunicaciones	Hombres	18	22	Huesca	CNAE - 2009
Abril 2016	201604	J	Información y comunicaciones	Mujeres	15	22	Huesca	CNAE - 2009
Abril 2016	201604	K	Actividades financieras y de seguros	Hombres	4	22	Huesca	CNAE - 2009
Abril 2016	201604	K	Actividades financieras y de seguros	Mujeres	14	22	Huesca	CNAE - 2009
Abril 2016	201604	L	Actividades inmobiliarias	Mujeres	4	22	Huesca	CNAE - 2009
Abril 2016	201604	M	Actividades profesionales, científicas y técnicas	Hombres	43	22	Huesca	CNAE - 2009
Abril 2016	201604	M	Actividades profesionales, científicas y técnicas	Mujeres	65	22	Huesca	CNAE - 2009
Abril 2016	201604	N	Actividades administrativas y servicios auxiliares	Hombres	167	22	Huesca	CNAE - 2009
Abril 2016	201604	N	Actividades administrativas y servicios auxiliares	Mujeres	278	22	Huesca	CNAE - 2009
Abril 2016	201604	O	Administración Pública y defensa; Seguridad Social obligatoria	Hombres	30	22	Huesca	CNAE - 2009
