Mes y año	Mes (código)	Mes nombre	Año	Sexo	Número de contratos	Número trabajadores (CC)	CCAA nombre
Junio 2019	201906	Junio	2019	Hombres	3550	05 De 100 a 199 trabajadores	Aragón
Junio 2019	201906	Junio	2019	Mujeres	3007	05 De 100 a 199 trabajadores	Aragón
Junio 2019	201906	Junio	2019	Hombres	3761	06 De 200 a 499 trabajadores	Aragón
Junio 2019	201906	Junio	2019	Mujeres	3848	06 De 200 a 499 trabajadores	Aragón
Junio 2019	201906	Junio	2019	Hombres	1963	07 De 500 a 999 trabajadores	Aragón
Junio 2019	201906	Junio	2019	Mujeres	1345	07 De 500 a 999 trabajadores	Aragón
Junio 2019	201906	Junio	2019	Hombres	719	08 De 1.000 a 4.999 trabajadores	Aragón
Junio 2019	201906	Junio	2019	Mujeres	593	08 De 1.000 a 4.999 trabajadores	Aragón
Junio 2019	201906	Junio	2019	Hombres	91	09 De 5.000 o más trabajadores	Aragón
Junio 2019	201906	Junio	2019	Mujeres	45	09 De 5.000 o más trabajadores	Aragón
Junio 2019	201906	Junio	2019	Hombres	849	99 No consta	Aragón
Junio 2019	201906	Junio	2019	Mujeres	454	99 No consta	Aragón
Mayo 2019	201905	Mayo	2019	Hombres	10535	01 De 1 a 9 trabajadores	Aragón
Mayo 2019	201905	Mayo	2019	Mujeres	7071	01 De 1 a 9 trabajadores	Aragón
Mayo 2019	201905	Mayo	2019	Hombres	4730	02 De 10 a 19 trabajadores	Aragón
Mayo 2019	201905	Mayo	2019	Mujeres	2939	02 De 10 a 19 trabajadores	Aragón
Mayo 2019	201905	Mayo	2019	Hombres	7392	03 De 20 a 49 trabajadores	Aragón
Mayo 2019	201905	Mayo	2019	Mujeres	5308	03 De 20 a 49 trabajadores	Aragón
Mayo 2019	201905	Mayo	2019	Hombres	4565	04 De 50 a 99 trabajadores	Aragón
Mayo 2019	201905	Mayo	2019	Mujeres	3133	04 De 50 a 99 trabajadores	Aragón
Mayo 2019	201905	Mayo	2019	Hombres	4186	05 De 100 a 199 trabajadores	Aragón
Mayo 2019	201905	Mayo	2019	Mujeres	3321	05 De 100 a 199 trabajadores	Aragón
Mayo 2019	201905	Mayo	2019	Hombres	3035	06 De 200 a 499 trabajadores	Aragón
Mayo 2019	201905	Mayo	2019	Mujeres	3849	06 De 200 a 499 trabajadores	Aragón
Mayo 2019	201905	Mayo	2019	Hombres	1786	07 De 500 a 999 trabajadores	Aragón
Mayo 2019	201905	Mayo	2019	Mujeres	1482	07 De 500 a 999 trabajadores	Aragón
Mayo 2019	201905	Mayo	2019	Hombres	649	08 De 1.000 a 4.999 trabajadores	Aragón
Mayo 2019	201905	Mayo	2019	Mujeres	537	08 De 1.000 a 4.999 trabajadores	Aragón
Mayo 2019	201905	Mayo	2019	Hombres	126	09 De 5.000 o más trabajadores	Aragón
Mayo 2019	201905	Mayo	2019	Mujeres	46	09 De 5.000 o más trabajadores	Aragón
Mayo 2019	201905	Mayo	2019	Hombres	795	99 No consta	Aragón
Mayo 2019	201905	Mayo	2019	Mujeres	448	99 No consta	Aragón
Abril 2019	201904	Abril	2019	Hombres	7251	01 De 1 a 9 trabajadores	Aragón
Abril 2019	201904	Abril	2019	Mujeres	5909	01 De 1 a 9 trabajadores	Aragón
Abril 2019	201904	Abril	2019	Hombres	3224	02 De 10 a 19 trabajadores	Aragón
Abril 2019	201904	Abril	2019	Mujeres	2281	02 De 10 a 19 trabajadores	Aragón
Abril 2019	201904	Abril	2019	Hombres	4411	03 De 20 a 49 trabajadores	Aragón
Abril 2019	201904	Abril	2019	Mujeres	3337	03 De 20 a 49 trabajadores	Aragón
Abril 2019	201904	Abril	2019	Hombres	2658	04 De 50 a 99 trabajadores	Aragón
Abril 2019	201904	Abril	2019	Mujeres	2256	04 De 50 a 99 trabajadores	Aragón
Abril 2019	201904	Abril	2019	Hombres	3000	05 De 100 a 199 trabajadores	Aragón
Abril 2019	201904	Abril	2019	Mujeres	2425	05 De 100 a 199 trabajadores	Aragón
Abril 2019	201904	Abril	2019	Hombres	2832	06 De 200 a 499 trabajadores	Aragón
Abril 2019	201904	Abril	2019	Mujeres	3038	06 De 200 a 499 trabajadores	Aragón
Abril 2019	201904	Abril	2019	Hombres	1168	07 De 500 a 999 trabajadores	Aragón
Abril 2019	201904	Abril	2019	Mujeres	1068	07 De 500 a 999 trabajadores	Aragón
Abril 2019	201904	Abril	2019	Hombres	424	08 De 1.000 a 4.999 trabajadores	Aragón
Abril 2019	201904	Abril	2019	Mujeres	363	08 De 1.000 a 4.999 trabajadores	Aragón
Abril 2019	201904	Abril	2019	Hombres	146	09 De 5.000 o más trabajadores	Aragón
Abril 2019	201904	Abril	2019	Mujeres	52	09 De 5.000 o más trabajadores	Aragón
Abril 2019	201904	Abril	2019	Hombres	447	99 No consta	Aragón
Abril 2019	201904	Abril	2019	Mujeres	278	99 No consta	Aragón
Marzo 2019	201903	Marzo	2019	Hombres	6921	01 De 1 a 9 trabajadores	Aragón
Marzo 2019	201903	Marzo	2019	Mujeres	5484	01 De 1 a 9 trabajadores	Aragón
Marzo 2019	201903	Marzo	2019	Hombres	3043	02 De 10 a 19 trabajadores	Aragón
Marzo 2019	201903	Marzo	2019	Mujeres	1993	02 De 10 a 19 trabajadores	Aragón
Marzo 2019	201903	Marzo	2019	Hombres	4352	03 De 20 a 49 trabajadores	Aragón
Marzo 2019	201903	Marzo	2019	Mujeres	3528	03 De 20 a 49 trabajadores	Aragón
Marzo 2019	201903	Marzo	2019	Hombres	2204	04 De 50 a 99 trabajadores	Aragón
Marzo 2019	201903	Marzo	2019	Mujeres	1919	04 De 50 a 99 trabajadores	Aragón
Marzo 2019	201903	Marzo	2019	Hombres	2848	05 De 100 a 199 trabajadores	Aragón
Marzo 2019	201903	Marzo	2019	Mujeres	2633	05 De 100 a 199 trabajadores	Aragón
Marzo 2019	201903	Marzo	2019	Hombres	2775	06 De 200 a 499 trabajadores	Aragón
Marzo 2019	201903	Marzo	2019	Mujeres	3110	06 De 200 a 499 trabajadores	Aragón
Marzo 2019	201903	Marzo	2019	Hombres	1143	07 De 500 a 999 trabajadores	Aragón
Marzo 2019	201903	Marzo	2019	Mujeres	1035	07 De 500 a 999 trabajadores	Aragón
Marzo 2019	201903	Marzo	2019	Hombres	540	08 De 1.000 a 4.999 trabajadores	Aragón
Marzo 2019	201903	Marzo	2019	Mujeres	648	08 De 1.000 a 4.999 trabajadores	Aragón
Marzo 2019	201903	Marzo	2019	Hombres	12	09 De 5.000 o más trabajadores	Aragón
Marzo 2019	201903	Marzo	2019	Mujeres	4	09 De 5.000 o más trabajadores	Aragón
Marzo 2019	201903	Marzo	2019	Hombres	537	99 No consta	Aragón
Marzo 2019	201903	Marzo	2019	Mujeres	466	99 No consta	Aragón
Febrero 2019	201902	Febrero	2019	Hombres	6556	01 De 1 a 9 trabajadores	Aragón
Febrero 2019	201902	Febrero	2019	Mujeres	4845	01 De 1 a 9 trabajadores	Aragón
Febrero 2019	201902	Febrero	2019	Hombres	2759	02 De 10 a 19 trabajadores	Aragón
Febrero 2019	201902	Febrero	2019	Mujeres	1880	02 De 10 a 19 trabajadores	Aragón
Febrero 2019	201902	Febrero	2019	Hombres	3703	03 De 20 a 49 trabajadores	Aragón
Febrero 2019	201902	Febrero	2019	Mujeres	2939	03 De 20 a 49 trabajadores	Aragón
Febrero 2019	201902	Febrero	2019	Hombres	2256	04 De 50 a 99 trabajadores	Aragón
Febrero 2019	201902	Febrero	2019	Mujeres	1907	04 De 50 a 99 trabajadores	Aragón
Febrero 2019	201902	Febrero	2019	Hombres	2394	05 De 100 a 199 trabajadores	Aragón
Febrero 2019	201902	Febrero	2019	Mujeres	2430	05 De 100 a 199 trabajadores	Aragón
Febrero 2019	201902	Febrero	2019	Hombres	2129	06 De 200 a 499 trabajadores	Aragón
Febrero 2019	201902	Febrero	2019	Mujeres	2448	06 De 200 a 499 trabajadores	Aragón
Febrero 2019	201902	Febrero	2019	Hombres	840	07 De 500 a 999 trabajadores	Aragón
Febrero 2019	201902	Febrero	2019	Mujeres	1087	07 De 500 a 999 trabajadores	Aragón
Febrero 2019	201902	Febrero	2019	Hombres	867	08 De 1.000 a 4.999 trabajadores	Aragón
Febrero 2019	201902	Febrero	2019	Mujeres	834	08 De 1.000 a 4.999 trabajadores	Aragón
Febrero 2019	201902	Febrero	2019	Hombres	23	09 De 5.000 o más trabajadores	Aragón
Febrero 2019	201902	Febrero	2019	Mujeres	16	09 De 5.000 o más trabajadores	Aragón
Febrero 2019	201902	Febrero	2019	Hombres	817	99 No consta	Aragón
Febrero 2019	201902	Febrero	2019	Mujeres	850	99 No consta	Aragón
Enero 2019	201901	Enero	2019	Hombres	6733	01 De 1 a 9 trabajadores	Aragón
Enero 2019	201901	Enero	2019	Mujeres	5169	01 De 1 a 9 trabajadores	Aragón
Enero 2019	201901	Enero	2019	Hombres	2719	02 De 10 a 19 trabajadores	Aragón
Enero 2019	201901	Enero	2019	Mujeres	1826	02 De 10 a 19 trabajadores	Aragón
Enero 2019	201901	Enero	2019	Hombres	4346	03 De 20 a 49 trabajadores	Aragón
Enero 2019	201901	Enero	2019	Mujeres	3289	03 De 20 a 49 trabajadores	Aragón
Enero 2019	201901	Enero	2019	Hombres	2763	04 De 50 a 99 trabajadores	Aragón
Enero 2019	201901	Enero	2019	Mujeres	2533	04 De 50 a 99 trabajadores	Aragón
Enero 2019	201901	Enero	2019	Hombres	3285	05 De 100 a 199 trabajadores	Aragón
Enero 2019	201901	Enero	2019	Mujeres	3107	05 De 100 a 199 trabajadores	Aragón
Enero 2019	201901	Enero	2019	Hombres	3062	06 De 200 a 499 trabajadores	Aragón
Enero 2019	201901	Enero	2019	Mujeres	3165	06 De 200 a 499 trabajadores	Aragón
Enero 2019	201901	Enero	2019	Hombres	1164	07 De 500 a 999 trabajadores	Aragón
Enero 2019	201901	Enero	2019	Mujeres	1310	07 De 500 a 999 trabajadores	Aragón
Enero 2019	201901	Enero	2019	Hombres	966	08 De 1.000 a 4.999 trabajadores	Aragón
Enero 2019	201901	Enero	2019	Mujeres	1006	08 De 1.000 a 4.999 trabajadores	Aragón
Enero 2019	201901	Enero	2019	Hombres	210	09 De 5.000 o más trabajadores	Aragón
Enero 2019	201901	Enero	2019	Mujeres	115	09 De 5.000 o más trabajadores	Aragón
Enero 2019	201901	Enero	2019	Hombres	565	99 No consta	Aragón
Enero 2019	201901	Enero	2019	Mujeres	518	99 No consta	Aragón
Diciembre 2018	201812	Diciembre	2018	Hombres	6065	01 De 1 a 9 trabajadores	Aragón
Diciembre 2018	201812	Diciembre	2018	Mujeres	5078	01 De 1 a 9 trabajadores	Aragón
Diciembre 2018	201812	Diciembre	2018	Hombres	2416	02 De 10 a 19 trabajadores	Aragón
Diciembre 2018	201812	Diciembre	2018	Mujeres	1869	02 De 10 a 19 trabajadores	Aragón
Diciembre 2018	201812	Diciembre	2018	Hombres	3539	03 De 20 a 49 trabajadores	Aragón
Diciembre 2018	201812	Diciembre	2018	Mujeres	3106	03 De 20 a 49 trabajadores	Aragón
Diciembre 2018	201812	Diciembre	2018	Hombres	2086	04 De 50 a 99 trabajadores	Aragón
Diciembre 2018	201812	Diciembre	2018	Mujeres	2129	04 De 50 a 99 trabajadores	Aragón
Diciembre 2018	201812	Diciembre	2018	Hombres	2301	05 De 100 a 199 trabajadores	Aragón
Diciembre 2018	201812	Diciembre	2018	Mujeres	2700	05 De 100 a 199 trabajadores	Aragón
Diciembre 2018	201812	Diciembre	2018	Hombres	2142	06 De 200 a 499 trabajadores	Aragón
Diciembre 2018	201812	Diciembre	2018	Mujeres	2760	06 De 200 a 499 trabajadores	Aragón
Diciembre 2018	201812	Diciembre	2018	Hombres	1145	07 De 500 a 999 trabajadores	Aragón
Diciembre 2018	201812	Diciembre	2018	Mujeres	1610	07 De 500 a 999 trabajadores	Aragón
Diciembre 2018	201812	Diciembre	2018	Hombres	752	08 De 1.000 a 4.999 trabajadores	Aragón
Diciembre 2018	201812	Diciembre	2018	Mujeres	605	08 De 1.000 a 4.999 trabajadores	Aragón
Diciembre 2018	201812	Diciembre	2018	Hombres	114	09 De 5.000 o más trabajadores	Aragón
Diciembre 2018	201812	Diciembre	2018	Mujeres	47	09 De 5.000 o más trabajadores	Aragón
Diciembre 2018	201812	Diciembre	2018	Hombres	525	99 No consta	Aragón
Diciembre 2018	201812	Diciembre	2018	Mujeres	535	99 No consta	Aragón
Noviembre 2018	201811	Noviembre	2018	Hombres	7140	01 De 1 a 9 trabajadores	Aragón
Noviembre 2018	201811	Noviembre	2018	Mujeres	5567	01 De 1 a 9 trabajadores	Aragón
Noviembre 2018	201811	Noviembre	2018	Hombres	3051	02 De 10 a 19 trabajadores	Aragón
Noviembre 2018	201811	Noviembre	2018	Mujeres	2162	02 De 10 a 19 trabajadores	Aragón
Noviembre 2018	201811	Noviembre	2018	Hombres	4053	03 De 20 a 49 trabajadores	Aragón
Noviembre 2018	201811	Noviembre	2018	Mujeres	3300	03 De 20 a 49 trabajadores	Aragón
Noviembre 2018	201811	Noviembre	2018	Hombres	2636	04 De 50 a 99 trabajadores	Aragón
Noviembre 2018	201811	Noviembre	2018	Mujeres	2339	04 De 50 a 99 trabajadores	Aragón
Noviembre 2018	201811	Noviembre	2018	Hombres	3350	05 De 100 a 199 trabajadores	Aragón
Noviembre 2018	201811	Noviembre	2018	Mujeres	3394	05 De 100 a 199 trabajadores	Aragón
Noviembre 2018	201811	Noviembre	2018	Hombres	2508	06 De 200 a 499 trabajadores	Aragón
Noviembre 2018	201811	Noviembre	2018	Mujeres	3325	06 De 200 a 499 trabajadores	Aragón
Noviembre 2018	201811	Noviembre	2018	Hombres	1130	07 De 500 a 999 trabajadores	Aragón
Noviembre 2018	201811	Noviembre	2018	Mujeres	1308	07 De 500 a 999 trabajadores	Aragón
Noviembre 2018	201811	Noviembre	2018	Hombres	746	08 De 1.000 a 4.999 trabajadores	Aragón
Noviembre 2018	201811	Noviembre	2018	Mujeres	752	08 De 1.000 a 4.999 trabajadores	Aragón
Noviembre 2018	201811	Noviembre	2018	Hombres	90	09 De 5.000 o más trabajadores	Aragón
Noviembre 2018	201811	Noviembre	2018	Mujeres	22	09 De 5.000 o más trabajadores	Aragón
Noviembre 2018	201811	Noviembre	2018	Hombres	701	99 No consta	Aragón
Noviembre 2018	201811	Noviembre	2018	Mujeres	625	99 No consta	Aragón
Octubre 2018	201810	Octubre	2018	Hombres	9209	01 De 1 a 9 trabajadores	Aragón
Octubre 2018	201810	Octubre	2018	Mujeres	7602	01 De 1 a 9 trabajadores	Aragón
Octubre 2018	201810	Octubre	2018	Hombres	4015	02 De 10 a 19 trabajadores	Aragón
Octubre 2018	201810	Octubre	2018	Mujeres	2948	02 De 10 a 19 trabajadores	Aragón
Octubre 2018	201810	Octubre	2018	Hombres	5269	03 De 20 a 49 trabajadores	Aragón
Octubre 2018	201810	Octubre	2018	Mujeres	4520	03 De 20 a 49 trabajadores	Aragón
Octubre 2018	201810	Octubre	2018	Hombres	3853	04 De 50 a 99 trabajadores	Aragón
Octubre 2018	201810	Octubre	2018	Mujeres	3323	04 De 50 a 99 trabajadores	Aragón
Octubre 2018	201810	Octubre	2018	Hombres	4689	05 De 100 a 199 trabajadores	Aragón
Octubre 2018	201810	Octubre	2018	Mujeres	4122	05 De 100 a 199 trabajadores	Aragón
Octubre 2018	201810	Octubre	2018	Hombres	2725	06 De 200 a 499 trabajadores	Aragón
Octubre 2018	201810	Octubre	2018	Mujeres	3691	06 De 200 a 499 trabajadores	Aragón
Octubre 2018	201810	Octubre	2018	Hombres	1719	07 De 500 a 999 trabajadores	Aragón
Octubre 2018	201810	Octubre	2018	Mujeres	2105	07 De 500 a 999 trabajadores	Aragón
Octubre 2018	201810	Octubre	2018	Hombres	1108	08 De 1.000 a 4.999 trabajadores	Aragón
Octubre 2018	201810	Octubre	2018	Mujeres	934	08 De 1.000 a 4.999 trabajadores	Aragón
Octubre 2018	201810	Octubre	2018	Hombres	212	09 De 5.000 o más trabajadores	Aragón
Octubre 2018	201810	Octubre	2018	Mujeres	84	09 De 5.000 o más trabajadores	Aragón
Octubre 2018	201810	Octubre	2018	Hombres	722	99 No consta	Aragón
Octubre 2018	201810	Octubre	2018	Mujeres	644	99 No consta	Aragón
Septiembre 2018	201809	Septiembre	2018	Hombres	9900	01 De 1 a 9 trabajadores	Aragón
Septiembre 2018	201809	Septiembre	2018	Mujeres	7873	01 De 1 a 9 trabajadores	Aragón
Septiembre 2018	201809	Septiembre	2018	Hombres	3844	02 De 10 a 19 trabajadores	Aragón
Septiembre 2018	201809	Septiembre	2018	Mujeres	2777	02 De 10 a 19 trabajadores	Aragón
Septiembre 2018	201809	Septiembre	2018	Hombres	5533	03 De 20 a 49 trabajadores	Aragón
Septiembre 2018	201809	Septiembre	2018	Mujeres	4390	03 De 20 a 49 trabajadores	Aragón
Septiembre 2018	201809	Septiembre	2018	Hombres	3069	04 De 50 a 99 trabajadores	Aragón
Septiembre 2018	201809	Septiembre	2018	Mujeres	2907	04 De 50 a 99 trabajadores	Aragón
Septiembre 2018	201809	Septiembre	2018	Hombres	3380	05 De 100 a 199 trabajadores	Aragón
Septiembre 2018	201809	Septiembre	2018	Mujeres	3072	05 De 100 a 199 trabajadores	Aragón
Septiembre 2018	201809	Septiembre	2018	Hombres	2729	06 De 200 a 499 trabajadores	Aragón
Septiembre 2018	201809	Septiembre	2018	Mujeres	3327	06 De 200 a 499 trabajadores	Aragón
Septiembre 2018	201809	Septiembre	2018	Hombres	1535	07 De 500 a 999 trabajadores	Aragón
Septiembre 2018	201809	Septiembre	2018	Mujeres	1362	07 De 500 a 999 trabajadores	Aragón
Septiembre 2018	201809	Septiembre	2018	Hombres	762	08 De 1.000 a 4.999 trabajadores	Aragón
Septiembre 2018	201809	Septiembre	2018	Mujeres	734	08 De 1.000 a 4.999 trabajadores	Aragón
Septiembre 2018	201809	Septiembre	2018	Hombres	137	09 De 5.000 o más trabajadores	Aragón
Septiembre 2018	201809	Septiembre	2018	Mujeres	51	09 De 5.000 o más trabajadores	Aragón
Septiembre 2018	201809	Septiembre	2018	Hombres	1004	99 No consta	Aragón
Septiembre 2018	201809	Septiembre	2018	Mujeres	709	99 No consta	Aragón
Agosto 2018	201808	Agosto	2018	Hombres	8773	01 De 1 a 9 trabajadores	Aragón
Agosto 2018	201808	Agosto	2018	Mujeres	5569	01 De 1 a 9 trabajadores	Aragón
Agosto 2018	201808	Agosto	2018	Hombres	3459	02 De 10 a 19 trabajadores	Aragón
Agosto 2018	201808	Agosto	2018	Mujeres	2144	02 De 10 a 19 trabajadores	Aragón
Agosto 2018	201808	Agosto	2018	Hombres	4758	03 De 20 a 49 trabajadores	Aragón
Agosto 2018	201808	Agosto	2018	Mujeres	3324	03 De 20 a 49 trabajadores	Aragón
Agosto 2018	201808	Agosto	2018	Hombres	2588	04 De 50 a 99 trabajadores	Aragón
Agosto 2018	201808	Agosto	2018	Mujeres	2282	04 De 50 a 99 trabajadores	Aragón
Agosto 2018	201808	Agosto	2018	Hombres	3325	05 De 100 a 199 trabajadores	Aragón
Agosto 2018	201808	Agosto	2018	Mujeres	2947	05 De 100 a 199 trabajadores	Aragón
Agosto 2018	201808	Agosto	2018	Hombres	2777	06 De 200 a 499 trabajadores	Aragón
Agosto 2018	201808	Agosto	2018	Mujeres	3177	06 De 200 a 499 trabajadores	Aragón
Agosto 2018	201808	Agosto	2018	Hombres	1972	07 De 500 a 999 trabajadores	Aragón
Agosto 2018	201808	Agosto	2018	Mujeres	2120	07 De 500 a 999 trabajadores	Aragón
Agosto 2018	201808	Agosto	2018	Hombres	626	08 De 1.000 a 4.999 trabajadores	Aragón
Agosto 2018	201808	Agosto	2018	Mujeres	545	08 De 1.000 a 4.999 trabajadores	Aragón
Agosto 2018	201808	Agosto	2018	Hombres	55	09 De 5.000 o más trabajadores	Aragón
Agosto 2018	201808	Agosto	2018	Mujeres	19	09 De 5.000 o más trabajadores	Aragón
Agosto 2018	201808	Agosto	2018	Hombres	859	99 No consta	Aragón
Agosto 2018	201808	Agosto	2018	Mujeres	408	99 No consta	Aragón
Julio 2018	201807	Julio	2018	Hombres	11316	01 De 1 a 9 trabajadores	Aragón
Julio 2018	201807	Julio	2018	Mujeres	7818	01 De 1 a 9 trabajadores	Aragón
Julio 2018	201807	Julio	2018	Hombres	4220	02 De 10 a 19 trabajadores	Aragón
Julio 2018	201807	Julio	2018	Mujeres	2871	02 De 10 a 19 trabajadores	Aragón
Julio 2018	201807	Julio	2018	Hombres	6209	03 De 20 a 49 trabajadores	Aragón
Julio 2018	201807	Julio	2018	Mujeres	4598	03 De 20 a 49 trabajadores	Aragón
Julio 2018	201807	Julio	2018	Hombres	3567	04 De 50 a 99 trabajadores	Aragón
Julio 2018	201807	Julio	2018	Mujeres	3102	04 De 50 a 99 trabajadores	Aragón
Julio 2018	201807	Julio	2018	Hombres	3314	05 De 100 a 199 trabajadores	Aragón
Julio 2018	201807	Julio	2018	Mujeres	3093	05 De 100 a 199 trabajadores	Aragón
Julio 2018	201807	Julio	2018	Hombres	3497	06 De 200 a 499 trabajadores	Aragón
Julio 2018	201807	Julio	2018	Mujeres	3309	06 De 200 a 499 trabajadores	Aragón
Julio 2018	201807	Julio	2018	Hombres	853	07 De 500 a 999 trabajadores	Aragón
Julio 2018	201807	Julio	2018	Mujeres	885	07 De 500 a 999 trabajadores	Aragón
Julio 2018	201807	Julio	2018	Hombres	1566	08 De 1.000 a 4.999 trabajadores	Aragón
Julio 2018	201807	Julio	2018	Mujeres	1122	08 De 1.000 a 4.999 trabajadores	Aragón
Julio 2018	201807	Julio	2018	Hombres	103	09 De 5.000 o más trabajadores	Aragón
Julio 2018	201807	Julio	2018	Mujeres	31	09 De 5.000 o más trabajadores	Aragón
Julio 2018	201807	Julio	2018	Hombres	1686	99 No consta	Aragón
Julio 2018	201807	Julio	2018	Mujeres	1243	99 No consta	Aragón
Junio 2018	201806	Junio	2018	Hombres	9955	01 De 1 a 9 trabajadores	Aragón
Junio 2018	201806	Junio	2018	Mujeres	7225	01 De 1 a 9 trabajadores	Aragón
Junio 2018	201806	Junio	2018	Hombres	4759	02 De 10 a 19 trabajadores	Aragón
Junio 2018	201806	Junio	2018	Mujeres	3102	02 De 10 a 19 trabajadores	Aragón
Junio 2018	201806	Junio	2018	Hombres	7140	03 De 20 a 49 trabajadores	Aragón
Junio 2018	201806	Junio	2018	Mujeres	5084	03 De 20 a 49 trabajadores	Aragón
Junio 2018	201806	Junio	2018	Hombres	4627	04 De 50 a 99 trabajadores	Aragón
Junio 2018	201806	Junio	2018	Mujeres	3510	04 De 50 a 99 trabajadores	Aragón
Junio 2018	201806	Junio	2018	Hombres	3581	05 De 100 a 199 trabajadores	Aragón
Junio 2018	201806	Junio	2018	Mujeres	3210	05 De 100 a 199 trabajadores	Aragón
Junio 2018	201806	Junio	2018	Hombres	3479	06 De 200 a 499 trabajadores	Aragón
Junio 2018	201806	Junio	2018	Mujeres	3354	06 De 200 a 499 trabajadores	Aragón
Junio 2018	201806	Junio	2018	Hombres	1262	07 De 500 a 999 trabajadores	Aragón
Junio 2018	201806	Junio	2018	Mujeres	1514	07 De 500 a 999 trabajadores	Aragón
Junio 2018	201806	Junio	2018	Hombres	1528	08 De 1.000 a 4.999 trabajadores	Aragón
Junio 2018	201806	Junio	2018	Mujeres	980	08 De 1.000 a 4.999 trabajadores	Aragón
Junio 2018	201806	Junio	2018	Hombres	83	09 De 5.000 o más trabajadores	Aragón
Junio 2018	201806	Junio	2018	Mujeres	16	09 De 5.000 o más trabajadores	Aragón
Junio 2018	201806	Junio	2018	Hombres	948	99 No consta	Aragón
Junio 2018	201806	Junio	2018	Mujeres	668	99 No consta	Aragón
Mayo 2018	201805	Mayo	2018	Hombres	11325	01 De 1 a 9 trabajadores	Aragón
Mayo 2018	201805	Mayo	2018	Mujeres	7347	01 De 1 a 9 trabajadores	Aragón
Mayo 2018	201805	Mayo	2018	Hombres	4375	02 De 10 a 19 trabajadores	Aragón
Mayo 2018	201805	Mayo	2018	Mujeres	2872	02 De 10 a 19 trabajadores	Aragón
Mayo 2018	201805	Mayo	2018	Hombres	6387	03 De 20 a 49 trabajadores	Aragón
Mayo 2018	201805	Mayo	2018	Mujeres	4729	03 De 20 a 49 trabajadores	Aragón
Mayo 2018	201805	Mayo	2018	Hombres	5025	04 De 50 a 99 trabajadores	Aragón
Mayo 2018	201805	Mayo	2018	Mujeres	3715	04 De 50 a 99 trabajadores	Aragón
Mayo 2018	201805	Mayo	2018	Hombres	3446	05 De 100 a 199 trabajadores	Aragón
Mayo 2018	201805	Mayo	2018	Mujeres	2773	05 De 100 a 199 trabajadores	Aragón
Mayo 2018	201805	Mayo	2018	Hombres	3122	06 De 200 a 499 trabajadores	Aragón
Mayo 2018	201805	Mayo	2018	Mujeres	3267	06 De 200 a 499 trabajadores	Aragón
Mayo 2018	201805	Mayo	2018	Hombres	1812	07 De 500 a 999 trabajadores	Aragón
