Comarca código	Comarca nombre	Corine Land Cover 2000 nivel 1 descripción	Superficie (has)	Año
06	Hoya de Huesca / Plana de Uesca	Superficies artificiales	2276,616306	2000
06	Hoya de Huesca / Plana de Uesca	Superficies artificiales	1268,530498	2006
06	Hoya de Huesca / Plana de Uesca	Superficies de agua	2855,344597	2000
06	Hoya de Huesca / Plana de Uesca	Superficies de agua	2874,772153	2006
06	Hoya de Huesca / Plana de Uesca	Zonas agrícolas	148548,961481	2000
06	Hoya de Huesca / Plana de Uesca	Zonas agrícolas	150032,971245	2006
06	Hoya de Huesca / Plana de Uesca	Zonas forestales con vegetación natural y espacios abiertos	98787,01862	2000
06	Hoya de Huesca / Plana de Uesca	Zonas forestales con vegetación natural y espacios abiertos	98305,040604	2006
06	Hoya de Huesca / Plana de Uesca	Zonas húmedas	142,309557	2000
06	Hoya de Huesca / Plana de Uesca	Zonas húmedas	141,652627	2006
07	Somontano de Barbastro	Superficies artificiales	965,857983	2000
07	Somontano de Barbastro	Superficies artificiales	645,512711	2006
07	Somontano de Barbastro	Superficies de agua	412,824527	2000
07	Somontano de Barbastro	Superficies de agua	385,794408	2006
07	Somontano de Barbastro	Zonas agrícolas	64971,249777	2000
07	Somontano de Barbastro	Zonas agrícolas	65657,766483	2006
07	Somontano de Barbastro	Zonas forestales con vegetación natural y espacios abiertos	50416,870231	2000
07	Somontano de Barbastro	Zonas forestales con vegetación natural y espacios abiertos	50421,341149	2006
07	Somontano de Barbastro	Zonas húmedas	0	2000
07	Somontano de Barbastro	Zonas húmedas	0	2006
08	Cinca Medio	Superficies artificiales	803,587125	2000
08	Cinca Medio	Superficies artificiales	675,037099	2006
08	Cinca Medio	Superficies de agua	52,828206	2000
08	Cinca Medio	Superficies de agua	0	2006
08	Cinca Medio	Zonas agrícolas	48369,957793	2000
08	Cinca Medio	Zonas agrícolas	48402,243706	2006
08	Cinca Medio	Zonas forestales con vegetación natural y espacios abiertos	8494,511068	2000
08	Cinca Medio	Zonas forestales con vegetación natural y espacios abiertos	8287,84728	2006
08	Cinca Medio	Zonas húmedas	0	2000
08	Cinca Medio	Zonas húmedas	0	2006
09	La Litera / La Llitera	Superficies artificiales	520,065291	2000
09	La Litera / La Llitera	Superficies artificiales	291,658291	2006
09	La Litera / La Llitera	Superficies de agua	395,087611	2000
09	La Litera / La Llitera	Superficies de agua	293,591051	2006
09	La Litera / La Llitera	Zonas agrícolas	50137,510568	2000
09	La Litera / La Llitera	Zonas agrícolas	50475,678281	2006
09	La Litera / La Llitera	Zonas forestales con vegetación natural y espacios abiertos	22399,055586	2000
09	La Litera / La Llitera	Zonas forestales con vegetación natural y espacios abiertos	22410,329416	2006
09	La Litera / La Llitera	Zonas húmedas	0	2000
09	La Litera / La Llitera	Zonas húmedas	0	2006
10	Los Monegros	Superficies artificiales	2008,494526	2000
10	Los Monegros	Superficies artificiales	1021,025161	2006
10	Los Monegros	Superficies de agua	356,986504	2000
10	Los Monegros	Superficies de agua	186,116676	2006
10	Los Monegros	Zonas agrícolas	224768,605516	2000
10	Los Monegros	Zonas agrícolas	226993,756149	2006
10	Los Monegros	Zonas forestales con vegetación natural y espacios abiertos	48891,434195	2000
10	Los Monegros	Zonas forestales con vegetación natural y espacios abiertos	48022,66971	2006
10	Los Monegros	Zonas húmedas	523,213477	2000
10	Los Monegros	Zonas húmedas	394,101224	2006
11	Bajo Cinca / Baix Cinca	Superficies artificiales	1598,374848	2000
11	Bajo Cinca / Baix Cinca	Superficies artificiales	624,644463	2006
11	Bajo Cinca / Baix Cinca	Superficies de agua	3541,083325	2000
11	Bajo Cinca / Baix Cinca	Superficies de agua	3463,986545	2006
11	Bajo Cinca / Baix Cinca	Zonas agrícolas	95082,258875	2000
11	Bajo Cinca / Baix Cinca	Zonas agrícolas	95929,539523	2006
11	Bajo Cinca / Baix Cinca	Zonas forestales con vegetación natural y espacios abiertos	41762,01391	2000
11	Bajo Cinca / Baix Cinca	Zonas forestales con vegetación natural y espacios abiertos	41992,235274	2006
11	Bajo Cinca / Baix Cinca	Zonas húmedas	86,583651	2000
11	Bajo Cinca / Baix Cinca	Zonas húmedas	86,943082	2006
12	Tarazona y el Moncayo	Superficies artificiales	434,445732	2000
12	Tarazona y el Moncayo	Superficies artificiales	307,322473	2006
12	Tarazona y el Moncayo	Superficies de agua	22,892747	2000
12	Tarazona y el Moncayo	Superficies de agua	146,736268	2006
12	Tarazona y el Moncayo	Zonas agrícolas	26145,272581	2000
12	Tarazona y el Moncayo	Zonas agrícolas	26282,782401	2006
12	Tarazona y el Moncayo	Zonas forestales con vegetación natural y espacios abiertos	18558,850144	2000
12	Tarazona y el Moncayo	Zonas forestales con vegetación natural y espacios abiertos	18461,457869	2006
12	Tarazona y el Moncayo	Zonas húmedas	9,798783	2000
12	Tarazona y el Moncayo	Zonas húmedas	0	2006
13	Campo de Borja	Superficies artificiales	678,997536	2000
13	Campo de Borja	Superficies artificiales	531,050805	2006
13	Campo de Borja	Superficies de agua	126,921577	2000
13	Campo de Borja	Superficies de agua	154,407318	2006
13	Campo de Borja	Zonas agrícolas	49162,094186	2000
13	Campo de Borja	Zonas agrícolas	49300,201413	2006
13	Campo de Borja	Zonas forestales con vegetación natural y espacios abiertos	18627,953165	2000
13	Campo de Borja	Zonas forestales con vegetación natural y espacios abiertos	18624,985175	2006
13	Campo de Borja	Zonas húmedas	427,172257	2000
13	Campo de Borja	Zonas húmedas	417,768368	2006
14	Aranda	Superficies artificiales	163,029509	2000
14	Aranda	Superficies artificiales	78,869422	2006
14	Aranda	Superficies de agua	140,141728	2000
14	Aranda	Superficies de agua	140,155805	2006
14	Aranda	Zonas agrícolas	14959,803295	2000
14	Aranda	Zonas agrícolas	14970,703037	2006
14	Aranda	Zonas forestales con vegetación natural y espacios abiertos	40798,375602	2000
14	Aranda	Zonas forestales con vegetación natural y espacios abiertos	40887,862573	2006
14	Aranda	Zonas húmedas	0	2000
14	Aranda	Zonas húmedas	0	2006
15	Ribera Alta del Ebro	Superficies artificiales	2099,330993	2000
15	Ribera Alta del Ebro	Superficies artificiales	1631,924255	2006
15	Ribera Alta del Ebro	Superficies de agua	888,965215	2000
15	Ribera Alta del Ebro	Superficies de agua	903,608696	2006
15	Ribera Alta del Ebro	Zonas agrícolas	32418,876226	2000
15	Ribera Alta del Ebro	Zonas agrícolas	32819,824924	2006
15	Ribera Alta del Ebro	Zonas forestales con vegetación natural y espacios abiertos	6186,982161	2000
15	Ribera Alta del Ebro	Zonas forestales con vegetación natural y espacios abiertos	6231,54322	2006
15	Ribera Alta del Ebro	Zonas húmedas	3,025411	2000
15	Ribera Alta del Ebro	Zonas húmedas	3,053416	2006
16	Valdejalón	Superficies artificiales	1993,436528	2000
16	Valdejalón	Superficies artificiales	2014,392227	2006
16	Valdejalón	Superficies de agua	0	2000
16	Valdejalón	Superficies de agua	0	2006
16	Valdejalón	Zonas agrícolas	69892,563282	2000
16	Valdejalón	Zonas agrícolas	69854,579719	2006
16	Valdejalón	Zonas forestales con vegetación natural y espacios abiertos	21426,809771	2000
16	Valdejalón	Zonas forestales con vegetación natural y espacios abiertos	21432,968422	2006
16	Valdejalón	Zonas húmedas	0	2000
16	Valdejalón	Zonas húmedas	0	2006
17	Central	Superficies artificiales	14442,104575	2000
17	Central	Superficies artificiales	16310,482944	2006
17	Central	Superficies de agua	1862,998818	2000
17	Central	Superficies de agua	1858,853861	2006
17	Central	Zonas agrícolas	133070,530715	2000
17	Central	Zonas agrícolas	131502,523874	2006
17	Central	Zonas forestales con vegetación natural y espacios abiertos	79144,466427	2000
17	Central	Zonas forestales con vegetación natural y espacios abiertos	78862,113055	2006
17	Central	Zonas húmedas	364,53709	2000
17	Central	Zonas húmedas	298,52484	2006
18	Ribera Baja del Ebro	Superficies artificiales	1697,14802	2000
18	Ribera Baja del Ebro	Superficies artificiales	1065,261613	2006
18	Ribera Baja del Ebro	Superficies de agua	2018,948132	2000
18	Ribera Baja del Ebro	Superficies de agua	2007,417437	2006
18	Ribera Baja del Ebro	Zonas agrícolas	77382,048481	2000
18	Ribera Baja del Ebro	Zonas agrícolas	78056,460133	2006
18	Ribera Baja del Ebro	Zonas forestales con vegetación natural y espacios abiertos	17460,190687	2000
18	Ribera Baja del Ebro	Zonas forestales con vegetación natural y espacios abiertos	17514,389742	2006
18	Ribera Baja del Ebro	Zonas húmedas	468,675241	2000
18	Ribera Baja del Ebro	Zonas húmedas	382,360641	2006
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Superficies artificiales	419,854278	2000
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Superficies artificiales	341,584338	2006
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Superficies de agua	4696,387726	2000
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Superficies de agua	4696,446657	2006
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Zonas agrícolas	64025,78159	2000
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Zonas agrícolas	64312,379907	2006
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Zonas forestales con vegetación natural y espacios abiertos	30556,0361	2000
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Zonas forestales con vegetación natural y espacios abiertos	30364,225476	2006
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Zonas húmedas	101,035483	2000
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Zonas húmedas	95,675306	2006
20	Comunidad de Calatayud	Superficies artificiales	3035,279153	2000
20	Comunidad de Calatayud	Superficies artificiales	871,559473	2006
20	Comunidad de Calatayud	Superficies de agua	515,661285	2000
20	Comunidad de Calatayud	Superficies de agua	493,128855	2006
20	Comunidad de Calatayud	Zonas agrícolas	117419,058333	2000
20	Comunidad de Calatayud	Zonas agrícolas	119242,666047	2006
20	Comunidad de Calatayud	Zonas forestales con vegetación natural y espacios abiertos	130682,593234	2000
20	Comunidad de Calatayud	Zonas forestales con vegetación natural y espacios abiertos	131059,774788	2006
20	Comunidad de Calatayud	Zonas húmedas	0	2000
20	Comunidad de Calatayud	Zonas húmedas	0	2006
21	Campo de Cariñena	Superficies artificiales	543,372083	2000
21	Campo de Cariñena	Superficies artificiales	494,511788	2006
21	Campo de Cariñena	Superficies de agua	94,01046	2000
21	Campo de Cariñena	Superficies de agua	94,015707	2006
21	Campo de Cariñena	Zonas agrícolas	55825,95116	2000
21	Campo de Cariñena	Zonas agrícolas	55877,656208	2006
21	Campo de Cariñena	Zonas forestales con vegetación natural y espacios abiertos	20727,011381	2000
21	Campo de Cariñena	Zonas forestales con vegetación natural y espacios abiertos	20719,518994	2006
21	Campo de Cariñena	Zonas húmedas	0	2000
21	Campo de Cariñena	Zonas húmedas	0	2006
22	Campo de Belchite	Superficies artificiales	417,661622	2000
22	Campo de Belchite	Superficies artificiales	286,474189	2006
22	Campo de Belchite	Superficies de agua	57,773668	2000
22	Campo de Belchite	Superficies de agua	54,675191	2006
22	Campo de Belchite	Zonas agrícolas	83409,375247	2000
22	Campo de Belchite	Zonas agrícolas	83526,147472	2006
22	Campo de Belchite	Zonas forestales con vegetación natural y espacios abiertos	20142,856195	2000
22	Campo de Belchite	Zonas forestales con vegetación natural y espacios abiertos	20136,838544	2006
22	Campo de Belchite	Zonas húmedas	346,683157	2000
22	Campo de Belchite	Zonas húmedas	371,778743	2006
23	Bajo Martín	Superficies artificiales	599,697128	2000
23	Bajo Martín	Superficies artificiales	514,579148	2006
23	Bajo Martín	Superficies de agua	0	2000
23	Bajo Martín	Superficies de agua	0	2006
23	Bajo Martín	Zonas agrícolas	65362,231217	2000
23	Bajo Martín	Zonas agrícolas	65480,093327	2006
23	Bajo Martín	Zonas forestales con vegetación natural y espacios abiertos	13477,467164	2000
23	Bajo Martín	Zonas forestales con vegetación natural y espacios abiertos	13516,70801	2006
23	Bajo Martín	Zonas húmedas	90,857264	2000
23	Bajo Martín	Zonas húmedas	32,125888	2006
24	Campo de Daroca	Superficies artificiales	453,61809	2000
24	Campo de Daroca	Superficies artificiales	263,404862	2006
24	Campo de Daroca	Superficies de agua	849,931968	2000
24	Campo de Daroca	Superficies de agua	849,799868	2006
24	Campo de Daroca	Zonas agrícolas	67104,984502	2000
24	Campo de Daroca	Zonas agrícolas	67130,914742	2006
24	Campo de Daroca	Zonas forestales con vegetación natural y espacios abiertos	42894,112734	2000
24	Campo de Daroca	Zonas forestales con vegetación natural y espacios abiertos	43067,31154	2006
24	Campo de Daroca	Zonas húmedas	466,226488	2000
24	Campo de Daroca	Zonas húmedas	461,716071	2006
25	Jiloca	Superficies artificiales	1727,984827	2000
25	Jiloca	Superficies artificiales	1042,657466	2006
25	Jiloca	Superficies de agua	97,872885	2000
25	Jiloca	Superficies de agua	96,924891	2006
25	Jiloca	Zonas agrícolas	113278,301121	2000
25	Jiloca	Zonas agrícolas	114016,719827	2006
25	Jiloca	Zonas forestales con vegetación natural y espacios abiertos	77630,948795	2000
25	Jiloca	Zonas forestales con vegetación natural y espacios abiertos	77588,208107	2006
25	Jiloca	Zonas húmedas	445,329615	2000
25	Jiloca	Zonas húmedas	435,265357	2006
26	Cuencas Mineras	Superficies artificiales	1145,196189	2000
26	Cuencas Mineras	Superficies artificiales	987,993941	2006
26	Cuencas Mineras	Superficies de agua	135,160692	2000
26	Cuencas Mineras	Superficies de agua	160,963418	2006
26	Cuencas Mineras	Zonas agrícolas	48478,654619	2000
26	Cuencas Mineras	Zonas agrícolas	48534,879012	2006
26	Cuencas Mineras	Zonas forestales con vegetación natural y espacios abiertos	91036,330327	2000
26	Cuencas Mineras	Zonas forestales con vegetación natural y espacios abiertos	91108,043124	2006
26	Cuencas Mineras	Zonas húmedas	0	2000
26	Cuencas Mineras	Zonas húmedas	0	2006
27	Andorra-Sierra de Arcos	Superficies artificiales	2014,339537	2000
27	Andorra-Sierra de Arcos	Superficies artificiales	2230,553313	2006
27	Andorra-Sierra de Arcos	Superficies de agua	123,214747	2000
27	Andorra-Sierra de Arcos	Superficies de agua	61,218471	2006
27	Andorra-Sierra de Arcos	Zonas agrícolas	27628,748556	2000
27	Andorra-Sierra de Arcos	Zonas agrícolas	27394,911361	2006
27	Andorra-Sierra de Arcos	Zonas forestales con vegetación natural y espacios abiertos	37768,572934	2000
27	Andorra-Sierra de Arcos	Zonas forestales con vegetación natural y espacios abiertos	37834,46101	2006
27	Andorra-Sierra de Arcos	Zonas húmedas	0	2000
27	Andorra-Sierra de Arcos	Zonas húmedas	0	2006
28	Bajo Aragón	Superficies artificiales	1140,398599	2000
28	Bajo Aragón	Superficies artificiales	919,696613	2006
28	Bajo Aragón	Superficies de agua	611,438126	2000
28	Bajo Aragón	Superficies de agua	588,496703	2006
28	Bajo Aragón	Zonas agrícolas	77185,476305	2000
28	Bajo Aragón	Zonas agrícolas	77384,482382	2006
28	Bajo Aragón	Zonas forestales con vegetación natural y espacios abiertos	51475,575349	2000
28	Bajo Aragón	Zonas forestales con vegetación natural y espacios abiertos	51505,279542	2006
28	Bajo Aragón	Zonas húmedas	80,187469	2000
28	Bajo Aragón	Zonas húmedas	93,274987	2006
29	Comunidad de Teruel	Superficies artificiales	2241,836718	2000
29	Comunidad de Teruel	Superficies artificiales	1926,942919	2006
29	Comunidad de Teruel	Superficies de agua	136,352733	2000
29	Comunidad de Teruel	Superficies de agua	129,667872	2006
29	Comunidad de Teruel	Zonas agrícolas	131980,94813	2000
29	Comunidad de Teruel	Zonas agrícolas	132371,649475	2006
29	Comunidad de Teruel	Zonas forestales con vegetación natural y espacios abiertos	144738,596734	2000
29	Comunidad de Teruel	Zonas forestales con vegetación natural y espacios abiertos	144723,071909	2006
29	Comunidad de Teruel	Zonas húmedas	11,339779	2000
29	Comunidad de Teruel	Zonas húmedas	0	2006
30	Maestrazgo	Superficies artificiales	295,938907	2000
30	Maestrazgo	Superficies artificiales	206,237645	2006
30	Maestrazgo	Superficies de agua	315,256653	2000
30	Maestrazgo	Superficies de agua	315,254359	2006
30	Maestrazgo	Zonas agrícolas	22279,288124	2000
30	Maestrazgo	Zonas agrícolas	22353,150828	2006
30	Maestrazgo	Zonas forestales con vegetación natural y espacios abiertos	97549,372791	2000
30	Maestrazgo	Zonas forestales con vegetación natural y espacios abiertos	97561,267366	2006
30	Maestrazgo	Zonas húmedas	0	2000
30	Maestrazgo	Zonas húmedas	27,584599	2006
31	Sierra de Albarracín	Superficies artificiales	300,990903	2000
31	Sierra de Albarracín	Superficies artificiales	100,724513	2006
31	Sierra de Albarracín	Superficies de agua	0	2000
31	Sierra de Albarracín	Superficies de agua	0	2006
31	Sierra de Albarracín	Zonas agrícolas	23720,347707	2000
31	Sierra de Albarracín	Zonas agrícolas	23876,870354	2006
31	Sierra de Albarracín	Zonas forestales con vegetación natural y espacios abiertos	117299,95532	2000
31	Sierra de Albarracín	Zonas forestales con vegetación natural y espacios abiertos	117380,470996	2006
31	Sierra de Albarracín	Zonas húmedas	0	2000
31	Sierra de Albarracín	Zonas húmedas	0	2006
32	Gúdar-Javalambre	Superficies artificiales	625,331967	2000
32	Gúdar-Javalambre	Superficies artificiales	643,026349	2006
32	Gúdar-Javalambre	Superficies de agua	13,925264	2000
32	Gúdar-Javalambre	Superficies de agua	0	2006
32	Gúdar-Javalambre	Zonas agrícolas	45311,327506	2000
32	Gúdar-Javalambre	Zonas agrícolas	43803,590331	2006
32	Gúdar-Javalambre	Zonas forestales con vegetación natural y espacios abiertos	189189,049054	2000
32	Gúdar-Javalambre	Zonas forestales con vegetación natural y espacios abiertos	190737,57089	2006
32	Gúdar-Javalambre	Zonas húmedas	0	2000
32	Gúdar-Javalambre	Zonas húmedas	0	2006
33	Matarraña / Matarranya	Superficies artificiales	253,902299	2000
33	Matarraña / Matarranya	Superficies artificiales	70,935809	2006
33	Matarraña / Matarranya	Superficies de agua	81,548129	2000
33	Matarraña / Matarranya	Superficies de agua	81,548703	2006
33	Matarraña / Matarranya	Zonas agrícolas	40288,511458	2000
33	Matarraña / Matarranya	Zonas agrícolas	40492,850214	2006
33	Matarraña / Matarranya	Zonas forestales con vegetación natural y espacios abiertos	52726,515985	2000
33	Matarraña / Matarranya	Zonas forestales con vegetación natural y espacios abiertos	52744,038634	2006
33	Matarraña / Matarranya	Zonas húmedas	0	2000
33	Matarraña / Matarranya	Zonas húmedas	0	2006
