Comarca codigo	Comarca nombre	Grado, código	Grado	Sexo, código	Sexo	Grandes grupos, código	Grandes grupos	Personas
06	Hoya de Huesca / Plana de Uesca	2	Analfabetos o sin estudios	1	Hombre	2	De 26 a 45	440,5563535905
06	Hoya de Huesca / Plana de Uesca	2	Analfabetos o sin estudios	1	Hombre	3	De 46 a 64	283,1093989105
06	Hoya de Huesca / Plana de Uesca	2	Analfabetos o sin estudios	1	Hombre	4	De 65 a 84	883,5365843479
06	Hoya de Huesca / Plana de Uesca	2	Analfabetos o sin estudios	1	Hombre	5	85 y más	269,5496847882
07	Somontano de Barbastro	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	1	Hombre	1	De 16 a 25	133,3983031097
07	Somontano de Barbastro	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	1	Hombre	2	De 26 a 45	313,7211692041
07	Somontano de Barbastro	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	1	Hombre	3	De 46 a 64	465,8756855429
07	Somontano de Barbastro	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	1	Hombre	4	De 65 a 84	649,5451954075
07	Somontano de Barbastro	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	1	Hombre	5	85 y más	171,3095007463
07	Somontano de Barbastro	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	1	Hombre	1	De 16 a 25	868,4292095668
07	Somontano de Barbastro	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	1	Hombre	2	De 26 a 45	2515,2841843835
07	Somontano de Barbastro	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	1	Hombre	3	De 46 a 64	2327,9365123354
07	Somontano de Barbastro	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	1	Hombre	4	De 65 a 84	737,2525108814
07	Somontano de Barbastro	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	1	Hombre	5	85 y más	27,4442022597
07	Somontano de Barbastro	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	1	Hombre	1	De 16 a 25	58,0622697578
07	Somontano de Barbastro	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	1	Hombre	2	De 26 a 45	466,8518408453
07	Somontano de Barbastro	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	1	Hombre	3	De 46 a 64	517,9638666667
07	Somontano de Barbastro	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	1	Hombre	4	De 65 a 84	127,6603785255
07	Somontano de Barbastro	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	1	Hombre	5	85 y más	1,2612066278
07	Somontano de Barbastro	2	Analfabetos o sin estudios	1	Hombre	1	De 16 a 25	30,7207528724
07	Somontano de Barbastro	2	Analfabetos o sin estudios	1	Hombre	2	De 26 a 45	149,9542444988
07	Somontano de Barbastro	2	Analfabetos o sin estudios	1	Hombre	3	De 46 a 64	82,6121604491
07	Somontano de Barbastro	2	Analfabetos o sin estudios	1	Hombre	4	De 65 a 84	409,8367125375
07	Somontano de Barbastro	2	Analfabetos o sin estudios	1	Hombre	5	85 y más	195,1350719718
08	Cinca Medio	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	1	Hombre	1	De 16 a 25	193,9288451939
08	Cinca Medio	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	1	Hombre	2	De 26 a 45	275,9341395084
08	Cinca Medio	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	1	Hombre	3	De 46 a 64	424,7889227033
08	Cinca Medio	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	1	Hombre	4	De 65 a 84	581,8659435815
08	Cinca Medio	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	1	Hombre	5	85 y más	118,8247516915
08	Cinca Medio	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	1	Hombre	1	De 16 a 25	1112,0015822156
08	Cinca Medio	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	1	Hombre	2	De 26 a 45	2490,8622954177
08	Cinca Medio	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	1	Hombre	3	De 46 a 64	2084,4652001524
08	Cinca Medio	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	1	Hombre	4	De 65 a 84	866,1149044475
08	Cinca Medio	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	1	Hombre	5	85 y más	93,9252406586
08	Cinca Medio	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	1	Hombre	1	De 16 a 25	88,6233320063
08	Cinca Medio	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	1	Hombre	2	De 26 a 45	596,5331280843
08	Cinca Medio	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	1	Hombre	3	De 46 a 64	354,6494442628
08	Cinca Medio	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	1	Hombre	4	De 65 a 84	82,7634985885
08	Cinca Medio	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	1	Hombre	5	85 y más	14,7611681953
08	Cinca Medio	2	Analfabetos o sin estudios	1	Hombre	1	De 16 a 25	59,601517122
08	Cinca Medio	2	Analfabetos o sin estudios	1	Hombre	2	De 26 a 45	318,7503633227
08	Cinca Medio	2	Analfabetos o sin estudios	1	Hombre	3	De 46 a 64	151,4841898271
08	Cinca Medio	2	Analfabetos o sin estudios	1	Hombre	4	De 65 a 84	392,2970463965
08	Cinca Medio	2	Analfabetos o sin estudios	1	Hombre	5	85 y más	138,4361121533
09	La Litera / La Llitera	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	1	Hombre	1	De 16 a 25	187,6928488896
09	La Litera / La Llitera	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	1	Hombre	2	De 26 a 45	211,410516394
09	La Litera / La Llitera	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	1	Hombre	3	De 46 a 64	479,7037239423
09	La Litera / La Llitera	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	1	Hombre	4	De 65 a 84	776,9194011646
09	La Litera / La Llitera	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	1	Hombre	5	85 y más	111,793546822
09	La Litera / La Llitera	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	1	Hombre	1	De 16 a 25	656,5132058452
09	La Litera / La Llitera	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	1	Hombre	2	De 26 a 45	2159,5716016479
09	La Litera / La Llitera	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	1	Hombre	3	De 46 a 64	1657,1412649135
09	La Litera / La Llitera	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	1	Hombre	4	De 65 a 84	559,5182465609
09	La Litera / La Llitera	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	1	Hombre	5	85 y más	29,9181814363
09	La Litera / La Llitera	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	1	Hombre	1	De 16 a 25	46,9913294856
09	La Litera / La Llitera	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	1	Hombre	2	De 26 a 45	315,5996063693
09	La Litera / La Llitera	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	1	Hombre	3	De 46 a 64	241,8389344123
09	La Litera / La Llitera	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	1	Hombre	4	De 65 a 84	53,4984515849
09	La Litera / La Llitera	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	1	Hombre	5	85 y más	1,2507074746
09	La Litera / La Llitera	2	Analfabetos o sin estudios	1	Hombre	1	De 16 a 25	18,4547837856
09	La Litera / La Llitera	2	Analfabetos o sin estudios	1	Hombre	2	De 26 a 45	186,6093794798
09	La Litera / La Llitera	2	Analfabetos o sin estudios	1	Hombre	3	De 46 a 64	80,0259712147
09	La Litera / La Llitera	2	Analfabetos o sin estudios	1	Hombre	4	De 65 a 84	458,4643708721
09	La Litera / La Llitera	2	Analfabetos o sin estudios	1	Hombre	5	85 y más	136,3514517309
10	Los Monegros	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	1	Hombre	1	De 16 a 25	188,521019847
10	Los Monegros	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	1	Hombre	2	De 26 a 45	209,5385085853
10	Los Monegros	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	1	Hombre	3	De 46 a 64	582,5239860321
10	Los Monegros	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	1	Hombre	4	De 65 a 84	893,4114763598
10	Los Monegros	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Primer grado	1	Hombre	5	85 y más	100,3584840622
10	Los Monegros	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	1	Hombre	1	De 16 a 25	694,0146194445
10	Los Monegros	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	1	Hombre	2	De 26 a 45	2231,7126555458
10	Los Monegros	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	1	Hombre	3	De 46 a 64	1977,0666114675
10	Los Monegros	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	1	Hombre	4	De 65 a 84	711,5263667864
10	Los Monegros	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Segundo grado	1	Hombre	5	85 y más	87,8008681441
10	Los Monegros	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	1	Hombre	1	De 16 a 25	37,1181610198
10	Los Monegros	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	1	Hombre	2	De 26 a 45	340,4721229963
10	Los Monegros	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	1	Hombre	3	De 46 a 64	242,5558641382
10	Los Monegros	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	1	Hombre	4	De 65 a 84	62,7643457731
10	Los Monegros	"""Censo 2011"".""Estado civil y estudios (Persona)"".""Grado, código"""	Tercer grado	1	Hombre	5	85 y más	9,8517584947
10	Los Monegros	2	Analfabetos o sin estudios	1	Hombre	1	De 16 a 25	9,9787530315
10	Los Monegros	2	Analfabetos o sin estudios	1	Hombre	2	De 26 a 45	150,0724839161
